side,entry_ts,entry_utc,entry_price,exit_ts,exit_utc,exit_price,exit_reason,duration_min,realized_pnl_dollars,peak_pnl_ticks,worst_pnl_ticks,entry_pos_in_band,entry_z_1h_high,entry_z_15m_crm,entry_slope_15s_long,entry_slope_15s_short,entry_slope_15m,entry_sig_above_1h_low
LONG,1753212360,2025-07-22 19:26:00,23243.5,1753214340,2025-07-22 19:59:00,23221.0,hard_stop,33.0,-45.0,35.0,-90.0,0.273,-0.939,1.096,0.364,0.417,0.169,0.253
LONG,1753216800,2025-07-22 20:40:00,23196.75,1753223220,2025-07-22 22:27:00,23180.75,hard_stop,107.0,-32.0,25.0,-64.0,-0.266,-1.86,-1.559,0.366,0.754,-0.279,-0.248
LONG,1753225200,2025-07-22 23:00:00,23182.0,1753232400,2025-07-23 01:00:00,23207.5,time_stop,120.0,51.0,331.0,0.0,-0.295,-1.676,-0.947,0.42,0.829,-0.393,-0.292
LONG,1753235160,2025-07-23 01:46:00,23243.5,1753237080,2025-07-23 02:18:00,23227.0,hard_stop,32.0,-33.0,36.0,-66.0,0.742,-0.339,0.926,0.504,0.479,0.346,1.014
LONG,1753270800,2025-07-23 11:40:00,23258.0,1753273500,2025-07-23 12:25:00,23241.5,hard_stop,45.0,-33.0,39.0,-66.0,0.668,-0.713,-0.894,0.304,1.108,-0.139,0.91
LONG,1753275960,2025-07-23 13:06:00,23238.5,1753277460,2025-07-23 13:31:00,23197.0,hard_stop,25.0,-83.0,109.0,-166.0,0.047,-2.283,-1.688,0.316,0.75,-0.193,0.076
LONG,1753279860,2025-07-23 14:11:00,23167.5,1753279920,2025-07-23 14:12:00,23151.0,hard_stop,1.0,-33.0,0.0,-66.0,-1.991,-8.567,-2.499,-0.816,0.775,-0.528,-2.476
LONG,1753281720,2025-07-23 14:42:00,23179.75,1753288920,2025-07-23 16:42:00,23221.5,time_stop,120.0,83.5,406.0,-24.0,-2.098,-7.526,-1.192,-1.833,0.396,-0.314,-2.609
LONG,1753291500,2025-07-23 17:25:00,23237.25,1753294920,2025-07-23 18:22:00,23305.75,target_1h_rail,57.0,137.0,274.0,-17.0,0.171,-1.383,1.103,0.469,1.596,0.397,0.201
LONG,1753341480,2025-07-24 07:18:00,23362.0,1753348680,2025-07-24 09:18:00,23387.0,time_stop,120.0,50.0,120.0,-41.0,0.171,-0.866,-1.307,0.304,0.571,-0.11,0.131
LONG,1753350900,2025-07-24 09:55:00,23395.25,1753352400,2025-07-24 10:20:00,23378.75,hard_stop,25.0,-33.0,0.0,-66.0,0.785,-0.31,1.549,0.317,0.5,0.168,0.975
LONG,1753355220,2025-07-24 11:07:00,23378.0,1753360500,2025-07-24 12:35:00,23362.5,hard_stop,88.0,-31.0,93.0,-62.0,0.083,-1.371,-0.554,0.464,0.737,0.022,0.126
LONG,1753362480,2025-07-24 13:08:00,23353.0,1753364400,2025-07-24 13:40:00,23334.75,hard_stop,32.0,-36.5,150.0,-73.0,-0.374,-3.099,-1.684,0.744,0.3,-0.165,-0.551
LONG,1753366800,2025-07-24 14:20:00,23336.25,1753374000,2025-07-24 16:20:00,23370.25,time_stop,120.0,68.0,251.0,-29.0,-1.276,-5.096,-1.321,-3.038,2.296,-0.381,-1.99
LONG,1753376340,2025-07-24 16:59:00,23370.75,1753377180,2025-07-24 17:13:00,23408.5,target_1h_rail,14.0,75.5,151.0,-5.0,0.348,-2.177,0.407,0.545,1.117,0.011,0.557
LONG,1753387980,2025-07-24 20:13:00,23388.25,1753395180,2025-07-24 22:13:00,23403.5,time_stop,120.0,30.5,62.0,-9.0,0.622,-0.94,-0.951,0.74,0.675,0.032,1.215
LONG,1753420020,2025-07-25 05:07:00,23404.0,1753426860,2025-07-25 07:01:00,23385.75,hard_stop,114.0,-36.5,31.0,-73.0,0.446,-1.147,-1.706,0.495,1.483,-0.161,0.646
LONG,1753430220,2025-07-25 07:57:00,23366.5,1753437420,2025-07-25 09:57:00,23373.25,time_stop,120.0,13.5,57.0,-53.0,-1.159,-4.449,-1.748,-0.625,0.371,-0.214,-1.955
LONG,1753439640,2025-07-25 10:34:00,23383.5,1753443060,2025-07-25 11:31:00,23368.25,hard_stop,57.0,-30.5,29.0,-61.0,-0.453,-1.437,3.148,0.309,0.371,0.035,-0.483
LONG,1753446000,2025-07-25 12:20:00,23369.25,1753450260,2025-07-25 13:31:00,23354.25,hard_stop,71.0,-30.0,64.0,-60.0,-0.707,-1.755,-0.79,0.414,1.287,-0.008,-0.7
LONG,1753452180,2025-07-25 14:03:00,23399.5,1753459380,2025-07-25 16:03:00,23421.75,time_stop,120.0,44.5,96.0,-47.0,0.732,-0.253,3.0,1.353,0.667,0.011,0.774
LONG,1753698060,2025-07-28 10:21:00,23522.0,1753699320,2025-07-28 10:42:00,23504.5,hard_stop,21.0,-35.0,7.0,-70.0,-0.37,-2.781,-1.629,0.308,0.779,-0.132,-0.569
LONG,1753702920,2025-07-28 11:42:00,23504.5,1753704840,2025-07-28 12:14:00,23488.25,hard_stop,32.0,-32.5,4.0,-65.0,-1.14,-3.211,-0.917,0.308,0.558,-0.229,-1.364
LONG,1753706640,2025-07-28 12:44:00,23513.0,1753707840,2025-07-28 13:04:00,23497.5,hard_stop,20.0,-31.0,26.0,-62.0,-0.963,-1.835,0.434,0.45,0.954,-0.125,-0.925
LONG,1753709640,2025-07-28 13:34:00,23494.25,1753715880,2025-07-28 15:18:00,23472.75,hard_stop,104.0,-43.0,123.0,-86.0,-1.921,-2.404,-0.276,0.485,2.325,-0.25,-1.707
LONG,1753717680,2025-07-28 15:48:00,23493.5,1753718940,2025-07-28 16:09:00,23475.5,hard_stop,21.0,-36.0,22.0,-72.0,-0.877,-2.129,-0.171,0.367,0.754,-0.138,-0.752
LONG,1753722000,2025-07-28 17:00:00,23486.0,1753723020,2025-07-28 17:17:00,23469.75,hard_stop,17.0,-32.5,0.0,-65.0,-0.41,-1.799,-0.786,0.35,1.588,-0.192,-0.37
LONG,1753726320,2025-07-28 18:12:00,23454.25,1753733520,2025-07-28 20:12:00,23494.25,time_stop,120.0,80.0,192.0,-27.0,-1.032,-2.679,-2.812,-1.095,0.233,-0.178,-1.027
LONG,1753798500,2025-07-29 14:15:00,23574.0,1753799100,2025-07-29 14:25:00,23553.0,hard_stop,10.0,-42.0,0.0,-84.0,0.734,-0.329,-1.491,0.439,2.475,-0.142,0.959
LONG,1753801320,2025-07-29 15:02:00,23529.25,1753801500,2025-07-29 15:05:00,23508.75,hard_stop,3.0,-41.0,0.0,-82.0,-0.698,-1.887,-2.085,-2.131,1.767,-0.403,-1.019
LONG,1753803300,2025-07-29 15:35:00,23484.25,1753803540,2025-07-29 15:39:00,23468.75,hard_stop,4.0,-31.0,0.0,-62.0,-2.309,-3.282,-1.808,-1.981,2.287,-0.728,-3.372
LONG,1753806660,2025-07-29 16:31:00,23478.5,1753807080,2025-07-29 16:38:00,23455.75,hard_stop,7.0,-45.5,0.0,-91.0,-1.7,-3.393,-0.922,-0.819,0.217,-0.657,-1.731
LONG,1753808880,2025-07-29 17:08:00,23507.0,1753810680,2025-07-29 17:38:00,23490.75,hard_stop,30.0,-32.5,49.0,-65.0,-0.64,-2.082,-0.033,1.867,0.533,-0.46,-0.59
LONG,1753812480,2025-07-29 18:08:00,23495.0,1753813320,2025-07-29 18:22:00,23477.25,hard_stop,14.0,-35.5,2.0,-71.0,-0.698,-2.16,0.31,1.423,0.704,-0.2,-0.64
LONG,1753818240,2025-07-29 19:44:00,23449.0,1753826400,2025-07-29 22:00:00,23460.0,time_stop,136.0,22.0,45.0,-41.0,-1.767,-2.819,-2.5,-2.508,0.433,-0.104,-1.6
LONG,1753829340,2025-07-29 22:49:00,23468.25,1753836540,2025-07-30 00:49:00,23485.0,time_stop,120.0,33.5,77.0,-9.0,-0.773,-1.5,0.757,0.398,0.533,-0.154,-0.631
LONG,1753839420,2025-07-30 01:37:00,23484.5,1753846620,2025-07-30 03:37:00,23502.0,time_stop,120.0,35.0,70.0,-14.0,0.082,-0.727,1.214,0.5,2.583,0.068,0.091
LONG,1753860540,2025-07-30 07:29:00,23492.25,1753864380,2025-07-30 08:33:00,23465.5,hard_stop,64.0,-53.5,67.0,-107.0,0.651,-0.108,-1.093,0.367,0.808,-0.135,0.672
LONG,1753866240,2025-07-30 09:04:00,23487.0,1753873440,2025-07-30 11:04:00,23507.75,time_stop,120.0,41.5,83.0,-45.0,0.542,-0.57,-0.762,0.486,1.104,-0.112,0.682
LONG,1753879260,2025-07-30 12:41:00,23498.5,1753880460,2025-07-30 13:01:00,23482.5,hard_stop,20.0,-32.0,17.0,-64.0,0.291,-0.743,0.004,0.351,2.5,-0.001,0.524
LONG,1753882680,2025-07-30 13:38:00,23487.0,1753883100,2025-07-30 13:45:00,23519.25,target_1h_rail,7.0,64.5,129.0,-6.0,0.297,-2.522,-1.054,0.715,6.15,-0.065,0.57
LONG,1753889100,2025-07-30 15:25:00,23500.0,1753889460,2025-07-30 15:31:00,23479.0,hard_stop,6.0,-42.0,0.0,-84.0,0.411,-1.169,0.391,0.531,1.608,-0.035,0.866
LONG,1753902660,2025-07-30 19:11:00,23416.25,1753903320,2025-07-30 19:22:00,23399.0,hard_stop,11.0,-34.5,135.0,-69.0,-1.431,-4.364,-2.961,-3.166,1.792,-0.656,-2.412
LONG,1753905120,2025-07-30 19:52:00,23450.5,1753905780,2025-07-30 20:03:00,23588.25,target_1h_rail,11.0,275.5,551.0,0.0,-0.723,-3.033,-0.708,3.631,7.021,-0.735,-1.218
LONG,1753963620,2025-07-31 12:07:00,23765.25,1753968540,2025-07-31 13:29:00,23747.5,hard_stop,82.0,-35.5,162.0,-71.0,-0.212,-1.767,-1.573,0.367,0.417,-0.201,-0.324
LONG,1753970340,2025-07-31 13:59:00,23671.0,1753971660,2025-07-31 14:21:00,23649.5,hard_stop,22.0,-43.0,88.0,-86.0,-2.414,-8.338,-2.186,5.551,4.425,-0.881,-5.843
LONG,1753974240,2025-07-31 15:04:00,23573.75,1753974420,2025-07-31 15:07:00,23552.75,hard_stop,3.0,-42.0,23.0,-84.0,-3.045,-6.56,-1.515,-2.215,0.838,-1.235,-2.236
LONG,1753976220,2025-07-31 15:37:00,23564.5,1753981320,2025-07-31 17:02:00,23546.75,hard_stop,85.0,-35.5,199.0,-71.0,-3.142,-6.825,-0.943,4.536,2.787,-1.408,-2.308
LONG,1753983360,2025-07-31 17:36:00,23470.25,1753984080,2025-07-31 17:48:00,23453.25,hard_stop,12.0,-34.0,85.0,-68.0,-3.679,-3.47,-1.889,-5.856,0.204,-1.033,-2.19
LONG,1753986120,2025-07-31 18:22:00,23385.5,1753991280,2025-07-31 19:48:00,23364.25,hard_stop,86.0,-42.5,308.0,-85.0,-3.721,-3.576,-1.612,-1.814,5.008,-0.843,-2.133
LONG,1753993440,2025-07-31 20:24:00,23312.5,1754000640,2025-07-31 22:24:00,23306.25,time_stop,120.0,-12.5,168.0,-25.0,-2.683,-2.6,-1.997,-2.716,1.888,-1.172,-1.438
LONG,1754002440,2025-07-31 22:54:00,23276.25,1754006400,2025-08-01 00:00:00,23294.5,eod_force_close,66.0,36.5,119.0,-31.0,-2.291,-2.504,-1.605,2.192,1.083,-0.997,-1.32
