side,entry_ts,entry_utc,entry_price,exit_ts,exit_utc,exit_price,exit_reason,duration_min,realized_pnl_dollars,peak_pnl_ticks,worst_pnl_ticks,entry_pos_in_band,entry_z_1h_high,entry_z_15m_crm,entry_slope_15s_long,entry_slope_15s_short,entry_slope_15m,entry_sig_above_1h_low
LONG,1767835320,2026-01-08 01:22:00,25832.5,1767839880,2026-01-08 02:38:00,25811.75,hard_stop,76.0,-41.5,26.0,-83.0,-0.109,-0.83,0.513,0.388,1.171,-0.038,-0.098
LONG,1767841920,2026-01-08 03:12:00,25788.0,1767843960,2026-01-08 03:46:00,25770.25,hard_stop,34.0,-35.5,17.0,-71.0,-0.81,-1.877,-2.03,0.438,0.875,-0.21,-0.836
LONG,1767845760,2026-01-08 04:16:00,25782.75,1767849240,2026-01-08 05:14:00,25760.25,hard_stop,58.0,-45.0,37.0,-90.0,-1.048,-1.65,-0.845,0.36,0.762,-0.21,-0.963
LONG,1767853920,2026-01-08 06:32:00,25684.75,1767861120,2026-01-08 08:32:00,25780.75,time_stop,120.0,192.0,415.0,-26.0,-3.287,-2.508,-1.941,-0.51,0.613,-0.604,-2.182
LONG,1767866340,2026-01-08 09:59:00,25769.5,1767866880,2026-01-08 10:08:00,25753.75,hard_stop,9.0,-31.5,0.0,-63.0,-0.13,-1.19,0.222,0.455,1.129,0.332,-0.131
LONG,1767868680,2026-01-08 10:38:00,25764.75,1767874080,2026-01-08 12:08:00,25748.5,hard_stop,90.0,-32.5,79.0,-65.0,-0.082,-1.428,-0.369,0.838,1.6,-0.053,-0.078
LONG,1767876600,2026-01-08 12:50:00,25770.25,1767882660,2026-01-08 14:31:00,25740.5,hard_stop,101.0,-59.5,170.0,-119.0,0.221,-1.005,0.385,0.39,1.238,-0.006,0.256
LONG,1767884820,2026-01-08 15:07:00,25652.25,1767886560,2026-01-08 15:36:00,25636.25,hard_stop,29.0,-32.0,207.0,-64.0,-1.894,-6.873,-1.502,-4.478,4.017,-0.929,-2.385
LONG,1767888900,2026-01-08 16:15:00,25629.5,1767890100,2026-01-08 16:35:00,25601.0,hard_stop,20.0,-57.0,142.0,-114.0,-0.861,-5.165,-1.123,-2.704,0.329,-0.819,-0.967
LONG,1767892680,2026-01-08 17:18:00,25663.0,1767893100,2026-01-08 17:25:00,25644.0,hard_stop,7.0,-38.0,58.0,-76.0,-0.512,-2.752,-0.049,0.645,2.854,-0.8,-0.577
LONG,1767894900,2026-01-08 17:55:00,25690.0,1767895320,2026-01-08 18:02:00,25667.5,hard_stop,7.0,-45.0,17.0,-90.0,0.032,-2.087,1.155,2.534,3.558,0.288,0.036
LONG,1767897120,2026-01-08 18:32:00,25652.0,1767898440,2026-01-08 18:54:00,25634.75,hard_stop,22.0,-34.5,84.0,-69.0,-0.312,-2.56,-0.191,0.445,2.2,-0.215,-0.358
LONG,1767900240,2026-01-08 19:24:00,25627.0,1767907440,2026-01-08 21:24:00,25690.75,time_stop,120.0,127.5,284.0,-46.0,-0.579,-2.671,-0.985,0.441,3.262,-0.118,-0.64
LONG,1767917700,2026-01-09 00:15:00,25687.0,1767920100,2026-01-09 00:55:00,25670.25,hard_stop,40.0,-33.5,31.0,-67.0,0.366,-0.889,-0.372,0.333,0.7,0.178,0.456
LONG,1767923340,2026-01-09 01:49:00,25644.0,1767930540,2026-01-09 03:49:00,25677.0,time_stop,120.0,66.0,193.0,-18.0,-0.088,-1.609,-1.473,0.622,1.058,-0.518,-0.118
LONG,1767933000,2026-01-09 04:30:00,25672.75,1767940200,2026-01-09 06:30:00,25690.0,time_stop,120.0,34.5,102.0,-21.0,0.577,-1.137,0.097,0.388,2.062,0.182,1.055
LONG,1767944400,2026-01-09 07:40:00,25669.75,1767951600,2026-01-09 09:40:00,25712.75,time_stop,120.0,86.0,208.0,-15.0,0.269,-1.192,-1.048,0.435,1.492,-0.064,0.466
LONG,1768182240,2026-01-12 01:44:00,25769.25,1768183740,2026-01-12 02:09:00,25754.0,hard_stop,25.0,-30.5,55.0,-61.0,-0.598,-1.83,-1.477,0.833,1.925,-0.983,-0.493
LONG,1768185540,2026-01-12 02:39:00,25753.75,1768186860,2026-01-12 03:01:00,25738.75,hard_stop,22.0,-30.0,32.0,-60.0,-0.589,-2.331,-0.923,1.669,0.85,-0.892,-0.504
LONG,1768188960,2026-01-12 03:36:00,25745.25,1768189620,2026-01-12 03:47:00,25715.5,hard_stop,11.0,-59.5,17.0,-119.0,-0.667,-2.263,-0.86,0.37,0.65,-0.646,-0.554
LONG,1768192080,2026-01-12 04:28:00,25729.0,1768195020,2026-01-12 05:17:00,25712.75,hard_stop,49.0,-32.5,33.0,-65.0,-1.104,-2.118,-1.443,0.485,0.325,-0.318,-0.861
LONG,1768197180,2026-01-12 05:53:00,25695.0,1768204380,2026-01-12 07:53:00,25729.0,time_stop,120.0,68.0,175.0,0.0,-2.206,-2.081,-1.857,-0.362,0.642,-0.365,-1.51
LONG,1768206600,2026-01-12 08:30:00,25650.5,1768213800,2026-01-12 10:30:00,25714.25,time_stop,120.0,127.5,255.0,-50.0,-2.003,-1.779,-3.503,-2.778,0.454,-0.144,-1.027
LONG,1768216080,2026-01-12 11:08:00,25717.75,1768223280,2026-01-12 13:08:00,25743.5,time_stop,120.0,51.5,169.0,-22.0,-0.042,-0.781,1.33,0.49,0.892,-0.131,-0.043
LONG,1768263840,2026-01-13 00:24:00,25891.0,1768264380,2026-01-13 00:33:00,25875.75,hard_stop,9.0,-30.5,0.0,-61.0,0.604,-0.266,-1.601,0.394,0.654,-0.639,0.354
LONG,1768266480,2026-01-13 01:08:00,25876.5,1768268280,2026-01-13 01:38:00,25860.5,hard_stop,30.0,-32.0,17.0,-64.0,0.127,-0.644,-1.208,0.33,0.521,-0.425,0.083
LONG,1768270080,2026-01-13 02:08:00,25886.75,1768273200,2026-01-13 03:00:00,25871.5,hard_stop,52.0,-30.5,33.0,-61.0,0.178,-0.802,-0.114,1.067,2.838,-0.35,0.134
LONG,1768276320,2026-01-13 03:52:00,25873.25,1768283520,2026-01-13 05:52:00,25903.0,time_stop,120.0,59.5,128.0,-12.0,-0.379,-1.781,-0.419,0.344,0.833,-0.043,-0.343
LONG,1768285320,2026-01-13 06:22:00,25915.75,1768292520,2026-01-13 08:22:00,25920.0,time_stop,120.0,8.5,64.0,-53.0,0.267,-0.531,2.043,0.4,0.312,0.154,0.248
LONG,1768295040,2026-01-13 09:04:00,25923.5,1768297320,2026-01-13 09:42:00,25907.0,hard_stop,38.0,-33.0,42.0,-66.0,0.76,-0.066,1.506,0.821,3.079,0.025,0.92
LONG,1768300680,2026-01-13 10:38:00,25894.25,1768301640,2026-01-13 10:54:00,25877.75,hard_stop,16.0,-33.0,0.0,-66.0,0.122,-0.92,-0.882,0.395,0.654,-0.19,0.182
LONG,1768305360,2026-01-13 11:56:00,25896.0,1768311000,2026-01-13 13:30:00,26003.75,target_1h_rail,94.0,215.5,431.0,-34.0,0.133,-0.874,0.071,0.343,1.392,-0.228,0.262
LONG,1768318380,2026-01-13 15:33:00,25850.75,1768318860,2026-01-13 15:41:00,25824.0,hard_stop,8.0,-53.5,100.0,-107.0,-1.062,-1.632,-1.859,-3.301,0.504,-0.404,-2.677
LONG,1768320660,2026-01-13 16:11:00,25904.25,1768323360,2026-01-13 16:56:00,26024.25,target_1h_rail,45.0,240.0,480.0,-47.0,0.252,-0.754,-0.414,0.497,0.996,-0.004,0.512
LONG,1768327920,2026-01-13 18:12:00,25891.0,1768328460,2026-01-13 18:21:00,25874.25,hard_stop,9.0,-33.5,73.0,-67.0,-0.046,-1.328,-0.511,0.425,0.346,-0.39,-0.121
LONG,1768330980,2026-01-13 19:03:00,25831.25,1768336380,2026-01-13 20:33:00,25806.75,hard_stop,90.0,-49.0,214.0,-98.0,-0.335,-2.329,-1.631,-1.286,0.879,-0.303,-0.877
LONG,1768338180,2026-01-13 21:03:00,25924.5,1768339440,2026-01-13 21:24:00,25908.75,hard_stop,21.0,-31.5,0.0,-63.0,0.534,-0.541,2.533,5.056,5.7,0.151,1.389
LONG,1768345440,2026-01-13 23:04:00,25908.0,1768346340,2026-01-13 23:19:00,25892.75,hard_stop,15.0,-30.5,19.0,-61.0,0.469,-0.795,1.128,0.447,1.262,0.324,1.182
LONG,1768349100,2026-01-14 00:05:00,25909.75,1768355160,2026-01-14 01:46:00,25894.5,hard_stop,101.0,-30.5,55.0,-61.0,0.389,-0.766,0.839,0.441,1.971,0.138,0.943
LONG,1768356960,2026-01-14 02:16:00,25894.5,1768357140,2026-01-14 02:19:00,25879.0,hard_stop,3.0,-31.0,0.0,-62.0,0.297,-1.09,-0.694,0.422,1.833,-0.057,0.737
LONG,1768359840,2026-01-14 03:04:00,25898.75,1768366200,2026-01-14 04:50:00,25877.5,hard_stop,106.0,-42.5,103.0,-85.0,0.383,-0.876,-0.344,0.323,0.679,0.015,0.854
LONG,1768369140,2026-01-14 05:39:00,25868.75,1768370400,2026-01-14 06:00:00,25851.25,hard_stop,21.0,-35.0,8.0,-70.0,0.092,-1.447,-1.581,0.31,1.025,-0.167,0.218
LONG,1768372260,2026-01-14 06:31:00,25860.0,1768372620,2026-01-14 06:37:00,25841.75,hard_stop,6.0,-36.5,0.0,-73.0,-0.175,-1.756,-0.86,0.38,1.479,-0.364,-0.345
LONG,1768374480,2026-01-14 07:08:00,25858.0,1768381680,2026-01-14 09:08:00,25866.75,time_stop,120.0,17.5,53.0,-58.0,-0.087,-2.417,-0.728,0.836,0.333,-0.307,-0.135
LONG,1768387260,2026-01-14 10:41:00,25754.25,1768387740,2026-01-14 10:49:00,25728.75,hard_stop,8.0,-51.0,6.0,-102.0,-3.23,-5.981,-3.548,-1.36,1.629,-0.494,-5.027
LONG,1768389540,2026-01-14 11:19:00,25741.75,1768392060,2026-01-14 12:01:00,25704.25,hard_stop,42.0,-75.0,88.0,-150.0,-2.557,-5.762,-1.46,1.674,1.1,-0.685,-2.315
LONG,1768393980,2026-01-14 12:33:00,25781.75,1768395840,2026-01-14 13:04:00,25765.75,hard_stop,31.0,-32.0,2.0,-64.0,-1.32,-2.285,0.127,1.386,0.337,-0.501,-0.999
LONG,1768399080,2026-01-14 13:58:00,25755.0,1768399860,2026-01-14 14:11:00,25739.25,hard_stop,13.0,-31.5,50.0,-63.0,-1.31,-2.325,-0.26,0.31,0.662,-0.028,-0.927
LONG,1768402200,2026-01-14 14:50:00,25635.75,1768402380,2026-01-14 14:53:00,25620.25,hard_stop,3.0,-31.0,18.0,-62.0,-3.188,-4.533,-2.763,-7.771,1.304,-0.642,-2.309
LONG,1768405080,2026-01-14 15:38:00,25605.75,1768405380,2026-01-14 15:43:00,25557.5,hard_stop,5.0,-96.5,88.0,-193.0,-2.756,-4.738,-1.547,-6.049,1.683,-0.899,-1.971
LONG,1768407300,2026-01-14 16:15:00,25505.0,1768409160,2026-01-14 16:46:00,25482.25,hard_stop,31.0,-45.5,319.0,-91.0,-2.973,-5.154,-1.406,-0.738,0.271,-1.481,-1.984
LONG,1768411500,2026-01-14 17:25:00,25473.75,1768411920,2026-01-14 17:32:00,25457.25,hard_stop,7.0,-33.0,92.0,-66.0,-2.779,-3.749,-1.146,-3.991,1.004,-1.404,-1.748
LONG,1768413720,2026-01-14 18:02:00,25472.5,1768415520,2026-01-14 18:32:00,25449.25,hard_stop,30.0,-46.5,98.0,-93.0,-2.396,-2.531,-0.787,-2.671,1.979,-0.753,-1.438
LONG,1768417320,2026-01-14 19:02:00,25501.0,1768420800,2026-01-14 20:00:00,25474.0,hard_stop,58.0,-54.0,114.0,-108.0,-1.293,-1.817,0.2,3.424,2.842,0.129,-0.791
LONG,1768422600,2026-01-14 20:30:00,25583.75,1768427640,2026-01-14 21:54:00,25562.75,hard_stop,84.0,-42.0,282.0,-84.0,-0.543,-0.949,2.451,1.896,1.246,0.393,-0.356
LONG,1768432020,2026-01-14 23:07:00,25589.5,1768432680,2026-01-14 23:18:00,25571.75,hard_stop,11.0,-35.5,49.0,-71.0,0.413,-0.75,0.338,0.41,2.217,0.531,0.405
LONG,1768434900,2026-01-14 23:55:00,25607.75,1768436700,2026-01-15 00:25:00,25589.5,hard_stop,30.0,-36.5,0.0,-73.0,0.335,-0.6,0.401,0.512,0.871,0.44,0.329
LONG,1768438980,2026-01-15 01:03:00,25633.25,1768439700,2026-01-15 01:15:00,25615.5,hard_stop,12.0,-35.5,28.0,-71.0,0.609,-0.138,2.013,0.491,3.312,-0.19,0.664
LONG,1768441500,2026-01-15 01:45:00,25607.5,1768447800,2026-01-15 03:30:00,25591.75,hard_stop,105.0,-31.5,100.0,-63.0,0.633,-0.385,0.503,1.706,2.467,-0.082,0.691
LONG,1768450380,2026-01-15 04:13:00,25590.0,1768452780,2026-01-15 04:53:00,25573.25,hard_stop,40.0,-33.5,27.0,-67.0,0.779,-0.309,-1.509,0.486,0.742,-0.114,1.117
LONG,1768506180,2026-01-15 19:43:00,25785.25,1768506900,2026-01-15 19:55:00,25761.5,hard_stop,12.0,-47.5,43.0,-95.0,-0.087,-1.049,-2.735,0.879,4.142,-0.585,-0.092
LONG,1768509060,2026-01-15 20:31:00,25701.0,1768518000,2026-01-15 23:00:00,25721.0,time_stop,149.0,40.0,83.0,-33.0,-1.2,-3.002,-2.013,-1.825,0.417,-0.899,-1.638
LONG,1768519800,2026-01-15 23:30:00,25732.25,1768527000,2026-01-16 01:30:00,25767.0,time_stop,120.0,69.5,167.0,-32.0,-0.914,-2.02,0.23,0.712,1.042,-0.376,-1.109
LONG,1768529340,2026-01-16 02:09:00,25783.5,1768536540,2026-01-16 04:09:00,25786.75,time_stop,120.0,6.5,59.0,-7.0,-0.037,-0.821,2.153,0.494,1.787,0.358,-0.04
LONG,1768539180,2026-01-16 04:53:00,25806.75,1768546380,2026-01-16 06:53:00,25822.75,time_stop,120.0,32.0,66.0,-11.0,0.543,-0.323,2.241,0.374,0.513,0.157,0.535
SHORT,1768573680,2026-01-16 14:28:00,25860.5,1768573800,2026-01-16 14:30:00,25882.75,hard_stop,2.0,-44.5,0,-89.0,1.369,1.092,1.751,0.912,-1.296,-0.126,2.956
LONG,1768576020,2026-01-16 15:07:00,25747.75,1768576320,2026-01-16 15:12:00,25732.5,hard_stop,5.0,-30.5,48.0,-61.0,-1.264,-3.622,-2.309,-4.921,3.312,-0.581,-2.339
LONG,1768578480,2026-01-16 15:48:00,25622.75,1768585680,2026-01-16 17:48:00,25688.75,time_stop,120.0,132.0,502.0,0.0,-4.022,-8.419,-2.065,-3.725,0.217,-1.24,-7.443
LONG,1768587480,2026-01-16 18:18:00,25716.5,1768590840,2026-01-16 19:14:00,25695.0,hard_stop,56.0,-43.0,124.0,-86.0,-0.857,-2.116,0.817,1.84,1.058,-0.151,-0.742
LONG,1768592640,2026-01-16 19:44:00,25709.75,1768596360,2026-01-16 20:46:00,25693.5,hard_stop,62.0,-32.5,78.0,-65.0,-0.437,-1.857,0.269,1.975,4.183,-0.199,-0.385
LONG,1768598520,2026-01-16 21:22:00,25684.25,1768777200,2026-01-18 23:00:00,25453.5,hard_stop,2978.0,-461.5,11.0,-923.0,-0.535,-1.814,-1.321,0.551,0.55,-0.081,-0.5
LONG,1768779000,2026-01-18 23:30:00,25445.25,1768780140,2026-01-18 23:49:00,25429.25,hard_stop,19.0,-32.0,23.0,-64.0,-3.641,-5.003,-2.062,1.345,2.754,-1.339,-3.551
LONG,1768782300,2026-01-19 00:25:00,25407.75,1768782540,2026-01-19 00:29:00,25387.5,hard_stop,4.0,-40.5,5.0,-81.0,-3.201,-3.9,-1.404,-2.693,1.054,-1.635,-2.405
LONG,1768785060,2026-01-19 01:11:00,25434.75,1768785660,2026-01-19 01:21:00,25409.75,hard_stop,10.0,-50.0,46.0,-100.0,-2.503,-2.509,-0.663,-0.961,0.5,-1.421,-1.672
LONG,1768788060,2026-01-19 02:01:00,25403.5,1768792980,2026-01-19 03:23:00,25382.0,hard_stop,82.0,-43.0,63.0,-86.0,-2.278,-2.164,-1.027,-0.489,1.092,-1.572,-1.461
LONG,1768794960,2026-01-19 03:56:00,25389.75,1768795860,2026-01-19 04:11:00,25373.5,hard_stop,15.0,-32.5,3.0,-65.0,-2.18,-1.839,-1.218,-1.221,1.188,-0.278,-1.412
LONG,1768797660,2026-01-19 04:41:00,25394.25,1768798680,2026-01-19 04:58:00,25376.5,hard_stop,17.0,-35.5,0.0,-71.0,-1.847,-1.581,-0.323,0.621,0.533,-0.112,-1.053
LONG,1768800480,2026-01-19 05:28:00,25411.25,1768801860,2026-01-19 05:51:00,25396.0,hard_stop,23.0,-30.5,20.0,-61.0,-1.741,-1.198,1.301,2.251,4.537,-0.194,-0.799
LONG,1768804440,2026-01-19 06:34:00,25412.0,1768804860,2026-01-19 06:41:00,25395.5,hard_stop,7.0,-33.0,0.0,-66.0,-1.398,-1.02,1.642,0.465,2.117,0.11,-0.61
LONG,1768807080,2026-01-19 07:18:00,25371.0,1768807980,2026-01-19 07:33:00,25351.5,hard_stop,15.0,-39.0,31.0,-78.0,-1.561,-1.146,-1.97,0.334,2.058,0.019,-0.68
LONG,1768809780,2026-01-19 08:03:00,25366.25,1768810080,2026-01-19 08:08:00,25350.75,hard_stop,5.0,-31.0,0.0,-62.0,-1.419,-1.044,-0.706,1.767,5.688,-0.151,-0.634
LONG,1768812000,2026-01-19 08:40:00,25400.75,1768812180,2026-01-19 08:43:00,25384.25,hard_stop,3.0,-33.0,0.0,-66.0,-0.759,-0.794,0.828,0.952,3.725,-0.182,-0.339
LONG,1768816020,2026-01-19 09:47:00,25296.0,1768816560,2026-01-19 09:56:00,25279.25,hard_stop,9.0,-33.5,41.0,-67.0,-2.236,-1.576,-1.896,-1.683,0.517,-0.672,-1.123
LONG,1768818360,2026-01-19 10:26:00,25308.25,1768818720,2026-01-19 10:32:00,25283.0,hard_stop,6.0,-50.5,10.0,-101.0,-1.223,-1.612,-0.836,1.038,1.717,-0.485,-0.855
LONG,1768820820,2026-01-19 11:07:00,25269.75,1768828020,2026-01-19 13:07:00,25332.75,time_stop,120.0,126.0,299.0,-13.0,-1.128,-2.649,-1.194,-0.76,0.737,-0.462,-1.642
LONG,1768829820,2026-01-19 13:37:00,25323.25,1768832220,2026-01-19 14:17:00,25298.5,hard_stop,40.0,-49.5,89.0,-99.0,-0.344,-1.592,1.062,1.136,3.317,-0.035,-0.386
LONG,1768834320,2026-01-19 14:52:00,25278.25,1768841520,2026-01-19 16:52:00,25382.0,time_stop,120.0,207.5,415.0,-6.0,-1.048,-2.574,-1.101,0.6,4.688,-0.278,-1.194
LONG,1768869360,2026-01-20 00:36:00,25363.5,1768873560,2026-01-20 01:46:00,25426.5,target_1h_rail,70.0,126.0,252.0,-9.0,0.736,-0.134,-0.754,0.583,4.321,-0.025,1.124
LONG,1768891200,2026-01-20 06:40:00,25284.5,1768891620,2026-01-20 06:47:00,25265.5,hard_stop,7.0,-38.0,43.0,-76.0,-0.962,-3.24,-3.318,-2.441,1.496,-0.633,-1.104
LONG,1768893960,2026-01-20 07:26:00,25284.25,1768895160,2026-01-20 07:46:00,25266.25,hard_stop,20.0,-36.0,67.0,-72.0,-0.804,-3.805,-1.606,-0.815,2.817,-0.615,-0.962
LONG,1768896960,2026-01-20 08:16:00,25238.5,1768897800,2026-01-20 08:30:00,25222.5,hard_stop,14.0,-32.0,61.0,-64.0,-1.21,-4.501,-1.645,0.881,1.354,-0.689,-1.448
LONG,1768900320,2026-01-20 09:12:00,25192.0,1768900440,2026-01-20 09:14:00,25177.0,hard_stop,2.0,-30.0,0.0,-60.0,-2.248,-4.44,-1.869,-2.065,0.35,-1.01,-2.1
LONG,1768902420,2026-01-20 09:47:00,25121.5,1768902540,2026-01-20 09:49:00,25104.0,hard_stop,2.0,-35.0,0.0,-70.0,-3.205,-5.984,-1.802,0.624,1.654,-0.921,-2.994
LONG,1768904340,2026-01-20 10:19:00,25173.5,1768911540,2026-01-20 12:19:00,25214.25,time_stop,120.0,81.5,318.0,-15.0,-2.046,-3.054,-0.572,4.128,3.438,-0.692,-1.477
LONG,1768913340,2026-01-20 12:49:00,25280.5,1768913760,2026-01-20 12:56:00,25255.5,hard_stop,7.0,-50.0,0.0,-100.0,-0.019,-0.758,2.158,3.061,1.321,0.801,-0.013
LONG,1768915560,2026-01-20 13:26:00,25261.25,1768915800,2026-01-20 13:30:00,25241.5,hard_stop,4.0,-39.5,0.0,-79.0,0.043,-0.859,1.472,2.864,3.338,0.35,0.029
LONG,1768917780,2026-01-20 14:03:00,25234.25,1768918680,2026-01-20 14:18:00,25209.5,hard_stop,15.0,-49.5,17.0,-99.0,-0.259,-1.057,0.331,0.43,2.333,0.207,-0.183
LONG,1768931940,2026-01-20 17:59:00,25292.75,1768932540,2026-01-20 18:09:00,25277.75,hard_stop,10.0,-30.0,54.0,-60.0,0.698,-0.343,-1.576,0.846,4.537,-0.228,0.892
LONG,1768935720,2026-01-20 19:02:00,25212.25,1768936140,2026-01-20 19:09:00,25197.25,hard_stop,7.0,-30.0,0.0,-60.0,0.093,-1.306,-1.43,0.465,4.271,-0.911,0.158
LONG,1768938120,2026-01-20 19:42:00,25159.0,1768939620,2026-01-20 20:07:00,25142.25,hard_stop,25.0,-33.5,55.0,-67.0,-0.359,-1.993,-1.559,0.541,5.658,-1.344,-0.612
LONG,1768941420,2026-01-20 20:37:00,25134.5,1768941540,2026-01-20 20:39:00,25116.75,hard_stop,2.0,-35.5,0.0,-71.0,-0.464,-2.098,-1.118,0.424,0.304,-1.169,-0.809
LONG,1768943580,2026-01-20 21:13:00,25155.75,1768944300,2026-01-20 21:25:00,25137.0,hard_stop,12.0,-37.5,28.0,-75.0,-0.335,-1.546,-0.419,0.964,1.158,-0.833,-0.526
LONG,1768946100,2026-01-20 21:55:00,25141.25,1768952940,2026-01-20 23:49:00,25123.25,hard_stop,114.0,-36.0,131.0,-72.0,-0.387,-1.706,-0.42,0.704,0.512,-0.426,-0.608
LONG,1768954800,2026-01-21 00:20:00,25145.0,1768962000,2026-01-21 02:20:00,25200.25,time_stop,120.0,110.5,283.0,-11.0,-0.416,-1.454,0.172,0.773,0.308,0.111,-0.621
