side,entry_ts,entry_utc,entry_price,exit_ts,exit_utc,exit_price,exit_reason,duration_min,realized_pnl_dollars,peak_pnl_ticks,worst_pnl_ticks,entry_pos_in_band,entry_z_1h_high,entry_z_15m_crm,entry_slope_15s_long,entry_slope_15s_short,entry_slope_15m,entry_sig_above_1h_low
LONG,1770306840,2026-02-05 15:54:00,24597.5,1770307020,2026-02-05 15:57:00,24574.75,hard_stop,3.0,-45.5,70.0,-91.0,-2.308,-6.443,-1.528,-5.615,2.562,-0.619,-2.339
LONG,1770308820,2026-02-05 16:27:00,24748.0,1770312000,2026-02-05 17:20:00,24732.25,hard_stop,53.0,-31.5,392.0,-63.0,-1.114,-2.83,0.277,12.761,7.538,-1.397,-0.967
LONG,1770314700,2026-02-05 18:05:00,24782.25,1770314880,2026-02-05 18:08:00,24767.0,hard_stop,3.0,-30.5,0.0,-61.0,-0.083,-1.888,0.555,0.331,6.579,0.071,-0.073
LONG,1770318120,2026-02-05 19:02:00,24707.0,1770319920,2026-02-05 19:32:00,24690.0,hard_stop,30.0,-34.0,489.0,-68.0,-0.591,-2.249,-0.647,0.983,5.579,0.365,-0.546
LONG,1770321720,2026-02-05 20:02:00,24731.75,1770322500,2026-02-05 20:15:00,24709.0,hard_stop,13.0,-45.5,288.0,-91.0,-0.372,-1.86,-0.576,1.325,3.317,-0.647,-0.388
LONG,1770325080,2026-02-05 20:58:00,24650.0,1770325320,2026-02-05 21:02:00,24597.75,hard_stop,4.0,-104.5,51.0,-209.0,-0.783,-2.534,-1.297,1.377,10.471,-1.306,-0.817
LONG,1770327960,2026-02-05 21:46:00,24473.0,1770328080,2026-02-05 21:48:00,24457.5,hard_stop,2.0,-31.0,23.0,-62.0,-1.394,-3.948,-1.947,-5.086,1.188,-1.389,-1.588
LONG,1770332700,2026-02-05 23:05:00,24452.75,1770333060,2026-02-05 23:11:00,24437.5,hard_stop,6.0,-30.5,55.0,-61.0,-1.22,-3.702,-1.587,-1.475,0.708,-1.526,-1.448
LONG,1770335520,2026-02-05 23:52:00,24316.75,1770336120,2026-02-06 00:02:00,24298.75,hard_stop,10.0,-36.0,76.0,-72.0,-1.617,-4.832,-1.819,-1.371,1.542,-1.928,-1.919
LONG,1770337920,2026-02-06 00:32:00,24347.75,1770345120,2026-02-06 02:32:00,24538.0,time_stop,120.0,380.5,875.0,-1.0,-1.179,-3.191,-0.898,6.533,3.3,-1.496,-1.462
LONG,1770347220,2026-02-06 03:07:00,24539.0,1770347880,2026-02-06 03:18:00,24522.75,hard_stop,11.0,-32.5,75.0,-65.0,0.161,-1.028,0.948,0.34,2.087,1.107,0.214
LONG,1770350040,2026-02-06 03:54:00,24531.5,1770350400,2026-02-06 04:00:00,24515.5,hard_stop,6.0,-32.0,0.0,-64.0,-0.009,-1.069,0.586,1.426,5.233,0.606,-0.013
LONG,1770354360,2026-02-06 05:06:00,24454.75,1770354600,2026-02-06 05:10:00,24432.75,hard_stop,4.0,-44.0,0.0,-88.0,-0.171,-1.249,-1.779,0.575,1.479,-0.424,-0.201
LONG,1770356400,2026-02-06 05:40:00,24548.75,1770361260,2026-02-06 07:01:00,24530.0,hard_stop,81.0,-37.5,251.0,-75.0,0.321,-0.7,1.435,6.604,6.321,-0.368,0.378
LONG,1770363060,2026-02-06 07:31:00,24569.25,1770363600,2026-02-06 07:40:00,24550.25,hard_stop,9.0,-38.0,28.0,-76.0,0.64,-0.385,0.659,3.306,4.062,0.447,0.76
LONG,1770365460,2026-02-06 08:11:00,24585.0,1770365760,2026-02-06 08:16:00,24567.0,hard_stop,5.0,-36.0,8.0,-72.0,0.677,-0.141,0.892,0.421,8.988,0.572,0.849
LONG,1770367560,2026-02-06 08:46:00,24539.25,1770370260,2026-02-06 09:31:00,24738.25,target_1h_rail,45.0,398.0,796.0,0.0,0.683,-0.503,-1.255,0.44,2.338,0.06,0.857
SHORT,1770389040,2026-02-06 14:44:00,24926.75,1770389280,2026-02-06 14:48:00,24943.75,hard_stop,4.0,-34.0,21.0,-68.0,2.877,1.793,4.795,11.009,-0.258,-0.289,2.261
LONG,1770618840,2026-02-09 06:34:00,25182.0,1770620220,2026-02-09 06:57:00,25165.0,hard_stop,23.0,-34.0,66.0,-68.0,0.479,-0.452,-1.223,0.441,0.5,-0.269,0.487
LONG,1770622980,2026-02-09 07:43:00,25148.25,1770629880,2026-02-09 09:38:00,25126.5,hard_stop,115.0,-43.5,261.0,-87.0,-0.123,-1.139,-1.602,0.392,2.192,-0.408,-0.145
LONG,1770631800,2026-02-09 10:10:00,25079.0,1770632100,2026-02-09 10:15:00,25059.25,hard_stop,5.0,-39.5,21.0,-79.0,-1.258,-3.06,-2.7,-2.109,0.642,-0.44,-1.833
LONG,1770634080,2026-02-09 10:48:00,25003.75,1770641280,2026-02-09 12:48:00,25093.25,time_stop,120.0,179.0,376.0,0.0,-2.304,-4.523,-1.843,-0.727,2.196,-0.889,-3.358
LONG,1770643560,2026-02-09 13:26:00,25130.25,1770643680,2026-02-09 13:28:00,25115.0,hard_stop,2.0,-30.5,0.0,-61.0,0.32,-0.923,1.653,0.419,3.233,0.393,0.278
LONG,1770648060,2026-02-09 14:41:00,25119.0,1770651420,2026-02-09 15:37:00,25272.5,target_1h_rail,56.0,307.0,614.0,-59.0,-0.305,-1.012,1.155,3.436,13.108,-0.042,-0.278
LONG,1770692040,2026-02-10 02:54:00,25309.5,1770692700,2026-02-10 03:05:00,25291.75,hard_stop,11.0,-35.5,0.0,-71.0,0.514,-0.472,-1.431,0.462,1.017,-0.332,0.367
LONG,1770694500,2026-02-10 03:35:00,25308.5,1770701700,2026-02-10 05:35:00,25347.5,time_stop,120.0,78.0,156.0,-59.0,0.257,-0.892,-0.49,0.671,1.938,-0.201,0.197
LONG,1770706740,2026-02-10 06:59:00,25313.25,1770713940,2026-02-10 08:59:00,25334.5,time_stop,120.0,42.5,202.0,-5.0,-0.264,-1.719,-0.715,0.55,0.633,0.043,-0.587
LONG,1770722400,2026-02-10 11:20:00,25352.0,1770725040,2026-02-10 12:04:00,25392.25,target_1h_rail,44.0,80.5,161.0,0.0,0.776,-0.314,-0.367,0.584,0.354,-0.093,2.017
LONG,1770729600,2026-02-10 13:20:00,25340.5,1770730200,2026-02-10 13:30:00,25311.75,hard_stop,10.0,-57.5,0.0,-115.0,0.313,-0.765,-0.874,1.154,3.579,-0.243,0.742
LONG,1770734880,2026-02-10 14:48:00,25262.75,1770735960,2026-02-10 15:06:00,25436.75,target_1h_rail,18.0,348.0,696.0,0.0,-0.254,-3.497,-3.158,-5.161,0.188,-0.282,-0.618
LONG,1770742140,2026-02-10 16:49:00,25337.25,1770742260,2026-02-10 16:51:00,25319.75,hard_stop,2.0,-35.0,0.0,-70.0,0.478,-1.402,-1.195,0.599,2.971,-0.112,1.168
LONG,1770749040,2026-02-10 18:44:00,25297.5,1770749160,2026-02-10 18:46:00,25276.75,hard_stop,2.0,-41.5,0.0,-83.0,-0.201,-3.174,-1.922,0.49,2.175,-0.604,-0.546
LONG,1770751500,2026-02-10 19:25:00,25293.75,1770753840,2026-02-10 20:04:00,25272.5,hard_stop,39.0,-42.5,69.0,-85.0,-0.196,-3.667,-1.36,0.31,2.912,-0.421,-0.523
LONG,1770755640,2026-02-10 20:34:00,25245.25,1770756780,2026-02-10 20:53:00,25229.25,hard_stop,19.0,-32.0,77.0,-64.0,-0.652,-4.614,-1.488,-1.028,1.012,-0.628,-1.637
LONG,1770759300,2026-02-10 21:35:00,25234.5,1770766500,2026-02-10 23:35:00,25273.25,time_stop,120.0,77.5,204.0,0.0,-0.775,-3.642,-1.063,0.342,0.5,-0.336,-1.444
LONG,1770768420,2026-02-11 00:07:00,25279.25,1770775620,2026-02-11 02:07:00,25316.5,time_stop,120.0,74.5,182.0,-45.0,-0.042,-1.45,1.234,0.353,0.971,-0.117,-0.07
LONG,1770778440,2026-02-11 02:54:00,25323.5,1770779880,2026-02-11 03:18:00,25307.0,hard_stop,24.0,-33.0,7.0,-66.0,0.569,-0.455,1.354,0.566,1.162,0.165,1.036
LONG,1770785520,2026-02-11 04:52:00,25311.5,1770787860,2026-02-11 05:31:00,25296.5,hard_stop,39.0,-30.0,49.0,-60.0,0.479,-0.537,-0.814,0.409,1.246,-0.064,0.695
LONG,1770789720,2026-02-11 06:02:00,25303.5,1770790500,2026-02-11 06:15:00,25283.75,hard_stop,13.0,-39.5,47.0,-79.0,0.37,-0.58,-0.539,0.664,0.85,-0.196,0.572
LONG,1770792300,2026-02-11 06:45:00,25272.5,1770794040,2026-02-11 07:14:00,25255.25,hard_stop,29.0,-34.5,43.0,-69.0,0.218,-1.374,-1.544,0.636,0.429,-0.301,0.338
LONG,1770796080,2026-02-11 07:48:00,25278.5,1770796860,2026-02-11 08:01:00,25263.25,hard_stop,13.0,-30.5,0.0,-61.0,0.159,-1.281,-0.407,0.762,3.142,-0.165,0.241
LONG,1770798660,2026-02-11 08:31:00,25248.25,1770802380,2026-02-11 09:33:00,25229.75,hard_stop,62.0,-37.0,111.0,-74.0,-0.56,-2.508,-1.043,1.744,3.525,-0.383,-0.739
LONG,1770804720,2026-02-11 10:12:00,25172.25,1770811920,2026-02-11 12:12:00,25262.25,time_stop,120.0,180.0,366.0,-57.0,-2.242,-4.849,-3.185,-4.068,0.321,-0.358,-2.74
LONG,1770814860,2026-02-11 13:01:00,25249.0,1770816840,2026-02-11 13:34:00,25363.0,target_1h_rail,33.0,228.0,456.0,-50.0,-0.094,-1.174,0.824,0.331,3.021,0.236,-0.092
LONG,1770823860,2026-02-11 15:31:00,25123.5,1770831060,2026-02-11 17:31:00,25279.75,time_stop,120.0,312.5,674.0,-24.0,-1.912,-2.581,-1.574,-5.819,1.967,-0.978,-3.132
LONG,1770834120,2026-02-11 18:22:00,25243.0,1770841320,2026-02-11 20:22:00,25293.0,time_stop,120.0,100.0,449.0,0.0,0.351,-0.922,0.373,0.739,3.679,0.126,0.644
LONG,1770844860,2026-02-11 21:21:00,25281.25,1770851280,2026-02-11 23:08:00,25258.75,hard_stop,107.0,-45.0,52.0,-90.0,0.723,-0.542,-0.785,0.459,1.975,0.365,1.413
LONG,1770853440,2026-02-11 23:44:00,25238.75,1770855720,2026-02-12 00:22:00,25218.0,hard_stop,38.0,-41.5,38.0,-83.0,0.245,-1.148,-1.762,0.388,2.871,-0.614,0.446
LONG,1770858060,2026-02-12 01:01:00,25267.5,1770859020,2026-02-12 01:17:00,25247.25,hard_stop,16.0,-40.5,16.0,-81.0,0.473,-1.039,0.493,0.342,0.642,-0.074,0.919
LONG,1770861720,2026-02-12 02:02:00,25289.75,1770862740,2026-02-12 02:19:00,25269.75,hard_stop,17.0,-40.0,53.0,-80.0,0.722,-0.767,1.169,0.341,1.733,0.124,1.39
LONG,1770864840,2026-02-12 02:54:00,25288.0,1770872040,2026-02-12 04:54:00,25323.75,time_stop,120.0,71.5,200.0,-3.0,0.556,-0.795,0.761,0.421,1.388,0.2,1.069
LONG,1770902940,2026-02-12 13:29:00,25343.5,1770903600,2026-02-12 13:40:00,25404.0,target_1h_rail,11.0,121.0,242.0,0.0,0.627,-0.253,-0.799,0.389,1.3,-0.079,0.835
LONG,1770908160,2026-02-12 14:56:00,25224.75,1770908280,2026-02-12 14:58:00,25203.75,hard_stop,2.0,-42.0,0.0,-84.0,-1.033,-4.557,-4.962,-6.752,2.054,-0.199,-1.939
LONG,1770910080,2026-02-12 15:28:00,25242.25,1770910260,2026-02-12 15:31:00,25219.5,hard_stop,3.0,-45.5,32.0,-91.0,-1.385,-4.529,-1.538,0.408,2.033,-0.671,-1.9
LONG,1770914100,2026-02-12 16:35:00,24873.0,1770914820,2026-02-12 16:47:00,24847.0,hard_stop,12.0,-52.0,152.0,-104.0,-5.849,-12.388,-1.68,-4.504,2.1,-2.915,-4.589
LONG,1770916980,2026-02-12 17:23:00,24898.5,1770917340,2026-02-12 17:29:00,24871.25,hard_stop,6.0,-54.5,44.0,-109.0,-4.189,-4.24,-0.872,-0.859,2.867,-2.833,-2.287
LONG,1770919560,2026-02-12 18:06:00,24849.25,1770920220,2026-02-12 18:17:00,24819.25,hard_stop,11.0,-60.0,86.0,-120.0,-3.711,-2.95,-0.753,-3.829,1.213,-2.115,-1.819
LONG,1770922020,2026-02-12 18:47:00,24902.5,1770922140,2026-02-12 18:49:00,24884.0,hard_stop,2.0,-37.0,3.0,-74.0,-3.021,-2.602,0.388,5.49,4.688,-0.999,-1.48
LONG,1770923940,2026-02-12 19:19:00,24906.5,1770924420,2026-02-12 19:27:00,24875.5,hard_stop,8.0,-62.0,64.0,-124.0,-2.551,-1.938,1.352,-1.319,7.725,-0.397,-1.172
LONG,1770928620,2026-02-12 20:37:00,24815.25,1770928980,2026-02-12 20:43:00,24798.75,hard_stop,6.0,-33.0,45.0,-66.0,-2.844,-2.035,-1.614,-1.385,0.487,-0.369,-1.298
LONG,1770930780,2026-02-12 21:13:00,24805.75,1770937980,2026-02-12 23:13:00,24844.75,time_stop,120.0,78.0,165.0,-9.0,-2.243,-1.773,-1.118,2.971,2.296,-0.342,-1.066
LONG,1770940260,2026-02-12 23:51:00,24818.0,1770942240,2026-02-13 00:24:00,24793.5,hard_stop,33.0,-49.0,181.0,-98.0,-1.761,-1.421,-0.147,1.154,3.704,-0.71,-0.864
LONG,1770944520,2026-02-13 01:02:00,24758.25,1770951720,2026-02-13 03:02:00,24813.25,time_stop,120.0,110.0,282.0,0.0,-1.253,-1.33,-1.259,0.89,3.521,-0.183,-0.771
LONG,1770953700,2026-02-13 03:35:00,24789.75,1770954420,2026-02-13 03:47:00,24769.0,hard_stop,12.0,-41.5,2.0,-83.0,-0.282,-0.991,-0.005,0.51,2.758,-0.028,-0.292
LONG,1770956220,2026-02-13 04:17:00,24796.75,1770956400,2026-02-13 04:20:00,24780.0,hard_stop,3.0,-33.5,0.0,-67.0,-0.121,-1.0,0.256,1.811,3.983,-0.203,-0.197
LONG,1770959220,2026-02-13 05:07:00,24756.0,1770959700,2026-02-13 05:15:00,24737.5,hard_stop,8.0,-37.0,36.0,-74.0,-0.034,-1.849,-1.264,0.334,1.404,-0.158,-0.089
LONG,1770961500,2026-02-13 05:45:00,24715.5,1770962040,2026-02-13 05:54:00,24698.25,hard_stop,9.0,-34.5,51.0,-69.0,-0.503,-2.439,-1.558,-0.458,1.079,-0.522,-1.327
LONG,1770964980,2026-02-13 06:43:00,24666.25,1770972180,2026-02-13 08:43:00,24746.5,time_stop,120.0,160.5,422.0,-22.0,-0.952,-3.388,-2.306,-1.909,0.242,-0.5,-2.098
LONG,1770974040,2026-02-13 09:14:00,24756.75,1770979860,2026-02-13 10:51:00,24736.75,hard_stop,97.0,-40.0,192.0,-80.0,0.494,-1.207,0.994,0.777,4.821,0.353,1.249
LONG,1770981660,2026-02-13 11:21:00,24673.75,1770981840,2026-02-13 11:24:00,24658.25,hard_stop,3.0,-31.0,11.0,-62.0,-0.448,-3.427,-2.506,-1.617,2.054,-0.328,-1.012
LONG,1770983760,2026-02-13 11:56:00,24711.5,1770984360,2026-02-13 12:06:00,24695.0,hard_stop,10.0,-33.0,100.0,-66.0,-0.259,-2.439,-0.707,1.465,5.925,-0.418,-0.586
LONG,1770986160,2026-02-13 12:36:00,24709.0,1770987480,2026-02-13 12:58:00,24687.5,hard_stop,22.0,-43.0,76.0,-86.0,0.152,-2.206,-0.405,1.179,2.779,-0.488,0.285
LONG,1770989280,2026-02-13 13:28:00,24693.25,1770993540,2026-02-13 14:39:00,24672.75,hard_stop,71.0,-41.0,494.0,-82.0,-0.169,-2.654,-0.244,5.396,8.167,-0.858,-0.283
LONG,1771015680,2026-02-13 20:48:00,24775.0,1771015860,2026-02-13 20:51:00,24755.5,hard_stop,3.0,-39.0,46.0,-78.0,0.203,-0.94,-1.562,0.723,1.008,-1.199,0.267
LONG,1771018500,2026-02-13 21:35:00,24785.75,1771196400,2026-02-15 23:00:00,24827.75,time_stop,2965.0,84.0,168.0,-52.0,0.387,-0.953,-0.894,0.455,1.067,-0.965,0.531
LONG,1771198200,2026-02-15 23:30:00,24829.0,1771198320,2026-02-15 23:32:00,24808.75,hard_stop,2.0,-40.5,0.0,-81.0,0.635,-0.506,0.571,1.052,1.396,-0.592,0.855
LONG,1771200120,2026-02-16 00:02:00,24820.75,1771207320,2026-02-16 02:02:00,24859.25,time_stop,120.0,77.0,184.0,-27.0,0.612,-0.65,0.959,1.312,5.2,-0.092,0.83
LONG,1771214040,2026-02-16 03:54:00,24819.5,1771220520,2026-02-16 05:42:00,24803.5,hard_stop,108.0,-32.0,83.0,-64.0,0.286,-1.356,-1.27,0.364,0.804,-0.104,0.388
LONG,1771223460,2026-02-16 06:31:00,24809.75,1771230660,2026-02-16 08:31:00,24873.75,time_stop,120.0,128.0,334.0,-33.0,-0.067,-1.158,-0.951,0.33,1.587,-0.026,-0.096
LONG,1771252440,2026-02-16 14:34:00,24757.75,1771252560,2026-02-16 14:36:00,24737.5,hard_stop,2.0,-40.5,5.0,-81.0,-1.773,-3.519,-2.512,-1.029,0.713,-0.585,-2.385
LONG,1771254360,2026-02-16 15:06:00,24791.5,1771254600,2026-02-16 15:10:00,24770.75,hard_stop,4.0,-41.5,1.0,-83.0,-0.805,-2.339,-0.684,3.271,2.333,-0.521,-0.763
LONG,1771256520,2026-02-16 15:42:00,24705.0,1771256640,2026-02-16 15:44:00,24685.5,hard_stop,2.0,-39.0,0.0,-78.0,-2.649,-4.959,-1.671,-1.744,1.883,-0.944,-2.509
LONG,1771258440,2026-02-16 16:14:00,24751.5,1771258560,2026-02-16 16:16:00,24734.75,hard_stop,2.0,-33.5,0.0,-67.0,-1.258,-2.998,-0.365,4.994,5.037,-0.982,-1.06
LONG,1771260360,2026-02-16 16:46:00,24716.0,1771282800,2026-02-16 23:00:00,24760.5,time_stop,374.0,89.0,206.0,-1.0,-2.109,-3.932,-0.582,-2.78,3.904,-0.882,-1.776
LONG,1771284660,2026-02-16 23:31:00,24790.5,1771291860,2026-02-17 01:31:00,24780.5,time_stop,120.0,-20.0,157.0,-40.0,-0.252,-1.142,1.88,0.439,1.513,0.375,-0.194
LONG,1771294260,2026-02-17 02:11:00,24652.75,1771297380,2026-02-17 03:03:00,24633.25,hard_stop,52.0,-39.0,112.0,-78.0,-1.609,-3.672,-3.194,-2.612,0.221,-0.439,-1.438
LONG,1771299900,2026-02-17 03:45:00,24594.0,1771306440,2026-02-17 05:34:00,24576.0,hard_stop,109.0,-36.0,133.0,-72.0,-1.854,-3.612,-1.374,-1.292,0.9,-1.114,-1.699
LONG,1771308360,2026-02-17 06:06:00,24599.5,1771315560,2026-02-17 08:06:00,24697.5,time_stop,120.0,196.0,434.0,-41.0,-0.899,-1.821,-0.737,0.6,2.733,-0.444,-0.928
LONG,1771318920,2026-02-17 09:02:00,24665.0,1771319460,2026-02-17 09:11:00,24640.0,hard_stop,9.0,-50.0,47.0,-100.0,0.132,-0.699,0.847,0.449,4.683,0.321,0.154
LONG,1771321260,2026-02-17 09:41:00,24683.5,1771323060,2026-02-17 10:11:00,24667.5,hard_stop,30.0,-32.0,47.0,-64.0,0.567,-0.473,1.209,1.865,1.554,0.34,0.661
LONG,1771326180,2026-02-17 11:03:00,24620.75,1771326300,2026-02-17 11:05:00,24601.5,hard_stop,2.0,-38.5,0.0,-77.0,-0.179,-1.131,-1.199,0.57,1.875,-0.297,-0.226
LONG,1771328100,2026-02-17 11:35:00,24606.5,1771332420,2026-02-17 12:47:00,24590.25,hard_stop,72.0,-32.5,230.0,-65.0,-0.079,-1.309,-1.226,3.124,1.271,-0.375,-0.1
LONG,1771334220,2026-02-17 13:17:00,24555.25,1771338840,2026-02-17 14:34:00,24757.75,target_1h_rail,77.0,405.0,810.0,-58.0,-0.629,-2.26,-1.943,-2.474,0.325,-0.635,-1.822
LONG,1771340880,2026-02-17 15:08:00,24533.0,1771340940,2026-02-17 15:09:00,24510.75,hard_stop,1.0,-44.5,0.0,-89.0,-0.316,-2.779,-1.387,1.275,5.854,-0.768,-0.791
LONG,1771342800,2026-02-17 15:40:00,24495.0,1771342860,2026-02-17 15:41:00,24465.0,hard_stop,1.0,-60.0,0.0,-120.0,-0.872,-3.493,-1.455,-5.104,0.354,-0.511,-2.185
LONG,1771351260,2026-02-17 18:01:00,24682.5,1771351500,2026-02-17 18:05:00,24667.0,hard_stop,4.0,-31.0,48.0,-62.0,0.722,-0.359,0.206,0.699,13.067,1.182,1.725
LONG,1771372740,2026-02-17 23:59:00,24710.75,1771379940,2026-02-18 01:59:00,24744.5,time_stop,120.0,67.5,160.0,0.0,0.736,-0.573,-2.234,0.501,1.192,-0.825,1.014
LONG,1771381980,2026-02-18 02:33:00,24761.25,1771384380,2026-02-18 03:13:00,24744.25,hard_stop,40.0,-34.0,37.0,-68.0,0.763,-0.354,1.979,0.333,2.783,0.032,0.953
LONG,1771423680,2026-02-18 14:08:00,24836.75,1771424940,2026-02-18 14:29:00,24808.75,hard_stop,21.0,-56.0,40.0,-112.0,0.184,-0.685,-1.742,0.631,2.067,-0.522,0.184
LONG,1771444260,2026-02-18 19:51:00,24923.75,1771444380,2026-02-18 19:53:00,24904.75,hard_stop,2.0,-38.0,0.0,-76.0,0.404,-0.671,-2.385,0.454,1.213,-0.992,0.383
LONG,1771446360,2026-02-18 20:26:00,24888.75,1771455600,2026-02-18 23:00:00,24955.25,time_stop,154.0,133.0,407.0,-51.0,-0.264,-1.335,-1.57,0.324,0.713,-1.146,-0.292
LONG,1771457580,2026-02-18 23:33:00,24981.0,1771459140,2026-02-18 23:59:00,24964.25,hard_stop,26.0,-33.5,2.0,-67.0,0.695,-0.421,1.271,0.546,1.967,-0.061,0.816
LONG,1771461360,2026-02-19 00:36:00,24948.25,1771461900,2026-02-19 00:45:00,24931.25,hard_stop,9.0,-34.0,0.0,-68.0,0.256,-0.91,-0.304,0.384,3.1,0.274,0.304
LONG,1771463700,2026-02-19 01:15:00,24989.25,1771464120,2026-02-19 01:22:00,24970.5,hard_stop,7.0,-37.5,3.0,-75.0,0.652,-0.461,1.438,1.746,0.854,0.258,0.787
LONG,1771466280,2026-02-19 01:58:00,24970.0,1771473480,2026-02-19 03:58:00,24984.5,time_stop,120.0,29.0,112.0,-44.0,0.411,-0.717,0.493,0.741,3.642,0.051,0.497
LONG,1771476120,2026-02-19 04:42:00,24974.75,1771476600,2026-02-19 04:50:00,24957.75,hard_stop,8.0,-34.0,0.0,-68.0,0.345,-0.954,-0.387,0.345,0.912,0.057,0.474
LONG,1771478400,2026-02-19 05:20:00,24964.0,1771485600,2026-02-19 07:20:00,25027.75,time_stop,120.0,127.5,255.0,-33.0,0.128,-1.023,-1.156,1.259,1.433,-0.093,0.156
LONG,1771492320,2026-02-19 09:12:00,24961.0,1771493160,2026-02-19 09:26:00,24944.0,hard_stop,14.0,-34.0,40.0,-68.0,0.309,-1.61,-2.191,0.436,3.188,-0.232,0.488
LONG,1771494960,2026-02-19 09:56:00,24894.0,1771495440,2026-02-19 10:04:00,24866.5,hard_stop,8.0,-55.0,24.0,-110.0,-1.037,-4.159,-2.219,-1.86,5.942,-0.576,-1.636
LONG,1771497420,2026-02-19 10:37:00,24827.5,1771504620,2026-02-19 12:37:00,24869.0,time_stop,120.0,83.0,275.0,-15.0,-1.729,-6.304,-1.722,-0.377,1.346,-1.114,-2.576
LONG,1771506840,2026-02-19 13:14:00,24849.75,1771507080,2026-02-19 13:18:00,24834.75,hard_stop,4.0,-30.0,12.0,-60.0,-1.058,-2.316,-0.982,-1.675,0.204,-0.136,-0.981
LONG,1771509300,2026-02-19 13:55:00,24872.0,1771509420,2026-02-19 13:57:00,24855.5,hard_stop,2.0,-33.0,0.0,-66.0,-0.838,-1.922,0.445,0.583,2.558,-0.053,-0.777
LONG,1771511700,2026-02-19 14:35:00,24806.5,1771512060,2026-02-19 14:41:00,24780.75,hard_stop,6.0,-51.5,34.0,-103.0,-0.847,-2.61,-2.8,-1.776,2.5,-0.225,-0.726
LONG,1771514460,2026-02-19 15:21:00,24861.0,1771519440,2026-02-19 16:44:00,24843.25,hard_stop,83.0,-35.5,370.0,-71.0,0.242,-1.62,0.095,0.575,3.125,0.096,0.215
LONG,1771521240,2026-02-19 17:14:00,24845.75,1771523160,2026-02-19 17:46:00,24825.0,hard_stop,32.0,-41.5,208.0,-83.0,-0.31,-1.798,-0.816,0.426,1.142,-0.058,-0.349
LONG,1771524960,2026-02-19 18:16:00,24804.75,1771525020,2026-02-19 18:17:00,24785.75,hard_stop,1.0,-38.0,0.0,-76.0,-0.35,-2.321,-1.372,3.981,5.779,-0.253,-0.413
LONG,1771526820,2026-02-19 18:47:00,24818.75,1771527060,2026-02-19 18:51:00,24803.0,hard_stop,4.0,-31.5,0.0,-63.0,-0.647,-2.098,-0.552,0.77,3.037,-0.753,-0.764
LONG,1771528980,2026-02-19 19:23:00,24843.75,1771529220,2026-02-19 19:27:00,24822.5,hard_stop,4.0,-42.5,6.0,-85.0,0.029,-1.427,0.465,0.32,1.546,-0.46,0.039
LONG,1771531020,2026-02-19 19:57:00,24775.75,1771538220,2026-02-19 21:57:00,24837.5,time_stop,120.0,123.5,373.0,0.0,-0.525,-2.481,-1.433,0.654,1.5,-0.383,-0.714
LONG,1771542000,2026-02-19 23:00:00,24831.75,1771549200,2026-02-20 01:00:00,24901.5,time_stop,120.0,139.5,311.0,-8.0,0.422,-1.767,0.488,0.544,0.346,-0.025,1.234
LONG,1771586160,2026-02-20 11:16:00,24879.25,1771586340,2026-02-20 11:19:00,24863.0,hard_stop,3.0,-32.5,0.0,-65.0,-0.414,-2.188,-1.874,0.454,0.8,-0.242,-0.642
LONG,1771589160,2026-02-20 12:06:00,24834.25,1771589940,2026-02-20 12:19:00,24812.0,hard_stop,13.0,-44.5,39.0,-89.0,-1.395,-4.291,-1.743,-1.453,0.621,-0.601,-2.064
LONG,1771591860,2026-02-20 12:51:00,24811.0,1771594260,2026-02-20 13:31:00,24784.75,hard_stop,40.0,-52.5,187.0,-105.0,-1.846,-5.258,-1.327,-0.888,0.129,-0.854,-2.73
LONG,1771596060,2026-02-20 14:01:00,24768.75,1771596600,2026-02-20 14:10:00,24748.0,hard_stop,9.0,-41.5,38.0,-83.0,-2.002,-3.972,-1.444,2.251,2.55,-0.739,-1.778
LONG,1771598400,2026-02-20 14:40:00,24871.75,1771599660,2026-02-20 15:01:00,25063.0,target_1h_rail,21.0,382.5,765.0,-56.0,-0.348,-1.372,1.433,12.886,11.617,-0.908,-0.309
LONG,1771608840,2026-02-20 17:34:00,24953.0,1771608960,2026-02-20 17:36:00,24924.75,hard_stop,2.0,-56.5,0.0,-113.0,0.737,-0.134,-0.663,1.606,7.104,1.174,0.881
LONG,1771804380,2026-02-22 23:53:00,24959.75,1771805040,2026-02-23 00:04:00,24934.75,hard_stop,11.0,-50.0,69.0,-100.0,0.582,-0.587,-1.887,0.711,4.208,-0.55,0.675
LONG,1771809060,2026-02-23 01:11:00,24858.0,1771811700,2026-02-23 01:55:00,24841.5,hard_stop,44.0,-33.0,91.0,-66.0,-0.165,-1.763,-1.532,0.63,0.317,-1.229,-0.205
LONG,1771813560,2026-02-23 02:26:00,24834.25,1771817160,2026-02-23 03:26:00,24816.75,hard_stop,60.0,-35.0,107.0,-70.0,-0.442,-2.124,-1.14,0.696,0.867,-1.29,-0.56
LONG,1771819260,2026-02-23 04:01:00,24834.75,1771821660,2026-02-23 04:41:00,24815.5,hard_stop,40.0,-38.5,70.0,-77.0,-0.609,-1.819,-0.63,0.457,1.383,-0.064,-0.849
LONG,1771824600,2026-02-23 05:30:00,24825.25,1771831800,2026-02-23 07:30:00,24899.0,time_stop,120.0,147.5,354.0,0.0,-0.869,-1.592,-1.18,0.629,0.975,-0.029,-0.981
