**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

side,entry_ts,entry_utc,entry_price,exit_ts,exit_utc,exit_price,exit_reason,duration_min,realized_pnl_dollars,peak_pnl_ticks,worst_pnl_ticks,entry_pos_in_band,entry_z_1h_high,entry_z_15m_crm,entry_slope_15s,entry_slope_15m,entry_sig_above_1h_low
LONG,1751933820,2025-07-08 00:17:00,22870.5,1751941020,2025-07-08 02:17:00,22895.25,time_stop,120.0,49.5,206.0,-4.0,0.182,-1.194,1.1,0.604,0.088,0.234
SHORT,1751943660,2025-07-08 03:01:00,22936.5,1751950860,2025-07-08 05:01:00,22910.25,time_stop,120.0,52.5,115.0,0.0,1.32,0.664,1.585,0.038,0.347,2.521
SHORT,1751975280,2025-07-08 11:48:00,22948.0,1751976120,2025-07-08 12:02:00,22926.0,crossed_15m_mean,14.0,44.0,88.0,-1.0,1.427,0.422,0.671,1.015,0.082,2.025
LONG,1751985240,2025-07-08 14:34:00,22922.5,1751986140,2025-07-08 14:49:00,22899.75,hard_stop,15.0,-45.5,67.0,-91.0,-0.446,-2.142,-0.029,1.065,-0.394,-1.103
LONG,1752005280,2025-07-08 20:08:00,22902.75,1752012480,2025-07-08 22:08:00,22914.5,time_stop,120.0,23.5,70.0,-26.0,0.196,-2.363,-0.011,0.8,-0.138,0.362
LONG,1752023280,2025-07-09 01:08:00,22886.0,1752024600,2025-07-09 01:30:00,22868.75,hard_stop,22.0,-34.5,18.0,-69.0,0.058,-2.133,-0.676,0.662,-0.158,0.147
LONG,1752033240,2025-07-09 03:54:00,22879.5,1752040440,2025-07-09 05:54:00,22874.75,time_stop,120.0,-9.5,59.0,-35.0,0.087,-1.972,-0.422,0.421,-0.031,0.22
SHORT,1752055920,2025-07-09 10:12:00,22914.0,1752057240,2025-07-09 10:34:00,22929.75,hard_stop,22.0,-31.5,4.0,-63.0,1.345,0.546,0.663,-0.645,0.156,2.558
SHORT,1752059160,2025-07-09 11:06:00,22923.5,1752060180,2025-07-09 11:23:00,22940.0,hard_stop,17.0,-33.0,11.0,-66.0,1.591,0.98,0.585,0.186,0.167,2.802
SHORT,1752063600,2025-07-09 12:20:00,22937.25,1752065220,2025-07-09 12:47:00,22953.0,hard_stop,27.0,-31.5,12.0,-63.0,2.07,1.34,0.769,0.561,0.185,3.073
SHORT,1752072000,2025-07-09 14:40:00,22993.75,1752074160,2025-07-09 15:16:00,22925.0,crossed_15m_mean,36.0,137.5,275.0,-13.0,2.432,1.099,0.09,-7.144,0.626,3.735
SHORT,1752076200,2025-07-09 15:50:00,22976.0,1752079560,2025-07-09 16:46:00,22993.75,hard_stop,56.0,-35.5,115.0,-71.0,1.629,0.369,-0.4,1.108,0.219,3.075
SHORT,1752093840,2025-07-09 20:44:00,23039.5,1752099120,2025-07-09 22:12:00,23056.25,hard_stop,88.0,-33.5,17.0,-67.0,1.654,0.609,0.613,0.324,0.318,2.743
SHORT,1752102660,2025-07-09 23:11:00,23050.25,1752103980,2025-07-09 23:33:00,23038.75,crossed_15m_mean,22.0,23.0,46.0,-3.0,1.484,0.474,0.326,-0.417,0.14,2.037
LONG,1752122160,2025-07-10 04:36:00,22996.5,1752128520,2025-07-10 06:22:00,22981.5,hard_stop,106.0,-30.0,18.0,-60.0,0.12,-1.312,-0.584,0.518,-0.064,0.129
SHORT,1752150360,2025-07-10 12:26:00,23050.75,1752153660,2025-07-10 13:21:00,23067.5,hard_stop,55.0,-33.5,49.0,-67.0,1.954,0.926,0.335,-0.712,0.125,2.931
LONG,1752161040,2025-07-10 15:24:00,22980.0,1752168240,2025-07-10 17:24:00,23009.0,time_stop,120.0,58.0,178.0,-53.0,-0.585,-1.548,-0.434,0.518,-0.615,-0.652
LONG,1752201180,2025-07-11 02:33:00,22938.0,1752208380,2025-07-11 04:33:00,22968.25,time_stop,120.0,60.5,140.0,-12.0,-0.4,-2.507,0.015,0.458,-0.583,-0.471
LONG,1752211680,2025-07-11 05:28:00,22969.5,1752213300,2025-07-11 05:55:00,22953.0,hard_stop,27.0,-33.0,8.0,-66.0,0.196,-1.041,0.723,0.505,0.228,0.17
LONG,1752215220,2025-07-11 06:27:00,22965.0,1752215760,2025-07-11 06:36:00,22947.5,hard_stop,9.0,-35.0,11.0,-70.0,0.137,-1.032,0.043,0.951,-0.014,0.114
LONG,1752226920,2025-07-11 09:42:00,22891.75,1752227820,2025-07-11 09:57:00,22866.25,hard_stop,15.0,-51.0,14.0,-102.0,-0.631,-2.13,-0.813,0.504,-0.464,-0.549
LONG,1752237420,2025-07-11 12:37:00,22889.25,1752243720,2025-07-11 14:22:00,22991.25,target_2sigma,105.0,204.0,408.0,-55.0,0.078,-1.589,-0.098,0.639,0.036,0.105
SHORT,1752248880,2025-07-11 15:48:00,22995.75,1752253560,2025-07-11 17:06:00,23011.75,hard_stop,78.0,-32.0,127.0,-64.0,1.972,1.298,1.203,3.545,0.589,2.41
LONG,1752451920,2025-07-14 00:12:00,22870.25,1752454500,2025-07-14 00:55:00,22854.25,hard_stop,43.0,-32.0,18.0,-64.0,-0.52,-1.909,-0.347,0.47,-0.493,-0.623
LONG,1752461460,2025-07-14 02:51:00,22860.25,1752468660,2025-07-14 04:51:00,22865.5,time_stop,120.0,10.5,73.0,-36.0,-0.565,-1.596,-0.119,0.415,0.071,-0.595
SHORT,1752493680,2025-07-14 11:48:00,22893.25,1752499320,2025-07-14 13:22:00,22908.25,hard_stop,94.0,-30.0,49.0,-60.0,1.392,0.819,0.579,2.056,0.129,2.102
SHORT,1752516720,2025-07-14 18:12:00,23044.5,1752521400,2025-07-14 19:30:00,23034.0,crossed_15m_mean,78.0,21.0,42.0,-56.0,2.996,1.383,0.962,-0.076,0.293,2.065
SHORT,1752544680,2025-07-15 01:58:00,23145.5,1752551880,2025-07-15 03:58:00,23093.75,time_stop,120.0,103.5,412.0,-53.0,4.081,2.843,6.291,8.656,0.397,2.843
SHORT,1752560220,2025-07-15 06:17:00,23141.5,1752565200,2025-07-15 07:40:00,23157.0,hard_stop,83.0,-31.0,36.0,-62.0,2.038,0.95,0.82,-1.011,0.506,2.921
LONG,1752618480,2025-07-15 22:28:00,23013.0,1752618720,2025-07-15 22:32:00,22995.0,hard_stop,4.0,-36.0,0.0,-72.0,-1.345,-3.691,-1.029,0.53,-0.936,-2.082
LONG,1752621240,2025-07-15 23:14:00,23006.75,1752621600,2025-07-15 23:20:00,22990.0,hard_stop,6.0,-33.5,0.0,-67.0,-1.095,-2.611,-0.761,0.536,-0.472,-1.407
LONG,1752651540,2025-07-16 07:39:00,22986.25,1752658740,2025-07-16 09:39:00,22992.0,time_stop,120.0,11.5,109.0,-45.0,-0.435,-1.306,-0.567,0.519,-0.25,-0.544
SHORT,1752736500,2025-07-17 07:15:00,23125.0,1752741900,2025-07-17 08:45:00,23098.5,crossed_15m_mean,90.0,53.0,138.0,-40.0,2.445,1.617,0.881,-0.389,0.457,4.09
SHORT,1752761220,2025-07-17 14:07:00,23169.0,1752763680,2025-07-17 14:48:00,23186.25,hard_stop,41.0,-34.5,177.0,-69.0,2.563,1.403,2.417,2.06,0.333,3.341
SHORT,1752771600,2025-07-17 17:00:00,23255.5,1752775020,2025-07-17 17:57:00,23270.5,hard_stop,57.0,-30.0,28.0,-60.0,2.905,1.684,0.841,-0.098,0.593,2.603
SHORT,1752816060,2025-07-18 05:21:00,23293.75,1752819660,2025-07-18 06:21:00,23309.5,hard_stop,60.0,-31.5,12.0,-63.0,1.513,2.044,2.892,1.019,0.142,3.033
LONG,1752838320,2025-07-18 11:32:00,23262.25,1752845520,2025-07-18 13:32:00,23296.0,time_stop,120.0,67.5,153.0,-27.0,-0.257,-2.503,-1.078,0.442,-0.112,-0.617
LONG,1752852720,2025-07-18 15:32:00,23226.0,1752855900,2025-07-18 16:25:00,23201.0,hard_stop,53.0,-50.0,98.0,-100.0,-1.245,-4.352,-0.489,0.509,-0.261,-1.624
LONG,1752858840,2025-07-18 17:14:00,23204.5,1752866040,2025-07-18 19:14:00,23210.75,time_stop,120.0,12.5,79.0,-50.0,-1.259,-3.74,-0.581,0.447,-0.4,-1.394
SHORT,1753082400,2025-07-21 07:20:00,23288.5,1753085280,2025-07-21 08:08:00,23305.25,hard_stop,48.0,-33.5,14.0,-67.0,2.379,1.346,1.208,0.601,0.206,2.285
SHORT,1753089180,2025-07-21 09:13:00,23296.25,1753092360,2025-07-21 10:06:00,23287.75,crossed_15m_mean,53.0,17.0,41.0,-4.0,2.119,1.095,1.191,0.569,0.118,2.149
SHORT,1753105920,2025-07-21 13:52:00,23376.25,1753106400,2025-07-21 14:00:00,23399.5,hard_stop,8.0,-46.5,26.0,-93.0,4.779,5.848,3.679,5.194,0.265,6.646
SHORT,1753108620,2025-07-21 14:37:00,23413.0,1753115820,2025-07-21 16:37:00,23384.25,time_stop,120.0,57.5,210.0,-4.0,4.433,3.352,1.735,1.4,0.729,7.803
LONG,1753162920,2025-07-22 05:42:00,23311.5,1753170120,2025-07-22 07:42:00,23338.5,time_stop,120.0,54.0,139.0,-22.0,-1.138,-2.031,-0.643,0.465,-0.249,-1.198
LONG,1753182000,2025-07-22 11:00:00,23298.0,1753189200,2025-07-22 13:00:00,23337.25,time_stop,120.0,78.5,165.0,0.0,-0.441,-1.378,1.064,0.467,-0.029,-0.451
LONG,1753196400,2025-07-22 15:00:00,23227.5,1753196520,2025-07-22 15:02:00,23210.75,hard_stop,2.0,-33.5,0.0,-67.0,-0.769,-2.669,-0.536,0.607,-0.593,-0.579
LONG,1753198500,2025-07-22 15:35:00,23222.5,1753199760,2025-07-22 15:56:00,23207.25,hard_stop,21.0,-30.5,46.0,-61.0,-0.851,-2.816,-0.346,0.679,-0.731,-0.641
LONG,1753208940,2025-07-22 18:29:00,23215.75,1753214460,2025-07-22 20:01:00,23197.25,hard_stop,92.0,-37.0,151.0,-74.0,-0.224,-1.646,0.474,0.858,0.06,-0.185
SHORT,1753258680,2025-07-23 08:18:00,23268.5,1753265880,2025-07-23 10:18:00,23269.0,time_stop,120.0,-1.0,32.0,-48.0,1.392,0.745,1.256,0.67,0.121,2.03
LONG,1753291500,2025-07-23 17:25:00,23237.25,1753294920,2025-07-23 18:22:00,23305.75,target_2sigma,57.0,137.0,274.0,-17.0,0.171,-1.383,1.103,0.469,0.397,0.201
SHORT,1753308060,2025-07-23 22:01:00,23397.25,1753315260,2025-07-24 00:01:00,23389.75,time_stop,120.0,15.0,48.0,-25.0,2.818,2.13,1.301,-0.231,0.821,3.651
LONG,1753344000,2025-07-24 08:00:00,23363.0,1753351200,2025-07-24 10:00:00,23389.5,time_stop,120.0,53.0,129.0,-45.0,0.097,-1.186,-0.758,0.672,-0.06,0.084
LONG,1753363980,2025-07-24 13:33:00,23355.25,1753364400,2025-07-24 13:40:00,23334.75,hard_stop,7.0,-41.0,50.0,-82.0,0.175,-2.938,-1.301,1.601,0.021,0.258
SHORT,1753380960,2025-07-24 18:16:00,23415.25,1753387140,2025-07-24 19:59:00,23376.5,crossed_15m_mean,103.0,77.5,155.0,-17.0,1.438,1.669,1.755,1.901,0.142,2.833
LONG,1753432320,2025-07-25 08:32:00,23375.5,1753435140,2025-07-25 09:19:00,23360.0,hard_stop,47.0,-31.0,21.0,-62.0,-0.814,-2.982,-0.584,0.638,-0.21,-1.154
LONG,1753437780,2025-07-25 10:03:00,23372.5,1753444980,2025-07-25 12:03:00,23365.25,time_stop,120.0,-14.5,73.0,-37.0,-0.595,-1.947,0.453,0.447,-0.092,-0.635
SHORT,1753463820,2025-07-25 17:17:00,23442.0,1753467720,2025-07-25 18:22:00,23457.5,hard_stop,65.0,-31.0,39.0,-62.0,2.077,1.281,0.638,-0.062,0.235,3.036
SHORT,1753470360,2025-07-25 19:06:00,23442.25,1753470420,2025-07-25 19:07:00,23442.0,crossed_15m_mean,1.0,0.5,1.0,0.0,1.804,0.817,-0.968,-0.561,0.124,2.006
SHORT,1753653960,2025-07-27 22:06:00,23519.0,1753658580,2025-07-27 23:23:00,23535.0,hard_stop,77.0,-32.0,44.0,-64.0,3.833,2.751,8.482,9.18,0.046,4.55
SHORT,1753660800,2025-07-28 00:00:00,23529.75,1753662060,2025-07-28 00:21:00,23545.25,hard_stop,21.0,-31.0,17.0,-62.0,3.023,1.363,0.754,-0.398,0.619,2.364
LONG,1753702980,2025-07-28 11:43:00,23502.5,1753708020,2025-07-28 13:07:00,23487.5,hard_stop,84.0,-30.0,68.0,-60.0,-1.131,-3.335,-1.039,0.429,-0.229,-1.353
LONG,1753710360,2025-07-28 13:46:00,23508.5,1753712460,2025-07-28 14:21:00,23482.75,hard_stop,35.0,-51.5,66.0,-103.0,-1.419,-1.794,0.848,0.54,-0.038,-1.261
LONG,1753715280,2025-07-28 15:08:00,23494.25,1753715880,2025-07-28 15:18:00,23472.75,hard_stop,10.0,-43.0,10.0,-86.0,-0.701,-2.098,-0.392,0.475,-0.05,-0.601
LONG,1753719540,2025-07-28 16:19:00,23498.0,1753721220,2025-07-28 16:47:00,23479.5,hard_stop,28.0,-37.0,26.0,-74.0,-0.442,-1.567,0.19,0.454,0.058,-0.376
LONG,1753732740,2025-07-28 19:59:00,23491.75,1753740000,2025-07-28 22:00:00,23506.0,time_stop,121.0,28.5,80.0,0.0,0.161,-1.061,2.3,2.294,-0.114,0.183
SHORT,1753746540,2025-07-28 23:49:00,23528.5,1753752000,2025-07-29 01:20:00,23543.75,hard_stop,91.0,-30.5,40.0,-61.0,1.399,1.02,1.179,0.089,0.331,2.691
SHORT,1753778580,2025-07-29 08:43:00,23586.5,1753783200,2025-07-29 10:00:00,23603.0,hard_stop,77.0,-33.0,27.0,-66.0,2.878,1.81,1.379,-0.149,0.228,2.444
SHORT,1753788000,2025-07-29 11:20:00,23590.25,1753789020,2025-07-29 11:37:00,23583.0,crossed_15m_mean,17.0,14.5,29.0,-27.0,2.657,0.901,-0.215,0.051,0.047,2.102
LONG,1753809540,2025-07-29 17:19:00,23513.25,1753810500,2025-07-29 17:35:00,23497.0,hard_stop,16.0,-32.5,0.0,-65.0,-0.56,-1.919,0.309,0.428,-0.335,-0.516
LONG,1753826640,2025-07-29 22:04:00,23467.75,1753833840,2025-07-30 00:04:00,23473.5,time_stop,120.0,11.5,52.0,-32.0,-0.883,-1.509,0.092,0.673,-0.224,-0.721
SHORT,1753854060,2025-07-30 05:41:00,23504.5,1753858320,2025-07-30 06:52:00,23498.75,crossed_15m_mean,71.0,11.5,23.0,-21.0,1.353,0.523,1.146,0.394,0.088,2.013
LONG,1753881420,2025-07-30 13:17:00,23486.5,1753882200,2025-07-30 13:30:00,23469.0,hard_stop,13.0,-35.0,13.0,-70.0,-0.003,-2.586,-1.274,0.471,-0.083,-0.007
SHORT,1753891380,2025-07-30 16:03:00,23521.5,1753892160,2025-07-30 16:16:00,23541.0,hard_stop,13.0,-39.0,10.0,-78.0,1.29,0.513,1.369,2.269,0.222,3.071
SHORT,1753894140,2025-07-30 16:49:00,23528.25,1753897200,2025-07-30 17:40:00,23549.75,hard_stop,51.0,-43.0,11.0,-86.0,1.327,1.067,0.994,-0.262,0.097,3.158
SHORT,1753901460,2025-07-30 18:51:00,23510.75,1753901520,2025-07-30 18:52:00,23499.0,crossed_15m_mean,1.0,23.5,47.0,0.0,1.191,-0.644,-2.732,-2.261,0.258,2.115
LONG,1753904160,2025-07-30 19:36:00,23410.0,1753904340,2025-07-30 19:39:00,23392.25,hard_stop,3.0,-35.5,0.0,-71.0,-1.136,-4.607,-1.71,0.829,-0.782,-1.915
SHORT,1753920000,2025-07-31 00:00:00,23721.75,1753921080,2025-07-31 00:18:00,23737.25,hard_stop,18.0,-31.0,27.0,-62.0,2.885,1.576,0.559,-0.661,1.338,2.133
LONG,1753977660,2025-07-31 16:01:00,23587.25,1753980360,2025-07-31 16:46:00,23571.5,hard_stop,45.0,-31.5,108.0,-63.0,-2.102,-2.74,-0.463,0.554,-1.21,-1.28
LONG,1753983660,2025-07-31 17:41:00,23479.0,1753984080,2025-07-31 17:48:00,23453.25,hard_stop,7.0,-51.5,50.0,-103.0,-3.295,-3.368,-1.707,1.558,-1.033,-1.961
LONG,1753986300,2025-07-31 18:25:00,23390.0,1753990740,2025-07-31 19:39:00,23372.5,hard_stop,74.0,-35.0,290.0,-70.0,-3.354,-3.531,-1.559,1.285,-0.843,-1.923
LONG,1754005080,2025-07-31 23:38:00,23293.25,1754006400,2025-08-01 00:00:00,23294.5,eod_force_close,22.0,2.5,31.0,-56.0,-1.719,-1.942,-0.752,0.575,-0.533,-1.037
