**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

realistic_pnl_usd,size_flat,size_gbm_ev,size_gbm_quantile,size_hand_aggressive
-45.5,1.0,1.8031113295034076,2.0,2.0
-11.5,1.0,1.3246788327768138,1.5,0.8
-47.5,1.0,1.548124014031222,1.5,0.8
-33.0,1.0,1.6295208396706475,1.5,0.8
33.5,1.0,1.6940277430174389,1.5,0.8
-43.0,1.0,1.2095580772883556,1.5,0.8
-45.5,1.0,1.0593317840197267,0.8,0.8
-43.5,1.0,1.4505514159077224,1.5,1.2
-45.0,1.0,1.3808846797816563,1.5,0.8
-12.0,1.0,1.177256752947358,1.5,0.8
-27.0,1.0,1.0726957092513003,0.8,2.0
-23.0,1.0,1.0660690294940496,0.8,0.8
-24.5,1.0,1.4404411059269506,1.5,0.8
-44.5,1.0,1.1025538541763038,0.8,2.0
-48.5,1.0,1.027359836293852,0.8,0.8
-21.0,1.0,1.0798740299431961,0.8,0.8
-32.5,1.0,1.1505705677029305,0.8,2.0
-35.0,1.0,1.0114094464675398,0.8,0.8
52.0,1.0,1.0174149991269648,0.8,0.8
-43.0,1.0,1.3011653074127913,1.5,1.2
-8.0,1.0,1.1435069143242842,0.8,0.8
-39.0,1.0,1.397972356312191,1.5,1.2
-43.5,1.0,1.2414041649921828,1.5,0.0
12.0,1.0,0.9119033864832486,0.5,0.8
1.0,1.0,0.9070815573073432,0.5,1.2
23.5,1.0,0.8367833771350519,0.5,0.8
211.0,1.0,1.519138377756542,1.5,1.2
36.0,1.0,1.026684798697044,0.8,0.8
-34.0,1.0,1.044832497731767,0.8,0.0
379.0,1.0,0.774797887023235,0.5,0.0
280.5,1.0,2.0243719519468137,2.0,2.0
-1.5,1.0,2.1723407180114256,2.0,2.0
45.0,1.0,1.4865155080508843,1.5,0.8
-28.5,1.0,1.502729435001859,1.5,1.2
-36.0,1.0,1.2033312280570945,1.5,0.8
136.0,1.0,1.1303069454972352,0.8,0.8
-14.5,1.0,1.1338426408637474,0.8,1.2
-15.0,1.0,0.9993711288225535,0.8,0.8
-40.5,1.0,1.0385950639609485,0.8,0.8
-29.0,1.0,1.172801547924419,0.8,0.8
-47.5,1.0,1.1713140217706286,0.8,0.8
116.5,1.0,0.8812663207609268,0.5,0.0
105.0,1.0,0.9836001336657936,0.8,0.8
-41.0,1.0,0.8742364826248503,0.5,0.8
-46.5,1.0,0.9037024015668398,0.5,0.0
-17.0,1.0,0.9136939657450369,0.5,0.8
26.0,1.0,0.9751205602660187,0.8,0.8
-18.5,1.0,0.958529089370912,0.8,0.8
109.5,1.0,0.8442746466578639,0.5,0.0
49.0,1.0,1.060935690772431,0.8,0.8
-5.5,1.0,1.0251827280200438,0.8,0.8
39.0,1.0,0.8808733413883201,0.5,2.0
-22.5,1.0,1.0898686657479195,0.8,0.8
-0.5,1.0,0.8950060178368757,0.5,2.0
9.5,1.0,0.8676583709800936,0.5,0.8
169.0,1.0,0.9875137556340463,0.8,2.0
27.5,1.0,1.1419443503715647,0.8,0.8
-34.0,1.0,1.020602376646739,0.8,0.8
59.0,1.0,1.009753146383312,0.8,0.8
16.5,1.0,2.2604592250880335,2.0,1.2
-58.0,1.0,0.9187536223159953,0.5,0.8
-10.5,1.0,2.0004094422045786,2.0,2.0
19.0,1.0,1.0799590213471117,0.8,0.8
167.0,1.0,1.601999315451256,1.5,1.2
160.0,1.0,1.7644678137040657,2.0,2.0
12.0,1.0,2.000913340488049,2.0,1.2
5.0,1.0,1.7901727045180489,2.0,2.0
1.5,1.0,1.5913367390763877,1.5,1.2
-15.5,1.0,1.627730434829692,1.5,1.2
45.5,1.0,1.316400411938949,1.5,1.2
16.5,1.0,1.9067392327781358,2.0,1.2
199.0,1.0,1.63102993438984,1.5,2.0
-42.5,1.0,1.2560155413272671,1.5,0.8
-26.5,1.0,1.1559111269406737,0.8,1.2
83.5,1.0,1.1126162070718477,0.8,0.8
-12.5,1.0,1.4588052231482607,1.5,2.0
25.5,1.0,1.6525497283538568,1.5,0.8
7.0,1.0,1.417755203614857,1.5,1.2
-44.0,1.0,1.2524073371749092,1.5,1.2
11.5,1.0,1.0453612620785449,0.8,1.2
412.0,1.0,1.1221474419072828,0.8,1.2
43.0,1.0,1.7371676745870617,2.0,1.2
51.5,1.0,2.02867397835173,2.0,2.0
90.0,1.0,1.984544089459603,2.0,1.2
371.5,1.0,2.052718685195434,2.0,2.0
393.5,1.0,2.67435208640757,2.0,2.0
-10.0,1.0,2.605051468527426,2.0,1.2
-27.0,1.0,1.9351166516068687,2.0,1.2
-10.0,1.0,1.4663664159460006,1.5,1.2
59.0,1.0,1.5206079366756158,1.5,1.2
26.0,1.0,1.2009146540367595,1.5,1.2
-31.5,1.0,1.3885772920195438,1.5,2.0
1.0,1.0,1.2077285417498738,1.5,1.2
-40.0,1.0,1.3673396420191426,1.5,1.2
40.0,1.0,1.1553008923987655,0.8,2.0
23.0,1.0,1.4290329245396198,1.5,1.2
-52.0,1.0,1.3119064186536944,1.5,1.2
19.5,1.0,1.2612071250685615,1.5,1.2
60.5,1.0,1.0580690788336993,0.8,2.0
-19.5,1.0,1.4183746904578318,1.5,1.2
-37.5,1.0,1.416968753480563,1.5,2.0
146.0,1.0,1.3925658028110415,1.5,2.0
47.0,1.0,1.2390367348824798,1.5,2.0
12.0,1.0,1.1440403086062156,0.8,1.2
-17.0,1.0,1.1204494796758357,0.8,0.8
125.0,1.0,0.91861918051438,0.5,0.8
-45.0,1.0,1.0678312002655463,0.8,0.8
137.5,1.0,0.9508101722649154,0.8,2.0
-32.0,1.0,0.8633176539400211,0.5,0.8
-47.0,1.0,0.6832214399210412,0.5,0.0
-36.5,1.0,0.727098825034934,0.5,0.0
-40.5,1.0,0.8037373925423679,0.5,0.8
112.0,1.0,0.7409539477299316,0.5,0.0
-39.5,1.0,0.9318493753415955,0.8,1.2
-29.5,1.0,0.9061425178565174,0.5,0.0
-35.5,1.0,0.9825442114528977,0.8,1.2
-36.5,1.0,0.9493143879844845,0.8,0.0
-17.0,1.0,0.8565149267001475,0.5,0.0
-40.0,1.0,0.9695672743616683,0.8,0.0
44.5,1.0,0.82942350036482,0.5,0.8
-5.0,1.0,0.80323092254342,0.5,0.0
-19.0,1.0,0.8638309933992849,0.5,0.8
-24.0,1.0,0.881777157217501,0.5,0.0
-14.0,1.0,0.8834175203486492,0.5,1.2
70.0,1.0,0.9869119525054579,0.8,0.8
53.5,1.0,1.3075130918673472,1.5,1.2
-37.5,1.0,1.0110283524700208,0.8,0.8
-41.0,1.0,1.1485468071009577,0.8,0.8
-37.5,1.0,0.9944037022638685,0.8,0.8
-52.5,1.0,0.7784829645510953,0.5,0.8
8.0,1.0,1.5152371004949639,1.5,0.8
-42.0,1.0,1.0040414256816605,0.8,0.8
100.0,1.0,1.0245610438653459,0.8,0.0
-46.0,1.0,1.0148007246965842,0.8,0.8
157.0,1.0,0.9270109898919947,0.5,0.8
-2.0,1.0,1.7225897740901246,1.5,1.2
109.0,1.0,1.8565753776702527,2.0,1.2
102.5,1.0,1.559620247528898,1.5,1.2
7.5,1.0,0.8340801291300515,0.5,1.2
-0.5,1.0,0.9441929845400412,0.8,1.2
-20.5,1.0,1.315382430798676,1.5,2.0
46.0,1.0,1.2507122650571114,1.5,1.2
-39.0,1.0,1.6284472360469509,1.5,1.2
28.5,1.0,1.1211537436208836,0.8,0.8
39.5,1.0,1.220188100374834,1.5,1.2
75.5,1.0,1.1412354211408724,0.8,1.2
25.0,1.0,1.799940309355664,2.0,1.2
-5.5,1.0,2.080746962434895,2.0,2.0
23.5,1.0,1.9503794730353565,2.0,1.2
27.5,1.0,1.9287078310297665,2.0,1.2
6.0,1.0,1.4983356688031413,1.5,1.2
131.5,1.0,1.8650283120093145,2.0,1.2
93.0,1.0,2.0893456813580977,2.0,2.0
39.5,1.0,2.170669854768464,2.0,2.0
130.5,1.0,2.0273743940731848,2.0,1.2
-0.5,1.0,1.874015273243943,2.0,2.0
-37.0,1.0,1.7509168432832247,2.0,1.2
49.5,1.0,1.1112565153163296,0.8,0.8
112.5,1.0,1.491656861394305,1.5,1.2
-0.5,1.0,1.468129104245759,1.5,1.2
60.0,1.0,1.7861819286867298,2.0,1.2
-34.5,1.0,1.285212585851009,1.5,1.2
-14.5,1.0,1.2890515358178094,1.5,1.2
-28.0,1.0,1.262645897904478,1.5,2.0
-13.0,1.0,1.2839011594331766,1.5,1.2
-15.0,1.0,1.3422537140733843,1.5,1.2
120.5,1.0,1.3119256304286995,1.5,2.0
35.0,1.0,3.0,2.0,1.2
5.5,1.0,2.2932613876817194,2.0,1.2
-28.5,1.0,2.1528863603622312,2.0,1.2
-28.0,1.0,1.6401002555244615,1.5,1.2
1.0,1.0,1.0498108993940014,0.8,2.0
-13.0,1.0,1.1824721454226856,1.5,1.2
-19.5,1.0,1.0221106466213383,0.8,2.0
11.0,1.0,1.3586516194093745,1.5,1.2
3.5,1.0,1.1588414726540397,0.8,2.0
1.5,1.0,1.2130274029266768,1.5,2.0
24.0,1.0,1.2866362948313474,1.5,1.2
-26.0,1.0,1.0367940353293896,0.8,2.0
-29.0,1.0,1.2317390989377413,1.5,2.0
-13.5,1.0,1.2647007816345903,1.5,1.2
-34.0,1.0,1.1948655051327965,1.5,2.0
-11.5,1.0,0.9767139255758939,0.8,1.2
57.5,1.0,1.4774611781555018,1.5,2.0
-43.5,1.0,0.8013920787102291,0.5,0.8
-39.0,1.0,1.0533328616239563,0.8,2.0
-10.5,1.0,1.1076028717569666,0.8,0.8
-31.0,1.0,0.923829633310558,0.5,1.2
34.5,1.0,0.9151230308994691,0.5,0.8
8.5,1.0,0.910016010510422,0.5,0.8
-2.0,1.0,1.0232413063269337,0.8,2.0
-13.0,1.0,0.9192147252298382,0.5,1.2
-10.5,1.0,1.26841028463171,1.5,1.2
4.0,1.0,1.0383099923045807,0.8,0.8
-41.0,1.0,0.7797770795316414,0.5,0.8
156.0,1.0,0.8430385213296188,0.5,0.8
