side,entry_utc,exit_utc,entry_px,exit_px,pnl,duration_min,reason,p_at_entry,z_at_entry,slope_15m_at_entry
LONG,2025-07-08 13:59:00,2025-07-08 14:00:00,22881.25,22890.75,19.0,1.0,target,0.56,-2.048,-0.25
LONG,2025-07-08 14:30:00,2025-07-08 14:31:00,22884.25,22895.75,23.0,1.0,target,0.55,-1.649,-0.394
LONG,2025-07-08 15:20:00,2025-07-08 15:21:00,22880.75,22873.75,-14.0,1.0,stop,0.55,-1.047,-0.267
LONG,2025-07-09 06:15:00,2025-07-09 06:17:00,22853.0,22858.5,11.0,2.0,target,0.55,-1.714,-0.124
LONG,2025-07-10 14:00:00,2025-07-10 14:01:00,22931.0,22925.25,-11.5,1.0,stop,0.56,-2.348,-0.465
LONG,2025-07-10 14:31:00,2025-07-10 14:36:00,22945.0,22956.0,22.0,5.0,target,0.63,-1.853,-0.653
LONG,2025-07-10 15:13:00,2025-07-10 15:14:00,22943.5,22953.75,20.5,1.0,target,0.63,-1.17,-0.599
LONG,2025-07-11 00:30:00,2025-07-11 00:31:00,22872.25,22878.75,13.0,1.0,target,0.64,-2.635,-0.76
LONG,2025-07-11 01:01:00,2025-07-11 01:03:00,22882.5,22877.25,-10.5,2.0,stop,0.63,-1.464,-0.706
LONG,2025-07-11 08:12:00,2025-07-11 08:17:00,22883.25,22876.5,-13.5,5.0,stop,0.55,-1.018,-0.36
LONG,2025-07-11 09:57:00,2025-07-11 10:01:00,22866.25,22858.0,-16.5,4.0,stop,0.55,-1.11,-0.353
LONG,2025-07-11 10:55:00,2025-07-11 10:56:00,22860.0,22866.0,12.0,1.0,target,0.55,-1.024,-0.296
LONG,2025-07-13 22:00:00,2025-07-13 22:01:00,22844.25,22830.25,-28.0,1.0,stop,0.55,-1.511,-0.34
LONG,2025-07-13 22:31:00,2025-07-13 22:33:00,22851.25,22859.25,16.0,2.0,target,0.63,-1.349,-0.861
LONG,2025-07-13 23:09:00,2025-07-13 23:10:00,22846.0,22857.25,22.5,1.0,target,0.63,-1.142,-0.526
LONG,2025-07-13 23:44:00,2025-07-13 23:46:00,22851.25,22856.75,11.0,2.0,target,0.63,-1.041,-0.725
LONG,2025-07-14 01:11:00,2025-07-14 01:17:00,22847.0,22857.0,20.0,6.0,target,0.55,-1.006,-0.478
LONG,2025-07-14 06:04:00,2025-07-14 06:05:00,22817.75,22828.5,21.5,1.0,target,0.55,-1.044,-0.146
LONG,2025-07-14 07:19:00,2025-07-14 07:30:00,22811.75,22824.0,24.5,11.0,target,0.55,-1.017,-0.278
SHORT,2025-07-14 13:48:00,2025-07-14 13:49:00,22909.75,22919.5,-19.5,1.0,stop,0.55,1.381,-0.172
SHORT,2025-07-15 05:06:00,2025-07-15 05:09:00,23130.75,23136.75,-12.0,3.0,stop,0.55,1.043,-0.15
LONG,2025-07-15 16:57:00,2025-07-15 16:58:00,23091.25,23096.25,10.0,1.0,target,0.55,-1.523,-0.154
LONG,2025-07-15 19:21:00,2025-07-15 19:25:00,23088.5,23093.5,10.0,4.0,target,0.55,-1.154,-0.239
LONG,2025-07-15 19:55:00,2025-07-15 19:57:00,23088.25,23074.5,-27.5,2.0,stop,0.55,-1.163,-0.147
LONG,2025-07-15 20:27:00,2025-07-15 20:30:00,23023.5,23013.0,-21.0,3.0,stop,0.56,-2.608,-0.447
LONG,2025-07-15 22:00:00,2025-07-15 22:09:00,23027.0,23019.75,-14.5,9.0,stop,0.63,-1.713,-0.844
LONG,2025-07-15 22:39:00,2025-07-15 22:40:00,22985.5,22993.0,15.0,1.0,target,0.64,-2.641,-0.865
LONG,2025-07-15 23:10:00,2025-07-15 23:14:00,23012.0,23006.75,-10.5,4.0,stop,0.55,-1.381,-0.472
LONG,2025-07-15 23:44:00,2025-07-15 23:46:00,23009.75,23017.0,14.5,2.0,target,0.63,-1.421,-0.549
LONG,2025-07-16 00:16:00,2025-07-16 00:27:00,22990.0,22983.75,-12.5,11.0,stop,0.55,-1.433,-0.203
LONG,2025-07-16 01:01:00,2025-07-16 01:07:00,23000.25,23009.25,18.0,6.0,target,0.55,-1.003,-0.101
LONG,2025-07-16 06:38:00,2025-07-16 06:39:00,22969.5,22974.5,10.0,1.0,target,0.55,-1.17,-0.139
LONG,2025-07-16 07:09:00,2025-07-16 07:10:00,22944.75,22937.75,-14.0,1.0,stop,0.55,-1.713,-0.244
LONG,2025-07-16 14:06:00,2025-07-16 14:08:00,22952.0,22968.25,32.5,2.0,target,0.55,-1.271,-0.253
LONG,2025-07-16 15:30:00,2025-07-16 15:31:00,22943.5,22951.0,15.0,1.0,target,0.55,-1.354,-0.253
SHORT,2025-07-17 09:30:00,2025-07-17 09:35:00,23118.75,23124.25,-11.0,5.0,stop,0.55,1.003,-0.146
LONG,2025-07-18 14:14:00,2025-07-18 14:15:00,23230.5,23221.75,-17.5,1.0,stop,0.55,-3.033,-0.04
LONG,2025-07-18 14:45:00,2025-07-18 14:46:00,23227.5,23217.0,-21.0,1.0,stop,0.64,-3.301,-0.218
LONG,2025-07-18 15:16:00,2025-07-18 15:19:00,23215.75,23205.75,-20.0,3.0,stop,0.55,-1.695,-0.301
LONG,2025-07-18 16:15:00,2025-07-18 16:17:00,23214.5,23222.75,16.5,2.0,target,0.55,-1.091,-0.312
LONG,2025-07-18 16:47:00,2025-07-18 16:48:00,23199.75,23191.5,-16.5,1.0,stop,0.55,-1.536,-0.338
LONG,2025-07-18 17:18:00,2025-07-18 17:20:00,23199.0,23205.5,13.0,2.0,target,0.55,-1.109,-0.144
LONG,2025-07-21 12:55:00,2025-07-21 12:56:00,23247.0,23240.75,-12.5,1.0,stop,0.55,-1.119,-0.114
SHORT,2025-07-21 13:35:00,2025-07-21 13:36:00,23308.75,23320.5,-23.5,1.0,stop,0.55,1.434,-0.229
LONG,2025-07-22 03:35:00,2025-07-22 03:48:00,23327.5,23322.0,-11.0,13.0,stop,0.55,-1.069,-0.136
LONG,2025-07-22 04:18:00,2025-07-22 04:25:00,23304.5,23297.5,-14.0,7.0,stop,0.55,-1.742,-0.183
LONG,2025-07-22 04:55:00,2025-07-22 04:59:00,23301.75,23306.75,10.0,4.0,target,0.55,-1.847,-0.292
LONG,2025-07-22 05:29:00,2025-07-22 05:40:00,23306.75,23312.25,11.0,11.0,target,0.55,-1.282,-0.276
LONG,2025-07-22 08:30:00,2025-07-22 08:39:00,23292.75,23286.5,-12.5,9.0,stop,0.55,-1.439,-0.104
LONG,2025-07-22 09:09:00,2025-07-22 09:17:00,23279.0,23284.5,11.0,8.0,target,0.55,-1.541,-0.204
LONG,2025-07-22 09:47:00,2025-07-22 10:00:00,23279.0,23285.25,12.5,13.0,target,0.55,-1.541,-0.254
LONG,2025-07-22 10:36:00,2025-07-22 10:39:00,23280.5,23287.25,13.5,3.0,target,0.55,-1.113,-0.301
LONG,2025-07-22 13:49:00,2025-07-22 13:50:00,23213.25,23208.25,-10.0,1.0,stop,0.55,-3.549,-0.042
LONG,2025-07-22 14:20:00,2025-07-22 14:21:00,23169.5,23176.75,14.5,1.0,target,0.63,-1.943,-0.704
LONG,2025-07-22 14:51:00,2025-07-22 14:53:00,23198.25,23204.25,12.0,2.0,target,0.63,-1.449,-0.574
LONG,2025-07-22 16:27:00,2025-07-22 16:28:00,23175.75,23166.75,-18.0,1.0,stop,0.63,-1.033,-0.771
LONG,2025-07-23 13:45:00,2025-07-23 13:46:00,23167.0,23172.5,11.0,1.0,target,0.64,-4.005,-0.422
LONG,2025-07-23 14:16:00,2025-07-23 14:18:00,23182.0,23172.25,-19.5,2.0,stop,0.63,-1.96,-0.561
LONG,2025-07-23 14:48:00,2025-07-23 14:51:00,23181.75,23191.75,20.0,3.0,target,0.55,-1.969,-0.447
LONG,2025-07-24 12:45:00,2025-07-24 12:46:00,23343.25,23337.0,-12.5,1.0,stop,0.55,-1.789,-0.251
LONG,2025-07-24 14:15:00,2025-07-24 14:16:00,23321.75,23314.0,-15.5,1.0,stop,0.55,-1.956,-0.381
LONG,2025-07-25 07:18:00,2025-07-25 07:24:00,23375.0,23369.25,-11.5,6.0,stop,0.55,-1.051,-0.276
LONG,2025-07-25 07:54:00,2025-07-25 07:56:00,23358.0,23363.0,10.0,2.0,target,0.56,-2.028,-0.214
LONG,2025-07-25 08:26:00,2025-07-25 08:29:00,23363.25,23370.25,14.0,3.0,target,0.55,-1.398,-0.218
LONG,2025-07-25 09:13:00,2025-07-25 09:19:00,23366.0,23360.0,-12.0,6.0,stop,0.55,-1.016,-0.183
SHORT,2025-07-25 19:36:00,2025-07-25 19:41:00,23448.75,23443.75,10.0,5.0,target,0.55,1.008,-0.135
LONG,2025-07-28 10:25:00,2025-07-28 10:41:00,23516.25,23508.5,-15.5,16.0,stop,0.55,-1.054,-0.132
LONG,2025-07-28 11:11:00,2025-07-28 11:18:00,23501.75,23495.0,-13.5,7.0,stop,0.55,-1.457,-0.301
LONG,2025-07-28 11:48:00,2025-07-28 12:00:00,23502.5,23497.25,-10.5,12.0,stop,0.55,-1.421,-0.206
LONG,2025-07-28 12:30:00,2025-07-28 12:32:00,23505.75,23497.5,-16.5,2.0,stop,0.55,-1.027,-0.125
LONG,2025-07-28 13:15:00,2025-07-28 13:21:00,23481.25,23473.0,-16.5,6.0,stop,0.55,-1.701,-0.244
LONG,2025-07-28 18:05:00,2025-07-28 18:07:00,23444.25,23452.0,15.5,2.0,target,0.55,-1.272,-0.178
LONG,2025-07-28 18:37:00,2025-07-28 18:38:00,23447.5,23453.75,12.5,1.0,target,0.55,-1.185,-0.1
LONG,2025-07-29 14:52:00,2025-07-29 14:53:00,23531.0,23522.5,-17.0,1.0,stop,0.55,-1.14,-0.182
LONG,2025-07-29 15:23:00,2025-07-29 15:24:00,23496.75,23489.0,-15.5,1.0,stop,0.64,-2.522,-0.506
LONG,2025-07-29 15:54:00,2025-07-29 15:57:00,23512.25,23507.25,-10.0,3.0,stop,0.63,-1.86,-0.724
LONG,2025-07-29 16:27:00,2025-07-29 16:28:00,23466.0,23471.75,11.5,1.0,target,0.63,-1.981,-0.556
LONG,2025-07-29 16:58:00,2025-07-29 17:02:00,23504.75,23511.25,13.0,4.0,target,0.63,-1.042,-0.788
LONG,2025-07-29 17:39:00,2025-07-29 17:41:00,23489.25,23483.0,-12.5,2.0,stop,0.55,-1.014,-0.296
LONG,2025-07-29 18:22:00,2025-07-29 18:26:00,23477.25,23472.25,-10.0,4.0,stop,0.55,-1.023,-0.11
LONG,2025-07-29 19:30:00,2025-07-29 19:34:00,23461.0,23453.5,-15.0,4.0,stop,0.55,-1.146,-0.104
LONG,2025-07-29 20:05:00,2025-07-29 20:13:00,23451.5,23456.75,10.5,8.0,target,0.55,-1.011,-0.278
LONG,2025-07-29 20:43:00,2025-07-29 22:00:00,23450.5,23460.0,19.0,77.0,target,0.55,-1.026,-0.288
SHORT,2025-07-30 14:23:00,2025-07-30 14:25:00,23520.0,23509.25,21.5,2.0,target,0.55,1.258,-0.114
LONG,2025-07-30 18:59:00,2025-07-30 19:00:00,23412.0,23389.75,-44.5,1.0,stop,0.55,-3.219,0.258
LONG,2025-07-30 19:30:00,2025-07-30 19:31:00,23411.75,23418.75,14.0,1.0,target,0.63,-1.981,-0.782
SHORT,2025-07-30 20:02:00,2025-07-30 20:03:00,23556.0,23588.25,-64.5,1.0,stop,0.55,1.054,-0.278
LONG,2025-07-31 13:30:00,2025-07-31 13:31:00,23699.0,23665.75,-66.5,1.0,stop,0.64,-5.07,-0.25
LONG,2025-07-31 14:01:00,2025-07-31 14:02:00,23679.0,23687.5,17.0,1.0,target,0.63,-1.66,-0.588
LONG,2025-07-31 14:32:00,2025-07-31 14:33:00,23644.0,23624.75,-38.5,1.0,stop,0.64,-2.364,-0.738
LONG,2025-07-31 15:03:00,2025-07-31 15:05:00,23573.75,23579.5,11.5,2.0,target,0.64,-2.054,-1.235
LONG,2025-07-31 15:35:00,2025-07-31 15:37:00,23553.0,23564.5,23.0,2.0,target,0.64,-2.307,-1.408
LONG,2025-07-31 16:07:00,2025-07-31 16:09:00,23586.25,23594.25,16.0,2.0,target,0.63,-1.198,-1.21
LONG,2025-07-31 16:39:00,2025-07-31 16:42:00,23592.75,23600.25,15.0,3.0,target,0.63,-1.139,-0.786
LONG,2025-07-31 17:12:00,2025-07-31 17:15:00,23542.5,23533.0,-19.0,3.0,stop,0.63,-1.342,-0.564
LONG,2025-07-31 17:45:00,2025-07-31 17:46:00,23491.5,23482.25,-18.5,1.0,stop,0.63,-1.779,-0.781
LONG,2025-07-31 18:16:00,2025-07-31 18:17:00,23313.5,23330.25,33.5,1.0,target,0.64,-2.377,-0.843
LONG,2025-07-31 18:47:00,2025-07-31 18:48:00,23447.0,23452.75,11.5,1.0,target,0.63,-1.471,-0.712
LONG,2025-07-31 19:18:00,2025-07-31 19:20:00,23406.5,23419.0,25.0,2.0,target,0.63,-1.248,-1.083
LONG,2025-07-31 19:50:00,2025-07-31 19:51:00,23369.75,23339.5,-60.5,1.0,stop,0.63,-1.458,-1.04
LONG,2025-07-31 20:21:00,2025-07-31 20:24:00,23319.75,23312.5,-14.5,3.0,stop,0.63,-1.411,-1.172
LONG,2025-07-31 20:54:00,2025-07-31 20:57:00,23333.25,23317.75,-31.0,3.0,stop,0.63,-1.34,-0.818
LONG,2025-07-31 22:00:00,2025-07-31 22:01:00,23315.25,23328.25,26.0,1.0,target,0.55,-1.174,-0.333
LONG,2025-07-31 22:31:00,2025-07-31 22:35:00,23308.0,23296.75,-22.5,4.0,stop,0.63,-1.212,-0.61
LONG,2025-07-31 23:05:00,2025-07-31 23:09:00,23297.75,23277.25,-41.0,4.0,stop,0.63,-1.021,-0.719
LONG,2025-07-31 23:39:00,2025-07-31 23:40:00,23292.5,23286.5,-12.0,1.0,stop,0.63,-1.048,-0.533
