**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

side,entry_utc,exit_utc,entry_px,exit_px,pnl,duration_min,reason,p_at_entry,z_at_entry,slope_15m_at_entry
LONG,2026-02-12 17:52:00,2026-02-12 17:53:00,24874.5,24849.75,-49.5,1.0,stop,0.64,-2.189,-2.278
LONG,2026-02-12 18:23:00,2026-02-12 18:25:00,24849.75,24842.25,-15.0,2.0,stop,0.63,-1.719,-2.103
LONG,2026-02-12 18:55:00,2026-02-12 18:56:00,24928.5,24910.25,-36.5,1.0,stop,0.63,-1.334,-0.999
LONG,2026-02-12 19:26:00,2026-02-12 19:27:00,24894.75,24875.5,-38.5,1.0,stop,0.55,-1.145,-0.397
LONG,2026-02-12 20:30:00,2026-02-12 20:31:00,24809.0,24796.25,-25.5,1.0,stop,0.55,-1.286,-0.369
LONG,2026-02-12 21:01:00,2026-02-12 21:02:00,24763.75,24778.25,29.0,1.0,target,0.55,-1.187,-0.342
LONG,2026-02-12 23:39:00,2026-02-12 23:40:00,24759.0,24768.0,18.0,1.0,target,0.55,-1.009,-0.172
LONG,2026-02-13 00:47:00,2026-02-13 00:48:00,24717.75,24728.5,21.5,1.0,target,0.55,-1.013,-0.338
LONG,2026-02-13 05:24:00,2026-02-13 05:26:00,24720.25,24713.75,-13.0,2.0,stop,0.55,-1.052,-0.383
LONG,2026-02-13 05:56:00,2026-02-13 05:59:00,24718.5,24711.75,-13.5,3.0,stop,0.63,-1.091,-0.522
LONG,2026-02-13 06:29:00,2026-02-13 06:30:00,24686.25,24671.25,-30.0,1.0,stop,0.55,-1.498,-0.465
LONG,2026-02-13 08:17:00,2026-02-13 08:21:00,24683.75,24702.75,38.0,4.0,target,0.55,-1.02,-0.106
LONG,2026-02-13 11:15:00,2026-02-13 11:16:00,24665.0,24678.75,27.5,1.0,target,0.55,-1.451,-0.328
LONG,2026-02-13 11:47:00,2026-02-13 11:48:00,24681.0,24671.5,-19.0,1.0,stop,0.55,-1.026,-0.418
LONG,2026-02-13 13:08:00,2026-02-13 13:09:00,24657.25,24646.75,-21.0,1.0,stop,0.55,-1.034,-0.439
SHORT,2026-02-13 15:11:00,2026-02-13 15:12:00,24825.25,24794.0,62.5,1.0,target,0.55,1.034,-0.121
LONG,2026-02-16 14:12:00,2026-02-16 14:13:00,24802.25,24795.5,-13.5,1.0,stop,0.55,-1.089,-0.19
LONG,2026-02-16 14:43:00,2026-02-16 14:45:00,24724.25,24704.75,-39.0,2.0,stop,0.71,-3.85,-0.585
LONG,2026-02-16 15:15:00,2026-02-16 15:16:00,24760.75,24769.5,17.5,1.0,target,0.63,-1.231,-0.564
LONG,2026-02-16 15:46:00,2026-02-16 15:47:00,24692.0,24711.0,38.0,1.0,target,0.64,-2.618,-0.939
LONG,2026-02-16 16:17:00,2026-02-16 16:18:00,24725.0,24713.5,-23.0,1.0,stop,0.63,-1.326,-0.603
LONG,2026-02-16 16:48:00,2026-02-16 16:50:00,24719.0,24729.0,20.0,2.0,target,0.63,-1.418,-0.882
LONG,2026-02-16 17:20:00,2026-02-16 17:22:00,24721.5,24727.25,11.5,2.0,target,0.55,-1.01,-0.332
LONG,2026-02-17 02:00:00,2026-02-17 02:01:00,24669.5,24678.25,17.5,1.0,target,0.55,-1.125,-0.439
LONG,2026-02-17 02:31:00,2026-02-17 02:34:00,24674.5,24664.25,-20.5,3.0,stop,0.63,-1.068,-0.572
LONG,2026-02-17 03:04:00,2026-02-17 03:05:00,24624.0,24608.75,-30.5,1.0,stop,0.63,-1.374,-0.864
LONG,2026-02-17 03:35:00,2026-02-17 03:37:00,24588.75,24599.25,21.0,2.0,target,0.63,-1.775,-1.124
LONG,2026-02-17 04:07:00,2026-02-17 04:08:00,24607.25,24615.25,16.0,1.0,target,0.63,-1.232,-0.99
LONG,2026-02-17 04:38:00,2026-02-17 04:45:00,24606.25,24611.5,10.5,7.0,target,0.63,-1.243,-0.886
LONG,2026-02-17 05:15:00,2026-02-17 05:18:00,24601.5,24596.25,-10.5,3.0,stop,0.55,-1.091,-0.382
LONG,2026-02-17 05:50:00,2026-02-17 05:51:00,24607.5,24594.5,-26.0,1.0,stop,0.55,-1.025,-0.424
LONG,2026-02-17 13:04:00,2026-02-17 13:06:00,24565.75,24549.5,-32.5,2.0,stop,0.63,-1.057,-0.561
LONG,2026-02-17 14:59:00,2026-02-17 15:00:00,24484.75,24499.5,29.5,1.0,target,0.55,-3.19,0.49
LONG,2026-02-17 15:30:00,2026-02-17 15:32:00,24506.75,24483.25,-47.0,2.0,stop,0.63,-1.557,-0.511
SHORT,2026-02-18 14:58:00,2026-02-18 14:59:00,24946.25,24940.5,11.5,1.0,target,0.55,1.061,-0.247
LONG,2026-02-19 09:42:00,2026-02-19 09:43:00,24905.25,24898.5,-13.5,1.0,stop,0.55,-1.037,-0.353
LONG,2026-02-19 10:13:00,2026-02-19 10:15:00,24838.5,24854.5,32.0,2.0,target,0.64,-2.717,-0.699
LONG,2026-02-19 10:45:00,2026-02-19 10:47:00,24858.0,24868.0,20.0,2.0,target,0.64,-2.214,-0.96
LONG,2026-02-19 11:17:00,2026-02-19 11:20:00,24857.25,24868.75,23.0,3.0,target,0.63,-1.51,-0.889
LONG,2026-02-19 11:50:00,2026-02-19 11:51:00,24852.75,24844.5,-16.5,1.0,stop,0.63,-1.597,-0.785
LONG,2026-02-19 12:21:00,2026-02-19 12:23:00,24860.5,24865.75,10.5,2.0,target,0.63,-1.121,-0.599
LONG,2026-02-19 13:06:00,2026-02-19 13:07:00,24849.0,24855.0,12.0,1.0,target,0.55,-1.025,-0.136
LONG,2026-02-19 14:35:00,2026-02-19 14:36:00,24806.5,24794.5,-24.0,1.0,stop,0.55,-1.322,-0.225
LONG,2026-02-19 18:20:00,2026-02-19 18:21:00,24767.5,24758.25,-18.5,1.0,stop,0.55,-1.034,-0.253
LONG,2026-02-19 19:47:00,2026-02-19 19:48:00,24753.25,24767.75,29.0,1.0,target,0.55,-1.052,-0.383
LONG,2026-02-20 11:04:00,2026-02-20 11:05:00,24851.75,24857.75,12.0,1.0,target,0.55,-1.345,-0.104
LONG,2026-02-20 11:41:00,2026-02-20 11:42:00,24857.25,24865.25,16.0,1.0,target,0.55,-1.156,-0.282
LONG,2026-02-20 12:12:00,2026-02-20 12:14:00,24834.25,24840.0,11.5,2.0,target,0.63,-1.727,-0.601
LONG,2026-02-20 12:44:00,2026-02-20 12:45:00,24804.25,24796.75,-15.0,1.0,stop,0.64,-2.66,-0.929
LONG,2026-02-20 13:15:00,2026-02-20 13:17:00,24832.25,24841.5,18.5,2.0,target,0.63,-1.223,-0.653
LONG,2026-02-20 13:47:00,2026-02-20 13:50:00,24731.75,24742.0,20.5,3.0,target,0.71,-3.588,-1.0
LONG,2026-02-20 14:20:00,2026-02-20 14:21:00,24702.25,24707.25,10.0,1.0,target,0.64,-2.66,-0.725
SHORT,2026-02-20 19:00:00,2026-02-20 19:01:00,25105.25,25113.75,-17.0,1.0,stop,0.55,1.074,-0.114
LONG,2026-02-23 04:23:00,2026-02-23 04:27:00,24826.25,24831.5,10.5,4.0,target,0.55,-1.01,-0.121
LONG,2026-02-23 15:52:00,2026-02-23 15:53:00,24779.0,24796.5,35.0,1.0,target,0.63,-1.928,-0.517
LONG,2026-02-23 16:23:00,2026-02-23 16:24:00,24729.25,24723.75,-11.0,1.0,stop,0.64,-2.289,-1.304
LONG,2026-02-23 16:54:00,2026-02-23 16:57:00,24749.25,24738.5,-21.5,3.0,stop,0.63,-1.943,-1.025
LONG,2026-02-23 17:27:00,2026-02-23 17:29:00,24749.75,24743.0,-13.5,2.0,stop,0.63,-1.251,-1.264
LONG,2026-02-23 17:59:00,2026-02-23 18:00:00,24744.5,24755.0,21.0,1.0,target,0.63,-1.317,-1.003
LONG,2026-02-23 18:55:00,2026-02-23 18:56:00,24741.75,24736.5,-10.5,1.0,stop,0.55,-1.037,-0.244
LONG,2026-02-23 19:30:00,2026-02-23 19:31:00,24723.25,24717.0,-12.5,1.0,stop,0.55,-1.065,-0.351
LONG,2026-02-23 20:01:00,2026-02-23 20:02:00,24698.5,24690.5,-16.0,1.0,stop,0.55,-1.08,-0.24
LONG,2026-02-24 14:33:00,2026-02-24 14:34:00,24721.75,24739.0,34.5,1.0,target,0.55,-3.274,-0.099
LONG,2026-02-26 14:30:00,2026-02-26 14:31:00,25293.75,25323.0,58.5,1.0,target,0.55,-1.028,-0.122
LONG,2026-02-26 15:01:00,2026-02-26 15:02:00,25144.25,25158.0,27.5,1.0,target,0.71,-3.432,-0.94
LONG,2026-02-26 15:32:00,2026-02-26 15:33:00,24899.0,24904.25,10.5,1.0,target,0.71,-8.365,-2.519
LONG,2026-02-26 16:03:00,2026-02-26 16:04:00,25008.0,25024.25,32.5,1.0,target,0.63,-1.931,-2.076
LONG,2026-02-26 16:34:00,2026-02-26 16:35:00,25065.0,25057.75,-14.5,1.0,stop,0.63,-1.525,-1.883
LONG,2026-02-26 17:05:00,2026-02-26 17:06:00,24996.25,24990.0,-12.5,1.0,stop,0.63,-1.511,-2.335
LONG,2026-02-26 17:36:00,2026-02-26 17:37:00,24959.25,24946.5,-25.5,1.0,stop,0.63,-1.73,-2.079
LONG,2026-02-26 18:07:00,2026-02-26 18:08:00,24907.0,24901.5,-11.0,1.0,stop,0.63,-1.612,-1.432
LONG,2026-02-27 11:37:00,2026-02-27 11:41:00,24963.5,24954.5,-18.0,4.0,stop,0.55,-1.079,-0.364
LONG,2026-02-27 12:11:00,2026-02-27 12:12:00,24955.25,24971.0,31.5,1.0,target,0.63,-1.138,-0.638
LONG,2026-02-27 12:42:00,2026-02-27 12:44:00,24940.75,24928.25,-25.0,2.0,stop,0.63,-1.562,-0.576
LONG,2026-02-27 13:14:00,2026-02-27 13:18:00,24911.0,24893.5,-35.0,4.0,stop,0.63,-1.819,-0.607
LONG,2026-02-27 13:48:00,2026-02-27 13:49:00,24848.5,24858.75,20.5,1.0,target,0.71,-3.271,-1.081
LONG,2026-02-27 14:19:00,2026-02-27 14:20:00,24820.25,24825.25,10.0,1.0,target,0.64,-2.184,-0.828
LONG,2026-02-27 14:52:00,2026-02-27 14:53:00,24895.75,24889.0,-13.5,1.0,stop,0.63,-1.117,-0.528
