tf,X,Y,Z,r_min,r_max,lift,sign_flip
5s,z_se_w,hurst_w,vol_velocity_w,-0.00943402524339618,0.008615294445714877,0.018049319689111058,False
1m,body,hurst_w,vwap_w,-0.0076974175053995475,0.009882561301551738,0.017579978806951287,False
1m,hurst_w,reversion_prob_w,vwap_w,0.06865521581664528,0.08616125779852692,0.01750604198188163,False
1m,vwap_w,vol_mean_w,reversion_prob_w,-0.19178240810918593,-0.17431664424141202,0.017465763867773904,False
5m,vwap_w,z_se_w,vol_velocity_w,-0.016222181078930455,0.0012413189038688744,0.01746349998279933,False
5m,vwap_w,vol_mean_w,z_se_w,-0.2050311380268527,-0.18771421140644992,0.017316926620402767,False
1m,vwap_w,z_se_w,hurst_w,-0.01064510768583108,0.006670719620689487,0.017315827306520568,False
5s,vwap_w,z_se_w,bar_range,-0.013106491562805423,0.003991993579603921,0.017098485142409345,False
5m,body,hurst_w,vol_mean_w,-0.0056310395914865325,0.011451535564037807,0.01708257515552434,False
15m,body,vwap_w,vol_mean_w,-0.010808933766280341,0.0062311032235063705,0.017040036989786712,False
5s,vwap_w,vol_mean_w,body,-0.04111132034537403,-0.02435653242550634,0.01675478791986769,False
1m,hurst_w,reversion_prob_w,vol_velocity_w,0.06517841590175903,0.08180907758535665,0.016630661683597614,False
5m,vwap_w,z_se_w,bar_range,-0.018340663777865883,-0.0018445563398679446,0.01649610743799794,False
5s,vwap_w,vol_mean_w,hurst_w,-0.09502797249794609,-0.0785388571732238,0.01648911532472229,False
5s,vol_mean_w,z_se_w,bar_range,-0.005317515741761496,0.010981955279327212,0.01629947102108871,False
5s,vwap_w,vol_mean_w,z_se_w,-0.09170278823032248,-0.07583846323134874,0.015864324998973736,False
1m,body,vwap_w,vol_mean_w,-0.007691572698737309,0.007645403772129753,0.015336976470867063,False
5s,bar_range,z_se_w,vol_velocity_w,-0.016073978710651932,-0.00076211475681475,0.015311863953837183,False
5m,vwap_w,reversion_prob_w,hurst_w,-0.005136907148932116,0.009799470415114354,0.01493637756404647,False
5m,vol_mean_w,hurst_w,vol_velocity_w,0.03523622977833334,0.05007320671851843,0.014836976940185084,False
1h,z_se_w,hurst_w,reversion_prob_w,-0.031740671852539315,-0.017374800599957056,0.01436587125258226,False
5s,body,hurst_w,bar_range,-0.01325041438345041,0.0008880500435495404,0.014138464426999951,False
1m,body,vol_velocity_w,vol_mean_w,-0.03124069869319775,-0.01711399463100485,0.0141267040621929,False
5s,vol_mean_w,reversion_prob_w,vwap_w,-0.021475803222212153,-0.007542500857166863,0.01393330236504529,False
5s,bar_range,z_se_w,hurst_w,-0.0164974359766838,-0.002726810925523192,0.013770625051160609,False
1m,z_se_w,hurst_w,vwap_w,-0.013098023766828979,-0.0009495992546505868,0.012148424512178391,False
5s,z_se_w,hurst_w,reversion_prob_w,-0.007128334721828798,0.005007789335090242,0.01213612405691904,False
5m,vol_mean_w,z_se_w,vwap_w,0.003118535022810741,0.014744949586010097,0.011626414563199355,False
5s,vol_mean_w,hurst_w,body,0.04182994954709448,0.052561380025523886,0.010731430478429407,False
1m,vol_mean_w,reversion_prob_w,vwap_w,0.0026903155934612935,0.01320418991506927,0.010513874321607976,False
5m,z_se_w,hurst_w,reversion_prob_w,-0.0017839920465650663,0.008724901036816538,0.010508893083381604,False
1m,body,hurst_w,vol_velocity_w,0.00017389335253306749,0.010085720551951031,0.009911827199417963,False
5m,bar_range,vwap_w,hurst_w,-0.40489376857611703,-0.3950102966602029,0.009883471915914155,False
1m,vwap_w,reversion_prob_w,z_se_w,-0.0030328591007679415,0.006847254245865086,0.009880113346633027,False
5m,vol_mean_w,z_se_w,reversion_prob_w,0.006665727846596286,0.01612754478845,0.009461816941853714,False
5s,bar_range,hurst_w,body,0.046397525006444,0.055471204658257105,0.009073679651813105,False
5m,body,hurst_w,bar_range,-0.00032598271697634385,0.007150151134399304,0.007476133851375647,False
5s,vol_mean_w,z_se_w,vol_velocity_w,-0.005228774483554333,0.0022340166299005602,0.007462791113454893,False
5s,vol_velocity_w,reversion_prob_w,hurst_w,-0.07227700207705375,-0.0666317593611285,0.005645242715925244,False
