actual_pnl,actual_held,direction,same_early_best,same_early_bar,same_at_exit,same_ext_best,same_ext_bar,same_best,same_best_bar,counter_early_best,counter_early_bar,counter_at_exit,counter_ext_best,counter_ext_bar,counter_best,counter_best_bar,best_action,best_pnl,regret,early_entry_gain,best_early_bars_before,best_early_same_peak,best_early_counter_peak,trade_id,day,entry_tier
202.0,1,short,0.0,0,202.0,1236.0,17,1236.0,17,0.0,0,-202.0,0.0,0,0.0,0,same_extended,1236.0,1034.0,3022.0,39,0.0,3224.0,10,2025_04_07,FREIGHT_TRAIN
351.0,7,short,385.5,6,351.0,740.0,15,740.0,15,164.0,3,-351.0,481.0,236,481.0,236,same_extended,740.0,389.0,2873.0,41,0.0,3224.0,11,2025_04_07,FREIGHT_TRAIN
-382.5,2,long,31.0,1,-382.5,437.0,227,437.0,227,527.0,3,382.5,784.0,6,784.0,6,counter_extended,784.0,1166.5,3224.0,50,3224.0,0.0,12,2025_04_07,FREIGHT_TRAIN
38.0,1,short,0.0,0,38.0,257.0,3,257.0,3,0.0,0,-38.0,964.0,224,964.0,224,counter_extended,964.0,926.0,3186.0,53,0.0,3224.0,13,2025_04_07,FREIGHT_TRAIN
149.0,1,long,0.0,0,149.0,853.0,216,853.0,216,0.0,0,-149.0,359.0,43,359.0,43,same_extended,853.0,704.0,3075.0,61,3224.0,0.0,14,2025_04_07,FREIGHT_TRAIN
-92.5,1,long,0.0,0,-92.5,405.5,208,405.5,208,92.5,1,92.5,806.5,35,806.5,35,counter_extended,806.5,899.0,3224.0,69,3224.0,0.0,15,2025_04_07,FREIGHT_TRAIN
-172.5,1,long,0.0,0,-172.5,167.0,204,167.0,204,172.5,1,172.5,1045.0,31,1045.0,31,counter_extended,1045.0,1217.5,3224.0,73,3224.0,0.0,16,2025_04_07,FREIGHT_TRAIN
-161.0,1,short,0.0,0,-161.0,119.5,11,119.5,11,161.0,1,161.0,1092.5,184,1092.5,184,counter_extended,1092.5,1253.5,3224.0,93,0.0,3224.0,17,2025_04_07,FREIGHT_TRAIN
78.5,1,short,0.0,0,78.5,207.5,4,207.5,4,0.0,0,-78.5,1004.5,177,1004.5,177,counter_extended,1004.5,926.0,3145.5,100,0.0,3224.0,18,2025_04_07,FREIGHT_TRAIN
-43.5,1,long,0.0,0,-43.5,-43.5,1,0.0,0,104.5,3,43.5,1416.5,237,1416.5,237,counter_extended,1416.5,1460.0,1957.0,118,0.0,1957.0,19,2025_04_08,FREIGHT_TRAIN
62.5,1,long,0.0,0,62.5,353.5,16,353.5,16,0.0,0,-62.5,492.0,157,492.0,157,counter_extended,492.0,429.5,1526.5,114,0.0,1589.0,20,2025_04_08,FREIGHT_TRAIN
83.0,1,long,0.0,0,83.0,3653.5,353,3653.5,353,0.0,0,-83.0,417.0,80,417.0,80,same_extended,3653.5,3570.5,4258.5,62,4341.5,0.0,21,2025_04_09,FREIGHT_TRAIN
98.0,1,long,0.0,0,98.0,3471.0,297,3471.0,297,40.0,3,-98.0,266.0,15,266.0,15,same_extended,3471.0,3373.0,4098.5,120,4196.5,0.0,22,2025_04_09,FREIGHT_TRAIN
-837.0,4,short,0.0,0,-837.0,-837.0,4,0.0,0,624.5,3,837.0,2860.0,281,2860.0,281,counter_extended,2860.0,3697.0,4175.0,78,0.0,4175.0,23,2025_04_09,FREIGHT_TRAIN
-113.0,1,short,0.0,0,-113.0,-113.0,1,0.0,0,499.0,3,113.0,1965.0,271,1965.0,271,counter_extended,1965.0,2078.0,4175.0,88,0.0,4175.0,24,2025_04_09,FREIGHT_TRAIN
-15.0,1,long,0.0,0,-15.0,1466.0,268,1466.0,268,15.0,1,15.0,259.0,12,259.0,12,same_extended,1466.0,1481.0,4175.0,91,4175.0,0.0,25,2025_04_09,FREIGHT_TRAIN
-119.0,5,long,157.5,1,-119.0,1407.5,264,1407.5,264,244.0,3,119.0,317.5,8,317.5,8,same_extended,1407.5,1526.5,4175.0,95,4175.0,0.0,26,2025_04_09,FREIGHT_TRAIN
132.0,1,long,0.0,0,132.0,1402.5,253,1402.5,253,52.5,3,-132.0,52.5,3,52.5,3,same_extended,1402.5,1270.5,4043.0,106,4175.0,0.0,27,2025_04_09,FREIGHT_TRAIN
80.5,1,short,0.0,0,80.5,356.5,17,356.5,17,0.0,0,-80.5,924.5,197,924.5,197,counter_extended,924.5,844.0,3740.0,118,0.0,3820.5,28,2025_04_09,FREIGHT_TRAIN
-91.0,1,long,0.0,0,-91.0,-30.5,2,0.0,0,111.0,3,91.0,2035.5,236,2035.5,236,counter_extended,2035.5,2126.5,2076.0,111,0.0,2076.0,29,2025_04_10,FREIGHT_TRAIN
-91.5,2,long,41.0,1,-91.5,652.0,88,652.0,88,91.5,2,91.5,509.0,18,509.0,18,same_extended,652.0,743.5,1429.0,114,0.0,1429.0,30,2025_04_10,FREIGHT_TRAIN
30.5,1,long,0.0,0,30.5,283.0,114,283.0,114,0.0,0,-30.5,238.5,182,238.5,182,same_extended,283.0,252.5,775.5,80,0.0,806.0,31,2025_04_10,FREIGHT_TRAIN
58.0,1,long,0.0,0,58.0,156.0,33,156.0,33,23.0,3,-58.0,445.5,128,445.5,128,counter_extended,445.5,387.5,689.5,31,747.5,0.0,32,2025_11_21,FREIGHT_TRAIN
-52.0,2,long,0.0,0,-52.0,264.5,60,264.5,60,212.5,3,52.0,270.5,14,270.5,14,counter_extended,270.5,322.5,861.5,42,861.5,0.0,33,2026_02_20,FREIGHT_TRAIN
