day,ts,i,trigger_i,trigger_ts,shelf_px,poke_px,dwell_frac,bounce_pt,day_class,mod,outcome,resolve_min
2024_06_13,1718302020,1207,1206,1718301960,19563.0,19563.5,0.08333333333333333,22.25,other,847.0,HOLD,1
2024_06_17,1718650800,1260,1259,1718650740,20235.0,20225.0,0.08333333333333333,11.75,other,900.0,CRACK,4
2024_06_26,1719426780,1233,1232,1719426720,19969.0,19966.0,0.13333333333333333,8.25,other,873.0,CRACK,6
2024_06_28,1719582720,952,951,1719582660,20127.0,20126.25,0.08333333333333333,9.25,other,592.0,HOLD,6
2024_07_08,1720458180,1143,1142,1720458120,20627.0,20625.75,0.08333333333333333,6.5,other,783.0,HOLD,7
2024_07_10,1720627080,1078,1077,1720627020,20759.0,20763.5,0.08333333333333333,5.25,other,718.0,HOLD,17
2024_07_16,1721138580,963,962,1721138520,20633.0,20528.0,0.13333333333333333,17.25,other,603.0,CRACK,2
2024_07_23,1721762280,1278,1277,1721762220,19971.0,19967.5,0.08333333333333333,8.25,other,918.0,HOLD,3
2024_08_16,1723824480,1088,1087,1723824420,19573.0,19572.75,0.08333333333333333,13.75,other,728.0,HOLD,1
2024_08_26,1724679360,936,935,1724679300,19775.0,19765.5,0.13333333333333333,20.0,other,576.0,HOLD,1
2024_09_05,1725556800,1160,1159,1725556740,18939.0,18921.25,0.09166666666666666,8.5,other,800.0,CRACK,6
2024_09_17,1726583700,995,994,1726583640,19783.0,19770.0,0.08333333333333333,15.5,other,635.0,CRACK,1
2024_09_23,1727116320,1232,1231,1727116260,20071.0,20066.0,0.10833333333333334,5.75,other,872.0,HOLD,25
2024_09_26,1727371980,1173,1172,1727371920,20253.0,20252.5,0.10833333333333334,10.0,other,813.0,HOLD,4
2024_10_08,1728405000,1110,1109,1728404940,20233.0,20230.5,0.08333333333333333,10.5,other,750.0,HOLD,7
2024_10_10,1728587580,1273,1272,1728587520,20403.0,20392.5,0.08333333333333333,10.0,other,913.0,HOLD,4
2024_10_17,1729172040,934,933,1729171980,20531.0,20472.0,0.08333333333333333,37.5,other,574.0,CRACK,1
2024_10_22,1729625220,1287,1286,1729625160,20543.0,20538.5,0.08333333333333333,5.5,other,927.0,HOLD,3
2024_10_29,1730226240,1224,1223,1730226180,20677.0,20680.25,0.11666666666666667,14.25,flushV,864.0,HOLD,5
2024_11_05,1730838600,1290,1289,1730838540,20321.0,20318.75,0.10833333333333334,13.25,other,930.0,HOLD,1
2024_11_08,1731094920,1242,1241,1731094860,21253.0,21256.0,0.10833333333333334,7.75,other,882.0,CRACK,4
2024_11_13,1731526860,1241,1240,1731526800,21229.0,21173.0,0.11666666666666667,12.75,other,881.0,HOLD,1
2024_11_22,1732287960,966,965,1732287900,20791.0,20794.25,0.08333333333333333,31.5,other,606.0,HOLD,1
2024_11_26,1732645080,1158,1157,1732645020,20961.0,20948.0,0.08333333333333333,8.0,other,798.0,HOLD,5
2024_12_05,1733427720,1242,1241,1733427660,21499.0,21488.0,0.08333333333333333,10.5,other,882.0,CRACK,6
2024_12_10,1733855940,1179,1178,1733855880,21471.0,21471.75,0.10833333333333334,5.0,other,819.0,CRACK,5
2024_12_13,1734112320,1132,1131,1734112260,21721.0,21689.25,0.08333333333333333,27.0,other,772.0,HOLD,1
2024_12_26,1735241280,1228,1227,1735241220,22009.0,22007.0,0.09166666666666666,7.25,other,868.0,CRACK,7
2025_01_13,1736797860,1191,1190,1736797800,20877.0,20872.25,0.08333333333333333,20.75,flushV,891.0,HOLD,4
2025_01_21,1737488040,1174,1173,1737487980,21753.0,21718.75,0.09166666666666666,5.75,flushV,874.0,CRACK,4
2025_01_24,1737729120,872,871,1737729060,22027.0,22009.25,0.10833333333333334,17.75,other,572.0,HOLD,1
2025_02_06,1738866840,1114,1112,1738866720,21827.0,21830.5,0.08333333333333333,5.0,other,814.0,CRACK,2
2025_02_14,1739555640,1074,1073,1739555580,22135.0,22139.75,0.08333333333333333,15.25,other,774.0,HOLD,1
2025_02_18,1739901060,1071,1070,1739901000,22185.0,22182.75,0.10833333333333334,20.5,flushV,771.0,HOLD,1
2025_02_24,1740407460,871,870,1740407400,21771.0,21732.0,0.1,30.75,other,571.0,HOLD,1
2025_03_18,1742321520,1092,1091,1742321460,19523.0,19461.0,0.09166666666666666,11.0,other,852.0,CRACK,2
2025_04_15,1744743300,1135,1134,1744743240,18965.0,18963.0,0.08333333333333333,16.0,other,895.0,HOLD,1
2025_05_06,1746547680,968,967,1746547620,19901.0,19892.25,0.08333333333333333,17.0,other,728.0,CRACK,1
2025_05_16,1747414800,1020,1019,1747414740,21435.0,21419.0,0.08333333333333333,8.75,flushV,780.0,HOLD,3
2025_05_28,1748440980,843,842,1748440920,21511.0,21464.75,0.10833333333333334,18.0,other,603.0,HOLD,1
2025_06_06,1749221820,897,896,1749221760,21829.0,21810.5,0.08333333333333333,15.25,other,657.0,HOLD,1
2025_06_11,1749662640,1044,1043,1749662580,22005.0,22003.0,0.08333333333333333,7.0,flushV,804.0,CRACK,9
2025_06_18,1750255380,843,842,1750255320,21779.0,21757.0,0.13333333333333333,47.0,flushV,603.0,HOLD,1
2025_07_07,1751898900,875,874,1751898840,22943.0,22916.75,0.1,11.0,other,635.0,HOLD,1
2025_07_10,1752166920,1022,1021,1752166860,22999.0,22998.0,0.08333333333333333,9.25,other,782.0,CRACK,13
2025_07_14,1752519600,1140,1136,1752519360,23049.0,23049.5,0.15,6.25,flushV,900.0,CRACK,8
2025_07_22,1753191060,811,810,1753191000,23335.0,23292.5,0.13333333333333333,32.75,other,571.0,CRACK,1
2025_07_24,1753363860,811,810,1753363800,23357.0,23348.5,0.10833333333333334,45.75,other,571.0,HOLD,1
2025_07_29,1753815720,1142,1140,1753815600,23491.0,23475.75,0.10833333333333334,7.5,other,902.0,CRACK,9
2025_08_06,1754502960,1076,1075,1754502900,23371.0,23363.5,0.15,6.75,other,836.0,HOLD,4
2025_08_15,1755264660,811,810,1755264600,23907.0,23850.0,0.15833333333333333,32.5,other,571.0,HOLD,1
2025_08_18,1755537780,1043,1042,1755537720,23751.0,23753.0,0.1,8.0,other,803.0,HOLD,2
2025_08_28,1756389780,843,842,1756389720,23641.0,23613.0,0.10833333333333334,21.25,other,603.0,HOLD,1
2025_08_28,1756408200,1150,1148,1756408080,23781.0,23785.0,0.09166666666666666,6.25,other,910.0,CRACK,6
2025_09_05,1757098260,1131,1130,1757098200,23649.0,23641.75,0.08333333333333333,8.0,other,891.0,CRACK,2
2025_09_11,1757613900,1085,1081,1757613660,24025.0,24023.25,0.09166666666666666,9.5,flushV,845.0,CRACK,15
2025_09_16,1758033840,884,883,1758033780,24295.0,24288.25,0.08333333333333333,6.25,other,644.0,HOLD,9
2025_10_01,1759337820,1017,1016,1759337760,24943.0,24940.0,0.10833333333333334,9.5,other,777.0,HOLD,2
2025_10_07,1759848060,881,880,1759848000,25237.0,25194.0,0.09166666666666666,17.5,other,641.0,CRACK,2
2025_10_15,1760535060,811,810,1760535000,25005.0,24959.0,0.10833333333333334,27.25,other,571.0,HOLD,1
2025_10_21,1761074760,1166,1164,1761074640,25311.0,25313.75,0.125,5.75,flushV,926.0,CRACK,1
2025_10_24,1761329760,1096,1095,1761329700,25551.0,25540.0,0.14166666666666666,6.5,other,856.0,HOLD,19
2025_10_29,1761756060,1001,1000,1761756000,26247.0,26246.25,0.08333333333333333,10.0,other,761.0,HOLD,4
2025_11_26,1764169920,912,911,1764169860,25193.0,25176.0,0.08333333333333333,29.25,other,612.0,HOLD,1
2025_12_01,1764613680,1108,1107,1764613620,25469.0,25463.25,0.08333333333333333,5.25,other,808.0,HOLD,18
2025_12_04,1764875280,1148,1147,1764875220,25611.0,25592.75,0.10833333333333334,6.5,other,848.0,CRACK,5
2025_12_15,1765809240,874,873,1765809180,25353.0,25314.5,0.18333333333333332,29.0,other,574.0,HOLD,1
2026_01_12,1768249020,1217,1215,1768248900,25991.0,25993.75,0.09166666666666666,7.5,other,917.0,CRACK,4
2026_01_27,1769540640,1144,1143,1769540580,26075.0,26076.75,0.09166666666666666,5.75,flushV,844.0,HOLD,13
2026_02_16,1771262580,1043,1042,1771262520,24721.0,24719.25,0.08333333333333333,8.25,flushV,743.0,HOLD,4
2026_03_17,1773766260,1011,1010,1773766200,24795.0,24792.0,0.08333333333333333,11.0,other,771.0,CRACK,1
