day,ts,i,chain_n,step_high,step_low,step_depth,chain_head_high,chain_descent,defense_pt,defense_lag_s,mod,race,resolve_s,defense_hold,sym_race,sym_resolve_s,net_30m
2024_05_21,1716299720,9635,1,18719.25,18711.0,8.25,18719.25,8.25,2.25,0,595.3333333333334,NEW_LOW,90,False,AGAINST,545,14.5
2024_05_30,1717083335,12470,1,18692.25,18681.5,10.75,18692.25,10.75,4.0,5,695.5833333333334,NEW_LOW,40,False,AGAINST,385,8.0
2024_06_07,1717768495,10240,2,19063.25,19052.75,10.5,19061.75,9.0,2.5,5,594.9166666666666,NEW_LOW,10,False,CONT,20,-16.0
2024_06_20,1718900050,12291,3,20166.0,20156.25,9.75,20174.75,18.5,2.25,5,734.1666666666666,NEW_LOW,75,False,CONT,260,-90.25
2024_06_26,1719423460,13607,2,19965.5,19953.25,12.25,19969.5,16.25,2.25,0,817.6666666666666,NEW_LOW,5,False,AGAINST,40,7.25
2024_07_03,1720017090,11032,1,20267.5,20256.5,11.0,20267.5,11.0,5.5,5,631.5,STAIR_BREAK,50,True,AGAINST,355,55.25
2024_07_17,1721224825,11099,5,20209.0,20184.5,24.5,20248.5,64.0,8.5,0,600.4166666666666,NEW_LOW,10,False,CONT,25,-49.0
2024_07_18,1721321025,13151,1,19901.25,19889.5,11.75,19901.25,11.75,4.5,5,763.75,NEW_LOW,50,False,CONT,225,18.75
2024_07_29,1722260840,11109,2,19349.75,19336.5,13.25,19362.75,26.25,6.0,0,587.3333333333334,STAIR_BREAK,5,False,AGAINST,25,-69.25
2024_07_31,1722439235,12386,2,19485.5,19473.25,12.25,19487.75,14.5,2.5,0,680.5833333333334,NEW_LOW,130,False,CONT,170,3.0
2024_08_05,1722867220,11678,1,17943.0,17922.0,21.0,17943.0,21.0,5.25,0,613.6666666666666,NEW_LOW,10,False,CONT,10,50.75
2024_08_13,1723557175,11051,1,18907.0,18897.0,10.0,18907.0,10.0,2.5,0,592.9166666666666,NEW_LOW,5,False,CONT,15,-16.5
2024_08_23,1724438585,14509,1,19760.25,19749.75,10.5,19760.25,10.5,2.25,5,883.0833333333334,STAIR_BREAK,85,True,AGAINST,195,6.25
2024_08_28,1724863180,12955,2,19429.25,19418.0,11.25,19431.75,13.75,2.0,5,759.6666666666666,STAIR_BREAK,25,True,AGAINST,170,41.75
2024_08_30,1725027400,11344,1,19580.25,19560.5,19.75,19580.25,19.75,4.0,0,616.6666666666666,STAIR_BREAK,40,False,AGAINST,25,-9.25
2024_09_12,1726165885,14487,1,19478.5,19466.0,12.5,19478.5,12.5,2.5,0,871.4166666666666,NEW_LOW,5,False,CONT,5,-23.75
2024_09_19,1726758465,12183,1,20108.75,20095.25,13.5,20108.75,13.5,3.0,5,667.75,NEW_LOW,15,False,CONT,15,41.0
2024_09_26,1727361325,11737,12,20328.25,20317.0,11.25,20416.5,99.5,6.5,5,635.4166666666666,STAIR_BREAK,10,True,AGAINST,10,-60.5
2024_10_04,1728058240,12891,4,20103.25,20093.25,10.0,20145.75,52.5,6.25,5,730.6666666666666,STAIR_BREAK,30,False,AGAINST,40,60.25
2024_10_10,1728582340,13611,3,20460.5,20449.0,11.5,20472.75,23.75,3.25,10,825.6666666666666,NEW_LOW,20,False,CONT,105,-35.75
2024_10_24,1729796575,14803,3,20355.0,20346.25,8.75,20369.5,23.25,2.75,5,902.9166666666666,STAIR_BREAK,30,False,AGAINST,260,49.0
2024_11_01,1730485150,14391,1,20158.5,20147.5,11.0,20158.5,11.0,2.0,10,859.1666666666666,NEW_LOW,15,False,CONT,70,8.5
2024_11_08,1731076870,10898,3,21225.5,21216.0,9.5,21229.0,13.0,6.5,5,581.1666666666666,NEW_LOW,50,False,CONT,100,-52.25
2024_11_14,1731595070,10945,1,21174.0,21160.5,13.5,21174.0,13.5,2.5,0,577.8333333333334,NEW_LOW,10,False,CONT,30,-58.75
2024_11_27,1732719190,11214,5,20870.75,20855.25,15.5,20895.0,39.75,3.0,0,593.1666666666666,NEW_LOW,25,False,CONT,25,-66.0
2024_12_09,1733760930,11773,1,21475.25,21464.0,11.25,21475.25,11.25,3.0,0,675.5,NEW_LOW,30,False,AGAINST,120,35.25
2025_01_03,1735917710,9308,2,21281.0,21269.75,11.25,21323.5,53.75,3.25,5,621.8333333333334,NEW_LOW,10,False,AGAINST,45,92.0
2025_01_15,1736952825,8122,3,21321.25,21312.0,9.25,21344.5,32.5,5.5,5,593.75,STAIR_BREAK,10,False,AGAINST,15,77.25
2025_01_27,1738005505,13710,1,21194.0,21183.5,10.5,21194.0,10.5,3.25,5,858.4166666666666,NEW_LOW,5,False,AGAINST,70,-40.75
2025_02_03,1738596715,10783,2,21357.25,21339.75,17.5,21366.25,26.5,6.75,0,631.9166666666666,STAIR_BREAK,10,False,AGAINST,25,97.5
2025_02_07,1738954655,11449,7,21645.5,21635.0,10.5,21723.75,88.75,3.75,5,837.5833333333334,NEW_LOW,10,False,CONT,30,-57.25
2025_02_14,1739563235,12658,1,22180.75,22165.0,15.75,22180.75,15.75,2.5,0,900.5833333333334,NEW_LOW,55,False,AGAINST,815,17.5
2025_02_25,1740497860,10007,1,21114.25,21096.75,17.5,21114.25,17.5,2.5,0,637.6666666666666,NEW_LOW,15,False,AGAINST,50,-9.5
2025_03_03,1741017655,10767,1,20898.0,20886.0,12.0,20898.0,12.0,3.75,5,660.9166666666666,STAIR_BREAK,5,False,AGAINST,10,7.0
2025_03_05,1741187080,10074,1,20460.75,20440.75,20.0,20460.75,20.0,8.75,0,604.6666666666666,NEW_LOW,5,False,CONT,5,-78.25
2025_03_07,1741371900,11987,6,20059.5,20046.0,13.5,20122.0,76.0,4.0,0,805.0,STAIR_BREAK,15,False,AGAINST,35,116.5
2025_03_11,1741709610,11247,4,19366.75,19354.5,12.25,19399.5,45.0,3.25,0,733.5,NEW_LOW,5,False,CONT,15,37.5
2025_03_13,1741882260,11061,3,19336.25,19317.0,19.25,19352.25,35.25,2.0,0,731.0,NEW_LOW,5,False,CONT,20,57.75
2025_03_18,1742314935,9436,2,19512.25,19495.5,16.75,19526.5,31.0,3.0,0,742.25,STAIR_BREAK,160,True,AGAINST,15,-41.5
2025_04_01,1743523690,10713,3,19610.0,19598.75,11.25,19615.5,16.75,5.0,0,728.1666666666666,STAIR_BREAK,15,False,AGAINST,50,-74.75
2025_04_08,1744134360,12367,5,17683.0,17655.0,28.0,17760.25,105.25,2.5,0,826.0,NEW_LOW,5,False,CONT,10,-85.25
2025_04_09,1744226420,13817,1,19093.75,19069.75,24.0,19093.75,24.0,4.5,0,920.3333333333334,NEW_LOW,5,False,AGAINST,5,249.75
2025_04_16,1744829885,12924,6,18245.75,18225.25,20.5,18269.0,43.75,5.0,0,898.0833333333334,NEW_LOW,15,False,CONT,45,-100.25
2025_04_22,1745340685,11165,4,18458.25,18443.5,14.75,18505.25,61.75,2.0,5,771.4166666666666,NEW_LOW,10,False,CONT,35,-149.0
2025_04_25,1745593645,10229,1,19360.25,19347.0,13.25,19360.25,13.25,10.75,0,667.4166666666666,STAIR_BREAK,40,False,CONT,90,-23.5
2025_04_29,1745947365,11296,1,19573.5,19564.25,9.25,19573.5,9.25,3.25,5,802.75,NEW_LOW,10,False,CONT,60,79.5
2025_05_02,1746196850,9657,1,20169.0,20156.25,12.75,20169.0,12.75,4.25,0,640.8333333333334,NEW_LOW,15,False,CONT,30,-0.25
2025_05_07,1746625900,8945,1,19899.75,19884.75,15.0,19899.75,15.0,5.0,0,591.6666666666666,NEW_LOW,15,False,CONT,25,58.5
2025_05_22,1747922415,8607,1,21292.25,21279.25,13.0,21292.25,13.0,4.25,0,600.25,STAIR_BREAK,15,True,AGAINST,15,-56.25
2025_05_29,1748539215,11872,1,21436.0,21423.5,12.5,21436.0,12.5,3.0,0,800.25,STAIR_BREAK,60,True,AGAINST,85,-45.5
2025_06_11,1749648785,7973,4,21988.25,21967.5,20.75,22028.5,61.0,4.5,0,573.0833333333334,NEW_LOW,5,False,AGAINST,210,18.25
2025_06_17,1750177135,7804,3,21905.5,21895.0,10.5,21904.0,9.0,5.25,15,738.9166666666666,STAIR_BREAK,80,False,CONT,245,-43.75
2025_07_11,1752250640,10442,1,22992.5,22983.25,9.25,22992.5,9.25,2.25,5,737.3333333333334,NEW_LOW,45,False,CONT,130,-5.25
2025_07_24,1753375085,10016,3,23355.5,23344.75,10.75,23371.75,27.0,2.25,0,758.0833333333334,STAIR_BREAK,35,True,AGAINST,40,36.5
2025_08_05,1754402505,8214,3,23359.25,23334.5,24.75,23392.5,58.0,6.0,0,601.75,NEW_LOW,5,False,AGAINST,45,-81.5
2025_08_12,1755005440,7409,1,23746.5,23725.25,21.25,23746.5,21.25,3.75,0,570.6666666666666,STAIR_BREAK,45,False,AGAINST,40,-89.75
2025_08_29,1756479115,8771,5,23443.25,23429.0,14.25,23512.5,83.5,3.25,5,651.9166666666666,NEW_LOW,25,False,AGAINST,235,41.75
2025_09_03,1756923540,11809,2,23352.75,23339.75,13.0,23364.5,24.75,2.25,0,859.0,NEW_LOW,60,False,CONT,340,-3.25
2025_09_11,1757600180,8093,4,23964.75,23950.5,14.25,24002.5,52.0,7.0,0,616.3333333333334,STAIR_BREAK,50,False,AGAINST,50,49.25
2025_10_06,1759757915,7918,1,25190.25,25174.75,15.5,25190.25,15.5,5.5,5,578.5833333333334,NEW_LOW,25,False,CONT,30,-26.75
2025_10_10,1760115750,10501,3,24650.75,24636.25,14.5,24677.0,40.75,3.75,5,782.5,NEW_LOW,10,False,CONT,20,62.5
2025_10_14,1760454375,10529,1,24765.75,24751.75,14.0,24765.75,14.0,3.75,0,666.25,NEW_LOW,10,False,CONT,80,-6.0
2025_10_22,1761152815,10872,6,24964.75,24952.0,12.75,25028.0,76.0,3.25,5,786.9166666666666,NEW_LOW,15,False,AGAINST,70,-51.5
2025_10_29,1761761030,11866,4,26241.75,26228.0,13.75,26286.0,58.0,2.25,0,843.8333333333334,NEW_LOW,5,False,AGAINST,30,43.0
2025_11_07,1762526115,9832,3,25059.25,25041.75,17.5,25085.25,43.5,3.0,0,575.25,NEW_LOW,10,False,CONT,35,-92.25
2025_11_13,1763061825,12990,1,25083.0,25069.75,13.25,25083.0,13.25,6.5,0,863.75,NEW_LOW,15,False,CONT,25,-31.5
2025_11_17,1763409550,13708,1,24783.75,24763.75,20.0,24783.75,20.0,4.5,5,899.1666666666666,NEW_LOW,20,False,CONT,35,8.25
2025_11_19,1763570730,11475,2,24681.25,24666.0,15.25,24700.75,34.75,6.5,0,705.5,STAIR_BREAK,30,False,AGAINST,30,-60.0
2025_11_24,1764005115,11808,2,24883.0,24869.0,14.0,24890.25,21.25,3.5,0,745.25,STAIR_BREAK,45,True,AGAINST,110,48.25
2025_12_02,1764707160,13060,2,25635.25,25625.0,10.25,25636.25,11.25,7.75,0,926.0,STAIR_BREAK,15,True,AGAINST,300,-21.75
2025_12_08,1765220410,11504,6,25592.5,25578.0,14.5,25640.0,62.0,3.0,5,840.1666666666666,STAIR_BREAK,50,False,AGAINST,50,16.0
2025_12_17,1766001100,7412,1,24735.5,24725.5,10.0,24735.5,10.0,3.25,4,891.6666666666666,NEW_LOW,7,False,AGAINST,82,5.25
2026_01_02,1767383095,12314,2,25444.0,25432.5,11.5,25454.75,22.25,2.0,0,884.9166666666666,STAIR_BREAK,15,False,CONT,235,-13.5
2026_01_12,1768233415,10377,1,25913.75,25903.5,10.25,25913.75,10.25,2.0,5,656.9166666666666,NEW_LOW,10,False,AGAINST,125,31.25
2026_01_15,1768507585,13360,1,25770.25,25758.25,12.0,25770.25,12.0,2.25,5,906.4166666666666,NEW_LOW,50,False,CONT,215,-39.0
2026_01_21,1769017645,11902,1,25198.0,25184.75,13.25,25198.0,13.25,2.75,0,767.4166666666666,STAIR_BREAK,50,False,AGAINST,50,43.5
2026_01_29,1769702420,10317,4,25585.5,25571.75,13.75,25618.25,46.5,3.0,0,660.3333333333334,NEW_LOW,5,False,CONT,5,125.75
2026_01_30,1769793125,11811,2,25713.5,25702.0,11.5,25719.75,17.75,6.75,5,732.0833333333334,NEW_LOW,5,False,CONT,175,20.25
2026_02_04,1770221435,10426,1,25073.75,25061.75,12.0,25073.75,12.0,4.25,0,670.5833333333334,STAIR_BREAK,20,True,AGAINST,60,-48.25
2026_02_05,1770316950,12796,5,24717.0,24707.5,9.5,24769.25,61.75,8.75,5,822.5,STAIR_BREAK,5,False,CONT,235,81.25
2026_02_11,1770835410,13418,2,25271.0,25258.75,12.25,25285.5,26.75,3.0,5,823.5,NEW_LOW,45,False,AGAINST,90,51.75
2026_02_17,1771349130,12526,1,24708.0,24696.0,12.0,24708.0,12.0,5.75,5,745.5,STAIR_BREAK,15,True,AGAINST,20,-73.75
2026_02_20,1771600540,10873,1,24932.5,24913.5,19.0,24932.5,19.0,7.0,0,615.6666666666666,NEW_LOW,10,False,CONT,20,138.25
2026_02_23,1771872605,13523,1,24800.75,24788.75,12.0,24800.75,12.0,4.0,5,830.0833333333334,NEW_LOW,35,False,CONT,85,-64.75
2026_03_04,1772635185,10557,1,24905.5,24883.75,21.75,24905.5,21.75,4.75,5,579.75,NEW_LOW,10,False,CONT,15,112.25
2026_03_06,1772815100,11963,2,24859.75,24849.25,10.5,24860.5,11.25,9.0,0,698.3333333333334,STAIR_BREAK,5,False,CONT,110,-11.5
2026_03_10,1773155010,10836,1,25180.5,25165.0,15.5,25180.5,15.5,3.0,5,663.5,NEW_LOW,5,False,CONT,105,-45.75
2026_03_18,1773860615,11828,1,24555.5,24543.75,11.75,24555.5,11.75,2.75,0,903.5833333333334,NEW_LOW,10,False,AGAINST,30,-28.0
