day,ts,i,box_lo,box_hi,esc_buf,box_pt,flips,ambient_pt,box_ambient_ratio,mid_px,mod,escaped,escape_lag_s,escape_dir,escape_px,mag_5m,mag_15m,mag_30m
2024_10_30,1730298224,41596,20678.5,20685.75,3.625,7.25,30.0,15.25,0.47540983606557374,20684.25,623.7333333333333,True,20,1,20691.5,1.75,-7.75,-50.25
2024_11_04,1730739705,49541,20081.0,20088.0,3.5,7.0,30.0,12.0,0.5833333333333334,20087.5,721.75,True,58,-1,20077.25,27.25,14.0,-33.5
2024_11_11,1731347996,49276,21157.5,21162.0,2.25,4.5,30.0,7.75,0.5806451612903226,21159.0,779.9333333333333,True,4,-1,21147.0,16.5,18.0,8.25
2024_11_20,1732115625,43304,20531.25,20540.25,4.5,9.0,30.0,18.0,0.5,20535.0,613.75,True,32,-1,20525.5,9.5,4.75,-58.75
2024_11_26,1732635176,47017,20963.75,20974.25,5.25,10.5,30.0,17.5,0.6,20968.75,632.9333333333333,True,65,-1,20956.0,-11.0,-12.0,-26.5
2024_12_05,1733413842,33590,21498.25,21503.75,2.75,5.5,30.0,9.25,0.5945945945945946,21499.0,650.7,True,2,-1,21492.75,-19.0,-11.0,-39.25
2024_12_16,1734369614,29951,22350.0,22354.75,2.375,4.75,30.0,9.0,0.5277777777777778,22354.25,740.2333333333333,True,149,-1,22347.25,-7.5,-17.25,-14.75
2024_12_23,1734981811,62071,21764.75,21768.75,2.0,4.0,30.0,8.875,0.4507042253521127,21767.25,863.5166666666667,True,154,-1,21762.25,4.25,21.75,42.25
2025_01_03,1735929733,34932,21523.5,21527.75,2.125,4.25,30.0,7.75,0.5483870967741935,21526.75,822.2166666666667,True,44,-1,21520.0,-7.0,-5.5,-10.5
2025_01_10,1736537564,41774,21075.75,21083.75,4.0,8.0,30.0,14.25,0.5614035087719298,21082.0,872.7333333333333,True,88,-1,21071.5,-5.5,6.25,-13.0
2025_01_16,1737041177,28751,21387.5,21401.0,6.75,13.5,30.0,23.5,0.574468085106383,21393.0,626.2833333333333,True,17,-1,21379.0,12.75,2.25,-14.5
2025_01_24,1737736743,29560,22019.5,22023.5,2.0,4.0,30.0,7.5,0.5333333333333333,22021.0,699.05,True,42,-1,22017.0,-11.25,-6.75,32.25
2025_01_28,1738080397,32564,21451.25,21461.25,5.0,10.0,31.0,17.625,0.5673758865248227,21459.0,666.6166666666667,True,100,1,21466.5,6.25,-29.25,-50.75
2025_01_31,1738340720,28439,21929.5,21935.0,2.75,5.5,30.0,11.0,0.5,21930.25,685.3333333333334,True,32,-1,21925.5,2.75,21.0,25.0
2025_02_05,1738771612,30279,21603.0,21610.0,3.5,7.0,30.0,15.5,0.45161290322580644,21606.0,666.8666666666667,True,121,1,21614.75,-16.5,-39.25,35.0
2025_02_07,1738947889,27534,21605.5,21618.25,6.375,12.75,31.0,22.125,0.576271186440678,21612.0,724.8166666666667,True,35,-1,21597.5,-43.75,-17.75,-25.25
2025_02_12,1739377332,25303,21674.5,21682.25,3.875,7.75,34.0,14.375,0.5391304347826087,21678.25,682.2,True,8,-1,21669.25,10.25,-35.75,-63.75
2025_02_13,1739473577,37934,22004.25,22011.25,3.5,7.0,35.0,11.75,0.5957446808510638,22009.5,846.2833333333333,True,11,1,22015.0,6.0,6.0,31.75
2025_02_21,1740165481,35520,21756.75,21764.25,3.75,7.5,33.0,14.125,0.5309734513274337,21761.25,858.0166666666667,True,71,-1,21751.75,37.5,45.5,59.25
2025_02_28,1740760188,34651,20632.75,20647.0,7.125,14.25,39.0,23.75,0.6,20640.25,689.8,True,128,1,20654.75,47.25,66.75,38.75
2025_03_07,1741379306,45555,20214.5,20225.75,5.625,11.25,30.0,21.375,0.5263157894736842,20217.25,928.4333333333333,True,59,1,20232.0,-9.75,-69.25,6.5
2025_03_12,1741794060,30539,19558.25,19571.25,6.5,13.0,30.0,25.375,0.5123152709359606,19563.0,701.0,True,139,1,19580.75,17.0,15.25,87.5
2025_03_18,1742319870,29570,19497.5,19507.0,4.75,9.5,32.0,17.0,0.5588235294117647,19504.5,824.5,True,58,1,19512.0,14.25,-11.5,-53.0
2025_04_02,1743608043,29664,19695.5,19705.0,4.75,9.5,30.0,16.625,0.5714285714285714,19703.5,694.05,True,93,-1,19690.5,-10.5,52.75,15.25
2025_04_08,1744132898,43698,17592.5,17618.0,12.75,25.5,30.0,43.625,0.5845272206303725,17605.25,801.6333333333333,True,38,-1,17576.25,4.75,7.5,-79.25
2025_04_10,1744309653,51351,18582.25,18614.5,16.125,32.25,31.0,54.0,0.5972222222222222,18592.0,867.55,True,148,1,18631.25,-65.25,21.0,-118.75
2025_04_17,1744903644,31909,18374.0,18387.0,6.5,13.0,30.0,21.75,0.5977011494252874,18374.75,687.4,True,11,-1,18366.5,-13.75,-12.25,14.75
2025_04_24,1745507006,31109,19123.0,19131.25,4.125,8.25,32.0,17.0,0.4852941176470588,19127.5,663.4333333333333,True,52,1,19137.5,32.75,43.0,18.0
2025_04_29,1745938573,27281,19589.25,19599.75,5.25,10.5,31.0,19.125,0.5490196078431373,19595.5,656.2166666666667,True,23,1,19605.25,1.5,-44.5,-73.5
2025_05_06,1746543172,27331,19891.0,19900.25,4.625,9.25,36.0,16.0,0.578125,19897.5,652.8666666666667,True,100,1,19905.0,0.0,-5.75,31.75
2025_05_12,1747063062,34903,20779.0,20788.75,4.875,9.75,35.0,17.0,0.5735294117647058,20783.0,677.7,True,64,1,20794.0,-36.0,-2.5,-1.5
2025_05_14,1747233019,26785,21339.75,21350.0,5.125,10.25,33.0,19.625,0.5222929936305732,21346.75,630.3166666666667,True,118,1,21355.75,-16.75,-27.25,-5.5
2025_05_23,1748017494,33308,20970.5,20977.75,3.625,7.25,31.0,13.875,0.5225225225225225,20974.75,744.9,True,128,1,20983.0,-29.25,-9.0,-3.75
2025_05_30,1748624886,33011,21162.0,21172.25,5.125,10.25,32.0,17.75,0.5774647887323944,21166.0,788.1,True,61,1,21178.0,-9.5,-7.0,6.25
2025_06_06,1749222324,26313,21832.25,21839.75,3.75,7.5,30.0,12.625,0.594059405940594,21838.5,665.4,True,25,1,21844.5,0.0,-91.75,-63.5
2025_06_13,1749839098,42637,21715.75,21723.5,3.875,7.75,35.0,13.125,0.5904761904761905,21716.25,864.9666666666667,True,70,-1,21711.5,41.0,76.75,56.75
2025_07_11,1752247994,28998,22954.0,22960.25,3.125,6.25,30.0,10.5,0.5952380952380952,22956.75,693.2333333333333,True,138,1,22964.25,22.5,18.0,12.5
2025_07_23,1753294440,35452,23277.25,23280.25,1.5,3.0,30.0,6.0,0.5,23279.5,854.0,True,39,1,23282.0,9.0,11.5,16.5
2025_08_05,1754407778,25479,23157.75,23167.75,5.0,10.0,30.0,17.0,0.5882352941176471,23162.0,689.6333333333333,True,31,1,23173.75,-12.25,-29.5,-14.75
2025_08_12,1755010848,22264,23773.0,23781.25,4.125,8.25,33.0,15.5,0.532258064516129,23780.5,660.8,True,44,1,23785.5,16.0,50.25,48.5
2025_08_20,1755713580,39223,23221.75,23229.25,3.75,7.5,35.0,12.875,0.5825242718446602,23224.25,853.0,True,15,-1,23217.25,-3.5,3.75,-36.25
2025_08_25,1756136885,25486,23593.0,23597.75,2.375,4.75,30.0,8.0,0.59375,23597.5,708.0833333333334,True,42,-1,23589.75,-26.25,-12.25,-18.0
2025_09_02,1756822595,26714,23187.0,23200.75,6.875,13.75,32.0,23.75,0.5789473684210527,23198.0,616.5833333333334,True,16,1,23208.25,40.25,28.25,-37.75
2025_09_05,1757093728,32216,23637.5,23643.75,3.125,6.25,30.0,13.5,0.46296296296296297,23642.75,815.4666666666667,True,44,-1,23631.5,13.5,26.75,9.25
2025_10_01,1759331967,28142,24880.75,24886.75,3.0,6.0,32.0,10.25,0.5853658536585366,24883.0,679.45,True,38,-1,24877.0,-9.0,-28.75,-48.5
2025_10_10,1760123936,38662,24568.75,24579.25,5.25,10.5,30.0,17.875,0.5874125874125874,24572.5,918.9333333333333,True,38,1,24586.75,-26.75,-77.25,-56.75
2025_10_15,1760541560,29325,25063.0,25070.5,3.75,7.5,30.0,13.375,0.5607476635514018,25065.75,679.3333333333334,True,12,-1,25059.0,1.0,56.0,136.5
2025_10_23,1761238112,33282,25221.75,25226.25,2.25,4.5,30.0,9.0,0.5,25224.25,768.5333333333333,True,138,1,25229.0,8.25,2.0,-2.25
2025_10_30,1761851545,46480,25948.0,25954.75,3.375,6.75,30.0,11.375,0.5934065934065934,25950.0,912.4166666666666,True,13,1,25958.5,-38.5,-32.75,-41.5
2025_11_04,1762287884,51562,25593.5,25600.75,3.625,7.25,33.0,13.25,0.5471698113207547,25593.75,924.7333333333333,True,159,1,25606.75,4.0,12.25,-49.25
2025_11_13,1763050385,32031,25204.5,25217.0,6.25,12.5,32.0,22.25,0.5617977528089888,25211.25,673.0833333333334,True,44,1,25224.25,-15.5,-1.25,-53.0
2025_11_19,1763566825,32425,24903.0,24916.75,6.875,13.75,37.0,24.875,0.5527638190954773,24905.5,640.4166666666666,True,125,-1,24892.5,4.25,132.0,191.75
2025_11_21,1763747041,46472,24377.75,24392.0,7.125,14.25,30.0,24.125,0.5906735751295337,24389.25,764.0166666666667,True,79,1,24400.75,-29.75,-47.75,-189.25
2025_12_05,1764957809,31005,25721.5,25727.5,3.0,6.0,30.0,11.0,0.5454545454545454,25726.5,783.4833333333333,True,105,1,25731.5,1.0,-10.5,18.0
2026_01_02,1767370179,24912,25346.5,25362.75,8.125,16.25,30.0,27.625,0.5882352941176471,25357.5,669.65,True,61,1,25373.0,26.25,6.25,7.25
2026_01_07,1767815101,36492,25912.25,25915.5,1.625,3.25,30.0,7.125,0.45614035087719296,25915.0,885.0166666666667,True,49,-1,25908.25,0.25,7.75,36.5
2026_01_12,1768235003,31164,25933.5,25939.25,2.875,5.75,30.0,11.625,0.4946236559139785,25938.75,683.3833333333333,True,71,1,25942.25,-4.0,0.25,14.25
2026_01_21,1769017492,37879,25183.5,25195.25,5.875,11.75,33.0,20.5,0.573170731707317,25187.0,764.8666666666667,True,20,-1,25177.5,-19.25,-68.5,-56.75
2026_02_02,1770046793,38061,25894.25,25906.5,6.125,12.25,32.0,21.0,0.5833333333333334,25904.0,639.8833333333333,True,70,-1,25884.0,20.0,47.0,34.0
2026_02_09,1770650478,48744,25241.5,25254.25,6.375,12.75,30.0,25.75,0.49514563106796117,25245.75,621.3,True,43,-1,25233.5,48.75,-24.5,-51.0
2026_02_13,1771001232,54543,24894.75,24910.75,8.0,16.0,30.0,26.875,0.5953488372093023,24899.5,707.2,True,75,-1,24885.75,-7.0,-20.75,-29.75
2026_02_17,1771354709,61350,24853.0,24863.75,5.375,10.75,30.0,19.875,0.5408805031446541,24860.25,838.4833333333333,True,24,-1,24845.75,-5.75,8.25,4.25
2026_02_25,1772039488,49684,25328.75,25333.75,2.5,5.0,36.0,8.5,0.5882352941176471,25333.5,731.4666666666667,True,33,1,25336.75,-1.5,0.0,-0.75
2026_03_02,1772476474,63414,25025.75,25031.25,2.75,5.5,32.0,10.5,0.5238095238095238,25026.0,814.5666666666667,True,19,-1,25022.75,14.0,23.75,23.25
2026_03_05,1772726714,54311,25026.75,25037.75,5.5,11.0,36.0,24.5,0.4489795918367347,25035.0,665.2333333333333,True,5,1,25044.5,-54.75,-80.5,-47.5
2026_03_13,1773421682,57178,24402.0,24412.5,5.25,10.5,31.0,17.75,0.5915492957746479,24408.5,788.0333333333333,True,17,1,24420.75,24.0,14.0,12.25
