day,ts,i,dir,peak_i,peak_ts,peak_px,mfe_pt,give_frac,stalled,mod,race,resolve_s,sym_race,sym_resolve_s,net_60m
2025_03_06,1741292250,13111,-1,12991,1741291650,20093.0,41.5,1.3132530120481927,False,917.5,GIVEBACK_50,20,AGAINST,20.0,
2025_03_11,1741708560,11037,-1,10917,1741707960,19477.25,46.75,0.8877005347593583,False,716.0,NEW_EXTREME,65,CONT,20.0,156.75
2025_03_17,1742223795,9024,1,8904,1742223195,19735.0,17.75,3.676056338028169,False,663.25,GIVEBACK_50,5,AGAINST,25.0,4.0
2025_04_01,1743514985,8972,1,8852,1743514385,19424.75,57.5,1.4565217391304348,False,583.0833333333334,GIVEBACK_50,5,AGAINST,15.0,64.25
2025_04_04,1743774195,9556,1,9436,1743773595,18167.75,22.25,7.089887640449438,False,583.25,GIVEBACK_50,5,CONT,10.0,-176.75
2025_04_07,1744040760,11331,-1,11211,1744040160,17335.75,30.5,7.360655737704918,False,706.0,GIVEBACK_50,5,AGAINST,5.0,176.5
2025_04_10,1744302415,11626,1,11506,1744301815,18169.25,34.25,6.445255474452555,False,746.9166666666666,GIVEBACK_50,5,AGAINST,5.0,211.0
2025_04_17,1744899725,9455,1,9335,1744899125,18442.5,30.0,2.7416666666666667,False,622.0833333333334,GIVEBACK_50,5,CONT,25.0,7.0
2025_04_30,1746037260,12075,1,11955,1746036660,19554.25,24.75,1.696969696969697,False,861.0,GIVEBACK_50,5,AGAINST,10.0,-30.75
2025_05_08,1746717430,10267,-1,10147,1746716830,20035.25,8.25,6.9393939393939394,False,677.1666666666666,GIVEBACK_50,5,AGAINST,180.0,-225.25
2025_05_12,1747071720,11973,1,11853,1747071120,20915.75,16.5,1.393939393939394,False,822.0,GIVEBACK_50,5,CONT,205.0,41.0
2025_05_19,1747665640,10023,-1,9903,1747665040,21388.75,19.75,1.8481012658227849,False,640.6666666666666,GIVEBACK_50,5,CONT,185.0,-40.0
2025_05_22,1747927560,9636,-1,9516,1747926960,21207.25,42.25,1.3668639053254439,False,686.0,GIVEBACK_50,5,CONT,50.0,-14.75
2025_05_28,1748453020,10737,-1,10617,1748452420,21476.5,8.75,1.457142857142857,False,803.6666666666666,GIVEBACK_50,5,CONT,160.0,1.5
2025_06_03,1748965025,9609,-1,9489,1748964425,21667.25,17.75,0.5774647887323944,False,697.0833333333334,NEW_EXTREME,45,CONT,70.0,-69.75
2025_06_06,1749219085,8952,1,8832,1749218485,21841.75,16.5,1.6818181818181819,False,611.4166666666666,GIVEBACK_50,5,CONT,75.0,16.5
2025_06_18,1750266500,6560,1,6456,1750265900,21814.5,9.75,2.076923076923077,False,788.3333333333334,GIVEBACK_50,5,CONT,100.0,-18.0
2025_07_16,1752677245,8982,1,8862,1752676645,23012.75,15.5,1.5161290322580645,False,647.4166666666666,NEW_EXTREME,10,CONT,45.0,-68.0
2025_07_25,1753459905,9613,-1,9493,1753459305,23417.5,8.0,2.21875,False,731.75,GIVEBACK_50,5,AGAINST,75.0,-11.5
2025_08_04,1754317405,9353,-1,9233,1754316805,23237.5,9.0,2.5,False,623.4166666666666,GIVEBACK_50,5,CONT,60.0,48.0
2025_08_08,1754670135,9788,-1,9668,1754669535,23678.25,18.0,1.2777777777777777,False,742.25,GIVEBACK_50,5,CONT,400.0,28.0
2025_08_18,1755544680,11877,1,11757,1755544080,23808.25,17.5,1.2857142857142858,False,918.0,GIVEBACK_50,5,CONT,1195.0,
2025_08_22,1755874305,8642,-1,8522,1755873705,23588.75,8.5,6.088235294117647,False,651.75,GIVEBACK_50,5,CONT,10.0,31.0
2025_09_10,1757518725,9065,1,8945,1757518125,23946.5,14.25,1.543859649122807,False,698.75,NEW_EXTREME,10,CONT,180.0,-23.5
2025_09_16,1758048435,9205,1,9097,1758047835,24300.75,15.75,0.42857142857142855,False,887.25,NEW_EXTREME,5,CONT,865.0,4.0
2025_10_07,1759857785,10643,-1,10523,1759857185,25027.25,33.75,0.8888888888888888,False,803.0833333333334,GIVEBACK_50,5,AGAINST,55.0,14.25
2025_10_16,1760623295,8890,-1,8770,1760622695,25032.0,23.75,2.5473684210526315,False,601.5833333333334,GIVEBACK_50,5,CONT,130.0,-47.0
2025_10_22,1761140720,8453,-1,8333,1761140120,25175.75,49.0,1.75,False,585.3333333333334,GIVEBACK_50,5,CONT,65.0,176.75
2025_10_30,1761836455,10218,1,10098,1761835855,26049.75,9.0,7.527777777777778,False,660.9166666666666,GIVEBACK_50,5,CONT,20.0,-35.25
2025_11_04,1762268255,10270,-1,10150,1762267655,25736.5,28.0,4.75,False,597.5833333333334,GIVEBACK_50,5,AGAINST,115.0,81.5
2025_11_13,1763055785,11782,1,11662,1763055185,25249.25,13.25,3.5849056603773586,False,763.0833333333334,GIVEBACK_50,5,AGAINST,40.0,-185.75
2025_11_18,1763488225,12594,-1,12474,1763487625,24655.75,9.25,8.27027027027027,False,770.4166666666666,GIVEBACK_50,5,CONT,20.0,-63.75
2025_11_21,1763752105,13432,-1,13312,1763751505,24456.25,15.5,6.129032258064516,False,848.4166666666666,GIVEBACK_50,5,AGAINST,40.0,86.0
2025_11_28,1764346060,2878,-1,2758,1764345460,25400.5,12.25,2.5918367346938775,False,667.6666666666666,GIVEBACK_50,5,CONT,755.0,-4.75
2025_12_03,1764788035,11766,1,11646,1764787435,25653.25,24.75,0.5656565656565656,False,833.9166666666666,GIVEBACK_50,135,AGAINST,140.0,14.75
2025_12_10,1765396440,12053,-1,11933,1765395840,25637.25,31.75,4.811023622047244,False,894.0,GIVEBACK_50,5,AGAINST,15.0,-29.0
2025_12_15,1765814170,8459,1,8339,1765813570,25194.0,14.75,5.016949152542373,False,656.1666666666666,GIVEBACK_50,5,AGAINST,90.0,33.25
2026_01_02,1767379590,11613,-1,11493,1767378990,25317.0,8.75,3.942857142857143,False,826.5,GIVEBACK_50,5,AGAINST,20.0,-89.75
2026_01_08,1767888840,10075,1,9955,1767888240,25676.75,10.75,4.255813953488372,False,674.0,GIVEBACK_50,5,AGAINST,60.0,4.5
2026_01_13,1768317415,9050,1,8930,1768316815,25948.0,17.5,3.357142857142857,False,616.9166666666666,GIVEBACK_50,5,AGAINST,70.0,19.0
2026_01_28,1769625910,12343,-1,12223,1769625310,26148.75,17.25,0.8405797101449275,False,825.1666666666666,GIVEBACK_50,6,CONT,186.0,8.0
2026_01_29,1769713881,12609,-1,12489,1769713280,25825.0,32.5,1.676923076923077,False,851.35,GIVEBACK_50,4,AGAINST,69.0,2.25
2026_02_03,1770145170,12232,1,12112,1770144570,25287.0,14.75,1.9152542372881356,False,839.5,GIVEBACK_50,5,AGAINST,25.0,64.25
2026_02_06,1770392060,10805,-1,10685,1770391460,24812.5,15.0,7.583333333333333,False,634.3333333333334,GIVEBACK_50,5,CONT,60.0,-103.25
2026_02_11,1770824415,11219,-1,11099,1770823815,25080.0,8.0,12.375,False,640.25,GIVEBACK_50,5,AGAINST,45.0,-57.0
2026_02_18,1771426780,10710,-1,10590,1771426180,24798.25,24.0,6.572916666666667,False,599.6666666666666,GIVEBACK_50,5,AGAINST,35.0,-146.5
2026_02_20,1771610705,12906,-1,12786,1771610105,24974.0,65.25,1.0804597701149425,False,785.0833333333334,GIVEBACK_50,5,AGAINST,30.0,-92.0
2026_03_02,1772467450,11565,-1,11445,1772466850,24889.5,54.75,0.7488584474885844,False,664.1666666666666,GIVEBACK_50,10,AGAINST,20.0,-117.5
2026_03_04,1772638445,11209,-1,11089,1772637845,25068.5,12.25,6.204081632653061,False,634.0833333333334,GIVEBACK_50,5,CONT,55.0,-9.75
2026_03_06,1772815580,12059,-1,11939,1772814980,24819.25,8.75,8.4,False,706.3333333333334,GIVEBACK_50,5,AGAINST,15.0,99.0
2026_03_12,1773343315,13934,-1,13814,1773342715,24577.25,30.5,1.1721311475409837,False,921.9166666666666,GIVEBACK_50,5,AGAINST,60.0,
2026_03_18,1773844995,8744,1,8624,1773844395,24642.0,27.5,1.0454545454545454,False,643.25,GIVEBACK_50,5,CONT,105.0,61.0
