day,ts,i,is_flush,open_px,v_low,v_peak,flush_pt,rec_frac,mod,low_break,peak_reclaim,first,close_frac
2024_10_31,1730384400,980,False,20365.75,20174.25,20203.5,191.5,0.15274151436031333,620.0,True,False,LOW_BREAK,-5.52991452991453
2024_11_07,1730992800,980,False,21006.25,21003.75,21129.5,2.5,50.3,620.0,False,True,PEAK_RECLAIM,1.7335984095427435
2024_11_14,1731595800,950,True,21137.5,21064.25,21120.75,73.25,0.7713310580204779,590.0,True,True,PEAK_RECLAIM,-0.9823008849557522
2024_11_22,1732288800,980,False,20790.5,20773.25,20873.25,17.25,5.797101449275362,620.0,True,True,LOW_BREAK,0.7425
2024_12_02,1733152800,980,False,21042.75,21026.5,21196.5,16.25,10.461538461538462,620.0,False,True,PEAK_RECLAIM,1.1205882352941177
2024_12_09,1733757600,980,False,21615.0,21582.75,21649.0,32.25,2.054263565891473,620.0,True,False,LOW_BREAK,-1.4641509433962263
2024_12_16,1734362400,980,False,22194.5,22192.0,22288.5,2.5,38.6,620.0,False,True,PEAK_RECLAIM,2.2512953367875648
2024_12_24,1735053600,980,False,21825.75,21799.0,21941.0,26.75,5.308411214953271,620.0,False,True,PEAK_RECLAIM,1.7411971830985915
2025_01_03,1735917600,920,False,21293.75,21276.75,21440.75,17.0,9.647058823529411,620.0,True,True,LOW_BREAK,1.4115853658536586
2025_01_14,1736868000,920,False,21071.25,21018.0,21129.25,53.25,2.0892018779342725,620.0,True,False,LOW_BREAK,-0.8471910112359551
2025_01_22,1737559200,920,False,21914.25,21902.5,22037.0,11.75,11.446808510638299,620.0,False,True,PEAK_RECLAIM,0.7044609665427509
2025_01_30,1738250400,920,False,21650.0,21597.25,21748.75,52.75,2.8720379146919433,620.0,True,False,LOW_BREAK,0.1782178217821782
2025_02_07,1738941600,920,False,21885.5,21869.5,21967.75,16.0,6.140625,620.0,True,False,LOW_BREAK,-2.8625954198473282
2025_02_14,1739546400,920,False,22108.5,22088.0,22160.0,20.5,3.5121951219512195,620.0,False,True,PEAK_RECLAIM,1.4791666666666667
2025_02_21,1740149400,890,True,22186.5,22096.75,22152.25,89.75,0.6183844011142061,590.0,True,False,LOW_BREAK,-7.463963963963964
2025_02_28,1740754200,890,True,20590.75,20460.25,20644.75,130.5,1.4137931034482758,590.0,False,True,PEAK_RECLAIM,2.4932249322493223
2025_03_07,1741360800,920,False,20037.25,20024.25,20242.25,13.0,16.76923076923077,620.0,True,True,LOW_BREAK,0.9197247706422018
2025_03_17,1742221200,860,False,19702.75,19684.0,19848.0,18.75,8.746666666666666,620.0,True,True,LOW_BREAK,0.9054878048780488
2025_04_03,1743690000,860,False,18923.75,18910.75,19074.0,13.0,12.557692307692308,620.0,True,False,LOW_BREAK,-1.3751914241960184
2025_04_10,1744293000,830,True,18791.0,18679.25,18850.0,111.75,1.5279642058165548,590.0,True,True,PEAK_RECLAIM,-1.1478770131771596
2025_04_17,1744897800,830,True,18498.5,18376.0,18477.75,122.5,0.8306122448979592,590.0,True,True,PEAK_RECLAIM,-0.029484029484029485
2025_04_29,1745936400,860,False,19427.25,19404.0,19601.0,23.25,8.473118279569892,620.0,False,True,PEAK_RECLAIM,1.2233502538071066
2025_05_06,1746541200,860,False,19795.75,19779.25,19893.5,16.5,6.924242424242424,620.0,False,True,PEAK_RECLAIM,0.8446389496717724
2025_05_13,1747146000,860,False,21004.25,20973.25,21242.0,31.0,8.669354838709678,620.0,False,True,PEAK_RECLAIM,1.106046511627907
2025_05_20,1747750800,860,False,21412.25,21358.0,21432.0,54.25,1.3640552995391706,620.0,True,True,PEAK_RECLAIM,1.2060810810810811
2025_05_27,1748353800,830,True,21259.5,21193.25,21281.75,66.25,1.3358490566037735,590.0,False,True,PEAK_RECLAIM,3.07909604519774
2025_06_05,1749132300,845,True,21812.25,21691.75,21764.25,120.5,0.6016597510373444,605.0,True,True,PEAK_RECLAIM,-1.4379310344827587
2025_06_12,1749738000,860,False,21829.25,21816.0,21925.0,13.25,8.226415094339623,620.0,False,True,PEAK_RECLAIM,1.1077981651376148
2025_06_19,1750342800,857,False,21568.0,21433.5,21500.25,134.5,0.4962825278810409,620.0,False,True,PEAK_RECLAIM,1.1722846441947565
2025_07_08,1751984400,860,False,22935.0,22889.0,22925.0,46.0,0.782608695652174,620.0,True,True,LOW_BREAK,0.0763888888888889
2025_07_16,1752675600,860,False,23074.5,22996.25,23012.25,78.25,0.20447284345047922,620.0,True,True,LOW_BREAK,4.890625
2025_07_23,1753280400,860,False,23261.5,23162.25,23210.75,99.25,0.48866498740554154,620.0,True,True,LOW_BREAK,3.345360824742268
2025_07_30,1753885200,860,False,23487.25,23450.25,23526.5,37.0,2.060810810810811,620.0,True,True,PEAK_RECLAIM,0.4459016393442623
2025_08_06,1754490000,860,False,23168.75,23148.75,23285.0,20.0,6.8125,620.0,False,True,PEAK_RECLAIM,2.0256880733944955
2025_08_13,1755094800,860,False,24044.5,24026.5,24061.0,18.0,1.9166666666666667,620.0,True,False,LOW_BREAK,-2.4130434782608696
2025_08_20,1755699600,860,False,23425.75,23264.75,23297.0,161.0,0.20031055900621117,620.0,True,True,LOW_BREAK,1.8604651162790697
2025_08_27,1756304400,860,False,23541.5,23488.5,23601.75,53.0,2.1367924528301887,620.0,False,True,PEAK_RECLAIM,1.161147902869757
2025_09_03,1756909200,860,False,23423.5,23369.75,23461.0,53.75,1.697674418604651,620.0,True,True,PEAK_RECLAIM,0.9013698630136986
2025_09_11,1757598600,830,True,23977.0,23909.75,23965.5,67.25,0.828996282527881,590.0,False,True,PEAK_RECLAIM,1.8295964125560538
2025_09_18,1758203400,830,True,24435.75,24355.75,24448.0,80.0,1.153125,590.0,False,True,PEAK_RECLAIM,1.0921409214092141
2025_10_08,1759933200,860,False,25080.25,25073.25,25231.0,7.0,22.535714285714285,620.0,False,True,PEAK_RECLAIM,1.624405705229794
2025_10_16,1760624400,860,False,25045.25,25036.0,25125.5,9.25,9.675675675675675,620.0,True,True,PEAK_RECLAIM,-2.293296089385475
2025_10_23,1761229200,860,False,25016.25,24998.75,25179.75,17.5,10.342857142857143,620.0,False,True,PEAK_RECLAIM,1.4019337016574585
2025_10_30,1761832200,830,True,26125.75,25941.5,26104.25,184.25,0.8833107191316146,590.0,True,True,PEAK_RECLAIM,-0.42857142857142855
2025_11_07,1762527420,897,True,25110.25,24917.5,25036.75,192.75,0.6186770428015564,597.0,True,True,PEAK_RECLAIM,2.0670859538784065
2025_11_14,1763131800,890,True,24722.75,24626.0,24916.5,96.75,3.0025839793281652,590.0,False,True,PEAK_RECLAIM,1.6523235800344234
2025_11_21,1763736600,890,True,24202.75,24101.0,24228.25,101.75,1.2506142506142506,590.0,True,True,PEAK_RECLAIM,1.6719056974459725
2025_11_28,1764343200,275,False,25359.5,25329.5,25399.0,30.0,2.316666666666667,620.0,False,True,PEAK_RECLAIM,2.2338129496402876
2025_12_08,1765205400,890,True,25791.5,25722.0,25781.25,69.5,0.8525179856115108,590.0,True,False,LOW_BREAK,-0.8987341772151899
2025_12_15,1765812000,920,False,25408.0,25257.0,25310.5,151.0,0.3543046357615894,620.0,True,False,LOW_BREAK,-3.2196261682242993
2026_01_05,1767624600,890,True,25643.0,25538.5,25632.75,104.5,0.9019138755980861,590.0,False,True,PEAK_RECLAIM,0.5145888594164456
2026_01_12,1768231200,920,False,25745.75,25743.75,25924.75,2.0,90.5,620.0,False,True,PEAK_RECLAIM,1.1505524861878453
2026_01_19,1768836000,920,False,25293.0,25236.25,25343.75,56.75,1.894273127753304,620.0,False,True,PEAK_RECLAIM,1.5023255813953489
2026_01_26,1769440800,920,False,25748.5,25704.25,25882.5,44.25,4.028248587570621,620.0,False,True,PEAK_RECLAIM,0.7868162692847125
2026_02_02,1770045600,920,False,25542.25,25540.25,25912.25,2.0,186.0,620.0,False,True,PEAK_RECLAIM,0.8494623655913979
2026_02_09,1770648600,890,True,25057.75,24955.5,25188.5,102.25,2.2787286063569683,590.0,False,True,PEAK_RECLAIM,1.6427038626609443
2026_02_16,1771253400,890,True,24762.75,24692.25,24740.0,70.5,0.6773049645390071,590.0,True,True,PEAK_RECLAIM,1.12565445026178
2026_02_23,1771858200,890,True,24981.25,24857.5,24951.25,123.75,0.7575757575757576,590.0,True,True,PEAK_RECLAIM,-0.9546666666666667
2026_03_02,1772464800,920,False,24644.5,24605.25,24947.75,39.25,8.726114649681529,620.0,False,True,PEAK_RECLAIM,1.2175182481751825
2026_03_10,1773152400,860,False,24991.5,24959.5,25056.75,32.0,3.0390625,620.0,True,True,PEAK_RECLAIM,0.2699228791773779
2026_03_17,1773757200,860,False,24782.5,24746.5,24896.75,36.0,4.173611111111111,620.0,True,False,LOW_BREAK,0.3011647254575707
