day,ts,i,box_lo,box_hi,esc_buf,box_pt,flips,ambient_pt,box_ambient_ratio,mid_px,mod,escaped,escape_lag_s,escape_dir,escape_px,mag_5m,mag_15m,mag_30m
2024_10_23,1729705199,50250,20154.5,20160.25,2.875,5.75,30.0,11.0,0.5227272727272727,20155.5,819.9833333333333,True,59,-1,20150.5,-7.0,19.5,39.5
2024_10_29,1730211203,39981,20529.0,20536.5,3.75,7.5,33.0,16.25,0.46153846153846156,20532.5,613.3833333333333,True,155,1,20541.0,2.0,11.5,40.75
2024_11_01,1730486898,56378,20161.0,20167.0,3.0,6.0,31.0,10.875,0.5517241379310345,20164.25,888.3,True,24,-1,20157.25,-8.25,-4.25,-37.5
2024_11_11,1731339463,40769,21224.0,21231.0,3.5,7.0,30.0,13.75,0.509090909090909,21227.75,637.7166666666667,True,54,1,21235.25,-23.25,-11.75,-12.0
2024_11_19,1732047848,62276,20745.5,20749.0,1.75,3.5,30.0,7.75,0.45161290322580644,20746.75,924.1333333333333,True,2,-1,20743.25,-8.75,-8.25,-18.75
2024_11_25,1732553777,43880,20911.25,20916.75,2.75,5.5,30.0,11.375,0.4835164835164835,20913.25,716.2833333333333,True,45,-1,20908.25,12.0,43.5,80.0
2024_11_29,1732893267,39550,20955.5,20962.0,3.25,6.5,30.0,11.125,0.5842696629213483,20959.0,614.45,True,59,1,20965.75,5.5,-15.0,-3.75
2024_12_13,1734109693,44555,21713.5,21721.5,4.0,8.0,32.0,13.75,0.5818181818181818,21715.75,728.2166666666667,True,120,1,21726.25,-10.75,-23.25,-38.0
2024_12_20,1734717253,58916,21776.5,21785.0,4.25,8.5,32.0,14.75,0.576271186440678,21780.25,774.2166666666667,True,34,1,21789.5,-28.5,-43.5,-94.25
2025_01_02,1735836253,35674,21292.5,21306.5,7.0,14.0,34.0,23.75,0.5894736842105263,21301.0,704.2166666666667,True,186,1,21313.75,32.5,-9.5,-3.75
2025_01_10,1736529190,33557,20901.75,20911.0,4.625,9.25,34.0,16.375,0.5648854961832062,20904.75,733.1666666666666,True,112,1,20917.0,14.75,38.25,90.75
2025_01_15,1736958382,24734,21327.5,21336.75,4.625,9.25,30.0,15.625,0.592,21331.25,686.3666666666667,True,63,1,21343.0,-62.5,-47.5,-78.25
2025_01_23,1737646445,24182,21906.25,21912.25,3.0,6.0,30.0,12.125,0.4948453608247423,21910.75,634.0833333333334,True,15,1,21917.25,18.75,19.75,24.75
2025_01_28,1738078769,30937,21441.75,21453.25,5.75,11.5,34.0,19.75,0.5822784810126582,21448.0,639.4833333333333,True,31,-1,21434.5,4.75,25.0,-28.0
2025_01_30,1738267985,42453,21673.5,21677.75,2.125,4.25,30.0,8.25,0.5151515151515151,21675.0,913.0833333333334,True,62,1,21680.75,7.0,11.25,-118.5
2025_02_04,1738696559,40894,21654.5,21658.5,2.0,4.0,34.0,7.25,0.5517241379310345,21658.25,855.9833333333333,True,166,1,21661.25,1.5,0.5,-10.5
2025_02_07,1738943011,22670,21757.5,21768.5,5.5,11.0,39.0,20.25,0.5432098765432098,21760.5,643.5166666666667,True,44,-1,21750.0,-21.25,35.5,73.25
2025_02_10,1739204852,26846,21852.0,21856.25,2.125,4.25,30.0,9.125,0.4657534246575342,21854.5,687.5333333333333,True,9,1,21859.0,-10.0,-7.5,6.5
2025_02_13,1739467072,31764,21966.75,21972.0,2.625,5.25,30.0,9.25,0.5675675675675675,21968.75,737.8666666666667,True,44,1,21975.25,2.25,-8.75,16.5
2025_02_20,1740064963,22453,22085.25,22096.75,5.75,11.5,31.0,19.375,0.5935483870967742,22087.0,622.7166666666667,True,19,-1,22078.75,-12.25,12.0,71.25
2025_02_27,1740670176,29147,21124.5,21145.0,10.25,20.5,34.0,35.125,0.5836298932384342,21137.0,629.6,True,44,-1,21110.5,52.5,16.25,84.5
2025_03_07,1741373154,39463,20119.75,20137.75,9.0,18.0,30.0,30.375,0.5925925925925926,20126.75,825.9,True,111,1,20147.25,11.25,52.25,26.5
2025_03_11,1741710012,40084,19357.75,19374.25,8.25,16.5,30.0,28.5,0.5789473684210527,19360.5,740.2,True,102,1,19384.0,19.0,23.5,-3.5
2025_03_17,1742229016,29530,19665.75,19674.5,4.375,8.75,30.0,16.25,0.5384615384615384,19667.25,750.2666666666667,True,51,1,19679.5,16.75,-22.0,3.75
2025_04_01,1743519184,30858,19477.75,19492.25,7.25,14.5,37.0,25.375,0.5714285714285714,19482.0,653.0666666666667,True,127,1,19499.75,6.0,40.5,104.0
2025_04_04,1743788827,48963,17790.25,17807.75,8.75,17.5,33.0,31.25,0.56,17805.75,827.1166666666667,True,85,1,17817.75,0.0,75.0,-106.25
2025_04_09,1744225934,56617,18943.0,18977.75,17.375,34.75,30.0,68.125,0.5100917431192661,18948.0,912.2333333333333,True,84,1,18996.0,13.0,155.25,201.0
2025_04_16,1744827565,42967,18298.5,18313.25,7.375,14.75,30.0,28.75,0.5130434782608696,18307.25,859.4166666666666,True,106,1,18324.0,43.25,-10.25,-76.0
2025_04_24,1745504610,28721,19114.5,19126.25,5.875,11.75,30.0,19.625,0.5987261146496815,19124.75,623.5,True,121,-1,19108.25,-35.75,-51.0,-26.75
2025_04_29,1745935743,24465,19579.75,19591.25,5.75,11.5,30.0,20.0,0.575,19586.25,609.05,True,7,-1,19573.5,-4.5,62.25,0.25
2025_05_05,1746463264,32276,20132.0,20137.0,2.5,5.0,30.0,8.875,0.5633802816901409,20136.75,761.0666666666667,True,45,1,20139.75,-6.25,-2.0,-10.75
2025_05_09,1746817043,39699,20142.25,20146.75,2.25,4.5,30.0,9.25,0.4864864864864865,20144.75,897.3833333333333,True,180,1,20149.5,9.25,18.25,3.25
2025_05_13,1747149818,29320,21257.0,21264.5,3.75,7.5,30.0,12.5,0.6,21259.5,683.6333333333333,True,100,1,21268.5,10.25,23.25,9.0
2025_05_22,1747940113,40578,21291.25,21297.25,3.0,6.0,30.0,11.25,0.5333333333333333,21297.0,895.2166666666667,True,6,1,21301.25,3.5,15.5,7.5
2025_05_29,1748530079,31436,21463.0,21475.0,6.0,12.0,30.0,20.375,0.588957055214724,21472.25,647.9833333333333,True,63,1,21482.5,22.0,6.0,-10.25
2025_06_05,1749144186,32442,21768.0,21775.75,3.875,7.75,32.0,13.875,0.5585585585585585,21770.75,803.1,True,36,1,21780.25,1.5,1.5,-9.25
2025_06_13,1749828268,32472,21786.5,21795.0,4.25,8.5,30.0,15.125,0.5619834710743802,21789.75,684.4666666666667,True,22,-1,21780.75,-16.0,-17.75,-60.0
2025_07_07,1751908535,31170,22888.75,22896.5,3.875,7.75,30.0,14.875,0.5210084033613446,22890.25,795.5833333333334,True,22,-1,22884.75,-24.0,-14.25,24.75
2025_07_23,1753290563,31822,23229.75,23233.75,2.0,4.0,30.0,7.75,0.5161290322580645,23231.25,789.3833333333333,True,65,-1,23227.0,10.5,-6.0,-17.5
2025_07_29,1753812390,32201,23497.75,23501.25,1.75,3.5,32.0,6.5,0.5384615384615384,23499.25,846.5,True,25,-1,23495.75,8.5,11.5,3.5
2025_08_12,1755010737,22154,23766.25,23775.25,4.5,9.0,31.0,16.0,0.5625,23774.0,658.95,True,110,1,23780.25,20.5,53.25,46.5
2025_08_19,1755616999,23670,23554.25,23562.0,3.875,7.75,31.0,15.125,0.512396694214876,23558.75,683.3166666666667,True,177,1,23566.5,12.5,0.0,-5.75
2025_08_25,1756132575,21311,23549.5,23557.5,4.0,8.0,31.0,14.375,0.5565217391304348,23550.0,636.25,True,23,1,23561.75,-12.25,9.5,22.25
2025_08_29,1756485139,28688,23470.75,23475.0,2.125,4.25,31.0,10.0,0.425,23472.75,752.3166666666667,True,20,1,23477.25,-3.25,8.5,-21.5
2025_09_05,1757082775,21399,23642.0,23657.0,7.5,15.0,33.0,25.375,0.5911330049261084,23643.75,632.9166666666666,True,40,-1,23633.0,-0.0,57.75,100.75
2025_10_01,1759330951,27141,24914.5,24920.75,3.125,6.25,33.0,10.75,0.5813953488372093,24919.0,662.5166666666667,True,61,-1,24910.25,-0.25,24.5,7.0
2025_10_10,1760121408,36146,24644.75,24657.5,6.375,12.75,30.0,21.25,0.6,24651.0,876.8,True,469,-1,24635.75,17.75,45.75,60.75
2025_10_14,1760463756,46550,24899.5,24905.5,3.0,6.0,30.0,12.625,0.4752475247524752,24902.25,822.6,True,32,1,24909.25,14.25,-3.0,3.5
2025_10_22,1761144892,24540,25126.75,25134.75,4.0,8.0,34.0,17.25,0.463768115942029,25134.25,654.8666666666667,True,29,-1,25122.25,-47.25,-31.0,64.0
2025_10_30,1761838523,33964,26027.0,26036.5,4.75,9.5,30.0,16.75,0.5671641791044776,26033.0,695.3833333333333,True,94,-1,26020.25,40.75,38.75,-20.0
2025_11_04,1762284814,48546,25625.25,25632.75,3.75,7.5,32.0,13.625,0.5504587155963303,25628.25,873.5666666666667,True,19,1,25639.75,-50.25,-55.25,-45.25
2025_11_13,1763046602,28249,25428.75,25442.5,6.875,13.75,30.0,25.25,0.5445544554455446,25438.0,610.0333333333333,True,38,-1,25421.0,-50.0,11.25,103.25
2025_11_18,1763497156,55197,24711.0,24723.0,6.0,12.0,38.0,21.375,0.5614035087719298,24717.75,919.2666666666667,True,14,-1,24704.5,16.0,32.0,68.0
2025_11_20,1763667557,46901,24269.5,24287.75,9.125,18.25,30.0,30.5,0.5983606557377049,24282.75,879.2833333333333,True,196,1,24299.25,-15.75,65.75,-15.5
2025_12_05,1764953820,27214,25739.25,25749.0,4.875,9.75,30.0,16.5,0.5909090909090909,25748.0,717.0,True,90,1,25754.75,-28.5,-53.75,-51.25
2025_12_15,1765821581,25597,25119.0,25128.0,4.5,9.0,30.0,15.75,0.5714285714285714,25127.5,779.6833333333333,True,84,-1,25114.25,-29.75,-38.0,28.75
2026_01_07,1767808672,30496,25966.5,25970.0,1.75,3.5,31.0,6.0,0.5833333333333334,25968.25,777.8666666666667,True,27,-1,25964.0,-3.25,7.25,28.75
2026_01_12,1768233210,29434,25890.5,25897.75,3.625,7.25,30.0,15.75,0.4603174603174603,25897.25,653.5,True,28,1,25903.0,12.0,18.0,35.75
2026_01_21,1769010163,30574,25450.25,25460.5,5.125,10.25,30.0,20.5,0.5,25457.0,642.7166666666667,True,48,-1,25444.25,-27.5,-33.75,-43.25
2026_01_30,1769796881,43154,25666.0,25677.75,5.875,11.75,30.0,20.125,0.5838509316770186,25669.75,794.6833333333333,True,66,-1,25659.75,56.75,-0.75,4.0
2026_02_05,1770313353,40803,24846.5,24860.0,6.75,13.5,30.0,25.0,0.54,24853.5,762.55,True,29,-1,24838.75,-18.0,50.25,51.5
2026_02_13,1770998849,52160,24861.25,24880.75,9.75,19.5,30.0,33.5,0.582089552238806,24874.25,667.4833333333333,True,173,-1,24842.75,7.25,53.75,-27.75
2026_02_17,1771344484,51126,24692.0,24708.75,8.375,16.75,33.0,31.125,0.5381526104417671,24697.0,668.0666666666667,True,49,1,24719.75,65.5,62.25,56.25
2026_02_24,1771953996,51880,25063.25,25070.0,3.375,6.75,31.0,11.375,0.5934065934065934,25068.25,746.6,True,41,1,25074.0,-6.75,-22.0,-27.5
2026_02_27,1772216087,56012,24914.75,24921.0,3.125,6.25,30.0,15.875,0.3937007874015748,24915.25,794.7833333333333,True,15,-1,24910.75,10.0,4.25,-2.25
2026_03_05,1772722745,50342,25171.5,25184.25,6.375,12.75,32.0,21.375,0.5964912280701754,25176.75,599.0833333333334,True,55,1,25191.75,-19.5,-16.0,-183.5
2026_03_10,1773152242,47319,24912.0,24928.5,8.25,16.5,37.0,29.5,0.559322033898305,24919.0,617.3666666666667,True,114,1,24939.25,38.75,114.25,168.25
