day,ts,i,box_lo,box_hi,esc_buf,box_pt,flips,ambient_pt,box_ambient_ratio,mid_px,mod,escaped,escape_lag_s,escape_dir,escape_px,mag_5m,mag_15m,mag_30m
2024_07_17,1721240865,56377,20046.5,20052.75,3.125,6.25,30.0,11.5,0.5434782608695652,20048.5,867.75,True,76,1,20056.0,-2.5,-22.0,-32.5
2024_07_25,1721920542,52129,19241.25,19257.25,8.0,16.0,30.0,26.75,0.5981308411214953,19248.5,675.7,True,93,1,19265.5,-44.25,-77.25,-71.75
2024_07_30,1722363699,57987,18988.75,18995.75,3.5,7.0,30.0,12.875,0.5436893203883495,18994.25,861.65,True,11,-1,18985.0,13.0,3.5,26.25
2024_08_13,1723562278,44308,18952.5,18959.25,3.375,6.75,33.0,11.75,0.574468085106383,18957.75,677.9666666666667,True,194,1,18962.75,4.75,12.0,25.75
2024_08_16,1723822299,46650,19529.0,19537.25,4.125,8.25,31.0,14.375,0.5739130434782609,19532.5,691.65,True,248,1,19542.25,14.25,11.0,30.25
2024_08_21,1724254688,42121,19861.25,19869.25,4.0,8.0,33.0,13.875,0.5765765765765766,19864.25,698.1333333333333,True,11,-1,19853.75,4.5,30.5,54.75
2024_08_28,1724861672,44369,19419.5,19426.5,3.5,7.0,30.0,13.625,0.5137614678899083,19420.25,734.5333333333333,True,47,-1,19415.0,7.75,15.5,-11.25
2024_09_04,1725463684,52938,19033.75,19043.0,4.625,9.25,30.0,17.5,0.5285714285714286,19033.75,688.0666666666667,True,9,-1,19024.0,27.0,34.25,22.5
2024_09_10,1725986068,51679,18643.25,18649.75,3.25,6.5,32.0,14.5,0.4482758620689655,18646.5,754.4666666666667,True,23,1,18653.75,9.25,33.5,49.0
2024_09_17,1726589693,37691,19748.0,19754.5,3.25,6.5,30.0,10.875,0.5977011494252874,19751.5,734.8833333333333,True,8,-1,19743.0,30.25,67.75,87.0
2024_09_26,1727374246,57037,20289.25,20294.5,2.625,5.25,30.0,9.25,0.5675675675675675,20292.5,850.7666666666667,True,40,1,20297.5,41.0,40.0,35.25
2024_10_04,1728058830,50036,20106.0,20113.75,3.875,7.75,30.0,13.75,0.5636363636363636,20106.75,740.5,True,138,-1,20100.75,-3.0,-37.25,-57.25
2024_10_18,1729261850,39912,20497.75,20506.75,4.5,9.0,30.0,17.75,0.5070422535211268,20502.25,630.8333333333334,True,45,-1,20491.5,17.5,-5.0,16.0
2024_10_25,1729870801,41662,20616.0,20622.25,3.125,6.25,31.0,11.75,0.5319148936170213,20621.0,700.0166666666667,True,11,1,20626.5,9.25,-17.75,10.0
2024_10_31,1730388767,48470,20071.5,20080.25,4.375,8.75,34.0,14.625,0.5982905982905983,20076.75,692.7833333333333,True,237,-1,20066.5,9.5,35.5,-6.25
2024_11_04,1730741659,51494,20108.25,20115.0,3.375,6.75,31.0,12.5,0.54,20112.5,754.3166666666667,True,43,1,20118.5,-1.25,23.0,3.5
2024_11_13,1731511765,40860,21098.0,21109.0,5.5,11.0,30.0,18.375,0.5986394557823129,21101.75,629.4166666666666,True,162,1,21116.5,14.5,5.75,-5.5
2024_11_21,1732204950,51564,20710.25,20724.5,7.125,14.25,33.0,25.625,0.5560975609756098,20716.5,662.5,True,238,1,20732.5,-26.75,-21.75,12.0
2024_11_26,1732637121,48962,20972.25,20980.0,3.875,7.75,30.0,14.5,0.5344827586206896,20976.0,665.35,True,226,-1,20966.5,15.75,8.25,8.5
2024_12_09,1733762388,40867,21495.5,21501.0,2.75,5.5,30.0,12.5,0.44,21498.0,699.8,True,73,1,21504.0,1.25,7.5,4.5
2024_12_17,1734457686,41023,22342.5,22348.5,3.0,6.0,30.0,10.75,0.5581395348837209,22343.75,768.1,True,124,-1,22338.75,-2.5,3.75,17.25
2024_12_23,1734982372,62617,21759.0,21763.5,2.25,4.5,34.0,8.25,0.5454545454545454,21762.5,872.8666666666667,True,28,-1,21755.75,15.0,13.75,58.25
2025_01_07,1736267662,29487,21527.5,21541.25,6.875,13.75,36.0,24.25,0.5670103092783505,21530.75,694.3666666666667,True,10,-1,21518.75,-9.75,12.75,80.0
2025_01_14,1736869106,26933,20968.0,20980.75,6.375,12.75,30.0,22.0,0.5795454545454546,20973.5,638.4333333333333,True,12,-1,20960.75,-41.5,-9.75,49.5
2025_01_16,1737043102,30672,21400.0,21411.75,5.875,11.75,31.0,19.75,0.5949367088607594,21408.0,658.3666666666667,True,58,1,21417.75,31.5,33.5,-14.0
2025_01_27,1737994899,46564,21245.0,21258.0,6.5,13.0,33.0,22.5,0.5777777777777777,21256.25,681.65,True,76,-1,21237.75,32.0,5.0,-5.25
2025_01_28,1738095532,47429,21614.25,21618.75,2.25,4.5,32.0,7.5,0.6,21616.75,918.8666666666667,True,311,1,21621.75,-7.0,-24.5,-43.0
2025_01_31,1738344507,32181,21928.75,21933.75,2.5,5.0,30.0,11.5,0.43478260869565216,21931.75,748.45,True,246,1,21937.0,-9.0,-28.75,-28.0
2025_02_05,1738771838,30498,21619.0,21627.75,4.375,8.75,32.0,15.25,0.5737704918032787,21624.25,670.6333333333333,True,71,-1,21614.0,31.75,16.75,-32.5
2025_02_07,1738948421,28064,21661.75,21675.0,6.625,13.25,30.0,22.375,0.5921787709497207,21666.25,733.6833333333333,True,130,-1,21654.75,29.0,22.75,-10.75
2025_02_12,1739383052,30854,21810.0,21815.5,2.75,5.5,32.0,10.0,0.55,21814.25,777.5333333333333,True,31,1,21819.75,-8.0,-14.0,-28.5
2025_02_19,1739978308,22317,22146.5,22153.75,3.625,7.25,30.0,12.875,0.5631067961165048,22147.0,618.4666666666667,True,47,-1,22142.5,-0.5,-23.25,-56.25
2025_02_24,1740412649,28467,21450.5,21461.0,5.25,10.5,30.0,21.5,0.4883720930232558,21458.0,657.4833333333333,True,44,1,21469.0,23.0,60.0,130.75
2025_02_28,1740763119,37563,20725.5,20735.25,4.875,9.75,30.0,17.875,0.5454545454545454,20729.5,738.65,True,42,1,20740.25,-55.0,-58.75,-164.25
2025_03_10,1741617202,29632,19648.75,19665.75,8.5,17.0,35.0,31.75,0.5354330708661418,19656.5,633.3666666666667,True,42,-1,19638.0,-44.25,3.25,61.75
2025_03_12,1741794579,31053,19602.5,19614.5,6.0,12.0,30.0,24.375,0.49230769230769234,19605.75,709.65,True,106,1,19623.0,-32.25,-0.75,64.5
2025_03_18,1742322575,31878,19496.25,19504.75,4.25,8.5,30.0,14.75,0.576271186440678,19499.75,869.5833333333334,True,62,1,19510.5,1.75,-2.5,22.75
2025_04_04,1743782663,42807,17926.0,17953.25,13.625,27.25,30.0,52.0,0.5240384615384616,17937.25,724.3833333333333,True,10,-1,17911.75,10.25,109.0,183.5
2025_04_08,1744133492,44292,17488.25,17514.75,13.25,26.5,33.0,44.75,0.5921787709497207,17494.75,811.5333333333333,True,25,1,17536.25,6.5,95.0,88.75
2025_04_11,1744387814,41741,18567.5,18585.0,8.75,17.5,35.0,34.5,0.5072463768115942,18572.5,730.2333333333333,True,21,1,18594.25,7.0,-43.0,141.5
2025_04_22,1745347619,42230,18369.5,18378.5,4.5,9.0,33.0,15.0,0.6,18377.0,886.9833333333333,True,209,1,18383.75,6.25,5.5,-87.5
2025_04_24,1745511248,35298,19180.5,19189.75,4.625,9.25,33.0,15.5,0.5967741935483871,19187.75,734.1333333333333,True,103,1,19196.75,24.75,33.75,23.25
2025_04_30,1746037464,40142,19525.25,19533.75,4.25,8.5,31.0,16.25,0.5230769230769231,19528.5,864.4,True,57,-1,19519.5,18.75,51.0,6.75
2025_05_07,1746631422,28955,19826.0,19835.0,4.5,9.0,31.0,15.5,0.5806451612903226,19826.0,683.7,True,99,-1,19821.25,22.0,2.75,-15.0
2025_05_12,1747074415,45813,20922.0,20927.0,2.5,5.0,30.0,8.5,0.5882352941176471,20923.5,866.9166666666666,True,67,-1,20918.0,-10.5,-12.75,10.25
2025_05_16,1747406314,23714,21375.25,21385.5,5.125,10.25,30.0,17.25,0.5942028985507246,21385.0,638.5666666666667,True,111,-1,21365.75,32.25,-35.25,-17.75
2025_05_23,1748023757,39238,21073.0,21080.0,3.5,7.0,30.0,11.75,0.5957446808510638,21078.0,849.2833333333333,True,47,-1,21068.75,-2.25,20.5,21.5
2025_06_02,1748877303,26861,21392.5,21401.0,4.25,8.5,34.0,16.375,0.5190839694656488,21396.0,675.05,True,58,-1,21387.0,1.0,14.0,-12.5
2025_06_06,1749225302,29222,21817.25,21824.0,3.375,6.75,30.0,12.375,0.5454545454545454,21821.0,715.0333333333333,True,97,-1,21812.5,7.75,-16.5,16.75
2025_07_02,1751467099,23769,22803.25,22809.25,3.0,6.0,31.0,10.25,0.5853658536585366,22806.0,638.3166666666667,True,98,-1,22800.0,18.5,-18.25,-31.5
2025_07_15,1752593632,29094,23145.0,23151.25,3.125,6.25,34.0,11.5,0.5434782608695652,23145.75,693.8666666666667,True,10,-1,23141.75,-10.75,-37.0,-13.25
2025_07_25,1753453769,20139,23401.75,23406.5,2.375,4.75,30.0,10.625,0.4470588235294118,23402.25,629.4833333333333,True,41,1,23409.25,-4.75,-2.25,-5.0
2025_08_05,1754415330,32672,23201.25,23206.25,2.5,5.0,30.0,9.75,0.5128205128205128,23205.5,815.5,True,41,1,23209.75,6.25,22.25,25.25
2025_08_13,1755097240,21424,23955.0,23961.25,3.125,6.25,30.0,12.75,0.49019607843137253,23955.5,660.6666666666666,True,17,-1,23951.75,18.0,50.75,25.5
2025_08_20,1755715182,40766,23236.25,23243.5,3.625,7.25,30.0,12.75,0.5686274509803921,23242.25,879.7,True,17,1,23249.5,5.0,13.25,28.5
2025_08_26,1756222365,27685,23504.0,23509.5,2.75,5.5,30.0,9.5,0.5789473684210527,23506.75,692.75,True,52,1,23512.5,-0.5,-3.5,19.5
2025_09_02,1756831954,35963,23105.0,23110.25,2.625,5.25,35.0,10.375,0.5060240963855421,23108.5,772.5666666666667,True,54,-1,23101.25,-19.25,-39.5,-30.75
2025_09_05,1757093966,32443,23622.0,23629.75,3.875,7.75,30.0,13.5,0.5740740740740741,23627.5,819.4333333333333,True,105,-1,23617.5,11.25,14.5,-5.75
2025_10_02,1759417172,23533,25019.0,25027.25,4.125,8.25,33.0,13.75,0.6,25020.75,659.5333333333333,True,47,-1,25014.25,12.5,-20.5,-25.25
2025_10_14,1760453851,36786,24685.75,24696.25,5.25,10.5,33.0,20.25,0.5185185185185185,24688.25,657.5166666666667,True,160,1,24702.0,42.75,11.25,12.0
2025_10_16,1760626785,27156,25102.25,25113.5,5.625,11.25,30.0,20.25,0.5555555555555556,25108.25,659.75,True,207,1,25119.5,4.75,-10.5,-96.25
2025_10_23,1761238921,34032,25242.75,25246.75,2.0,4.0,32.0,7.375,0.5423728813559322,25245.25,782.0166666666667,True,26,-1,25240.0,-0.25,9.5,19.0
2025_10_31,1761921496,24437,26139.5,26149.75,5.125,10.25,30.0,18.25,0.5616438356164384,26142.0,638.2666666666667,True,197,1,26157.75,22.25,0.25,2.75
2025_11_07,1762532197,36034,24774.0,24785.5,5.75,11.5,30.0,24.875,0.4623115577889447,24775.5,676.6166666666667,True,32,1,24791.75,39.5,15.25,-16.0
2025_11_13,1763057355,38966,25131.75,25144.25,6.25,12.5,31.0,21.25,0.5882352941176471,25140.5,789.25,True,66,-1,25123.0,-32.25,37.75,104.0
2025_11_19,1763573701,39273,24564.0,24577.5,6.75,13.5,32.0,23.625,0.5714285714285714,24570.25,755.0166666666667,True,42,-1,24555.25,23.5,-61.75,-91.25
2025_12_01,1764606306,35255,25361.0,25372.5,5.75,11.5,30.0,19.25,0.5974025974025974,25371.75,685.1,True,19,1,25378.5,5.75,10.0,54.5
2025_12_05,1764958084,31253,25724.25,25730.0,2.875,5.75,30.0,10.25,0.5609756097560976,25729.0,788.0666666666667,True,61,1,25733.5,-2.25,-16.0,19.0
2026_01_02,1767373899,28583,25349.25,25361.0,5.875,11.75,30.0,21.0,0.5595238095238095,25357.25,731.65,True,32,1,25368.75,24.0,3.25,6.75
2026_01_08,1767886015,23499,25683.25,25696.0,6.375,12.75,30.0,23.125,0.5513513513513514,25692.75,626.9166666666666,True,86,1,25712.25,-22.0,-31.0,-57.5
2026_01_13,1768328036,32259,25888.0,25894.5,3.25,6.5,30.0,12.25,0.5306122448979592,25892.5,793.9333333333333,True,37,1,25898.5,-0.75,-21.25,-31.5
2026_01_28,1769631392,44019,26189.0,26198.0,4.5,9.0,30.0,15.375,0.5853658536585366,26194.75,916.5333333333333,True,217,1,26202.75,-8.0,-49.75,-53.0
2026_02_02,1770049903,41134,25886.0,25894.0,4.0,8.0,30.0,13.75,0.5818181818181818,25891.5,691.7166666666667,True,11,-1,25880.0,-10.25,28.25,-33.75
2026_02_09,1770664406,62648,25383.75,25389.75,3.0,6.0,30.0,10.25,0.5853658536585366,25385.25,853.4333333333333,True,22,1,25393.0,4.0,27.5,25.25
2026_02_13,1771002147,55458,24905.0,24919.0,7.0,14.0,30.0,24.25,0.5773195876288659,24914.5,722.45,True,204,1,24926.25,-9.25,4.5,51.25
2026_02_18,1771428304,43654,25042.25,25056.25,7.0,14.0,30.0,25.375,0.5517241379310345,25049.25,625.0666666666667,True,87,1,25064.5,-24.5,8.5,33.25
2026_02_25,1772048826,58760,25369.5,25371.75,1.125,2.25,32.0,4.25,0.5294117647058824,25370.25,887.1,True,114,1,25373.0,-2.0,-5.25,-0.25
2026_03_03,1772551321,53030,24399.0,24417.75,9.375,18.75,30.0,38.625,0.4854368932038835,24403.75,622.0166666666667,True,57,-1,24388.25,14.0,-51.5,-21.75
2026_03_05,1772736109,63706,24831.75,24844.75,6.5,13.0,32.0,23.25,0.5591397849462365,24834.75,821.8166666666667,True,26,1,24852.75,-6.75,-59.0,-24.0
2026_03_13,1773422456,57952,24451.0,24461.75,5.375,10.75,32.0,18.625,0.5771812080536913,24453.25,800.9333333333333,True,55,-1,24445.5,-0.25,6.5,74.75
