day,ts,i,dir,peak_i,peak_ts,peak_px,mfe_pt,give_frac,stalled,mod,race,resolve_s,sym_race,sym_resolve_s,net_60m
2024_10_28,1730135230,13572,-1,13452,1730134630,20529.0,19.25,0.7272727272727273,False,787.1666666666666,GIVEBACK_50,5,CONT,210.0,-9.5
2024_11_04,1730742685,13332,-1,13212,1730742085,20110.75,22.75,1.4945054945054945,False,771.4166666666666,GIVEBACK_50,5,CONT,525.0,-34.25
2024_11_08,1731077715,11067,-1,10947,1731077115,21177.0,48.5,0.9072164948453608,False,595.25,GIVEBACK_50,5,CONT,100.0,14.0
2024_11_21,1732203670,11910,-1,11790,1732203070,20516.0,18.0,3.7916666666666665,False,641.1666666666666,GIVEBACK_50,5,AGAINST,35.0,-206.0
2024_12_03,1733251185,13449,-1,13329,1733250585,21229.0,16.75,0.6268656716417911,False,819.75,NEW_EXTREME,5,CONT,345.0,-17.0
2024_12_13,1734117585,14255,1,14135,1734116985,21782.5,23.25,0.4838709677419355,False,859.75,NEW_EXTREME,5,CONT,155.0,0.75
2024_12_20,1734712990,12686,-1,12566,1734712390,21672.5,11.25,9.911111111111111,False,703.1666666666666,GIVEBACK_50,5,CONT,10.0,10.25
2024_12_30,1735583160,13733,1,13613,1735582560,21564.5,10.5,5.380952380952381,False,806.0,GIVEBACK_50,5,AGAINST,10.0,1.0
2025_01_08,1736347580,9224,1,9104,1736346980,21360.75,13.0,5.3076923076923075,False,586.3333333333334,GIVEBACK_50,5,AGAINST,5.0,-40.0
2025_01_13,1736799015,13456,-1,13336,1736798415,20889.25,20.25,0.8888888888888888,False,910.25,NEW_EXTREME,85,AGAINST,385.0,
2025_01_16,1737052035,11945,-1,11825,1737051435,21375.5,37.5,0.3,True,807.25,NEW_EXTREME,5,CONT,65.0,21.75
2025_01_28,1738080795,10620,-1,10500,1738080195,21420.5,18.0,3.1944444444444446,False,673.25,GIVEBACK_50,5,CONT,30.0,-59.5
2025_01_30,1738257640,10904,1,10784,1738257040,21589.25,10.0,5.925,False,740.6666666666666,GIVEBACK_50,5,CONT,25.0,5.75
2025_02_04,1738680305,9554,-1,9434,1738679705,21449.5,13.5,5.2592592592592595,False,585.0833333333334,GIVEBACK_50,5,CONT,55.0,-152.0
2025_02_07,1738945150,9548,1,9428,1738944550,21715.75,11.5,5.086956521739131,False,679.1666666666666,GIVEBACK_50,15,CONT,25.0,-105.5
2025_02_14,1739548380,9687,-1,9567,1739547780,22106.5,10.75,3.2790697674418605,False,653.0,GIVEBACK_50,5,AGAINST,70.0,16.0
2025_02_24,1740428135,13241,-1,13121,1740427535,21540.0,8.5,2.5294117647058822,False,915.5833333333334,GIVEBACK_50,5,CONT,240.0,
2025_03_04,1741108130,11618,1,11498,1741107530,20332.75,16.75,3.8059701492537314,False,728.8333333333334,GIVEBACK_50,5,CONT,85.0,123.0
2025_03_07,1741363520,10311,1,10191,1741362920,20041.75,16.75,4.492537313432836,False,665.3333333333334,GIVEBACK_50,5,AGAINST,55.0,-121.0
2025_03_13,1741888565,12322,-1,12202,1741887965,19171.75,27.5,1.9636363636363636,False,836.0833333333334,GIVEBACK_50,5,CONT,80.0,-141.25
2025_03_19,1742392860,6529,-1,6409,1742392260,19572.25,19.25,3.5194805194805197,False,601.0,GIVEBACK_50,5,AGAINST,65.0,40.0
2025_04_03,1743688945,9708,1,9588,1743688345,19046.5,13.5,6.685185185185185,False,602.4166666666666,GIVEBACK_50,5,AGAINST,5.0,-199.25
2025_04_04,1743787120,12141,1,12021,1743786520,17759.0,24.25,5.577319587628866,False,798.6666666666666,GIVEBACK_50,5,CONT,10.0,67.5
2025_04_08,1744123915,10278,1,10158,1744123315,18287.5,12.5,7.18,False,651.9166666666666,GIVEBACK_50,5,AGAINST,10.0,-203.75
2025_04_15,1744727805,9464,-1,9344,1744727205,18942.75,20.5,4.975609756097561,False,636.75,GIVEBACK_50,5,CONT,20.0,33.75
2025_04_21,1745263585,12447,-1,12327,1745262985,17757.0,15.0,3.45,False,926.4166666666666,GIVEBACK_50,5,CONT,25.0,
2025_05_06,1746539110,8719,-1,8599,1746538510,19828.75,12.0,2.75,False,585.1666666666666,GIVEBACK_50,5,AGAINST,25.0,-68.75
2025_05_08,1746731025,12986,1,12866,1746730425,20303.25,11.5,3.108695652173913,False,903.75,GIVEBACK_50,5,AGAINST,155.0,
2025_05_14,1747245780,11976,1,11856,1747245180,21368.5,13.25,1.2075471698113207,False,843.0,GIVEBACK_50,5,CONT,145.0,-0.5
2025_05_20,1747750025,9052,1,8932,1747749425,21412.0,8.5,3.8529411764705883,False,607.0833333333334,GIVEBACK_50,5,AGAINST,10.0,2.75
2025_05_23,1748008930,8836,-1,8716,1748008330,20861.25,45.5,1.0934065934065933,False,602.1666666666666,GIVEBACK_50,5,AGAINST,110.0,-33.25
2025_05_29,1748530345,10098,-1,9978,1748529745,21434.5,30.0,1.725,False,652.4166666666666,GIVEBACK_50,5,AGAINST,40.0,32.25
2025_06_04,1749048650,8876,1,8756,1749048050,21737.25,16.5,1.803030303030303,False,650.8333333333334,GIVEBACK_50,5,CONT,165.0,40.75
2025_06_12,1749744865,9800,-1,9680,1749744265,21911.25,31.75,1.094488188976378,False,734.4166666666666,GIVEBACK_50,5,AGAINST,65.0,-14.75
2025_07_02,1751469940,9457,1,9337,1751469340,22828.25,11.75,1.2127659574468086,False,685.6666666666666,GIVEBACK_50,5,AGAINST,160.0,23.0
2025_07_21,1753115585,9359,-1,9239,1753114985,23361.5,15.0,1.7333333333333334,False,753.0833333333334,GIVEBACK_50,5,CONT,445.0,-32.25
2025_07_30,1753901960,11465,1,11345,1753901360,23525.0,10.0,9.975,False,899.3333333333334,GIVEBACK_50,5,AGAINST,10.0,50.5
2025_08_06,1754490750,9297,1,9177,1754490150,23208.5,8.25,4.909090909090909,False,632.5,GIVEBACK_50,5,AGAINST,20.0,138.25
2025_08_12,1755025640,11448,-1,11328,1755025040,23907.5,8.25,1.0606060606060606,False,907.3333333333334,GIVEBACK_50,5,CONT,230.0,
2025_08_20,1755717330,12891,-1,12771,1755716730,23253.0,10.75,6.186046511627907,False,915.5,GIVEBACK_50,5,AGAINST,200.0,
2025_08_28,1756402860,11217,-1,11097,1756402260,23757.5,11.75,0.9787234042553191,False,821.0,GIVEBACK_50,25,AGAINST,1510.0,-19.0
2025_09_11,1757600840,8225,1,8105,1757600240,23974.25,20.5,1.2439024390243902,False,627.3333333333334,GIVEBACK_50,5,CONT,200.0,72.5
2025_10_02,1759422185,10160,1,10040,1759421585,25062.75,17.25,0.6956521739130435,False,743.0833333333334,NEW_EXTREME,30,AGAINST,1065.0,22.0
2025_10_13,1760363950,9505,-1,9385,1760363350,24809.5,8.25,9.151515151515152,False,599.1666666666666,GIVEBACK_50,5,AGAINST,50.0,134.25
2025_10_17,1760717605,11095,-1,10975,1760717005,24895.0,11.25,3.2222222222222223,False,733.4166666666666,GIVEBACK_50,5,AGAINST,100.0,26.25
2025_10_24,1761314640,8378,-1,8258,1761314040,25477.5,13.75,3.727272727272727,False,604.0,GIVEBACK_50,5,CONT,35.0,44.75
2025_10_30,1761849635,12854,1,12734,1761849035,26017.25,28.0,1.4285714285714286,False,880.5833333333334,GIVEBACK_50,5,CONT,285.0,-68.0
2025_11_05,1762355795,10611,1,10491,1762355195,25712.25,62.75,1.0876494023904382,False,616.5833333333334,GIVEBACK_50,5,CONT,25.0,28.25
2025_11_14,1763148795,13661,1,13541,1763148195,25209.0,55.25,0.43891402714932126,False,873.25,NEW_EXTREME,375,AGAINST,20.0,-51.5
2025_11_20,1763656655,11294,1,11174,1763656055,24964.75,46.75,3.0,False,697.5833333333334,GIVEBACK_50,5,AGAINST,10.0,-497.0
2025_11_24,1763998510,10487,-1,10367,1763997910,24686.75,20.75,3.5180722891566263,False,635.1666666666666,GIVEBACK_50,5,AGAINST,35.0,-101.25
2025_11_28,1764349890,3644,-1,3524,1764349290,25408.0,22.75,1.3516483516483517,False,731.5,GIVEBACK_50,5,CONT,70.0,-43.0
2025_12_09,1765295695,9209,1,9089,1765295095,25680.0,11.0,3.9545454545454546,False,654.9166666666666,NEW_EXTREME,15,CONT,25.0,40.75
2025_12_12,1765563085,10973,-1,10853,1765562485,25266.0,14.75,2.3728813559322033,False,791.4166666666666,GIVEBACK_50,5,CONT,10.0,35.75
2025_12_18,1766072026,3776,-1,3657,1766071425,25019.25,12.75,7.509803921568627,False,633.7666666666667,GIVEBACK_50,5,AGAINST,34.0,-33.75
2026_01_05,1767628825,9814,-1,9694,1767628225,25646.5,12.75,1.8823529411764706,False,660.4166666666666,GIVEBACK_50,5,AGAINST,175.0,-14.5
2026_01_09,1767976990,9936,1,9816,1767976390,25868.5,16.25,1.4,False,703.1666666666666,NEW_EXTREME,60,CONT,60.0,54.75
2026_01_19,1768839880,10376,1,10256,1768839280,25377.5,28.5,0.8070175438596491,False,684.6666666666666,GIVEBACK_50,5,AGAINST,50.0,46.25
2026_01_29,1769699155,9664,1,9544,1769698555,25951.5,18.75,10.373333333333333,False,605.9166666666666,GIVEBACK_50,5,CONT,40.0,-223.75
2026_01_30,1769792730,11732,1,11612,1769792130,25795.75,10.75,8.186046511627907,False,725.5,GIVEBACK_50,5,CONT,10.0,-15.5
2026_02_05,1770304065,10219,1,10099,1770303465,24804.5,11.25,13.0,False,607.75,GIVEBACK_50,5,CONT,5.0,-81.0
2026_02_06,1770402695,12932,1,12812,1770402095,25114.75,13.5,2.9444444444444446,False,811.5833333333334,GIVEBACK_50,5,CONT,95.0,17.5
2026_02_13,1770995110,10845,1,10725,1770994510,24796.75,67.0,1.6865671641791045,False,605.1666666666666,GIVEBACK_50,5,AGAINST,25.0,104.25
2026_02_19,1771518230,11733,-1,11613,1771517630,24899.5,12.0,4.791666666666667,False,683.8333333333334,GIVEBACK_50,5,CONT,95.0,57.25
2026_02_27,1772207790,11392,1,11272,1772207190,25007.75,10.5,7.619047619047619,False,656.5,GIVEBACK_50,5,AGAINST,30.0,36.0
2026_03_02,1772483100,14695,-1,14575,1772482500,24950.0,26.5,2.6320754716981134,False,925.0,GIVEBACK_50,5,CONT,110.0,
2026_03_05,1772723160,10872,-1,10752,1772722560,25127.25,9.0,8.61111111111111,False,606.0,GIVEBACK_50,5,CONT,55.0,144.0
2026_03_10,1773169290,13692,1,13572,1773168690,25077.5,10.25,5.560975609756097,False,901.5,GIVEBACK_50,5,AGAINST,115.0,
2026_03_13,1773425280,13046,-1,12926,1773424680,24366.75,23.75,1.4,False,848.0,GIVEBACK_50,5,AGAINST,110.0,-34.5
2026_03_19,1773928705,7449,-1,7329,1773928105,24208.75,11.0,8.886363636363637,False,598.4166666666666,GIVEBACK_50,5,AGAINST,10.0,-44.25
