day,ts,i,dir,peak_i,peak_ts,peak_px,mfe_pt,give_frac,stalled,mod,race,resolve_s,sym_race,sym_resolve_s,net_60m
2024_07_16,1721148070,12675,-1,12555,1721147470,20472.25,24.25,1.7835051546391754,False,761.1666666666666,GIVEBACK_50,5,CONT,135.0,-1.75
2024_07_23,1721757965,14174,1,14054,1721757365,19985.75,24.25,0.6494845360824743,False,846.0833333333334,NEW_EXTREME,40,CONT,80.0,-11.0
2024_07_31,1722436535,11846,-1,11726,1722435935,19429.75,24.25,2.0,False,635.5833333333334,GIVEBACK_50,5,AGAINST,140.0,-15.75
2024_08_06,1722955220,11989,-1,11869,1722954620,18141.25,71.5,1.3356643356643356,False,640.3333333333334,GIVEBACK_50,5,CONT,50.0,-1.0
2024_08_12,1723486885,14474,-1,14354,1723486285,18605.5,14.75,2.406779661016949,False,861.4166666666666,GIVEBACK_50,5,CONT,170.0,10.0
2024_08_21,1724263855,14068,1,13948,1724263255,19935.25,49.25,1.0558375634517767,False,850.9166666666666,GIVEBACK_50,5,AGAINST,75.0,-20.75
2024_08_29,1724941140,11610,1,11490,1724940540,19632.0,18.25,5.342465753424658,False,619.0,GIVEBACK_50,5,CONT,5.0,93.25
2024_09_03,1725385990,14132,-1,14012,1725385390,19123.25,41.0,0.3353658536585366,False,833.1666666666666,NEW_EXTREME,5,CONT,310.0,79.25
2024_09_09,1725890965,11540,1,11420,1725890365,18694.25,40.5,0.9629629629629629,False,609.4166666666666,NEW_EXTREME,70,CONT,45.0,-133.5
2024_09_23,1727099030,11051,1,10931,1727098430,20061.75,25.25,1.0792079207920793,False,583.8333333333334,NEW_EXTREME,65,CONT,90.0,41.0
2024_09_25,1727286465,13901,1,13781,1727285865,20178.5,26.5,1.3962264150943395,False,827.75,GIVEBACK_50,5,CONT,170.0,54.0
2024_10_08,1728396305,11395,-1,11275,1728395705,20130.25,14.25,5.017543859649122,False,605.0833333333334,GIVEBACK_50,5,AGAINST,40.0,-67.25
2024_10_17,1729188670,14083,1,13963,1729188070,20482.25,9.25,8.567567567567568,False,851.1666666666666,GIVEBACK_50,5,AGAINST,65.0,11.5
2024_10_28,1730136445,13815,-1,13695,1730135845,20522.5,8.0,3.78125,False,807.4166666666666,GIVEBACK_50,5,AGAINST,1505.0,-0.75
2024_11_05,1730821115,11647,1,11527,1730820515,20284.5,9.0,3.138888888888889,False,638.5833333333334,GIVEBACK_50,5,CONT,155.0,43.25
2024_11_08,1731094920,14508,-1,14388,1731094320,21251.5,9.0,1.2222222222222223,False,882.0,GIVEBACK_50,5,CONT,330.0,37.5
2024_11_25,1732563260,14364,-1,14244,1732562660,20833.0,9.25,2.27027027027027,False,874.3333333333334,GIVEBACK_50,5,AGAINST,465.0,-21.25
2024_12_05,1733412100,10895,-1,10775,1733411500,21517.25,14.5,1.2413793103448276,False,621.6666666666666,NEW_EXTREME,35,CONT,150.0,-12.5
2024_12_17,1734454475,11859,1,11739,1734453875,22385.5,11.75,4.148936170212766,False,714.5833333333334,GIVEBACK_50,5,AGAINST,355.0,6.5
2024_12_23,1734973510,12939,-1,12819,1734972910,21674.75,9.5,5.2105263157894735,False,725.1666666666666,GIVEBACK_50,5,AGAINST,35.0,-27.0
2025_01_02,1735833410,10625,-1,10505,1735832810,21220.25,28.5,3.789473684210526,False,656.8333333333334,GIVEBACK_50,5,CONT,40.0,-7.25
2025_01_08,1736355425,10793,1,10673,1736354825,21412.25,13.75,3.036363636363636,False,717.0833333333334,GIVEBACK_50,5,AGAINST,300.0,-122.25
2025_01_14,1736879100,11664,-1,11544,1736878500,20873.75,9.0,4.916666666666667,False,805.0,GIVEBACK_50,5,AGAINST,175.0,-86.25
2025_01_17,1737129355,9664,-1,9544,1737128755,21542.0,15.75,2.238095238095238,False,655.9166666666666,GIVEBACK_50,5,AGAINST,160.0,-17.5
2025_01_28,1738087570,11975,-1,11855,1738086970,21540.0,15.25,1.8524590163934427,False,786.1666666666666,GIVEBACK_50,5,AGAINST,25.0,25.0
2025_01_31,1738349465,11988,1,11868,1738348865,21805.75,23.5,2.425531914893617,False,831.0833333333334,GIVEBACK_50,5,AGAINST,5.0,-138.75
2025_02_04,1738683250,10143,-1,10023,1738682650,21623.0,25.75,1.2815533980582525,False,634.1666666666666,GIVEBACK_50,5,CONT,20.0,-25.25
2025_02_07,1738946745,9867,-1,9747,1738946145,21642.25,42.5,0.9176470588235294,False,705.75,NEW_EXTREME,50,CONT,45.0,-10.25
2025_02_18,1739891375,8939,1,8819,1739890775,22211.5,14.0,4.107142857142857,False,609.5833333333334,GIVEBACK_50,5,AGAINST,50.0,13.25
2025_02_27,1740678420,11778,1,11658,1740677820,21071.5,16.25,4.846153846153846,False,767.0,GIVEBACK_50,5,AGAINST,35.0,42.0
2025_03_04,1741114260,12844,-1,12724,1741113660,20435.0,9.25,4.702702702702703,False,831.0,GIVEBACK_50,5,AGAINST,20.0,-152.5
2025_03_07,1741371045,11816,-1,11696,1741370445,19955.75,13.75,11.581818181818182,False,790.75,GIVEBACK_50,5,CONT,15.0,-60.0
2025_03_14,1741960460,9195,-1,9075,1741959860,19561.5,13.0,4.519230769230769,False,594.3333333333334,GIVEBACK_50,5,CONT,45.0,38.0
2025_03_19,1742408380,9562,-1,9443,1742407780,19651.5,11.0,6.340909090909091,False,859.6666666666666,GIVEBACK_50,5,CONT,70.0,-168.25
2025_04_03,1743693440,10607,-1,10487,1743692840,18723.25,39.75,2.830188679245283,False,677.3333333333334,GIVEBACK_50,5,AGAINST,35.0,-112.25
2025_04_07,1744038010,10781,-1,10661,1744037410,17433.75,31.5,10.293650793650794,False,660.1666666666666,GIVEBACK_50,5,CONT,15.0,293.25
2025_04_08,1744129450,11385,1,11265,1744128850,18066.5,19.25,11.064935064935066,False,744.1666666666666,GIVEBACK_50,5,AGAINST,15.0,-288.75
2025_04_15,1744731135,10130,1,10010,1744730535,19085.25,17.25,4.391304347826087,False,692.25,GIVEBACK_50,5,AGAINST,85.0,26.75
2025_04_23,1745417175,9504,-1,9384,1745416575,18999.0,17.25,7.434782608695652,False,606.25,GIVEBACK_50,5,CONT,75.0,-9.5
2025_05_06,1746539495,8796,1,8676,1746538895,19861.0,13.25,7.6415094339622645,False,591.5833333333334,GIVEBACK_50,5,CONT,15.0,135.0
2025_05_08,1746732700,13321,1,13201,1746732100,20324.25,25.5,0.803921568627451,False,931.6666666666666,GIVEBACK_50,65,AGAINST,120.0,
2025_05_16,1747422110,12137,1,12017,1747421510,21489.5,11.5,1.2391304347826086,False,901.8333333333334,GIVEBACK_50,10,CONT,215.0,
2025_05_21,1747848170,11327,1,11207,1747847570,21469.5,22.0,7.954545454545454,False,802.8333333333334,GIVEBACK_50,5,AGAINST,30.0,-103.25
2025_05_26,1748266995,7193,1,7074,1748266395,21297.75,46.5,0.12903225806451613,True,583.25,NEW_EXTREME,50,AGAINST,655.0,-51.25
2025_05_29,1748535035,11036,-1,10916,1748534435,21309.0,39.75,1.628930817610063,False,730.5833333333334,GIVEBACK_50,5,AGAINST,30.0,-82.0
2025_06_04,1749057705,10687,-1,10567,1749057105,21766.0,8.0,1.40625,False,801.75,GIVEBACK_50,5,CONT,1100.0,-19.0
2025_06_16,1750085485,7118,-1,6998,1750084885,21956.25,15.25,1.3934426229508197,False,651.4166666666666,GIVEBACK_50,90,CONT,435.0,-5.25
2025_07_03,1751557900,9254,1,9134,1751557300,23100.5,32.25,0.3643410852713178,False,711.6666666666666,GIVEBACK_50,280,AGAINST,355.0,-37.0
2025_07_24,1753372400,9479,-1,9359,1753371800,23373.25,8.75,2.942857142857143,False,713.3333333333334,GIVEBACK_50,5,CONT,400.0,33.75
2025_08_01,1754072220,12246,1,12126,1754071620,22840.0,13.75,3.381818181818182,False,857.0,GIVEBACK_50,5,CONT,70.0,70.25
2025_08_06,1754502705,11688,1,11568,1754502105,23392.5,25.0,1.08,False,831.75,GIVEBACK_50,5,CONT,520.0,51.5
2025_08_13,1755112320,11668,-1,11548,1755111720,23922.5,24.0,0.5833333333333334,False,912.0,GIVEBACK_50,65,AGAINST,175.0,
2025_08_21,1755790890,9821,-1,9701,1755790290,23258.75,10.25,2.951219512195122,False,701.5,GIVEBACK_50,5,AGAINST,15.0,81.25
2025_09_08,1757344855,9059,1,8939,1757344255,23875.75,19.25,1.6103896103896105,False,680.9166666666666,GIVEBACK_50,5,CONT,325.0,-9.25
2025_09_11,1757610135,10084,-1,9964,1757609535,23998.25,19.5,0.9487179487179487,False,782.25,NEW_EXTREME,215,AGAINST,445.0,-28.0
2025_10_07,1759846800,8446,1,8326,1759846200,25249.5,31.75,0.44881889763779526,False,620.0,GIVEBACK_50,45,AGAINST,115.0,-141.5
2025_10_13,1760376545,12024,-1,11904,1760375945,24898.75,22.75,1.3516483516483517,False,809.0833333333334,NEW_EXTREME,130,AGAINST,180.0,-49.75
2025_10_17,1760721815,11937,1,11817,1760721215,24894.0,43.5,1.4597701149425288,False,803.5833333333334,GIVEBACK_50,45,AGAINST,105.0,150.0
2025_10_24,1761315430,8536,1,8416,1761314830,25538.0,11.25,1.8888888888888888,False,617.1666666666666,GIVEBACK_50,5,CONT,75.0,-7.75
2025_10_31,1761923490,9638,1,9518,1761922890,26169.75,10.0,2.0,False,671.5,GIVEBACK_50,5,CONT,100.0,-173.25
2025_11_05,1762361305,11713,-1,11593,1762360705,25735.25,8.75,4.771428571428571,False,708.4166666666666,GIVEBACK_50,5,AGAINST,405.0,-42.0
2025_11_17,1763400560,11910,-1,11790,1763399960,25131.5,33.0,0.8560606060606061,False,749.3333333333334,GIVEBACK_50,10,CONT,125.0,165.0
2025_11_20,1763670715,14106,1,13986,1763670115,24342.0,8.5,11.352941176470589,False,931.9166666666666,GIVEBACK_50,5,AGAINST,15.0,
2025_11_24,1764007455,12276,1,12156,1764006855,24938.75,18.5,1.3783783783783783,False,784.25,GIVEBACK_50,10,CONT,505.0,11.5
2025_11_28,1764351425,3951,1,3831,1764350825,25434.25,19.0,1.3289473684210527,False,757.0833333333334,GIVEBACK_50,5,AGAINST,150.0,72.25
2025_12_10,1765377970,8359,-1,8239,1765377370,25577.0,52.75,1.5781990521327014,False,586.1666666666666,GIVEBACK_50,5,CONT,45.0,78.0
2025_12_15,1765809725,7570,1,7450,1765809125,25394.25,14.5,6.844827586206897,False,582.0833333333334,GIVEBACK_50,5,CONT,15.0,-199.75
2025_12_18,1766072756,3918,-1,3802,1766072155,25124.25,11.0,4.113636363636363,False,645.9333333333333,GIVEBACK_50,4,CONT,86.0,-8.5
2026_01_06,1767711535,8428,-1,8308,1767710935,25692.75,24.5,2.704081632653061,False,598.9166666666666,GIVEBACK_50,5,CONT,40.0,63.75
2026_01_13,1768315225,8612,-1,8492,1768314625,25935.0,24.5,3.9489795918367347,False,580.4166666666666,GIVEBACK_50,5,AGAINST,90.0,193.5
2026_01_20,1768924615,10704,1,10584,1768924015,25386.75,9.25,7.864864864864865,False,656.9166666666666,GIVEBACK_50,5,CONT,65.0,68.0
2026_01_29,1769703940,10621,-1,10501,1769703340,25658.25,16.75,3.1940298507462686,False,685.6666666666666,GIVEBACK_50,5,CONT,35.0,-133.75
2026_01_30,1769799190,13024,-1,12904,1769798590,25614.25,14.25,6.5964912280701755,False,833.1666666666666,GIVEBACK_50,5,CONT,5.0,-9.5
2026_02_05,1770306850,10776,1,10656,1770306250,24694.0,30.0,4.033333333333333,False,654.1666666666666,GIVEBACK_50,5,AGAINST,10.0,205.5
2026_02_09,1770649210,10782,1,10662,1770648610,25152.25,10.0,5.65,False,600.1666666666666,GIVEBACK_50,5,AGAINST,40.0,191.25
2026_02_17,1771342905,11281,1,11161,1771342305,24503.25,15.75,3.3968253968253967,False,641.75,GIVEBACK_50,5,CONT,40.0,288.75
2026_02_20,1771607195,12204,1,12084,1771606595,25125.0,9.0,7.388888888888889,False,726.5833333333334,GIVEBACK_50,5,AGAINST,75.0,-44.25
2026_02_27,1772215720,12978,1,12858,1772215120,24951.75,15.0,2.3666666666666667,False,788.6666666666666,GIVEBACK_50,5,AGAINST,90.0,-4.5
2026_03_03,1772550620,10923,1,10803,1772550020,24546.75,57.0,1.4736842105263157,False,610.3333333333334,GIVEBACK_50,5,CONT,25.0,76.25
2026_03_05,1772724440,11128,1,11008,1772723840,25138.25,8.0,15.875,False,627.3333333333334,GIVEBACK_50,5,AGAINST,10.0,-19.0
2026_03_11,1773240340,10557,-1,10437,1773239740,24980.25,16.75,4.253731343283582,False,645.6666666666666,GIVEBACK_50,5,AGAINST,20.0,118.25
2026_03_13,1773425560,13102,-1,12982,1773424960,24371.75,11.0,3.0454545454545454,False,852.6666666666666,GIVEBACK_50,5,AGAINST,135.0,-33.75
