day,ts,i,trigger_i,trigger_ts,shelf_px,poke_px,dwell_frac,bounce_pt,day_class,mod,outcome,resolve_min
2024_09_23,1727110260,1131,1130,1727110200,20061.0,20049.25,0.08333333333333333,5.75,other,771.0,CRACK,1
2024_09_25,1727288040,1214,1213,1727287980,20177.0,20158.5,0.08333333333333333,17.75,other,854.0,CRACK,1
2024_09_27,1727463660,1261,1260,1727463600,20239.0,20237.0,0.1,10.25,flushV,901.0,HOLD,4
2024_10_10,1728567060,931,930,1728567000,20361.0,20340.0,0.1,43.0,other,571.0,HOLD,1
2024_10_15,1729015440,1204,1203,1729015380,20377.0,20375.25,0.08333333333333333,13.5,other,844.0,CRACK,3
2024_10_18,1729274040,1194,1193,1729273980,20499.0,20485.0,0.08333333333333333,6.75,other,834.0,CRACK,1
2024_10_28,1730137080,1178,1177,1730137020,20537.0,20533.25,0.1,12.75,flushV,818.0,HOLD,1
2024_10_31,1730400900,1255,1254,1730400840,20029.0,20024.75,0.08333333333333333,14.75,other,895.0,HOLD,1
2024_11_07,1731007860,1231,1230,1731007800,21185.0,21184.75,0.11666666666666667,15.5,other,871.0,HOLD,1
2024_11_12,1731425820,997,996,1731425760,21213.0,21214.25,0.10833333333333334,18.25,other,637.0,HOLD,1
2024_11_18,1731953940,1159,1158,1731953880,20653.0,20652.5,0.09166666666666666,10.0,other,799.0,CRACK,4
2024_11_22,1732302600,1210,1209,1732302540,20835.0,20826.25,0.08333333333333333,11.75,other,850.0,CRACK,2
2024_12_02,1733169420,1257,1255,1733169300,21205.0,21208.75,0.1,9.5,other,897.0,CRACK,7
2024_12_09,1733754660,931,930,1733754600,21619.0,21582.75,0.15,52.75,other,571.0,HOLD,1
2024_12_11,1733947440,1264,1263,1733947380,21801.0,21801.25,0.11666666666666667,5.5,other,904.0,HOLD,12
2024_12_26,1735223520,932,931,1735223460,21955.0,21955.25,0.15,35.75,other,572.0,HOLD,1
2025_01_07,1736278020,1167,1166,1736277960,21445.0,21445.5,0.09166666666666666,11.25,flushV,867.0,HOLD,2
2025_01_17,1737133980,1033,1032,1737133920,21591.0,21588.25,0.08333333333333333,17.5,other,733.0,HOLD,1
2025_01_23,1737644940,909,908,1737644880,21883.0,21878.25,0.10833333333333334,10.25,other,609.0,HOLD,1
2025_02_05,1738778700,1085,1084,1738778640,21707.0,21706.75,0.08333333333333333,5.0,other,785.0,CRACK,3
2025_02_13,1739457540,879,878,1739457480,21871.0,21835.0,0.09166666666666666,24.0,other,579.0,HOLD,1
2025_02_17,1739810220,997,996,1739810160,22229.0,22233.0,0.1,7.0,other,697.0,CRACK,28
2025_02_19,1739988120,1082,1081,1739988060,22217.0,22217.0,0.1,23.0,other,782.0,HOLD,1
2025_02_28,1740753060,871,870,1740753000,20601.0,20495.25,0.09166666666666666,57.0,other,571.0,HOLD,1
2025_04_01,1743515100,825,824,1743515040,19397.0,19390.25,0.08333333333333333,27.5,other,585.0,HOLD,1
2025_05_02,1746211380,1123,1122,1746211320,20249.0,20252.0,0.09166666666666666,10.75,other,883.0,CRACK,4
2025_05_14,1747250460,1161,1160,1747250400,21369.0,21349.75,0.08333333333333333,18.75,other,921.0,CRACK,2
2025_05_27,1748370180,1103,1102,1748370120,21451.0,21452.25,0.08333333333333333,14.25,flushV,863.0,HOLD,2
2025_06_03,1748957640,814,813,1748957580,21523.0,21518.75,0.09166666666666666,29.25,other,574.0,HOLD,1
2025_06_10,1749564240,844,843,1749564180,21853.0,21853.5,0.15,11.75,other,604.0,CRACK,4
2025_06_16,1750100520,1142,1141,1750100460,21933.0,21938.0,0.08333333333333333,5.5,other,902.0,CRACK,1
2025_07_02,1751472600,970,969,1751472540,22823.0,22818.75,0.1,11.25,other,730.0,HOLD,6
2025_07_08,1751990100,955,954,1751990040,22889.0,22889.25,0.08333333333333333,10.75,other,715.0,HOLD,1
2025_07_14,1752511140,999,998,1752511080,23009.0,23006.75,0.10833333333333334,5.5,flushV,759.0,HOLD,1
2025_07_21,1753112280,938,937,1753112220,23393.0,23396.5,0.13333333333333333,5.75,other,698.0,CRACK,18
2025_07_22,1753207980,1093,1092,1753207920,23217.0,23220.0,0.1,5.0,other,853.0,CRACK,2
2025_07_29,1753795980,813,812,1753795920,23595.0,23598.75,0.14166666666666666,33.0,other,573.0,HOLD,1
2025_08_04,1754333280,1128,1127,1754333220,23267.0,23259.25,0.11666666666666667,6.5,other,888.0,CRACK,17
2025_08_12,1755026640,1164,1163,1755026580,23911.0,23908.75,0.175,11.5,other,924.0,HOLD,4
2025_08_18,1755527760,876,875,1755527700,23771.0,23773.25,0.1,11.75,other,636.0,CRACK,3
2025_08_27,1756313760,1016,1015,1756313700,23599.0,23599.25,0.10833333333333334,12.75,other,776.0,CRACK,4
2025_08_28,1756401540,1039,1038,1756401480,23737.0,23731.25,0.08333333333333333,7.5,other,799.0,HOLD,4
2025_09_04,1756992780,813,812,1756992720,23485.0,23480.75,0.08333333333333333,42.25,other,573.0,HOLD,1
2025_09_10,1757516700,905,904,1757516640,23967.0,23960.0,0.08333333333333333,11.0,flushV,665.0,HOLD,3
2025_09_12,1757683860,811,810,1757683800,24041.0,24026.25,0.11666666666666667,26.25,other,571.0,HOLD,1
2025_09_18,1758221040,1124,1123,1758220980,24493.0,24480.75,0.08333333333333333,7.75,flushV,884.0,HOLD,2
2025_10_03,1759519140,1159,1158,1759519080,25007.0,25000.0,0.08333333333333333,9.5,other,919.0,CRACK,2
2025_10_08,1759946760,1086,1085,1759946700,25263.0,25266.75,0.09166666666666666,14.0,other,846.0,HOLD,2
2025_10_20,1760979780,1023,1022,1760979720,25313.0,25316.5,0.15,16.5,other,783.0,HOLD,1
2025_10_24,1761321600,960,959,1761321540,25521.0,25521.25,0.08333333333333333,13.5,other,720.0,HOLD,1
2025_10_29,1761744660,811,810,1761744600,26265.0,26264.5,0.08333333333333333,21.75,other,571.0,HOLD,1
2025_11_05,1762372920,1202,1201,1762372860,25867.0,25866.5,0.08333333333333333,11.0,other,902.0,CRACK,1
2025_11_28,1764342780,268,267,1764342720,25385.0,25360.0,0.09166666666666666,20.5,other,613.0,HOLD,1
2025_12_04,1764871440,1084,1083,1764871380,25611.0,25606.0,0.08333333333333333,7.0,other,784.0,CRACK,1
2025_12_11,1765484280,1218,1217,1765484220,25699.0,25693.75,0.08333333333333333,5.25,flushV,918.0,CRACK,2
2026_01_06,1767710160,876,875,1767710100,25631.0,25627.0,0.09166666666666666,52.0,other,576.0,HOLD,1
2026_01_26,1769454600,1150,1149,1769454540,25897.0,25902.0,0.09166666666666666,12.25,other,850.0,CRACK,11
2026_02_02,1770060120,1162,1161,1770060060,25933.0,25931.0,0.10833333333333334,7.75,other,862.0,CRACK,4
2026_02_24,1771960200,1150,1149,1771960140,25029.0,25012.75,0.08333333333333333,12.75,flushV,850.0,CRACK,6
2026_03_20,1774013460,391,390,1774013400,24589.0,24552.0,0.09166666666666666,13.75,other,571.0,HOLD,3
