day,ts,i,dir,ref_px,poke_ext,poke_depth,ref_age_s,arm_ts,kind,mod,sym_race,sym_resolve_s,race,resolve_s,exceed_ref,exceed_poke,exceed_ref_first,mfe_beyond_ref
2024_10_23,1729695350,11705,-1,20405.25,20400.0,5.25,80,1729695345,BREAKOUT,655.8333333333334,CONT,250,RESUME,5,True,True,True,101.25
2024_10_28,1730139065,14339,-1,20548.75,20545.5,3.25,950,1730139050,BREAKOUT,851.0833333333334,CONT,280,RESUME,135,True,True,True,42.5
2024_10_31,1730398650,14424,-1,20029.5,20028.0,1.5,635,1730398630,RETURN,857.5,CONT,205,RESUME,45,True,True,True,18.75
2024_11_06,1730903440,11156,-1,20684.5,20674.0,10.5,2055,1730903430,BREAKOUT,570.6666666666666,AGAINST,20,RESUME,5,True,True,True,38.75
2024_11_08,1731078855,11295,1,21180.0,21182.75,2.75,135,1731078845,BREAKOUT,614.25,AGAINST,15,REVERSE,15,True,True,True,30.75
2024_11_13,1731525510,14384,-1,21216.25,21207.25,9.0,3975,1731525505,BREAKOUT,858.5,AGAINST,160,RESUME,5,True,True,True,48.0
2024_11_27,1732721760,11728,-1,20769.0,20764.5,4.5,350,1732721755,BREAKOUT,636.0,CONT,45,RESUME,10,True,True,True,72.0
2024_12_13,1734103775,11493,-1,21805.0,21801.0,4.0,3235,1734103770,BREAKOUT,629.5833333333334,AGAINST,40,REVERSE,40,True,True,True,136.0
2024_12_19,1734619705,11311,-1,21615.75,21615.0,0.75,105,1734619700,RETURN,588.4166666666666,AGAINST,20,REVERSE,20,True,True,False,131.75
2024_12_26,1735241610,14307,1,22017.5,22019.5,2.0,1275,1735241595,RETURN,873.5,AGAINST,75,REVERSE,75,True,True,False,38.5
2025_01_03,1735917450,9256,-1,21323.75,21322.0,1.75,2480,1735917430,RETURN,617.5,CONT,10,RESUME,10,True,True,True,58.25
2025_01_10,1736519830,9212,-1,21129.0,21126.5,2.5,2030,1736519820,BREAKOUT,577.1666666666666,AGAINST,5,REVERSE,5,True,True,False,249.25
2025_01_13,1736787915,11237,-1,20746.25,20745.25,1.0,2635,1736787895,RETURN,725.25,AGAINST,125,RESUME,30,True,True,True,8.25
2025_01_21,1737474425,9803,-1,21603.75,21597.5,6.25,525,1737474420,BREAKOUT,647.0833333333334,AGAINST,10,REVERSE,10,True,True,False,17.5
2025_01_29,1738162340,8717,1,21529.5,21530.25,0.75,400,1738162335,RETURN,592.3333333333334,CONT,25,RESUME,20,True,True,True,34.25
2025_02_03,1738604105,12261,-1,21368.25,21367.5,0.75,2225,1738604100,RETURN,755.0833333333334,CONT,165,RESUME,100,True,True,True,19.75
2025_02_11,1739298645,11253,1,21780.5,21783.75,3.25,2870,1739298625,BREAKOUT,810.75,CONT,70,RESUME,5,True,True,True,51.5
2025_02_18,1739896870,10038,-1,22181.5,22179.75,1.75,1205,1739896865,RETURN,701.1666666666666,AGAINST,315,RESUME,65,True,True,True,15.5
2025_02_27,1740686370,13368,-1,20833.25,20832.75,0.5,1200,1740686365,RETURN,899.5,CONT,45,RESUME,10,True,True,True,160.75
2025_03_07,1741360720,9751,1,20073.25,20082.0,8.75,50,1741360715,BREAKOUT,618.6666666666666,CONT,10,RESUME,10,True,True,True,55.75
2025_03_11,1741706065,10538,1,19476.25,19477.0,0.75,250,1741706060,RETURN,674.4166666666666,AGAINST,5,REVERSE,5,True,True,False,67.0
2025_04_01,1743514280,8831,1,19373.75,19375.75,2.0,2660,1743514270,RETURN,571.3333333333334,CONT,45,RESUME,30,True,True,True,87.25
2025_04_03,1743704200,12759,-1,18775.0,18773.75,1.25,125,1743704195,RETURN,856.6666666666666,CONT,135,RESUME,50,True,True,True,19.25
2025_04_08,1744130445,11584,-1,17716.75,17712.5,4.25,65,1744130435,BREAKOUT,760.75,CONT,5,RESUME,5,True,True,True,171.25
2025_04_11,1744390960,12001,1,18744.25,18745.5,1.25,970,1744390955,RETURN,782.6666666666666,CONT,55,RESUME,5,True,True,True,100.0
2025_04_16,1744815680,10083,-1,18637.5,18636.0,1.5,4875,1744815675,RETURN,661.3333333333334,CONT,15,RESUME,10,True,True,True,42.75
2025_04_21,1745255875,10905,1,17750.0,17751.0,1.0,320,1745255865,RETURN,797.9166666666666,CONT,90,RESUME,75,True,True,True,25.0
2025_04_25,1745590020,9504,1,19335.5,19342.25,6.75,155,1745590010,BREAKOUT,607.0,CONT,20,RESUME,5,True,True,True,69.5
2025_04_29,1745954190,12661,-1,19641.5,19640.75,0.75,1050,1745954185,RETURN,916.5,CONT,55,RESUME,55,True,True,True,24.5
2025_05_02,1746211700,12627,-1,20238.0,20233.25,4.75,1630,1746211695,BREAKOUT,888.3333333333334,CONT,45,RESUME,10,True,True,True,57.25
2025_05_07,1746645255,12816,-1,19861.0,19860.75,0.25,845,1746645250,RETURN,914.25,AGAINST,5,REVERSE,5,True,True,False,96.0
2025_05_14,1747250720,12964,-1,21336.5,21336.0,0.5,3395,1747250715,RETURN,925.3333333333334,AGAINST,10,REVERSE,10,True,True,False,2.25
2025_05_19,1747676150,12125,-1,21530.25,21526.5,3.75,1465,1747676145,BREAKOUT,815.8333333333334,CONT,320,RESUME,165,True,True,True,78.5
2025_05_30,1748615165,8907,1,21379.0,21380.0,1.0,3880,1748615160,RETURN,626.0833333333334,AGAINST,70,RESUME,20,True,True,True,18.75
2025_06_05,1749132535,8309,-1,21728.25,21723.75,4.5,55,1749132530,BREAKOUT,608.9166666666666,CONT,35,RESUME,15,True,True,True,22.5
2025_06_10,1749574275,10867,1,21907.0,21909.75,2.75,830,1749574265,BREAKOUT,771.25,AGAINST,690,RESUME,15,True,True,True,23.0
2025_06_17,1750184150,9136,-1,21719.75,21718.5,1.25,615,1750184145,RETURN,855.8333333333334,AGAINST,20,REVERSE,20,True,True,False,31.75
2025_07_03,1751552975,8269,1,23061.75,23062.5,0.75,580,1751552960,RETURN,629.5833333333334,AGAINST,225,RESUME,45,True,True,False,7.0
2025_07_07,1751914525,11952,1,22867.0,22869.5,2.5,3835,1751914520,BREAKOUT,895.4166666666666,CONT,155,RESUME,20,True,True,True,22.5
2025_07_16,1752682670,10067,1,22997.5,23000.0,2.5,1140,1752682650,BREAKOUT,737.8333333333334,AGAINST,35,RESUME,5,True,True,True,48.5
2025_08_01,1754069565,11715,1,22872.25,22872.5,0.25,1015,1754069560,RETURN,812.75,AGAINST,125,RESUME,40,True,True,True,5.0
2025_08_07,1754590035,11783,-1,23403.25,23398.5,4.75,980,1754590030,BREAKOUT,847.25,CONT,35,RESUME,5,True,True,True,71.75
2025_08_20,1755707465,10918,-1,23286.25,23282.75,3.5,190,1755707455,BREAKOUT,751.0833333333334,CONT,170,RESUME,5,True,True,True,66.75
2025_08_28,1756397685,10182,1,23719.5,23724.25,4.75,4395,1756397680,BREAKOUT,734.75,CONT,630,RESUME,5,True,True,True,44.75
2025_09_04,1756994150,8436,-1,23467.25,23462.5,4.75,75,1756994145,BREAKOUT,595.8333333333334,AGAINST,25,RESUME,5,True,True,True,55.25
2025_09_12,1757698525,10431,-1,24098.75,24095.75,3.0,995,1757698520,BREAKOUT,815.4166666666666,AGAINST,600,RESUME,5,True,True,True,5.25
2025_10_02,1759415025,8728,1,25080.25,25082.75,2.5,1060,1759415020,BREAKOUT,623.75,AGAINST,480,RESUME,5,True,True,True,10.0
2025_10_10,1760115005,10352,-1,24692.5,24691.25,1.25,65,1760115000,RETURN,770.0833333333334,CONT,10,RESUME,10,True,True,True,86.25
2025_10_24,1761313425,8135,-1,25498.75,25497.25,1.5,4290,1761313420,RETURN,583.75,AGAINST,70,REVERSE,70,True,True,False,31.0
2025_11_04,1762266730,9965,-1,25734.0,25727.75,6.25,200,1762266725,BREAKOUT,572.1666666666666,CONT,30,RESUME,5,True,True,True,68.75
2025_11_10,1762799080,12511,1,25651.5,25653.25,1.75,1085,1762799050,RETURN,804.6666666666666,AGAINST,195,RESUME,25,True,True,True,30.0
2025_11_13,1763065685,13762,1,25055.0,25056.5,1.5,4900,1763065675,RETURN,928.0833333333334,CONT,55,RESUME,5,True,True,True,86.5
2025_11_19,1763582900,13909,1,24678.25,24679.0,0.75,3195,1763582895,RETURN,908.3333333333334,CONT,110,RESUME,100,True,True,True,151.0
2025_11_24,1764001285,11042,-1,24865.25,24863.25,2.0,95,1764001260,RETURN,681.4166666666666,AGAINST,45,REVERSE,45,True,True,False,29.75
2025_12_03,1764772300,8619,1,25517.0,25524.75,7.75,1590,1764772295,BREAKOUT,571.6666666666666,AGAINST,5,REVERSE,5,True,True,False,54.75
2025_12_12,1765569685,12293,-1,25231.5,25228.0,3.5,890,1765569680,BREAKOUT,901.4166666666666,AGAINST,180,RESUME,5,True,True,True,84.5
2025_12_17,1765987230,4888,-1,24829.5,24829.25,0.25,40,1765987225,RETURN,660.5,CONT,55,RESUME,55,True,True,True,55.5
2025_12_18,1766078185,4966,-1,24981.0,24979.25,1.75,39,1766078180,RETURN,736.4166666666666,CONT,10,RESUME,5,True,True,True,25.0
2026_01_07,1767798985,9048,-1,25835.0,25834.5,0.5,670,1767798980,RETURN,616.4166666666666,CONT,50,RESUME,40,True,True,True,15.25
2026_01_21,1769013265,11026,-1,25411.75,25411.25,0.5,3570,1769013255,RETURN,694.4166666666666,CONT,115,RESUME,95,True,True,True,268.5
2026_01_30,1769789145,11015,-1,25831.5,25827.75,3.75,75,1769789140,BREAKOUT,665.75,AGAINST,25,RESUME,5,True,True,True,76.75
2026_02_03,1770148890,12976,-1,25303.25,25300.75,2.5,240,1770148885,BREAKOUT,901.5,CONT,40,RESUME,5,True,True,True,33.25
2026_02_11,1770830520,12440,1,25217.5,25220.75,3.25,650,1770830515,BREAKOUT,742.0,CONT,40,RESUME,5,True,True,True,105.75
2026_02_16,1771259890,11774,-1,24685.25,24683.25,2.0,2175,1771259880,RETURN,698.1666666666666,CONT,35,RESUME,20,True,True,True,13.5
2026_02_23,1771866280,12258,1,24740.5,24743.0,2.5,2590,1771866275,BREAKOUT,724.6666666666666,CONT,30,RESUME,5,True,True,True,22.0
2026_03_02,1772465420,11159,1,24889.5,24895.25,5.75,1465,1772465405,BREAKOUT,630.3333333333334,AGAINST,10,REVERSE,10,True,True,False,94.75
2026_03_06,1772817250,12393,-1,24835.75,24830.75,5.0,2515,1772817235,BREAKOUT,734.1666666666666,CONT,115,RESUME,15,True,True,True,89.25
2026_03_12,1773329805,11232,-1,24584.75,24584.0,0.75,980,1773329800,RETURN,696.75,AGAINST,50,RESUME,40,True,True,True,5.0
2026_03_16,1773688810,13800,-1,24689.5,24689.25,0.25,855,1773688805,RETURN,920.1666666666666,CONT,25,RESUME,20,True,True,True,50.5
