day,ts,i,chain_n,step_high,step_low,step_depth,chain_head_high,chain_descent,defense_pt,defense_lag_s,mod,race,resolve_s,defense_hold,sym_race,sym_resolve_s,net_30m
2025_11_12,1762962830,10330,5,25553.5,25538.5,15.0,25587.0,48.5,4.25,5,653.8333333333334,STAIR_BREAK,85,False,AGAINST,85,3.5
2025_11_17,1763397985,11395,1,25154.75,25139.5,15.25,25154.75,15.25,6.5,5,706.4166666666666,STAIR_BREAK,35,False,AGAINST,150,16.0
2025_11_19,1763566550,10639,3,24927.25,24918.0,9.25,24956.0,38.0,7.5,5,635.8333333333334,STAIR_BREAK,5,False,CONT,75,-173.25
2025_11_21,1763751510,13313,3,24471.75,24454.75,17.0,24497.0,42.25,6.0,0,838.5,STAIR_BREAK,10,True,AGAINST,10,111.25
2025_11_28,1764346275,2921,1,25435.0,25424.5,10.5,25435.0,10.5,3.5,5,671.25,NEW_LOW,20,False,CONT,540,-24.25
2025_12_05,1764952480,9828,2,25689.5,25666.0,23.5,25689.0,23.0,4.0,0,694.6666666666666,STAIR_BREAK,75,True,AGAINST,20,59.5
2025_12_15,1765825955,10813,4,25153.5,25141.5,12.0,25180.25,38.75,3.25,0,852.5833333333334,STAIR_BREAK,36,False,CONT,215,-14.75
2025_12_18,1766087525,6733,1,25048.0,25005.5,42.5,25048.0,42.5,5.5,0,892.0833333333334,NEW_LOW,15,False,CONT,75,38.0
2026_01_09,1767973415,9221,1,25814.0,25795.0,19.0,25814.0,19.0,2.5,0,643.5833333333334,NEW_LOW,10,False,CONT,30,89.75
2026_01_14,1768410300,10415,1,25484.25,25456.25,28.0,25484.25,28.0,2.0,0,725.0,NEW_LOW,5,False,AGAINST,95,6.25
2026_01_21,1769012705,10914,1,25467.0,25453.75,13.25,25467.0,13.25,3.25,0,685.0833333333334,NEW_LOW,25,False,CONT,130,-196.0
2026_01_28,1769613245,9810,5,26230.75,26217.0,13.75,26262.5,45.5,5.5,5,614.0833333333334,NEW_LOW,10,False,AGAINST,70,-28.75
2026_01_30,1769784850,10156,4,25886.5,25872.25,14.25,25926.75,54.5,2.0,0,594.1666666666666,NEW_LOW,5,False,CONT,20,-14.5
2026_02_03,1770131460,9490,1,25608.5,25585.5,23.0,25608.5,23.0,3.0,0,611.0,NEW_LOW,5,False,CONT,45,-43.5
2026_02_05,1770303490,10104,2,24804.5,24787.75,16.75,24818.5,30.75,13.0,5,598.1666666666666,STAIR_BREAK,5,False,CONT,25,-216.5
2026_02_10,1770745190,12635,5,25371.75,25358.25,13.5,25382.5,24.25,2.75,5,759.8333333333334,STAIR_BREAK,70,True,AGAINST,70,-1.0
2026_02_13,1771011365,14096,1,24946.25,24936.25,10.0,24946.25,10.0,2.75,5,876.0833333333334,STAIR_BREAK,20,False,CONT,150,-54.0
2026_02_19,1771511470,10381,1,24875.0,24858.25,16.75,24875.0,16.75,5.75,0,571.1666666666666,NEW_LOW,5,False,CONT,10,16.0
2026_02_20,1771610690,12903,4,25024.25,25007.25,17.0,25044.5,37.25,2.5,0,784.8333333333334,NEW_LOW,5,False,AGAINST,55,17.75
2026_03_02,1772469400,11955,1,24928.25,24916.75,11.5,24928.25,11.5,4.0,5,696.6666666666666,STAIR_BREAK,25,True,AGAINST,25,111.5
2026_03_05,1772728660,11972,1,25024.25,25011.75,12.5,25024.25,12.5,3.0,0,697.6666666666666,STAIR_BREAK,15,False,AGAINST,25,45.25
2026_03_09,1773071540,11428,1,24638.75,24628.0,10.75,24638.75,10.75,4.5,5,712.3333333333334,NEW_LOW,10,False,AGAINST,90,9.25
2026_03_12,1773332635,11798,2,24720.0,24704.25,15.75,24729.25,25.0,7.25,5,743.9166666666666,NEW_LOW,15,False,CONT,20,-80.75
2026_03_19,1773935405,8782,1,24228.5,24218.75,9.75,24228.5,9.75,3.75,5,710.0833333333334,NEW_LOW,5,False,CONT,11,19.0
