day,ts,i,dir,ref_px,poke_ext,poke_depth,ref_age_s,arm_ts,kind,mod,sym_race,sym_resolve_s,race,resolve_s,exceed_ref,exceed_poke,exceed_ref_first,mfe_beyond_ref
2024_08_08,1723130745,12536,1,18397.0,18399.0,2.0,985,1723130720,RETURN,685.75,CONT,25,RESUME,20,True,True,True,69.0
2024_08_09,1723217640,12616,1,18529.5,18531.0,1.5,100,1723217635,RETURN,694.0,CONT,55,RESUME,25,True,True,True,18.0
2024_08_16,1723823015,12511,1,19563.25,19563.75,0.5,3460,1723823010,RETURN,703.5833333333334,AGAINST,425,RESUME,5,True,True,True,56.0
2024_08_29,1724945980,12578,1,19646.75,19652.5,5.75,555,1724945970,BREAKOUT,699.6666666666666,AGAINST,30,RESUME,5,True,True,True,38.25
2024_09_04,1725456885,11167,1,18912.75,18919.25,6.5,2320,1725456865,BREAKOUT,574.75,AGAINST,30,RESUME,5,True,True,True,86.0
2024_09_06,1725650435,15227,1,18507.5,18508.0,0.5,135,1725650430,RETURN,920.5833333333334,CONT,50,RESUME,45,True,True,True,24.0
2024_09_13,1726244540,12826,-1,19496.25,19492.75,3.5,5005,1726244535,BREAKOUT,742.3333333333334,AGAINST,130,RESUME,5,True,True,True,17.0
2024_09_24,1727186405,11205,-1,20084.0,20077.0,7.0,605,1727186400,BREAKOUT,600.0833333333334,CONT,15,RESUME,5,True,True,True,127.25
2024_10_04,1728056645,12572,-1,20066.5,20065.25,1.25,3365,1728056640,RETURN,704.0833333333334,CONT,295,RESUME,65,True,True,True,24.5
2024_10_14,1728918005,11739,1,20565.5,20566.0,0.5,5330,1728918000,RETURN,660.0833333333334,AGAINST,30,REVERSE,30,True,True,False,20.75
2024_10_23,1729691635,10962,1,20432.0,20432.5,0.5,50,1729691630,RETURN,593.9166666666666,CONT,25,RESUME,20,True,True,True,17.25
2024_10_25,1729881220,14313,1,20526.5,20528.75,2.25,1945,1729881210,BREAKOUT,873.6666666666666,CONT,320,RESUME,5,True,True,True,32.5
2024_10_31,1730394685,13631,-1,20098.0,20097.75,0.25,405,1730394680,RETURN,791.4166666666666,CONT,225,RESUME,15,True,True,True,71.0
2024_11_05,1730820740,11572,-1,20267.75,20267.25,0.5,915,1730820735,RETURN,632.3333333333334,CONT,50,RESUME,45,True,True,True,34.5
2024_11_07,1731008820,14761,1,21203.5,21204.75,1.25,1755,1731008805,RETURN,887.0,CONT,130,RESUME,100,True,True,True,49.0
2024_11_12,1731442505,15073,-1,21183.0,21181.5,1.5,415,1731442495,RETURN,915.0833333333334,CONT,195,RESUME,75,True,True,True,14.75
2024_11_25,1732553100,12332,-1,20894.75,20893.0,1.75,2860,1732553090,RETURN,705.0,AGAINST,90,REVERSE,90,True,True,False,84.25
2024_12_09,1733756510,10889,1,21629.25,21631.0,1.75,60,1733756505,RETURN,601.8333333333334,AGAINST,55,REVERSE,55,False,False,False,1.25
2024_12_18,1734537590,11493,-1,22324.25,22320.5,3.75,275,1734537585,BREAKOUT,659.8333333333334,AGAINST,80,RESUME,10,True,True,True,72.75
2024_12_26,1735232130,12411,1,22029.5,22035.25,5.75,190,1735232120,BREAKOUT,715.5,CONT,730,RESUME,5,True,True,True,44.25
2025_01_02,1735844575,12858,1,21036.5,21043.25,6.75,3000,1735844570,BREAKOUT,842.9166666666666,CONT,5,RESUME,5,True,True,True,85.25
2025_01_08,1736366280,12964,1,21345.0,21345.5,0.5,965,1736366275,RETURN,898.0,CONT,160,RESUME,155,True,True,True,12.0
2025_01_13,1736784955,10645,1,20774.0,20778.75,4.75,5205,1736784950,BREAKOUT,675.9166666666666,AGAINST,30,REVERSE,30,True,True,False,50.25
2025_01_16,1737050240,11586,1,21396.25,21400.25,4.0,4790,1737050200,BREAKOUT,777.3333333333334,AGAINST,135,RESUME,10,True,True,True,16.75
2025_01_27,1738003215,13252,1,21190.0,21196.0,6.0,485,1738003210,BREAKOUT,820.25,CONT,25,RESUME,10,True,True,True,28.75
2025_02_03,1738601715,11783,-1,21432.0,21431.5,0.5,1890,1738601710,RETURN,715.25,CONT,30,RESUME,15,True,True,True,76.5
2025_02_05,1738780075,12187,-1,21675.75,21675.0,0.75,85,1738780055,RETURN,807.9166666666666,AGAINST,60,REVERSE,60,False,False,False,-4.0
2025_02_14,1739544335,8878,1,22106.0,22108.5,2.5,2080,1739544330,BREAKOUT,585.5833333333334,CONT,125,RESUME,65,True,True,True,53.25
2025_02_26,1740589980,10709,1,21392.5,21392.75,0.25,3040,1740589975,RETURN,733.0,CONT,240,RESUME,5,True,True,True,14.5
2025_03_06,1741276760,10013,1,20421.25,20425.5,4.25,2630,1741276755,BREAKOUT,659.3333333333334,CONT,40,RESUME,5,True,True,True,71.25
2025_03_11,1741705275,10380,1,19351.5,19352.0,0.5,1455,1741705270,RETURN,661.25,CONT,5,RESUME,5,True,True,True,191.75
2025_03_20,1742485860,6475,1,19832.75,19833.75,1.0,5395,1742485850,RETURN,711.0,CONT,10,RESUME,5,True,True,True,15.5
2025_04_03,1743700850,12089,-1,18862.5,18853.75,8.75,80,1743700840,BREAKOUT,800.8333333333334,CONT,65,RESUME,25,True,True,True,60.5
2025_04_07,1744038970,10973,-1,17188.75,17188.5,0.25,4420,1744038965,RETURN,676.1666666666666,AGAINST,5,REVERSE,5,True,True,False,3.75
2025_04_11,1744384025,10614,-1,18365.25,18355.5,9.75,85,1744384020,BREAKOUT,667.0833333333334,AGAINST,40,RESUME,15,True,True,True,40.75
2025_04_16,1744815015,9950,-1,18625.25,18624.0,1.25,75,1744815005,RETURN,650.25,AGAINST,135,RESUME,20,True,True,True,30.5
2025_04_17,1744916850,12880,1,18425.0,18427.0,2.0,150,1744916835,RETURN,907.5,AGAINST,35,REVERSE,35,True,True,False,2.5
2025_04_25,1745588825,9265,-1,19283.0,19275.0,8.0,920,1745588820,BREAKOUT,587.0833333333334,AGAINST,5,REVERSE,5,True,True,False,46.0
2025_04_28,1745862190,11257,-1,19298.0,19296.75,1.25,2080,1745862180,RETURN,823.1666666666666,AGAINST,20,REVERSE,20,False,False,False,-2.0
2025_05_02,1746207925,11872,1,20222.5,20227.0,4.5,995,1746207915,BREAKOUT,825.4166666666666,AGAINST,220,RESUME,5,True,True,True,36.5
2025_05_07,1746626000,8965,1,19907.5,19908.75,1.25,1120,1746625995,RETURN,593.3333333333334,AGAINST,35,RESUME,5,True,True,False,69.25
2025_05_12,1747069470,11523,1,20883.0,20886.0,3.0,300,1747069435,BREAKOUT,784.5,CONT,115,RESUME,10,True,True,True,49.75
2025_05_19,1747667555,10406,1,21425.25,21426.25,1.0,2030,1747667550,RETURN,672.5833333333334,AGAINST,30,REVERSE,30,True,True,False,49.75
2025_05_29,1748527335,9496,1,21520.75,21521.75,1.0,125,1748527330,RETURN,602.25,CONT,15,RESUME,10,True,True,True,9.75
2025_06_04,1749049095,8965,1,21748.25,21751.75,3.5,5135,1749049090,BREAKOUT,658.25,CONT,90,RESUME,5,True,True,True,35.25
2025_06_09,1749481560,8943,1,21858.0,21860.25,2.25,795,1749481540,BREAKOUT,666.0,AGAINST,540,RESUME,25,True,True,True,9.25
2025_06_17,1750181075,8552,1,21821.0,21821.5,0.5,1235,1750181070,RETURN,804.5833333333334,AGAINST,25,REVERSE,25,True,True,False,2.25
2025_07_01,1751387600,10221,1,22691.0,22692.75,1.75,3920,1751387595,RETURN,753.3333333333334,CONT,235,RESUME,55,True,True,True,52.5
2025_07_07,1751909595,10966,-1,22882.0,22880.5,1.5,2960,1751909590,RETURN,813.25,AGAINST,65,RESUME,5,True,True,True,54.25
2025_07_15,1752593560,9857,-1,23152.5,23152.0,0.5,5065,1752593555,RETURN,692.6666666666666,CONT,75,RESUME,5,True,True,True,16.25
2025_07_31,1753969935,8874,1,23662.75,23665.5,2.75,600,1753969930,BREAKOUT,592.25,CONT,30,RESUME,5,True,True,True,41.75
2025_08_07,1754587330,11242,1,23452.5,23454.5,2.0,490,1754587315,RETURN,802.1666666666666,AGAINST,285,RESUME,195,True,True,True,4.0
2025_08_18,1755529195,8780,1,23778.5,23779.25,0.75,360,1755529180,RETURN,659.9166666666666,AGAINST,315,RESUME,5,True,True,True,5.25
2025_08_22,1755883410,10463,1,23594.0,23597.75,3.75,5275,1755883390,BREAKOUT,803.5,CONT,135,RESUME,5,True,True,True,30.25
2025_09_02,1756835500,11619,1,23222.25,23223.25,1.0,200,1756835495,RETURN,831.6666666666666,AGAINST,30,REVERSE,30,False,False,False,-5.75
2025_09_09,1757429300,8505,1,23755.5,23759.0,3.5,735,1757429295,BREAKOUT,648.3333333333334,AGAINST,110,RESUME,5,True,True,True,43.25
2025_10_01,1759327755,8822,1,24806.5,24807.5,1.0,2265,1759327740,RETURN,609.25,CONT,40,RESUME,10,True,True,True,104.5
2025_10_10,1760114065,10164,-1,24785.75,24780.0,5.75,275,1760114055,BREAKOUT,754.4166666666666,CONT,45,RESUME,5,True,True,True,179.5
2025_10_21,1761070900,11663,1,25303.25,25303.5,0.25,2335,1761070895,RETURN,861.6666666666666,CONT,85,RESUME,45,True,True,True,19.5
2025_10_30,1761838620,10651,-1,26019.25,26019.0,0.25,4130,1761838615,RETURN,697.0,CONT,40,RESUME,20,True,True,True,53.25
2025_11_07,1762526945,9998,1,24985.75,24990.25,4.5,230,1762526940,BREAKOUT,589.0833333333334,AGAINST,15,RESUME,5,True,True,True,59.0
2025_11_13,1763057315,12088,-1,25136.0,25135.5,0.5,420,1763057300,RETURN,788.5833333333334,CONT,105,RESUME,15,True,True,True,120.75
2025_11_19,1763566590,10647,1,24927.25,24929.25,2.0,50,1763566565,RETURN,636.5,CONT,45,RESUME,45,True,True,True,16.5
2025_11_21,1763749825,12976,1,24275.5,24284.25,8.75,510,1763749820,BREAKOUT,810.4166666666666,CONT,20,RESUME,5,True,True,True,289.25
2025_12_02,1764694855,10599,1,25529.75,25533.25,3.5,2465,1764694845,BREAKOUT,720.9166666666666,CONT,50,RESUME,10,True,True,True,91.75
2025_12_11,1765473020,11472,1,25535.75,25544.0,8.25,115,1765473015,BREAKOUT,730.3333333333334,CONT,160,RESUME,5,True,True,True,110.75
2025_12_16,1765914475,9722,1,25072.0,25074.5,2.5,2800,1765914462,BREAKOUT,887.9166666666666,CONT,190,RESUME,5,True,True,True,82.0
2025_12_18,1766077325,4794,-1,25132.0,25128.25,3.75,4075,1766077320,BREAKOUT,722.0833333333334,AGAINST,30,REVERSE,30,True,True,False,176.0
2026_01_06,1767724455,11012,-1,25757.75,25754.25,3.5,380,1767724450,BREAKOUT,814.25,AGAINST,185,RESUME,10,True,True,True,7.0
2026_01_21,1769008805,10134,1,25350.5,25351.75,1.25,85,1769008800,RETURN,620.0833333333334,AGAINST,40,REVERSE,40,True,True,False,137.25
2026_01_29,1769714165,12666,-1,25869.0,25868.5,0.5,555,1769714160,RETURN,856.0833333333334,AGAINST,50,REVERSE,50,True,True,False,33.5
2026_02_03,1770141860,11570,-1,25375.5,25371.0,4.5,680,1770141840,BREAKOUT,784.3333333333334,AGAINST,125,RESUME,30,True,True,True,103.25
2026_02_10,1770751380,13873,1,25302.0,25303.5,1.5,2335,1770751370,RETURN,863.0,AGAINST,275,REVERSE,275,True,True,False,10.25
2026_02_16,1771254025,10601,1,24783.5,24784.25,0.75,2290,1771254020,RETURN,600.4166666666666,CONT,285,RESUME,10,True,True,True,13.5
2026_02_23,1771860835,11169,-1,24873.75,24868.75,5.0,1035,1771860830,BREAKOUT,633.9166666666666,CONT,45,RESUME,25,True,True,True,205.0
2026_02_27,1772217610,13356,1,24909.5,24914.5,5.0,395,1772217605,BREAKOUT,820.1666666666666,CONT,15,RESUME,5,True,True,True,48.75
2026_03_05,1772729130,12066,1,25028.25,25030.75,2.5,3995,1772729125,BREAKOUT,705.5,CONT,5,RESUME,5,True,True,True,91.75
2026_03_10,1773170670,13968,-1,25028.25,25027.0,1.25,1480,1773170665,RETURN,924.5,CONT,45,RESUME,45,True,True,True,86.75
2026_03_16,1773669180,9874,-1,24688.0,24687.0,1.0,915,1773669175,RETURN,593.0,AGAINST,55,REVERSE,55,True,True,False,19.75
