day,ts,i,dir,ref_px,poke_ext,poke_depth,ref_age_s,arm_ts,kind,mod,sym_race,sym_resolve_s,race,resolve_s,exceed_ref,exceed_poke,exceed_ref_first,mfe_beyond_ref
2025_04_03,1743687855,9490,1,18973.25,18974.75,1.5,4110,1743687850,RETURN,584.25,CONT,5,RESUME,5,True,True,True,73.25
2025_04_04,1743779435,10604,1,18002.75,18013.25,10.5,3340,1743779430,BREAKOUT,670.5833333333334,CONT,10,RESUME,5,True,True,True,140.25
2025_04_11,1744378940,9597,1,18432.25,18447.25,15.0,1835,1744378935,BREAKOUT,582.3333333333334,CONT,5,RESUME,5,True,True,True,213.25
2025_04_15,1744744630,12829,-1,18984.5,18984.0,0.5,125,1744744625,RETURN,917.1666666666666,AGAINST,40,RESUME,15,True,True,False,61.25
2025_04_17,1744908725,11255,-1,18426.0,18425.25,0.75,1270,1744908720,RETURN,772.0833333333334,AGAINST,20,REVERSE,20,True,True,False,58.25
2025_04_24,1745514255,11544,-1,19250.0,19248.5,1.5,1565,1745514245,RETURN,784.25,CONT,305,RESUME,105,True,True,True,44.75
2025_04_25,1745599440,11388,1,19460.5,19464.75,4.25,175,1745599430,BREAKOUT,764.0,AGAINST,90,REVERSE,90,True,True,True,93.0
2025_05_01,1746122520,11674,1,19992.0,19995.5,3.5,5040,1746122515,BREAKOUT,842.0,CONT,265,RESUME,240,True,True,True,53.0
2025_05_06,1746540745,9046,1,19840.75,19842.75,2.0,2275,1746540735,RETURN,612.4166666666666,AGAINST,75,REVERSE,75,True,True,False,94.25
2025_05_12,1747066180,10865,1,20796.5,20800.25,3.75,1285,1747066175,BREAKOUT,729.6666666666666,CONT,320,RESUME,10,True,True,True,81.75
2025_05_19,1747665660,10027,1,21425.25,21428.75,3.5,135,1747665650,BREAKOUT,641.0,AGAINST,155,RESUME,70,True,True,True,9.25
2025_05_23,1748007740,8598,-1,20910.5,20906.0,4.5,185,1748007735,BREAKOUT,582.3333333333334,CONT,75,RESUME,5,True,True,True,64.0
2025_06_03,1748978555,12315,1,21706.25,21707.5,1.25,585,1748978545,RETURN,922.5833333333334,AGAINST,1180,RESUME,5,True,True,True,18.25
2025_06_09,1749480870,8805,-1,21843.75,21841.25,2.5,535,1749480860,BREAKOUT,654.5,AGAINST,450,RESUME,5,True,True,True,27.5
2025_06_16,1750101425,10268,1,21936.75,21938.75,2.0,2320,1750101405,RETURN,917.0833333333334,AGAINST,85,REVERSE,85,True,True,False,18.0
2025_06_18,1750261840,5777,1,21836.75,21839.25,2.5,1400,1750261825,BREAKOUT,710.6666666666666,CONT,245,RESUME,5,True,True,True,15.25
2025_07_07,1751908750,10797,1,22893.25,22896.5,3.25,2030,1751908740,BREAKOUT,799.1666666666666,CONT,100,RESUME,40,True,True,True,27.5
2025_07_15,1752587220,8589,-1,23162.75,23159.75,3.0,3980,1752587215,BREAKOUT,587.0,CONT,40,RESUME,5,True,True,True,40.0
2025_07_29,1753811385,10520,-1,23469.75,23467.75,2.0,160,1753811355,RETURN,829.75,AGAINST,295,RESUME,20,True,True,True,6.25
2025_08_07,1754574595,8695,1,23601.5,23602.5,1.0,1200,1754574590,RETURN,589.9166666666666,CONT,15,RESUME,5,True,True,True,66.75
2025_08_14,1755188500,9086,1,23893.0,23901.75,8.75,3050,1755188495,BREAKOUT,741.6666666666666,AGAINST,325,RESUME,5,True,True,True,60.0
2025_08_22,1755874730,8727,1,23624.75,23625.25,0.5,475,1755874725,RETURN,658.8333333333334,AGAINST,55,REVERSE,55,True,True,False,24.25
2025_09_02,1756831250,10769,1,23087.75,23088.75,1.0,205,1756831245,RETURN,760.8333333333334,CONT,135,RESUME,65,True,True,True,67.5
2025_09_05,1757089320,9757,-1,23622.25,23617.75,4.5,1865,1757089315,BREAKOUT,742.0,AGAINST,115,RESUME,40,True,True,True,24.75
2025_09_17,1758136225,7735,1,24265.0,24273.75,8.75,3875,1758136220,BREAKOUT,910.4166666666666,AGAINST,10,REVERSE,10,True,True,False,42.0
2025_10_07,1759847705,8627,-1,25221.5,25219.5,2.0,3720,1759847700,RETURN,635.0833333333334,CONT,30,RESUME,5,True,True,True,165.5
2025_10_17,1760708610,9296,-1,24717.5,24709.25,8.25,165,1760708605,BREAKOUT,583.5,CONT,20,RESUME,15,True,True,True,43.0
2025_10_29,1761765465,12753,-1,26175.5,26172.25,3.25,1425,1761765460,BREAKOUT,917.75,CONT,40,RESUME,35,True,True,True,24.25
2025_11_06,1762456655,12944,-1,25371.0,25369.0,2.0,475,1762456645,RETURN,857.5833333333334,AGAINST,115,RESUME,5,True,True,True,13.25
2025_11_13,1763050745,10774,-1,25207.5,25197.0,10.5,490,1763050740,BREAKOUT,679.0833333333334,CONT,10,RESUME,5,True,True,True,46.5
2025_11_17,1763392790,10356,-1,25062.75,25059.25,3.5,4865,1763392785,BREAKOUT,619.8333333333334,AGAINST,30,REVERSE,30,True,True,False,30.75
2025_11_20,1763666400,13243,1,24288.5,24313.75,25.25,495,1763666385,BREAKOUT,860.0,AGAINST,30,REVERSE,30,True,True,True,111.0
2025_12_01,1764605380,10967,1,25366.75,25368.25,1.5,3160,1764605375,RETURN,669.6666666666666,CONT,30,RESUME,15,True,True,True,82.25
2025_12_11,1765468270,10522,-1,25465.0,25464.0,1.0,3575,1765468265,RETURN,651.1666666666666,CONT,15,RESUME,15,True,True,True,7.25
2025_12_16,1765903062,7598,-1,24975.0,24974.25,0.75,1232,1765903051,RETURN,697.7,AGAINST,63,REVERSE,63,False,False,False,0.25
2025_12_17,1765998150,6949,-1,24718.5,24717.0,1.5,747,1765998140,RETURN,842.5,CONT,20,RESUME,10,True,True,True,20.5
2026_01_05,1767639625,11974,1,25613.5,25616.0,2.5,1790,1767639610,BREAKOUT,840.4166666666666,AGAINST,401,RESUME,20,True,True,True,4.5
2026_01_13,1768334560,12479,-1,25849.25,25844.75,4.5,1460,1768334540,BREAKOUT,902.6666666666666,AGAINST,70,REVERSE,70,True,True,True,45.25
2026_01_28,1769612495,9660,-1,26252.25,26250.75,1.5,105,1769612480,RETURN,601.5833333333334,CONT,35,RESUME,5,True,True,True,72.75
2026_02_03,1770136390,10476,-1,25491.25,25487.0,4.25,3485,1770136385,BREAKOUT,693.1666666666666,AGAINST,50,RESUME,5,True,True,True,88.5
2026_02_10,1770734090,10415,-1,25353.5,25352.25,1.25,170,1770734085,RETURN,574.8333333333334,AGAINST,10,REVERSE,10,True,True,False,95.5
2026_02_13,1770999300,11683,1,24838.75,24840.0,1.25,780,1770999295,RETURN,675.0,CONT,80,RESUME,80,True,True,True,91.5
2026_02_20,1771612305,13226,1,25003.0,25006.25,3.25,2515,1771612300,BREAKOUT,811.75,CONT,80,RESUME,5,True,True,True,118.0
2026_02_24,1771954030,12481,1,25067.5,25070.5,3.0,650,1771954025,BREAKOUT,747.1666666666666,AGAINST,135,RESUME,5,True,True,True,10.75
2026_03_05,1772723635,10967,1,25161.75,25167.0,5.25,175,1772723630,BREAKOUT,613.9166666666666,CONT,50,RESUME,5,True,True,True,17.0
2026_03_09,1773065495,10219,-1,24338.0,24331.75,6.25,1205,1773065490,BREAKOUT,611.5833333333334,AGAINST,25,RESUME,5,True,True,True,10.25
2026_03_13,1773422270,12444,-1,24450.0,24448.25,1.75,1510,1773422265,RETURN,797.8333333333334,CONT,40,RESUME,40,True,True,True,95.5
