feature,regime_2d,n,mean,std,median,p10,p90
L2_1h_vwap_w,DOWN_CHOPPY,2988,21544.8710194191,1804.981611415342,21456.157121241027,18941.393580089967,23729.7448599301
L2_1h_vwap_w,DOWN_SMOOTH,4662,21564.03931744213,1455.6075263242205,21530.563410511993,19636.00976623157,23553.274017858203
L2_1h_vwap_w,FLAT_CHOPPY,18315,21638.577479153348,1564.9102988390785,21703.189666088852,19489.47230923253,23586.33135757373
L2_1h_vwap_w,FLAT_SMOOTH,9750,21467.636360390883,1701.5624864556294,21759.827928278864,18955.885026990574,23692.07888113679
L2_1h_vwap_w,UP_CHOPPY,3924,21769.971143520703,1612.126202847721,21593.52638753408,20621.37709629772,23521.265156136786
L2_1h_vwap_w,UP_SMOOTH,7146,21804.388156765544,1795.9370921161742,21728.960229345234,19134.47384388101,23761.21444784357
L2_15m_price_velocity_w,DOWN_CHOPPY,2988,-2.6794748438197233,7.721190022208101,-1.2916666666666667,-13.1875,5.145833333333333
L2_15m_price_velocity_w,DOWN_SMOOTH,4662,-5.471632346632346,11.145996009917734,-2.7916666666666665,-18.083333333333332,3.2083333333333335
L2_15m_price_velocity_w,FLAT_CHOPPY,18315,-0.13160888160888165,9.108950941529653,0.3125,-9.1375,8.666666666666666
L2_15m_price_velocity_w,FLAT_SMOOTH,9855,0.08841324200913246,8.585983657279902,0.10416666666666667,-6.270833333333333,5.895833333333333
L2_15m_price_velocity_w,UP_CHOPPY,3924,2.909159446143391,8.028277723894956,1.4375,-4.222916666666666,11.13958333333334
L2_15m_price_velocity_w,UP_SMOOTH,7146,4.6123472338837574,12.01367757121325,2.25,-2.822916666666667,13.1875
L2_15m_price_accel_w,DOWN_CHOPPY,2988,-0.0676037483266399,3.4678911910911876,-0.020833333333333332,-4.0,3.4791666666666665
L2_15m_price_accel_w,DOWN_SMOOTH,4662,-0.05429536679536681,4.781695389509129,-0.041666666666666664,-4.0625,3.875
L2_15m_price_accel_w,FLAT_CHOPPY,18315,0.007489307489307492,3.871811386139267,-0.0625,-3.625,3.7916666666666665
L2_15m_price_accel_w,FLAT_SMOOTH,9852,0.004354022871836519,3.6942713081302774,-0.020833333333333332,-2.6458333333333335,2.6666666666666665
L2_15m_price_accel_w,UP_CHOPPY,3924,-0.00014334862385321373,5.336386331321103,-0.010416666666666666,-3.1604166666666664,3.1041666666666665
L2_15m_price_accel_w,UP_SMOOTH,7146,0.04020605933389309,3.985904889590915,0.041666666666666664,-3.010416666666667,3.2083333333333335
L2_15m_vol_velocity_w,DOWN_CHOPPY,2988,97.78184962070507,2440.963778847627,13.25,-2404.3333333333335,2685.8333333333335
L2_15m_vol_velocity_w,DOWN_SMOOTH,4662,-25.151186901186872,2655.284020150768,-13.25,-2791.6666666666665,2385.8333333333335
L2_15m_vol_velocity_w,FLAT_CHOPPY,18315,29.85412685412685,2345.7900672747987,-5.666666666666667,-2374.25,2253.25
L2_15m_vol_velocity_w,FLAT_SMOOTH,9855,-72.34954337899543,1816.2391423370377,-33.25,-2053.399999999999,1304.3333333333333
L2_15m_vol_velocity_w,UP_CHOPPY,3924,33.73473071695551,2414.371210080548,-19.541666666666664,-2080.8333333333335,2285.1750000000084
L2_15m_vol_velocity_w,UP_SMOOTH,7146,-23.2593408900084,2194.17029454829,-21.833333333333332,-2024.0833333333333,1900.0
L2_15m_vol_accel_w,DOWN_CHOPPY,2988,-11.959337349397583,1606.6283413657648,1.6666666666666667,-1242.6666666666667,1062.0
L2_15m_vol_accel_w,DOWN_SMOOTH,4662,1.856231231231236,1648.8379458120496,-1.0,-1170.3333333333333,1172.75
L2_15m_vol_accel_w,FLAT_CHOPPY,18315,-1.7184457184457178,1524.136094801793,3.6666666666666665,-1071.9166666666667,1036.0833333333333
L2_15m_vol_accel_w,FLAT_SMOOTH,9852,9.723575585329542,1192.674447281758,7.416666666666667,-864.7749999999999,824.25
L2_15m_vol_accel_w,UP_CHOPPY,3924,-5.280113829425758,1610.960929851444,2.8333333333333335,-1041.25,1000.4166666666666
L2_15m_vol_accel_w,UP_SMOOTH,7146,0.4655518238641632,1488.897955190109,6.833333333333333,-987.25,991.75
L2_15m_price_mean_w,DOWN_CHOPPY,2988,21516.19600624721,1826.9314824144199,21480.385416666668,18937.6875,23717.9375
L2_15m_price_mean_w,DOWN_SMOOTH,4662,21497.669955669957,1518.5973200412052,21443.072916666668,19597.395833333332,23539.79375
L2_15m_price_mean_w,FLAT_CHOPPY,18315,21642.80211006461,1577.2096020024126,21687.229166666668,19495.125,23596.3125
L2_15m_price_mean_w,FLAT_SMOOTH,9858,21470.903931662946,1690.4430913161045,21747.510416666664,18976.583333333332,23739.27916666667
L2_15m_price_mean_w,UP_CHOPPY,3924,21808.32248131159,1595.7659213328238,21636.822916666664,20654.33125,23544.014583333334
L2_15m_price_mean_w,UP_SMOOTH,7146,21871.90777766116,1759.718919173535,21777.604166666668,19313.104166666668,23795.416666666668
L2_15m_price_sigma_w,DOWN_CHOPPY,2988,33.22687183378562,25.999806320439408,24.24569432253525,9.926696290429371,70.12355167844824
L2_15m_price_sigma_w,DOWN_SMOOTH,4662,40.59382667032625,46.27707434303377,24.41516698259258,9.827754259640336,91.88173805429884
L2_15m_price_sigma_w,FLAT_CHOPPY,18315,34.90059471218687,33.422544359688246,23.649388165575463,8.987048762221415,75.34429496711022
L2_15m_price_sigma_w,FLAT_SMOOTH,9858,26.25256301989085,34.845242821368046,18.122831636230348,8.050268205582855,49.51845768514152
L2_15m_price_sigma_w,UP_CHOPPY,3924,33.14901163554003,38.421376900663205,22.123705235184577,7.777535394852396,61.95281850341786
L2_15m_price_sigma_w,UP_SMOOTH,7146,33.42403086371056,49.39757012973865,20.05107115705928,8.165777626314853,66.39065971181259
L2_15m_vol_mean_w,DOWN_CHOPPY,2988,18768.147757697458,19696.358003364287,8505.083333333334,2988.0833333333335,50494.166666666664
L2_15m_vol_mean_w,DOWN_SMOOTH,4662,19482.19825182325,21029.140806486976,8557.5,3348.9166666666665,53955.25
L2_15m_vol_mean_w,FLAT_CHOPPY,18315,17243.57774592775,19422.98892765757,7530.583333333333,2359.266666666667,46903.25
L2_15m_vol_mean_w,FLAT_SMOOTH,9858,13012.32236931088,14646.782905512175,5696.916666666666,2578.4166666666665,36435.75
L2_15m_vol_mean_w,UP_CHOPPY,3924,17005.233201664967,18565.604775042462,8391.75,2702.3416666666667,43104.6166666667
L2_15m_vol_mean_w,UP_SMOOTH,7146,14624.076791211866,16459.381337925788,6725.25,2269.5,40684.0
L2_15m_vol_sigma_w,DOWN_CHOPPY,2988,9464.738817589021,11094.291580805273,3939.0561136505585,1155.2898757323624,27455.86612185843
L2_15m_vol_sigma_w,DOWN_SMOOTH,4662,10312.388693660765,12816.03837932941,3647.3222836636046,1214.775462479558,30255.68817444235
L2_15m_vol_sigma_w,FLAT_CHOPPY,18315,9098.917670347868,11179.255244893964,3441.4406723805587,867.5864225704256,26105.13844806237
L2_15m_vol_sigma_w,FLAT_SMOOTH,9858,6883.172071817294,8832.569603928834,2391.0280580207386,891.5619593010501,20586.042387361453
L2_15m_vol_sigma_w,UP_CHOPPY,3924,9507.846331241257,11960.697099449815,3995.588193263337,999.589361808648,26872.36412983402
L2_15m_vol_sigma_w,UP_SMOOTH,7146,8461.820451033735,10873.041463409334,3244.882972454153,870.72780424821,26380.602129158644
L2_15m_vwap_w,DOWN_CHOPPY,2988,21513.313609223736,1827.159024428816,21478.437350607885,18932.68371909103,23709.87656361687
L2_15m_vwap_w,DOWN_SMOOTH,4662,21491.191748192672,1518.2434336220483,21440.628667921963,19596.90184451711,23527.982928162277
L2_15m_vwap_w,FLAT_CHOPPY,18315,21639.864635948674,1577.418678545883,21684.102467148445,19495.491314822953,23595.328912271805
L2_15m_vwap_w,FLAT_SMOOTH,9858,21470.87527952797,1691.1347772613242,21747.472718707046,18995.68685179604,23741.70380253116
L2_15m_vwap_w,UP_CHOPPY,3924,21808.73709450165,1593.743409577419,21623.943097431416,20657.38984970891,23547.84729078162
L2_15m_vwap_w,UP_SMOOTH,7146,21874.580096065816,1756.613435311648,21777.44696056737,19297.197867088915,23795.61918523999
L2_5m_price_velocity_w,DOWN_CHOPPY,2988,-0.9953703703703703,5.49380791728434,-0.4722222222222222,-6.916666666666667,4.091666666666671
L2_5m_price_velocity_w,DOWN_SMOOTH,4662,-1.9336658086658087,7.650796719703357,-0.75,-8.86111111111111,3.7777777777777777
L2_5m_price_velocity_w,FLAT_CHOPPY,18315,-0.02777626110959446,6.31048849563826,0.1388888888888889,-5.555555555555555,5.611111111111111
L2_5m_price_velocity_w,FLAT_SMOOTH,9884,0.018762084626107314,5.751267874972449,0.05555555555555555,-3.936111111111109,4.083333333333333
L2_5m_price_velocity_w,UP_CHOPPY,3924,1.003284630195945,6.718919750472356,0.4444444444444444,-3.6944444444444446,6.138888888888889
L2_5m_price_velocity_w,UP_SMOOTH,7146,1.5992979755574215,7.017200880326624,0.6944444444444444,-2.8055555555555554,6.236111111111111
L2_5m_price_accel_w,DOWN_CHOPPY,2988,0.0010597947344935267,2.8930513608450887,0.0,-2.888888888888889,2.7777777777777777
L2_5m_price_accel_w,DOWN_SMOOTH,4662,-0.008383383383383377,3.686778727114715,-0.027777777777777776,-2.861111111111111,2.8055555555555554
L2_5m_price_accel_w,FLAT_CHOPPY,18315,0.00044893378226711615,2.9799108889708235,-0.027777777777777776,-2.638888888888889,2.638888888888889
L2_5m_price_accel_w,FLAT_SMOOTH,9883,0.010289835520028781,2.7743021280217586,0.0,-1.9444444444444444,1.9722222222222223
L2_5m_price_accel_w,UP_CHOPPY,3924,-0.0016493940423604166,3.8332912376623933,-0.027777777777777776,-2.2777777777777777,2.3527777777777854
L2_5m_price_accel_w,UP_SMOOTH,7146,-0.002087414870790183,2.925891042460512,0.0,-2.111111111111111,2.0833333333333335
L2_5m_vol_velocity_w,DOWN_CHOPPY,2988,2.1961549903316944,772.092259514071,-4.444444444444445,-646.4777777777779,424.7333333333338
L2_5m_vol_velocity_w,DOWN_SMOOTH,4662,3.751465751465749,853.7071682688149,-1.3333333333333333,-632.3222222222222,403.07777777777795
L2_5m_vol_velocity_w,FLAT_CHOPPY,18315,0.46142506142506134,772.0298551603788,-4.222222222222222,-584.3777777777777,407.3777777777787
L2_5m_vol_velocity_w,FLAT_SMOOTH,9884,0.6233531183956103,580.2293781625883,-4.388888888888889,-364.42222222222216,260.4111111111112
L2_5m_vol_velocity_w,UP_CHOPPY,3924,-2.5149790463246102,818.7934379281617,-10.555555555555555,-580.1555555555556,385.84444444444466
L2_5m_vol_velocity_w,UP_SMOOTH,7146,-0.15012283484155506,729.0942189943758,-5.333333333333333,-500.83333333333337,314.94444444444446
L2_5m_vol_accel_w,DOWN_CHOPPY,2988,0.7562472110664862,598.7454652213813,5.055555555555555,-457.6666666666667,451.0222222222223
L2_5m_vol_accel_w,DOWN_SMOOTH,4662,0.09530959530959426,637.603607507929,0.4444444444444444,-450.8777777777778,449.40000000000026
L2_5m_vol_accel_w,FLAT_CHOPPY,18315,-0.1294809961476631,604.443336390681,0.0,-417.0,418.40000000000026
L2_5m_vol_accel_w,FLAT_SMOOTH,9883,0.8767130988116518,455.1976246182614,1.7777777777777777,-310.6,311.00000000000057
L2_5m_vol_accel_w,UP_CHOPPY,3924,-0.6194359497111818,646.9734251933287,-0.7777777777777778,-422.9888888888889,422.57777777777824
L2_5m_vol_accel_w,UP_SMOOTH,7146,-0.6920266193985768,537.8296205924333,0.38888888888888884,-346.1111111111111,334.3888888888889
L2_5m_price_mean_w,DOWN_CHOPPY,2988,21503.46188457534,1832.0837558852022,21475.472222222223,18913.952777777777,23694.316666666666
L2_5m_price_mean_w,DOWN_SMOOTH,4662,21472.746967205298,1530.5795667344337,21435.805555555555,19585.433333333334,23480.780555555557
L2_5m_price_mean_w,FLAT_CHOPPY,18315,21642.665639882307,1579.728655392251,21686.722222222223,19499.655555555557,23599.48888888889
L2_5m_price_mean_w,FLAT_SMOOTH,9885,21470.81677907042,1690.2682502978926,21745.222222222223,19001.905555555557,23740.983333333334
L2_5m_price_mean_w,UP_CHOPPY,3924,21821.608810454185,1585.9646002232332,21646.666666666664,20667.600000000002,23573.525
L2_5m_price_mean_w,UP_SMOOTH,7146,21893.623985446404,1747.133242330595,21787.86111111111,19340.708333333336,23802.125
L2_5m_price_sigma_w,DOWN_CHOPPY,2988,16.68195837918037,14.209273984804883,12.426415352477758,4.859709303286958,33.014990028060204
L2_5m_price_sigma_w,DOWN_SMOOTH,4662,19.23664382994032,23.63783119144035,12.442925183892553,4.919525502939238,41.283246251032665
L2_5m_price_sigma_w,FLAT_CHOPPY,18315,16.79736350367469,17.702973343052648,10.992974397819324,4.109904993918774,36.77037380461405
L2_5m_price_sigma_w,FLAT_SMOOTH,9885,12.803351241723755,18.695227260993452,8.98262211161084,3.549647706120938,24.483306383699624
L2_5m_price_sigma_w,UP_CHOPPY,3924,16.75937494585545,25.647238502231204,9.817032724028303,3.7433480532155725,33.14254325951726
L2_5m_price_sigma_w,UP_SMOOTH,7146,14.704389443536037,21.535886821826836,9.018547616364724,3.6284705431264657,28.812732236458686
L2_5m_vol_mean_w,DOWN_CHOPPY,2988,6395.671128960286,7525.546672682666,2717.666666666667,930.6777777777778,17898.333333333336
L2_5m_vol_mean_w,DOWN_SMOOTH,4662,6454.512584012584,8202.823224077165,2543.9444444444443,1003.7777777777778,18485.344444444447
L2_5m_vol_mean_w,FLAT_CHOPPY,18315,5789.525531592199,7433.817755408854,2128.4444444444443,676.1111111111111,16738.355555555558
L2_5m_vol_mean_w,FLAT_SMOOTH,9885,4234.899511043669,5574.520502756036,1766.111111111111,725.0444444444445,12130.13333333334
L2_5m_vol_mean_w,UP_CHOPPY,3924,5712.508976101484,7330.601158256089,2323.0555555555557,798.0,15783.5
L2_5m_vol_mean_w,UP_SMOOTH,7146,4845.210420748205,6485.11764890986,1991.3333333333335,621.1111111111111,13537.222222222223
L2_5m_vol_sigma_w,DOWN_CHOPPY,2988,2268.7859379731603,3004.1410515769976,1035.2911291080964,324.23266005833733,5549.718554728135
L2_5m_vol_sigma_w,DOWN_SMOOTH,4662,2288.7040059014384,3138.7703778829764,1033.531319780262,341.2500906284338,5852.421465572324
L2_5m_vol_sigma_w,FLAT_CHOPPY,18315,2125.3395016367945,2991.932286616951,863.4387323049878,236.11284966680185,5587.205274207156
L2_5m_vol_sigma_w,FLAT_SMOOTH,9885,1609.4887212436015,2291.8876332904683,708.2532699849994,261.27298937645446,4192.160736162128
L2_5m_vol_sigma_w,UP_CHOPPY,3924,2222.1378358135644,3231.3611531762217,910.2094314339545,278.93788615968975,5820.78705934031
L2_5m_vol_sigma_w,UP_SMOOTH,7146,1887.5170861680765,2839.518493949491,766.8603327976505,214.87477702079042,4831.056380184531
L2_5m_vwap_w,DOWN_CHOPPY,2988,21502.1477063649,1832.192419893577,21474.58589558967,18912.386940357934,23693.910478814425
L2_5m_vwap_w,DOWN_SMOOTH,4662,21470.255389604168,1531.5903320406317,21435.0695529573,19584.550796675772,23477.713889803126
L2_5m_vwap_w,FLAT_CHOPPY,18315,21641.96690162979,1579.7381331564345,21685.579079079078,19500.503636312398,23598.995533561018
L2_5m_vwap_w,FLAT_SMOOTH,9885,21470.36523840603,1690.570619537199,21745.052707092582,19004.448813128358,23741.388869986815
L2_5m_vwap_w,UP_CHOPPY,3924,21821.532727219896,1585.2566991631898,21644.715059983937,20668.24993208762,23572.030037931865
L2_5m_vwap_w,UP_SMOOTH,7146,21894.7282431622,1746.2871854634984,21789.223606990625,19339.67305277069,23802.23445314452
L2_1m_price_velocity_w,DOWN_CHOPPY,2988,-0.205404953145917,1.9449578844073845,-0.06666666666666667,-2.283333333333333,1.7216666666666696
L2_1m_price_velocity_w,DOWN_SMOOTH,4662,-0.3935649935649936,2.6858816479253953,-0.15,-2.5,1.6
L2_1m_price_velocity_w,FLAT_CHOPPY,18315,-0.006150696150696147,2.1849400118712925,0.016666666666666666,-1.8833333333333333,1.8833333333333333
L2_1m_price_velocity_w,FLAT_SMOOTH,9890,0.006730704415234237,2.037313531795666,0.03333333333333333,-1.3833333333333333,1.4166666666666667
L2_1m_price_velocity_w,UP_CHOPPY,3924,0.20528372409106357,2.823934063141813,0.06666666666666667,-1.4,1.9
L2_1m_price_velocity_w,UP_SMOOTH,7146,0.32138958858102434,2.2557413738441903,0.13333333333333333,-1.1333333333333333,1.8583333333333334
L2_1m_price_accel_w,DOWN_CHOPPY,2988,0.00032351628737170584,0.672154822933633,0.0,-0.6666666666666666,0.6666666666666666
L2_1m_price_accel_w,DOWN_SMOOTH,4662,-0.001161876161876162,0.8086114986120045,0.0,-0.6816666666666663,0.65
L2_1m_price_accel_w,FLAT_CHOPPY,18315,0.0010073710073710072,0.703686744536646,0.0,-0.6166666666666667,0.6166666666666667
L2_1m_price_accel_w,FLAT_SMOOTH,9890,0.0005527468823727675,0.4977871258038682,0.0,-0.4666666666666667,0.4666666666666667
L2_1m_price_accel_w,UP_CHOPPY,3924,0.001346415222562013,0.9305846887694352,0.0,-0.5666666666666667,0.5616666666666712
L2_1m_price_accel_w,UP_SMOOTH,7146,-0.000520104487358896,0.7700433756894974,0.0,-0.5,0.5166666666666667
L2_1m_vol_velocity_w,DOWN_CHOPPY,2988,0.06671128960285641,92.0358599159551,-0.4666666666666667,-57.28000000000001,54.92000000000007
L2_1m_vol_velocity_w,DOWN_SMOOTH,4662,0.08155298155298193,90.39379668249737,-0.4,-57.46,50.2
L2_1m_vol_velocity_w,FLAT_CHOPPY,18315,0.04467376467376475,86.6013551714312,-0.2,-50.86666666666667,47.0
L2_1m_vol_velocity_w,FLAT_SMOOTH,9890,0.03602965958881031,69.02958128074799,-0.13333333333333333,-36.8,35.0
L2_1m_vol_velocity_w,UP_CHOPPY,3924,0.00039075773020719136,94.68550145307113,-0.4666666666666667,-52.98,45.27333333333339
L2_1m_vol_velocity_w,UP_SMOOTH,7146,0.057412072021644105,84.00045045732735,-0.26666666666666666,-43.333333333333336,38.16666666666667
L2_1m_vol_accel_w,DOWN_CHOPPY,2988,0.0922579205711738,77.90350392709752,0.0,-60.0,57.62000000000001
L2_1m_vol_accel_w,DOWN_SMOOTH,4662,-0.17271557271557267,80.09496837039,-0.16666666666666669,-54.333333333333336,55.773333333333476
L2_1m_vol_accel_w,FLAT_CHOPPY,18315,0.09360633360633364,75.4638751076488,0.06666666666666667,-51.13333333333333,50.240000000000144
L2_1m_vol_accel_w,FLAT_SMOOTH,9890,-0.015119649477586788,61.649589311271704,0.06666666666666667,-39.40666666666666,39.93333333333333
L2_1m_vol_accel_w,UP_CHOPPY,3924,0.26015970098538915,77.33346028581263,0.3333333333333333,-49.693333333333335,51.246666666666684
L2_1m_vol_accel_w,UP_SMOOTH,7146,0.06124638492396687,71.01271188901794,0.2,-41.9,43.7
L2_1m_price_mean_w,DOWN_CHOPPY,2988,21500.6870258813,1832.9643339388786,21471.3,18903.045,23689.323333333334
L2_1m_price_mean_w,DOWN_SMOOTH,4662,21467.6954061204,1533.3013146237045,21434.05,19580.525,23475.166666666668
L2_1m_price_mean_w,FLAT_CHOPPY,18315,21642.66500773501,1580.1698426310888,21687.383333333335,19502.666666666668,23600.726666666666
L2_1m_price_mean_w,FLAT_SMOOTH,9890,21470.82137007078,1690.2518679262619,21745.1,19006.774999999998,23739.316666666666
L2_1m_price_mean_w,UP_CHOPPY,3924,21824.23251783894,1583.8561766394241,21652.6,20674.035,23595.47
L2_1m_price_mean_w,UP_SMOOTH,7146,21897.856019684674,1744.7812231423386,21787.1,19349.441666666666,23803.05
L2_1m_price_sigma_w,DOWN_CHOPPY,2988,9.417071578067185,8.19153462075719,6.986487349182507,2.680228666542715,19.43420249014039
L2_1m_price_sigma_w,DOWN_SMOOTH,4662,10.4218236589482,13.2108721154053,6.814069821007905,2.728814420856305,21.949589023652745
L2_1m_price_sigma_w,FLAT_CHOPPY,18315,9.33939844797957,10.04484127759309,6.172278656179078,2.295544295338659,19.847127035862798
L2_1m_price_sigma_w,FLAT_SMOOTH,9890,7.059774616964891,10.44949278272377,4.970208867531675,1.9568256607747831,13.802667345767137
L2_1m_price_sigma_w,UP_CHOPPY,3924,9.521389037365147,15.955884487863289,5.6480611928426585,2.0218154723106836,18.949248172047366
L2_1m_price_sigma_w,UP_SMOOTH,7146,8.017887539627997,12.025343016746499,5.152293738199546,2.0081677961658326,15.600528370368288
L2_1m_vol_mean_w,DOWN_CHOPPY,2988,1279.534448906738,1588.8856929962335,530.4333333333334,160.69333333333333,3580.640000000002
L2_1m_vol_mean_w,DOWN_SMOOTH,4662,1292.8944801944801,1726.256282704156,500.4,180.40666666666667,3783.326666666675
L2_1m_vol_mean_w,FLAT_CHOPPY,18315,1157.7394521794522,1569.364891128179,417.53333333333336,120.85333333333334,3354.960000000001
L2_1m_vol_mean_w,FLAT_SMOOTH,9890,846.1759689922482,1178.1076336169506,347.0,131.66,2443.7200000000003
L2_1m_vol_mean_w,UP_CHOPPY,3924,1140.3263336731227,1562.5440059369248,450.33333333333337,143.52666666666667,3151.3466666666677
L2_1m_vol_mean_w,UP_SMOOTH,7146,968.313695307398,1382.9913365536536,385.0,112.33333333333334,2724.5
L2_1m_vol_sigma_w,DOWN_CHOPPY,2988,517.12688345065,616.690088701931,265.1458112176438,79.13805525348751,1315.7173952651283
L2_1m_vol_sigma_w,DOWN_SMOOTH,4662,525.8254309843268,641.216369194058,258.01053952028246,88.70846005671085,1293.3637053610364
L2_1m_vol_sigma_w,FLAT_CHOPPY,18315,486.4282921893788,625.5549086637243,220.23353405830258,61.538773966649934,1284.4410111021325
L2_1m_vol_sigma_w,FLAT_SMOOTH,9890,387.6250950449097,496.0814962752677,192.81210014424633,68.97718733852642,970.6555171782702
L2_1m_vol_sigma_w,UP_CHOPPY,3924,494.9812150770799,661.0178540822765,229.3566883135694,72.91806229328049,1214.8334753975612
L2_1m_vol_sigma_w,UP_SMOOTH,7146,427.57491643188234,580.0371118910293,201.69243853849366,57.10020229118494,1127.8526683374466
L2_1m_vwap_w,DOWN_CHOPPY,2988,21500.09174860534,1833.02766242239,21470.26768513616,18904.060154683673,23689.76825831763
L2_1m_vwap_w,DOWN_SMOOTH,4662,21466.731344132026,1533.7998940923649,21434.01764362135,19578.86052570059,23476.31034180799
L2_1m_vwap_w,FLAT_CHOPPY,18315,21642.341731965455,1580.1975238619682,21687.354404490106,19500.723198940064,23600.909749878545
L2_1m_vwap_w,FLAT_SMOOTH,9890,21470.568806914474,1690.3210301510844,21745.073146932213,19009.16257312138,23738.78047672101
L2_1m_vwap_w,UP_CHOPPY,3924,21824.28257202902,1583.4821197282856,21653.26373410893,20673.571421523346,23594.23338491913
L2_1m_vwap_w,UP_SMOOTH,7146,21898.162305396316,1744.4987381121932,21787.714554306163,19351.71893320564,23803.470392451207
L2_15s_price_velocity_w,DOWN_CHOPPY,2988,-0.030183232931726908,1.0526105424662715,-0.020833333333333332,-1.0833333333333333,1.0208333333333333
L2_15s_price_velocity_w,DOWN_SMOOTH,4662,-0.0927087802087802,1.2219114728679856,-0.020833333333333332,-1.2083333333333333,0.9583333333333334
L2_15s_price_velocity_w,FLAT_CHOPPY,18315,-0.005626080626080625,1.1487035987889127,0.0,-0.9791666666666666,1.0
L2_15s_price_velocity_w,FLAT_SMOOTH,9893,0.002025843188786687,0.7877635270861786,0.020833333333333332,-0.7083333333333334,0.7083333333333334
L2_15s_price_velocity_w,UP_CHOPPY,3924,0.05990910635406048,1.488445791158907,0.041666666666666664,-0.8333333333333334,0.9312500000000057
L2_15s_price_velocity_w,UP_SMOOTH,7146,0.06999836738501725,1.1130896658872234,0.041666666666666664,-0.7083333333333334,0.8541666666666666
L2_15s_price_accel_w,DOWN_CHOPPY,2988,-0.005340807675145026,0.4056043980347773,0.0,-0.4375,0.3958333333333333
L2_15s_price_accel_w,DOWN_SMOOTH,4662,0.0038118475618475626,0.49892620217242795,0.0,-0.4166666666666667,0.4375
L2_15s_price_accel_w,FLAT_CHOPPY,18315,-0.005427017927017928,0.4390086291816774,0.0,-0.3958333333333333,0.3958333333333333
L2_15s_price_accel_w,FLAT_SMOOTH,9893,-0.002278547120859866,0.32187094671823907,0.0,-0.3125,0.2916666666666667
L2_15s_price_accel_w,UP_CHOPPY,3924,-0.007188668025823988,0.5265647972685964,0.0,-0.3541666666666667,0.3541666666666667
L2_15s_price_accel_w,UP_SMOOTH,7146,-0.0038483067450321867,0.4013506298370671,0.0,-0.3125,0.3125
L2_15s_vol_velocity_w,DOWN_CHOPPY,2988,0.8502063810798751,25.592906852580214,-0.16666666666666666,-7.333333333333333,5.75
L2_15s_vol_velocity_w,DOWN_SMOOTH,4662,0.5141033891033892,27.47600124033422,-0.16666666666666666,-7.583333333333333,5.166666666666667
L2_15s_vol_velocity_w,FLAT_CHOPPY,18315,0.5311948311948312,21.634956406047547,-0.08333333333333333,-6.583333333333333,5.050000000000182
L2_15s_vol_velocity_w,FLAT_SMOOTH,9893,0.277814279456855,16.855952436176068,-0.08333333333333333,-5.0,3.6666666666666665
L2_15s_vol_velocity_w,UP_CHOPPY,3924,0.6430937818552498,25.024261530631932,-0.16666666666666666,-6.916666666666667,5.0
L2_15s_vol_velocity_w,UP_SMOOTH,7146,0.6168019404795223,24.59903817564483,-0.16666666666666666,-5.625,4.083333333333333
L2_15s_vol_accel_w,DOWN_CHOPPY,2988,0.8876617581436859,18.946386930812807,0.0,-7.666666666666667,8.608333333333348
L2_15s_vol_accel_w,DOWN_SMOOTH,4662,0.7672493922493923,20.984048461489518,0.08333333333333333,-7.083333333333333,8.416666666666666
L2_15s_vol_accel_w,FLAT_CHOPPY,18315,0.9284830284830285,17.396064507862764,0.08333333333333333,-6.5,7.583333333333333
L2_15s_vol_accel_w,FLAT_SMOOTH,9893,0.6665487381650325,13.113782227150885,0.08333333333333333,-4.916666666666667,5.833333333333333
L2_15s_vol_accel_w,UP_CHOPPY,3924,1.0717804960924229,18.507464788796884,0.08333333333333333,-6.5,8.166666666666666
L2_15s_vol_accel_w,UP_SMOOTH,7146,0.7877367291724974,19.455832218741527,0.08333333333333333,-6.0,6.75
L2_15s_price_mean_w,DOWN_CHOPPY,2988,21499.591323627843,1833.3360356894639,21472.572916666664,18902.072916666668,23690.377083333333
L2_15s_price_mean_w,DOWN_SMOOTH,4662,21465.51775883026,1534.3273898902462,21434.041666666664,19576.58541666667,23476.422916666666
L2_15s_price_mean_w,FLAT_CHOPPY,18315,21642.595250932754,1580.447355144159,21687.3125,19503.55,23600.483333333334
L2_15s_price_mean_w,FLAT_SMOOTH,9893,21470.787730802927,1690.212642355633,21745.145833333332,19008.575,23737.220833333333
L2_15s_price_mean_w,UP_CHOPPY,3924,21825.4205954808,1582.83756501969,21653.125,20679.504166666666,23596.24375
L2_15s_price_mean_w,UP_SMOOTH,7146,21899.63459744379,1743.8502917848411,21787.916666666664,19354.291666666668,23804.864583333332
L2_15s_price_sigma_w,DOWN_CHOPPY,2988,4.121402417907708,3.6635519381850714,2.9464523346407274,1.1328001966590724,8.51284123537474
L2_15s_price_sigma_w,DOWN_SMOOTH,4662,4.37518322407879,4.657156021865109,2.886874355678589,1.1388041973930374,9.412275580691402
L2_15s_price_sigma_w,FLAT_CHOPPY,18315,4.004817321173368,4.27115620641456,2.64601973812469,1.0035916078203655,8.484477551313917
L2_15s_price_sigma_w,FLAT_SMOOTH,9893,2.9418422423450363,2.8478869330165533,2.0560332505270256,0.8651500776951406,5.85107960124043
L2_15s_price_sigma_w,UP_CHOPPY,3924,4.005466233479,6.550454770405534,2.340306787473213,0.8974921674087438,7.979008509667868
L2_15s_price_sigma_w,UP_SMOOTH,7146,3.3929056510021076,5.01810794285105,2.2244977301663296,0.8755409583206085,6.560957117780948
