date,n_bigpos,n_bigneg,n_total,regime_2d,tf,actual,pred
2025-02-24,17,33,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-02-25,40,26,276,FLAT_CHOPPY,5m,FLAT,UP
2025-02-26,38,39,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-02-27,41,53,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-02-28,45,36,168,UP_CHOPPY,5m,UP,UP
2025-03-02,5,10,108,FLAT_SMOOTH,5m,FLAT,DOWN
2025-03-03,48,54,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-03-04,79,65,276,FLAT_CHOPPY,5m,FLAT,UP
2025-03-05,52,53,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-03-06,52,60,276,DOWN_CHOPPY,5m,DOWN,DOWN
2025-03-07,45,47,168,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-03-09,7,8,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-03-10,60,73,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-03-11,53,57,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-03-12,53,46,276,FLAT_CHOPPY,5m,FLAT,UP
2025-03-13,53,49,276,FLAT_CHOPPY,5m,FLAT,UP
2025-03-14,28,21,168,UP_SMOOTH,5m,UP,UP
2025-03-16,0,5,108,DOWN_SMOOTH,5m,DOWN,DOWN
2025-03-17,29,24,276,FLAT_CHOPPY,5m,FLAT,UP
2025-03-18,35,30,276,DOWN_CHOPPY,5m,DOWN,UP
2025-03-19,23,29,276,UP_SMOOTH,5m,UP,DOWN
2025-03-20,40,36,276,FLAT_CHOPPY,5m,FLAT,UP
2025-03-21,0,9,78,DOWN_SMOOTH,5m,DOWN,DOWN
2025-03-31,2,2,84,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-04-01,44,42,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-04-02,72,74,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-04-03,68,73,276,DOWN_CHOPPY,5m,DOWN,DOWN
2025-04-04,61,87,168,DOWN_SMOOTH,5m,DOWN,DOWN
2025-04-06,51,55,108,DOWN_SMOOTH,5m,DOWN,DOWN
2025-04-07,110,104,276,UP_CHOPPY,5m,UP,UP
2025-04-08,116,130,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-04-09,106,108,276,UP_SMOOTH,5m,UP,ABSTAIN
2025-04-10,122,122,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-04-11,81,77,168,FLAT_CHOPPY,5m,FLAT,UP
2025-04-13,19,14,108,FLAT_SMOOTH,5m,FLAT,UP
2025-04-14,55,53,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-04-15,40,48,276,DOWN_CHOPPY,5m,DOWN,DOWN
2025-04-16,49,62,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-04-17,41,51,168,FLAT_SMOOTH,5m,FLAT,DOWN
2025-04-20,1,6,108,FLAT_SMOOTH,5m,FLAT,DOWN
2025-04-21,29,34,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-04-22,41,38,276,UP_SMOOTH,5m,UP,UP
2025-04-23,45,45,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-04-24,44,32,276,UP_SMOOTH,5m,UP,UP
2025-04-25,39,41,168,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-04-27,3,2,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-04-28,23,29,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-04-29,29,39,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-04-30,44,37,276,FLAT_CHOPPY,5m,FLAT,UP
2025-05-01,37,32,276,FLAT_SMOOTH,5m,FLAT,UP
2025-05-02,25,16,168,UP_SMOOTH,5m,UP,UP
2025-05-04,2,4,108,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-05-05,9,15,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-05-06,29,25,276,FLAT_CHOPPY,5m,FLAT,UP
2025-05-07,33,28,276,FLAT_CHOPPY,5m,FLAT,UP
2025-05-08,21,24,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-05-09,20,22,168,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-05-11,7,2,108,UP_SMOOTH,5m,UP,UP
2025-05-12,26,27,276,UP_CHOPPY,5m,UP,ABSTAIN
2025-05-13,17,7,276,UP_SMOOTH,5m,UP,UP
2025-05-14,15,18,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-05-15,22,12,276,FLAT_CHOPPY,5m,FLAT,UP
2025-05-16,8,12,168,FLAT_SMOOTH,5m,FLAT,DOWN
2025-05-18,3,2,108,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-05-19,19,9,276,UP_CHOPPY,5m,UP,UP
2025-05-20,15,16,276,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-05-21,24,31,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-05-22,31,23,276,FLAT_CHOPPY,5m,FLAT,UP
2025-05-23,33,41,168,FLAT_CHOPPY,5m,FLAT,DOWN
2025-05-25,8,2,108,UP_SMOOTH,5m,UP,UP
2025-05-26,2,3,228,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-05-27,9,4,276,UP_CHOPPY,5m,UP,UP
2025-05-28,21,14,276,UP_SMOOTH,5m,UP,UP
2025-05-29,22,35,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-05-30,29,34,168,FLAT_CHOPPY,5m,FLAT,DOWN
2025-06-01,0,0,108,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-06-02,23,15,276,UP_CHOPPY,5m,UP,UP
2025-06-03,9,8,276,UP_CHOPPY,5m,UP,ABSTAIN
2025-06-04,10,11,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-06-05,26,32,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-06-06,11,12,168,UP_CHOPPY,5m,UP,ABSTAIN
2025-06-08,0,1,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-06-09,4,10,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-06-10,15,13,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-06-11,17,29,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-06-12,26,26,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-06-13,27,30,168,FLAT_CHOPPY,5m,FLAT,DOWN
2025-06-15,10,5,108,UP_SMOOTH,5m,UP,UP
2025-06-16,16,10,276,FLAT_CHOPPY,5m,FLAT,UP
2025-06-17,14,23,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-06-18,21,21,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-06-19,14,11,228,FLAT_CHOPPY,5m,FLAT,UP
2025-06-20,4,0,78,UP_SMOOTH,5m,UP,UP
2025-06-30,1,0,84,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-07-01,10,15,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-07-02,8,5,276,FLAT_CHOPPY,5m,FLAT,UP
2025-07-03,4,4,231,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-07-04,1,1,120,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-07-06,2,0,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-07-07,8,14,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-07-08,5,11,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-07-09,4,7,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-07-10,4,11,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-07-11,6,5,168,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-07-13,0,2,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-07-14,6,8,276,UP_SMOOTH,5m,UP,ABSTAIN
2025-07-15,7,15,276,DOWN_CHOPPY,5m,DOWN,DOWN
2025-07-16,17,12,276,UP_CHOPPY,5m,UP,UP
2025-07-17,4,3,276,UP_CHOPPY,5m,UP,ABSTAIN
2025-07-18,2,6,168,FLAT_SMOOTH,5m,FLAT,DOWN
2025-07-20,0,0,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-07-21,4,0,276,FLAT_CHOPPY,5m,FLAT,UP
2025-07-22,9,8,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-07-23,7,11,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-07-24,3,5,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-07-25,0,1,168,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-07-27,1,0,108,UP_SMOOTH,5m,UP,ABSTAIN
2025-07-28,5,2,276,FLAT_SMOOTH,5m,FLAT,UP
2025-07-29,4,8,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-07-30,14,14,276,UP_SMOOTH,5m,UP,ABSTAIN
2025-07-31,20,37,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-08-01,31,38,168,DOWN_SMOOTH,5m,DOWN,DOWN
2025-08-03,2,1,108,UP_SMOOTH,5m,UP,ABSTAIN
2025-08-04,12,3,276,UP_SMOOTH,5m,UP,UP
2025-08-05,14,22,276,DOWN_CHOPPY,5m,DOWN,DOWN
2025-08-06,15,7,276,UP_SMOOTH,5m,UP,UP
2025-08-07,18,26,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-08-08,8,2,168,UP_SMOOTH,5m,UP,UP
2025-08-10,0,1,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-08-11,5,6,276,DOWN_CHOPPY,5m,DOWN,ABSTAIN
2025-08-12,13,7,276,UP_SMOOTH,5m,UP,UP
2025-08-13,4,8,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-08-14,9,9,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-08-15,8,13,168,DOWN_CHOPPY,5m,DOWN,DOWN
2025-08-17,1,1,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-08-18,7,7,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-08-19,11,13,276,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-08-20,25,25,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-08-21,17,19,276,DOWN_CHOPPY,5m,DOWN,ABSTAIN
2025-08-22,13,14,168,UP_SMOOTH,5m,UP,ABSTAIN
2025-08-24,0,1,108,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-08-25,9,7,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-08-26,8,6,276,UP_CHOPPY,5m,UP,ABSTAIN
2025-08-27,4,8,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-08-28,8,12,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-08-29,9,13,168,DOWN_SMOOTH,5m,DOWN,DOWN
2025-08-31,4,0,108,FLAT_CHOPPY,5m,FLAT,UP
2025-09-01,0,1,228,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-09-02,18,25,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-09-03,11,12,276,UP_CHOPPY,5m,UP,ABSTAIN
2025-09-04,13,10,276,UP_SMOOTH,5m,UP,UP
2025-09-05,19,29,168,FLAT_CHOPPY,5m,FLAT,DOWN
2025-09-07,0,1,108,UP_SMOOTH,5m,UP,ABSTAIN
2025-09-08,6,6,276,UP_SMOOTH,5m,UP,ABSTAIN
2025-09-09,6,5,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-09-10,5,9,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-09-11,8,7,276,UP_CHOPPY,5m,UP,ABSTAIN
2025-09-12,1,3,168,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-09-14,0,0,108,UP_SMOOTH,5m,UP,ABSTAIN
2025-09-15,3,2,276,UP_SMOOTH,5m,UP,ABSTAIN
2025-09-16,0,3,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-09-17,15,18,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-09-18,11,5,276,FLAT_CHOPPY,5m,FLAT,UP
2025-09-19,0,0,78,UP_SMOOTH,5m,UP,ABSTAIN
2025-09-30,1,1,84,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-10-01,11,4,276,UP_SMOOTH,5m,UP,UP
2025-10-02,7,12,276,UP_CHOPPY,5m,UP,DOWN
2025-10-03,12,12,168,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-10-05,1,0,108,UP_SMOOTH,5m,UP,ABSTAIN
2025-10-06,6,6,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-10-07,12,16,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-10-08,4,1,276,UP_SMOOTH,5m,UP,UP
2025-10-09,8,11,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-10-10,23,47,168,DOWN_SMOOTH,5m,DOWN,DOWN
2025-10-12,7,9,108,UP_SMOOTH,5m,UP,ABSTAIN
2025-10-13,36,37,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-10-14,41,36,276,FLAT_CHOPPY,5m,FLAT,UP
2025-10-15,31,26,276,FLAT_CHOPPY,5m,FLAT,UP
2025-10-16,42,55,276,DOWN_CHOPPY,5m,DOWN,DOWN
2025-10-17,56,57,168,UP_SMOOTH,5m,UP,ABSTAIN
2025-10-19,2,2,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-10-20,7,6,276,UP_CHOPPY,5m,UP,ABSTAIN
2025-10-21,9,13,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-10-22,30,41,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-10-23,16,14,276,UP_SMOOTH,5m,UP,ABSTAIN
2025-10-24,9,6,168,UP_SMOOTH,5m,UP,UP
2025-10-26,1,0,108,UP_SMOOTH,5m,UP,ABSTAIN
2025-10-27,7,2,276,UP_SMOOTH,5m,UP,UP
2025-10-28,7,3,276,UP_SMOOTH,5m,UP,UP
2025-10-29,38,28,276,FLAT_CHOPPY,5m,FLAT,UP
2025-10-30,28,41,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-10-31,16,30,168,FLAT_CHOPPY,5m,FLAT,DOWN
2025-11-02,1,0,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-11-03,18,22,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-11-04,45,45,276,DOWN_CHOPPY,5m,DOWN,ABSTAIN
2025-11-05,29,26,276,FLAT_CHOPPY,5m,FLAT,UP
2025-11-06,39,49,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-11-07,49,51,168,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-11-09,6,2,108,UP_SMOOTH,5m,UP,UP
2025-11-10,17,16,276,UP_CHOPPY,5m,UP,ABSTAIN
2025-11-11,21,21,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-11-12,31,27,276,FLAT_CHOPPY,5m,FLAT,UP
2025-11-13,41,69,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-11-14,58,56,168,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2025-11-16,11,3,108,UP_SMOOTH,5m,UP,UP
2025-11-17,53,76,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-11-18,69,86,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-11-19,58,46,276,UP_SMOOTH,5m,UP,UP
2025-11-20,65,73,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-11-21,70,73,168,FLAT_CHOPPY,5m,FLAT,DOWN
2025-11-23,5,9,108,FLAT_SMOOTH,5m,FLAT,DOWN
2025-11-24,32,26,276,UP_SMOOTH,5m,UP,UP
2025-11-25,30,25,276,FLAT_CHOPPY,5m,FLAT,UP
2025-11-26,19,18,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-11-27,0,0,165,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-11-28,9,7,57,UP_SMOOTH,5m,UP,ABSTAIN
2025-11-30,6,10,108,DOWN_SMOOTH,5m,DOWN,DOWN
2025-12-01,15,19,276,FLAT_SMOOTH,5m,FLAT,DOWN
2025-12-02,23,20,276,UP_SMOOTH,5m,UP,UP
2025-12-03,16,17,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-12-04,17,18,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-12-05,16,18,168,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-12-07,0,2,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-12-08,10,15,276,FLAT_CHOPPY,5m,FLAT,DOWN
2025-12-09,10,8,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-12-10,30,26,276,FLAT_CHOPPY,5m,FLAT,UP
2025-12-11,32,23,276,FLAT_CHOPPY,5m,FLAT,UP
2025-12-12,29,33,168,DOWN_SMOOTH,5m,DOWN,DOWN
2025-12-14,0,2,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2025-12-15,20,39,276,DOWN_SMOOTH,5m,DOWN,DOWN
2025-12-16,48,40,276,UP_CHOPPY,5m,UP,UP
2025-12-17,37,41,276,DOWN_CHOPPY,5m,DOWN,DOWN
2025-12-18,29,36,276,UP_CHOPPY,5m,UP,DOWN
2025-12-19,3,4,78,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2026-01-01,0,2,108,UP_SMOOTH,5m,UP,ABSTAIN
2026-01-02,25,25,168,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2026-01-04,1,1,108,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2026-01-05,12,11,276,UP_CHOPPY,5m,UP,ABSTAIN
2026-01-06,11,9,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2026-01-07,12,8,276,FLAT_CHOPPY,5m,FLAT,UP
2026-01-08,20,17,276,FLAT_CHOPPY,5m,FLAT,UP
2026-01-09,14,12,168,UP_SMOOTH,5m,UP,ABSTAIN
2026-01-11,3,6,108,DOWN_SMOOTH,5m,DOWN,DOWN
2026-01-12,8,9,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2026-01-13,14,21,276,FLAT_SMOOTH,5m,FLAT,DOWN
2026-01-14,30,35,276,FLAT_CHOPPY,5m,FLAT,DOWN
2026-01-15,21,16,276,FLAT_CHOPPY,5m,FLAT,UP
2026-01-16,10,15,168,FLAT_CHOPPY,5m,FLAT,DOWN
2026-01-18,7,6,108,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2026-01-19,11,17,228,FLAT_SMOOTH,5m,FLAT,DOWN
2026-01-20,35,42,276,FLAT_CHOPPY,5m,FLAT,DOWN
2026-01-21,43,36,276,UP_CHOPPY,5m,UP,UP
2026-01-22,15,17,276,UP_SMOOTH,5m,UP,ABSTAIN
2026-01-23,17,21,168,FLAT_CHOPPY,5m,FLAT,DOWN
2026-01-25,7,8,108,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2026-01-26,9,5,276,UP_SMOOTH,5m,UP,UP
2026-01-27,9,3,276,UP_SMOOTH,5m,UP,UP
2026-01-28,23,31,276,FLAT_CHOPPY,5m,FLAT,DOWN
2026-01-29,42,55,276,DOWN_SMOOTH,5m,DOWN,DOWN
2026-01-30,54,51,168,FLAT_CHOPPY,5m,FLAT,UP
2026-02-01,31,34,108,FLAT_CHOPPY,5m,FLAT,DOWN
2026-02-02,30,15,276,UP_SMOOTH,5m,UP,UP
2026-02-03,33,49,276,DOWN_SMOOTH,5m,DOWN,DOWN
2026-02-04,76,70,276,DOWN_CHOPPY,5m,DOWN,UP
2026-02-05,87,104,276,DOWN_CHOPPY,5m,DOWN,DOWN
2026-02-06,44,36,168,UP_SMOOTH,5m,UP,UP
2026-02-08,6,12,108,FLAT_SMOOTH,5m,FLAT,DOWN
2026-02-09,25,19,276,FLAT_CHOPPY,5m,FLAT,UP
2026-02-10,17,22,276,FLAT_SMOOTH,5m,FLAT,DOWN
2026-02-11,34,31,276,FLAT_CHOPPY,5m,FLAT,UP
2026-02-12,41,55,276,DOWN_SMOOTH,5m,DOWN,DOWN
2026-02-13,55,50,168,FLAT_CHOPPY,5m,FLAT,UP
2026-02-15,4,2,108,UP_SMOOTH,5m,UP,ABSTAIN
2026-02-16,14,21,228,DOWN_CHOPPY,5m,DOWN,DOWN
2026-02-17,41,43,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2026-02-18,29,18,276,FLAT_CHOPPY,5m,FLAT,UP
2026-02-19,35,36,276,FLAT_SMOOTH,5m,FLAT,ABSTAIN
2026-02-20,39,33,168,FLAT_CHOPPY,5m,FLAT,UP
2026-02-22,6,7,108,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2026-02-23,20,29,276,FLAT_CHOPPY,5m,FLAT,DOWN
2026-02-24,18,13,276,FLAT_CHOPPY,5m,FLAT,UP
2026-02-25,16,7,276,UP_SMOOTH,5m,UP,UP
2026-02-26,24,30,276,FLAT_CHOPPY,5m,FLAT,DOWN
2026-02-27,30,36,168,FLAT_CHOPPY,5m,FLAT,DOWN
2026-03-01,15,23,108,FLAT_CHOPPY,5m,FLAT,DOWN
2026-03-02,48,47,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2026-03-03,93,96,276,FLAT_CHOPPY,5m,FLAT,DOWN
2026-03-04,55,51,276,UP_CHOPPY,5m,UP,UP
2026-03-05,58,53,276,FLAT_CHOPPY,5m,FLAT,UP
2026-03-06,47,64,168,DOWN_SMOOTH,5m,DOWN,DOWN
2026-03-08,28,29,108,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2026-03-09,76,62,276,UP_SMOOTH,5m,UP,UP
2026-03-10,50,39,276,FLAT_CHOPPY,5m,FLAT,UP
2026-03-11,51,41,276,FLAT_CHOPPY,5m,FLAT,UP
2026-03-12,36,44,276,DOWN_CHOPPY,5m,DOWN,DOWN
2026-03-13,36,40,168,FLAT_CHOPPY,5m,FLAT,DOWN
2026-03-15,8,5,108,UP_SMOOTH,5m,UP,UP
2026-03-16,28,29,276,FLAT_CHOPPY,5m,FLAT,ABSTAIN
2026-03-17,21,18,276,UP_SMOOTH,5m,UP,UP
2026-03-18,29,43,276,DOWN_SMOOTH,5m,DOWN,DOWN
2026-03-19,47,50,276,FLAT_CHOPPY,5m,FLAT,DOWN
2026-03-20,10,12,78,DOWN_SMOOTH,5m,DOWN,ABSTAIN
2025-01-01,5,9,108,FLAT_SMOOTH,15m,FLAT,DOWN
2025-01-02,51,36,276,FLAT_SMOOTH,15m,FLAT,UP
2025-01-03,12,12,168,UP_SMOOTH,15m,UP,ABSTAIN
2025-01-05,0,0,108,FLAT_SMOOTH,15m,FLAT,ABSTAIN
2025-01-06,21,18,276,FLAT_CHOPPY,15m,FLAT,UP
2025-01-07,15,45,276,DOWN_SMOOTH,15m,DOWN,DOWN
2025-01-08,51,45,276,FLAT_CHOPPY,15m,FLAT,UP
2025-01-09,0,0,186,FLAT_SMOOTH,15m,FLAT,ABSTAIN
2025-01-10,42,33,168,DOWN_CHOPPY,15m,DOWN,UP
2025-01-12,0,6,108,DOWN_SMOOTH,15m,DOWN,DOWN
2025-01-13,36,27,276,FLAT_CHOPPY,15m,FLAT,UP
2025-01-14,27,36,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-01-15,21,12,276,UP_SMOOTH,15m,UP,UP
2025-01-16,18,30,276,DOWN_CHOPPY,15m,DOWN,DOWN
2025-01-17,24,12,168,UP_SMOOTH,15m,UP,UP
2025-01-19,0,3,108,FLAT_SMOOTH,15m,FLAT,DOWN
2025-01-20,21,12,228,FLAT_CHOPPY,15m,FLAT,UP
2025-01-21,15,9,276,UP_CHOPPY,15m,UP,UP
2025-01-22,9,0,276,FLAT_CHOPPY,15m,FLAT,UP
2025-01-23,3,0,276,FLAT_SMOOTH,15m,FLAT,UP
2025-01-24,0,9,168,FLAT_CHOPPY,15m,FLAT,DOWN
2025-01-26,3,12,108,DOWN_SMOOTH,15m,DOWN,DOWN
2025-01-27,66,72,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-01-28,27,21,276,UP_SMOOTH,15m,UP,UP
2025-01-29,24,33,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-01-30,36,33,276,FLAT_CHOPPY,15m,FLAT,UP
2025-01-31,18,27,168,DOWN_CHOPPY,15m,DOWN,DOWN
2025-02-02,12,15,108,FLAT_SMOOTH,15m,FLAT,DOWN
2025-02-03,51,24,276,UP_CHOPPY,15m,UP,UP
2025-02-04,15,18,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-02-05,21,12,276,UP_SMOOTH,15m,UP,UP
2025-02-06,6,12,276,FLAT_SMOOTH,15m,FLAT,DOWN
2025-02-07,21,24,168,DOWN_SMOOTH,15m,DOWN,DOWN
2025-02-09,6,0,108,UP_SMOOTH,15m,UP,UP
2025-02-10,6,6,276,FLAT_SMOOTH,15m,FLAT,ABSTAIN
2025-02-11,15,6,276,FLAT_SMOOTH,15m,FLAT,UP
2025-02-12,21,9,276,FLAT_CHOPPY,15m,FLAT,UP
2025-02-13,27,12,276,UP_SMOOTH,15m,UP,UP
2025-02-14,9,0,168,FLAT_SMOOTH,15m,FLAT,UP
2025-02-16,0,0,108,FLAT_SMOOTH,15m,FLAT,ABSTAIN
2025-02-17,0,0,228,UP_SMOOTH,15m,UP,ABSTAIN
2025-02-18,9,18,276,FLAT_SMOOTH,15m,FLAT,DOWN
2025-02-19,3,9,276,DOWN_SMOOTH,15m,DOWN,DOWN
2025-02-20,12,15,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-02-21,9,36,168,DOWN_SMOOTH,15m,DOWN,DOWN
2025-02-23,3,0,108,FLAT_SMOOTH,15m,FLAT,UP
2025-02-24,18,27,276,DOWN_SMOOTH,15m,DOWN,DOWN
2025-02-25,42,39,276,FLAT_CHOPPY,15m,FLAT,UP
2025-02-26,39,48,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-02-27,27,48,276,DOWN_SMOOTH,15m,DOWN,DOWN
2025-02-28,48,39,168,UP_CHOPPY,15m,UP,UP
2025-03-02,15,12,108,FLAT_SMOOTH,15m,FLAT,UP
2025-03-03,39,57,276,DOWN_SMOOTH,15m,DOWN,DOWN
2025-03-04,79,60,276,FLAT_CHOPPY,15m,FLAT,UP
2025-03-05,45,54,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-03-06,60,72,276,DOWN_CHOPPY,15m,DOWN,DOWN
2025-03-07,42,48,168,FLAT_CHOPPY,15m,FLAT,DOWN
2025-03-09,6,6,108,FLAT_SMOOTH,15m,FLAT,ABSTAIN
2025-03-10,51,99,276,DOWN_SMOOTH,15m,DOWN,DOWN
2025-03-11,45,60,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-03-12,42,48,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-03-13,48,63,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-03-14,24,15,168,UP_SMOOTH,15m,UP,UP
2025-03-16,0,6,108,DOWN_SMOOTH,15m,DOWN,DOWN
2025-03-17,39,21,276,FLAT_CHOPPY,15m,FLAT,UP
2025-03-18,27,39,276,DOWN_CHOPPY,15m,DOWN,DOWN
2025-03-19,30,19,276,UP_SMOOTH,15m,UP,UP
2025-03-20,35,42,276,FLAT_CHOPPY,15m,FLAT,DOWN
2025-03-21,0,6,78,DOWN_SMOOTH,15m,DOWN,DOWN
2025-03-31,3,0,84,FLAT_SMOOTH,15m,FLAT,UP
2025-04-01,42,39,276,FLAT_CHOPPY,15m,FLAT,UP
