day,idx5s,ts,price,kind,prev_idx,next_idx,leg_in_pt,leg_out_pt
2025_10_29,13330,1761768350,26257.75,T,13330,13331,31.25,33.25
2025_10_29,13331,1761768355,26224.5,B,13330,13334,33.25,30.5
2025_10_29,13334,1761768370,26255.0,T,13331,13357,30.5,95.25
2025_10_29,13357,1761768485,26159.75,B,13334,13368,95.25,86.5
2025_10_29,13368,1761768540,26246.25,T,13357,13368,86.5,31.75
2025_10_29,13368,1761768540,26214.5,B,13368,13369,31.75,32.5
2025_10_29,13369,1761768545,26247.0,T,13368,13391,32.5,77.75
2025_10_29,13391,1761768655,26169.25,B,13369,13489,77.75,97.0
2025_10_29,13489,1761769145,26266.25,T,13391,13554,97.0,83.75
2025_10_29,13554,1761769470,26182.5,B,13489,13627,83.75,72.25
2025_10_29,13627,1761769835,26254.75,T,13554,13640,72.25,38.0
2025_10_29,13640,1761769900,26216.75,B,13627,13808,38.0,58.5
2025_10_29,13808,1761770740,26275.25,T,13640,13980,58.5,125.25
2025_10_29,13980,1761775200,26150.0,B,13808,13988,125.25,62.5
2025_10_29,13988,1761775240,26212.5,T,13980,14006,62.5,58.25
2025_10_29,14006,1761775330,26154.25,B,13988,14120,58.25,101.5
2025_10_29,14120,1761775905,26255.75,T,14006,14334,101.5,76.75
2025_10_29,14334,1761776995,26179.0,B,14120,14843,76.75,62.5
2025_10_29,14843,1761780130,26241.5,T,14334,14986,62.5,78.75
2025_10_29,14986,1761780900,26162.75,B,14843,14986,78.75,39.75
2025_10_29,14986,1761780900,26202.5,T,14986,15059,39.75,39.0
2025_10_30,370,1761784300,26318.25,T,0,743,82.0,58.25
2025_10_30,743,1761786280,26260.0,B,370,812,58.25,48.0
2025_10_30,812,1761786630,26308.0,T,743,1036,48.0,41.25
2025_10_30,1036,1761787910,26266.75,B,812,2529,41.25,132.25
2025_10_30,2529,1761796155,26399.0,T,1036,2781,132.25,182.0
2025_10_30,2781,1761797475,26217.0,B,2529,2783,182.0,49.0
2025_10_30,2783,1761797485,26266.0,T,2781,2831,49.0,90.0
2025_10_30,2831,1761797725,26176.0,B,2783,2893,90.0,76.75
2025_10_30,2893,1761798035,26252.75,T,2831,2945,76.75,112.75
2025_10_30,2945,1761798295,26140.0,B,2893,2971,112.75,61.75
2025_10_30,2971,1761798425,26201.75,T,2945,3011,61.75,51.0
2025_10_30,3011,1761798625,26150.75,B,2971,3035,51.0,42.25
2025_10_30,3035,1761798745,26193.0,T,3011,3050,42.25,37.75
2025_10_30,3050,1761798820,26155.25,B,3035,3066,37.75,103.75
2025_10_30,3066,1761798900,26259.0,T,3050,3066,103.75,75.25
2025_10_30,3066,1761798900,26183.75,B,3066,3069,75.25,91.5
2025_10_30,3069,1761798915,26275.25,T,3066,3070,91.5,37.75
2025_10_30,3070,1761798920,26237.5,B,3069,3088,37.75,62.25
2025_10_30,3088,1761799010,26299.75,T,3070,3099,62.25,40.75
2025_10_30,3099,1761799065,26259.0,B,3088,3101,40.75,47.5
2025_10_30,3101,1761799075,26306.5,T,3099,3107,47.5,81.0
2025_10_30,3107,1761799105,26225.5,B,3101,3107,81.0,51.0
2025_10_30,3107,1761799105,26276.5,T,3107,3109,51.0,59.5
2025_10_30,3109,1761799115,26217.0,B,3107,3118,59.5,71.25
2025_10_30,3118,1761799160,26288.25,T,3109,3201,71.25,92.0
2025_10_30,3201,1761799575,26196.25,B,3118,3206,92.0,47.25
2025_10_30,3206,1761799600,26243.5,T,3201,3240,47.25,38.75
2025_10_30,3240,1761799770,26204.75,B,3206,3279,38.75,46.5
2025_10_30,3279,1761799965,26251.25,T,3240,3366,46.5,56.5
2025_10_30,3366,1761800410,26194.75,B,3279,3461,56.5,54.5
2025_10_30,3461,1761800895,26249.25,T,3366,3499,54.5,30.75
2025_10_30,3499,1761801090,26218.5,B,3461,3824,30.75,109.75
2025_10_30,3824,1761802745,26328.25,T,3499,3921,109.75,74.25
2025_10_30,3921,1761803235,26254.0,B,3824,4003,74.25,39.0
2025_10_30,4003,1761803650,26293.0,T,3921,4383,39.0,81.25
2025_10_30,4383,1761805755,26211.75,B,4003,4615,81.25,47.25
2025_10_30,4615,1761807075,26259.0,T,4383,4751,47.25,69.0
2025_10_30,4751,1761807875,26190.0,B,4615,4915,69.0,95.5
2025_10_30,4915,1761808725,26285.5,T,4751,5001,95.5,50.25
2025_10_30,5001,1761809160,26235.25,B,4915,5396,50.25,54.75
2025_10_30,5396,1761811365,26290.0,T,5001,5589,54.75,57.25
2025_10_30,5589,1761812360,26232.75,B,5396,5700,57.25,37.75
2025_10_30,5700,1761812925,26270.5,T,5589,5728,37.75,31.0
2025_10_30,5728,1761813065,26239.5,B,5700,6139,31.0,51.75
2025_10_30,6139,1761815355,26291.25,T,5728,6644,51.75,96.0
2025_10_30,6644,1761818060,26195.25,B,6139,7855,96.0,91.75
2025_10_30,7855,1761824515,26287.0,T,6644,8242,91.75,108.0
2025_10_30,8242,1761826560,26179.0,B,7855,8302,108.0,45.25
2025_10_30,8302,1761826860,26224.25,T,8242,8437,45.25,87.5
2025_10_30,8437,1761827540,26136.75,B,8302,8471,87.5,39.0
2025_10_30,8471,1761827710,26175.75,T,8437,8826,39.0,96.25
2025_10_30,8826,1761829485,26079.5,B,8471,8927,96.25,53.75
2025_10_30,8927,1761829990,26133.25,T,8826,8970,53.75,40.75
2025_10_30,8970,1761830210,26092.5,B,8927,9127,40.75,35.0
2025_10_30,9127,1761831000,26127.5,T,8970,9257,35.0,185.25
2025_10_30,9257,1761831650,25942.25,B,9127,9290,185.25,53.75
2025_10_30,9290,1761831815,25996.0,T,9257,9298,53.75,39.25
2025_10_30,9298,1761831855,25956.75,B,9290,9424,39.25,190.5
2025_10_30,9424,1761832485,26147.25,T,9298,9460,190.5,36.5
2025_10_30,9460,1761832665,26110.75,B,9424,9491,36.5,59.0
2025_10_30,9491,1761832820,26169.75,T,9460,9491,59.0,32.0
2025_10_30,9491,1761832820,26137.75,B,9491,9492,32.0,44.75
2025_10_30,9492,1761832825,26182.5,T,9491,9545,44.75,89.5
2025_10_30,9545,1761833090,26093.0,B,9492,9557,89.5,62.0
2025_10_30,9557,1761833150,26155.0,T,9545,9567,62.0,31.25
2025_10_30,9567,1761833200,26123.75,B,9557,9575,31.25,32.75
2025_10_30,9575,1761833240,26156.5,T,9567,9647,32.75,96.5
2025_10_30,9647,1761833600,26060.0,B,9575,9664,96.5,58.0
2025_10_30,9664,1761833685,26118.0,T,9647,9700,58.0,79.25
2025_10_30,9700,1761833865,26038.75,B,9664,9713,79.25,45.25
2025_10_30,9713,1761833930,26084.0,T,9700,9727,45.25,48.0
2025_10_30,9727,1761834000,26036.0,B,9713,9745,48.0,42.0
2025_10_30,9745,1761834090,26078.0,T,9727,9775,42.0,71.25
2025_10_30,9775,1761834240,26006.75,B,9745,9814,71.25,41.75
2025_10_30,9814,1761834435,26048.5,T,9775,9839,41.75,37.75
2025_10_30,9839,1761834560,26010.75,B,9814,9872,37.75,57.75
2025_10_30,9872,1761834725,26068.5,T,9839,9894,57.75,34.75
2025_10_30,9894,1761834835,26033.75,B,9872,9913,34.75,41.25
2025_10_30,9913,1761834930,26075.0,T,9894,9935,41.25,59.0
2025_10_30,9935,1761835040,26016.0,B,9913,10011,59.0,82.75
2025_10_30,10011,1761835420,26098.75,T,9935,10170,82.75,119.75
2025_10_30,10170,1761836215,25979.0,B,10011,10258,119.75,78.25
2025_10_30,10258,1761836655,26057.25,T,10170,10289,78.25,30.5
2025_10_30,10289,1761836810,26026.75,B,10258,10343,30.5,48.75
2025_10_30,10343,1761837080,26075.5,T,10289,10404,48.75,31.0
2025_10_30,10404,1761837385,26044.5,B,10343,10473,31.0,32.5
2025_10_30,10473,1761837730,26077.0,T,10404,10708,32.5,104.5
2025_10_30,10708,1761838905,25972.5,B,10473,10748,104.5,38.25
2025_10_30,10748,1761839105,26010.75,T,10708,10779,38.25,45.5
2025_10_30,10779,1761839260,25965.25,B,10748,11173,45.5,131.75
2025_10_30,11173,1761841230,26097.0,T,10779,11207,131.75,32.0
2025_10_30,11207,1761841400,26065.0,B,11173,11264,32.0,30.0
2025_10_30,11264,1761841685,26095.0,T,11207,11356,30.0,57.0
2025_10_30,11356,1761842145,26038.0,B,11264,11529,57.0,39.25
2025_10_30,11529,1761843010,26077.25,T,11356,11555,39.25,30.75
2025_10_30,11555,1761843140,26046.5,B,11529,11612,30.75,34.0
2025_10_30,11612,1761843425,26080.5,T,11555,11803,34.0,81.5
2025_10_30,11803,1761844380,25999.0,B,11612,11976,81.5,75.0
2025_10_30,11976,1761845245,26074.0,T,11803,12101,75.0,45.5
2025_10_30,12101,1761845870,26028.5,B,11976,12293,45.5,47.0
2025_10_30,12293,1761846830,26075.5,T,12101,12674,47.0,92.0
2025_10_30,12674,1761848735,25983.5,B,12293,12738,92.0,39.75
2025_10_30,12738,1761849055,26023.25,T,12674,12863,39.75,48.0
2025_10_30,12863,1761849680,25975.25,B,12738,12945,48.0,40.75
2025_10_30,12945,1761850090,26016.0,T,12863,13358,40.75,134.25
2025_10_30,13358,1761852155,25881.75,B,12945,13488,134.25,79.75
2025_10_30,13488,1761852805,25961.5,T,13358,13652,79.75,74.25
2025_10_30,13652,1761853625,25887.25,B,13488,13687,74.25,59.5
2025_10_30,13687,1761853800,25946.75,T,13652,13687,59.5,30.75
2025_10_30,13687,1761853800,25916.0,B,13687,13688,30.75,30.75
2025_10_30,13688,1761853805,25946.75,T,13687,13809,30.75,93.75
2025_10_30,13809,1761854410,25853.0,B,13688,13819,93.75,87.0
2025_10_30,13819,1761854460,25940.0,T,13809,13819,87.0,37.75
2025_10_30,13819,1761854460,25902.25,B,13819,13828,37.75,97.75
2025_10_30,13828,1761854505,26000.0,T,13819,13835,97.75,40.25
2025_10_30,13835,1761854540,25959.75,B,13828,14166,40.25,80.25
2025_10_30,14166,1761856200,26040.0,T,13835,14167,80.25,120.0
2025_10_30,14167,1761856205,25920.0,B,14166,14167,120.0,65.25
2025_10_30,14167,1761856205,25985.25,T,14167,14168,65.25,41.25
2025_10_30,14168,1761856210,25944.0,B,14167,14171,41.25,65.5
2025_10_30,14171,1761856225,26009.5,T,14168,14176,65.5,69.5
2025_10_30,14176,1761856250,25940.0,B,14171,14189,69.5,76.0
2025_10_30,14189,1761856315,26016.0,T,14176,14189,76.0,30.5
2025_10_30,14189,1761856315,25985.5,B,14189,14206,30.5,68.75
2025_10_30,14206,1761856400,26054.25,T,14189,14216,68.75,36.75
2025_10_30,14216,1761856450,26017.5,B,14206,14530,36.75,174.5
2025_10_30,14530,1761861620,26192.0,T,14216,15455,174.5,64.75
2025_10_31,67,1761869140,26136.5,B,0,702,36.0,65.0
2025_10_31,702,1761872470,26201.5,T,67,903,65.0,31.5
2025_10_31,903,1761873595,26170.0,B,702,1360,31.5,43.5
2025_10_31,1360,1761876130,26213.5,T,903,2174,43.5,52.75
2025_10_31,2174,1761880965,26160.75,B,1360,2622,52.75,49.25
2025_10_31,2622,1761883860,26210.0,T,2174,3610,49.25,51.25
2025_10_31,3610,1761890450,26158.75,B,2622,3935,51.25,33.5
2025_10_31,3935,1761892525,26192.25,T,3610,4279,33.5,48.25
2025_10_31,4279,1761894595,26144.0,B,3935,4818,48.25,75.75
2025_10_31,4818,1761897570,26219.75,T,4279,5067,75.75,62.25
2025_10_31,5067,1761898830,26157.5,B,4818,5632,62.25,53.25
2025_10_31,5632,1761902070,26210.75,T,5067,6361,53.25,49.0
2025_10_31,6361,1761906515,26161.75,B,5632,7639,49.0,112.25
2025_10_31,7639,1761913485,26274.0,T,6361,8589,112.25,172.75
2025_10_31,8589,1761918245,26101.25,B,7639,8604,172.75,32.25
2025_10_31,8604,1761918320,26133.5,T,8589,8613,32.25,44.75
2025_10_31,8613,1761918365,26088.75,B,8604,8633,44.75,42.75
2025_10_31,8633,1761918465,26131.5,T,8613,8713,42.75,44.5
2025_10_31,8713,1761918865,26087.0,B,8633,8739,44.5,32.5
2025_10_31,8739,1761918995,26119.5,T,8713,8746,32.5,39.25
2025_10_31,8746,1761919030,26080.25,B,8739,8813,39.25,32.75
2025_10_31,8813,1761919365,26113.0,T,8746,8839,32.75,50.5
2025_10_31,8839,1761919495,26062.5,B,8813,8885,50.5,55.25
2025_10_31,8885,1761919725,26117.75,T,8839,8958,55.25,41.75
2025_10_31,8958,1761920090,26076.0,B,8885,9026,41.75,39.75
2025_10_31,9026,1761920430,26115.75,T,8958,9044,39.75,55.75
2025_10_31,9044,1761920520,26060.0,B,9026,9339,55.75,122.0
2025_10_31,9339,1761921995,26182.0,T,9044,9463,122.0,34.0
2025_10_31,9463,1761922615,26148.0,B,9339,9732,34.0,34.75
2025_10_31,9732,1761923960,26182.75,T,9463,10034,34.75,109.25
2025_10_31,10034,1761925470,26073.5,B,9732,10044,109.25,84.5
2025_10_31,10044,1761925520,26158.0,T,10034,10101,84.5,102.0
2025_10_31,10101,1761925805,26056.0,B,10044,10128,102.0,46.5
2025_10_31,10128,1761925940,26102.5,T,10101,10265,46.5,88.75
2025_10_31,10265,1761926625,26013.75,B,10128,10307,88.75,39.75
2025_10_31,10307,1761926835,26053.5,T,10265,10463,39.75,98.0
2025_10_31,10463,1761927615,25955.5,B,10307,10616,98.0,81.25
2025_10_31,10616,1761928380,26036.75,T,10463,10774,81.25,72.25
2025_10_31,10774,1761929170,25964.5,B,10616,10813,72.25,36.75
2025_10_31,10813,1761929365,26001.25,T,10774,11020,36.75,95.5
2025_10_31,11020,1761930400,25905.75,B,10813,11061,95.5,45.0
2025_10_31,11061,1761930605,25950.75,T,11020,11137,45.0,56.75
2025_10_31,11137,1761930985,25894.0,B,11061,11155,56.75,34.25
2025_10_31,11155,1761931075,25928.25,T,11137,11231,34.25,35.5
2025_10_31,11231,1761931455,25892.75,B,11155,11329,35.5,60.25
2025_10_31,11329,1761931945,25953.0,T,11231,11383,60.25,64.25
2025_10_31,11383,1761932215,25888.75,B,11329,11566,64.25,92.0
2025_10_31,11566,1761933130,25980.75,T,11383,11637,92.0,39.0
2025_10_31,11637,1761933485,25941.75,B,11566,12171,39.0,78.25
2025_10_31,12171,1761936155,26020.0,T,11637,12340,78.25,49.25
2025_10_31,12340,1761937000,25970.75,B,12171,12410,49.25,55.75
2025_10_31,12410,1761937350,26026.5,T,12340,12425,55.75,30.25
2025_10_31,12425,1761937425,25996.25,B,12410,12801,30.25,122.0
2025_10_31,12801,1761939305,26118.25,T,12425,12972,122.0,66.25
2025_10_31,12972,1761940160,26052.0,B,12801,12995,66.25,43.0
2025_11_03,852,1762132830,26123.0,T,3,1378,44.25,40.0
2025_11_03,1378,1762135860,26083.0,B,852,1527,40.0,31.5
2025_11_03,1527,1762136710,26114.5,T,1378,2127,31.5,63.75
2025_11_03,2127,1762140250,26050.75,B,1527,3020,63.75,37.25
2025_11_03,3020,1762146090,26088.0,T,2127,3206,37.25,31.5
2025_11_03,3206,1762147315,26056.5,B,3020,3358,31.5,30.75
2025_11_03,3358,1762148345,26087.25,T,3206,4573,30.75,70.0
2025_11_03,4573,1762156085,26017.25,B,3358,5708,70.0,138.75
2025_11_03,5708,1762162330,26156.0,T,4573,6048,138.75,32.5
2025_11_03,6048,1762164190,26123.5,B,5708,6555,32.5,39.5
2025_11_03,6555,1762167165,26163.0,T,6048,6622,39.5,30.75
2025_11_03,6622,1762167505,26132.25,B,6555,7449,30.75,49.75
2025_11_03,7449,1762172060,26182.0,T,6622,8016,49.75,49.0
2025_11_03,8016,1762175160,26133.0,B,7449,8650,49.0,126.75
2025_11_03,8650,1762178415,26259.75,T,8016,8672,126.75,57.5
2025_11_03,8672,1762178525,26202.25,B,8650,9046,57.5,63.75
2025_11_03,9046,1762180395,26266.0,T,8672,9259,63.75,147.25
2025_11_03,9259,1762181460,26118.75,B,9046,9297,147.25,38.0
2025_11_03,9297,1762181650,26156.75,T,9259,9384,38.0,55.75
2025_11_03,9384,1762182085,26101.0,B,9297,9416,55.75,30.25
2025_11_03,9416,1762182245,26131.25,T,9384,9452,30.25,43.0
2025_11_03,9452,1762182425,26088.25,B,9416,9525,43.0,67.5
2025_11_03,9525,1762182790,26155.75,T,9452,9571,67.5,73.5
2025_11_03,9571,1762183020,26082.25,B,9525,9603,73.5,31.75
2025_11_03,9603,1762183180,26114.0,T,9571,9800,31.75,98.5
2025_11_03,9800,1762184165,26015.5,B,9603,9902,98.5,87.5
2025_11_03,9902,1762184675,26103.0,T,9800,9964,87.5,49.0
2025_11_03,9964,1762184985,26054.0,B,9902,10074,49.0,58.0
2025_11_03,10074,1762185535,26112.0,T,9964,10125,58.0,53.25
2025_11_03,10125,1762185790,26058.75,B,10074,10368,53.25,45.5
2025_11_03,10368,1762187005,26104.25,T,10125,10455,45.5,60.75
2025_11_03,10455,1762187440,26043.5,B,10368,10493,60.75,43.75
2025_11_03,10493,1762187630,26087.25,T,10455,10518,43.75,30.5
2025_11_03,10518,1762187755,26056.75,B,10493,10580,30.5,43.25
2025_11_03,10580,1762188065,26100.0,T,10518,10695,43.25,45.0
2025_11_03,10695,1762188640,26055.0,B,10580,10793,45.0,73.0
2025_11_03,10793,1762189130,26128.0,T,10695,10865,73.0,44.75
2025_11_03,10865,1762189490,26083.25,B,10793,10994,44.75,60.75
2025_11_03,10994,1762190135,26144.0,T,10865,11123,60.75,55.0
2025_11_03,11123,1762190780,26089.0,B,10994,11971,55.0,77.25
2025_11_03,11971,1762195020,26166.25,T,11123,12760,77.25,100.0
2025_11_03,12760,1762198965,26066.25,B,11971,12920,100.0,59.25
2025_11_03,12920,1762199765,26125.5,T,12760,13402,59.25,54.0
2025_11_03,13402,1762202175,26071.5,B,12920,13507,54.0,38.75
2025_11_03,13507,1762202700,26110.25,T,13402,13574,38.75,38.0
2025_11_03,13574,1762203035,26072.25,B,13507,13747,38.0,107.75
2025_11_03,13747,1762203900,26180.0,T,13574,13747,107.75,49.0
2025_11_03,13747,1762203900,26131.0,B,13747,13748,49.0,39.0
2025_11_04,342,1762216195,25981.25,B,0,957,86.75,49.75
2025_11_04,957,1762219540,26031.0,T,342,1250,49.75,42.25
2025_11_04,1250,1762221185,25988.75,B,957,1294,42.25,30.5
2025_11_04,1294,1762221425,26019.25,T,1250,1998,30.5,81.25
2025_11_04,1998,1762225230,25938.0,B,1294,2122,81.25,37.75
2025_11_04,2122,1762225910,25975.75,T,1998,4063,37.75,212.75
2025_11_04,4063,1762236525,25763.0,B,2122,4063,212.75,30.0
2025_11_04,4063,1762236525,25793.0,T,4063,4103,30.0,40.25
2025_11_04,4103,1762236725,25752.75,B,4063,4181,40.25,46.25
2025_11_04,4181,1762237115,25799.0,T,4103,4320,46.25,57.0
2025_11_04,4320,1762237830,25742.0,B,4181,4374,57.0,42.75
2025_11_04,4374,1762238100,25784.75,T,4320,4440,42.75,34.75
2025_11_04,4440,1762238435,25750.0,B,4374,4584,34.75,49.5
2025_11_04,4584,1762239170,25799.5,T,4440,4783,49.5,64.0
2025_11_04,4783,1762240200,25735.5,B,4584,5103,64.0,66.0
2025_11_04,5103,1762241870,25801.5,T,4783,5172,66.0,38.25
2025_11_04,5172,1762242220,25763.25,B,5103,5291,38.25,38.25
2025_11_04,5291,1762242835,25801.5,T,5172,5547,38.25,71.75
2025_11_04,5547,1762244120,25729.75,B,5291,5857,71.75,61.25
2025_11_04,5857,1762245685,25791.0,T,5547,6017,61.25,36.0
2025_11_04,6017,1762246520,25755.0,B,5857,6100,36.0,34.5
2025_11_04,6100,1762246950,25789.5,T,6017,6185,34.5,61.75
2025_11_04,6185,1762247375,25727.75,B,6100,6219,61.75,44.5
2025_11_04,6219,1762247545,25772.25,T,6185,6343,44.5,51.25
2025_11_04,6343,1762248190,25721.0,B,6219,6448,51.25,30.5
2025_11_04,6448,1762248715,25751.5,T,6343,6514,30.5,40.5
2025_11_04,6514,1762249045,25711.0,B,6448,6568,40.5,41.25
2025_11_04,6568,1762249315,25752.25,T,6514,6844,41.25,107.25
2025_11_04,6844,1762250705,25645.0,B,6568,7845,107.25,147.5
2025_11_04,7845,1762255955,25792.5,T,6844,8313,147.5,67.5
2025_11_04,8313,1762258360,25725.0,B,7845,8560,67.5,65.75
2025_11_04,8560,1762259600,25790.75,T,8313,9328,65.75,106.25
2025_11_04,9328,1762263540,25684.5,B,8560,9518,106.25,50.75
2025_11_04,9518,1762264495,25735.25,T,9328,9626,50.75,51.25
2025_11_04,9626,1762265035,25684.0,B,9518,9813,51.25,67.5
2025_11_04,9813,1762265970,25751.5,T,9626,9943,67.5,46.0
2025_11_04,9943,1762266620,25705.5,B,9813,9957,46.0,51.0
2025_11_04,9957,1762266690,25756.5,T,9943,9990,51.0,93.5
2025_11_04,9990,1762266855,25663.0,B,9957,10002,93.5,35.5
2025_11_04,10002,1762266915,25698.5,T,9990,10010,35.5,34.5
2025_11_04,10010,1762266955,25664.0,B,10002,10021,34.5,60.0
2025_11_04,10021,1762267010,25724.0,T,10010,10042,60.0,48.0
2025_11_04,10042,1762267115,25676.0,B,10021,10115,48.0,106.25
2025_11_04,10115,1762267480,25782.25,T,10042,10152,106.25,47.0
2025_11_04,10152,1762267665,25735.25,B,10115,10328,47.0,150.5
2025_11_04,10328,1762268545,25885.75,T,10152,10427,150.5,58.25
2025_11_04,10427,1762269040,25827.5,B,10328,10615,58.25,66.0
2025_11_04,10615,1762269980,25893.5,T,10427,10713,66.0,50.5
2025_11_04,10713,1762270470,25843.0,B,10615,10798,50.5,47.25
2025_11_04,10798,1762270895,25890.25,T,10713,10984,47.25,126.5
2025_11_04,10984,1762271825,25763.75,B,10798,11044,126.5,59.0
2025_11_04,11044,1762272125,25822.75,T,10984,11161,59.0,64.0
2025_11_04,11161,1762272710,25758.75,B,11044,11232,64.0,30.75
2025_11_04,11232,1762273065,25789.5,T,11161,11341,30.75,51.25
2025_11_04,11341,1762273610,25738.25,B,11232,11488,51.25,56.75
2025_11_04,11488,1762274345,25795.0,T,11341,11511,56.75,39.25
2025_11_04,11511,1762274460,25755.75,B,11488,11547,39.25,40.75
2025_11_04,11547,1762274640,25796.5,T,11511,11639,40.75,64.75
2025_11_04,11639,1762275100,25731.75,B,11547,11690,64.75,36.0
2025_11_04,11690,1762275355,25767.75,T,11639,11707,36.0,44.5
2025_11_04,11707,1762275440,25723.25,B,11690,11738,44.5,34.5
2025_11_04,11738,1762275595,25757.75,T,11707,11985,34.5,115.5
2025_11_04,11985,1762276830,25642.25,B,11738,12063,115.5,91.5
2025_11_04,12063,1762277220,25733.75,T,11985,12250,91.5,72.0
2025_11_04,12250,1762278155,25661.75,B,12063,12346,72.0,66.5
2025_11_04,12346,1762278635,25728.25,T,12250,12709,66.5,110.0
2025_11_04,12709,1762280450,25618.25,B,12346,12742,110.0,47.25
2025_11_04,12742,1762280615,25665.5,T,12709,12794,47.25,56.5
2025_11_04,12794,1762280875,25609.0,B,12742,12843,56.5,39.0
2025_11_04,12843,1762281120,25648.0,T,12794,12942,39.0,46.25
2025_11_04,12942,1762281615,25601.75,B,12843,13115,46.25,82.75
2025_11_04,13115,1762282480,25684.5,T,12942,13141,82.75,31.5
2025_11_04,13141,1762282610,25653.0,B,13115,13204,31.5,35.25
2025_11_04,13204,1762282925,25688.25,T,13141,13295,35.25,48.5
2025_11_04,13295,1762283380,25639.75,B,13204,13509,48.5,38.75
2025_11_04,13509,1762284450,25678.5,T,13295,13698,38.75,104.25
2025_11_04,13698,1762285395,25574.25,B,13509,13730,104.25,31.75
2025_11_04,13730,1762285555,25606.0,T,13698,13781,31.75,30.25
2025_11_04,13781,1762285810,25575.75,B,13730,14091,30.25,64.25
2025_11_04,14091,1762287360,25640.0,T,13781,14176,64.25,58.25
2025_11_04,14176,1762287785,25581.75,B,14091,14259,58.25,43.0
2025_11_04,14259,1762288200,25624.75,T,14176,14279,43.0,30.5
2025_11_04,14279,1762288300,25594.25,B,14259,14444,30.5,48.25
2025_11_04,14444,1762289125,25642.5,T,14279,14578,48.25,98.5
2025_11_04,14578,1762289795,25544.0,B,14444,14631,98.5,49.0
2025_11_04,14631,1762290060,25593.0,T,14578,14801,49.0,67.25
2025_11_04,14801,1762290910,25525.75,B,14631,14833,67.25,55.5
2025_11_04,14833,1762291070,25581.25,T,14801,15075,55.5,58.5
2025_11_04,15075,1762292295,25522.75,B,14833,15287,58.5,61.5
2025_11_05,81,1762301205,25456.25,B,0,186,47.0,42.75
2025_11_05,186,1762301730,25499.0,T,81,810,42.75,145.75
2025_11_05,810,1762304870,25353.25,B,186,893,145.75,38.5
2025_11_05,893,1762305285,25391.75,T,810,1120,38.5,100.5
2025_11_05,1120,1762306420,25291.25,B,893,1150,100.5,37.0
2025_11_05,1150,1762306570,25328.25,T,1120,1188,37.0,46.25
2025_11_05,1188,1762306760,25282.0,B,1150,1405,46.25,72.5
2025_11_05,1405,1762307845,25354.5,T,1188,1470,72.5,40.25
2025_11_05,1470,1762308175,25314.25,B,1405,1545,40.25,49.0
2025_11_05,1545,1762308550,25363.25,T,1470,1792,49.0,67.25
2025_11_05,1792,1762309800,25296.0,B,1545,2217,67.25,173.5
2025_11_05,2217,1762311930,25469.5,T,1792,2254,173.5,32.75
2025_11_05,2254,1762312115,25436.75,B,2217,2329,32.75,32.25
2025_11_05,2329,1762312495,25469.0,T,2254,2401,32.25,37.5
2025_11_05,2401,1762312855,25431.5,B,2329,2707,37.5,88.5
2025_11_05,2707,1762314400,25520.0,T,2401,3085,88.5,64.5
2025_11_05,3085,1762316310,25455.5,B,2707,3237,64.5,36.5
2025_11_05,3237,1762317120,25492.0,T,3085,3503,36.5,49.25
2025_11_05,3503,1762318550,25442.75,B,3237,3924,49.25,92.75
2025_11_05,3924,1762320685,25535.5,T,3503,4253,92.75,79.5
2025_11_05,4253,1762322465,25456.0,B,3924,4473,79.5,98.0
2025_11_05,4473,1762323570,25554.0,T,4253,4615,98.0,33.5
