day,idx5s,ts,price,kind,prev_idx,next_idx,leg_in_pt,leg_out_pt
2025_12_02,8322,1764683430,25480.5,B,8212,8496,34.25,42.25
2025_12_02,8496,1764684310,25522.75,T,8322,8801,42.25,51.5
2025_12_02,8801,1764685865,25471.25,B,8496,8909,51.5,141.75
2025_12_02,8909,1764686405,25613.0,T,8801,8982,141.75,44.25
2025_12_02,8982,1764686770,25568.75,B,8909,9004,44.25,31.25
2025_12_02,9004,1764686880,25600.0,T,8982,9019,31.25,33.25
2025_12_02,9019,1764686955,25566.75,B,9004,9051,33.25,43.0
2025_12_02,9051,1764687115,25609.75,T,9019,9070,43.0,47.75
2025_12_02,9070,1764687210,25562.0,B,9051,9256,47.75,92.75
2025_12_02,9256,1764688140,25654.75,T,9070,9284,92.75,51.25
2025_12_02,9284,1764688280,25603.5,B,9256,9333,51.25,41.0
2025_12_02,9333,1764688525,25644.5,T,9284,9399,41.0,38.75
2025_12_02,9399,1764688855,25605.75,B,9333,9450,38.75,41.5
2025_12_02,9450,1764689110,25647.25,T,9399,9509,41.5,107.5
2025_12_02,9509,1764689405,25539.75,B,9450,9509,107.5,30.75
2025_12_02,9509,1764689405,25570.5,T,9509,9510,30.75,30.5
2025_12_02,9510,1764689410,25540.0,B,9509,9529,30.5,41.0
2025_12_02,9529,1764689505,25581.0,T,9510,9556,41.0,50.0
2025_12_02,9556,1764689640,25531.0,B,9529,9768,50.0,139.0
2025_12_02,9768,1764690700,25670.0,T,9556,9869,139.0,50.0
2025_12_02,9869,1764691205,25620.0,B,9768,9917,50.0,43.5
2025_12_02,9917,1764691445,25663.5,T,9869,10168,43.5,210.25
2025_12_02,10168,1764692700,25453.25,B,9917,10172,210.25,31.0
2025_12_02,10172,1764692720,25484.25,T,10168,10213,31.0,41.25
2025_12_02,10213,1764692925,25443.0,B,10172,10229,41.25,37.75
2025_12_02,10229,1764693005,25480.75,T,10213,10257,37.75,66.25
2025_12_02,10257,1764693145,25414.5,B,10229,10366,66.25,110.5
2025_12_02,10366,1764693690,25525.0,T,10257,10462,110.5,47.25
2025_12_02,10462,1764694170,25477.75,B,10366,10536,47.25,56.5
2025_12_02,10536,1764694540,25534.25,T,10462,10582,56.5,32.25
2025_12_02,10582,1764694770,25502.0,B,10536,10619,32.25,52.25
2025_12_02,10619,1764694955,25554.25,T,10582,10708,52.25,39.5
2025_12_02,10708,1764695400,25514.75,B,10619,10973,39.5,107.5
2025_12_02,10973,1764696725,25622.25,T,10708,11308,107.5,125.75
2025_12_02,11308,1764698400,25496.5,B,10973,11396,125.75,81.75
2025_12_02,11396,1764698840,25578.25,T,11308,11444,81.75,39.0
2025_12_02,11444,1764699080,25539.25,B,11396,11584,39.0,46.75
2025_12_02,11584,1764699780,25586.0,T,11444,11624,46.75,41.5
2025_12_02,11624,1764699980,25544.5,B,11584,11689,41.5,32.25
2025_12_02,11689,1764700305,25576.75,T,11624,11800,32.25,46.75
2025_12_02,11800,1764700860,25530.0,B,11689,12222,46.75,80.25
2025_12_02,12222,1764702970,25610.25,T,11800,12319,80.25,47.0
2025_12_02,12319,1764703455,25563.25,B,12222,12454,47.0,47.75
2025_12_02,12454,1764704130,25611.0,T,12319,12555,47.75,32.5
2025_12_02,12555,1764704635,25578.5,B,12454,13122,32.5,68.25
2025_12_02,13122,1764707470,25646.75,T,12555,13230,68.25,40.75
2025_12_02,13230,1764708010,25606.0,B,13122,13315,40.75,30.0
2025_12_02,13315,1764708435,25636.0,T,13230,13528,30.0,49.5
2025_12_03,303,1764721705,25576.0,B,15,1580,62.25,97.75
2025_12_03,1580,1764728885,25673.75,T,303,1943,97.75,31.5
2025_12_03,1943,1764731135,25642.25,B,1580,3016,31.5,36.0
2025_12_03,3016,1764738955,25678.25,T,1943,3675,36.0,40.75
2025_12_03,3675,1764743740,25637.5,B,3016,4107,40.75,39.25
2025_12_03,4107,1764746710,25676.75,T,3675,4722,39.25,63.5
2025_12_03,4722,1764750455,25613.25,B,4107,5069,63.5,54.5
2025_12_03,5069,1764752285,25667.75,T,4722,5419,54.5,54.0
2025_12_03,5419,1764754240,25613.75,B,5069,5846,54.0,37.0
2025_12_03,5846,1764756735,25650.75,T,5419,6215,37.0,45.5
2025_12_03,6215,1764759020,25605.25,B,5846,6818,45.5,39.5
2025_12_03,6818,1764762790,25644.75,T,6215,6920,39.5,30.0
2025_12_03,6920,1764763355,25614.75,B,6818,7705,30.0,63.0
2025_12_03,7705,1764767700,25677.75,T,6920,7775,63.0,38.25
2025_12_03,7775,1764768050,25639.5,B,7705,8161,38.25,32.25
2025_12_03,8161,1764770010,25671.75,T,7775,8275,32.25,126.25
2025_12_03,8275,1764770580,25545.5,B,8161,8280,126.25,33.5
2025_12_03,8280,1764770605,25579.0,T,8275,8307,33.5,87.25
2025_12_03,8307,1764770740,25491.75,B,8280,8319,87.25,44.5
2025_12_03,8319,1764770800,25536.25,T,8307,8351,44.5,112.0
2025_12_03,8351,1764770960,25424.25,B,8319,8355,112.0,31.75
2025_12_03,8355,1764770980,25456.0,T,8351,8359,31.75,31.75
2025_12_03,8359,1764771000,25424.25,B,8355,8362,31.75,48.25
2025_12_03,8362,1764771015,25472.5,T,8359,8372,48.25,34.0
2025_12_03,8372,1764771065,25438.5,B,8362,8377,34.0,35.5
2025_12_03,8377,1764771090,25474.0,T,8372,8409,35.5,52.5
2025_12_03,8409,1764771250,25421.5,B,8377,8456,52.5,61.5
2025_12_03,8456,1764771485,25483.0,T,8409,8479,61.5,37.5
2025_12_03,8479,1764771600,25445.5,B,8456,8599,37.5,62.0
2025_12_03,8599,1764772200,25507.5,T,8479,8606,62.0,49.75
2025_12_03,8606,1764772235,25457.75,B,8599,8620,49.75,69.75
2025_12_03,8620,1764772305,25527.5,T,8606,8623,69.75,52.75
2025_12_03,8623,1764772320,25474.75,B,8620,8637,52.75,63.25
2025_12_03,8637,1764772390,25538.0,T,8623,8659,63.25,72.0
2025_12_03,8659,1764772500,25466.0,B,8637,8665,72.0,39.75
2025_12_03,8665,1764772530,25505.75,T,8659,8672,39.75,30.75
2025_12_03,8672,1764772565,25475.0,B,8665,8683,30.75,45.0
2025_12_03,8683,1764772620,25520.0,T,8672,8716,45.0,67.0
2025_12_03,8716,1764772785,25453.0,B,8683,8734,67.0,64.0
2025_12_03,8734,1764772875,25517.0,T,8716,8772,64.0,52.0
2025_12_03,8772,1764773065,25465.0,B,8734,8793,52.0,39.5
2025_12_03,8793,1764773170,25504.5,T,8772,8853,39.5,46.5
2025_12_03,8853,1764773470,25458.0,B,8793,8859,46.5,31.75
2025_12_03,8859,1764773500,25489.75,T,8853,8883,31.75,59.75
2025_12_03,8883,1764773620,25430.0,B,8859,8960,59.75,100.0
2025_12_03,8960,1764774005,25530.0,T,8883,8960,100.0,31.25
2025_12_03,8960,1764774005,25498.75,B,8960,9022,31.25,75.75
2025_12_03,9022,1764774315,25574.5,T,8960,9079,75.75,71.0
2025_12_03,9079,1764774600,25503.5,B,9022,9100,71.0,37.25
2025_12_03,9100,1764774705,25540.75,T,9079,9106,37.25,42.5
2025_12_03,9106,1764774735,25498.25,B,9100,9186,42.5,65.25
2025_12_03,9186,1764775135,25563.5,T,9106,9227,65.25,63.5
2025_12_03,9227,1764775340,25500.0,B,9186,9296,63.5,55.25
2025_12_03,9296,1764775685,25555.25,T,9227,9345,55.25,54.75
2025_12_03,9345,1764775930,25500.5,B,9296,9359,54.75,82.25
2025_12_03,9359,1764776000,25582.75,T,9345,9363,82.25,33.25
2025_12_03,9363,1764776020,25549.5,B,9359,9418,33.25,52.75
2025_12_03,9418,1764776295,25602.25,T,9363,9427,52.75,47.25
2025_12_03,9427,1764776340,25555.0,B,9418,9518,47.25,50.5
2025_12_03,9518,1764776795,25605.5,T,9427,9636,50.5,54.75
2025_12_03,9636,1764777385,25550.75,B,9518,9736,54.75,48.5
2025_12_03,9736,1764777885,25599.25,T,9636,9826,48.5,77.5
2025_12_03,9826,1764778335,25521.75,B,9736,9932,77.5,64.75
2025_12_03,9932,1764778865,25586.5,T,9826,9967,64.75,49.25
2025_12_03,9967,1764779040,25537.25,B,9932,10144,49.25,84.25
2025_12_03,10144,1764779925,25621.5,T,9967,10374,84.25,91.5
2025_12_03,10374,1764781075,25530.0,B,10144,10465,91.5,67.75
2025_12_03,10465,1764781530,25597.75,T,10374,10489,67.75,42.75
2025_12_03,10489,1764781650,25555.0,B,10465,10676,42.75,78.5
2025_12_03,10676,1764782585,25633.5,T,10489,10822,78.5,35.25
2025_12_03,10822,1764783315,25598.25,B,10676,11158,35.25,40.0
2025_12_03,11158,1764784995,25638.25,T,10822,11366,40.0,30.0
2025_12_03,11366,1764786035,25608.25,B,11158,11659,30.0,46.5
2025_12_03,11659,1764787500,25654.75,T,11366,11826,46.5,32.5
2025_12_03,11826,1764788335,25622.25,B,11659,12758,32.5,63.0
2025_12_04,469,1764809715,25622.0,B,113,644,44.0,40.75
2025_12_04,644,1764810680,25662.75,T,469,1306,40.75,43.5
2025_12_04,1306,1764814830,25619.25,B,644,1601,43.5,38.25
2025_12_04,1601,1764816980,25657.5,T,1306,1952,38.25,44.25
2025_12_04,1952,1764819335,25613.25,B,1601,3654,44.25,56.5
2025_12_04,3654,1764832040,25669.75,T,1952,4387,56.5,66.5
2025_12_04,4387,1764836840,25603.25,B,3654,4804,66.5,49.0
2025_12_04,4804,1764839040,25652.25,T,4387,4930,49.0,40.75
2025_12_04,4930,1764839800,25611.5,B,4804,5192,40.75,81.0
2025_12_04,5192,1764841265,25692.5,T,4930,6193,81.0,66.25
2025_12_04,6193,1764847155,25626.25,B,5192,7159,66.25,48.25
2025_12_04,7159,1764852765,25674.5,T,6193,7401,48.25,38.75
2025_12_04,7401,1764854115,25635.75,B,7159,7558,38.75,30.75
2025_12_04,7558,1764855005,25666.5,T,7401,7816,30.75,48.25
2025_12_04,7816,1764856330,25618.25,B,7558,8055,48.25,114.25
2025_12_04,8055,1764857550,25732.5,T,7816,8290,114.25,95.0
2025_12_04,8290,1764858725,25637.5,B,8055,8302,95.0,30.25
2025_12_04,8302,1764858785,25667.75,T,8290,8325,30.25,117.0
2025_12_04,8325,1764858900,25550.75,B,8302,8347,117.0,86.25
2025_12_04,8347,1764859010,25637.0,T,8325,8365,86.25,48.25
2025_12_04,8365,1764859100,25588.75,B,8347,8396,48.25,54.0
2025_12_04,8396,1764859255,25642.75,T,8365,8413,54.0,59.5
2025_12_04,8413,1764859340,25583.25,B,8396,8413,59.5,36.25
2025_12_04,8413,1764859340,25619.5,T,8413,8425,36.25,42.0
2025_12_04,8425,1764859400,25577.5,B,8413,8433,42.0,34.5
2025_12_04,8433,1764859440,25612.0,T,8425,8475,34.5,42.0
2025_12_04,8475,1764859650,25570.0,B,8433,8514,42.0,34.75
2025_12_04,8514,1764859845,25604.75,T,8475,8535,34.75,43.25
2025_12_04,8535,1764859950,25561.5,B,8514,8581,43.25,42.25
2025_12_04,8581,1764860180,25603.75,T,8535,8601,42.25,63.5
2025_12_04,8601,1764860280,25540.25,B,8581,8735,63.5,51.75
2025_12_04,8735,1764860950,25592.0,T,8601,8785,51.75,46.75
2025_12_04,8785,1764861200,25545.25,B,8735,8799,46.75,33.0
2025_12_04,8799,1764861270,25578.25,T,8785,8809,33.0,30.0
2025_12_04,8809,1764861320,25548.25,B,8799,8901,30.0,49.25
2025_12_04,8901,1764861780,25597.5,T,8809,8933,49.25,77.0
2025_12_04,8933,1764861940,25520.5,B,8901,9134,77.0,118.75
2025_12_04,9134,1764862945,25639.25,T,8933,9251,118.75,73.25
2025_12_04,9251,1764863530,25566.0,B,9134,9274,73.25,31.75
2025_12_04,9274,1764863645,25597.75,T,9251,9417,31.75,92.75
2025_12_04,9417,1764864360,25505.0,B,9274,9467,92.75,51.75
2025_12_04,9467,1764864610,25556.75,T,9417,9484,51.75,34.75
2025_12_04,9484,1764864695,25522.0,B,9467,9637,34.75,75.25
2025_12_04,9637,1764865460,25597.25,T,9484,9673,75.25,32.25
2025_12_04,9673,1764865640,25565.0,B,9637,9743,32.25,35.5
2025_12_04,9743,1764865990,25600.5,T,9673,9875,35.5,36.0
2025_12_04,9875,1764866650,25564.5,B,9743,10078,36.0,88.75
2025_12_04,10078,1764867665,25653.25,T,9875,10211,88.75,53.25
2025_12_04,10211,1764868330,25600.0,B,10078,10245,53.25,34.75
2025_12_04,10245,1764868500,25634.75,T,10211,10461,34.75,49.0
2025_12_04,10461,1764869580,25585.75,B,10245,10521,49.0,39.75
2025_12_04,10521,1764869880,25625.5,T,10461,10557,39.75,33.25
2025_12_04,10557,1764870060,25592.25,B,10521,10771,33.25,30.25
2025_12_04,10771,1764871130,25622.5,T,10557,10880,30.25,47.75
2025_12_04,10880,1764871675,25574.75,B,10771,11177,47.75,57.75
2025_12_04,11177,1764873160,25632.5,T,10880,11783,57.75,143.75
2025_12_04,11783,1764876190,25488.75,B,11177,11961,143.75,122.75
2025_12_04,11961,1764877080,25611.5,T,11783,12009,122.75,35.5
2025_12_04,12009,1764877320,25576.0,B,11961,12087,35.5,32.0
2025_12_04,12087,1764877710,25608.0,T,12009,12312,32.0,56.25
2025_12_04,12312,1764878835,25551.75,B,12087,12395,56.25,42.0
2025_12_04,12395,1764879250,25593.75,T,12312,12585,42.0,33.25
2025_12_04,12585,1764880200,25560.5,B,12395,13612,33.25,88.25
2025_12_05,1489,1764901775,25713.25,T,82,1761,102.25,31.0
2025_12_05,1761,1764903460,25682.25,B,1489,4640,31.0,73.5
2025_12_05,4640,1764922880,25755.75,T,1761,5497,73.5,49.5
2025_12_05,5497,1764927800,25706.25,B,4640,5754,49.5,30.5
2025_12_05,5754,1764929555,25736.75,T,5497,6143,30.5,32.5
2025_12_05,6143,1764932450,25704.25,B,5754,6670,32.5,31.75
2025_12_05,6670,1764936135,25736.0,T,6143,7866,31.75,156.25
2025_12_05,7866,1764942660,25579.75,B,6670,8376,156.25,195.75
2025_12_05,8376,1764945220,25775.5,T,7866,8407,195.75,35.25
2025_12_05,8407,1764945375,25740.25,B,8376,8422,35.25,37.0
2025_12_05,8422,1764945450,25777.25,T,8407,8473,37.0,103.75
2025_12_05,8473,1764945705,25673.5,B,8422,8488,103.75,45.75
2025_12_05,8488,1764945780,25719.25,T,8473,8501,45.75,32.0
2025_12_05,8501,1764945845,25687.25,B,8488,8625,32.0,116.0
2025_12_05,8625,1764946465,25803.25,T,8501,8659,116.0,35.5
2025_12_05,8659,1764946635,25767.75,B,8625,8692,35.5,46.25
2025_12_05,8692,1764946800,25814.0,T,8659,8708,46.25,48.75
2025_12_05,8708,1764946880,25765.25,B,8692,8907,48.75,102.75
2025_12_05,8907,1764947875,25868.0,T,8708,8936,102.75,40.0
2025_12_05,8936,1764948020,25828.0,B,8907,8974,40.0,31.0
2025_12_05,8974,1764948210,25859.0,T,8936,9043,31.0,31.5
2025_12_05,9043,1764948555,25827.5,B,8974,9080,31.5,33.75
2025_12_05,9080,1764948740,25861.25,T,9043,9246,33.75,67.5
2025_12_05,9246,1764949570,25793.75,B,9080,9280,67.5,38.75
2025_12_05,9280,1764949740,25832.5,T,9246,9377,38.75,116.25
2025_12_05,9377,1764950225,25716.25,B,9280,9415,116.25,50.75
2025_12_05,9415,1764950415,25767.0,T,9377,9645,50.75,83.75
2025_12_05,9645,1764951565,25683.25,B,9415,9689,83.75,51.0
2025_12_05,9689,1764951785,25734.25,T,9645,9701,51.0,30.25
2025_12_05,9701,1764951845,25704.0,B,9689,9725,30.25,37.0
2025_12_05,9725,1764951965,25741.0,T,9701,9799,37.0,89.75
2025_12_05,9799,1764952335,25651.25,B,9725,9964,89.75,58.5
2025_12_05,9964,1764953160,25709.75,T,9799,9982,58.5,30.75
2025_12_05,9982,1764953250,25679.0,B,9964,10119,30.75,82.5
2025_12_05,10119,1764953935,25761.5,T,9982,10158,82.5,57.5
2025_12_05,10158,1764954130,25704.0,B,10119,10184,57.5,34.25
2025_12_05,10184,1764954260,25738.25,T,10158,10576,34.25,73.5
2025_12_05,10576,1764956220,25664.75,B,10184,10764,73.5,76.0
2025_12_05,10764,1764957160,25740.75,T,10576,11119,76.0,40.75
2025_12_05,11119,1764958935,25700.0,B,10764,11267,40.75,58.5
2025_12_05,11267,1764959675,25758.5,T,11119,12129,58.5,56.0
2025_12_05,12129,1764963985,25702.5,B,11267,12274,56.0,41.25
2025_12_05,12274,1764964710,25743.75,T,12129,12915,41.25,66.0
2025_12_08,137,1765152715,25700.25,B,0,3517,46.75,111.25
2025_12_08,3517,1765175840,25811.5,T,137,3692,111.25,36.25
2025_12_08,3692,1765177210,25775.25,B,3517,4075,36.25,46.0
2025_12_08,4075,1765179620,25821.25,T,3692,5530,46.0,58.75
2025_12_08,5530,1765188315,25762.5,B,4075,5820,58.75,36.5
2025_12_08,5820,1765190115,25799.0,T,5530,6649,36.5,34.25
2025_12_08,6649,1765195280,25764.75,B,5820,7450,34.25,68.25
2025_12_08,7450,1765200080,25833.0,T,6649,7582,68.25,48.5
2025_12_08,7582,1765200745,25784.5,B,7450,7965,48.5,39.5
2025_12_08,7965,1765202700,25824.0,T,7582,8262,39.5,45.25
2025_12_08,8262,1765204200,25778.75,B,7965,8277,45.25,73.0
2025_12_08,8277,1765204275,25851.75,T,8262,8287,73.0,31.5
2025_12_08,8287,1765204325,25820.25,B,8277,8302,31.5,40.5
2025_12_08,8302,1765204400,25860.75,T,8287,8419,40.5,89.25
2025_12_08,8419,1765204985,25771.5,B,8302,8422,89.25,44.0
2025_12_08,8422,1765205000,25815.5,T,8419,8493,44.0,94.0
2025_12_08,8493,1765205355,25721.5,B,8422,8511,94.0,59.5
2025_12_08,8511,1765205445,25781.0,T,8493,8610,59.5,47.0
2025_12_08,8610,1765205940,25734.0,B,8511,8726,47.0,44.0
2025_12_08,8726,1765206520,25778.0,T,8610,8942,44.0,121.0
2025_12_08,8942,1765207600,25657.0,B,8726,9030,121.0,66.75
2025_12_08,9030,1765208040,25723.75,T,8942,9302,66.75,74.0
2025_12_08,9302,1765209400,25649.75,B,9030,9315,74.0,34.75
2025_12_08,9315,1765209465,25684.5,T,9302,9424,34.75,57.0
2025_12_08,9424,1765210010,25627.5,B,9315,9465,57.0,38.5
2025_12_08,9465,1765210215,25666.0,T,9424,9572,38.5,39.75
2025_12_08,9572,1765210750,25626.25,B,9465,9632,39.75,45.25
2025_12_08,9632,1765211050,25671.5,T,9572,9668,45.25,32.75
2025_12_08,9668,1765211230,25638.75,B,9632,9710,32.75,31.5
2025_12_08,9710,1765211440,25670.25,T,9668,10099,31.5,68.25
2025_12_08,10099,1765213385,25602.0,B,9710,10169,68.25,45.0
2025_12_08,10169,1765213735,25647.0,T,10099,10381,45.0,53.25
2025_12_08,10381,1765214795,25593.75,B,10169,10764,53.25,96.25
2025_12_08,10764,1765216710,25690.0,T,10381,10776,96.25,30.25
2025_12_08,10776,1765216770,25659.75,B,10764,10788,30.25,36.5
2025_12_08,10788,1765216830,25696.25,T,10776,10830,36.5,39.25
2025_12_08,10830,1765217040,25657.0,B,10788,10903,39.25,34.75
2025_12_08,10903,1765217405,25691.75,T,10830,11207,34.75,89.5
2025_12_08,11207,1765218925,25602.25,B,10903,11250,89.5,39.5
2025_12_08,11250,1765219140,25641.75,T,11207,11485,39.5,77.0
2025_12_08,11485,1765220315,25564.75,B,11250,12151,77.0,57.5
2025_12_08,12151,1765223645,25622.25,T,11485,12296,57.5,39.75
2025_12_08,12296,1765224370,25582.5,B,12151,13686,39.75,142.25
2025_12_08,13686,1765235045,25724.75,T,12296,14002,142.25,32.75
2025_12_09,1301,1765246380,25675.25,B,777,1408,54.25,33.25
2025_12_09,1408,1765247005,25708.5,T,1301,3349,33.25,61.75
2025_12_09,3349,1765261315,25646.75,B,1408,4409,61.75,65.75
2025_12_09,4409,1765268680,25712.5,T,3349,5165,65.75,62.5
2025_12_09,5165,1765273225,25650.0,B,4409,5629,62.5,42.5
2025_12_09,5629,1765276050,25692.5,T,5165,5738,42.5,69.5
2025_12_09,5738,1765276760,25623.0,B,5629,5738,69.5,36.75
2025_12_09,5738,1765276760,25659.75,T,5738,5740,36.75,39.5
2025_12_09,5740,1765276770,25620.25,B,5738,5742,39.5,31.5
2025_12_09,5742,1765276780,25651.75,T,5740,5743,31.5,50.75
2025_12_09,5743,1765276785,25601.0,B,5742,5934,50.75,74.5
2025_12_09,5934,1765277740,25675.5,T,5743,6162,74.5,44.75
2025_12_09,6162,1765279010,25630.75,B,5934,6429,44.75,51.0
2025_12_09,6429,1765280560,25681.75,T,6162,7566,51.0,74.75
2025_12_09,7566,1765287395,25607.0,B,6429,7667,74.75,32.25
2025_12_09,7667,1765287930,25639.25,T,7566,8154,32.25,50.75
2025_12_09,8154,1765290420,25588.5,B,7667,8193,50.75,50.5
2025_12_09,8193,1765290615,25639.0,T,8154,8227,50.5,79.0
2025_12_09,8227,1765290785,25560.0,B,8193,8241,79.0,41.0
2025_12_09,8241,1765290855,25601.0,T,8227,8245,41.0,30.25
2025_12_09,8245,1765290875,25570.75,B,8241,8312,30.25,82.75
2025_12_09,8312,1765291210,25653.5,T,8245,8377,82.75,49.5
2025_12_09,8377,1765291535,25604.0,B,8312,8394,49.5,31.0
2025_12_09,8394,1765291620,25635.0,T,8377,8413,31.0,39.0
2025_12_09,8413,1765291715,25596.0,B,8394,8443,39.0,36.25
2025_12_09,8443,1765291865,25632.25,T,8413,8479,36.25,32.5
2025_12_09,8479,1765292045,25599.75,B,8443,8586,32.5,70.25
2025_12_09,8586,1765292580,25670.0,T,8479,8657,70.25,51.75
2025_12_09,8657,1765292935,25618.25,B,8586,8929,51.75,49.0
2025_12_09,8929,1765294295,25667.25,T,8657,8942,49.0,30.0
2025_12_09,8942,1765294360,25637.25,B,8929,9090,30.0,45.75
2025_12_09,9090,1765295100,25683.0,T,8942,9136,45.75,47.5
2025_12_09,9136,1765295330,25635.5,B,9090,9697,47.5,77.75
2025_12_09,9697,1765298135,25713.25,T,9136,9805,77.75,45.0
2025_12_09,9805,1765298675,25668.25,B,9697,10062,45.0,64.75
2025_12_09,10062,1765299960,25733.0,T,9805,10582,64.75,43.75
2025_12_09,10582,1765302560,25689.25,B,10062,10927,43.75,43.0
2025_12_09,10927,1765304285,25732.25,T,10582,11261,43.0,41.5
2025_12_09,11261,1765305955,25690.75,B,10927,11367,41.5,45.0
2025_12_09,11367,1765306485,25735.75,T,11261,11963,45.0,52.75
2025_12_09,11963,1765309465,25683.0,B,11367,12749,52.75,39.0
2025_12_10,680,1765329040,25639.25,B,137,2432,54.5,70.75
2025_12_10,2432,1765341485,25710.0,T,680,2722,70.75,41.75
2025_12_10,2722,1765343485,25668.25,B,2432,4251,41.75,77.5
2025_12_10,4251,1765354205,25745.75,T,2722,4930,77.5,42.0
2025_12_10,4930,1765358185,25703.75,B,4251,5320,42.0,30.25
2025_12_10,5320,1765360890,25734.0,T,4930,5611,30.25,118.0
2025_12_10,5611,1765362605,25616.0,B,5320,5952,118.0,65.25
2025_12_10,5952,1765364415,25681.25,T,5611,5952,65.25,31.0
2025_12_10,5952,1765364415,25650.25,B,5952,5953,31.0,44.5
2025_12_10,5953,1765364420,25694.75,T,5952,5993,44.5,56.25
2025_12_10,5993,1765364620,25638.5,B,5953,6140,56.25,38.75
2025_12_10,6140,1765365420,25677.25,T,5993,6945,38.75,50.0
2025_12_10,6945,1765370420,25627.25,B,6140,7474,50.0,92.75
2025_12_10,7474,1765373400,25720.0,T,6945,8243,92.75,153.0
2025_12_10,8243,1765377390,25567.0,B,7474,8265,153.0,77.0
2025_12_10,8265,1765377500,25644.0,T,8243,8286,77.0,40.5
2025_12_10,8286,1765377605,25603.5,B,8265,8375,40.5,68.75
2025_12_10,8375,1765378050,25672.25,T,8286,8477,68.75,84.75
2025_12_10,8477,1765378560,25587.5,B,8375,8523,84.75,51.75
2025_12_10,8523,1765378790,25639.25,T,8477,8537,51.75,35.5
2025_12_10,8537,1765378860,25603.75,B,8523,8609,35.5,48.25
2025_12_10,8609,1765379220,25652.0,T,8537,8707,48.25,34.5
2025_12_10,8707,1765379710,25617.5,B,8609,8798,34.5,39.0
2025_12_10,8798,1765380165,25656.5,T,8707,9009,39.0,92.25
2025_12_10,9009,1765381220,25564.25,B,8798,9124,92.25,62.75
2025_12_10,9124,1765381795,25627.0,T,9009,9284,62.75,98.25
2025_12_10,9284,1765382595,25528.75,B,9124,9605,98.25,125.25
2025_12_10,9605,1765384200,25654.0,T,9284,9795,125.25,44.0
2025_12_10,9795,1765385150,25610.0,B,9605,9938,44.0,48.25
2025_12_10,9938,1765385865,25658.25,T,9795,10218,48.25,42.5
2025_12_10,10218,1765387265,25615.75,B,9938,10637,42.5,66.5
2025_12_10,10637,1765389360,25682.25,T,10218,11051,66.5,87.25
2025_12_10,11051,1765391430,25595.0,B,10637,11279,87.25,37.25
2025_12_10,11279,1765392570,25632.25,T,11051,11369,37.25,33.25
2025_12_10,11369,1765393020,25599.0,B,11279,11411,33.25,103.75
2025_12_10,11411,1765393230,25702.75,T,11369,11411,103.75,35.25
2025_12_10,11411,1765393230,25667.5,B,11411,11414,35.25,57.5
2025_12_10,11414,1765393245,25725.0,T,11411,11430,57.5,69.0
2025_12_10,11430,1765393325,25656.0,B,11414,11433,69.0,30.0
2025_12_10,11433,1765393340,25686.0,T,11430,11441,30.0,51.75
2025_12_10,11441,1765393380,25634.25,B,11433,11492,51.75,103.25
2025_12_10,11492,1765393635,25737.5,T,11441,11519,103.25,34.0
2025_12_10,11519,1765393770,25703.5,B,11492,11525,34.0,37.5
2025_12_10,11525,1765393800,25741.0,T,11519,11566,37.5,54.75
2025_12_10,11566,1765394005,25686.25,B,11525,11609,54.75,50.0
2025_12_10,11609,1765394220,25736.25,T,11566,11743,50.0,108.75
2025_12_10,11743,1765394890,25627.5,B,11609,11773,108.75,63.25
2025_12_10,11773,1765395040,25690.75,T,11743,11781,63.25,36.0
2025_12_10,11781,1765395080,25654.75,B,11773,11821,36.0,102.5
2025_12_10,11821,1765395280,25757.25,T,11781,11825,102.5,33.75
2025_12_10,11825,1765395300,25723.5,B,11821,11835,33.75,55.25
2025_12_10,11835,1765395350,25778.75,T,11825,11838,55.25,44.75
2025_12_10,11838,1765395365,25734.0,B,11835,11838,44.75,45.5
2025_12_10,11838,1765395365,25779.5,T,11838,11839,45.5,61.5
2025_12_10,11839,1765395370,25718.0,B,11838,11840,61.5,30.25
2025_12_10,11840,1765395375,25748.25,T,11839,11849,30.25,55.5
2025_12_10,11849,1765395420,25692.75,B,11840,11851,55.5,34.75
2025_12_10,11851,1765395430,25727.5,T,11849,11860,34.75,32.5
2025_12_10,11860,1765395475,25695.0,B,11851,11882,32.5,56.5
2025_12_10,11882,1765395585,25751.5,T,11860,11886,56.5,72.0
2025_12_10,11886,1765395605,25679.5,B,11882,11890,72.0,54.5
2025_12_10,11890,1765395625,25734.0,T,11886,11895,54.5,83.0
2025_12_10,11895,1765395650,25651.0,B,11890,11895,83.0,45.75
2025_12_10,11895,1765395650,25696.75,T,11895,11904,45.75,67.0
2025_12_10,11904,1765395695,25629.75,B,11895,11906,67.0,30.25
2025_12_10,11906,1765395705,25660.0,T,11904,11913,30.25,49.0
2025_12_10,11913,1765395740,25611.0,B,11906,11921,49.0,70.0
2025_12_10,11921,1765395780,25681.0,T,11913,11934,70.0,50.5
2025_12_10,11934,1765395845,25630.5,B,11921,11954,50.5,89.0
2025_12_10,11954,1765395945,25719.5,T,11934,11956,89.0,30.25
2025_12_10,11956,1765395955,25689.25,B,11954,11966,30.25,42.75
2025_12_10,11966,1765396005,25732.0,T,11956,11969,42.75,39.5
2025_12_10,11969,1765396020,25692.5,B,11966,11976,39.5,37.0
2025_12_10,11976,1765396055,25729.5,T,11969,11989,37.0,40.25
