split,side,anchor,axis,bin,n,threshold_min,p_continue,cilo,cihi,med_duration,mean_duration,p10_duration,p90_duration,mean_max_z
OOS,below,high,sigma_rank_q,0,103,3,0.6095,0.5149,0.7002,4.8,20.5,1.2,86.9,5.51
OOS,below,high,sigma_rank_q,0,103,5,0.4952,0.4003,0.5903,4.8,20.5,1.2,86.9,5.51
OOS,below,high,sigma_rank_q,0,103,10,0.3143,0.2295,0.4058,4.8,20.5,1.2,86.9,5.51
OOS,below,high,sigma_rank_q,0,103,20,0.2286,0.1538,0.3131,4.8,20.5,1.2,86.9,5.51
OOS,below,high,sigma_rank_q,0,103,30,0.1905,0.1216,0.2705,4.8,20.5,1.2,86.9,5.51
OOS,below,high,sigma_rank_q,1,82,3,0.5952,0.489,0.6972,4.0,17.9,1.4,54.9,4.28
OOS,below,high,sigma_rank_q,1,82,5,0.4643,0.3593,0.5708,4.0,17.9,1.4,54.9,4.28
OOS,below,high,sigma_rank_q,1,82,10,0.3214,0.2265,0.4244,4.0,17.9,1.4,54.9,4.28
OOS,below,high,sigma_rank_q,1,82,20,0.2024,0.1241,0.2941,4.0,17.9,1.4,54.9,4.28
OOS,below,high,sigma_rank_q,1,82,30,0.1548,0.0861,0.2389,4.0,17.9,1.4,54.9,4.28
OOS,below,high,sigma_rank_q,2,106,3,0.6667,0.5755,0.752,5.1,20.5,1.2,60.5,4.28
OOS,below,high,sigma_rank_q,2,106,5,0.5185,0.4246,0.6118,5.1,20.5,1.2,60.5,4.28
OOS,below,high,sigma_rank_q,2,106,10,0.3241,0.2395,0.4148,5.1,20.5,1.2,60.5,4.28
OOS,below,high,sigma_rank_q,2,106,20,0.2407,0.1653,0.3253,5.1,20.5,1.2,60.5,4.28
OOS,below,high,sigma_rank_q,2,106,30,0.1944,0.1258,0.2738,5.1,20.5,1.2,60.5,4.28
OOS,below,high,sigma_rank_q,3,74,3,0.5526,0.4406,0.6621,3.5,16.6,1.2,47.1,4.12
OOS,below,high,sigma_rank_q,3,74,5,0.4079,0.3008,0.5196,3.5,16.6,1.2,47.1,4.12
OOS,below,high,sigma_rank_q,3,74,10,0.2632,0.1711,0.367,3.5,16.6,1.2,47.1,4.12
OOS,below,high,sigma_rank_q,3,74,20,0.2105,0.1271,0.3083,3.5,16.6,1.2,47.1,4.12
OOS,below,high,sigma_rank_q,3,74,30,0.1447,0.0756,0.2316,3.5,16.6,1.2,47.1,4.12
OOS,below,high,sigma_rank_q,4,80,3,0.6585,0.5532,0.7566,5.8,33.1,1.1,103.1,9.88
OOS,below,high,sigma_rank_q,4,80,5,0.5244,0.4167,0.631,5.8,33.1,1.1,103.1,9.88
OOS,below,high,sigma_rank_q,4,80,10,0.4512,0.3456,0.5591,5.8,33.1,1.1,103.1,9.88
OOS,below,high,sigma_rank_q,4,80,20,0.378,0.2769,0.4849,5.8,33.1,1.1,103.1,9.88
OOS,below,high,sigma_rank_q,4,80,30,0.3049,0.2107,0.4081,5.8,33.1,1.1,103.1,9.88
OOS,below,low,sigma_rank_q,3,48,3,0.64,0.5036,0.7658,3.9,8.8,1.5,21.1,4.32
OOS,below,low,sigma_rank_q,3,48,5,0.42,0.2882,0.5579,3.9,8.8,1.5,21.1,4.32
OOS,below,low,sigma_rank_q,3,48,10,0.24,0.1334,0.3662,3.9,8.8,1.5,21.1,4.32
OOS,below,low,sigma_rank_q,3,48,20,0.12,0.0463,0.2223,3.9,8.8,1.5,21.1,4.32
OOS,below,low,sigma_rank_q,3,48,30,0.1,0.034,0.196,3.9,8.8,1.5,21.1,4.32
OOS,below,low,sigma_rank_q,4,45,3,0.5745,0.4323,0.7107,3.8,10.2,1.4,26.3,4.16
OOS,below,low,sigma_rank_q,4,45,5,0.4255,0.2893,0.5677,3.8,10.2,1.4,26.3,4.16
OOS,below,low,sigma_rank_q,4,45,10,0.234,0.1259,0.3636,3.8,10.2,1.4,26.3,4.16
OOS,below,low,sigma_rank_q,4,45,20,0.1489,0.0634,0.2626,3.8,10.2,1.4,26.3,4.16
OOS,below,low,sigma_rank_q,4,45,30,0.0851,0.0242,0.179,3.8,10.2,1.4,26.3,4.16
IS,above,high,r2adj_5m_q,0,72,3,0.4865,0.374,0.5996,2.4,7.9,1.2,24.1,3.07
IS,above,high,r2adj_5m_q,0,72,5,0.3378,0.2353,0.4487,2.4,7.9,1.2,24.1,3.07
IS,above,high,r2adj_5m_q,0,72,10,0.2432,0.1532,0.3465,2.4,7.9,1.2,24.1,3.07
IS,above,high,r2adj_5m_q,0,72,20,0.1351,0.0677,0.2212,2.4,7.9,1.2,24.1,3.07
IS,above,high,r2adj_5m_q,0,72,30,0.0811,0.0308,0.1526,2.4,7.9,1.2,24.1,3.07
IS,above,high,r2adj_5m_q,1,86,3,0.5682,0.4641,0.6694,3.8,10.1,1.3,29.5,3.11
IS,above,high,r2adj_5m_q,1,86,5,0.4659,0.3633,0.57,3.8,10.1,1.3,29.5,3.11
IS,above,high,r2adj_5m_q,1,86,10,0.3068,0.2155,0.4065,3.8,10.1,1.3,29.5,3.11
IS,above,high,r2adj_5m_q,1,86,20,0.1591,0.0909,0.242,3.8,10.1,1.3,29.5,3.11
IS,above,high,r2adj_5m_q,1,86,30,0.1023,0.0484,0.1732,3.8,10.1,1.3,29.5,3.11
IS,above,high,r2adj_5m_q,2,89,3,0.6154,0.5138,0.7121,4.4,8.5,1.4,22.1,3.08
IS,above,high,r2adj_5m_q,2,89,5,0.4725,0.3713,0.5749,4.4,8.5,1.4,22.1,3.08
IS,above,high,r2adj_5m_q,2,89,10,0.2857,0.1982,0.3822,4.4,8.5,1.4,22.1,3.08
IS,above,high,r2adj_5m_q,2,89,20,0.1429,0.0792,0.2213,4.4,8.5,1.4,22.1,3.08
IS,above,high,r2adj_5m_q,2,89,30,0.0659,0.0249,0.1249,4.4,8.5,1.4,22.1,3.08
IS,above,high,r2adj_5m_q,3,101,3,0.5825,0.4864,0.6756,4.6,10.0,1.2,25.9,3.05
IS,above,high,r2adj_5m_q,3,101,5,0.4563,0.3616,0.5526,4.6,10.0,1.2,25.9,3.05
IS,above,high,r2adj_5m_q,3,101,10,0.301,0.2167,0.3925,4.6,10.0,1.2,25.9,3.05
IS,above,high,r2adj_5m_q,3,101,20,0.1748,0.1081,0.2534,4.6,10.0,1.2,25.9,3.05
IS,above,high,r2adj_5m_q,3,101,30,0.0777,0.0345,0.1363,4.6,10.0,1.2,25.9,3.05
IS,above,high,r2adj_5m_q,4,127,3,0.5271,0.4411,0.6124,3.2,8.3,1.2,20.9,3.09
IS,above,high,r2adj_5m_q,4,127,5,0.4031,0.3204,0.4887,3.2,8.3,1.2,20.9,3.09
IS,above,high,r2adj_5m_q,4,127,10,0.2248,0.1573,0.3004,3.2,8.3,1.2,20.9,3.09
IS,above,high,r2adj_5m_q,4,127,20,0.124,0.0732,0.1859,3.2,8.3,1.2,20.9,3.09
IS,above,high,r2adj_5m_q,4,127,30,0.0775,0.0381,0.1293,3.2,8.3,1.2,20.9,3.09
IS,above,low,r2adj_5m_q,0,453,3,0.6176,0.5725,0.6617,4.8,18.6,1.2,60.0,3.09
IS,above,low,r2adj_5m_q,0,453,5,0.4923,0.4465,0.5382,4.8,18.6,1.2,60.0,3.09
IS,above,low,r2adj_5m_q,0,453,10,0.3165,0.2746,0.3599,4.8,18.6,1.2,60.0,3.09
IS,above,low,r2adj_5m_q,0,453,20,0.2286,0.1912,0.2682,4.8,18.6,1.2,60.0,3.09
IS,above,low,r2adj_5m_q,0,453,30,0.1736,0.1403,0.2097,4.8,18.6,1.2,60.0,3.09
IS,above,low,r2adj_5m_q,1,428,3,0.6302,0.5841,0.6752,4.8,23.7,1.2,78.7,3.08
IS,above,low,r2adj_5m_q,1,428,5,0.4977,0.4505,0.5449,4.8,23.7,1.2,78.7,3.08
IS,above,low,r2adj_5m_q,1,428,10,0.3837,0.3383,0.4301,4.8,23.7,1.2,78.7,3.08
IS,above,low,r2adj_5m_q,1,428,20,0.2744,0.2333,0.3175,4.8,23.7,1.2,78.7,3.08
IS,above,low,r2adj_5m_q,1,428,30,0.2233,0.1852,0.2638,4.8,23.7,1.2,78.7,3.08
IS,above,low,r2adj_5m_q,2,437,3,0.6264,0.5807,0.6711,5.1,17.7,1.2,52.2,3.06
IS,above,low,r2adj_5m_q,2,437,5,0.508,0.4612,0.5546,5.1,17.7,1.2,52.2,3.06
IS,above,low,r2adj_5m_q,2,437,10,0.3394,0.2959,0.3843,5.1,17.7,1.2,52.2,3.06
IS,above,low,r2adj_5m_q,2,437,20,0.2164,0.1792,0.2561,5.1,17.7,1.2,52.2,3.06
IS,above,low,r2adj_5m_q,2,437,30,0.164,0.1309,0.2,5.1,17.7,1.2,52.2,3.06
IS,above,low,r2adj_5m_q,3,405,3,0.602,0.554,0.649,4.0,18.4,1.2,60.0,3.31
IS,above,low,r2adj_5m_q,3,405,5,0.4521,0.404,0.5006,4.0,18.4,1.2,60.0,3.31
IS,above,low,r2adj_5m_q,3,405,10,0.2998,0.2563,0.3451,4.0,18.4,1.2,60.0,3.31
IS,above,low,r2adj_5m_q,3,405,20,0.2162,0.1776,0.2574,4.0,18.4,1.2,60.0,3.31
IS,above,low,r2adj_5m_q,3,405,30,0.1892,0.1527,0.2286,4.0,18.4,1.2,60.0,3.31
IS,above,low,r2adj_5m_q,4,366,3,0.5516,0.5007,0.6021,3.6,15.9,1.2,50.7,3.35
IS,above,low,r2adj_5m_q,4,366,5,0.4321,0.3819,0.4829,3.6,15.9,1.2,50.7,3.35
IS,above,low,r2adj_5m_q,4,366,10,0.2989,0.2533,0.3466,3.6,15.9,1.2,50.7,3.35
IS,above,low,r2adj_5m_q,4,366,20,0.2038,0.1643,0.2464,3.6,15.9,1.2,50.7,3.35
IS,above,low,r2adj_5m_q,4,366,30,0.1603,0.1247,0.1995,3.6,15.9,1.2,50.7,3.35
IS,below,high,r2adj_5m_q,0,471,3,0.5666,0.5217,0.6109,3.5,18.3,1.2,60.0,4.96
IS,below,high,r2adj_5m_q,0,471,5,0.4313,0.387,0.4761,3.5,18.3,1.2,60.0,4.96
IS,below,high,r2adj_5m_q,0,471,10,0.2939,0.2537,0.3357,3.5,18.3,1.2,60.0,4.96
IS,below,high,r2adj_5m_q,0,471,20,0.2008,0.166,0.2381,3.5,18.3,1.2,60.0,4.96
IS,below,high,r2adj_5m_q,0,471,30,0.1628,0.1309,0.1973,3.5,18.3,1.2,60.0,4.96
IS,below,high,r2adj_5m_q,1,473,3,0.6253,0.5813,0.6682,4.4,18.2,1.2,60.0,5.61
IS,below,high,r2adj_5m_q,1,473,5,0.4842,0.4394,0.5291,4.4,18.2,1.2,60.0,5.61
IS,below,high,r2adj_5m_q,1,473,10,0.3305,0.289,0.3734,4.4,18.2,1.2,60.0,5.61
IS,below,high,r2adj_5m_q,1,473,20,0.2316,0.1948,0.2705,4.4,18.2,1.2,60.0,5.61
IS,below,high,r2adj_5m_q,1,473,30,0.1832,0.1497,0.2191,4.4,18.2,1.2,60.0,5.61
IS,below,high,r2adj_5m_q,2,441,3,0.5576,0.5111,0.6035,3.5,17.5,1.2,60.0,4.95
IS,below,high,r2adj_5m_q,2,441,5,0.4244,0.3788,0.4707,3.5,17.5,1.2,60.0,4.95
IS,below,high,r2adj_5m_q,2,441,10,0.2867,0.2456,0.3296,3.5,17.5,1.2,60.0,4.95
IS,below,high,r2adj_5m_q,2,441,20,0.2077,0.1712,0.2466,3.5,17.5,1.2,60.0,4.95
IS,below,high,r2adj_5m_q,2,441,30,0.1806,0.1462,0.2177,3.5,17.5,1.2,60.0,4.95
IS,below,high,r2adj_5m_q,3,450,3,0.5951,0.5496,0.6399,4.2,20.8,1.2,60.0,4.68
IS,below,high,r2adj_5m_q,3,450,5,0.4558,0.4101,0.5018,4.2,20.8,1.2,60.0,4.68
IS,below,high,r2adj_5m_q,3,450,10,0.3296,0.2871,0.3736,4.2,20.8,1.2,60.0,4.68
IS,below,high,r2adj_5m_q,3,450,20,0.2212,0.1842,0.2606,4.2,20.8,1.2,60.0,4.68
IS,below,high,r2adj_5m_q,3,450,30,0.177,0.1432,0.2135,4.2,20.8,1.2,60.0,4.68
IS,below,high,r2adj_5m_q,4,464,3,0.573,0.5278,0.6175,4.2,17.7,1.2,58.0,4.97
IS,below,high,r2adj_5m_q,4,464,5,0.4442,0.3994,0.4895,4.2,17.7,1.2,58.0,4.97
IS,below,high,r2adj_5m_q,4,464,10,0.3112,0.27,0.3539,4.2,17.7,1.2,58.0,4.97
IS,below,high,r2adj_5m_q,4,464,20,0.1996,0.1646,0.237,4.2,17.7,1.2,58.0,4.97
IS,below,high,r2adj_5m_q,4,464,30,0.1609,0.129,0.1956,4.2,17.7,1.2,58.0,4.97
IS,below,low,r2adj_5m_q,0,78,3,0.575,0.4659,0.6806,3.6,8.9,1.1,25.7,4.41
IS,below,low,r2adj_5m_q,0,78,5,0.3875,0.2844,0.4959,3.6,8.9,1.1,25.7,4.41
IS,below,low,r2adj_5m_q,0,78,10,0.275,0.1835,0.3772,3.6,8.9,1.1,25.7,4.41
IS,below,low,r2adj_5m_q,0,78,20,0.175,0.1004,0.2649,3.6,8.9,1.1,25.7,4.41
IS,below,low,r2adj_5m_q,0,78,30,0.0875,0.0364,0.158,3.6,8.9,1.1,25.7,4.41
IS,below,low,r2adj_5m_q,1,74,3,0.5921,0.4804,0.6992,3.8,8.2,1.2,19.5,4.56
IS,below,low,r2adj_5m_q,1,74,5,0.4605,0.3505,0.5725,3.8,8.2,1.2,19.5,4.56
IS,below,low,r2adj_5m_q,1,74,10,0.3158,0.2169,0.4238,3.8,8.2,1.2,19.5,4.56
IS,below,low,r2adj_5m_q,1,74,20,0.1053,0.0472,0.1829,3.8,8.2,1.2,19.5,4.56
IS,below,low,r2adj_5m_q,1,74,30,0.0395,0.0083,0.093,3.8,8.2,1.2,19.5,4.56
IS,below,low,r2adj_5m_q,2,102,3,0.6154,0.5204,0.7061,5.0,9.7,1.2,24.2,4.69
IS,below,low,r2adj_5m_q,2,102,5,0.5,0.4046,0.5954,5.0,9.7,1.2,24.2,4.69
IS,below,low,r2adj_5m_q,2,102,10,0.3173,0.2318,0.4094,5.0,9.7,1.2,24.2,4.69
IS,below,low,r2adj_5m_q,2,102,20,0.1827,0.1149,0.2621,5.0,9.7,1.2,24.2,4.69
IS,below,low,r2adj_5m_q,2,102,30,0.0577,0.0217,0.1097,5.0,9.7,1.2,24.2,4.69
IS,below,low,r2adj_5m_q,3,100,3,0.5098,0.4133,0.606,3.2,8.6,1.2,27.3,4.74
IS,below,low,r2adj_5m_q,3,100,5,0.402,0.3093,0.4983,3.2,8.6,1.2,27.3,4.74
IS,below,low,r2adj_5m_q,3,100,10,0.2843,0.2015,0.3752,3.2,8.6,1.2,27.3,4.74
IS,below,low,r2adj_5m_q,3,100,20,0.1373,0.0779,0.21,3.2,8.6,1.2,27.3,4.74
IS,below,low,r2adj_5m_q,3,100,30,0.0882,0.0416,0.1501,3.2,8.6,1.2,27.3,4.74
IS,below,low,r2adj_5m_q,4,123,3,0.536,0.4485,0.6224,3.6,9.3,1.2,27.2,4.99
IS,below,low,r2adj_5m_q,4,123,5,0.432,0.3467,0.5194,3.6,9.3,1.2,27.2,4.99
IS,below,low,r2adj_5m_q,4,123,10,0.28,0.2051,0.3615,3.6,9.3,1.2,27.2,4.99
IS,below,low,r2adj_5m_q,4,123,20,0.136,0.0819,0.2011,3.6,9.3,1.2,27.2,4.99
IS,below,low,r2adj_5m_q,4,123,30,0.088,0.0451,0.1433,3.6,9.3,1.2,27.2,4.99
OOS,above,high,r2adj_5m_q,0,23,3,0.6,0.4059,0.7789,3.7,4.6,1.6,7.3,3.03
OOS,above,high,r2adj_5m_q,0,23,5,0.32,0.1563,0.5109,3.7,4.6,1.6,7.3,3.03
OOS,above,high,r2adj_5m_q,0,23,10,0.12,0.0266,0.27,3.7,4.6,1.6,7.3,3.03
OOS,above,high,r2adj_5m_q,0,23,20,0.04,0.0011,0.1425,3.7,4.6,1.6,7.3,3.03
OOS,above,high,r2adj_5m_q,0,23,30,0.04,0.0011,0.1425,3.7,4.6,1.6,7.3,3.03
OOS,above,high,r2adj_5m_q,1,15,3,0.4118,0.1975,0.6457,2.1,4.6,1.2,8.6,3.07
OOS,above,high,r2adj_5m_q,1,15,5,0.2941,0.1102,0.5238,2.1,4.6,1.2,8.6,3.07
OOS,above,high,r2adj_5m_q,1,15,10,0.1176,0.0155,0.3023,2.1,4.6,1.2,8.6,3.07
OOS,above,high,r2adj_5m_q,1,15,20,0.1176,0.0155,0.3023,2.1,4.6,1.2,8.6,3.07
OOS,above,high,r2adj_5m_q,1,15,30,0.0588,0.0016,0.2059,2.1,4.6,1.2,8.6,3.07
OOS,above,high,r2adj_5m_q,2,19,3,0.381,0.1912,0.5922,2.6,6.7,1.1,14.6,3.06
OOS,above,high,r2adj_5m_q,2,19,5,0.2857,0.1189,0.491,2.6,6.7,1.1,14.6,3.06
OOS,above,high,r2adj_5m_q,2,19,10,0.1905,0.0573,0.3789,2.6,6.7,1.1,14.6,3.06
OOS,above,high,r2adj_5m_q,2,19,20,0.1429,0.0321,0.317,2.6,6.7,1.1,14.6,3.06
OOS,above,high,r2adj_5m_q,2,19,30,0.0952,0.0123,0.2487,2.6,6.7,1.1,14.6,3.06
OOS,above,high,r2adj_5m_q,3,28,3,0.4667,0.2945,0.6431,2.1,8.7,1.1,19.8,3.03
OOS,above,high,r2adj_5m_q,3,28,5,0.4,0.2352,0.5774,2.1,8.7,1.1,19.8,3.03
OOS,above,high,r2adj_5m_q,3,28,10,0.2333,0.103,0.3972,2.1,8.7,1.1,19.8,3.03
OOS,above,high,r2adj_5m_q,3,28,20,0.1333,0.0389,0.2735,2.1,8.7,1.1,19.8,3.03
OOS,above,high,r2adj_5m_q,3,28,30,0.1,0.0219,0.2277,2.1,8.7,1.1,19.8,3.03
OOS,above,high,r2adj_5m_q,4,31,3,0.5758,0.4064,0.7364,5.6,10.5,1.2,28.8,3.04
OOS,above,high,r2adj_5m_q,4,31,5,0.5152,0.3474,0.6811,5.6,10.5,1.2,28.8,3.04
OOS,above,high,r2adj_5m_q,4,31,10,0.3636,0.211,0.5319,5.6,10.5,1.2,28.8,3.04
OOS,above,high,r2adj_5m_q,4,31,20,0.2121,0.0928,0.3644,5.6,10.5,1.2,28.8,3.04
OOS,above,high,r2adj_5m_q,4,31,30,0.0909,0.0198,0.2081,5.6,10.5,1.2,28.8,3.04
OOS,above,low,r2adj_5m_q,0,94,3,0.5938,0.4944,0.6894,3.5,16.3,1.4,42.5,3.05
OOS,above,low,r2adj_5m_q,0,94,5,0.4479,0.3502,0.5477,3.5,16.3,1.4,42.5,3.05
OOS,above,low,r2adj_5m_q,0,94,10,0.3125,0.2242,0.4082,3.5,16.3,1.4,42.5,3.05
OOS,above,low,r2adj_5m_q,0,94,20,0.2083,0.1336,0.2946,3.5,16.3,1.4,42.5,3.05
OOS,above,low,r2adj_5m_q,0,94,30,0.1771,0.1078,0.259,3.5,16.3,1.4,42.5,3.05
OOS,above,low,r2adj_5m_q,1,106,3,0.5556,0.4615,0.6477,3.8,18.3,1.2,63.0,3.04
OOS,above,low,r2adj_5m_q,1,106,5,0.4259,0.3346,0.5199,3.8,18.3,1.2,63.0,3.04
OOS,above,low,r2adj_5m_q,1,106,10,0.3241,0.2395,0.4148,3.8,18.3,1.2,63.0,3.04
OOS,above,low,r2adj_5m_q,1,106,20,0.2593,0.1815,0.3455,3.8,18.3,1.2,63.0,3.04
OOS,above,low,r2adj_5m_q,1,106,30,0.2037,0.1336,0.2842,3.8,18.3,1.2,63.0,3.04
OOS,above,low,r2adj_5m_q,2,97,3,0.5253,0.4271,0.6224,3.2,15.0,1.2,53.7,3.19
OOS,above,low,r2adj_5m_q,2,97,5,0.3838,0.291,0.4812,3.2,15.0,1.2,53.7,3.19
OOS,above,low,r2adj_5m_q,2,97,10,0.2424,0.1636,0.3311,3.2,15.0,1.2,53.7,3.19
OOS,above,low,r2adj_5m_q,2,97,20,0.1919,0.121,0.2747,3.2,15.0,1.2,53.7,3.19
OOS,above,low,r2adj_5m_q,2,97,30,0.1616,0.0963,0.2399,3.2,15.0,1.2,53.7,3.19
OOS,above,low,r2adj_5m_q,3,106,3,0.5741,0.4801,0.6654,4.0,20.0,1.3,65.3,3.03
OOS,above,low,r2adj_5m_q,3,106,5,0.4259,0.3346,0.5199,4.0,20.0,1.3,65.3,3.03
OOS,above,low,r2adj_5m_q,3,106,10,0.3333,0.248,0.4245,4.0,20.0,1.3,65.3,3.03
OOS,above,low,r2adj_5m_q,3,106,20,0.2593,0.1815,0.3455,4.0,20.0,1.3,65.3,3.03
OOS,above,low,r2adj_5m_q,3,106,30,0.2222,0.1493,0.3049,4.0,20.0,1.3,65.3,3.03
OOS,above,low,r2adj_5m_q,4,81,3,0.6627,0.5581,0.7597,5.2,20.4,1.2,60.0,3.32
OOS,above,low,r2adj_5m_q,4,81,5,0.5181,0.4111,0.6242,5.2,20.4,1.2,60.0,3.32
OOS,above,low,r2adj_5m_q,4,81,10,0.3976,0.2956,0.5043,5.2,20.4,1.2,60.0,3.32
OOS,above,low,r2adj_5m_q,4,81,20,0.241,0.1558,0.338,5.2,20.4,1.2,60.0,3.32
OOS,above,low,r2adj_5m_q,4,81,30,0.1928,0.1158,0.2837,5.2,20.4,1.2,60.0,3.32
OOS,below,high,r2adj_5m_q,0,85,3,0.7011,0.6014,0.7921,6.2,24.9,1.4,79.8,7.86
OOS,below,high,r2adj_5m_q,0,85,5,0.5402,0.4355,0.6432,6.2,24.9,1.4,79.8,7.86
OOS,below,high,r2adj_5m_q,0,85,10,0.3793,0.2808,0.483,6.2,24.9,1.4,79.8,7.86
OOS,below,high,r2adj_5m_q,0,85,20,0.2759,0.1877,0.3738,6.2,24.9,1.4,79.8,7.86
OOS,below,high,r2adj_5m_q,0,85,30,0.2184,0.1386,0.3105,6.2,24.9,1.4,79.8,7.86
OOS,below,high,r2adj_5m_q,1,95,3,0.6289,0.5309,0.7218,4.8,24.1,1.2,81.4,4.91
OOS,below,high,r2adj_5m_q,1,95,5,0.4845,0.3861,0.5836,4.8,24.1,1.2,81.4,4.91
OOS,below,high,r2adj_5m_q,1,95,10,0.3711,0.2782,0.4691,4.8,24.1,1.2,81.4,4.91
OOS,below,high,r2adj_5m_q,1,95,20,0.2887,0.2033,0.3822,4.8,24.1,1.2,81.4,4.91
OOS,below,high,r2adj_5m_q,1,95,30,0.2371,0.1583,0.3261,4.8,24.1,1.2,81.4,4.91
OOS,below,high,r2adj_5m_q,2,100,3,0.6176,0.5218,0.7091,5.0,23.3,1.2,65.1,5.98
OOS,below,high,r2adj_5m_q,2,100,5,0.5,0.4036,0.5964,5.0,23.3,1.2,65.1,5.98
OOS,below,high,r2adj_5m_q,2,100,10,0.3333,0.2456,0.4272,5.0,23.3,1.2,65.1,5.98
OOS,below,high,r2adj_5m_q,2,100,20,0.2843,0.2015,0.3752,5.0,23.3,1.2,65.1,5.98
OOS,below,high,r2adj_5m_q,2,100,30,0.2157,0.1418,0.3001,5.0,23.3,1.2,65.1,5.98
OOS,below,high,r2adj_5m_q,3,82,3,0.5952,0.489,0.6972,4.2,14.2,1.1,56.7,4.67
OOS,below,high,r2adj_5m_q,3,82,5,0.4524,0.3479,0.559,4.2,14.2,1.1,56.7,4.67
OOS,below,high,r2adj_5m_q,3,82,10,0.25,0.1639,0.3473,4.2,14.2,1.1,56.7,4.67
OOS,below,high,r2adj_5m_q,3,82,20,0.1429,0.077,0.2248,4.2,14.2,1.1,56.7,4.67
OOS,below,high,r2adj_5m_q,3,82,30,0.131,0.0681,0.2104,4.2,14.2,1.1,56.7,4.67
OOS,below,high,r2adj_5m_q,4,83,3,0.5529,0.447,0.6566,4.0,20.8,1.2,76.4,4.24
OOS,below,high,r2adj_5m_q,4,83,5,0.4471,0.3434,0.553,4.0,20.8,1.2,76.4,4.24
OOS,below,high,r2adj_5m_q,4,83,10,0.3294,0.2342,0.4322,4.0,20.8,1.2,76.4,4.24
OOS,below,high,r2adj_5m_q,4,83,20,0.2471,0.1619,0.3435,4.0,20.8,1.2,76.4,4.24
OOS,below,high,r2adj_5m_q,4,83,30,0.1765,0.1035,0.2638,4.0,20.8,1.2,76.4,4.24
OOS,below,low,r2adj_5m_q,0,23,3,0.48,0.2912,0.6718,2.2,10.3,1.3,42.3,4.08
OOS,below,low,r2adj_5m_q,0,23,5,0.36,0.188,0.5532,2.2,10.3,1.3,42.3,4.08
OOS,below,low,r2adj_5m_q,0,23,10,0.2,0.0713,0.3738,2.2,10.3,1.3,42.3,4.08
OOS,below,low,r2adj_5m_q,0,23,20,0.16,0.0474,0.3236,2.2,10.3,1.3,42.3,4.08
OOS,below,low,r2adj_5m_q,0,23,30,0.16,0.0474,0.3236,2.2,10.3,1.3,42.3,4.08
OOS,below,low,r2adj_5m_q,1,22,3,0.5833,0.3854,0.7681,3.5,5.8,1.7,11.9,3.82
OOS,below,low,r2adj_5m_q,1,22,5,0.2083,0.0746,0.3878,3.5,5.8,1.7,11.9,3.82
OOS,below,low,r2adj_5m_q,1,22,10,0.1667,0.0495,0.3359,3.5,5.8,1.7,11.9,3.82
OOS,below,low,r2adj_5m_q,1,22,20,0.125,0.0278,0.2804,3.5,5.8,1.7,11.9,3.82
OOS,below,low,r2adj_5m_q,1,22,30,0.0417,0.0011,0.1482,3.5,5.8,1.7,11.9,3.82
OOS,below,low,r2adj_5m_q,3,27,3,0.5862,0.4058,0.7554,5.2,6.8,1.3,17.7,4.2
OOS,below,low,r2adj_5m_q,3,27,5,0.5172,0.3387,0.6935,5.2,6.8,1.3,17.7,4.2
OOS,below,low,r2adj_5m_q,3,27,10,0.1724,0.0606,0.3267,5.2,6.8,1.3,17.7,4.2
OOS,below,low,r2adj_5m_q,3,27,20,0.069,0.0088,0.1835,5.2,6.8,1.3,17.7,4.2
OOS,below,low,r2adj_5m_q,3,27,30,0.0345,0.0009,0.1234,5.2,6.8,1.3,17.7,4.2
OOS,below,low,r2adj_5m_q,4,24,3,0.6154,0.4252,0.7887,4.8,12.3,1.7,31.7,4.58
OOS,below,low,r2adj_5m_q,4,24,5,0.5,0.3131,0.6869,4.8,12.3,1.7,31.7,4.58
OOS,below,low,r2adj_5m_q,4,24,10,0.3846,0.2113,0.5748,4.8,12.3,1.7,31.7,4.58
OOS,below,low,r2adj_5m_q,4,24,20,0.1923,0.0683,0.3608,4.8,12.3,1.7,31.7,4.58
OOS,below,low,r2adj_5m_q,4,24,30,0.1538,0.0454,0.3122,4.8,12.3,1.7,31.7,4.58
