Instrument,Action,Quantity,State,Avg. price,Filled,Name,ID,Time,Cancel,
MNQ MAR26,Buy,1,Filled,24530.25,1,BAY_CLOSE,421040552202,3/3/2026 1:24:15 AM,,
MNQ MAR26,Buy,1,Filled,24771.75,1,BAY_CLOSE,421040551422,3/2/2026 10:07:15 PM,,
MNQ MAR26,Buy,1,Filled,24552.75,1,BAY_CLOSE,421040552022,3/3/2026 12:39:30 AM,,
MNQ MAR26,Buy,1,Filled,24767.5,1,BAY_CLOSE,421040551562,3/2/2026 10:42:45 PM,,
MNQ MAR26,Buy,1,Filled,24853.5,1,BAY_c1da35aa,421040551133,3/2/2026 8:00:31 PM,,
MNQ MAR26,Buy,1,Filled,24482.5,1,BAY_CLOSE,421040552302,3/3/2026 1:49:15 AM,,
MNQ MAR26,Buy,1,Filled,24565.25,1,BAY_CLOSE,421040552142,3/3/2026 1:09:15 AM,,
MNQ MAR26,Buy,1,Filled,24670,1,BAY_CLOSE,421040551902,3/3/2026 12:09:15 AM,,
MNQ MAR26,Buy,1,Filled,24729.75,1,BAY_CLOSE,421040551662,3/2/2026 11:08:45 PM,,
MNQ MAR26,Buy,1,Filled,24638.25,1,BAY_CLOSE,421040551962,3/3/2026 12:24:15 AM,,
MNQ MAR26,Buy,1,Filled,24767.5,1,BAY_CLOSE,421040551442,3/2/2026 10:12:30 PM,,
MNQ MAR26,Buy,1,Filled,24786,1,BAY_CLOSE,421040551322,3/2/2026 9:41:30 PM,,
MNQ MAR26,Sell,1,Filled,24846.5,1,BAY_CLOSE,421040551122,3/2/2026 8:00:22 PM,,
MNQ MAR26,Sell,1,Filled,24721.5,1,BAY_2b524a8f,421040551733,3/2/2026 11:24:30 PM,,
MNQ MAR26,Sell,1,Filled,24466,1,BAY_2023470b,421040552333,3/3/2026 1:54:30 AM,,
MNQ MAR26,Sell,1,Filled,24576.5,1,BAY_8a41f622,421040552153,3/3/2026 1:09:45 AM,,
MNQ MAR26,Sell,1,Filled,24549.75,1,BAY_08f227f4,421040552133,3/3/2026 1:04:30 AM,,
MNQ MAR26,Sell,1,Filled,24511.75,1,BAY_0069f4b5,421040552113,3/3/2026 12:59:30 AM,,
MNQ MAR26,Sell,1,Filled,24672,1,BAY_3b2a8ddd,421040551873,3/2/2026 11:59:15 PM,,
MNQ MAR26,Sell,1,Filled,24774.5,1,BAY_76b143b9,421040551553,3/2/2026 10:38:00 PM,,
MNQ MAR26,Sell,1,Filled,24833.25,1,BAY_CLOSE,421040551142,3/2/2026 8:05:15 PM,,
MNQ MAR26,Sell,1,Filled,24756,1,BAY_d687a924,421040551493,3/2/2026 10:22:46 PM,,
MNQ MAR26,Sell,1,Filled,24749.75,1,BAY_dfbf2927,421040551593,3/2/2026 10:48:15 PM,,
MNQ MAR26,Sell,1,Filled,24676.75,1,BAY_8d9628a8,421040551913,3/3/2026 12:09:45 AM,,
MNQ MAR26,Sell,1,Filled,24745.5,1,BAY_737c3489,421040551473,3/2/2026 10:17:45 PM,,
MNQ MAR26,Sell,1,Filled,24808,1,BAY_3d78bf31,421040551253,3/2/2026 9:21:30 PM,,
MNQ MAR26,Sell,1,Filled,24530.25,1,BAY_17abc5d0,421040552193,3/3/2026 1:19:30 AM,,
MNQ MAR26,Sell,1,Filled,24681.5,1,BAY_7f7d925f,421040551793,3/2/2026 11:39:15 PM,,
MNQ MAR26,Sell,1,Filled,24533.25,1,BAY_9f6358b7,421040552073,3/3/2026 12:49:30 AM,,
MNQ MAR26,Sell,1,Filled,24509.5,1,BAY_501e242d,421040552253,3/3/2026 1:34:30 AM,,
MNQ MAR26,Sell,1,Filled,24763.5,1,BAY_65fb8c1d,421040551433,3/2/2026 10:07:45 PM,,
MNQ MAR26,Sell,1,Filled,24802.25,1,BAY_30b401ae,421040551293,3/2/2026 9:31:45 PM,,
MNQ MAR26,Sell,1,Filled,24603,1,BAY_02b2a984,421040552013,3/3/2026 12:34:45 AM,,
MNQ MAR26,Sell,1,Filled,24559.5,1,BAY_3dfe5e66,421040552173,3/3/2026 1:14:30 AM,,
MNQ MAR26,Sell,1,Filled,24829.75,1,BAY_CLOSE,421040551162,3/2/2026 8:10:30 PM,,
MNQ MAR26,Sell,1,Filled,24698.75,1,BAY_fca05ea4,421040551773,3/2/2026 11:34:15 PM,,
MNQ MAR26,Sell,1,Filled,24737.5,1,BAY_5733b59e,421040551653,3/2/2026 11:04:00 PM,,
MNQ MAR26,Sell,1,Filled,24799.25,1,BAY_6885cb6f,421040551313,3/2/2026 9:36:45 PM,,
MNQ MAR26,Sell,1,Filled,24812.25,1,BAY_498b7972,421040551193,3/2/2026 9:14:15 PM,,
MNQ MAR26,Sell,1,Filled,24780.25,1,BAY_1da76603,421040551413,3/2/2026 10:02:30 PM,,
MNQ MAR26,Sell,1,Filled,24787,1,BAY_65c6b125,421040551533,3/2/2026 10:32:45 PM,,
MNQ MAR26,Sell,1,Filled,24674.5,1,BAY_e8382d26,421040551893,3/3/2026 12:04:30 AM,,
MNQ MAR26,Sell,1,Filled,24762.25,1,BAY_621fcc41,421040551573,3/2/2026 10:43:15 PM,,
MNQ MAR26,Sell,1,Filled,24482.5,1,BAY_eb592cb4,421040552313,3/3/2026 1:49:30 AM,,
MNQ MAR26,Sell,1,Filled,24499.5,1,BAY_c5878a6d,421040552293,3/3/2026 1:44:30 AM,,
MNQ MAR26,Sell,1,Filled,24599.5,1,BAY_df0e5803,421040551993,3/3/2026 12:29:45 AM,,
MNQ MAR26,Sell,1,Filled,24636,1,BAY_94ff3b94,421040551973,3/3/2026 12:24:45 AM,,
MNQ MAR26,Sell,1,Filled,24529.75,1,BAY_3dfe5fc3,421040552273,3/3/2026 1:39:45 AM,,
MNQ MAR26,Sell,1,Filled,24782.25,1,BAY_ef9b2386,421040551333,3/2/2026 9:42:00 PM,,
MNQ MAR26,Sell,1,Filled,24639.5,1,BAY_d705719a,421040551933,3/3/2026 12:14:30 AM,,
MNQ MAR26,Sell,1,Filled,24545.75,1,BAY_b346107a,421040552213,3/3/2026 1:24:45 AM,,
MNQ MAR26,Sell,1,Filled,24644.75,1,BAY_603bf2f0,421040551953,3/3/2026 12:19:30 AM,,
MNQ MAR26,Sell,1,Filled,24752.5,1,BAY_46f9a4bb,421040551713,3/2/2026 11:19:15 PM,,
MNQ MAR26,Sell,1,Filled,24814.25,1,BAY_CLOSE,421040551242,3/2/2026 9:20:30 PM,,
MNQ MAR26,Sell,1,Filled,24685.5,1,BAY_b9785d40,421040551853,3/2/2026 11:54:30 PM,,
MNQ MAR26,Sell,1,Filled,24752.25,1,BAY_a34ae699,421040551613,3/2/2026 10:53:30 PM,,
MNQ MAR26,Sell,1,Filled,24728.5,1,BAY_9443363b,421040551673,3/2/2026 11:09:15 PM,,
MNQ MAR26,Sell,1,Filled,24774.25,1,BAY_b84b94db,421040551353,3/2/2026 9:47:15 PM,,
MNQ MAR26,Sell,1,Filled,24820.75,1,BAY_CLOSE,421040551182,3/2/2026 8:46:15 PM,,
MNQ MAR26,Sell,1,Filled,24763.75,1,BAY_f884ae56,421040551373,3/2/2026 9:52:15 PM,,
MNQ MAR26,Sell,1,Filled,24692.25,1,BAY_646d6d18,421040551833,3/2/2026 11:49:16 PM,,
MNQ MAR26,Sell,1,Filled,24702.75,1,BAY_f0dd888a,421040551813,3/2/2026 11:44:00 PM,,
MNQ MAR26,Sell,1,Filled,24516.25,1,BAY_0b7602c4,421040552093,3/3/2026 12:54:45 AM,,
MNQ MAR26,Sell,1,Filled,24516.25,1,BAY_3c7c8fb9,421040552233,3/3/2026 1:29:30 AM,,
MNQ MAR26,Sell,1,Filled,24758.5,1,BAY_7ddaa427,421040551393,3/2/2026 9:57:30 PM,,
MNQ MAR26,Sell,1,Filled,24560.75,1,BAY_20631a65,421040552033,3/3/2026 12:39:45 AM,,
MNQ MAR26,Sell,1,Filled,24768.25,1,BAY_bd773f98,421040551453,3/2/2026 10:12:45 PM,,
MNQ MAR26,Sell,1,Filled,24737.25,1,BAY_513b9cc8,421040551693,3/2/2026 11:14:00 PM,,
MNQ MAR26,Sell,1,Filled,24534.25,1,BAY_CLOSE,421040552062,3/3/2026 12:49:15 AM,,
MNQ MAR26,Sell,1,Filled,24710.75,1,BAY_b1b53e21,421040551753,3/2/2026 11:29:15 PM,,
MNQ MAR26,Sell,1,Filled,24779.25,1,BAY_bec954ea,421040551513,3/2/2026 10:28:00 PM,,
MNQ MAR26,Sell,1,Filled,24813.25,1,BAY_4c9f6839,421040551213,3/2/2026 9:15:15 PM,,
MNQ MAR26,Sell,1,Filled,24460.75,1,BAY_7146d5e6,421040552353,3/3/2026 1:59:30 AM,,
MNQ MAR26,Sell,1,Filled,24812,1,BAY_0cf4316e,421040551273,3/2/2026 9:26:30 PM,,
MNQ MAR26,Sell,1,Filled,24761,1,BAY_3bd1d5b9,421040551633,3/2/2026 10:58:45 PM,,
