**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,pair,c1,c2,abs_min,abs_max,spread_abs,r_min,r_max,sign_flip
15m,vol_velocity_w__vol_accel_w,vol_velocity_w,vol_accel_w,0.3119311540057046,0.3394425843784774,0.027511430372772816,0.3119311540057046,0.3394425843784774,False
5m,price_velocity_1b__z_high_w,price_velocity_1b,z_high_w,0.25392621050697195,0.30239353599891716,0.04846732549194521,0.25392621050697195,0.30239353599891716,False
15m,price_velocity_1b__price_velocity_w,price_velocity_1b,price_velocity_w,0.266387052570638,0.3016877715985856,0.035300719027947625,0.266387052570638,0.3016877715985856,False
15m,vol_velocity_1b__vol_velocity_w,vol_velocity_1b,vol_velocity_w,0.2482300796585033,0.2777126193616068,0.029482539703103494,0.2482300796585033,0.2777126193616068,False
5m,vol_velocity_1b__reversion_prob_w,vol_velocity_1b,reversion_prob_w,0.24592229129817708,0.27174371011588694,0.025821418817709857,-0.27174371011588694,-0.24592229129817708,False
15s,body__z_high_w,body,z_high_w,0.22409630268289624,0.26944945324229685,0.04535315055940062,0.22409630268289624,0.26944945324229685,False
5s,body__z_low_w,body,z_low_w,0.22385753968735242,0.2607620677729434,0.036904528085591,0.22385753968735242,0.2607620677729434,False
5s,price_accel_1b__z_se_w,price_accel_1b,z_se_w,0.2147028776566646,0.26014546604301714,0.04544258838635254,0.2147028776566646,0.26014546604301714,False
5m,price_accel_w__z_high_w,price_accel_w,z_high_w,0.17099980787937308,0.21995655813854137,0.04895675025916829,0.17099980787937308,0.21995655813854137,False
5m,vol_accel_w__reversion_prob_w,vol_accel_w,reversion_prob_w,0.180107235563815,0.21391879225898236,0.03381155669516736,-0.21391879225898236,-0.180107235563815,False
1m,vol_velocity_w__reversion_prob_w,vol_velocity_w,reversion_prob_w,0.17584021100888833,0.20594711304411506,0.03010690203522673,-0.20594711304411506,-0.17584021100888833,False
1m,vol_velocity_w__vol_sigma_w,vol_velocity_w,vol_sigma_w,0.17484094006210485,0.20593075138586897,0.03108981132376412,0.17484094006210485,0.20593075138586897,False
1m,bar_range__vol_accel_w,bar_range,vol_accel_w,0.1519238436417775,0.19687048623214567,0.04494664259036818,0.1519238436417775,0.19687048623214567,False
1h,vol_velocity_1b__vol_sigma_w,vol_velocity_1b,vol_sigma_w,0.14770626159446898,0.1921959314205928,0.04448966982612382,-0.1921959314205928,-0.14770626159446898,False
1m,vol_accel_w__reversion_prob_w,vol_accel_w,reversion_prob_w,0.13978009562241056,0.18521856445069165,0.04543846882828109,-0.18521856445069165,-0.13978009562241056,False
5m,vol_velocity_w__reversion_prob_w,vol_velocity_w,reversion_prob_w,0.16563261952188352,0.18462274099269937,0.018990121470815857,-0.18462274099269937,-0.16563261952188352,False
15m,vol_accel_w__vol_mean_w,vol_accel_w,vol_mean_w,0.13511420889760736,0.16348308574316125,0.028368876845553892,-0.16348308574316125,-0.13511420889760736,False
5m,vol_accel_1b__reversion_prob_w,vol_accel_1b,reversion_prob_w,0.12433676352882744,0.15197244415598674,0.027635680627159293,-0.15197244415598674,-0.12433676352882744,False
5m,vol_accel_1b__bar_range,vol_accel_1b,bar_range,0.09635577682664186,0.14113655555287893,0.04478077872623708,0.09635577682664186,0.14113655555287893,False
1m,price_accel_1b__z_low_w,price_accel_1b,z_low_w,0.08596624313417876,0.12949101672608745,0.04352477359190869,-0.12949101672608745,-0.08596624313417876,False
1h,vol_accel_1b__vol_sigma_w,vol_accel_1b,vol_sigma_w,0.07963168329261769,0.12818640125724015,0.04855471796462246,-0.12818640125724015,-0.07963168329261769,False
5s,bar_range__z_high_w,bar_range,z_high_w,0.07880950543074913,0.12266315538995454,0.043853649959205404,0.07880950543074913,0.12266315538995454,False
1m,vol_velocity_w__SE_low_w,vol_velocity_w,SE_low_w,0.07579756085594992,0.12134143899465774,0.04554387813870782,0.07579756085594992,0.12134143899465774,False
5s,bar_range__z_low_w,bar_range,z_low_w,0.07592452065400987,0.11968310751685661,0.04375858686284674,-0.11968310751685661,-0.07592452065400987,False
1m,vol_velocity_w__SE_high_w,vol_velocity_w,SE_high_w,0.07846179718161106,0.11955308887374941,0.04109129169213835,0.07846179718161106,0.11955308887374941,False
15m,vol_velocity_1b__vol_mean_w,vol_velocity_1b,vol_mean_w,0.09340116103821194,0.11434956235564474,0.020948401317432794,-0.11434956235564474,-0.09340116103821194,False
1m,price_accel_1b__z_se_w,price_accel_1b,z_se_w,0.08170040384673657,0.11406320099702298,0.03236279715028641,0.08170040384673657,0.11406320099702298,False
15m,vol_accel_w__vol_sigma_w,vol_accel_w,vol_sigma_w,0.0713837889598868,0.11193913557203325,0.04055534661214645,-0.11193913557203325,-0.0713837889598868,False
5m,vol_accel_w__vol_mean_w,vol_accel_w,vol_mean_w,0.09155354279801317,0.1102921123908597,0.018738569592846532,-0.1102921123908597,-0.09155354279801317,False
5m,vol_accel_1b__z_low_w,vol_accel_1b,z_low_w,0.08617129273221014,0.10869716979291748,0.02252587706070734,-0.10869716979291748,-0.08617129273221014,False
15s,price_accel_1b__z_high_w,price_accel_1b,z_high_w,0.07476405018055922,0.10814505483669914,0.033381004656139926,-0.10814505483669914,-0.07476405018055922,False
15s,price_accel_1b__z_low_w,price_accel_1b,z_low_w,0.06948281089176891,0.10737135014554579,0.03788853925377687,-0.10737135014554579,-0.06948281089176891,False
1m,hurst_w__reversion_prob_w,hurst_w,reversion_prob_w,0.06362190064113366,0.10623518683276839,0.042613286191634736,0.06362190064113366,0.10623518683276839,False
5m,vol_accel_1b__z_high_w,vol_accel_1b,z_high_w,0.07570236098820887,0.10576250163448063,0.030060140646271757,0.07570236098820887,0.10576250163448063,False
1m,vol_accel_w__z_low_w,vol_accel_w,z_low_w,0.047761661724579935,0.0962147588564128,0.048453097131832865,-0.0962147588564128,-0.047761661724579935,False
5m,vol_accel_1b__vol_velocity_w,vol_accel_1b,vol_velocity_w,0.05442300350392204,0.09356884094611327,0.03914583744219123,0.05442300350392204,0.09356884094611327,False
15s,hurst_w__reversion_prob_w,hurst_w,reversion_prob_w,0.057839601543543305,0.09170881883967982,0.03386921729613652,0.057839601543543305,0.09170881883967982,False
1m,vol_accel_1b__z_low_w,vol_accel_1b,z_low_w,0.046285313209628365,0.08576499669320699,0.03947968348357862,-0.08576499669320699,-0.046285313209628365,False
15s,vol_accel_1b__z_high_w,vol_accel_1b,z_high_w,0.04301274572618536,0.0855073550734939,0.04249460934730854,0.04301274572618536,0.0855073550734939,False
1h,vol_velocity_w__SE_high_w,vol_velocity_w,SE_high_w,0.03736598742683634,0.083599614342249,0.046233626915412655,-0.07307738120408028,0.083599614342249,True
15s,vol_velocity_1b__z_high_w,vol_velocity_1b,z_high_w,0.04262833077578591,0.0834651359259652,0.040836805150179296,0.04262833077578591,0.0834651359259652,False
5s,vol_velocity_1b__z_low_w,vol_velocity_1b,z_low_w,0.0337135678801678,0.08215814088916572,0.04844457300899792,-0.08215814088916572,-0.0337135678801678,False
5m,vol_accel_w__SE_high_w,vol_accel_w,SE_high_w,0.03749230386419154,0.07782967739841352,0.04033737353422198,-0.07782967739841352,-0.03749230386419154,False
1m,vol_velocity_w__vol_mean_w,vol_velocity_w,vol_mean_w,0.06517116241695832,0.07718851982369097,0.012017357406732654,0.06517116241695832,0.07718851982369097,False
5s,vol_accel_w__z_low_w,vol_accel_w,z_low_w,0.03512056114846231,0.07584067078715924,0.040720109638696926,-0.07584067078715924,-0.03512056114846231,False
15s,vol_accel_w__z_low_w,vol_accel_w,z_low_w,0.0384191646789357,0.07549675029866997,0.03707758561973427,-0.07549675029866997,-0.0384191646789357,False
5m,vol_accel_w__SE_low_w,vol_accel_w,SE_low_w,0.03107263798899589,0.07515166628488598,0.044079028295890096,-0.07515166628488598,-0.03107263798899589,False
5s,bar_range__hurst_w,bar_range,hurst_w,0.033672509315415856,0.07497403809556652,0.04130152878015066,0.033672509315415856,0.07497403809556652,False
5s,price_velocity_w__z_low_w,price_velocity_w,z_low_w,0.03240845180467813,0.0748678526203174,0.042459400815639266,-0.0748678526203174,-0.03240845180467813,False
5m,vol_velocity_1b__vol_mean_w,vol_velocity_1b,vol_mean_w,0.05908552616402038,0.07327804854182245,0.014192522377802066,-0.07327804854182245,-0.05908552616402038,False
15s,price_velocity_w__z_low_w,price_velocity_w,z_low_w,0.02692485404946372,0.07320882689363042,0.0462839728441667,-0.07320882689363042,-0.02692485404946372,False
15m,vol_mean_w__reversion_prob_w,vol_mean_w,reversion_prob_w,0.024399914600112982,0.07306272782025391,0.04866281322014093,0.024399914600112982,0.07306272782025391,False
15m,vol_velocity_w__vol_mean_w,vol_velocity_w,vol_mean_w,0.0397896221026393,0.07165306733161567,0.03186344522897637,0.0397896221026393,0.07165306733161567,False
5m,vol_velocity_1b__SE_high_w,vol_velocity_1b,SE_high_w,0.030079261531759643,0.07123452005476665,0.041155258523007,-0.07123452005476665,-0.030079261531759643,False
1m,vol_accel_w__z_high_w,vol_accel_w,z_high_w,0.021347474275431218,0.0701811467708368,0.04883367249540558,0.021347474275431218,0.0701811467708368,False
1m,vol_accel_1b__z_high_w,vol_accel_1b,z_high_w,0.024406855706520753,0.06972976655714752,0.04532291085062677,0.024406855706520753,0.06972976655714752,False
5m,vol_accel_w__price_sigma_w,vol_accel_w,price_sigma_w,0.03276008220138214,0.06826247475410749,0.035502392552725345,-0.06826247475410749,-0.03276008220138214,False
1m,price_velocity_1b__vol_accel_w,price_velocity_1b,vol_accel_w,0.025394814537317314,0.06751529999071301,0.042120485453395695,-0.06751529999071301,0.041826737230375444,False
15m,vol_accel_1b__vol_velocity_w,vol_accel_1b,vol_velocity_w,0.045923111315122375,0.06720708571875807,0.02128397440363569,0.045923111315122375,0.06720708571875807,False
1m,body__vol_accel_w,body,vol_accel_w,0.025092479820491627,0.06618013452363859,0.041087654703146965,-0.06618013452363859,0.04201542520743846,False
5s,vol_mean_w__hurst_w,vol_mean_w,hurst_w,0.027244528295300538,0.06551601445009415,0.038271486154793616,0.027244528295300538,0.06551601445009415,False
15s,vol_accel_w__z_high_w,vol_accel_w,z_high_w,0.030399304637196096,0.0650132887528825,0.0346139841156864,0.030399304637196096,0.0650132887528825,False
1h,vol_accel_1b__vol_mean_w,vol_accel_1b,vol_mean_w,0.03459850556074122,0.06472783893672232,0.0301293333759811,-0.06472783893672232,-0.03459850556074122,False
5m,vol_velocity_1b__SE_low_w,vol_velocity_1b,SE_low_w,0.02303534755119474,0.06407527894163764,0.0410399313904429,-0.06407527894163764,-0.02303534755119474,False
15s,price_velocity_w__z_high_w,price_velocity_w,z_high_w,0.020720126614189895,0.06383922068550724,0.04311909407131734,-0.06383922068550724,-0.020720126614189895,False
5s,price_velocity_w__z_se_w,price_velocity_w,z_se_w,0.016740086695276674,0.06308774357987637,0.0463476568845997,-0.06308774357987637,-0.016740086695276674,False
1m,vol_velocity_1b__price_sigma_w,vol_velocity_1b,price_sigma_w,0.01825740482926752,0.06306928689428405,0.04481188206501653,-0.06306928689428405,0.01825740482926752,False
5s,price_sigma_w__hurst_w,price_sigma_w,hurst_w,0.032591132349882,0.06251704220901998,0.029925909859137977,0.032591132349882,0.06251704220901998,False
5s,body__SE_high_w,body,SE_high_w,0.013135684484002761,0.06242287995928837,0.04928719547528561,-0.013135684484002761,0.06242287995928837,False
4h,price_accel_1b__vwap_w,price_accel_1b,vwap_w,0.016195653470535594,0.06230102381932316,0.04610537034878757,-0.028807223171850853,0.06230102381932316,False
15m,vol_velocity_1b__swing_noise_w,vol_velocity_1b,swing_noise_w,0.023631636135272145,0.061611133936116336,0.03797949780084419,-0.061611133936116336,-0.023631636135272145,False
4h,price_accel_1b__price_mean_w,price_accel_1b,price_mean_w,0.01520136893040191,0.06081641871164892,0.04561504978124701,-0.030867318550737623,0.06081641871164892,False
1m,bar_range__z_high_w,bar_range,z_high_w,0.017246328167444726,0.05964596827919545,0.04239964011175072,0.017246328167444726,0.05964596827919545,False
15m,vol_sigma_w__z_se_w,vol_sigma_w,z_se_w,0.010288130512104136,0.05963228889425381,0.04934415838214967,-0.020431928077761466,0.05963228889425381,False
5s,body__swing_noise_w,body,swing_noise_w,0.0102348888883406,0.05875287461100462,0.04851798572266402,-0.05875287461100462,0.019314489007903432,False
5s,vol_velocity_w__z_low_w,vol_velocity_w,z_low_w,0.011165425663011947,0.0585481507314555,0.04738272506844356,-0.0585481507314555,-0.011165425663011947,False
15m,price_accel_1b__SE_high_w,price_accel_1b,SE_high_w,0.014231587455252706,0.05833616782653625,0.04410458037128354,-0.03574145847826757,0.05833616782653625,False
1h,body__hurst_w,body,hurst_w,0.012060950220545272,0.05781511513575495,0.04575416491520968,-0.05781511513575495,0.04023398426730221,False
1m,price_velocity_w__reversion_prob_w,price_velocity_w,reversion_prob_w,0.009152643950467946,0.057513132978104266,0.048360489027636316,-0.01619559021779085,0.057513132978104266,False
5s,price_accel_1b__vol_mean_w,price_accel_1b,vol_mean_w,0.009668362873882822,0.057291934647259214,0.047623571773376394,-0.057291934647259214,0.015707252793282552,False
5m,vol_velocity_w__vol_mean_w,vol_velocity_w,vol_mean_w,0.04963689002136499,0.057056262720145495,0.007419372698780506,0.04963689002136499,0.057056262720145495,False
15s,price_velocity_1b__SE_high_w,price_velocity_1b,SE_high_w,0.007780593113491029,0.05698665188119574,0.04920605876770471,-0.05698665188119574,0.022006867089807928,False
1m,vol_velocity_w__z_high_w,vol_velocity_w,z_high_w,0.009054727375081945,0.05655473792969858,0.04750001055461664,-0.0372761010937014,0.05655473792969858,False
4h,vol_velocity_1b__vol_sigma_w,vol_velocity_1b,vol_sigma_w,0.007835696111021515,0.05637160824817866,0.04853591213715715,-0.05538901268838035,0.05637160824817866,True
15s,price_velocity_1b__reversion_prob_w,price_velocity_1b,reversion_prob_w,0.007859699518471305,0.05635059833927412,0.04849089882080281,-0.050224022811630235,0.05635059833927412,True
15s,vol_velocity_w__z_high_w,vol_velocity_w,z_high_w,0.012711646533301134,0.05613784828232888,0.04342620174902775,0.012711646533301134,0.05613784828232888,False
4h,vol_accel_w__price_sigma_w,vol_accel_w,price_sigma_w,0.006546009498006627,0.05594898815673867,0.04940297865873204,-0.05594898815673867,0.013257538005098858,False
15s,price_accel_1b__vol_accel_w,price_accel_1b,vol_accel_w,0.02243775282864056,0.05544149854946082,0.033003745720820266,-0.0404881682699632,0.05544149854946082,False
15m,price_accel_w__swing_noise_w,price_accel_w,swing_noise_w,0.019838559786262467,0.055381802833233074,0.03554324304697061,-0.05190519989328051,0.055381802833233074,True
1h,vol_velocity_1b__hurst_w,vol_velocity_1b,hurst_w,0.0100055992359497,0.05443052188562661,0.04442492264967691,-0.05443052188562661,0.023925940560526847,False
15s,vwap_w__hurst_w,vwap_w,hurst_w,0.026700231776327864,0.05439327833345423,0.02769304655712637,-0.05439327833345423,0.030798844148092513,False
15s,price_mean_w__hurst_w,price_mean_w,hurst_w,0.026697548776136126,0.05437810421765401,0.027680555441517884,-0.05437810421765401,0.03079063893205292,False
15m,price_accel_1b__price_sigma_w,price_accel_1b,price_sigma_w,0.020056889295020218,0.05419139265322201,0.03413450335820179,-0.040728752220378625,0.05419139265322201,False
5m,vol_velocity_1b__price_sigma_w,vol_velocity_1b,price_sigma_w,0.028590772417607043,0.053909014591692755,0.025318242174085712,-0.053909014591692755,-0.028590772417607043,False
15s,vol_velocity_w__swing_noise_w,vol_velocity_w,swing_noise_w,0.004251039740059048,0.053569195489744134,0.04931815574968509,0.004251039740059048,0.053569195489744134,False
1h,price_mean_w__z_se_w,price_mean_w,z_se_w,0.009783972610180002,0.053449147934933244,0.04366517532475324,-0.053449147934933244,0.016973562584922827,False
5s,SE_high_w__hurst_w,SE_high_w,hurst_w,0.0034768963139785547,0.05329846025447031,0.04982156394049176,-0.05329846025447031,-0.0034768963139785547,False
1m,vol_velocity_1b__swing_noise_w,vol_velocity_1b,swing_noise_w,0.0073231333558478945,0.05317747648581701,0.04585434312996912,-0.05317747648581701,0.0073231333558478945,False
5s,price_velocity_1b__SE_high_w,price_velocity_1b,SE_high_w,0.004935348997592044,0.05261341017003394,0.047678061172441895,-0.03795467482199858,0.05261341017003394,False
1m,vol_velocity_w__hurst_w,vol_velocity_w,hurst_w,0.023604813172307122,0.05206974244693239,0.028464929274625267,-0.05206974244693239,-0.023604813172307122,False
15m,z_low_w__SE_low_w,z_low_w,SE_low_w,0.014115676857007058,0.05204491480859613,0.037929237951589076,0.014115676857007058,0.05204491480859613,False
1m,vol_sigma_w__hurst_w,vol_sigma_w,hurst_w,0.020200095661001748,0.051941087136298886,0.03174099147529714,-0.04616649817409658,0.051941087136298886,False
5m,price_velocity_w__vol_accel_w,price_velocity_w,vol_accel_w,0.004200275725139738,0.051845322026197925,0.04764504630105819,-0.051845322026197925,0.01248886779453615,False
5m,price_velocity_1b__vwap_w,price_velocity_1b,vwap_w,0.004498722482236964,0.051786596528409154,0.04728787404617219,-0.051786596528409154,0.036246990817487765,False
1h,z_se_w__hurst_w,z_se_w,hurst_w,0.024635642052939985,0.051753083042907495,0.02711744098996751,-0.046469489677425035,0.051753083042907495,False
1m,price_accel_w__price_sigma_w,price_accel_w,price_sigma_w,0.004696194839804974,0.051727598549554464,0.04703140370974949,-0.051727598549554464,0.03366176376692069,False
1m,price_accel_1b__vol_accel_w,price_accel_1b,vol_accel_w,0.003410757695717891,0.051527362381499166,0.04811660468578127,-0.051527362381499166,0.041840740506012525,False
5m,body__price_mean_w,body,price_mean_w,0.00225942787367323,0.051180429533018705,0.04892100165934547,-0.051180429533018705,0.028930883819292055,False
1m,bar_range__z_se_w,bar_range,z_se_w,0.0016244914521306403,0.051022507768518,0.049398016316387364,-0.051022507768518,0.023617056527470818,False
4h,vol_accel_w__vol_sigma_w,vol_accel_w,vol_sigma_w,0.014697916550779499,0.05075254054524585,0.03605462399446635,-0.05075254054524585,0.05028959312571934,True
1h,price_accel_1b__vol_mean_w,price_accel_1b,vol_mean_w,0.0020106137421655504,0.05055706952794157,0.048546455785776016,-0.04154175474151482,0.05055706952794157,False
15s,vol_sigma_w__hurst_w,vol_sigma_w,hurst_w,0.005399736522440815,0.05054698514321216,0.045147248620771345,0.005399736522440815,0.05054698514321216,False
1h,z_high_w__hurst_w,z_high_w,hurst_w,0.02512115772244073,0.05045154712141665,0.025330389398975917,-0.04724239618715694,0.05045154712141665,False
1h,price_accel_1b__vol_velocity_w,price_accel_1b,vol_velocity_w,0.0031956348195100997,0.05039114539916529,0.04719551057965519,-0.02701569607863413,0.05039114539916529,False
1h,vol_velocity_1b__swing_noise_w,vol_velocity_1b,swing_noise_w,0.0010295336615456909,0.04985254155128358,0.04882300788973789,-0.04985254155128358,0.0010295336615456909,False
5s,price_sigma_w__reversion_prob_w,price_sigma_w,reversion_prob_w,0.013495693060089459,0.04983599081091744,0.036340297750827984,-0.04983599081091744,-0.013495693060089459,False
5m,body__vwap_w,body,vwap_w,0.0028961135012138283,0.04978457583755305,0.046888462336339226,-0.04978457583755305,0.030351721117991528,False
1h,vol_accel_w__price_mean_w,vol_accel_w,price_mean_w,0.0006360460999188766,0.04969257875950644,0.04905653265958756,-0.0368844972388741,0.04969257875950644,False
4h,vol_accel_w__hurst_w,vol_accel_w,hurst_w,0.005235679205793917,0.049524142963102424,0.04428846375730851,-0.049524142963102424,0.035402989248880135,False
1h,price_accel_1b__vol_sigma_w,price_accel_1b,vol_sigma_w,0.002754510002813008,0.04901127042715989,0.046256760424346885,-0.0361307132769426,0.04901127042715989,False
5s,vol_sigma_w__z_high_w,vol_sigma_w,z_high_w,0.003303640550751226,0.04868471643393446,0.045381075883183235,-0.024824196372838534,0.04868471643393446,False
