**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,pair,c1,c2,r_min,r_max,regime_min,regime_max,n_regimes,spread
5m,price_velocity_1b__reversion_prob_w,price_velocity_1b,reversion_prob_w,-0.07135686585067662,0.13649619197013843,UP_SMOOTH,DOWN_SMOOTH,6,0.20785305782081503
1m,body__price_sigma_w,body,price_sigma_w,-0.1382938970823782,0.06954456856837994,UP_CHOPPY,UP_SMOOTH,6,0.20783846565075814
5m,price_velocity_1b__vol_accel_1b,price_velocity_1b,vol_accel_1b,-0.14677966945760856,0.060743134470813955,DOWN_CHOPPY,UP_SMOOTH,6,0.2075228039284225
1m,body__swing_noise_w,body,swing_noise_w,-0.13720163719157819,0.068279836974052,UP_CHOPPY,UP_SMOOTH,6,0.20548147416563017
15m,vwap_w__hurst_w,vwap_w,hurst_w,-0.11916449169474674,0.08611196315873258,DOWN_CHOPPY,DOWN_SMOOTH,6,0.20527645485347934
1m,price_velocity_1b__price_sigma_w,price_velocity_1b,price_sigma_w,-0.13717118696052727,0.06802305950133541,UP_CHOPPY,UP_SMOOTH,6,0.20519424646186268
1m,price_velocity_1b__swing_noise_w,price_velocity_1b,swing_noise_w,-0.13646972994485987,0.06851177750277594,UP_CHOPPY,UP_SMOOTH,6,0.20498150744763582
4h,price_accel_1b__price_sigma_w,price_accel_1b,price_sigma_w,-0.13255306256426094,0.07213207222331687,UP_SMOOTH,DOWN_SMOOTH,6,0.20468513478757783
5m,price_accel_1b__bar_range,price_accel_1b,bar_range,-0.10912288269572121,0.09528477336405947,DOWN_SMOOTH,UP_CHOPPY,6,0.20440765605978067
15m,price_mean_w__hurst_w,price_mean_w,hurst_w,-0.11854207826660182,0.08565860455916727,DOWN_CHOPPY,DOWN_SMOOTH,6,0.2042006828257691
4h,price_accel_1b__SE_high_w,price_accel_1b,SE_high_w,-0.12085232742355095,0.07918623997333922,UP_SMOOTH,DOWN_SMOOTH,6,0.2000385673968902
4h,price_accel_1b__vol_sigma_w,price_accel_1b,vol_sigma_w,-0.13835557699905737,0.060752381470701416,FLAT_SMOOTH,DOWN_SMOOTH,6,0.1991079584697588
5m,vol_accel_1b__body,vol_accel_1b,body,-0.14334050827609565,0.05496529903622112,DOWN_CHOPPY,UP_SMOOTH,6,0.19830580731231678
15s,price_accel_w__SE_high_w,price_accel_w,SE_high_w,-0.13449367672290502,0.06340808940259851,UP_CHOPPY,DOWN_CHOPPY,6,0.19790176612550353
5m,vol_velocity_1b__z_se_w,vol_velocity_1b,z_se_w,-0.14342782942594137,0.052642332099291235,DOWN_SMOOTH,UP_SMOOTH,6,0.1960701615252326
15s,price_accel_1b__price_sigma_w,price_accel_1b,price_sigma_w,-0.13770753960307175,0.05628363822840675,UP_SMOOTH,FLAT_CHOPPY,6,0.1939911778314785
15m,z_se_w__swing_noise_w,z_se_w,swing_noise_w,-0.08129796153909102,0.11176069272893151,UP_SMOOTH,DOWN_CHOPPY,6,0.19305865426802254
1m,price_accel_w__vol_accel_w,price_accel_w,vol_accel_w,-0.11552555947497309,0.07632283979693237,DOWN_SMOOTH,UP_SMOOTH,6,0.19184839927190545
4h,price_accel_1b__vol_mean_w,price_accel_1b,vol_mean_w,-0.11268069122555695,0.07538317086245733,FLAT_SMOOTH,DOWN_SMOOTH,6,0.1880638620880143
1m,price_accel_1b__SE_low_w,price_accel_1b,SE_low_w,-0.08612902760415285,0.10095367363418781,UP_CHOPPY,UP_SMOOTH,6,0.18708270123834064
5m,body__reversion_prob_w,body,reversion_prob_w,-0.06118120841801676,0.12448646075090036,UP_SMOOTH,DOWN_SMOOTH,6,0.18566766916891714
1m,price_velocity_1b__vol_velocity_1b,price_velocity_1b,vol_velocity_1b,-0.10332828429102925,0.07959224310054976,DOWN_CHOPPY,UP_SMOOTH,6,0.182920527391579
1m,vol_velocity_1b__body,vol_velocity_1b,body,-0.10218343130908081,0.07960946559111369,DOWN_CHOPPY,UP_SMOOTH,6,0.1817928969001945
1m,price_accel_w__reversion_prob_w,price_accel_w,reversion_prob_w,-0.0847703092079953,0.09569900740159405,UP_SMOOTH,DOWN_SMOOTH,6,0.18046931660958937
1h,vol_velocity_1b__price_velocity_w,vol_velocity_1b,price_velocity_w,-0.06921580715979078,0.1098477168856558,UP_SMOOTH,DOWN_CHOPPY,6,0.17906352404544656
15m,z_low_w__swing_noise_w,z_low_w,swing_noise_w,-0.059385216975542075,0.11878746055348773,UP_SMOOTH,DOWN_CHOPPY,6,0.1781726775290298
1m,price_accel_1b__reversion_prob_w,price_accel_1b,reversion_prob_w,-0.10048074240967243,0.07582264521561118,UP_SMOOTH,DOWN_SMOOTH,6,0.1763033876252836
1h,vol_velocity_w__price_mean_w,vol_velocity_w,price_mean_w,-0.08064066651291579,0.09339723664407291,UP_SMOOTH,DOWN_SMOOTH,6,0.1740379031569887
1m,price_accel_1b__vol_velocity_1b,price_accel_1b,vol_velocity_1b,-0.0918106642991087,0.08094450226486558,UP_CHOPPY,UP_SMOOTH,6,0.17275516656397427
1D,z_high_w__hurst_w,z_high_w,hurst_w,-0.06788033702124309,0.10279703543244943,UP_SMOOTH,UP_CHOPPY,6,0.17067737245369252
1m,body__vol_velocity_w,body,vol_velocity_w,-0.09879766051796886,0.07141675313501872,DOWN_SMOOTH,UP_SMOOTH,6,0.17021441365298756
5m,body__vol_mean_w,body,vol_mean_w,-0.07142826216172851,0.0983431178983557,DOWN_SMOOTH,UP_SMOOTH,6,0.16977138006008421
1m,price_velocity_1b__vol_velocity_w,price_velocity_1b,vol_velocity_w,-0.09862412020146033,0.07069333314623287,DOWN_SMOOTH,UP_SMOOTH,6,0.16931745334769321
5m,price_accel_w__reversion_prob_w,price_accel_w,reversion_prob_w,-0.07217976671318212,0.09443943453380103,UP_SMOOTH,DOWN_SMOOTH,6,0.16661920124698315
5m,price_accel_w__price_sigma_w,price_accel_w,price_sigma_w,-0.08022259535944672,0.08566591387965236,DOWN_SMOOTH,UP_SMOOTH,6,0.1658885092390991
1m,vol_velocity_1b__price_accel_w,vol_velocity_1b,price_accel_w,-0.09961198233304974,0.0653494948047008,DOWN_SMOOTH,UP_SMOOTH,6,0.16496147713775056
5m,vol_sigma_w__hurst_w,vol_sigma_w,hurst_w,-0.0718217537704888,0.0892367580257226,UP_CHOPPY,DOWN_SMOOTH,6,0.1610585117962114
5m,price_velocity_1b__vol_mean_w,price_velocity_1b,vol_mean_w,-0.06528362840815825,0.09313052079724755,DOWN_SMOOTH,UP_SMOOTH,6,0.1584141492054058
1h,reversion_prob_w__swing_noise_w,reversion_prob_w,swing_noise_w,-0.10022957166093201,0.05728872869690884,FLAT_SMOOTH,UP_CHOPPY,6,0.15751830035784084
15m,vol_velocity_w__hurst_w,vol_velocity_w,hurst_w,-0.06474821548927952,0.09237280878986845,DOWN_SMOOTH,UP_CHOPPY,6,0.15712102427914798
1m,body__vol_sigma_w,body,vol_sigma_w,-0.08212352017284222,0.07477903138597529,DOWN_SMOOTH,UP_SMOOTH,6,0.1569025515588175
1m,price_velocity_1b__vol_sigma_w,price_velocity_1b,vol_sigma_w,-0.08266896994531577,0.07418918835838943,DOWN_SMOOTH,UP_SMOOTH,6,0.1568581583037052
1h,vol_velocity_w__SE_high_w,vol_velocity_w,SE_high_w,-0.07307738120408028,0.083599614342249,DOWN_CHOPPY,UP_CHOPPY,6,0.15667699554632927
1h,price_accel_1b__SE_low_w,price_accel_1b,SE_low_w,-0.09874148159594492,0.05694193201339819,UP_SMOOTH,DOWN_CHOPPY,6,0.15568341360934312
5s,price_accel_1b__SE_high_w,price_accel_1b,SE_high_w,-0.05333943089752394,0.10207113871792499,DOWN_SMOOTH,UP_SMOOTH,6,0.1554105696154489
1m,price_velocity_w__vwap_w,price_velocity_w,vwap_w,-0.07763430223847169,0.07657638419556845,UP_SMOOTH,DOWN_SMOOTH,6,0.15421068643404012
5s,price_accel_1b__SE_low_w,price_accel_1b,SE_low_w,-0.07618154447900487,0.07791812857829485,UP_CHOPPY,UP_SMOOTH,6,0.1540996730572997
1m,price_velocity_w__price_mean_w,price_velocity_w,price_mean_w,-0.07935278315708058,0.07380022885891573,UP_SMOOTH,DOWN_SMOOTH,6,0.1531530120159963
1h,vol_velocity_w__SE_low_w,vol_velocity_w,SE_low_w,-0.06255027102041524,0.08966378343720774,FLAT_SMOOTH,FLAT_CHOPPY,6,0.15221405445762298
15s,price_accel_w__vol_accel_w,price_accel_w,vol_accel_w,-0.07602224267184632,0.07528494234794264,UP_SMOOTH,UP_CHOPPY,6,0.15130718501978896
15m,z_high_w__swing_noise_w,z_high_w,swing_noise_w,-0.07265617757088684,0.07839348087704993,UP_SMOOTH,DOWN_CHOPPY,6,0.15104965844793677
15m,price_velocity_1b__price_mean_w,price_velocity_1b,price_mean_w,-0.09039952128319811,0.0592481537999814,UP_SMOOTH,DOWN_SMOOTH,6,0.1496476750831795
5m,vol_velocity_w__z_high_w,vol_velocity_w,z_high_w,-0.06168050993644868,0.08745154037153012,DOWN_SMOOTH,UP_SMOOTH,6,0.1491320503079788
15m,price_velocity_1b__vwap_w,price_velocity_1b,vwap_w,-0.08775791237672526,0.06085452816170555,UP_SMOOTH,DOWN_SMOOTH,6,0.1486124405384308
15m,bar_range__hurst_w,bar_range,hurst_w,-0.08029419308230594,0.06809444699755667,DOWN_SMOOTH,DOWN_CHOPPY,6,0.1483886400798626
5m,vwap_w__hurst_w,vwap_w,hurst_w,-0.09052365143789393,0.05741908397161679,FLAT_SMOOTH,DOWN_CHOPPY,6,0.14794273540951072
5m,price_mean_w__hurst_w,price_mean_w,hurst_w,-0.09057643186389695,0.057242490310656126,FLAT_SMOOTH,DOWN_CHOPPY,6,0.14781892217455309
1m,price_velocity_1b__vol_mean_w,price_velocity_1b,vol_mean_w,-0.08967693168788914,0.05631890393114379,DOWN_SMOOTH,UP_SMOOTH,6,0.14599583561903293
1m,body__vol_mean_w,body,vol_mean_w,-0.0888729658110136,0.056796040767074764,DOWN_SMOOTH,UP_SMOOTH,6,0.14566900657808837
15s,z_se_w__reversion_prob_w,z_se_w,reversion_prob_w,-0.061925586159766614,0.08084524262577132,UP_CHOPPY,DOWN_CHOPPY,6,0.14277082878553793
1h,z_high_w__SE_high_w,z_high_w,SE_high_w,-0.0815083653286821,0.06119950512438305,DOWN_SMOOTH,DOWN_CHOPPY,6,0.14270787045306516
4h,vol_accel_1b__z_se_w,vol_accel_1b,z_se_w,-0.06794512650372302,0.07468392060033213,UP_CHOPPY,DOWN_CHOPPY,6,0.14262904710405516
15s,price_accel_w__vol_sigma_w,price_accel_w,vol_sigma_w,-0.07508481077621029,0.06588641962646709,UP_SMOOTH,DOWN_SMOOTH,6,0.1409712304026774
1h,price_sigma_w__reversion_prob_w,price_sigma_w,reversion_prob_w,-0.057111961171020714,0.08382727285716271,FLAT_SMOOTH,DOWN_CHOPPY,6,0.14093923402818342
5m,price_accel_w__SE_low_w,price_accel_w,SE_low_w,-0.07677420199317217,0.06410477390960978,DOWN_SMOOTH,FLAT_SMOOTH,6,0.14087897590278195
1m,price_accel_1b__vol_velocity_w,price_accel_1b,vol_velocity_w,-0.07768751172772759,0.06304763193559938,UP_CHOPPY,UP_SMOOTH,6,0.14073514366332696
4h,vol_velocity_w__vwap_w,vol_velocity_w,vwap_w,-0.05206116864846886,0.08728617291871398,UP_CHOPPY,UP_SMOOTH,6,0.13934734156718284
15s,vol_accel_1b__SE_low_w,vol_accel_1b,SE_low_w,-0.08616357436343078,0.051659204996968966,UP_CHOPPY,UP_SMOOTH,6,0.13782277936039974
4h,vol_velocity_w__price_mean_w,vol_velocity_w,price_mean_w,-0.05077636020529491,0.08535983251532535,UP_CHOPPY,UP_SMOOTH,6,0.13613619272062027
1h,z_low_w__hurst_w,z_low_w,hurst_w,-0.057981730809041496,0.07791550856975332,FLAT_SMOOTH,DOWN_SMOOTH,6,0.13589723937879483
15m,body__vwap_w,body,vwap_w,-0.08394518364709497,0.05135823809781857,UP_SMOOTH,DOWN_SMOOTH,6,0.13530342174491355
5s,price_accel_1b__price_sigma_w,price_accel_1b,price_sigma_w,-0.07967880851221286,0.05409352297608479,DOWN_SMOOTH,UP_SMOOTH,6,0.13377233148829765
5m,vol_velocity_w__z_se_w,vol_velocity_w,z_se_w,-0.07515430728579897,0.05821278497631013,DOWN_SMOOTH,UP_SMOOTH,6,0.1333670922621091
1h,price_accel_1b__price_sigma_w,price_accel_1b,price_sigma_w,-0.05954226321790326,0.06772627567802052,UP_SMOOTH,DOWN_SMOOTH,6,0.12726853889592377
15s,price_accel_1b__vol_accel_1b,price_accel_1b,vol_accel_1b,-0.07625320416168771,0.050250361575514726,DOWN_SMOOTH,DOWN_CHOPPY,6,0.12650356573720245
15m,price_accel_w__SE_low_w,price_accel_w,SE_low_w,-0.05628278705273552,0.07000013325548328,DOWN_CHOPPY,FLAT_SMOOTH,6,0.1262829203082188
1h,vol_velocity_w__vwap_w,vol_velocity_w,vwap_w,-0.059959402420729405,0.06076799914945985,UP_SMOOTH,DOWN_SMOOTH,6,0.12072740157018925
4h,vol_velocity_1b__vol_sigma_w,vol_velocity_1b,vol_sigma_w,-0.05538901268838035,0.05637160824817866,FLAT_SMOOTH,UP_SMOOTH,6,0.111760620936559
15s,vol_accel_1b__body,vol_accel_1b,body,-0.05888594003409975,0.05164832913170414,FLAT_CHOPPY,UP_CHOPPY,6,0.11053426916580389
15m,price_accel_w__swing_noise_w,price_accel_w,swing_noise_w,-0.05190519989328051,0.055381802833233074,UP_SMOOTH,DOWN_CHOPPY,6,0.10728700272651359
1m,price_accel_1b__vol_sigma_w,price_accel_1b,vol_sigma_w,-0.05594127515867949,0.051015657557394296,UP_CHOPPY,UP_SMOOTH,6,0.10695693271607379
15s,price_velocity_1b__reversion_prob_w,price_velocity_1b,reversion_prob_w,-0.050224022811630235,0.05635059833927412,UP_CHOPPY,FLAT_CHOPPY,6,0.10657462115090435
4h,vol_accel_w__vol_sigma_w,vol_accel_w,vol_sigma_w,-0.05075254054524585,0.05028959312571934,UP_SMOOTH,UP_CHOPPY,6,0.10104213367096518
