
STRATEGY PERFORMANCE REPORT
ID         | Tier | Trades | Win%  | Sharpe | PnL        | MaxDD      | Risk 
265        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
267        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
269        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
271        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
279        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
292        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
298        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
386        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
256        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
258        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
262        | 3    | 0      |   0.0 |   0.00 | $0.00      | $0.00      | 1.00
290        | 3    | 7      |  28.6 |  -0.25 | $-36.00    | $57.00     | 0.68
346        | 3    | 5      |  20.0 |  -0.28 | $-10.50    | $15.00     | 0.64
332        | 3    | 7      |  28.6 |  -0.45 | $-33.50    | $49.50     | 0.82
354        | 3    | 4      |   0.0 |  -1.22 | $-37.00    | $17.00     | 1.18
396        | 3    | 4      |   0.0 |  -1.76 | $-17.50    | $10.50     | 1.18
358        | 3    | 2      |   0.0 |  -4.20 | $-10.50    | $4.00      | 1.14
381        | 3    | 4      |   0.0 |  -4.93 | $-23.50    | $16.00     | 1.18
324        | 3    | 2      |   0.0 |  -6.33 | $-9.50     | $4.00      | 1.14
363        | 3    | 7      |   0.0 |  -8.98 | $-33.00    | $28.50     | 1.24
357        | 3    | 2      |   0.0 | -21.00 | $-10.50    | $5.00      | 1.14
291        | 4    | 120    |  34.2 |   0.08 | $104.50    | $103.00    | 0.50
325        | 4    | 188    |  34.0 |   0.07 | $305.50    | $227.50    | 0.55
288        | 4    | 41     |  26.8 |   0.05 | $39.50     | $120.00    | 0.54
317        | 4    | 140    |  31.4 |  -0.02 | $-66.50    | $388.00    | 0.61
283        | 4    | 19     |  47.4 |  -0.02 | $-6.50     | $58.00     | 0.63
276        | 4    | 19     |  31.6 |  -0.03 | $-8.00     | $75.50     | 0.66
319        | 4    | 42     |  31.0 |  -0.03 | $-22.50    | $123.50    | 0.56
305        | 4    | 188    |  32.4 |  -0.03 | $-146.50   | $388.50    | 0.58
356        | 4    | 63     |  28.6 |  -0.06 | $-35.50    | $106.50    | 0.58
373        | 4    | 15     |  33.3 |  -0.07 | $-15.50    | $34.50     | 0.55
293        | 4    | 70     |  30.0 |  -0.07 | $-59.50    | $117.00    | 0.56
286        | 4    | 27     |  33.3 |  -0.08 | $-24.50    | $44.00     | 0.55
365        | 4    | 68     |  32.4 |  -0.08 | $-53.50    | $151.00    | 0.70
353        | 4    | 26     |  34.6 |  -0.09 | $-21.50    | $78.00     | 0.69
297        | 4    | 108    |  28.7 |  -0.09 | $-128.00   | $228.00    | 0.66
330        | 4    | 53     |  32.1 |  -0.11 | $-57.50    | $80.50     | 0.65
355        | 4    | 22     |  27.3 |  -0.11 | $-23.00    | $35.50     | 0.58
364        | 4    | 18     |  22.2 |  -0.13 | $-27.50    | $58.00     | 0.69
311        | 4    | 64     |  35.9 |  -0.13 | $-262.50   | $259.50    | 0.72
299        | 4    | 48     |  29.2 |  -0.20 | $-110.00   | $121.50    | 0.69
329        | 4    | 62     |  27.4 |  -0.24 | $-263.00   | $288.00    | 0.78
323        | 4    | 67     |  29.9 |  -0.24 | $-210.50   | $221.50    | 0.81
328        | 4    | 120    |  25.0 |  -0.26 | $-401.00   | $411.00    | 0.83
342        | 4    | 32     |  18.8 |  -0.42 | $-77.00    | $96.50     | 0.79
285        | 4    | 11     |  18.2 |  -0.50 | $-40.00    | $47.50     | 0.75
384        | 4    | 12     |  25.0 |  -0.56 | $-46.50    | $42.50     | 0.90
334        | 4    | 10     |  10.0 |  -0.60 | $-57.50    | $53.50     | 0.78
303        | 4    | 10     |   0.0 |  -2.19 | $-111.50   | $99.00     | 1.30
349        | 4    | 10     |   0.0 |  -2.33 | $-94.50    | $81.00     | 1.30
344        | 4    | 10     |   0.0 |  -2.56 | $-62.00    | $57.00     | 1.30

Saved 1 Tier 1 strategies to checkpoints\production_playbook.pkl

TIER SUMMARY:
  Tier 1 (PRODUCTION): 1 templates
  Tier 2 (PROMISING): 12 templates
  Tier 3 (UNPROVEN): 354 templates
  Tier 4 (TOXIC): 30 templates

ANCESTRY ANALYSIS (Tier 1):
  Roche-backed: 0
  Structure-backed: 1

================================================================================
PARETO ANALYSIS  (top contributors to gross profit)
================================================================================
  Gross profit from winning trades: $28,655.50  (1,408 wins of 3,754 total)

  -- BY TEMPLATE --
  Key                       PnL  Trades    Cum%
  1                  $ 2,895.00     100    10.1%
  4                  $ 2,490.00      64    18.8%
  296                $ 1,828.00      88    25.2%
  313                $ 1,812.50      97    31.5%
  326                $ 1,710.50      66    37.5%
  325                $ 1,524.50      64    42.8%
  305                $ 1,309.00      61    47.4%
  294                $ 1,053.50      66    51.0%
  317                $   968.00      44    54.4%
  280                $   936.50      15    57.7%
  => 22 of 70 keys (31%) drive 80% of profit

  -- BY DIRECTION --
  Key                       PnL  Trades    Cum%
  SHORT              $20,006.50     947    69.8%
  LONG               $ 8,649.00     461   100.0% <-- 80%
  => 2 of 2 keys (100%) drive 80% of profit

  -- BY ORACLE LABEL --
  Key                       PnL  Trades    Cum%
  MEGA_SHORT         $ 8,025.00     442    28.0%
  MEGA_LONG          $ 7,537.00     368    54.3%
  SCALP_LONG         $ 5,764.00     236    74.4%
  SCALP_SHORT        $ 4,659.00     223    90.7% <-- 80%
  NOISE              $ 2,647.50     137    99.9%
  WORKER_BYPASS      $    23.00       2   100.0%
  => 4 of 6 keys (67%) drive 80% of profit
