pnl,duration,entry_ts,exit_ts,direction
21.5,161.0,1708590200.0,1708591005.0,short
11.5,153.0,1708591005.0,1708591770.0,long
-27.0,155.0,1708591845.0,1708592620.0,long
-13.5,147.0,1708592620.0,1708593355.0,short
1.5,152.0,1708593385.0,1708594145.0,short
11.5,155.0,1708594290.0,1708595065.0,long
16.0,176.0,1708595070.0,1708595950.0,long
1.0,193.0,1708595950.0,1708596915.0,short
4.0,193.0,1708596925.0,1708597890.0,short
20.0,171.0,1708597890.0,1708598745.0,long
0.0,161.0,1708598850.0,1708599655.0,long
-39.0,205.0,1708599675.0,1708600700.0,short
8.5,164.0,1708600700.0,1708601520.0,long
2.5,217.0,1708601530.0,1708602615.0,long
11.0,151.0,1708602615.0,1708603370.0,short
25.5,181.0,1708603405.0,1708604310.0,short
3.0,154.0,1708604310.0,1708605080.0,long
-14.0,145.0,1708605080.0,1708605805.0,short
-13.5,167.0,1708605805.0,1708606640.0,long
-2.0,165.0,1708606640.0,1708607465.0,short
10.0,176.0,1708607465.0,1708608345.0,long
-15.5,157.0,1708608495.0,1708609280.0,short
-26.5,178.0,1708609395.0,1708610285.0,short
-41.0,150.0,1708610315.0,1708611065.0,long
-13.0,178.0,1708611100.0,1708611990.0,long
25.0,146.0,1708612075.0,1708612805.0,long
61.5,165.0,1708612810.0,1708613635.0,long
6.0,149.0,1708613635.0,1708614380.0,short
15.0,160.0,1708614400.0,1708615200.0,long
56.0,162.0,1708615215.0,1708616025.0,long
111.0,149.0,1708616080.0,1708616825.0,short
-9.0,162.0,1708616875.0,1708617685.0,short
-86.0,148.0,1708617735.0,1708618475.0,short
-36.0,145.0,1708618480.0,1708619205.0,short
-17.5,162.0,1708619225.0,1708620035.0,short
32.5,146.0,1708620050.0,1708620780.0,short
-40.5,193.0,1708620855.0,1708621820.0,short
23.0,161.0,1708621855.0,1708622660.0,long
8.5,169.0,1708622765.0,1708623610.0,long
-22.5,145.0,1708623610.0,1708624335.0,short
36.0,152.0,1708624365.0,1708625125.0,long
-6.5,146.0,1708625160.0,1708625890.0,short
21.5,205.0,1708625890.0,1708626915.0,long
-35.0,178.0,1708626925.0,1708627815.0,short
15.0,159.0,1708627815.0,1708628610.0,long
-32.0,169.0,1708628610.0,1708629455.0,short
25.0,155.0,1708629455.0,1708630230.0,long
37.5,165.0,1708630250.0,1708631075.0,short
-57.0,165.0,1708631075.0,1708631900.0,long
44.5,165.0,1708631905.0,1708632730.0,long
-25.0,174.0,1708632865.0,1708633735.0,short
-51.5,146.0,1708633950.0,1708634680.0,short
-30.5,160.0,1708634695.0,1708635495.0,long
56.0,146.0,1708635555.0,1708636285.0,short
-25.5,178.0,1708636285.0,1708637175.0,long
-20.5,146.0,1708637195.0,1708637925.0,short
-11.0,166.0,1708638040.0,1708638870.0,short
-2.0,6.0,1708638870.0,1708638900.0,long
11.0,156.0,1708642885.0,1708643665.0,short
19.5,150.0,1708643665.0,1708644415.0,long
-17.0,153.0,1708644430.0,1708645195.0,short
-9.0,156.0,1708645195.0,1708645975.0,long
19.0,165.0,1708645980.0,1708646805.0,short
3.5,147.0,1708646820.0,1708647555.0,long
-32.5,198.0,1708647585.0,1708648575.0,long
-11.0,193.0,1708648590.0,1708649555.0,short
6.5,180.0,1708649640.0,1708650540.0,long
-4.0,176.0,1708650540.0,1708651420.0,short
30.0,175.0,1708651420.0,1708652295.0,long
13.5,180.0,1708652295.0,1708653195.0,short
6.0,177.0,1708653195.0,1708654080.0,long
-2.0,145.0,1708654080.0,1708654805.0,short
-7.5,216.0,1708654960.0,1708656040.0,short
-9.0,162.0,1708656040.0,1708656850.0,long
6.0,167.0,1708656850.0,1708657685.0,short
-17.0,201.0,1708657870.0,1708658875.0,short
1.0,172.0,1708658935.0,1708659795.0,long
1.5,152.0,1708659795.0,1708660555.0,short
-7.0,156.0,1708660555.0,1708661335.0,long
-13.5,166.0,1708661395.0,1708662225.0,short
-2.5,150.0,1708662225.0,1708662975.0,long
-8.5,169.0,1708662975.0,1708663820.0,short
-7.0,163.0,1708663820.0,1708664635.0,long
-6.0,170.0,1708664635.0,1708665485.0,short
-4.5,175.0,1708665485.0,1708666360.0,long
-4.0,150.0,1708666610.0,1708667360.0,short
1.0,205.0,1708667365.0,1708668390.0,long
-2.5,152.0,1708668390.0,1708669150.0,short
-12.5,148.0,1708669150.0,1708669890.0,long
-1.5,150.0,1708670120.0,1708670870.0,short
-4.5,148.0,1708670870.0,1708671610.0,long
11.0,149.0,1708671630.0,1708672375.0,short
1.0,170.0,1708672405.0,1708673255.0,long
-8.5,158.0,1708673255.0,1708674045.0,short
18.5,148.0,1708674130.0,1708674870.0,long
36.5,149.0,1708674870.0,1708675615.0,short
-1.0,149.0,1708675615.0,1708676360.0,long
-18.0,166.0,1708676360.0,1708677190.0,short
11.5,186.0,1708677230.0,1708678160.0,short
-23.0,206.0,1708678180.0,1708679210.0,long
-11.0,155.0,1708679230.0,1708680005.0,short
-37.0,145.0,1708680005.0,1708680730.0,long
-3.5,154.0,1708680730.0,1708681500.0,short
10.5,196.0,1708681500.0,1708682480.0,long
-12.5,243.0,1708682525.0,1708683740.0,short
-8.0,149.0,1708683740.0,1708684485.0,long
-23.5,156.0,1708684485.0,1708685265.0,short
-4.0,181.0,1708685435.0,1708686340.0,long
-12.0,168.0,1708686340.0,1708687180.0,short
-11.5,150.0,1708687220.0,1708687970.0,long
-22.5,213.0,1708687970.0,1708689035.0,short
-3.0,170.0,1708689050.0,1708689900.0,long
9.5,146.0,1708689980.0,1708690710.0,short
21.0,149.0,1708690710.0,1708691455.0,long
-1.0,169.0,1708691475.0,1708692320.0,short
12.0,175.0,1708692365.0,1708693240.0,long
-22.0,194.0,1708693240.0,1708694210.0,short
22.5,157.0,1708694425.0,1708695210.0,long
-0.5,146.0,1708695210.0,1708695940.0,short
3.0,148.0,1708695960.0,1708696700.0,long
-32.0,176.0,1708696830.0,1708697710.0,short
28.0,159.0,1708697755.0,1708698550.0,long
28.5,174.0,1708698560.0,1708699430.0,long
8.5,148.0,1708699430.0,1708700170.0,short
-74.5,152.0,1708700170.0,1708700930.0,long
-2.0,149.0,1708700935.0,1708701680.0,long
20.5,153.0,1708701750.0,1708702515.0,short
33.0,169.0,1708702530.0,1708703375.0,short
68.5,152.0,1708703445.0,1708704205.0,short
-67.5,145.0,1708704205.0,1708704930.0,long
-85.0,149.0,1708704970.0,1708705715.0,short
3.5,173.0,1708705720.0,1708706585.0,short
-40.0,145.0,1708706730.0,1708707455.0,short
46.0,146.0,1708707535.0,1708708265.0,long
-33.5,153.0,1708708300.0,1708709065.0,long
18.5,177.0,1708709065.0,1708709950.0,short
-26.0,145.0,1708710065.0,1708710790.0,short
-2.0,168.0,1708710790.0,1708711630.0,long
-37.0,155.0,1708711630.0,1708712405.0,short
-5.5,178.0,1708712450.0,1708713340.0,short
-51.5,199.0,1708713340.0,1708714335.0,long
-25.5,159.0,1708714410.0,1708715205.0,long
-80.0,217.0,1708715220.0,1708716305.0,long
43.0,146.0,1708716410.0,1708717140.0,long
27.5,152.0,1708717140.0,1708717900.0,short
3.5,184.0,1708717900.0,1708718820.0,long
31.5,165.0,1708718820.0,1708719645.0,short
-36.0,153.0,1708719645.0,1708720410.0,long
40.0,154.0,1708720490.0,1708721260.0,long
63.5,269.0,1708721260.0,1708722605.0,short
-16.0,147.0,1708722605.0,1708723340.0,long
-22.0,248.0,1708723340.0,1708724580.0,short
4.5,109.0,1708724755.0,1708725300.0,short
-52.0,213.0,1708902085.0,1708903150.0,short
-28.5,217.0,1708903180.0,1708904265.0,short
-13.0,236.0,1708904265.0,1708905445.0,long
48.0,149.0,1708905445.0,1708906190.0,short
-10.0,180.0,1708906265.0,1708907165.0,long
-6.5,149.0,1708907165.0,1708907910.0,short
-45.5,196.0,1708907910.0,1708908890.0,long
22.0,198.0,1708908890.0,1708909880.0,short
-36.5,182.0,1708909990.0,1708910900.0,short
14.5,182.0,1708910900.0,1708911810.0,long
4.5,167.0,1708911850.0,1708912685.0,short
-3.5,149.0,1708912770.0,1708913515.0,short
-3.5,155.0,1708913605.0,1708914380.0,long
10.0,246.0,1708914420.0,1708915650.0,long
9.5,182.0,1708915650.0,1708916560.0,short
-12.0,155.0,1708916560.0,1708917335.0,long
-2.0,149.0,1708917360.0,1708918105.0,short
-0.5,151.0,1708918130.0,1708918885.0,long
-10.5,167.0,1708919245.0,1708920080.0,long
-0.5,150.0,1708920230.0,1708920980.0,short
5.5,150.0,1708920990.0,1708921740.0,short
9.0,207.0,1708921740.0,1708922775.0,long
-4.5,153.0,1708922775.0,1708923540.0,short
5.0,150.0,1708923645.0,1708924395.0,long
-8.5,162.0,1708924395.0,1708925205.0,short
2.0,157.0,1708925205.0,1708925990.0,long
5.5,158.0,1708925990.0,1708926780.0,short
-10.0,209.0,1708926780.0,1708927825.0,long
-18.5,177.0,1708927915.0,1708928800.0,long
8.5,161.0,1708928800.0,1708929605.0,short
-11.5,151.0,1708929605.0,1708930360.0,long
-11.5,149.0,1708930365.0,1708931110.0,short
-7.0,213.0,1708931250.0,1708932315.0,long
3.0,259.0,1708932605.0,1708933900.0,short
-31.0,149.0,1708933930.0,1708934675.0,short
-8.5,157.0,1708934675.0,1708935460.0,long
11.5,165.0,1708935530.0,1708936355.0,long
10.5,160.0,1708936670.0,1708937470.0,long
-6.5,151.0,1708937470.0,1708938225.0,short
-35.5,145.0,1708938270.0,1708938995.0,long
-46.5,151.0,1708938995.0,1708939750.0,short
20.0,245.0,1708939750.0,1708940975.0,long
-1.5,175.0,1708941040.0,1708941915.0,long
-7.5,154.0,1708941915.0,1708942685.0,short
0.0,147.0,1708942740.0,1708943475.0,long
-10.5,148.0,1708943475.0,1708944215.0,short
-5.5,148.0,1708944215.0,1708944955.0,long
-0.5,185.0,1708944955.0,1708945880.0,short
11.5,176.0,1708945900.0,1708946780.0,long
1.0,153.0,1708946780.0,1708947545.0,short
-23.5,145.0,1708947545.0,1708948270.0,long
6.5,198.0,1708948325.0,1708949315.0,short
19.0,151.0,1708949315.0,1708950070.0,long
5.0,151.0,1708950070.0,1708950825.0,short
-20.5,207.0,1708950825.0,1708951860.0,long
-12.5,148.0,1708951860.0,1708952600.0,short
19.0,167.0,1708952600.0,1708953435.0,long
-34.0,168.0,1708953440.0,1708954280.0,short
23.5,146.0,1708954310.0,1708955040.0,long
-22.0,146.0,1708955055.0,1708955785.0,long
-1.0,183.0,1708955785.0,1708956700.0,short
-27.0,164.0,1708956700.0,1708957520.0,long
-57.0,176.0,1708957520.0,1708958400.0,short
-81.5,207.0,1708958400.0,1708959435.0,long
-41.5,162.0,1708959440.0,1708960250.0,short
-62.0,149.0,1708960320.0,1708961065.0,short
-6.0,169.0,1708961065.0,1708961910.0,long
4.5,157.0,1708961985.0,1708962770.0,long
-44.5,163.0,1708962775.0,1708963590.0,long
-6.5,171.0,1708963590.0,1708964445.0,short
-15.5,145.0,1708964505.0,1708965230.0,short
31.5,149.0,1708965230.0,1708965975.0,long
-19.5,159.0,1708965980.0,1708966775.0,short
-26.5,163.0,1708966780.0,1708967595.0,long
-23.5,178.0,1708967595.0,1708968485.0,short
-23.5,165.0,1708968510.0,1708969335.0,long
14.5,187.0,1708969335.0,1708970270.0,short
-29.5,163.0,1708970335.0,1708971150.0,short
-70.5,158.0,1708971415.0,1708972205.0,long
-8.0,147.0,1708972205.0,1708972940.0,short
0.5,154.0,1708972940.0,1708973710.0,long
17.0,190.0,1708973770.0,1708974720.0,long
-41.5,152.0,1708974775.0,1708975535.0,short
-27.0,145.0,1708975535.0,1708976260.0,long
7.5,166.0,1708976315.0,1708977145.0,long
13.0,152.0,1708977305.0,1708978065.0,short
13.5,190.0,1708978065.0,1708979015.0,long
20.5,178.0,1708979015.0,1708979905.0,short
-21.5,160.0,1708979905.0,1708980705.0,long
64.5,150.0,1708980705.0,1708981455.0,short
-6.0,161.0,1708981485.0,1708982290.0,short
-6.0,165.0,1708982290.0,1708983115.0,long
-18.0,154.0,1708983145.0,1708983915.0,long
4.5,117.0,1708983915.0,1708984500.0,short
