pnl,duration,entry_ts,exit_ts,direction
-5.0,1.0,1708456750.0,1708456755.0,long
39.5,261.0,1708456770.0,1708458075.0,long
-5.0,4.0,1708458075.0,1708458095.0,short
38.5,93.0,1708458095.0,1708458560.0,long
-18.0,69.0,1708458565.0,1708458910.0,long
24.0,51.0,1708458915.0,1708459170.0,long
-5.0,1.0,1708459170.0,1708459175.0,short
5.5,118.0,1708459175.0,1708459765.0,long
0.0,59.0,1708459785.0,1708460080.0,long
-17.0,1.0,1708460095.0,1708460100.0,long
-5.0,1.0,1708460100.0,1708460105.0,short
7.5,37.0,1708460105.0,1708460290.0,long
-11.0,18.0,1708460290.0,1708460380.0,short
-3.5,92.0,1708460380.0,1708460840.0,long
1.5,33.0,1708460855.0,1708461020.0,long
-66.0,101.0,1708461025.0,1708461530.0,long
-8.5,45.0,1708461545.0,1708461770.0,long
64.5,155.0,1708461775.0,1708462550.0,long
44.0,96.0,1708462560.0,1708463040.0,long
-51.0,60.0,1708463055.0,1708463355.0,long
-7.5,8.0,1708463365.0,1708463405.0,long
-2.0,55.0,1708463420.0,1708463695.0,long
-8.0,47.0,1708463700.0,1708463935.0,long
14.5,95.0,1708463940.0,1708464415.0,long
5.0,61.0,1708464420.0,1708464725.0,long
-4.5,12.0,1708464735.0,1708464795.0,long
-5.0,3.0,1708464800.0,1708464815.0,long
0.5,133.0,1708464825.0,1708465490.0,long
-8.0,77.0,1708465495.0,1708465880.0,long
-15.5,43.0,1708465885.0,1708466100.0,long
