1m_z_se,1m_variance_ratio,1m_velocity,1m_p_at_center,1m_reversion_prob,1m_bar_range,1m_wick_ratio,5m_z_se,5m_velocity,5m_wick_ratio,15m_z_se,15m_velocity,1h_z_se,bars_held,pnl,actual_pnl,pattern
-0.03675263375043869,0.9263015985488892,8.25,0.7865332365036011,0.998961329460144,53.0,0.43396225571632385,-0.8755366206169128,-8.5,0.7553957104682922,-1.7999463081359863,-41.5,-0.635685384273529,247,1306.0,122.0,BASE_NMP.0
1.3285020589828491,0.1582767367362976,3.25,0.3403097689151764,0.9477612972259521,47.0,0.6595744490623474,-0.08563894033432007,-0.25,0.9850746393203735,-0.2128300964832306,12.0,-1.0820313692092896,196,1132.5,-4.0,BASE_NMP.0
-0.37868568301200867,1.0537112951278687,-3.25,0.7395996451377869,0.9890388250350952,18.0,0.2777777910232544,1.5632418394088745,-5.0,0.3103448152542114,2.3000242710113525,19.0,-0.48936134576797485,258,248.0,77.0,BASE_NMP.0
-1.7874404191970825,0.6566797494888306,-10.0,0.1714102178812027,0.9027802348136902,100.0,0.6100000143051147,-1.2555162906646729,-61.5,0.08921933174133301,0.4897441267967224,-55.0,-0.02522284723818302,23,271.5,42.5,BASE_NMP.0
-2.4772729873657227,0.3318738043308258,-45.75,0.049519751220941544,0.6914589405059814,336.0,0.4702380895614624,0.20179827511310577,-25.0,0.770531415939331,0.548436164855957,-24.5,0.7496070265769958,5,95.5,47.5,BASE_NMP.0
-1.428692102432251,0.8709850907325745,-1.25,0.29719817638397217,0.9404305815696716,34.0,0.8529411554336548,-1.4143954515457153,-9.25,0.5876288414001465,-0.913280189037323,-39.25,0.3411761522293091,21,75.0,13.5,BASE_NMP.0
1.8339157104492188,0.4759749472141266,9.5,0.158626526594162,0.8960129022598267,48.0,0.2708333432674408,0.48477160930633545,17.75,0.2929292917251587,1.035385251045227,43.75,0.8008344769477844,130,215.0,85.5,BASE_NMP.0
-2.8018312454223633,0.3969060778617859,-22.5,0.026501985266804695,0.38210025429725647,130.0,0.3153846263885498,0.028148677200078964,-39.0,0.6615720391273499,0.34695664048194885,-53.25,1.2247414588928223,0,134.0,134.0,BASE_NMP.0
2.624620199203491,0.18698471784591675,7.5,0.037353191524744034,0.5829570889472961,35.0,0.08571428805589676,-0.656202495098114,6.75,0.4920634925365448,0.5011932253837585,-0.25,1.2247414588928223,2,51.5,-49.0,BASE_NMP.0
2.6090564727783203,0.469014048576355,4.25,0.03848867118358612,0.5964541435241699,27.0,0.4444444477558136,0.6150535941123962,7.75,0.5079365372657776,0.5177610516548157,10.5,1.199794054031372,5,22.0,-13.0,BASE_NMP.0
1.4901032447814941,0.294445663690567,2.75,0.2723401188850403,0.9353950619697571,14.0,0.2857142984867096,-0.9025132060050964,1.75,0.71875,0.18947723507881165,-1.5,-0.39858606457710266,248,193.5,44.5,BASE_NMP.0
0.16205714643001556,0.10470494627952576,-0.5,0.7782025933265686,0.9954009056091309,24.0,0.7916666865348816,-0.1459955871105194,-5.25,0.5833333134651184,-0.12818939983844757,-20.0,1.176721215248108,115,63.0,-0.5,BASE_NMP.0
