**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,entry_price,exit_ts,exit_price,direction,pnl_pts,pnl_usd,mfe_pts,mae_pts,leg_min,exit_reason
2026_02_02,1770014580,25228.5,1770014627,25218.5,1,-10.0,-23.0,1.5,11.5,0.7833333333333333,sl
2026_02_02,1770015000,25194.0,1770015060,25204.0,-1,-10.0,-23.0,6.0,16.0,1.0,sl
2026_02_02,1770015480,25231.25,1770015745,25259.25,1,28.0,53.0,34.25,6.5,4.416666666666667,trail
2026_02_02,1770016620,25265.75,1770016700,25275.75,-1,-10.0,-23.0,9.0,11.5,1.3333333333333333,sl
2026_02_02,1770016860,25293.25,1770017485,25303.0,1,9.75,16.5,16.25,9.0,10.416666666666666,trail
2026_02_02,1770022980,25376.75,1770023010,25386.75,-1,-10.0,-23.0,1.25,10.5,0.5,sl
2026_02_02,1770023880,25393.25,1770024000,25406.25,1,13.0,23.0,18.75,4.75,2.0,trail
2026_02_02,1770028560,25428.5,1770028620,25420.75,-1,7.75,12.5,14.25,0.25,1.0,trail
2026_02_02,1770030600,25429.75,1770030900,25436.75,1,7.0,11.0,12.5,7.5,5.0,trail
2026_02_02,1770033542,25447.5,1770033600,25457.5,-1,-10.0,-23.0,0.0,10.75,0.9666666666666667,sl
2026_02_02,1770034080,25481.25,1770034190,25471.25,1,-10.0,-23.0,1.25,11.0,1.8333333333333333,sl
2026_02_02,1770036840,25493.75,1770037115,25485.5,-1,8.25,13.5,17.25,5.0,4.583333333333333,trail
2026_02_02,1770037740,25491.5,1770037780,25481.5,1,-10.0,-23.0,1.0,12.25,0.6666666666666666,sl
2026_02_02,1770039180,25467.5,1770039480,25477.5,-1,-10.0,-23.0,9.5,13.25,5.0,sl
2026_02_02,1770039900,25498.75,1770040130,25501.75,1,3.0,3.0,10.5,5.5,3.8333333333333335,trail
2026_02_02,1770044280,25752.5,1770044345,25740.5,-1,12.0,21.0,22.0,2.0,1.0833333333333333,trail
2026_02_02,1770044580,25774.25,1770044620,25786.0,1,11.75,20.5,20.75,2.0,0.6666666666666666,trail
2026_02_02,1770046140,25875.25,1770046260,25858.5,-1,16.75,30.5,23.25,9.75,2.0,trail
2026_02_02,1770046680,25889.75,1770046760,25899.0,1,9.25,15.5,14.5,5.25,1.3333333333333333,trail
2026_02_02,1770047040,25871.25,1770047210,25866.25,-1,5.0,7.0,10.75,6.0,2.8333333333333335,trail
2026_02_02,1770048600,25850.75,1770048985,25858.75,1,8.0,13.0,13.5,9.25,6.416666666666667,trail
2026_02_02,1770050460,25861.75,1770050550,25871.75,-1,-10.0,-23.0,1.25,10.75,1.5,sl
2026_02_02,1770051300,25879.5,1770051460,25886.5,1,7.0,11.0,13.0,2.25,2.6666666666666665,trail
2026_02_02,1770056520,25905.75,1770056655,25915.75,-1,-10.0,-23.0,7.0,10.25,2.25,sl
2026_02_02,1770058140,25933.5,1770058770,25943.0,1,9.5,16.0,15.0,8.5,10.5,trail
2026_02_02,1770060660,25912.5,1770061040,25906.5,-1,6.0,9.0,12.5,4.0,6.333333333333333,trail
2026_02_02,1770062760,25886.0,1770063095,25893.75,1,7.75,12.5,12.75,6.75,5.583333333333333,trail
2026_02_03,1770078240,25974.75,1770079305,25964.75,1,-10.0,-23.0,8.75,12.75,17.75,sl
2026_02_03,1770079620,25954.75,1770079950,25951.25,-1,3.5,4.0,11.0,4.75,5.5,trail
2026_02_03,1770081122,25979.0,1770081815,25984.25,1,5.25,7.5,11.75,5.25,11.55,trail
2026_02_03,1770082860,25959.5,1770083040,25969.5,-1,-10.0,-23.0,3.5,11.5,3.0,sl
2026_02_03,1770088022,25942.75,1770088421,25932.75,1,-10.0,-23.0,4.0,12.25,6.65,sl
2026_02_03,1770105660,25995.0,1770105690,26005.0,-1,-10.0,-23.0,0.0,13.0,0.5,sl
2026_02_03,1770106620,26019.5,1770106822,26009.5,1,-10.0,-23.0,2.25,10.0,3.3666666666666667,sl
2026_02_03,1770107880,25986.5,1770108731,25981.25,-1,5.25,7.5,11.25,9.75,14.183333333333334,trail
2026_02_03,1770109561,26006.5,1770109740,25996.5,1,-10.0,-23.0,1.0,10.25,2.9833333333333334,sl
2026_02_03,1770110040,25977.0,1770110215,25987.0,-1,-10.0,-23.0,4.0,10.25,2.9166666666666665,sl
2026_02_03,1770120720,25957.5,1770120965,25963.25,1,5.75,8.5,11.0,0.25,4.083333333333333,trail
2026_02_03,1770126660,25969.5,1770127640,25963.75,-1,5.75,8.5,11.75,7.25,16.333333333333332,trail
2026_02_03,1770130080,25793.0,1770130150,25792.5,1,-0.5,-4.0,14.0,3.75,1.1666666666666667,trail
2026_02_03,1770130260,25757.5,1770130330,25767.5,-1,-10.0,-23.0,7.75,13.0,1.1666666666666667,sl
2026_02_03,1770131040,25629.25,1770131055,25632.25,1,3.0,3.0,11.75,1.0,0.25,trail
2026_02_03,1770131220,25574.25,1770131240,25563.0,-1,11.25,19.5,18.25,1.25,0.3333333333333333,trail
2026_02_03,1770131400,25599.75,1770131455,25589.75,1,-10.0,-23.0,8.75,10.0,0.9166666666666666,sl
2026_02_03,1770131580,25552.0,1770131590,25562.0,-1,-10.0,-23.0,6.0,14.25,0.16666666666666666,sl
2026_02_03,1770131820,25576.25,1770131830,25566.25,1,-10.0,-23.0,0.0,12.75,0.16666666666666666,sl
2026_02_03,1770132180,25546.0,1770132195,25556.0,-1,-10.0,-23.0,5.25,10.5,0.25,sl
2026_02_03,1770132360,25531.25,1770132385,25546.25,1,15.0,27.0,22.5,1.0,0.4166666666666667,trail
2026_02_03,1770132720,25525.5,1770132755,25535.5,-1,-10.0,-23.0,3.5,13.5,0.5833333333333334,sl
2026_02_03,1770132780,25558.5,1770132790,25548.5,1,-10.0,-23.0,0.0,10.5,0.16666666666666666,sl
2026_02_03,1770132840,25516.25,1770132880,25508.25,-1,8.0,13.0,13.5,1.75,0.6666666666666666,trail
2026_02_03,1770133080,25520.5,1770133120,25534.0,1,13.5,24.0,19.75,1.5,0.6666666666666666,trail
2026_02_03,1770133560,25513.0,1770133600,25523.0,-1,-10.0,-23.0,0.5,13.25,0.6666666666666666,sl
2026_02_03,1770133680,25571.5,1770133690,25561.5,1,-10.0,-23.0,0.0,14.5,0.16666666666666666,sl
2026_02_03,1770133980,25569.25,1770134035,25560.5,-1,8.75,14.5,17.25,4.75,0.9166666666666666,trail
2026_02_03,1770134160,25606.75,1770134225,25616.75,1,10.0,17.0,23.0,2.25,1.0833333333333333,trail
2026_02_03,1770134580,25586.75,1770134730,25570.5,-1,16.25,29.5,22.0,2.75,2.5,trail
2026_02_03,1770135240,25579.5,1770135255,25569.5,1,-10.0,-23.0,0.0,16.5,0.25,sl
2026_02_03,1770135480,25551.25,1770135485,25561.25,-1,-10.0,-23.0,0.0,10.5,0.08333333333333333,sl
2026_02_03,1770137280,25521.25,1770137285,25511.25,1,-10.0,-23.0,0.0,10.5,0.08333333333333333,sl
2026_02_03,1770137460,25480.0,1770137535,25490.0,-1,-10.0,-23.0,8.0,11.0,1.25,sl
2026_02_03,1770137640,25508.75,1770137685,25498.75,1,-10.0,-23.0,3.25,10.5,0.75,sl
2026_02_03,1770138120,25481.75,1770138240,25491.75,-1,-10.0,-23.0,1.75,10.25,2.0,sl
2026_02_03,1770139140,25452.75,1770139150,25442.75,1,-10.0,-23.0,0.0,13.0,0.16666666666666666,sl
2026_02_03,1770139260,25408.0,1770139280,25418.0,-1,-10.0,-23.0,0.0,11.5,0.3333333333333333,sl
2026_02_03,1770139320,25440.0,1770139350,25430.0,1,-10.0,-23.0,0.0,11.25,0.5,sl
2026_02_03,1770139740,25427.25,1770139835,25412.0,-1,15.25,27.5,21.75,2.5,1.5833333333333333,trail
2026_02_03,1770140880,25385.25,1770140960,25392.75,1,7.5,12.0,13.0,3.25,1.3333333333333333,trail
2026_02_03,1770141180,25375.5,1770141195,25385.5,-1,-10.0,-23.0,0.0,11.0,0.25,sl
2026_02_03,1770142080,25411.25,1770142150,25416.5,1,5.25,7.5,10.25,4.5,1.1666666666666667,trail
2026_02_03,1770142260,25385.25,1770142310,25380.25,-1,5.0,7.0,12.0,0.75,0.8333333333333334,trail
2026_02_03,1770142800,25360.25,1770142835,25350.25,1,-10.0,-23.0,3.5,12.0,0.5833333333333334,sl
2026_02_03,1770143160,25327.25,1770143275,25324.75,-1,2.5,2.0,10.5,3.0,1.9166666666666667,trail
2026_02_03,1770145920,25276.75,1770145985,25290.25,1,13.5,24.0,19.75,0.5,1.0833333333333333,trail
2026_02_03,1770146700,25327.25,1770146775,25288.25,-1,39.0,75.0,44.25,3.5,1.25,trail
2026_02_03,1770146940,25316.5,1770146980,25306.5,1,-10.0,-23.0,4.5,18.75,0.6666666666666666,sl
2026_02_03,1770147060,25270.5,1770147075,25280.5,-1,-10.0,-23.0,0.0,13.25,0.25,sl
2026_02_03,1770148500,25277.25,1770148640,25307.75,1,30.5,58.0,35.75,3.5,2.3333333333333335,trail
2026_02_03,1770148980,25292.25,1770149165,25302.25,-1,-10.0,-23.0,8.5,13.5,3.0833333333333335,sl
2026_02_03,1770149700,25302.25,1770149710,25292.25,1,-10.0,-23.0,0.0,14.0,0.16666666666666666,sl
2026_02_03,1770150060,25295.0,1770150085,25305.0,-1,-10.0,-23.0,1.75,10.5,0.4166666666666667,sl
2026_02_03,1770150300,25329.75,1770150480,25335.75,1,6.0,9.0,11.0,4.25,3.0,trail
2026_02_04,1770166800,25386.5,1770166825,25396.5,-1,-10.0,-23.0,0.0,16.5,0.4166666666666667,sl
2026_02_04,1770166980,25416.75,1770167060,25431.75,1,15.0,27.0,21.0,1.25,1.3333333333333333,trail
2026_02_04,1770169741,25421.0,1770170187,25431.0,-1,-10.0,-23.0,5.75,10.5,7.433333333333334,sl
2026_02_04,1770170460,25451.75,1770170850,25465.5,1,13.75,24.5,18.75,8.0,6.5,trail
2026_02_04,1770171602,25440.0,1770172112,25422.25,-1,17.75,32.5,24.0,2.75,8.5,trail
2026_02_04,1770175685,25434.5,1770175741,25424.5,1,-10.0,-23.0,1.75,11.25,0.9333333333333333,sl
2026_02_04,1770176881,25414.75,1770177180,25424.75,-1,-10.0,-23.0,2.75,10.25,4.983333333333333,sl
2026_02_04,1770180060,25445.25,1770180536,25435.25,1,-10.0,-23.0,2.25,10.25,7.933333333333334,sl
2026_02_04,1770183180,25416.0,1770183546,25426.0,-1,-10.0,-23.0,0.0,10.0,6.1,sl
2026_02_04,1770184920,25447.0,1770185198,25452.0,1,5.0,7.0,10.5,6.5,4.633333333333334,trail
2026_02_04,1770192240,25465.0,1770192345,25475.0,-1,-10.0,-23.0,5.5,11.75,1.75,sl
2026_02_04,1770192780,25493.75,1770192820,25483.75,1,-10.0,-23.0,0.0,12.0,0.6666666666666666,sl
2026_02_04,1770193383,25464.75,1770193500,25447.5,-1,17.25,31.5,25.0,0.5,1.95,trail
2026_02_04,1770194640,25445.75,1770195006,25435.75,1,-10.0,-23.0,8.5,10.0,6.1,sl
2026_02_04,1770195660,25418.75,1770195677,25428.75,-1,-10.0,-23.0,0.0,10.0,0.2833333333333333,sl
2026_02_04,1770197580,25396.25,1770197696,25386.25,1,-10.0,-23.0,0.25,10.5,1.9333333333333333,sl
2026_02_04,1770206761,25456.75,1770206870,25451.25,-1,5.5,8.0,13.25,1.25,1.8166666666666667,trail
2026_02_04,1770215040,25363.0,1770215270,25370.75,1,7.75,12.5,19.75,6.75,3.8333333333333335,trail
2026_02_04,1770215460,25279.25,1770215495,25268.5,-1,10.75,18.5,23.75,3.5,0.5833333333333334,trail
2026_02_04,1770215760,25355.0,1770215785,25372.0,1,17.0,31.0,24.75,8.0,0.4166666666666667,trail
2026_02_04,1770216060,25311.0,1770216065,25321.0,-1,-10.0,-23.0,0.0,10.75,0.08333333333333333,sl
2026_02_04,1770216120,25338.25,1770216130,25328.25,1,-10.0,-23.0,0.0,18.0,0.16666666666666666,sl
2026_02_04,1770216300,25341.25,1770216345,25306.0,-1,35.25,67.5,42.0,4.75,0.75,trail
2026_02_04,1770216540,25360.75,1770216555,25350.75,1,-10.0,-23.0,3.75,17.25,0.25,sl
2026_02_04,1770216660,25295.5,1770216665,25305.5,-1,-10.0,-23.0,0.0,10.25,0.08333333333333333,sl
2026_02_04,1770216900,25305.0,1770216935,25295.0,1,-10.0,-23.0,5.5,23.5,0.5833333333333334,sl
2026_02_04,1770217020,25242.0,1770217040,25233.5,-1,8.5,14.0,14.0,-0.0,0.3333333333333333,trail
2026_02_04,1770217560,25169.5,1770217575,25159.5,1,-10.0,-23.0,2.25,12.75,0.25,sl
2026_02_04,1770217980,25203.25,1770217995,25213.25,-1,-10.0,-23.0,0.0,35.75,0.25,sl
2026_02_04,1770218520,25246.5,1770218525,25236.5,1,-10.0,-23.0,0.0,14.0,0.08333333333333333,sl
2026_02_04,1770218580,25196.75,1770218585,25206.75,-1,-10.0,-23.0,0.0,10.0,0.08333333333333333,sl
2026_02_04,1770218640,25268.5,1770218650,25258.5,1,-10.0,-23.0,0.0,12.75,0.16666666666666666,sl
2026_02_04,1770218820,25259.5,1770218835,25269.5,-1,-10.0,-23.0,4.0,12.25,0.25,sl
2026_02_04,1770219540,25233.0,1770219550,25233.25,1,0.25,-2.5,18.5,6.75,0.16666666666666666,trail
2026_02_04,1770219840,25211.25,1770219860,25221.25,-1,-10.0,-23.0,7.75,13.0,0.3333333333333333,sl
2026_02_04,1770220740,25169.5,1770220755,25159.5,1,-10.0,-23.0,0.0,12.0,0.25,sl
2026_02_04,1770220860,25129.0,1770221000,25088.5,-1,40.5,78.0,50.5,3.5,2.3333333333333335,trail
2026_02_04,1770221580,25138.0,1770221590,25128.0,1,-10.0,-23.0,0.0,12.25,0.16666666666666666,sl
2026_02_04,1770221820,25086.75,1770221850,25071.0,-1,15.75,28.5,21.5,2.0,0.5,trail
2026_02_04,1770222240,25085.75,1770222310,25109.25,1,23.5,44.0,29.25,-0.0,1.1666666666666667,trail
2026_02_04,1770222660,25099.5,1770222695,25109.5,-1,-10.0,-23.0,0.0,10.75,0.5833333333333334,sl
2026_02_04,1770224100,24994.25,1770224140,25007.25,1,13.0,23.0,24.25,7.0,0.6666666666666666,trail
2026_02_04,1770224880,25027.5,1770224965,25037.5,-1,-10.0,-23.0,9.25,13.75,1.4166666666666667,sl
2026_02_04,1770225240,25032.0,1770225325,25022.0,1,-10.0,-23.0,8.5,14.5,1.4166666666666667,sl
2026_02_04,1770225420,24995.25,1770225455,25005.25,-1,-10.0,-23.0,0.0,12.5,0.5833333333333334,sl
2026_02_04,1770226320,24928.25,1770226340,24918.25,1,-10.0,-23.0,8.5,10.75,0.3333333333333333,sl
2026_02_04,1770226380,24889.0,1770226390,24899.0,-1,-10.0,-23.0,0.0,15.5,0.16666666666666666,sl
2026_02_04,1770227100,24855.75,1770227125,24845.75,1,-10.0,-23.0,3.75,12.75,0.4166666666666667,sl
2026_02_04,1770227340,24806.25,1770227435,24792.0,-1,14.25,25.5,20.75,6.0,1.5833333333333333,trail
2026_02_04,1770227580,24826.0,1770227600,24834.0,1,8.0,13.0,14.25,2.0,0.3333333333333333,trail
2026_02_04,1770228120,24845.25,1770228190,24836.5,-1,8.75,14.5,17.5,5.75,1.1666666666666667,trail
2026_02_04,1770228360,24872.75,1770228380,24886.0,1,13.25,23.5,20.75,0.5,0.3333333333333333,trail
2026_02_04,1770228600,24824.25,1770228620,24834.25,-1,-10.0,-23.0,0.0,16.0,0.3333333333333333,sl
2026_02_04,1770229380,24867.75,1770229400,24870.75,1,3.0,3.0,10.75,5.75,0.3333333333333333,trail
2026_02_04,1770229860,24898.5,1770229865,24908.5,-1,-10.0,-23.0,0.0,16.25,0.08333333333333333,sl
2026_02_04,1770230400,24892.0,1770230405,24882.0,1,-10.0,-23.0,0.0,12.25,0.08333333333333333,sl
2026_02_04,1770230700,24881.0,1770230775,24877.5,-1,3.5,4.0,10.0,3.0,1.25,trail
2026_02_04,1770231180,24869.5,1770231210,24872.5,1,3.0,3.0,14.0,4.25,0.5,trail
2026_02_04,1770231600,24921.25,1770231605,24931.25,-1,-10.0,-23.0,0.0,10.0,0.08333333333333333,sl
2026_02_04,1770232200,24908.5,1770232330,24912.25,1,3.75,4.5,11.75,7.75,2.1666666666666665,trail
2026_02_04,1770232920,24899.25,1770232990,24909.25,-1,-10.0,-23.0,5.75,14.25,1.1666666666666667,sl
2026_02_04,1770233100,24928.75,1770233150,24935.75,1,7.0,11.0,15.5,-0.0,0.8333333333333334,trail
2026_02_04,1770234600,25063.0,1770234660,25073.0,-1,-10.0,-23.0,8.25,10.5,1.0,sl
2026_02_04,1770234780,25097.75,1770234860,25087.75,1,-10.0,-23.0,9.25,13.75,1.3333333333333333,sl
2026_02_04,1770235320,25064.0,1770235400,25074.0,-1,-10.0,-23.0,8.75,11.25,1.3333333333333333,sl
2026_02_04,1770236640,25067.5,1770236695,25070.75,1,3.25,3.5,11.0,1.5,0.9166666666666666,trail
2026_02_05,1770250800,25086.25,1770251040,25090.75,1,4.5,6.0,14.0,9.25,4.0,trail
2026_02_05,1770254460,25137.75,1770254666,25119.25,-1,18.5,34.0,24.0,3.0,3.433333333333333,trail
2026_02_05,1770255480,25146.25,1770255640,25136.25,1,-10.0,-23.0,3.25,11.0,2.6666666666666665,sl
2026_02_05,1770256621,25117.5,1770256800,25127.5,-1,-10.0,-23.0,0.5,10.5,2.9833333333333334,sl
2026_02_05,1770257880,24994.25,1770257895,24984.25,1,-10.0,-23.0,0.75,10.0,0.25,sl
2026_02_05,1770259680,25042.5,1770259740,25036.75,-1,5.75,8.5,12.5,5.75,1.0,trail
2026_02_05,1770260520,24989.5,1770260556,25000.25,1,10.75,18.5,15.75,1.0,0.6,trail
2026_02_05,1770261420,24991.25,1770261545,25001.25,-1,-10.0,-23.0,4.75,11.75,2.0833333333333335,sl
2026_02_05,1770261782,25031.0,1770261825,25021.0,1,-10.0,-23.0,5.75,11.0,0.7166666666666667,sl
2026_02_05,1770262320,24987.75,1770262436,24976.0,-1,11.75,20.5,18.75,3.5,1.9333333333333333,trail
2026_02_05,1770263040,24999.25,1770263100,24989.25,1,-10.0,-23.0,1.25,15.75,1.0,sl
2026_02_05,1770263461,24956.5,1770263625,24950.25,-1,6.25,9.5,11.5,9.5,2.7333333333333334,trail
2026_02_05,1770264120,24978.75,1770264245,24968.75,1,-10.0,-23.0,4.25,14.0,2.0833333333333335,sl
2026_02_05,1770264540,24949.0,1770264585,24959.0,-1,-10.0,-23.0,2.75,13.25,0.75,sl
2026_02_05,1770265920,24961.0,1770266015,24970.75,1,9.75,16.5,15.75,-0.0,1.5833333333333333,trail
2026_02_05,1770267780,24989.5,1770267886,24999.5,-1,-10.0,-23.0,3.0,11.5,1.7666666666666666,sl
2026_02_05,1770269341,25007.75,1770269505,24997.75,1,-10.0,-23.0,1.5,10.0,2.7333333333333334,sl
2026_02_05,1770270600,25015.75,1770270821,25007.75,-1,8.0,13.0,14.25,4.75,3.683333333333333,trail
2026_02_05,1770271680,25021.5,1770271890,25023.5,1,2.0,1.0,10.0,6.5,3.5,trail
2026_02_05,1770272460,25014.25,1770272530,25024.25,-1,-10.0,-23.0,2.25,11.5,1.1666666666666667,sl
2026_02_05,1770273600,25048.25,1770273976,25065.25,1,17.0,31.0,22.5,4.0,6.266666666666667,trail
2026_02_05,1770277380,25056.0,1770277524,25066.0,-1,-10.0,-23.0,6.5,16.75,2.4,sl
2026_02_05,1770278100,25081.75,1770278130,25071.75,1,-10.0,-23.0,0.75,10.0,0.5,sl
2026_02_05,1770278280,25053.25,1770278390,25047.25,-1,6.0,9.0,11.5,2.75,1.8333333333333333,trail
2026_02_05,1770278521,25088.5,1770278530,25078.5,1,-10.0,-23.0,0.0,14.75,0.15,sl
2026_02_05,1770280140,25084.5,1770280196,25094.5,-1,-10.0,-23.0,1.5,10.0,0.9333333333333333,sl
2026_02_05,1770282120,25037.75,1770282190,25027.75,1,-10.0,-23.0,2.0,12.25,1.1666666666666667,sl
2026_02_05,1770282300,25002.5,1770282365,24994.0,-1,8.5,14.0,20.25,-0.0,1.0833333333333333,trail
2026_02_05,1770283260,25016.25,1770283372,25019.25,1,3.0,3.0,10.5,2.5,1.8666666666666667,trail
2026_02_05,1770284280,25057.5,1770284400,25050.25,-1,7.25,11.5,12.25,0.25,2.0,trail
2026_02_05,1770285360,25053.0,1770285426,25043.0,1,-10.0,-23.0,4.75,13.5,1.1,sl
2026_02_05,1770287700,25050.25,1770287917,25033.5,-1,16.75,30.5,22.25,2.25,3.6166666666666667,trail
2026_02_05,1770290282,25049.0,1770290372,25039.0,1,-10.0,-23.0,1.5,11.25,1.5,sl
2026_02_05,1770291000,25026.25,1770291070,25018.5,-1,7.75,12.5,16.5,6.5,1.1666666666666667,trail
2026_02_05,1770292562,25030.0,1770292820,25020.0,1,-10.0,-23.0,3.5,10.75,4.3,sl
2026_02_05,1770293520,25023.0,1770293555,25033.0,-1,-10.0,-23.0,0.5,10.75,0.5833333333333334,sl
2026_02_05,1770294540,24925.5,1770294550,24915.5,1,-10.0,-23.0,0.0,10.25,0.16666666666666666,sl
2026_02_05,1770294720,24891.75,1770294835,24867.5,-1,24.25,45.5,30.0,7.5,1.9166666666666667,trail
2026_02_05,1770295920,24771.25,1770295930,24761.25,1,-10.0,-23.0,0.0,15.0,0.16666666666666666,sl
2026_02_05,1770296160,24750.25,1770296185,24760.25,-1,-10.0,-23.0,1.25,15.0,0.4166666666666667,sl
2026_02_05,1770296280,24776.5,1770296390,24790.0,1,13.5,24.0,25.75,7.5,1.8333333333333333,trail
2026_02_05,1770297120,24794.25,1770297150,24804.25,-1,-10.0,-23.0,0.0,15.0,0.5,sl
2026_02_05,1770297480,24821.25,1770297495,24811.25,1,-10.0,-23.0,0.0,12.5,0.25,sl
2026_02_05,1770297600,24787.25,1770297635,24797.25,-1,-10.0,-23.0,0.0,10.5,0.5833333333333334,sl
2026_02_05,1770298320,24821.5,1770298355,24837.75,1,16.25,29.5,21.25,1.25,0.5833333333333334,trail
2026_02_05,1770298800,24816.75,1770298820,24826.75,-1,-10.0,-23.0,1.25,12.25,0.3333333333333333,sl
2026_02_05,1770299580,24801.0,1770299695,24801.25,1,0.25,-2.5,15.75,4.0,1.9166666666666667,trail
2026_02_05,1770299880,24770.5,1770300025,24780.5,-1,-10.0,-23.0,4.5,16.25,2.4166666666666665,sl
2026_02_05,1770300120,24822.5,1770300155,24829.0,1,6.5,10.0,14.0,7.0,0.5833333333333334,trail
2026_02_05,1770300600,24796.25,1770300695,24791.5,-1,4.75,6.5,12.5,3.75,1.5833333333333333,trail
2026_02_05,1770301740,24762.0,1770301795,24770.75,1,8.75,14.5,14.25,0.25,0.9166666666666666,trail
2026_02_05,1770301860,24723.5,1770301875,24733.5,-1,-10.0,-23.0,0.5,21.25,0.25,sl
2026_02_05,1770301980,24716.75,1770301990,24706.75,1,-10.0,-23.0,0.0,17.25,0.16666666666666666,sl
2026_02_05,1770302220,24780.25,1770302230,24790.25,-1,-10.0,-23.0,18.5,11.5,0.16666666666666666,sl
2026_02_05,1770302280,24865.25,1770302305,24877.5,1,12.25,21.5,23.5,4.0,0.4166666666666667,trail
2026_02_05,1770302520,24846.5,1770302525,24856.5,-1,-10.0,-23.0,0.0,13.75,0.08333333333333333,sl
2026_02_05,1770302640,24914.75,1770302680,24917.25,1,2.5,2.0,20.0,7.5,0.6666666666666666,trail
2026_02_05,1770302940,24898.0,1770302950,24894.0,-1,4.0,5.0,11.0,4.5,0.16666666666666666,trail
2026_02_05,1770303000,24922.5,1770303010,24912.5,1,-10.0,-23.0,0.0,16.75,0.16666666666666666,sl
2026_02_05,1770303120,24895.75,1770303155,24878.75,-1,17.0,31.0,27.75,6.75,0.5833333333333334,trail
2026_02_05,1770304620,24607.5,1770304655,24640.25,1,32.75,62.5,39.5,-0.0,0.5833333333333334,trail
2026_02_05,1770304980,24605.75,1770304985,24615.75,-1,-10.0,-23.0,0.0,12.0,0.08333333333333333,sl
2026_02_05,1770305460,24608.0,1770305465,24598.0,1,-10.0,-23.0,0.0,13.0,0.08333333333333333,sl
2026_02_05,1770305520,24575.0,1770305535,24566.0,-1,9.0,15.0,14.25,1.75,0.25,trail
2026_02_05,1770305880,24613.5,1770305890,24619.75,1,6.25,9.5,14.5,2.25,0.16666666666666666,trail
2026_02_05,1770306360,24607.0,1770306365,24617.0,-1,-10.0,-23.0,0.0,12.0,0.08333333333333333,sl
2026_02_05,1770306720,24606.25,1770306730,24596.25,1,-10.0,-23.0,0.0,11.25,0.16666666666666666,sl
2026_02_05,1770307080,24574.75,1770307105,24584.75,-1,-10.0,-23.0,4.25,23.5,0.4166666666666667,sl
2026_02_05,1770307140,24601.0,1770307210,24630.25,1,29.25,55.5,38.5,4.75,1.1666666666666667,trail
2026_02_05,1770307440,24603.0,1770307465,24613.0,-1,-10.0,-23.0,1.5,10.0,0.4166666666666667,sl
2026_02_05,1770308160,24631.75,1770308180,24631.0,1,-0.75,-4.5,10.0,3.5,0.3333333333333333,trail
2026_02_05,1770308640,24692.75,1770308660,24702.75,-1,-10.0,-23.0,0.75,13.5,0.3333333333333333,sl
2026_02_05,1770308700,24728.5,1770308720,24737.75,1,9.25,15.5,16.0,1.5,0.3333333333333333,trail
2026_02_05,1770309660,24777.75,1770309705,24766.75,-1,11.0,19.0,16.0,5.0,0.75,trail
2026_02_05,1770310200,24791.0,1770310225,24800.0,1,9.0,15.0,14.75,-0.0,0.4166666666666667,trail
2026_02_05,1770310740,24803.75,1770310750,24813.75,-1,-10.0,-23.0,0.0,10.0,0.16666666666666666,sl
2026_02_05,1770312240,24804.25,1770312250,24794.25,1,-10.0,-23.0,0.0,10.75,0.16666666666666666,sl
2026_02_05,1770312720,24820.0,1770312730,24830.0,-1,-10.0,-23.0,2.0,12.0,0.16666666666666666,sl
2026_02_05,1770312780,24834.0,1770312790,24824.0,1,-10.0,-23.0,0.0,10.25,0.16666666666666666,sl
2026_02_05,1770312900,24802.75,1770312920,24812.75,-1,-10.0,-23.0,1.0,13.25,0.3333333333333333,sl
2026_02_05,1770313080,24838.25,1770313085,24828.25,1,-10.0,-23.0,0.0,11.0,0.08333333333333333,sl
2026_02_05,1770313740,24805.25,1770313755,24815.25,-1,-10.0,-23.0,0.0,12.0,0.25,sl
2026_02_05,1770314520,24830.0,1770314580,24820.0,1,-10.0,-23.0,1.5,16.25,1.0,sl
2026_02_05,1770314700,24786.75,1770314805,24778.5,-1,8.25,13.5,15.0,8.25,1.75,trail
2026_02_05,1770315180,24784.5,1770315220,24774.5,1,-10.0,-23.0,0.0,10.0,0.6666666666666666,sl
2026_02_05,1770315420,24757.75,1770315441,24767.75,-1,-10.0,-23.0,0.0,15.5,0.35,sl
2026_02_05,1770316320,24759.75,1770316365,24749.75,1,-10.0,-23.0,3.25,16.5,0.75,sl
2026_02_05,1770316560,24738.5,1770316606,24733.25,-1,5.25,7.5,10.75,-0.0,0.7666666666666667,trail
2026_02_05,1770318000,24692.0,1770318070,24700.0,1,8.0,13.0,16.5,0.75,1.1666666666666667,trail
2026_02_05,1770319560,24787.75,1770319600,24783.5,-1,4.25,5.5,10.75,3.5,0.6666666666666666,trail
2026_02_05,1770320100,24723.5,1770320115,24713.5,1,-10.0,-23.0,1.75,14.0,0.25,sl
2026_02_05,1770320580,24691.75,1770320610,24701.75,-1,-10.0,-23.0,0.0,11.75,0.5,sl
2026_02_05,1770321600,24702.25,1770321755,24730.75,1,28.5,54.0,35.0,9.5,2.5833333333333335,trail
2026_02_05,1770322380,24765.25,1770322435,24756.5,-1,8.75,14.5,18.0,0.25,0.9166666666666666,trail
2026_02_06,1770336240,24287.0,1770336390,24266.75,-1,20.25,37.5,25.5,6.75,2.5,trail
