direction,entry_price,exit_price,entry_bar,exit_bar,bars_held,entry_ts,exit_ts,pnl_ticks,pnl,result,exit_reason,entry_p,exit_p,peak_mfe_ticks,day
LONG,24391.5,24379.25,16214,16215,1,1773927435.0,1773927461.0,-49.0,-24.5,LOSS,dynamic_sl,0.749074145680777,0.5973279317253648,28.0,2026-03-19
LONG,24397.5,24490.75,16217,16337,120,1773927480.0,1773929280.0,373.0,186.5,WIN,conviction_collapse,0.6881211757973109,0.2946451837416254,531.0,2026-03-19
SHORT,24490.75,24509.75,16337,16346,9,1773929280.0,1773929415.0,-76.0,-38.0,LOSS,dynamic_sl,0.2946451837416254,0.6723736645083884,85.0,2026-03-19
LONG,24509.75,24535.0,16346,16348,2,1773929415.0,1773929443.0,101.0,50.5,WIN,dynamic_sl,0.6723736645083884,0.7348748165242946,119.0,2026-03-19
LONG,24535.0,24543.75,16348,16349,1,1773929443.0,1773929460.0,35.0,17.5,WIN,dynamic_sl,0.7348748165242946,0.7587989180524265,43.0,2026-03-19
LONG,24543.75,24531.25,16349,16350,1,1773929460.0,1773929475.0,-50.0,-25.0,LOSS,dynamic_sl,0.7587989180524265,0.7047610530368768,8.0,2026-03-19
LONG,24531.25,24497.5,16350,16357,7,1773929475.0,1773929580.0,-135.0,-67.5,LOSS,dynamic_sl,0.7047610530368768,0.44308746526177256,59.0,2026-03-19
SHORT,24490.5,24485.25,16363,16430,67,1773929681.0,1773930675.0,21.0,10.5,WIN,conviction_collapse,0.2851533443732148,0.8518117229224722,333.0,2026-03-19
LONG,24485.25,24493.75,16430,16432,2,1773930675.0,1773930703.0,34.0,17.0,WIN,dynamic_sl,0.8518117229224722,0.7951328177379848,63.0,2026-03-19
LONG,24493.75,24474.5,16432,16456,24,1773930703.0,1773931063.0,-77.0,-38.5,LOSS,dynamic_sl,0.7951328177379848,0.47713491890178084,187.0,2026-03-19
SHORT,24458.25,24490.25,16458,16463,5,1773931095.0,1773931181.0,-128.0,-64.0,LOSS,dynamic_sl,0.32193620494726516,0.6164621335835218,39.0,2026-03-19
SHORT,24469.5,24494.0,16478,16501,23,1773931395.0,1773931740.0,-98.0,-49.0,LOSS,dynamic_sl,0.2560425164150966,0.5603728185382975,72.0,2026-03-19
LONG,24498.75,24476.75,16506,16523,17,1773931815.0,1773932081.0,-88.0,-44.0,LOSS,dynamic_sl,0.7097061703679166,0.31645780009782914,98.0,2026-03-19
SHORT,24476.75,24491.5,16523,16529,6,1773932081.0,1773932160.0,-59.0,-29.5,LOSS,dynamic_sl,0.31645780009782914,0.5143022997905883,29.0,2026-03-19
LONG,24504.0,24490.25,16533,16543,10,1773932220.0,1773932381.0,-55.0,-27.5,LOSS,dynamic_sl,0.7065249686005064,0.4668795216346411,56.0,2026-03-19
SHORT,24482.5,24502.75,16550,16554,4,1773932475.0,1773932535.0,-81.0,-40.5,LOSS,dynamic_sl,0.2485520867462724,0.5873866304255309,9.0,2026-03-19
LONG,24521.0,24535.0,16559,16611,52,1773932621.0,1773933401.0,56.0,28.0,WIN,conviction_collapse,0.8265731053983512,0.2923443353959892,227.0,2026-03-19
SHORT,24535.0,24433.25,16611,16738,127,1773933401.0,1773935295.0,407.0,203.5,WIN,conviction_collapse,0.2923443353959892,0.702656298723598,554.0,2026-03-19
LONG,24433.25,24471.0,16738,16823,85,1773935295.0,1773936581.0,151.0,75.5,WIN,conviction_collapse,0.702656298723598,0.23723041464216815,363.0,2026-03-19
SHORT,24471.0,24473.25,16823,16824,1,1773936581.0,1773936583.0,-9.0,-4.5,LOSS,dynamic_sl,0.23723041464216815,0.2793957537219647,7.0,2026-03-19
SHORT,24473.25,24473.75,16824,16898,74,1773936583.0,1773937695.0,-2.0,-1.0,LOSS,conviction_collapse,0.2793957537219647,0.7117237921592611,156.0,2026-03-19
LONG,24473.75,24450.5,16898,16914,16,1773937695.0,1773937935.0,-93.0,-46.5,LOSS,dynamic_sl,0.7117237921592611,0.24083767536376163,29.0,2026-03-19
SHORT,24450.5,24470.25,16914,16938,24,1773937935.0,1773938295.0,-79.0,-39.5,LOSS,dynamic_sl,0.24083767536376163,0.6531652849420386,43.0,2026-03-19
LONG,24470.25,24470.25,16938,16975,37,1773938295.0,1773938861.0,0.0,0.0,LOSS,conviction_collapse,0.6531652849420386,0.2670089594579942,133.0,2026-03-19
SHORT,24470.25,24422.5,16975,17098,123,1773938861.0,1773940695.0,191.0,95.5,WIN,conviction_collapse,0.2670089594579942,0.7458641222298906,372.0,2026-03-19
LONG,24422.5,24435.5,17098,17155,57,1773940695.0,1773941561.0,52.0,26.0,WIN,conviction_collapse,0.7458641222298906,0.25885095545692505,188.0,2026-03-19
SHORT,24435.5,24444.75,17155,17223,68,1773941561.0,1773942586.0,-37.0,-18.5,LOSS,conviction_collapse,0.25885095545692505,0.7229727199854742,98.0,2026-03-19
LONG,24444.75,24449.0,17223,17262,39,1773942586.0,1773943160.0,17.0,8.5,WIN,conviction_collapse,0.7229727199854742,0.27237992967162067,147.0,2026-03-19
SHORT,24449.0,24463.25,17262,17295,33,1773943160.0,1773943667.0,-57.0,-28.5,LOSS,conviction_collapse,0.27237992967162067,0.7546966383350028,97.0,2026-03-19
LONG,24463.25,24490.75,17295,17355,60,1773943667.0,1773944568.0,110.0,55.0,WIN,conviction_collapse,0.7546966383350028,0.24414545157220274,231.0,2026-03-19
SHORT,24490.75,24456.25,17355,17486,131,1773944568.0,1773946527.0,138.0,69.0,WIN,conviction_collapse,0.24414545157220274,0.810257775540208,294.0,2026-03-19
LONG,24456.25,24617.75,17486,17554,68,1773946527.0,1773947548.0,646.0,323.0,WIN,conviction_collapse,0.810257775540208,0.26788557078430963,941.0,2026-03-19
SHORT,24617.75,24644.5,17554,17558,4,1773947548.0,1773947608.0,-107.0,-53.5,LOSS,dynamic_sl,0.26788557078430963,0.709734148202184,42.0,2026-03-19
LONG,24644.5,24652.0,17558,17559,1,1773947608.0,1773947634.0,30.0,15.0,WIN,dynamic_sl,0.709734148202184,0.7404795817169639,57.0,2026-03-19
LONG,24652.0,24655.25,17559,17560,1,1773947634.0,1773947636.0,13.0,6.5,WIN,dynamic_sl,0.7404795817169639,0.7179617835353506,27.0,2026-03-19
LONG,24655.25,24659.25,17560,17561,1,1773947636.0,1773947640.0,16.0,8.0,WIN,dynamic_sl,0.7179617835353506,0.7145676905229136,26.0,2026-03-19
LONG,24659.25,24645.75,17561,17578,17,1773947640.0,1773947908.0,-54.0,-27.0,LOSS,dynamic_sl,0.7145676905229136,0.3769534605823169,68.0,2026-03-19
SHORT,24634.0,24630.5,17583,17584,1,1773947994.0,1773947996.0,14.0,7.0,WIN,dynamic_sl,0.26478549844747457,0.2655559426130489,15.0,2026-03-19
SHORT,24630.5,24629.25,17584,17585,1,1773947996.0,1773948000.0,5.0,2.5,WIN,dynamic_sl,0.2655559426130489,0.2579556827905107,18.0,2026-03-19
SHORT,24629.25,24601.75,17585,17664,79,1773948000.0,1773949196.0,110.0,55.0,WIN,conviction_collapse,0.2579556827905107,0.7482192107826277,339.0,2026-03-19
LONG,24601.75,24580.5,17664,17666,2,1773949196.0,1773949228.0,-85.0,-42.5,LOSS,dynamic_sl,0.7482192107826277,0.49805430187428623,8.0,2026-03-19
LONG,24597.0,24578.25,17668,17682,14,1773949256.0,1773949468.0,-75.0,-37.5,LOSS,dynamic_sl,0.6650588241717565,0.31123793820375006,35.0,2026-03-19
SHORT,24578.25,24601.0,17682,17691,9,1773949468.0,1773949614.0,-91.0,-45.5,LOSS,dynamic_sl,0.31123793820375006,0.6526758119695558,36.0,2026-03-19
LONG,24601.0,24597.75,17691,17692,1,1773949614.0,1773949616.0,-13.0,-6.5,LOSS,dynamic_sl,0.6526758119695558,0.5428316140725982,2.0,2026-03-19
SHORT,24581.75,24591.0,17698,17743,45,1773949708.0,1773950394.0,-37.0,-18.5,LOSS,conviction_collapse,0.32869605356641673,0.723990383714695,79.0,2026-03-19
LONG,24591.0,24569.5,17743,17747,4,1773950394.0,1773950454.0,-86.0,-43.0,LOSS,dynamic_sl,0.723990383714695,0.33159814600822435,14.0,2026-03-19
SHORT,24569.5,24590.0,17747,17759,12,1773950454.0,1773950636.0,-82.0,-41.0,LOSS,dynamic_sl,0.33159814600822435,0.7031618903939588,25.0,2026-03-19
LONG,24590.0,24624.75,17759,17851,92,1773950636.0,1773952081.0,139.0,69.5,WIN,conviction_collapse,0.7031618903939588,0.2941858621698725,172.0,2026-03-19
SHORT,24624.75,24643.0,17851,17950,99,1773952081.0,1773957610.0,-73.0,-36.5,LOSS,dynamic_sl,0.2941858621698725,0.9217607873775073,55.0,2026-03-19
LONG,24643.0,24618.5,17950,17965,15,1773957610.0,1773957834.0,-98.0,-49.0,LOSS,dynamic_sl,0.9217607873775073,0.2857654891905342,59.0,2026-03-19
SHORT,24618.5,24636.25,17965,18016,51,1773957834.0,1773958740.0,-71.0,-35.5,LOSS,conviction_collapse,0.2857654891905342,0.8221993917210946,54.0,2026-03-19
LONG,24636.25,24635.25,18016,18084,68,1773958740.0,1773960000.0,-4.0,-2.0,LOSS,conviction_collapse,0.8221993917210946,0.13131675751404334,52.0,2026-03-19
SHORT,24635.25,24639.25,18084,18144,60,1773960000.0,1773961169.0,-16.0,-8.0,LOSS,conviction_collapse,0.13131675751404334,0.7447023057859868,56.0,2026-03-19
LONG,24639.25,24636.75,18144,18175,31,1773961169.0,1773961860.0,-10.0,-5.0,LOSS,conviction_collapse,0.7447023057859868,0.2510921495857796,77.0,2026-03-19
SHORT,24636.75,24623.5,18175,18264,89,1773961860.0,1773963995.0,53.0,26.5,WIN,conviction_collapse,0.2510921495857796,0.7348926351297403,124.0,2026-03-19
LONG,24623.5,24613.0,18264,18273,9,1773963995.0,1773964200.0,-42.0,-21.0,LOSS,conviction_collapse,0.7348926351297403,0.2525882659281147,6.0,2026-03-19
SHORT,24613.0,24631.25,18273,18287,14,1773964200.0,1773964545.0,-73.0,-36.5,LOSS,conviction_collapse,0.2525882659281147,0.8820505691182718,31.0,2026-03-19
LONG,24631.25,24620.0,18287,18298,11,1773964545.0,1773964800.0,-45.0,-22.5,LOSS,end_of_day,0.8820505691182718,0.5165034314620375,15.0,2026-03-19
SHORT,24593.0,24613.5,18308,18323,15,1773964980.0,1773965280.0,-82.0,-41.0,LOSS,dynamic_sl,0.11664270121300879,0.5416515987112818,27.0,2026-03-20
LONG,24629.0,24626.0,18327,18354,27,1773965370.0,1773965937.0,-12.0,-6.0,LOSS,conviction_collapse,0.8285648024082604,0.28576578116312884,55.0,2026-03-20
SHORT,24626.0,24607.5,18354,18411,57,1773965937.0,1773967186.0,74.0,37.0,WIN,conviction_collapse,0.28576578116312884,0.7329083471020899,175.0,2026-03-20
LONG,24607.5,24595.0,18411,18419,8,1773967186.0,1773967358.0,-50.0,-25.0,LOSS,dynamic_sl,0.7329083471020899,0.27635174629882003,14.0,2026-03-20
SHORT,24595.0,24613.25,18419,18473,54,1773967358.0,1773968578.0,-73.0,-36.5,LOSS,conviction_collapse,0.27635174629882003,0.7199225169943454,31.0,2026-03-20
LONG,24613.25,24615.5,18473,18506,33,1773968578.0,1773969278.0,9.0,4.5,WIN,conviction_collapse,0.7199225169943454,0.2821681797368504,80.0,2026-03-20
SHORT,24615.5,24627.0,18506,18548,42,1773969278.0,1773970200.0,-46.0,-23.0,LOSS,conviction_collapse,0.2821681797368504,0.7569748939831428,94.0,2026-03-20
LONG,24627.0,24642.75,18548,18596,48,1773970200.0,1773971400.0,63.0,31.5,WIN,conviction_collapse,0.7569748939831428,0.24179726889225112,135.0,2026-03-20
SHORT,24642.75,24635.5,18596,18630,34,1773971400.0,1773972480.0,29.0,14.5,WIN,conviction_collapse,0.24179726889225112,0.7165249800589432,138.0,2026-03-20
LONG,24635.5,24629.25,18630,18643,13,1773972480.0,1773972927.0,-25.0,-12.5,LOSS,conviction_collapse,0.7165249800589432,0.27124519281553194,2.0,2026-03-20
SHORT,24629.25,24637.25,18643,18703,60,1773972927.0,1773975060.0,-32.0,-16.0,LOSS,conviction_collapse,0.27124519281553194,0.7062150509707458,69.0,2026-03-20
LONG,24637.25,24626.5,18703,18711,8,1773975060.0,1773975360.0,-43.0,-21.5,LOSS,conviction_collapse,0.7062150509707458,0.27990743118277955,19.0,2026-03-20
SHORT,24626.5,24619.0,18711,18791,80,1773975360.0,1773977385.0,30.0,15.0,WIN,conviction_collapse,0.27990743118277955,0.785965345849813,115.0,2026-03-20
LONG,24619.0,24615.75,18791,18811,20,1773977385.0,1773977877.0,-13.0,-6.5,LOSS,conviction_collapse,0.785965345849813,0.2858107860118584,40.0,2026-03-20
SHORT,24615.75,24619.25,18811,18865,54,1773977877.0,1773979320.0,-14.0,-7.0,LOSS,conviction_collapse,0.2858107860118584,0.7383300143627686,51.0,2026-03-20
LONG,24619.25,24612.75,18865,18879,14,1773979320.0,1773979679.0,-26.0,-13.0,LOSS,conviction_collapse,0.7383300143627686,0.27093723311859597,12.0,2026-03-20
SHORT,24612.75,24586.5,18879,19046,167,1773979679.0,1773984077.0,105.0,52.5,WIN,conviction_collapse,0.27093723311859597,0.7367161144886095,215.0,2026-03-20
LONG,24586.5,24584.0,19046,19074,28,1773984077.0,1773984780.0,-10.0,-5.0,LOSS,conviction_collapse,0.7367161144886095,0.2866512012682747,60.0,2026-03-20
SHORT,24584.0,24599.0,19074,19095,21,1773984780.0,1773985320.0,-60.0,-30.0,LOSS,conviction_collapse,0.2866512012682747,0.7205131299370695,10.0,2026-03-20
LONG,24599.0,24595.25,19095,19125,30,1773985320.0,1773986114.0,-15.0,-7.5,LOSS,conviction_collapse,0.7205131299370695,0.29422449763430164,18.0,2026-03-20
SHORT,24595.25,24599.0,19125,19143,18,1773986114.0,1773986580.0,-15.0,-7.5,LOSS,conviction_collapse,0.29422449763430164,0.7099117231181081,55.0,2026-03-20
LONG,24599.0,24594.25,19143,19158,15,1773986580.0,1773986940.0,-19.0,-9.5,LOSS,conviction_collapse,0.7099117231181081,0.2860592066800852,22.0,2026-03-20
SHORT,24594.25,24521.5,19158,19326,168,1773986940.0,1773990821.0,291.0,145.5,WIN,conviction_collapse,0.2860592066800852,0.7046468018619684,446.0,2026-03-20
LONG,24521.5,24596.75,19326,19449,123,1773990821.0,1773993485.0,301.0,150.5,WIN,conviction_collapse,0.7046468018619684,0.28671177504912115,347.0,2026-03-20
SHORT,24596.75,24605.5,19449,19473,24,1773993485.0,1773993994.0,-35.0,-17.5,LOSS,conviction_collapse,0.28671177504912115,0.7103688004047954,86.0,2026-03-20
LONG,24605.5,24604.75,19473,19507,34,1773993994.0,1773994720.0,-3.0,-1.5,LOSS,conviction_collapse,0.7103688004047954,0.22794971268995154,44.0,2026-03-20
SHORT,24604.75,24581.25,19507,19648,141,1773994720.0,1773997738.0,94.0,47.0,WIN,conviction_collapse,0.22794971268995154,0.7379996139707427,269.0,2026-03-20
LONG,24581.25,24557.25,19648,19659,11,1773997738.0,1773997980.0,-96.0,-48.0,LOSS,dynamic_sl,0.7379996139707427,0.25377671114908346,17.0,2026-03-20
SHORT,24557.25,24367.25,19659,19874,215,1773997980.0,1774002353.0,760.0,380.0,WIN,conviction_collapse,0.25377671114908346,0.7068863896916895,953.0,2026-03-20
LONG,24367.25,24405.5,19874,19931,57,1774002353.0,1774003552.0,153.0,76.5,WIN,conviction_collapse,0.7068863896916895,0.29864467620626084,253.0,2026-03-20
SHORT,24405.5,24417.75,19931,19971,40,1774003552.0,1774004368.0,-49.0,-24.5,LOSS,dynamic_sl,0.29864467620626084,0.5915040761846745,42.0,2026-03-20
LONG,24414.5,24446.75,19975,20015,40,1774004460.0,1774005269.0,129.0,64.5,WIN,conviction_collapse,0.7026279245177744,0.23771171873128966,215.0,2026-03-20
SHORT,24446.75,24461.25,20015,20036,21,1774005269.0,1774005708.0,-58.0,-29.0,LOSS,dynamic_sl,0.23771171873128966,0.5941715398358373,19.0,2026-03-20
LONG,24463.25,24449.75,20038,20042,4,1774005721.0,1774005829.0,-54.0,-27.0,LOSS,conviction_collapse,0.6601632884006357,0.2952415464524392,6.0,2026-03-20
SHORT,24449.75,24456.0,20042,20145,103,1774005829.0,1774007969.0,-25.0,-12.5,LOSS,conviction_collapse,0.2952415464524392,0.8154604544141593,157.0,2026-03-20
LONG,24456.0,24436.0,20145,20159,14,1774007969.0,1774008240.0,-80.0,-40.0,LOSS,dynamic_sl,0.8154604544141593,0.3878557994034265,47.0,2026-03-20
LONG,24457.25,24458.75,20164,20193,29,1774008344.0,1774008940.0,6.0,3.0,WIN,conviction_collapse,0.6577412186526422,0.1936395571693324,167.0,2026-03-20
SHORT,24458.75,24490.75,20193,20229,36,1774008940.0,1774009680.0,-128.0,-64.0,LOSS,dynamic_sl,0.1936395571693324,0.8200812780280677,58.0,2026-03-20
LONG,24490.75,24461.25,20229,20240,11,1774009680.0,1774009878.0,-118.0,-59.0,LOSS,dynamic_sl,0.8200812780280677,0.1590800368175964,22.0,2026-03-20
SHORT,24461.25,24482.0,20240,20253,13,1774009878.0,1774010160.0,-83.0,-41.5,LOSS,dynamic_sl,0.1590800368175964,0.6434724814452322,17.0,2026-03-20
SHORT,24465.5,24485.5,20256,20258,2,1774010220.0,1774010259.0,-80.0,-40.0,LOSS,dynamic_sl,0.22289632211964672,0.6178248146372433,20.0,2026-03-20
SHORT,24463.0,24476.75,20260,20282,22,1774010307.0,1774010742.0,-55.0,-27.5,LOSS,conviction_collapse,0.2593538448257324,0.7383864826666178,92.0,2026-03-20
LONG,24476.75,24455.25,20282,20286,4,1774010742.0,1774010820.0,-86.0,-43.0,LOSS,dynamic_sl,0.7383864826666178,0.4083053402992204,17.0,2026-03-20
LONG,24473.0,24487.0,20292,20338,46,1774010940.0,1774011877.0,56.0,28.0,WIN,conviction_collapse,0.7268314406613868,0.2893682066734922,144.0,2026-03-20
SHORT,24487.0,24491.5,20338,20387,49,1774011877.0,1774012858.0,-18.0,-9.0,LOSS,conviction_collapse,0.2893682066734922,0.7681033513142485,112.0,2026-03-20
LONG,24491.5,24438.25,20387,20413,26,1774012858.0,1774013388.0,-213.0,-106.5,LOSS,dynamic_sl,0.7681033513142485,0.11307662004674876,143.0,2026-03-20
SHORT,24438.25,24423.25,20413,20414,1,1774013388.0,1774013400.0,60.0,30.0,WIN,dynamic_sl,0.11307662004674876,0.07677438655238011,62.0,2026-03-20
SHORT,24423.25,24424.75,20414,20415,1,1774013400.0,1774013401.0,-6.0,-3.0,LOSS,dynamic_sl,0.07677438655238011,0.15942893640118322,2.0,2026-03-20
SHORT,24424.75,24435.0,20415,20446,31,1774013401.0,1774014048.0,-41.0,-20.5,LOSS,conviction_collapse,0.15942893640118322,0.7133810522188845,182.0,2026-03-20
LONG,24435.0,24428.75,20446,20447,1,1774014048.0,1774014060.0,-25.0,-12.5,LOSS,dynamic_sl,0.7133810522188845,0.6190815802612174,7.0,2026-03-20
LONG,24437.5,24418.25,20449,20451,2,1774014108.0,1774014121.0,-77.0,-38.5,LOSS,dynamic_sl,0.6646120929450755,0.48923088809675497,21.0,2026-03-20
LONG,24442.25,24414.5,20452,20461,9,1774014168.0,1774014348.0,-111.0,-55.5,LOSS,dynamic_sl,0.7286507726474645,0.3782144212235138,110.0,2026-03-20
SHORT,24413.5,24289.25,20471,20593,122,1774014540.0,1774016988.0,497.0,248.5,WIN,conviction_collapse,0.30041043690741365,0.7461637219600742,691.0,2026-03-20
LONG,24289.25,24276.25,20593,20617,24,1774016988.0,1774017468.0,-52.0,-26.0,LOSS,dynamic_sl,0.7461637219600742,0.33015342850370005,151.0,2026-03-20
SHORT,24276.25,24296.0,20617,20620,3,1774017468.0,1774017528.0,-79.0,-39.5,LOSS,dynamic_sl,0.33015342850370005,0.5660129948906025,45.0,2026-03-20
SHORT,24279.25,24296.5,20627,20641,14,1774017660.0,1774017948.0,-69.0,-34.5,LOSS,dynamic_sl,0.2543517411115098,0.6066459543555531,16.0,2026-03-20
SHORT,24282.0,24299.75,20644,20650,6,1774018008.0,1774018128.0,-71.0,-35.5,LOSS,dynamic_sl,0.3394867799863547,0.6486220481571667,32.0,2026-03-20
SHORT,24279.0,24309.75,20655,20683,28,1774018201.0,1774018788.0,-123.0,-61.5,LOSS,dynamic_sl,0.23718504913244026,0.8682061906417565,190.0,2026-03-20
LONG,24309.75,24315.25,20683,20685,2,1774018788.0,1774018801.0,22.0,11.0,WIN,dynamic_sl,0.8682061906417565,0.8076139509413713,36.0,2026-03-20
LONG,24315.25,24263.5,20685,20690,5,1774018801.0,1774018908.0,-207.0,-103.5,LOSS,dynamic_sl,0.8076139509413713,0.40467130949018065,14.0,2026-03-20
SHORT,24252.75,24272.5,20695,20714,19,1774018981.0,1774019388.0,-79.0,-39.5,LOSS,dynamic_sl,0.17974959109960745,0.48353441207113934,64.0,2026-03-20
LONG,24289.5,24271.75,20719,20733,14,1774019461.0,1774019760.0,-71.0,-35.5,LOSS,dynamic_sl,0.7226710984410967,0.4850864284982157,97.0,2026-03-20
LONG,24293.0,24273.25,20735,20740,5,1774019808.0,1774019881.0,-79.0,-39.5,LOSS,dynamic_sl,0.6543798436924685,0.34515251834380295,13.0,2026-03-20
SHORT,24273.25,24324.0,20740,20753,13,1774019881.0,1774020168.0,-203.0,-101.5,LOSS,dynamic_sl,0.34515251834380295,0.9362956323134726,94.0,2026-03-20
LONG,24324.0,24327.25,20753,20754,1,1774020168.0,1774020180.0,13.0,6.5,WIN,dynamic_sl,0.9362956323134726,0.8894465000017358,78.0,2026-03-20
LONG,24327.25,24326.25,20754,20755,1,1774020180.0,1774020181.0,-4.0,-2.0,LOSS,dynamic_sl,0.8894465000017358,0.8264167090467793,65.0,2026-03-20
LONG,24326.25,24291.0,20755,20756,1,1774020181.0,1774020228.0,-141.0,-70.5,LOSS,dynamic_sl,0.8264167090467793,0.7489830912867448,40.0,2026-03-20
LONG,24291.0,24263.5,20756,20762,6,1774020228.0,1774020348.0,-110.0,-55.0,LOSS,dynamic_sl,0.7489830912867448,0.6823792227768447,165.0,2026-03-20
LONG,24263.5,24255.75,20762,20774,12,1774020348.0,1774020588.0,-31.0,-15.5,LOSS,conviction_collapse,0.6823792227768447,0.24398412282972584,71.0,2026-03-20
SHORT,24255.75,24277.0,20774,20780,6,1774020588.0,1774020708.0,-85.0,-42.5,LOSS,dynamic_sl,0.24398412282972584,0.5253006936759905,4.0,2026-03-20
LONG,24290.25,24270.5,20783,20789,6,1774020768.0,1774020888.0,-79.0,-39.5,LOSS,dynamic_sl,0.7216056694893415,0.41368897129689497,38.0,2026-03-20
LONG,24297.25,24278.0,20798,20803,5,1774021068.0,1774021141.0,-77.0,-38.5,LOSS,dynamic_sl,0.6820559740548886,0.411892113180961,26.0,2026-03-20
SHORT,24270.0,24290.75,20804,20810,6,1774021188.0,1774021308.0,-83.0,-41.5,LOSS,dynamic_sl,0.2978426292307174,0.6668310284818295,14.0,2026-03-20
LONG,24290.75,24273.5,20810,20824,14,1774021308.0,1774021561.0,-69.0,-34.5,LOSS,conviction_collapse,0.6668310284818295,0.28988799296300954,50.0,2026-03-20
SHORT,24273.5,24296.75,20824,20825,1,1774021561.0,1774021608.0,-93.0,-46.5,LOSS,dynamic_sl,0.28988799296300954,0.6448399231934524,8.0,2026-03-20
LONG,24300.5,24277.0,20828,20835,7,1774021668.0,1774021800.0,-94.0,-47.0,LOSS,dynamic_sl,0.6616649380571025,0.25061493996086076,27.0,2026-03-20
SHORT,24277.0,24307.75,20835,20840,5,1774021800.0,1774021908.0,-123.0,-61.5,LOSS,dynamic_sl,0.25061493996086076,0.7631907936522668,15.0,2026-03-20
LONG,24307.75,24318.0,20840,20912,72,1774021908.0,1774023348.0,41.0,20.5,WIN,conviction_collapse,0.7631907936522668,0.23204786652847603,192.0,2026-03-20
SHORT,24318.0,24338.5,20912,20916,4,1774023348.0,1774023420.0,-82.0,-41.0,LOSS,dynamic_sl,0.23204786652847603,0.6158614711704146,18.0,2026-03-20
LONG,24342.5,24332.25,20919,20937,18,1774023480.0,1774023840.0,-41.0,-20.5,LOSS,conviction_collapse,0.6722305824090449,0.29629079884146264,66.0,2026-03-20
SHORT,24332.25,24275.75,20937,21029,92,1774023840.0,1774025688.0,226.0,113.0,WIN,conviction_collapse,0.29629079884146264,0.7449101802327245,388.0,2026-03-20
LONG,24275.75,24248.0,21029,21059,30,1774025688.0,1774026300.0,-111.0,-55.5,LOSS,dynamic_sl,0.7449101802327245,0.06886474042313244,97.0,2026-03-20
SHORT,24248.0,24275.75,21059,21065,6,1774026300.0,1774026480.0,-111.0,-55.5,LOSS,dynamic_sl,0.06886474042313244,0.4184346660599989,90.0,2026-03-20
SHORT,24258.75,24211.0,21069,21157,88,1774026600.0,1774029240.0,191.0,95.5,WIN,conviction_collapse,0.18491925374724758,0.7251938499808646,377.0,2026-03-20
LONG,24211.0,24191.0,21157,21177,20,1774029240.0,1774029840.0,-80.0,-40.0,LOSS,dynamic_sl,0.7251938499808646,0.26996879098399224,45.0,2026-03-20
SHORT,24191.0,24086.5,21177,21335,158,1774029840.0,1774036440.0,418.0,209.0,WIN,conviction_collapse,0.26996879098399224,0.817359201251855,881.0,2026-03-20
LONG,24086.5,24009.25,21335,21402,67,1774036440.0,1774224060.0,-309.0,-154.5,LOSS,end_of_day,0.817359201251855,0.0017739428089698986,533.0,2026-03-20
SHORT,24009.25,24054.5,21402,21413,11,1774224060.0,1774224720.0,-181.0,-90.5,LOSS,dynamic_sl,0.0017739428089698986,0.2969550682612971,0.0,2026-03-23
SHORT,24054.5,24079.75,21413,21423,10,1774224720.0,1774225320.0,-101.0,-50.5,LOSS,dynamic_sl,0.2969550682612971,0.608077213448351,89.0,2026-03-23
SHORT,24056.5,24014.5,21429,21478,49,1774225680.0,1774228620.0,168.0,84.0,WIN,conviction_collapse,0.2502803739631647,0.7586471016246598,482.0,2026-03-23
LONG,24014.5,24039.5,21478,21534,56,1774228620.0,1774231980.0,100.0,50.0,WIN,conviction_collapse,0.7586471016246598,0.2793839838543346,233.0,2026-03-23
SHORT,24039.5,24054.25,21534,21543,9,1774231980.0,1774232520.0,-59.0,-29.5,LOSS,conviction_collapse,0.2793839838543346,0.7319173206938632,69.0,2026-03-23
LONG,24054.25,24034.75,21543,21555,12,1774232520.0,1774233240.0,-78.0,-39.0,LOSS,dynamic_sl,0.7319173206938632,0.234855055954469,57.0,2026-03-23
SHORT,24034.75,24027.0,21555,21584,29,1774233240.0,1774234980.0,31.0,15.5,WIN,conviction_collapse,0.234855055954469,0.7275659540157466,182.0,2026-03-23
LONG,24027.0,24009.25,21584,21587,3,1774234980.0,1774235160.0,-71.0,-35.5,LOSS,conviction_collapse,0.7275659540157466,0.23268027617719714,0.0,2026-03-23
SHORT,24009.25,23967.0,21587,21673,86,1774235160.0,1774238820.0,169.0,84.5,WIN,conviction_collapse,0.23268027617719714,0.7216407855710033,254.0,2026-03-23
LONG,23967.0,23978.5,21673,21716,43,1774238820.0,1774241400.0,46.0,23.0,WIN,conviction_collapse,0.7216407855710033,0.2161504454204192,149.0,2026-03-23
SHORT,23978.5,23998.75,21716,21723,7,1774241400.0,1774241820.0,-81.0,-40.5,LOSS,dynamic_sl,0.2161504454204192,0.780581211695443,9.0,2026-03-23
LONG,23998.75,23999.5,21723,21753,30,1774241820.0,1774243218.0,3.0,1.5,WIN,conviction_collapse,0.780581211695443,0.1392641770879124,139.0,2026-03-23
SHORT,23999.5,23995.75,21753,21784,31,1774243218.0,1774244208.0,15.0,7.5,WIN,conviction_collapse,0.1392641770879124,0.7802567609484165,248.0,2026-03-23
LONG,23995.75,23982.5,21784,21785,1,1774244208.0,1774244220.0,-53.0,-26.5,LOSS,dynamic_sl,0.7802567609484165,0.58996497806199,0.0,2026-03-23
