trade_id,day,time,dir,pnl,exit,held,peak,strategy,strategy_id,half_life,equity_after,nn_p_profit,nn_expected_pnl,nn_confidence,nn_dir_conf,nn_dur_conf,entry_z_1m,entry_dmi_1m,entry_vr_1m,exit_z_1m,exit_dmi_1m,exit_vr_1m
102,2026_01_06,06:44,long,4.5,max_hold,3,5.0,long_1,"('long', 1)",1.0,563.5,0.8057214094174875,9.929505051793278,0.29970694654663993,0.4948468506336212,0.1815192997455597,-0.6522508,13.021094,0.1793758,-0.1960475,14.422263,0.13005559
103,2026_01_06,06:48,long,-8.5,max_hold,3,0.0,long_1,"('long', 1)",1.0,555.0,0.8030786341742464,9.602726238652279,0.2967074371928114,0.4842541217803955,0.18179567158222198,-0.73692054,13.169237,0.12837006,-1.1072501,-2.4324489,0.19721681
104,2026_01_06,06:52,long,-1.0,envelope_decay,3,3.0,long_1,"('long', 1)",1.0,554.0,0.7938859618627108,8.566284348414493,0.29954167299106965,0.4911045432090759,0.18270084261894226,-0.8304373,1.0310699,0.19923514,-0.28705242,-0.822786,0.2093328
105,2026_01_06,06:55,long,0.5,envelope_decay,2,3.0,long_1,"('long', 1)",1.0,554.5,0.7958428394794463,9.029718570709228,0.30614103797550185,0.5146708488464355,0.18210150301456451,0.52280325,-2.6130621,0.20105201,0.51371145,3.726682,0.12167218
106,2026_01_06,06:59,long,-5.0,max_hold,3,0.0,long_1,"('long', 1)",1.0,549.5,0.8121880695587251,10.572395841086783,0.29757915971125143,0.4890265464782715,0.1810808777809143,1.2129843,2.8677857,0.13745047,0.027875172,-0.99567837,0.1262339
107,2026_01_06,07:03,long,-9.5,max_hold,3,0.0,long_1,"('long', 1)",1.0,540.0,0.7893786226000105,8.277010590689521,0.29819703189713825,0.4865838289260864,0.18274645507335663,-1.8833889,-12.465425,0.23381223,-0.8861933,-24.028164,0.85270506
108,2026_01_06,07:07,long,3.0,max_hold,3,3.5,long_1,"('long', 1)",1.0,543.0,0.7902723891790523,8.711262055330497,0.30838853054222104,0.5220933556556702,0.18215800821781158,-0.82639927,-23.581972,0.8932105,0.3103861,-12.789165,0.74086255
109,2026_01_06,07:10,short,-2.0,envelope_decay,2,1.0,short_1,"('short', 1)",1.0,541.0,0.7949088482673351,8.699433387756347,0.30060700128850826,0.49732425808906555,0.18170151114463806,0.5908754,-12.286443,0.6005232,1.0793223,-10.2141695,0.2881108
110,2026_01_06,07:14,short,4.5,max_hold,3,6.5,short_1,"('short', 1)",1.0,545.5,0.8163232044740156,12.826289474487304,0.32226045987476615,0.5794265866279602,0.17923203110694885,1.3834009,-2.1620302,0.2471125,0.74374723,-7.0054717,0.21976145
111,2026_01_06,07:18,short,12.5,max_hold,3,13.0,short_1,"('short', 1)",1.0,558.0,0.7934501212034653,8.578831642150877,0.3015506938954047,0.5009799599647522,0.18150989711284637,0.50322855,-6.7356157,0.18014401,-1.0822383,-18.754374,0.55796003
112,2026_01_06,07:22,long,4.0,max_hold,3,7.0,long_1,"('long', 1)",1.0,562.0,0.8074758892709557,10.466441431912509,0.3135750393436054,0.5465216040611267,0.17991842329502106,-1.7094579,-24.181345,0.7045296,-0.302791,-9.692338,0.6172765
113,2026_01_06,07:26,long,0.5,max_hold,3,2.5,long_1,"('long', 1)",1.0,562.5,0.8075688099861145,9.853883819580078,0.3079720875645103,0.523291289806366,0.18125049769878387,-0.89760816,-15.004977,0.58810323,0.47041154,-12.485602,0.2668079
114,2026_01_06,07:30,long,9.5,max_hold,3,10.0,long_1,"('long', 1)",1.0,572.0,0.8058843762978263,9.073199914849322,0.30559198045341257,0.5134546160697937,0.1818787008523941,0.7303368,-12.794667,0.20979886,2.257448,-0.32024974,0.22435494
115,2026_01_06,07:33,short,-1.0,envelope_decay,2,2.0,short_1,"('short', 1)",1.0,571.0,0.8002838671207427,9.42678904724121,0.3104168933396294,0.5314644575119019,0.18130779266357422,1.7363936,3.399425,0.23700026,1.2855201,3.1208732,0.25604692
116,2026_01_06,07:37,short,5.5,max_hold,3,6.0,short_1,"('short', 1)",1.0,576.5,0.8009276921334474,9.883012077331541,0.3185949449603994,0.5602744221687317,0.18116611242294312,1.5492504,8.849697,0.3080436,-0.29636934,-3.6330526,0.22464614
117,2026_01_06,07:41,long,3.0,max_hold,3,7.5,long_1,"('long', 1)",1.0,579.5,0.8191205937811669,10.852877154248825,0.3052463298079466,0.5171112418174744,0.1801842898130417,-2.4121437,-9.194778,0.2838564,-1.0907189,-8.109199,0.3356896
118,2026_01_06,07:45,long,-14.5,max_hold,3,0.0,long_1,"('long', 1)",1.0,565.0,0.8148809432983397,9.4910306930542,0.29777638784408933,0.4884633719921112,0.18153004348278046,-0.66204435,-5.102888,0.3463519,-1.9869261,-20.081423,0.3943894
119,2026_01_06,07:49,long,-3.0,max_hold,3,0.0,long_1,"('long', 1)",1.0,562.0,0.813014913943349,9.799139630064671,0.30644466765598244,0.5176966786384583,0.18139643967151642,-0.6478305,-16.848375,0.3626392,-0.053522643,-17.114912,0.30628252
120,2026_01_06,07:52,long,-4.0,envelope_decay,2,1.0,long_1,"('long', 1)",1.0,558.0,0.8203275258541107,11.402156181335448,0.31436185667555255,0.5504863262176514,0.1795201301574707,-0.3199313,-19.888317,0.32030407,-0.45581564,-22.581993,0.28501746
121,2026_01_06,07:56,long,4.5,max_hold,3,5.0,long_1,"('long', 1)",1.0,562.5,0.8152306174530702,11.122260177612304,0.313957223062116,0.5482511520385742,0.17978829145431519,-0.05348063,-21.134346,0.24013233,1.7295214,-16.188265,0.22298305
122,2026_01_06,08:00,long,-13.0,envelope_decay,3,3.5,long_1,"('long', 1)",1.0,549.5,0.8059021330796755,9.456530925750732,0.3094547477096938,0.5277152061462402,0.1814657598733902,1.41527,-16.552816,0.19707806,-1.7527081,-24.686777,0.37390745
123,2026_01_06,08:04,long,-13.0,max_hold,3,0.0,long_1,"('long', 1)",1.0,536.5,0.830955014251313,14.65555850982666,0.3146065067040495,0.5568544864654541,0.17774347960948944,-2.6230764,-36.096054,0.61058545,-1.1657296,-33.742107,1.04779
124,2026_01_06,08:07,long,-3.5,envelope_decay,2,8.0,long_1,"('long', 1)",1.0,533.0,0.8230470094415876,12.917124626159667,0.3235056478586296,0.5838443636894226,0.17925308644771576,-0.22168805,-26.566515,1.0084387,-0.07461004,-13.37177,0.85377747
125,2026_01_06,08:11,long,-16.0,max_hold,3,0.0,long_1,"('long', 1)",1.0,517.0,0.823998978354714,13.983496574401855,0.31206097993723425,0.5420841574668884,0.17964379489421844,-0.3916969,-18.277107,0.7084709,-0.32234073,-30.454926,0.5247384
126,2026_01_06,08:14,long,-39.5,hard_stop,2,0.0,long_1,"('long', 1)",1.0,477.5,0.8288285374641419,16.7655228729248,0.31710335588097044,0.5638236999511719,0.17834393680095673,-1.4767652,-27.763565,0.64179647,-2.2527747,-42.24803,0.95753443
127,2026_01_06,08:16,long,-10.0,hard_stop,1,0.0,long_30.0,"('long', 30)",30.0,467.5,0.9835211038589478,33.671321868896484,0.32508717114834323,0.594281792640686,0.17783090472221375,-2.013425,-42.282963,1.0051006,-1.6676271,-44.765793,0.9603012
128,2026_01_06,08:18,long,-15.0,hard_stop,1,0.0,long_1,"('long', 1)",1.0,452.5,0.8314986068951455,20.740562446594236,0.3073716286287085,0.5449075698852539,0.17338228225708008,0.18417716,-30.4305,0.85071933,-0.20255663,-26.721527,0.7486966
129,2026_01_06,08:21,long,-1.5,envelope_decay,2,3.0,long_1,"('long', 1)",1.0,451.0,0.8277344880432917,20.924441230773926,0.30451198803270235,0.5300169587135315,0.17495204508304596,0.5607605,-25.460789,0.6376637,0.90534955,-20.03928,0.3587571
130,2026_01_06,08:23,long,-16.0,hard_stop,1,0.0,long_30.0,"('long', 30)",30.0,435.0,0.9876562356948853,38.020652770996094,0.32191672598201726,0.5800230503082275,0.17866596579551697,-0.49501362,-31.901001,0.290713,-0.77129424,-34.365654,0.33118948
131,2026_01_06,08:26,long,-6.0,hard_stop,2,0.0,long_30.0,"('long', 30)",30.0,429.0,0.9948892593383789,49.73261260986328,0.31489964872850335,0.5515018701553345,0.17980317771434784,-0.18823262,-34.23883,0.3629632,0.51812553,-33.097546,0.41113245
132,2026_01_06,08:29,long,0.0,envelope_decay,2,4.0,long_1,"('long', 1)",1.0,429.0,0.8299203683764247,24.1528058013916,0.3088220974380814,0.5502119064331055,0.17333519458770752,0.46079305,-34.73263,0.3929198,0.92192775,-29.143148,0.3345946
133,2026_01_06,08:31,long,-16.5,hard_stop,1,0.0,long_30.0,"('long', 30)",30.0,412.5,0.9876779913902283,38.477848052978516,0.31101626663709986,0.5391954183578491,0.17939899861812592,-0.9756844,-37.888054,0.31964272,-1.3365121,-37.82158,0.30145696
