Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
24,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,29701.00,29551.75,7/2/2026 8:51:00 AM,7/2/2026 2:00:00 PM,Short,Exit on session close,$298.50,($200.50),$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$745.00,$446.50,310,
25,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,29894.00,29903.75,7/3/2026 8:42:00 AM,7/3/2026 10:00:00 AM,Long,Exit on session close,$19.50,($181.00),$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$62.00,$42.50,79,
26,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,30063.25,29946.50,7/6/2026 8:40:00 AM,7/6/2026 2:00:00 PM,Short,Exit on session close,$233.50,$52.50,$0.00,$0.00,$0.00,$0.00,$0.00,$61.50,$363.00,$129.50,321,
27,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,29279.00,29329.75,7/7/2026 8:40:00 AM,7/7/2026 8:46:00 AM,Short,X_CatastrophicStop,($101.50),($49.00),$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$62.00,$163.50,7,
28,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,29545.75,29503.25,7/7/2026 9:53:00 AM,7/7/2026 11:35:00 AM,Long,X_CatastrophicStop,($85.00),($134.00),$0.00,$0.00,$0.00,$0.00,$0.00,$100.50,$70.50,$155.50,103,
29,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,29344.25,29392.75,7/7/2026 12:15:00 PM,7/7/2026 1:01:00 PM,Short,X_CatastrophicStop,($97.00),($231.00),$0.00,$0.00,$0.00,$0.00,$0.00,$112.50,$147.50,$244.50,47,
30,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,29398.50,29419.50,7/7/2026 1:20:00 PM,7/7/2026 2:00:00 PM,Short,Exit on session close,($42.00),($273.00),$0.00,$0.00,$0.00,$0.00,$0.00,$53.00,$0.00,$42.00,41,
31,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,29127.50,29089.50,7/8/2026 8:40:00 AM,7/8/2026 8:52:00 AM,Long,X_CatastrophicStop,($76.00),($349.00),$0.00,$0.00,$0.00,$0.00,$0.00,$104.00,$34.50,$110.50,13,
32,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,29150.75,29390.00,7/8/2026 9:08:00 AM,7/8/2026 2:00:00 PM,Long,Exit on session close,$478.50,$129.50,$0.00,$0.00,$0.00,$0.00,$0.00,$49.50,$698.50,$220.00,293,
33,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,29883.00,29930.75,7/9/2026 8:46:00 AM,7/9/2026 2:00:00 PM,Long,Exit on session close,$95.50,$225.00,$0.00,$0.00,$0.00,$0.00,$0.00,$37.00,$220.50,$125.00,315,
34,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,29917.00,29971.25,7/10/2026 8:41:00 AM,7/10/2026 9:02:00 AM,Short,X_CatastrophicStop,($108.50),$116.50,$0.00,$0.00,$0.00,$0.00,$0.00,$117.50,$166.50,$275.00,22,
35,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,30021.50,30069.00,7/10/2026 10:22:00 AM,7/10/2026 2:00:00 PM,Long,Exit on session close,$95.00,$211.50,$0.00,$0.00,$0.00,$0.00,$0.00,$8.00,$110.50,$15.50,219,
36,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,29683.25,29430.75,7/13/2026 8:41:00 AM,7/13/2026 2:00:00 PM,Short,Exit on session close,$505.00,$716.50,$0.00,$0.00,$0.00,$0.00,$0.00,$14.50,$593.50,$88.50,320,
37,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,29859.25,29794.75,7/14/2026 8:41:00 AM,7/14/2026 2:00:00 PM,Short,Exit on session close,$129.00,$845.50,$0.00,$0.00,$0.00,$0.00,$0.00,$37.00,$310.00,$181.00,320,
38,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,29648.00,29696.00,7/15/2026 8:41:00 AM,7/15/2026 10:54:00 AM,Short,X_CatastrophicStop,($96.00),$749.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.50,$502.50,$598.50,134,
39,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,29700.50,29656.50,7/15/2026 11:06:00 AM,7/15/2026 11:47:00 AM,Long,X_CatastrophicStop,($88.00),$661.50,$0.00,$0.00,$0.00,$0.00,$0.00,$103.00,$85.00,$173.00,42,
40,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,29641.75,29598.25,7/15/2026 12:10:00 PM,7/15/2026 12:27:00 PM,Long,X_CatastrophicStop,($87.00),$574.50,$0.00,$0.00,$0.00,$0.00,$0.00,$105.50,$28.00,$115.00,18,
41,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,29615.25,29708.00,7/15/2026 12:34:00 PM,7/15/2026 2:00:00 PM,Long,Exit on session close,$185.50,$760.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.00,$244.50,$59.00,87,
42,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,29440.75,29390.75,7/16/2026 8:40:00 AM,7/16/2026 8:43:00 AM,Long,X_CatastrophicStop,($100.00),$660.00,$0.00,$0.00,$0.00,$0.00,$0.00,$101.00,$51.00,$151.00,4,
43,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Short,1,29239.00,29178.50,7/16/2026 11:37:00 AM,7/16/2026 2:00:00 PM,Short,Exit on session close,$121.00,$781.00,$0.00,$0.00,$0.00,$0.00,$0.00,$28.50,$320.00,$199.00,144,
44,MNQ SEP26,Backtest,EnsembleRunner_v0.2-RC,Long,1,28751.00,28768.75,7/17/2026 8:37:00 AM,7/17/2026 2:00:00 PM,Long,Exit on session close,$35.50,$816.50,$0.00,$0.00,$0.00,$0.00,$0.00,$77.00,$592.00,$556.50,324,
