Time,Category,Message,
3/25/2026 6:46:12 AM,Order,Order='afa9902e30b5451a95ca8ebee37572f4/Sim101' Name='BAY_CLOSE' New state='Submitted' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:46:00 AM,Execution,Execution='c0b73fe588714020937a960438731140' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24457.75 Quantity=1 Market position=Short Operation=Operation_Add Order='7228c0a69b7d44718d6da9d1c4d897e7' Time='3/25/2026 6:46 AM',
3/25/2026 6:46:00 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=24457.75 Quantity=1 Market position=Short Operation=Operation_Add,
3/25/2026 6:46:00 AM,Order,Order='7228c0a69b7d44718d6da9d1c4d897e7/Sim101' Name='BAY_d668c3fe' New state='Filled' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24457.75 Error='No error' Native error='',
3/25/2026 6:46:00 AM,Order,Order='7228c0a69b7d44718d6da9d1c4d897e7/Sim101' Name='BAY_d668c3fe' New state='Working' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:46:00 AM,Order,Order='7228c0a69b7d44718d6da9d1c4d897e7/Sim101' Name='BAY_d668c3fe' New state='Accepted' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:46:00 AM,Order,Order='7228c0a69b7d44718d6da9d1c4d897e7/Sim101' Name='BAY_d668c3fe' New state='Submitted' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:59 AM,Execution,Execution='e0f9a6b8351c4853a6f7ea36eb7a64e0' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24513.5 Quantity=1 Market position=Short Operation=Operation_Add Order='d02668f165894f398b4e62a76e67cc59' Time='3/25/2026 6:36 AM',
3/25/2026 6:36:59 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
3/25/2026 6:36:59 AM,Order,Order='d02668f165894f398b4e62a76e67cc59/Sim101' Name='BAY_CLOSE' New state='Filled' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24513.5 Error='No error' Native error='',
3/25/2026 6:36:59 AM,Order,Order='d02668f165894f398b4e62a76e67cc59/Sim101' Name='BAY_CLOSE' New state='Working' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:59 AM,Order,Order='d02668f165894f398b4e62a76e67cc59/Sim101' Name='BAY_CLOSE' New state='Accepted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:59 AM,Order,Order='d02668f165894f398b4e62a76e67cc59/Sim101' Name='BAY_CLOSE' New state='Submitted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:58 AM,Execution,Execution='01f60241f88f4c87a7063a878c86a472' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24515 Quantity=1 Market position=Long Operation=Operation_Add Order='86031b6aadfc48b089d7d69b9b9d2d99' Time='3/25/2026 6:36 AM',
3/25/2026 6:36:58 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=24515 Quantity=1 Market position=Long Operation=Operation_Add,
3/25/2026 6:36:58 AM,Order,Order='86031b6aadfc48b089d7d69b9b9d2d99/Sim101' Name='BAY_2a1d7ad1' New state='Filled' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24515 Error='No error' Native error='',
3/25/2026 6:36:58 AM,Order,Order='86031b6aadfc48b089d7d69b9b9d2d99/Sim101' Name='BAY_2a1d7ad1' New state='Working' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:58 AM,Order,Order='86031b6aadfc48b089d7d69b9b9d2d99/Sim101' Name='BAY_2a1d7ad1' New state='Accepted' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:58 AM,Order,Order='86031b6aadfc48b089d7d69b9b9d2d99/Sim101' Name='BAY_2a1d7ad1' New state='Submitted' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:01 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
3/25/2026 6:36:01 AM,Execution,Execution='b7af4b734ae54395b6c9407639b3b87f' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24480.75 Quantity=1 Market position=Long Operation=Operation_Add Order='0a34bedc204748db9540a047e606b7d0' Time='3/25/2026 6:36 AM',
3/25/2026 6:36:01 AM,Order,Order='0a34bedc204748db9540a047e606b7d0/Sim101' Name='BAY_CLOSE' New state='Filled' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24480.75 Error='No error' Native error='',
3/25/2026 6:36:01 AM,Order,Order='0a34bedc204748db9540a047e606b7d0/Sim101' Name='BAY_CLOSE' New state='Working' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:01 AM,Order,Order='0a34bedc204748db9540a047e606b7d0/Sim101' Name='BAY_CLOSE' New state='Accepted' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:01 AM,Order,Order='0a34bedc204748db9540a047e606b7d0/Sim101' Name='BAY_CLOSE' New state='Submitted' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:00 AM,Execution,Execution='fded88a4e651403daec1c1f42d33f890' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24481.75 Quantity=1 Market position=Short Operation=Operation_Add Order='61d40807a30140d79286d936663f951d' Time='3/25/2026 6:36 AM',
3/25/2026 6:36:00 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=24481.75 Quantity=1 Market position=Short Operation=Operation_Add,
3/25/2026 6:36:00 AM,Order,Order='61d40807a30140d79286d936663f951d/Sim101' Name='BAY_10fbabc1' New state='Filled' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24481.75 Error='No error' Native error='',
3/25/2026 6:36:00 AM,Order,Order='61d40807a30140d79286d936663f951d/Sim101' Name='BAY_10fbabc1' New state='Working' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:00 AM,Order,Order='61d40807a30140d79286d936663f951d/Sim101' Name='BAY_10fbabc1' New state='Accepted' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:36:00 AM,Order,Order='61d40807a30140d79286d936663f951d/Sim101' Name='BAY_10fbabc1' New state='Submitted' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:09 AM,Execution,Execution='d868aee82ec84e27880866ae74bd7e00' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24476.5 Quantity=1 Market position=Short Operation=Operation_Add Order='dfdfae9fbfbc4fd087e6b701f210d0d3' Time='3/25/2026 6:35 AM',
3/25/2026 6:35:09 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
3/25/2026 6:35:09 AM,Order,Order='dfdfae9fbfbc4fd087e6b701f210d0d3/Sim101' Name='BAY_CLOSE' New state='Filled' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24476.5 Error='No error' Native error='',
3/25/2026 6:35:09 AM,Order,Order='dfdfae9fbfbc4fd087e6b701f210d0d3/Sim101' Name='BAY_CLOSE' New state='Working' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:09 AM,Order,Order='dfdfae9fbfbc4fd087e6b701f210d0d3/Sim101' Name='BAY_CLOSE' New state='Accepted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:09 AM,Order,Order='dfdfae9fbfbc4fd087e6b701f210d0d3/Sim101' Name='BAY_CLOSE' New state='Submitted' Instrument='MNQ JUN26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:01 AM,Execution,Execution='814afca595af4972b4ffd0b15c79f4f9' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24463.25 Quantity=1 Market position=Long Operation=Operation_Add Order='907b59e3b981439c80100919bdd9acc6' Time='3/25/2026 6:35 AM',
3/25/2026 6:35:01 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=24463.25 Quantity=1 Market position=Long Operation=Operation_Add,
3/25/2026 6:35:01 AM,Order,Order='907b59e3b981439c80100919bdd9acc6/Sim101' Name='BAY_afa3e41d' New state='Filled' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24463.25 Error='No error' Native error='',
3/25/2026 6:35:01 AM,Order,Order='907b59e3b981439c80100919bdd9acc6/Sim101' Name='BAY_afa3e41d' New state='Working' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:01 AM,Order,Order='907b59e3b981439c80100919bdd9acc6/Sim101' Name='BAY_afa3e41d' New state='Accepted' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:01 AM,Order,Order='907b59e3b981439c80100919bdd9acc6/Sim101' Name='BAY_afa3e41d' New state='Submitted' Instrument='MNQ JUN26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:01 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
3/25/2026 6:35:01 AM,Execution,Execution='b65f26cd5dfd41a9ba70b0f53c31f91b' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24463.75 Quantity=1 Market position=Long Operation=Operation_Add Order='4fb36cdcce0144b7b7695f41a88c0dcb' Time='3/25/2026 6:35 AM',
3/25/2026 6:35:01 AM,Order,Order='4fb36cdcce0144b7b7695f41a88c0dcb/Sim101' Name='BAY_CLOSE' New state='Filled' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24463.75 Error='No error' Native error='',
3/25/2026 6:35:01 AM,Order,Order='4fb36cdcce0144b7b7695f41a88c0dcb/Sim101' Name='BAY_CLOSE' New state='Working' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:01 AM,Order,Order='4fb36cdcce0144b7b7695f41a88c0dcb/Sim101' Name='BAY_CLOSE' New state='Accepted' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:00 AM,Order,Order='4fb36cdcce0144b7b7695f41a88c0dcb/Sim101' Name='BAY_CLOSE' New state='Submitted' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:00 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=24464 Quantity=1 Market position=Short Operation=Operation_Add,
3/25/2026 6:35:00 AM,Execution,Execution='d4b81df4d28542d3a5e295ba70828dd3' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24464 Quantity=1 Market position=Short Operation=Operation_Add Order='60a08a9eff3c4d04ac275ab54c896d0d' Time='3/25/2026 6:35 AM',
3/25/2026 6:35:00 AM,Order,Order='60a08a9eff3c4d04ac275ab54c896d0d/Sim101' Name='BAY_c19ae8c1' New state='Filled' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24464 Error='No error' Native error='',
3/25/2026 6:35:00 AM,Order,Order='60a08a9eff3c4d04ac275ab54c896d0d/Sim101' Name='BAY_c19ae8c1' New state='Working' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:00 AM,Order,Order='60a08a9eff3c4d04ac275ab54c896d0d/Sim101' Name='BAY_c19ae8c1' New state='Accepted' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:35:00 AM,Order,Order='60a08a9eff3c4d04ac275ab54c896d0d/Sim101' Name='BAY_c19ae8c1' New state='Submitted' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:52 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
3/25/2026 6:34:52 AM,Execution,Execution='6a11d6b98fbf4cbda7f41419f80b683e' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24460 Quantity=1 Market position=Long Operation=Operation_Add Order='d199e54c4c864e43baeec263f5a98891' Time='3/25/2026 6:34 AM',
3/25/2026 6:34:52 AM,Order,Order='d199e54c4c864e43baeec263f5a98891/Sim101' Name='BAY_CLOSE' New state='Filled' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24460 Error='No error' Native error='',
3/25/2026 6:34:52 AM,Order,Order='d199e54c4c864e43baeec263f5a98891/Sim101' Name='BAY_CLOSE' New state='Working' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:52 AM,Order,Order='d199e54c4c864e43baeec263f5a98891/Sim101' Name='BAY_CLOSE' New state='Accepted' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:52 AM,Order,Order='d199e54c4c864e43baeec263f5a98891/Sim101' Name='BAY_CLOSE' New state='Submitted' Instrument='MNQ JUN26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
3/25/2026 6:34:39 AM,Position,Instrument='MNQ JUN26' Account='Sim101' Average price=24447.25 Quantity=1 Market position=Short Operation=Operation_Add,
3/25/2026 6:34:39 AM,Execution,Execution='ee37ca1d648444e19f0299cdb8693921' Instrument='MNQ JUN26' Account='Sim101' Exchange=Default Price=24447.25 Quantity=1 Market position=Short Operation=Operation_Add Order='9192b8499c1d40c59386b8c1368bee6b' Time='3/25/2026 6:34 AM',
3/25/2026 6:34:39 AM,Order,Order='9192b8499c1d40c59386b8c1368bee6b/Sim101' Name='BAY_a2e9fe76' New state='Filled' Instrument='MNQ JUN26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=24447.25 Error='No error' Native error='',
