Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
11,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,24206.75,24163.00,4/2/2026 3:31:00 PM,4/2/2026 8:46:00 PM,SMA,Sell,($89.40),$446.10,$1.90,$0.00,$0.00,$0.00,$0.00,$111.50,$97.50,$186.90,316,
12,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,24216.00,24226.75,4/5/2026 6:41:00 PM,4/6/2026 10:16:00 AM,SMA,Sell,$19.60,$465.70,$1.90,$0.00,$0.00,$0.00,$0.00,$174.50,$474.00,$454.40,936,
13,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,24337.50,24349.75,4/6/2026 12:19:00 PM,4/6/2026 2:00:00 PM,SMA,Exit on session close,$22.60,$488.30,$1.90,$0.00,$0.00,$0.00,$0.00,$22.50,$77.50,$54.90,102,
14,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,24358.75,24313.00,4/6/2026 3:02:00 PM,4/6/2026 4:31:00 PM,SMA,Sell,($93.40),$394.90,$1.90,$0.00,$0.00,$0.00,$0.00,$118.50,$48.50,$141.90,90,
15,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,25054.75,25077.75,4/7/2026 5:44:00 PM,4/8/2026 7:16:00 AM,SMA,Sell,$44.10,$439.00,$1.90,$0.00,$0.00,$0.00,$0.00,$27.00,$405.00,$360.90,813,
16,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,25033.75,24977.00,4/8/2026 11:32:00 PM,4/9/2026 12:46:00 AM,SMA,Sell,($115.40),$323.60,$1.90,$0.00,$0.00,$0.00,$0.00,$123.50,$30.50,$145.90,75,
17,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,25040.75,25041.00,4/9/2026 5:45:00 AM,4/9/2026 8:01:00 AM,SMA,Sell,($1.40),$322.20,$1.90,$0.00,$0.00,$0.00,$0.00,$161.00,$144.00,$145.40,137,
18,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,25202.00,25242.25,4/9/2026 10:07:00 AM,4/9/2026 2:00:00 PM,SMA,Exit on session close,$78.60,$400.80,$1.90,$0.00,$0.00,$0.00,$0.00,$114.00,$142.50,$63.90,234,
19,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,25248.25,25228.75,4/9/2026 3:08:00 PM,4/10/2026 12:01:00 AM,SMA,Sell,($40.90),$359.90,$1.90,$0.00,$0.00,$0.00,$0.00,$110.00,$111.50,$152.40,534,
20,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,25289.00,25227.50,4/10/2026 5:20:00 AM,4/10/2026 9:46:00 AM,SMA,Sell,($124.90),$235.00,$1.90,$0.00,$0.00,$0.00,$0.00,$134.00,$209.00,$333.90,267,
21,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,25281.50,25333.00,4/10/2026 1:03:00 PM,4/10/2026 2:00:00 PM,SMA,Exit on session close,$101.10,$336.10,$1.90,$0.00,$0.00,$0.00,$0.00,$4.50,$111.50,$10.40,58,
22,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,25115.25,25585.25,4/13/2026 1:03:00 AM,4/13/2026 2:00:00 PM,SMA,Exit on session close,$938.10,$1274.20,$1.90,$0.00,$0.00,$0.00,$0.00,$84.00,$950.00,$11.90,778,
23,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,25586.75,25990.75,4/13/2026 3:40:00 PM,4/14/2026 2:00:00 PM,SMA,Exit on session close,$806.10,$2080.30,$1.90,$0.00,$0.00,$0.00,$0.00,$54.50,$837.00,$30.90,1341,
24,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26002.25,25973.25,4/14/2026 3:07:00 PM,4/14/2026 11:16:00 PM,SMA,Sell,($59.90),$2020.40,$1.90,$0.00,$0.00,$0.00,$0.00,$72.50,$112.00,$171.90,490,
25,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26179.25,26360.00,4/15/2026 8:40:00 AM,4/15/2026 2:00:00 PM,SMA,Exit on session close,$359.60,$2380.00,$1.90,$0.00,$0.00,$0.00,$0.00,$152.50,$396.00,$36.40,321,
26,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26394.75,26384.75,4/15/2026 4:37:00 PM,4/16/2026 3:46:00 AM,SMA,Sell,($21.90),$2358.10,$1.90,$0.00,$0.00,$0.00,$0.00,$29.50,$185.00,$206.90,670,
27,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26471.75,26436.00,4/16/2026 10:30:00 AM,4/16/2026 11:46:00 AM,SMA,Sell,($73.40),$2284.70,$1.90,$0.00,$0.00,$0.00,$0.00,$233.50,$76.00,$149.40,77,
28,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26466.00,26464.75,4/16/2026 1:39:00 PM,4/16/2026 2:00:00 PM,SMA,Exit on session close,($4.40),$2280.30,$1.90,$0.00,$0.00,$0.00,$0.00,$14.00,$9.50,$13.90,22,
29,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26483.50,26458.00,4/16/2026 4:22:00 PM,4/16/2026 8:31:00 PM,SMA,Sell,($52.90),$2227.40,$1.90,$0.00,$0.00,$0.00,$0.00,$66.00,$28.50,$81.40,250,
30,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26525.00,26842.00,4/17/2026 2:30:00 AM,4/17/2026 2:00:00 PM,SMA,Exit on session close,$632.10,$2859.50,$1.90,$0.00,$0.00,$0.00,$0.00,$42.00,$716.00,$83.90,691,
31,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26706.50,26622.25,4/20/2026 3:06:00 AM,4/20/2026 8:16:00 AM,SMA,Sell,($170.40),$2689.10,$1.90,$0.00,$0.00,$0.00,$0.00,$275.00,$239.00,$409.40,311,
32,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26725.50,26774.25,4/20/2026 11:46:00 AM,4/20/2026 2:00:00 PM,SMA,Exit on session close,$95.60,$2784.70,$1.90,$0.00,$0.00,$0.00,$0.00,$34.50,$169.00,$73.40,135,
33,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26806.75,26808.00,4/20/2026 5:04:00 PM,4/21/2026 6:31:00 AM,SMA,Sell,$0.60,$2785.30,$1.90,$0.00,$0.00,$0.00,$0.00,$45.00,$190.50,$189.90,808,
34,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,26809.75,27105.75,4/21/2026 6:07:00 PM,4/22/2026 2:00:00 PM,SMA,Exit on session close,$590.10,$3375.40,$1.90,$0.00,$0.00,$0.00,$0.00,$82.50,$656.50,$66.40,1194,
35,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,27093.50,26957.75,4/22/2026 3:24:00 PM,4/22/2026 7:16:00 PM,SMA,Sell,($273.40),$3102.00,$1.90,$0.00,$0.00,$0.00,$0.00,$491.00,$13.00,$286.40,233,
36,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,27044.75,26761.25,4/23/2026 5:34:00 AM,4/23/2026 10:46:00 AM,SMA,Sell,($568.90),$2533.10,$1.90,$0.00,$0.00,$0.00,$0.00,$600.50,$222.50,$791.40,313,
37,MNQ JUN26,Backtest,Sample multi-timeframe,Long,1,27043.50,27440.75,4/23/2026 4:25:00 PM,4/24/2026 2:00:00 PM,SMA,Exit on session close,$792.60,$3325.70,$1.90,$0.00,$0.00,$0.00,$0.00,$56.50,$838.50,$45.90,1296,
