**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

segment_idx,start_dt,end_dt,duration_days,start_price,end_price,min_price,max_price,net_pts,direction,sub_pattern,slope_pts_per_day,mean_atr,normalized_slope_abs,normalized_slope_signed,start_snap,end_snap,n_zones_in_band,n_levels_in_band,n_zones_traversed,start_in_zone,end_in_zone,escape_velocity,captured,between_zones,levels_month
17,2025-05-30 00:00:00+00:00,2025-06-05 00:00:00+00:00,6.0,21071.5,21936.25,21071.5,21936.25,864.75,UP,L_H,144.125,332.4666666666667,0.43350210547423296,0.43350210547423296,L,H,4,4,3,True,False,True,False,False,2025-05
18,2025-06-05 00:00:00+00:00,2025-06-08 00:00:00+00:00,3.0,21936.25,21726.75,21726.75,21936.25,-209.5,DOWN,H_L,-69.83333333333333,323.77916666666664,0.21568198489196597,-0.21568198489196597,H,L,2,2,1,False,True,False,True,False,2025-06
19,2025-06-08 00:00:00+00:00,2025-06-11 00:00:00+00:00,3.0,21726.75,22094.0,21726.75,22094.0,367.25,UP,L_H,122.41666666666667,319.25,0.3834507961367789,0.3834507961367789,L,H,3,3,1,True,True,False,False,False,2025-06
20,2025-06-11 00:00:00+00:00,2025-06-13 00:00:00+00:00,2.0,22094.0,21470.5,21470.5,22094.0,-623.5,DOWN,H_L,-311.75,315.275,0.9888192847514076,-0.9888192847514076,H,L,4,4,2,True,True,False,False,False,2025-06
21,2025-06-13 00:00:00+00:00,2025-06-16 00:00:00+00:00,3.0,21470.5,21996.5,21470.5,21996.5,526.0,UP,L_H,175.33333333333334,305.675,0.5735939587252256,0.5735939587252256,L,H,3,3,2,True,False,True,False,False,2025-06
22,2025-06-16 00:00:00+00:00,2025-06-19 00:00:00+00:00,3.0,21996.5,21433.5,21433.5,21996.5,-563.0,DOWN,H_L,-187.66666666666666,299.421875,0.6267633808206787,-0.6267633808206787,H,L,3,3,2,False,True,False,True,False,2025-06
23,2025-06-19 00:00:00+00:00,2025-07-03 00:00:00+00:00,14.0,21433.5,23101.25,21433.5,23101.25,1667.75,UP,L_H,119.125,284.95500000000004,0.4180484637925286,0.4180484637925286,L,H,6,6,5,True,False,True,False,False,2025-06
24,2025-07-03 00:00:00+00:00,2025-07-07 00:00:00+00:00,4.0,23101.25,22780.25,22780.25,23101.25,-321.0,DOWN,H_L,-80.25,268.58125,0.2987922649105252,-0.2987922649105252,H,L,1,1,1,False,False,False,False,True,2025-07
25,2025-07-07 00:00:00+00:00,2025-07-09 00:00:00+00:00,2.0,22780.25,23111.25,22780.25,23111.25,331.0,UP,L_H,165.5,248.5875,0.6657615527731684,0.6657615527731684,L,H,1,1,1,False,False,False,False,True,2025-07
26,2025-07-09 00:00:00+00:00,2025-07-13 00:00:00+00:00,4.0,23111.25,22802.25,22802.25,23111.25,-309.0,DOWN,H_L,-77.25,242.99374999999998,0.3179094112502894,-0.3179094112502894,H,L,1,1,1,False,False,False,False,True,2025-07
27,2025-07-13 00:00:00+00:00,2025-07-31 00:00:00+00:00,18.0,22802.25,23848.0,22802.25,23848.0,1045.75,UP,L_H,58.09722222222222,213.13235294117646,0.27258753267861113,0.27258753267861113,L,H,5,5,5,False,False,False,False,True,2025-07
28,2025-07-31 00:00:00+00:00,2025-08-01 00:00:00+00:00,1.0,23848.0,22788.25,22788.25,23848.0,-1059.75,DOWN,H_L,-1059.75,229.65625,4.614505374880936,-4.614505374880936,H,L,5,5,5,False,False,False,False,True,2025-07
29,2025-08-01 00:00:00+00:00,2025-08-08 00:00:00+00:00,7.0,22788.25,23768.5,22788.25,23768.5,980.25,UP,L_H,140.03571428571428,254.38035714285712,0.5504973570230182,0.5504973570230182,L,H,6,6,5,False,True,False,True,False,2025-08
30,2025-08-08 00:00:00+00:00,2025-08-11 00:00:00+00:00,3.0,23768.5,23587.0,23587.0,23768.5,-181.5,DOWN,H_L,-60.5,265.44583333333327,0.22791843910402315,-0.22791843910402315,H,L,2,2,0,True,True,False,False,False,2025-08
31,2025-08-11 00:00:00+00:00,2025-08-13 00:00:00+00:00,2.0,23587.0,24069.0,23587.0,24069.0,482.0,UP,L_H,241.0,274.40833333333336,0.8782532114549484,0.8782532114549484,L,H,3,3,2,True,False,True,False,False,2025-08
32,2025-08-13 00:00:00+00:00,2025-08-20 00:00:00+00:00,7.0,24069.0,23035.25,23035.25,24069.0,-1033.75,DOWN,H_L,-147.67857142857142,280.65535714285716,0.5261918850649309,-0.5261918850649309,H,L,6,6,6,False,False,False,False,True,2025-08
33,2025-08-20 00:00:00+00:00,2025-08-22 00:00:00+00:00,2.0,23035.25,23650.0,23035.25,23650.0,614.75,UP,L_H,307.375,306.33750000000003,1.003386787448484,1.003386787448484,L,H,4,4,4,False,False,False,False,True,2025-08
34,2025-08-22 00:00:00+00:00,2025-08-26 00:00:00+00:00,4.0,23650.0,23371.25,23371.25,23650.0,-278.75,DOWN,H_L,-69.6875,284.93125,0.2445765425870276,-0.2445765425870276,H,L,2,2,1,False,True,False,True,False,2025-08
35,2025-08-26 00:00:00+00:00,2025-08-28 00:00:00+00:00,2.0,23371.25,23803.75,23371.25,23803.75,432.5,UP,L_H,216.25,266.95,0.8100767934070051,0.8100767934070051,L,H,3,3,2,True,False,True,False,False,2025-08
36,2025-08-28 00:00:00+00:00,2025-09-02 00:00:00+00:00,5.0,23803.75,23025.0,23025.0,23803.75,-778.75,DOWN,H_L,-155.75,253.79750000000004,0.6136782277209192,-0.6136782277209192,H,L,6,6,5,False,True,False,True,False,2025-08
37,2025-09-02 00:00:00+00:00,2025-10-08 00:00:00+00:00,36.0,23025.0,25393.0,23025.0,25393.0,2368.0,UP,L_H,65.77777777777777,246.11141304347825,0.26726829513655026,0.26726829513655026,L,H,8,8,8,False,False,False,False,True,2025-09
38,2025-10-08 00:00:00+00:00,2025-10-10 00:00:00+00:00,2.0,25393.0,24157.75,24157.75,25393.0,-1235.25,DOWN,H_L,-617.625,241.35416666666666,2.5589987052222702,-2.5589987052222702,H,L,3,3,3,False,False,False,False,True,2025-10
39,2025-10-10 00:00:00+00:00,2025-10-16 00:00:00+00:00,6.0,24157.75,25179.75,24157.75,25179.75,1022.0,UP,L_H,170.33333333333334,299.00833333333327,0.5696608232769433,0.5696608232769433,L,H,2,2,2,False,False,False,False,True,2025-10
40,2025-10-16 00:00:00+00:00,2025-10-17 00:00:00+00:00,1.0,25179.75,24410.25,24410.25,25179.75,-769.5,DOWN,H_L,-769.5,348.32500000000005,2.2091437594200816,-2.2091437594200816,H,L,2,2,2,False,False,False,False,True,2025-10
41,2025-10-17 00:00:00+00:00,2025-10-20 00:00:00+00:00,3.0,24410.25,25355.0,24410.25,25355.0,944.75,UP,L_H,314.9166666666667,363.6166666666666,0.8660677453362059,0.8660677453362059,L,H,3,3,3,False,False,False,False,True,2025-10
42,2025-10-20 00:00:00+00:00,2025-10-22 00:00:00+00:00,2.0,25355.0,24805.25,24805.25,25355.0,-549.75,DOWN,H_L,-274.875,368.71250000000003,0.7454995423263382,-0.7454995423263382,H,L,2,2,2,False,False,False,False,True,2025-10
43,2025-10-22 00:00:00+00:00,2025-10-30 00:00:00+00:00,8.0,24805.25,26399.5,24805.25,26399.5,1594.25,UP,L_H,199.28125,382.490625,0.5210095018668758,0.5210095018668758,L,H,6,6,6,False,False,False,False,True,2025-10
44,2025-10-30 00:00:00+00:00,2025-11-07 00:00:00+00:00,8.0,26399.5,24709.0,24709.0,26399.5,-1690.5,DOWN,H_L,-211.3125,382.678125,0.5521938313040495,-0.5521938313040495,H,L,6,6,6,False,False,False,False,True,2025-10
45,2025-11-07 00:00:00+00:00,2025-11-12 00:00:00+00:00,5.0,24709.0,25830.5,24709.0,25830.5,1121.5,UP,L_H,224.3,369.59000000000003,0.6068887145214967,0.6068887145214967,L,H,4,4,4,False,False,False,False,True,2025-11
46,2025-11-12 00:00:00+00:00,2025-11-14 00:00:00+00:00,2.0,25830.5,24626.0,24626.0,25830.5,-1204.5,DOWN,H_L,-602.25,385.9041666666667,1.5606206204044613,-1.5606206204044613,H,L,4,4,4,False,False,False,False,True,2025-11
47,2025-11-14 00:00:00+00:00,2025-11-17 00:00:00+00:00,3.0,24626.0,25362.0,24626.0,25362.0,736.0,UP,L_H,245.33333333333334,398.5625,0.6155454497935289,0.6155454497935289,L,H,2,2,2,False,False,False,False,True,2025-11
48,2025-11-17 00:00:00+00:00,2025-11-18 00:00:00+00:00,1.0,25362.0,24380.0,24380.0,25362.0,-982.0,DOWN,H_L,-982.0,418.91875000000005,2.344129977471765,-2.344129977471765,H,L,3,3,3,False,False,False,False,True,2025-11
49,2025-11-18 00:00:00+00:00,2025-11-20 00:00:00+00:00,2.0,24380.0,25310.0,24380.0,25310.0,930.0,UP,L_H,465.0,459.42083333333335,1.0121439130789671,1.0121439130789671,L,H,3,3,2,False,True,False,True,False,2025-11
50,2025-11-20 00:00:00+00:00,2025-11-21 00:00:00+00:00,1.0,25310.0,23904.0,23904.0,25310.0,-1406.0,DOWN,H_L,-1406.0,507.6375,2.769692940336362,-2.769692940336362,H,L,3,3,2,True,False,True,False,False,2025-11
51,2025-11-21 00:00:00+00:00,2025-11-28 00:00:00+00:00,7.0,23904.0,25500.25,23904.0,25500.25,1596.25,UP,L_H,228.03571428571428,509.76964285714286,0.44733090226327715,0.44733090226327715,L,H,3,3,3,False,False,False,False,True,2025-11
52,2025-11-28 00:00:00+00:00,2025-12-01 00:00:00+00:00,3.0,25500.25,25193.5,25193.5,25500.25,-306.75,DOWN,H_L,-102.25,461.7208333333333,0.2214541615153457,-0.2214541615153457,H,L,1,1,1,False,False,False,False,True,2025-11
53,2025-12-01 00:00:00+00:00,2025-12-05 00:00:00+00:00,4.0,25193.5,25867.75,25193.5,25867.75,674.25,UP,L_H,168.5625,443.265,0.3802747791952895,0.3802747791952895,L,H,3,3,3,False,False,False,False,True,2025-12
54,2025-12-05 00:00:00+00:00,2025-12-17 00:00:00+00:00,12.0,25867.75,24658.75,24658.75,25867.75,-1209.0,DOWN,H_L,-100.75,355.75795454545454,0.2831981652489723,-0.2831981652489723,H,L,4,4,4,False,False,False,False,True,2025-12
55,2025-12-17 00:00:00+00:00,2026-01-02 00:00:00+00:00,16.0,24658.75,25803.5,24658.75,25803.5,1144.75,UP,L_H,71.546875,300.02750000000003,0.23846772379198572,0.23846772379198572,L,H,4,4,4,False,False,False,False,True,2025-12
56,2026-01-02 00:00:00+00:00,2026-01-04 00:00:00+00:00,2.0,25803.5,25406.0,25406.0,25803.5,-397.5,DOWN,H_L,-198.75,310.625,0.6398390342052314,-0.6398390342052314,H,L,2,2,2,False,False,False,False,True,2026-01
57,2026-01-04 00:00:00+00:00,2026-01-07 00:00:00+00:00,3.0,25406.0,25998.0,25406.0,25998.0,592.0,UP,L_H,197.33333333333334,307.8375,0.6410308469024513,0.6410308469024513,L,H,3,3,2,False,True,False,True,False,2026-01
58,2026-01-07 00:00:00+00:00,2026-01-09 00:00:00+00:00,2.0,25998.0,25615.75,25615.75,25998.0,-382.25,DOWN,H_L,-191.125,309.3208333333333,0.617885959831351,-0.617885959831351,H,L,2,2,1,True,False,True,False,False,2026-01
59,2026-01-09 00:00:00+00:00,2026-01-13 00:00:00+00:00,4.0,25615.75,26046.25,25615.75,26046.25,430.5,UP,L_H,107.625,316.85624999999993,0.33966506893899057,0.33966506893899057,L,H,2,2,2,False,False,False,False,True,2026-01
60,2026-01-13 00:00:00+00:00,2026-01-21 00:00:00+00:00,8.0,26046.25,25026.0,25026.0,26046.25,-1020.25,DOWN,H_L,-127.53125,314.9421875,0.4049354296175389,-0.4049354296175389,H,L,4,4,4,False,False,False,False,True,2026-01
61,2026-01-21 00:00:00+00:00,2026-01-28 00:00:00+00:00,7.0,25026.0,26349.0,25026.0,26349.0,1323.0,UP,L_H,189.0,303.95714285714286,0.6217981858344691,0.6217981858344691,L,H,5,5,5,False,False,False,False,True,2026-01
62,2026-01-28 00:00:00+00:00,2026-01-30 00:00:00+00:00,2.0,26349.0,25568.75,25568.75,26349.0,-780.25,DOWN,H_L,-390.125,330.5541666666667,1.1802150429203484,-1.1802150429203484,H,L,4,4,3,False,True,False,True,False,2026-01
63,2026-01-30 00:00:00+00:00,2026-02-03 00:00:00+00:00,4.0,25568.75,26027.75,25568.75,26027.75,459.0,UP,L_H,114.75,359.675,0.31903802043511503,0.31903802043511503,L,H,3,3,1,True,True,False,False,False,2026-01
64,2026-02-03 00:00:00+00:00,2026-02-06 00:00:00+00:00,3.0,26027.75,24240.5,24240.5,26027.75,-1787.25,DOWN,H_L,-595.75,431.19375,1.3816294879042192,-1.3816294879042192,H,L,6,6,5,True,False,True,False,False,2026-02
65,2026-02-06 00:00:00+00:00,2026-02-11 00:00:00+00:00,5.0,24240.5,25465.5,24240.5,25465.5,1225.0,UP,L_H,245.0,468.1525,0.5233337427440845,0.5233337427440845,L,H,3,3,3,False,False,False,False,True,2026-02
66,2026-02-11 00:00:00+00:00,2026-02-13 00:00:00+00:00,2.0,25465.5,24578.75,24578.75,25465.5,-886.75,DOWN,H_L,-443.375,487.25,0.9099538224730631,-0.9099538224730631,H,L,2,2,2,False,False,False,False,True,2026-02
67,2026-02-13 00:00:00+00:00,2026-02-16 00:00:00+00:00,3.0,24578.75,24922.25,24578.75,24922.25,343.5,UP,L_H,114.5,479.5458333333333,0.23876758391186106,0.23876758391186106,L,H,1,1,0,False,True,False,True,False,2026-02
68,2026-02-16 00:00:00+00:00,2026-02-17 00:00:00+00:00,1.0,24922.25,24449.25,24449.25,24922.25,-473.0,DOWN,H_L,-473.0,481.13125,0.9830997259063924,-0.9830997259063924,H,L,2,2,1,True,False,True,False,False,2026-02
69,2026-02-17 00:00:00+00:00,2026-02-25 00:00:00+00:00,8.0,24449.25,25495.0,24449.25,25495.0,1045.75,UP,L_H,130.71875,477.4171875,0.2738040301492078,0.2738040301492078,L,H,3,3,3,False,False,False,False,True,2026-02
70,2026-02-25 00:00:00+00:00,2026-03-03 00:00:00+00:00,6.0,25495.0,24350.75,24350.75,25495.0,-1144.25,DOWN,H_L,-190.70833333333334,413.36875000000003,0.4613515978973576,-0.4613515978973576,H,L,3,3,3,False,False,False,False,True,2026-02
71,2026-03-03 00:00:00+00:00,2026-03-05 00:00:00+00:00,2.0,24350.75,25243.0,24350.75,25243.0,892.25,UP,L_H,446.125,407.22499999999997,1.095524587144699,1.095524587144699,L,H,3,3,2,False,True,False,True,False,2026-03
72,2026-03-05 00:00:00+00:00,2026-03-09 00:00:00+00:00,4.0,25243.0,23999.0,23999.0,25243.0,-1244.0,DOWN,H_L,-311.0,422.315625,0.7364160395438838,-0.7364160395438838,H,L,3,3,2,True,False,True,False,False,2026-03
73,2026-03-09 00:00:00+00:00,2026-03-10 00:00:00+00:00,1.0,23999.0,25217.75,23999.0,25217.75,1218.75,UP,L_H,1218.75,446.2625,2.73101593792891,2.73101593792891,L,H,2,2,2,False,False,False,False,True,2026-03
74,2026-03-10 00:00:00+00:00,2026-03-13 00:00:00+00:00,3.0,25217.75,24333.75,24333.75,25217.75,-884.0,DOWN,H_L,-294.6666666666667,461.02812500000005,0.6391511725378287,-0.6391511725378287,H,L,2,2,2,False,False,False,False,True,2026-03
75,2026-03-13 00:00:00+00:00,2026-03-18 00:00:00+00:00,5.0,24333.75,24990.0,24333.75,24990.0,656.25,UP,L_H,131.25,466.825,0.2811546082579125,0.2811546082579125,L,H,2,2,1,False,True,False,True,False,2026-03
76,2026-03-18 00:00:00+00:00,2026-03-20 00:00:00+00:00,2.0,24990.0,24107.5,24107.5,24990.0,-882.5,DOWN,H_L,-441.25,480.4458333333334,0.918417789032756,-0.918417789032756,H,L,2,2,1,True,False,True,False,False,2026-03
