tf,c1,c2,regime_2d,n,pearson,p_q4q4,p_q0q0,p_q4q0,p_q0q4,upper_lift,lower_lift,tail_asymmetry,joint_extreme,cross_extreme
15m,vol_velocity_1b,SE_high_w,DOWN_CHOPPY,2988,-0.07787978890313504,0.05187416331994645,0.008032128514056224,0.02677376171352075,0.0783132530120482,1.2968540829986612,0.2008032128514056,1.0960508701472556,1.497657295850067,2.6271753681392234
15m,vol_velocity_1b,SE_high_w,FLAT_SMOOTH,9858,-0.035314928437068446,0.056299452221545955,0.007608034083992696,0.023128423615337797,0.07557313856766078,1.4074863055386488,0.1902008520998174,1.2172854534388313,1.5976871576384664,2.4675390545749645
15m,vol_velocity_1b,SE_high_w,FLAT_CHOPPY,18315,-0.08185080284958347,0.054654654654654654,0.0074802074802074806,0.021785421785421786,0.08288288288288288,1.3663663663663663,0.187005187005187,1.1793611793611793,1.5533715533715533,2.616707616707617
15m,vol_velocity_1b,SE_low_w,UP_SMOOTH,7146,-0.07995502757412165,0.05135740274279317,0.005877413937867338,0.02211027148054856,0.08284354883851106,1.2839350685698292,0.14693534844668346,1.1369997201231457,1.4308704170165127,2.6238455079764904
15m,vol_velocity_1b,SE_low_w,UP_CHOPPY,3924,-0.08192928241593352,0.05045871559633028,0.006625891946992864,0.01834862385321101,0.0835881753312946,1.261467889908257,0.1656472986748216,1.0958205912334353,1.4271151885830786,2.5484199796126403
15m,vol_velocity_1b,SE_low_w,DOWN_SMOOTH,4662,-0.05229068342975993,0.05855855855855856,0.006220506220506221,0.01866151866151866,0.08687258687258688,1.4639639639639639,0.1555126555126555,1.3084513084513083,1.6194766194766195,2.6383526383526386
15m,vol_velocity_1b,SE_low_w,DOWN_CHOPPY,2988,-0.05985434531202448,0.05823293172690763,0.006024096385542169,0.018741633199464525,0.07429718875502007,1.4558232931726909,0.15060240963855423,1.3052208835341366,1.6064257028112452,2.3259705488621147
15m,vol_velocity_1b,SE_low_w,FLAT_SMOOTH,9858,-0.029156820447632206,0.054777845404747415,0.007912355447352405,0.01957800770947454,0.07800770947453844,1.3694461351186853,0.1978088861838101,1.1716372489348752,1.5672550213024954,2.4396429296003244
15m,vol_velocity_1b,SE_low_w,FLAT_CHOPPY,18315,-0.08324211765159152,0.05662025662025662,0.005241605241605242,0.01812721812721813,0.08419328419328419,1.4155064155064154,0.13104013104013104,1.2844662844662844,1.5465465465465464,2.558012558012558
15m,vol_velocity_1b,hurst_w,UP_SMOOTH,7146,0.009709751179297565,0.03302546879373076,0.04268122026308424,0.042821158690176324,0.034144976210467394,0.8256367198432689,1.067030506577106,-0.24139378673383705,1.8926672264203748,1.9241533725160929
15m,vol_velocity_1b,hurst_w,UP_CHOPPY,3924,0.03937266159762857,0.046890927624872576,0.029306829765545363,0.03695208970438328,0.040774719673802244,1.1722731906218145,0.7326707441386341,0.43960244648318036,1.9049439347604484,1.943170234454638
15m,vol_velocity_1b,hurst_w,DOWN_SMOOTH,4662,-0.017164006419169344,0.03625053625053625,0.0413985413985414,0.03968253968253968,0.03818103818103818,0.9062634062634063,1.0349635349635349,-0.1287001287001286,1.9412269412269412,1.9465894465894464
15m,vol_velocity_1b,hurst_w,DOWN_CHOPPY,2988,-0.030118985113884042,0.025100401606425703,0.03781793842034806,0.039491298527443104,0.029116465863453816,0.6275100401606426,0.9454484605087015,-0.31793842034805886,1.572958500669344,1.715194109772423
15m,vol_velocity_1b,hurst_w,FLAT_SMOOTH,9888,0.012321901665334766,0.0405542071197411,0.03832928802588997,0.030946601941747573,0.039037216828478966,1.0138551779935274,0.9582322006472491,0.0556229773462783,1.9720873786407767,1.7495954692556634
15m,vol_velocity_1b,hurst_w,FLAT_CHOPPY,18315,0.010250782121902328,0.038875238875238874,0.04078624078624079,0.03832923832923833,0.037892437892437895,0.9718809718809718,1.0196560196560196,-0.04777504777504782,1.9915369915369914,1.9055419055419056
15m,vol_velocity_1b,reversion_prob_w,UP_SMOOTH,7146,-0.3069473444656072,0.030226700251889168,0.030786453960257486,0.07626644276518332,0.03946263643996641,0.7556675062972292,0.7696613490064371,-0.013993842709207893,1.5253288553036664,2.8932269801287434
15m,vol_velocity_1b,reversion_prob_w,UP_CHOPPY,3924,-0.33513028797530986,0.029561671763506627,0.029561671763506627,0.07696228338430174,0.04383282364933741,0.7390417940876657,0.7390417940876657,0.0,1.4780835881753314,3.019877675840979
15m,vol_velocity_1b,reversion_prob_w,DOWN_SMOOTH,4662,-0.3526320446169639,0.032175032175032175,0.030244530244530245,0.07657657657657657,0.03796653796653797,0.8043758043758044,0.7561132561132561,0.04826254826254828,1.5604890604890604,2.8635778635778633
15m,vol_velocity_1b,reversion_prob_w,DOWN_CHOPPY,2988,-0.22918271902561793,0.02610441767068273,0.034471218206157964,0.07730923694779117,0.040160642570281124,0.6526104417670682,0.8617804551539491,-0.2091700133868809,1.5143908969210171,2.9367469879518073
15m,vol_velocity_1b,reversion_prob_w,FLAT_SMOOTH,9858,-0.22773548572969246,0.029113410428078718,0.029924934063704604,0.07577601947656726,0.04382227632379793,0.7278352607019679,0.7481233515926151,-0.020288090890647204,1.475958612294583,2.98995739500913
15m,vol_velocity_1b,reversion_prob_w,FLAT_CHOPPY,18315,-0.2584387622122403,0.02942942942942943,0.02861042861042861,0.07578487578487579,0.04744744744744745,0.7357357357357357,0.7152607152607152,0.020475020475020478,1.4509964509964508,3.080808080808081
15m,vol_velocity_1b,swing_noise_w,UP_SMOOTH,7146,-0.03238316815960128,0.05107752588860901,0.009095997760985167,0.019731318219983206,0.06563112230618527,1.2769381472152252,0.22739994402462918,1.049538203190596,1.5043380912398545,2.134061013154212
15m,vol_velocity_1b,swing_noise_w,UP_CHOPPY,3924,-0.04631517047422199,0.05657492354740061,0.0061162079510703364,0.013761467889908258,0.0728848114169215,1.4143730886850152,0.1529051987767584,1.2614678899082568,1.5672782874617737,2.166156982670744
15m,vol_velocity_1b,swing_noise_w,DOWN_SMOOTH,4662,-0.06161113393611632,0.06113256113256113,0.009438009438009438,0.02702702702702703,0.07915057915057915,1.5283140283140282,0.23595023595023595,1.2923637923637923,1.764264264264264,2.654440154440154
15m,vol_velocity_1b,swing_noise_w,DOWN_CHOPPY,2988,-0.058898479838516135,0.05287817938420348,0.019745649263721552,0.035809906291834004,0.07028112449799197,1.321954484605087,0.4936412315930388,0.8283132530120483,1.8155957161981258,2.652275769745649
15m,vol_velocity_1b,swing_noise_w,FLAT_SMOOTH,9804,-0.023631636135272135,0.05171358629130967,0.01193390452876377,0.025601795185638515,0.06048551611587107,1.2928396572827416,0.2983476132190942,0.9944920440636474,1.5911872705018357,2.1521827825377398
15m,vol_velocity_1b,swing_noise_w,FLAT_CHOPPY,18315,-0.05140996371861888,0.056074256074256076,0.008845208845208846,0.025334425334425335,0.06644826644826644,1.401856401856402,0.22113022113022116,1.1807261807261809,1.622986622986623,2.294567294567295
15m,vol_accel_1b,bar_range,UP_SMOOTH,7146,0.10247527130851136,0.09361880772460117,0.0163727959697733,0.0054575986565911,0.05975370836831794,2.340470193115029,0.4093198992443325,1.9311502938706966,2.7497900923593614,1.630282675622726
15m,vol_accel_1b,bar_range,UP_CHOPPY,3924,0.04644666712248316,0.09225280326197757,0.020642201834862386,0.009938837920489297,0.05657492354740061,2.306320081549439,0.5160550458715597,1.7902650356778795,2.8223751274209987,1.6628440366972477
15m,vol_accel_1b,bar_range,DOWN_SMOOTH,4662,0.087389232942189,0.09845559845559845,0.018018018018018018,0.009009009009009009,0.06306306306306306,2.4613899613899615,0.45045045045045046,2.010939510939511,2.9118404118404118,1.8018018018018016
15m,vol_accel_1b,bar_range,DOWN_CHOPPY,2988,0.14364138355880832,0.09839357429718876,0.009370816599732263,0.006024096385542169,0.060240963855421686,2.459839357429719,0.23427041499330656,2.2255689424364125,2.694109772423025,1.6566265060240963
15m,vol_accel_1b,bar_range,FLAT_SMOOTH,9885,0.1009173655540767,0.10005058168942843,0.015579160343955489,0.010015174506828529,0.058168942842690946,2.501264542235711,0.38947900859888723,2.111785533636824,2.890743550834598,1.7046029337379867
15m,vol_accel_1b,bar_range,FLAT_CHOPPY,18315,0.08183175600611337,0.0921102921102921,0.015015015015015015,0.0063882063882063885,0.062134862134862134,2.3027573027573025,0.37537537537537535,1.9273819273819273,2.6781326781326777,1.713076713076713
15m,vol_accel_1b,body,UP_SMOOTH,7146,0.08468282980248378,0.07052896725440806,0.04813881891967534,0.05401623285754268,0.051497341169885254,1.7632241813602014,1.2034704729918835,0.559753708368318,2.966694654352085,2.6378393506856983
15m,vol_accel_1b,body,UP_CHOPPY,3924,-0.025454818647566047,0.07212028542303772,0.04281345565749235,0.05581039755351682,0.05504587155963303,1.803007135575943,1.0703363914373087,0.7326707441386342,2.873343527013252,2.7714067278287464
15m,vol_accel_1b,body,DOWN_SMOOTH,4662,-0.17297425235160244,0.041613041613041614,0.04118404118404118,0.08494208494208494,0.060703560703560706,1.0403260403260404,1.0296010296010296,0.010725010725010753,2.06992706992707,3.6411411411411407
15m,vol_accel_1b,body,DOWN_CHOPPY,2988,-0.18536580220530333,0.0391566265060241,0.03112449799196787,0.08701472556894244,0.06157965194109773,0.9789156626506024,0.7781124497991967,0.20080321285140568,1.757028112449799,3.714859437751004
15m,vol_accel_1b,body,FLAT_SMOOTH,9885,-0.09839556837946471,0.05624683864441073,0.03743045017703591,0.07172483560950936,0.05493171471927162,1.4061709661102682,0.9357612544258977,0.4704097116843704,2.341932220536166,3.1664137582195244
15m,vol_accel_1b,body,FLAT_CHOPPY,18315,-0.022405626283785188,0.0616980616980617,0.04564564564564565,0.07103467103467104,0.05733005733005733,1.5424515424515424,1.1411411411411412,0.4013104013104012,2.6835926835926838,3.209118209118209
15m,vol_accel_1b,price_velocity_w,UP_SMOOTH,7146,-0.009961130322604596,0.07472712006717044,0.042821158690176324,0.037783375314861464,0.06255247691015953,1.868178001679261,1.070528967254408,0.797649034424853,2.938706968933669,2.5083963056255247
15m,vol_accel_1b,price_velocity_w,UP_CHOPPY,3924,-0.033757414173868294,0.06345565749235474,0.03720693170234455,0.04204892966360856,0.06269113149847094,1.5863914373088683,0.9301732925586137,0.6562181447502546,2.516564729867482,2.6185015290519873
15m,vol_accel_1b,price_velocity_w,DOWN_SMOOTH,4662,0.010896541131413348,0.02702702702702703,0.07014157014157014,0.08301158301158301,0.03432003432003432,0.6756756756756757,1.7535392535392536,-1.077863577863578,2.429214929214929,2.9332904332904333
15m,vol_accel_1b,price_velocity_w,DOWN_CHOPPY,2988,-0.007165003419162062,0.03781793842034806,0.06157965194109773,0.07396251673360107,0.03848728246318608,0.9454484605087015,1.5394912985274432,-0.5940428380187417,2.484939759036145,2.811244979919679
15m,vol_accel_1b,price_velocity_w,FLAT_SMOOTH,9855,0.004407967233398189,0.05357686453576865,0.053779807204464736,0.05357686453576865,0.0458650431253171,1.339421613394216,1.3444951801116183,-0.0050735667174022225,2.6839167935058343,2.486047691527143
15m,vol_accel_1b,price_velocity_w,FLAT_CHOPPY,18315,0.0024048320234106254,0.05421785421785422,0.057057057057057055,0.06191646191646192,0.050614250614250615,1.3554463554463554,1.4264264264264264,-0.07098007098007098,2.7818727818727815,2.8132678132678133
15m,vol_accel_1b,price_accel_w,UP_SMOOTH,7146,0.034841541037808996,0.06031346207668626,0.049398264763504056,0.0593338930870417,0.04743912678421495,1.5078365519171564,1.2349566190876013,0.272879932829555,2.7427931710047577,2.669325496781416
15m,vol_accel_1b,price_accel_w,UP_CHOPPY,3924,-0.06330490297383111,0.05835881753312946,0.040519877675840976,0.058868501529051986,0.05402650356778797,1.4589704383282365,1.0129969418960243,0.4459734964322122,2.4719673802242608,2.822375127420999
15m,vol_accel_1b,price_accel_w,DOWN_SMOOTH,4662,-0.11718655217422044,0.04826254826254826,0.0489060489060489,0.06885456885456885,0.05791505791505792,1.2065637065637065,1.2226512226512225,-0.01608751608751602,2.429214929214929,3.1692406692406694
15m,vol_accel_1b,price_accel_w,DOWN_CHOPPY,2988,-0.1391273480250324,0.040829986613119144,0.03815261044176707,0.08165997322623829,0.05555555555555555,1.0207496653279786,0.9538152610441768,0.06693440428380182,1.9745649263721554,3.430388219544846
15m,vol_accel_1b,price_accel_w,FLAT_SMOOTH,9852,-0.039512672044096066,0.05257815671944783,0.04029638652050345,0.06638246041412911,0.050243605359317906,1.3144539179861956,1.0074096630125862,0.30704425497360943,2.321863580998782,2.915651644336175
15m,vol_accel_1b,price_accel_w,FLAT_CHOPPY,18315,-0.032717879083726205,0.054873054873054876,0.045536445536445536,0.06431886431886431,0.05831285831285831,1.371826371826372,1.1384111384111384,0.23341523341523351,2.51023751023751,3.0657930657930654
15m,vol_accel_1b,vol_velocity_w,UP_SMOOTH,7146,0.05607923674415499,0.09655751469353484,0.049678141617688215,0.05499580184718724,0.05793450881612091,2.4139378673383707,1.2419535404422053,1.1719843268961654,3.655891407780576,2.823257766582704
15m,vol_accel_1b,vol_velocity_w,UP_CHOPPY,3924,0.06522079819646183,0.09709480122324159,0.04434250764525994,0.0517329255861366,0.05657492354740061,2.4273700305810397,1.1085626911314985,1.3188073394495412,3.5359327217125385,2.7076962283384303
15m,vol_accel_1b,vol_velocity_w,DOWN_SMOOTH,4662,0.0459231113151225,0.0945945945945946,0.05019305019305019,0.06435006435006435,0.06199056199056199,2.364864864864865,1.2548262548262548,1.1100386100386102,3.6196911196911197,3.1585156585156584
15m,vol_accel_1b,vol_velocity_w,DOWN_CHOPPY,2988,0.06720708571875798,0.09437751004016064,0.04484605087014726,0.050200803212851405,0.07329317269076305,2.3594377510040156,1.1211512717536813,1.2382864792503343,3.480589022757697,3.087349397590361
15m,vol_accel_1b,vol_velocity_w,FLAT_SMOOTH,9855,0.06054335984184441,0.09051243023845763,0.052054794520547946,0.05733130390664637,0.0643328259766616,2.262810755961441,1.3013698630136987,0.9614408929477423,3.56418061897514,3.041603247082699
15m,vol_accel_1b,vol_velocity_w,FLAT_CHOPPY,18315,0.05086840007838554,0.09287469287469287,0.04892164892164892,0.05416325416325416,0.06934206934206934,2.321867321867322,1.223041223041223,1.0988260988260987,3.544908544908545,3.0876330876330877
15m,vol_accel_1b,vol_accel_w,UP_SMOOTH,7146,0.5408551611559023,0.09697732997481108,0.10061572907920514,0.04002239014833473,0.023089840470193114,2.424433249370277,2.5153932269801285,-0.09095997760985153,4.939826476350405,1.577805765463196
15m,vol_accel_1b,vol_accel_w,UP_CHOPPY,3924,0.5579190325931497,0.09862385321100918,0.10117227319062182,0.03211009174311927,0.022426095820591234,2.4655963302752295,2.529306829765545,-0.06371049949031571,4.994903160040774,1.3634046890927625
15m,vol_accel_1b,vol_accel_w,DOWN_SMOOTH,4662,0.5406925832238458,0.10617760617760617,0.09867009867009867,0.03667953667953668,0.02702702702702703,2.654440154440154,2.4667524667524665,0.18768768768768762,5.121192621192621,1.5926640926640927
15m,vol_accel_1b,vol_accel_w,DOWN_CHOPPY,2988,0.5577448009967085,0.11144578313253012,0.1141231593038822,0.02710843373493976,0.018072289156626505,2.786144578313253,2.853078982597055,-0.06693440428380182,5.639223560910308,1.1295180722891565
15m,vol_accel_1b,vol_accel_w,FLAT_SMOOTH,9852,0.5390382377988124,0.103836784409257,0.09805115712545676,0.035728786033292735,0.02365002030044661,2.5959196102314253,2.4512789281364187,0.14464068209500658,5.047198538367844,1.4844701583434836
15m,vol_accel_1b,vol_accel_w,FLAT_CHOPPY,18315,0.540917551102997,0.10657930657930657,0.10155610155610155,0.0361998361998362,0.02386022386022386,2.6644826644826645,2.538902538902539,0.12558012558012566,5.203385203385203,1.5015015015015014
15m,vol_accel_1b,price_mean_w,UP_SMOOTH,7146,-0.00030906884323781336,0.02938706968933669,0.047579065211307024,0.05079764903442485,0.031766022949902044,0.7346767422334173,1.1894766302826756,-0.4547998880492583,1.9241533725160929,2.0640917996081725
15m,vol_accel_1b,price_mean_w,UP_CHOPPY,3924,-0.0004584243154191026,0.033384301732925586,0.04918450560652395,0.052497451580020386,0.030071355759429153,0.8346075433231397,1.2296126401630987,-0.395005096839959,2.0642201834862384,2.0642201834862384
15m,vol_accel_1b,price_mean_w,DOWN_SMOOTH,4662,0.00015383029115323635,0.041613041613041614,0.047619047619047616,0.04182754182754183,0.038395538395538394,1.0403260403260404,1.1904761904761905,-0.1501501501501501,2.230802230802231,2.0055770055770052
15m,vol_accel_1b,price_mean_w,DOWN_CHOPPY,2988,0.0008774044183802438,0.03614457831325301,0.044511378848728245,0.04484605087014726,0.033801874163319943,0.9036144578313252,1.112784471218206,-0.2091700133868808,2.016398929049531,1.96619812583668
15m,vol_accel_1b,price_mean_w,FLAT_SMOOTH,9858,0.0006913669513265754,0.02657739906674782,0.048184215865287074,0.05254615540677622,0.027388922702373707,0.6644349766686956,1.2046053966321768,-0.5401704199634813,1.8690403733008725,1.9983769527287483
15m,vol_accel_1b,price_mean_w,FLAT_CHOPPY,18315,0.0005181686679022605,0.03226863226863227,0.05012285012285012,0.04843024843024843,0.03407043407043407,0.8067158067158067,1.253071253071253,-0.44635544635544644,2.05978705978706,2.0625170625170623
15m,vol_accel_1b,price_sigma_w,UP_SMOOTH,7146,-0.012168278324304952,0.0723481668066051,0.015393226980128743,0.010075566750629723,0.06353204589980409,1.8087041701651274,0.38483067450321856,1.4238734956619088,2.193534844668346,1.8401903162608453
15m,vol_accel_1b,price_sigma_w,UP_CHOPPY,3924,-0.004107060792560168,0.06625891946992865,0.01580020387359837,0.009938837920489297,0.06116207951070336,1.6564729867482162,0.3950050968399592,1.261467889908257,2.0514780835881754,1.7775229357798166
15m,vol_accel_1b,price_sigma_w,DOWN_SMOOTH,4662,-0.023634604677033228,0.08043758043758044,0.016945516945516947,0.010081510081510082,0.07078507078507079,2.0109395109395107,0.4236379236379237,1.587301587301587,2.4345774345774345,2.0216645216645217
15m,vol_accel_1b,price_sigma_w,DOWN_CHOPPY,2988,-0.016247720899827362,0.071285140562249,0.014390896921017403,0.01606425702811245,0.06057563587684069,1.7821285140562249,0.35977242302543505,1.4223560910307897,2.14190093708166,1.9159973226238285
15m,vol_accel_1b,price_sigma_w,FLAT_SMOOTH,9858,-0.00482411966520175,0.06837086630148104,0.017346317711503346,0.010854128626496247,0.06045851085412863,1.709271657537026,0.43365794278758363,1.2756137147494422,2.1429296003246097,1.7828159870156217
15m,vol_accel_1b,price_sigma_w,FLAT_CHOPPY,18315,-0.015172501970147087,0.06928746928746929,0.014632814632814633,0.010046410046410046,0.0665028665028665,1.7321867321867321,0.3658203658203658,1.3663663663663663,2.098007098007098,1.9137319137319138
15m,vol_accel_1b,vol_mean_w,UP_SMOOTH,7146,-0.015374789685811496,0.08704170165127344,0.010495382031905962,0.005317660229499021,0.07122865938986846,2.176042541281836,0.26238455079764905,1.913657990484187,2.4384270920794853,1.9136579904841868
15m,vol_accel_1b,vol_mean_w,UP_CHOPPY,3924,-0.013559213515120594,0.08231396534148827,0.01452599388379205,0.0030581039755351682,0.06651376146788991,2.0578491335372067,0.36314984709480125,1.6946992864424053,2.420998980632008,1.7392966360856268
15m,vol_accel_1b,vol_mean_w,DOWN_SMOOTH,4662,-0.014177400318650453,0.08622908622908623,0.01287001287001287,0.0019305019305019305,0.07528957528957529,2.155727155727156,0.3217503217503217,1.833976833976834,2.4774774774774775,1.9305019305019306
15m,vol_accel_1b,vol_mean_w,DOWN_CHOPPY,2988,-0.013247612112335248,0.0823293172690763,0.012048192771084338,0.006024096385542169,0.07429718875502007,2.0582329317269075,0.30120481927710846,1.757028112449799,2.359437751004016,2.008032128514056
15m,vol_accel_1b,vol_mean_w,FLAT_SMOOTH,9858,-0.01328636381900966,0.0891661594643944,0.013390139987827145,0.005274903631568269,0.07425441265976872,2.22915398660986,0.33475349969567864,1.8944004869141815,2.563907486305539,1.9882329072834246
15m,vol_accel_1b,vol_mean_w,FLAT_CHOPPY,18315,-0.016087347701620923,0.08217308217308217,0.005896805896805897,0.0017472017472017472,0.07562107562107562,2.054327054327054,0.14742014742014742,1.9069069069069067,2.2017472017472017,1.9342069342069341
15m,vol_accel_1b,vol_sigma_w,UP_SMOOTH,7146,-0.025610286073610995,0.08368317940106353,0.007696613490064372,0.0008396305625524769,0.06745032185838232,2.0920794850265882,0.19241533725160928,1.899664147774979,2.2844948222781976,1.7072488105233696
15m,vol_accel_1b,vol_sigma_w,UP_CHOPPY,3924,-0.023466966386201684,0.0800203873598369,0.010193679918450561,0.0007645259938837921,0.06396534148827727,2.000509683995922,0.254841997961264,1.7456676860346583,2.2553516819571864,1.6182466870540266
15m,vol_accel_1b,vol_sigma_w,DOWN_SMOOTH,4662,-0.024964588141301113,0.08236808236808237,0.010081510081510082,0.001287001287001287,0.0694980694980695,2.0592020592020592,0.252037752037752,1.807164307164307,2.3112398112398114,1.7696267696267696
15m,vol_accel_1b,vol_sigma_w,DOWN_CHOPPY,2988,-0.01967132539034985,0.0853413654618474,0.008366800535475234,0.0,0.07630522088353414,2.133534136546185,0.20917001338688085,1.9243641231593043,2.342704149933066,1.9076305220883536
15m,vol_accel_1b,vol_sigma_w,FLAT_SMOOTH,9858,-0.022842134789695035,0.0826739703793873,0.010752688172043012,0.001927368634611483,0.06897950902820045,2.0668492594846826,0.2688172043010753,1.7980320551836073,2.335666463785758,1.7726719415702983
15m,vol_accel_1b,vol_sigma_w,FLAT_CHOPPY,18315,-0.025922020001680264,0.08026208026208026,0.005023205023205023,0.0003276003276003276,0.07168987168987169,2.0065520065520066,0.12558012558012557,1.880971880971881,2.1321321321321323,1.8004368004368003
15m,vol_accel_1b,vwap_w,UP_SMOOTH,7146,-0.0005828356652994216,0.02938706968933669,0.047579065211307024,0.05079764903442485,0.0313462076686258,0.7346767422334173,1.1894766302826756,-0.4547998880492583,1.9241533725160929,2.053596417576266
15m,vol_accel_1b,vwap_w,UP_CHOPPY,3924,-0.0007194620309341154,0.0326197757390418,0.04918450560652395,0.052497451580020386,0.030835881753312946,0.8154943934760449,1.2296126401630987,-0.41411824668705377,2.0451070336391437,2.0833333333333335
15m,vol_accel_1b,vwap_w,DOWN_SMOOTH,4662,0.0010301798148725809,0.04096954096954097,0.047619047619047616,0.04118404118404118,0.03753753753753754,1.0242385242385241,1.1904761904761905,-0.16623766623766634,2.214714714714715,1.9680394680394682
15m,vol_accel_1b,vwap_w,DOWN_CHOPPY,2988,0.001037990017660911,0.03714859437751004,0.044511378848728245,0.04484605087014726,0.03279785809906292,0.9287148594377509,1.112784471218206,-0.1840696117804551,2.041499330655957,1.9410977242302543
15m,vol_accel_1b,vwap_w,FLAT_SMOOTH,9858,0.000773033867115959,0.02627307770338811,0.04848853722864679,0.05254615540677622,0.027388922702373707,0.6568269425847028,1.2122134307161696,-0.5553864881314668,1.8690403733008725,1.9983769527287483
15m,vol_accel_1b,vwap_w,FLAT_CHOPPY,18315,0.0006821821175338899,0.032432432432432434,0.05012285012285012,0.04826644826644827,0.03407043407043407,0.8108108108108109,1.253071253071253,-0.44226044226044225,2.063882063882064,2.0584220584220585
15m,vol_accel_1b,z_se_w,UP_SMOOTH,7146,0.01384128545089733,0.05275678701371397,0.04268122026308424,0.0436607892527288,0.04869857262804366,1.3189196753428492,1.067030506577106,0.2518891687657432,2.385950181919955,2.3089840470193117
15m,vol_accel_1b,z_se_w,UP_CHOPPY,3924,-0.019476266157868665,0.05020387359836901,0.030835881753312946,0.04510703363914373,0.04281345565749235,1.2550968399592253,0.7708970438328236,0.4841997961264016,2.025993883792049,2.198012232415902
15m,vol_accel_1b,z_se_w,DOWN_SMOOTH,4662,-0.015929432861639496,0.04054054054054054,0.039468039468039465,0.05276705276705277,0.03796653796653797,1.0135135135135136,0.9867009867009866,0.026812526812526993,2.0002145002145,2.2683397683397684
15m,vol_accel_1b,z_se_w,DOWN_CHOPPY,2988,-0.042888517513336104,0.0321285140562249,0.03547523427041499,0.05990629183400268,0.048862115127175365,0.8032128514056224,0.8868808567603748,-0.08366800535475238,1.690093708165997,2.7192101740294508
15m,vol_accel_1b,z_se_w,FLAT_SMOOTH,9858,-0.008737780196793273,0.0386488131466829,0.037431527693244065,0.051328869953337394,0.03712720632988436,0.9662203286670724,0.9357881923311017,0.03043213633597075,1.902008520998174,2.2114019070805435
15m,vol_accel_1b,z_se_w,FLAT_CHOPPY,18315,-0.002580159253729602,0.04471744471744472,0.04051324051324051,0.049959049959049956,0.040458640458640456,1.1179361179361178,1.0128310128310127,0.10510510510510507,2.1307671307671305,2.26044226044226
15m,vol_accel_1b,z_high_w,UP_SMOOTH,7146,0.06604374049419799,0.05527567870137139,0.05037783375314862,0.03736356003358522,0.042541281835992165,1.381891967534285,1.2594458438287155,0.1224461237055694,2.6413378113630004,1.9976210467394346
15m,vol_accel_1b,z_high_w,UP_CHOPPY,3924,0.06752115842108543,0.05122324159021407,0.05071355759429154,0.03363914373088685,0.0382262996941896,1.2805810397553516,1.2678389398572885,0.012742099898063186,2.54841997961264,1.7966360856269112
15m,vol_accel_1b,z_high_w,DOWN_SMOOTH,4662,0.1278086714196573,0.043758043758043756,0.06006006006006006,0.0341055341055341,0.032175032175032175,1.093951093951094,1.5015015015015014,-0.4075504075504075,2.5954525954525955,1.657014157014157
15m,vol_accel_1b,z_high_w,DOWN_CHOPPY,2988,0.09049761109952538,0.04216867469879518,0.06291834002677377,0.035809906291834004,0.03748326639892905,1.0542168674698795,1.572958500669344,-0.5187416331994645,2.6271753681392234,1.8323293172690764
15m,vol_accel_1b,z_high_w,FLAT_SMOOTH,9858,0.0727931733185437,0.04737269222966119,0.05457496449584094,0.03814161087441672,0.03530127814972611,1.1843173057415297,1.3643741123960236,-0.18005680665449386,2.5486914181375533,1.8360722256035706
15m,vol_accel_1b,z_high_w,FLAT_CHOPPY,18315,0.07382431409334941,0.04744744744744745,0.05361725361725362,0.03942123942123942,0.03636363636363636,1.1861861861861862,1.3404313404313404,-0.15424515424515417,2.5266175266175264,1.8946218946218947
15m,vol_accel_1b,z_low_w,UP_SMOOTH,7146,-0.11091856991729086,0.04072208228379513,0.03554436048138819,0.04575986565910999,0.058914077805765463,1.0180520570948783,0.8886090120347048,0.12944304506017357,1.906661069129583,2.6168485866218862
15m,vol_accel_1b,z_low_w,UP_CHOPPY,3924,-0.10538971111013443,0.04281345565749235,0.03797145769622834,0.046636085626911315,0.059123343527013254,1.0703363914373087,0.9492864424057085,0.12104994903160027,2.0196228338430173,2.643985728848114
15m,vol_accel_1b,z_low_w,DOWN_SMOOTH,4662,-0.049986038412405676,0.04247104247104247,0.04032604032604033,0.05341055341055341,0.0444015444015444,1.0617760617760617,1.008151008151008,0.05362505362505354,2.0699270699270698,2.4453024453024454
15m,vol_accel_1b,z_low_w,DOWN_CHOPPY,2988,-0.07002446020515521,0.03714859437751004,0.03480589022757698,0.053882195448460506,0.04852744310575636,0.9287148594377509,0.8701472556894244,0.05856760374832648,1.7988621151271753,2.5602409638554215
15m,vol_accel_1b,z_low_w,FLAT_SMOOTH,9858,-0.06057523337753502,0.03154798133495638,0.040880503144654086,0.05112598904443092,0.050314465408805034,0.7886995333739094,1.022012578616352,-0.23331304524244267,1.8107121119902616,2.5360113613308988
15m,vol_accel_1b,z_low_w,FLAT_CHOPPY,18315,-0.07854129046669411,0.03532623532623533,0.03690963690963691,0.0533988533988534,0.05148785148785149,0.8831558831558832,0.9227409227409228,-0.03958503958503956,1.805896805896806,2.6221676221676224
15m,vol_accel_1b,SE_high_w,UP_SMOOTH,7146,-0.014506609176589916,0.07066890568150014,0.01371396585502379,0.008816120906801008,0.0614329694934229,1.7667226420375035,0.3428491463755947,1.4238734956619088,2.1095717884130982,1.7562272600055975
