**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,tf,concept,n,max_abs_err,mean_abs_err,median_abs_err,p99_abs_err,pearson_r,v1_mean,derived_mean,v1_std,derived_std
2025_06_02,15m,dir_vol,14892,13.727837331799723,0.8606488404075405,3.896420119886557e-08,13.727837331799723,0.36288338689062033,0.1811786160311278,0.6644536135625307,1.7827957452074188,1.6643627316056657
2025_06_02,1h,wick_ratio,14892,2.9195762252243185e-08,1.3126619080488674e-08,1.4220397526187867e-08,2.9195762252243185e-08,0.9999999999999969,0.6528928465310714,0.6528928474438042,0.23334686981366842,0.23334687079091695
2025_06_02,1h,p_at_center,14892,0.6436327271589574,0.27792731967146284,0.3450779846111772,0.6436327271589574,0.15000654637834082,0.5786981666393092,0.4903132515205533,0.26143704580245086,0.2500571928934855
2025_06_02,1h,variance_ratio,14892,0.32162308026182257,0.08567614189597457,0.007533253822250563,0.32162308026182257,0.8708414140022366,0.3310677863586431,0.24722080207406352,0.1877038880230206,0.21668654791921557
2025_06_02,1h,vol_rel,14892,6.013239239877066e-08,1.4345919976164793e-08,1.079132583292619e-08,6.013239239877066e-08,1.0,0.783969292669824,0.7839692833065343,0.7927934417025895,0.79279343100226
2025_06_02,1h,dir_vol,14892,1.720070234702567,0.34025138567940655,3.333380127479302e-08,1.720070234702567,0.8422916241794928,0.43544364984145,0.43359091971100927,1.0264103082435492,1.0271943222938187
2025_08_15,1m,wick_ratio,12732,2.9604956042206254e-08,9.480812932516057e-09,8.127906125920958e-09,2.8233779092445843e-08,0.9999999999999988,0.5300403021454771,0.5300402988509432,0.27021949629721603,0.270219496337542
2025_08_15,1m,p_at_center,12732,0.7036205623012391,0.14327766834622668,0.11833050097999798,0.5545243449514994,0.6825573687231038,0.5015504861539016,0.5224000486801977,0.2361579424721606,0.2253214956937906
2025_08_15,1m,variance_ratio,12732,5.773736133640739e-08,1.0453237932631758e-08,7.55461770918231e-09,4.678621756681878e-08,0.9999999999999982,0.49661850384335604,0.49661850397443363,0.28092085838326436,0.2809208582150138
2025_08_15,1m,vol_rel,12732,2.3024474060662214e-07,2.3649979856809828e-08,1.699654572639986e-08,1.1711058656160844e-07,0.9999999999999982,1.0678516538463183,1.0678516531904423,0.7955936537437919,0.7955936521096991
2025_08_15,1m,dir_vol,12732,9.415759017063108,0.8040726194502252,5.3907907249239884e-08,5.282495582950797,0.4108094973963974,-0.009601854665677128,-0.03163204839525484,1.3232242723738583,1.3273799262803185
2025_08_15,5m,wick_ratio,12732,2.9394071399124755e-08,1.0815300786533047e-08,9.93410742555767e-09,2.8233779092445843e-08,0.9999999999999986,0.5551082769828986,0.55510827582874,0.2593041408680758,0.2593041415193156
2025_08_15,5m,p_at_center,12732,0.6094804256454941,0.20370826529042543,0.16563955438477496,0.5509895389039485,0.30189814596573156,0.5271306180203099,0.5602069593057051,0.23625733512353536,0.18482263842709007
2025_08_15,5m,variance_ratio,12732,5.547545822714994e-08,9.57919952084466e-09,6.649503447864191e-09,4.785207408097847e-08,0.9999999999999996,0.4699135005457705,0.4699135013033853,0.3352335290298634,0.33523353184155935
2025_08_15,5m,vol_rel,12732,3.396066254879315e-07,2.7561279248664836e-08,1.875998945077839e-08,2.0492858521237167e-07,0.9999999999999991,1.1855808420213858,1.1855808380420716,1.060955125112078,1.0609551089536426
2025_08_15,5m,dir_vol,12732,8.094371720673895,0.8608175268405742,4.04129703035494e-08,7.182608037648709,0.4606847354436554,-0.05196016724477427,-0.15131082343568053,1.5745617046787979,1.5837716696097934
2025_08_15,15m,wick_ratio,12732,2.938257137596878e-08,1.1176822321742716e-08,9.279765067482515e-09,2.938257137596878e-08,0.9999999999999981,0.5674532702707042,0.5674532707525205,0.24794814622749312,0.24794814686051983
2025_08_15,15m,p_at_center,12732,0.6476004512671648,0.20509416079808293,0.16077624512473276,0.6476004512671648,0.39785513905029185,0.5150019422213292,0.5461322336760139,0.24560620568952504,0.2154042165095696
2025_08_15,15m,variance_ratio,12732,4.7553904813923964e-08,1.173431622238666e-08,7.423744841084101e-09,4.7553904813923964e-08,0.9999999999999987,0.5107004013646335,0.5107004009044314,0.3404845706213247,0.3404845662393202
2025_08_15,15m,vol_rel,12732,3.577935618892525e-07,3.397755679355986e-08,2.0995252758559957e-08,3.577935618892525e-07,1.0,1.437159973105104,1.4371599730076197,1.7292353582586675,1.729235386695515
2025_08_15,15m,dir_vol,12732,12.068848711479589,1.1312174388659928,1.0523483817692636e-07,12.068848711479589,0.48095749330514304,-0.354270191174416,-0.3940803632769629,2.2204000414773652,2.2136812051184664
2025_08_15,1h,wick_ratio,12732,2.4636586548609785e-08,1.1605368682661812e-08,1.0739575673213153e-08,2.4636586548609785e-08,0.9999999999999978,0.6137351599778539,0.6137351578570007,0.20255845949572387,0.20255845950163223
2025_08_15,1h,p_at_center,12732,0.49788808866476597,0.16640086382442568,0.08723471736966981,0.49788808866476597,0.5271709204137255,0.561602107609382,0.5317599758700081,0.23162862672541124,0.22859719193799358
2025_08_15,1h,variance_ratio,12732,3.030101369816407e-08,1.1694624885528607e-08,8.404320961385991e-09,3.030101369816407e-08,0.9999999999999981,0.7834064446452875,0.7834064539567281,0.29112681849803046,0.29112682061328654
2025_08_15,1h,vol_rel,12732,8.398190320946242e-08,1.5865208191058443e-08,9.171730930290778e-09,8.398190320946242e-08,0.9999999999999983,1.058855367959613,1.0588553646031127,1.1647784134596875,1.164778406301576
2025_08_15,1h,dir_vol,12732,3.187643574266673,0.5174109241611223,2.3029814721908792e-08,3.187643574266673,0.7559905357829223,-0.5607195883109215,-0.8538115612683153,1.4708762646813582,1.3224557598573163
2026_01_15,1m,wick_ratio,15205,2.9240014409737114e-08,1.0104438576393041e-08,8.514949301208219e-09,2.850656921626893e-08,0.9999999999999991,0.5496089529420045,0.5496089502622157,0.2605536829724143,0.2605536827540206
2026_01_15,1m,p_at_center,15205,0.6892106879293494,0.14347724632382264,0.12481828797411158,0.5625141131115404,0.6894553589984438,0.4955688892724345,0.5216909284499797,0.23398188484098836,0.22845161430348257
2026_01_15,1m,variance_ratio,15205,1.0239877967777034e-07,1.0120872814388316e-08,7.077109037689766e-09,5.100705413596529e-08,0.9999999999999983,0.46951198538925176,0.4695119855111399,0.30351850918502543,0.30351850947588305
2026_01_15,1m,vol_rel,15205,4.5024107464541885e-07,2.2153232394926208e-08,1.6636763411348454e-08,1.0827743324171024e-07,0.9999999999999984,1.0456727589570312,1.0456727576030775,0.7135942658735192,0.7135942602601172
2026_01_15,1m,dir_vol,15205,16.09748223103334,0.7877021229701947,4.5572935647442137e-08,4.403741788948356,0.35856448092073784,0.05171615046053017,0.12634981268577328,1.2562977630124443,1.2586268857775178
2026_01_15,5m,wick_ratio,15205,2.921796316002201e-08,1.102544016204023e-08,9.169945358600273e-09,2.8880601021796792e-08,0.9999999999999993,0.5620181769892127,0.562018174710387,0.25584212092669334,0.25584212041008864
2026_01_15,5m,p_at_center,15205,0.5917609959537438,0.22403594733352414,0.19900822241107508,0.5605612588526855,0.25846962192099426,0.49429079491751676,0.5708662274939849,0.236595829597587,0.18888723176969927
2026_01_15,5m,variance_ratio,15205,5.7173281220457284e-08,1.0051344833289382e-08,6.993705697899699e-09,4.8680008246648754e-08,0.9999999999999986,0.4468697814349868,0.4468697805613212,0.2973483631769445,0.2973483626364768
2026_01_15,5m,vol_rel,15205,1.7861910439620488e-07,2.2503282540875986e-08,1.6778174960485615e-08,1.1939824595685877e-07,0.9999999999999986,1.117492565502367,1.1174925660585564,0.9802840511501458,0.98028404777144
2026_01_15,5m,dir_vol,15205,8.128417103288413,0.7415110029692558,4.168964662376595e-08,4.354865545112075,0.5661663993430631,0.09222980205487828,0.10635255648471247,1.482025154998927,1.4827122388516463
2026_01_15,15m,wick_ratio,15205,2.869853266140865e-08,1.2148370094514024e-08,1.0090550062180625e-08,2.852246805407077e-08,0.9999999999999982,0.5861343030708474,0.5861343025335307,0.25427007560517734,0.2542700756465098
2026_01_15,15m,p_at_center,15205,0.5804244625684745,0.21035784068379315,0.1977152414308273,0.5804244625684745,0.3646387292743223,0.5021175593653475,0.5019308788382796,0.2426498492644842,0.21067474102857547
2026_01_15,15m,variance_ratio,15205,2.7222456067121925e-08,5.9153711279204074e-09,3.506698112443196e-09,2.7222456067121925e-08,0.9999999999999988,0.3003565299715779,0.30035652927857764,0.21005962765179337,0.2100596262461685
2026_01_15,15m,vol_rel,15205,1.8875697715969864e-07,2.456898075272593e-08,1.3219619177107234e-08,1.8875697715969864e-07,0.9999999999999999,1.2264740328134498,1.2264740382885775,1.5462088760008896,1.546208874048113
2026_01_15,15m,dir_vol,15205,14.10031688302783,0.710149564042085,3.543271809292037e-08,14.10031688302783,0.4566686231182799,0.3306373458743997,0.8605211189338624,1.9456822420176305,1.7760922984602567
2026_01_15,1h,wick_ratio,15205,2.7226813026359764e-08,9.18981486921893e-09,8.921714367282618e-09,2.7226813026359764e-08,0.9999999999999999,0.5367796441376582,0.5367796435010972,0.23398851025120818,0.2339885097647803
2026_01_15,1h,p_at_center,15205,0.6187204143891083,0.22078003747880207,0.22749632349150828,0.6187204143891083,0.28505992277736286,0.4563438901596264,0.48473670332971264,0.2052728469526352,0.22972579253229614
2026_01_15,1h,variance_ratio,15205,1.9763828240648706e-08,8.07926124967042e-09,7.767741005970663e-09,1.9763828240648706e-08,0.9999999999999978,0.44364338748669085,0.44364338725898017,0.14975545136244853,0.1497554500185716
2026_01_15,1h,vol_rel,15205,1.0296524566300036e-07,2.2301960860164288e-08,9.927986599489458e-09,1.0296524566300036e-07,0.9999999999999994,0.8406264894506877,0.8406264865349468,0.922639287447263,0.9226392648604832
2026_01_15,1h,dir_vol,15205,6.789320365937343,0.6461503688102698,1.7921347073013294e-08,6.789320365937343,0.06734191525770447,0.005236610797666006,0.5907044368188277,1.2481541280686188,1.0995382536542027
2026_03_15,1m,wick_ratio,1439,2.850656921626893e-08,1.0214296644384344e-08,8.127906125920958e-09,2.790004649533273e-08,0.999999999999999,0.5501389440855813,0.5501389427322396,0.28626048943919913,0.28626048938729565
2026_03_15,1m,p_at_center,1439,0.5554420891093963,0.14614491304952995,0.12003090746095268,0.49555114523831284,0.7015536729359289,0.48978431215684515,0.5267971113182884,0.2468433161359571,0.2215327093345491
2026_03_15,1m,variance_ratio,1439,5.6350792698722785e-08,9.932787730104451e-09,6.2043148396639936e-09,5.427023030968314e-08,0.9999999999999989,0.49647722744834016,0.49647722925389093,0.3920650754402356,0.39206507902751303
2026_03_15,1m,vol_rel,1439,1.1403014310573667e-07,2.3299416885065057e-08,1.8198044848816153e-08,1.0795674487695806e-07,0.9999999999999994,1.0843644742339416,1.0843644716533927,0.7990762243319918,0.7990762203747219
2026_03_15,1m,dir_vol,1439,5.5051827828587285,0.737269240311376,4.252460183984397e-08,3.9748690613901427,0.5146132568856907,0.10216514500087132,0.31350237617436183,1.3431051367708615,1.3099944173489908
2026_03_15,5m,wick_ratio,1439,2.694456546770141e-08,9.486927522922129e-09,6.502324900736767e-09,2.694456546770141e-08,0.9999999999999968,0.4871816744897165,0.48718167803387913,0.24938272806134382,0.24938272965821676
2026_03_15,5m,p_at_center,1439,0.6043176728210652,0.28987941007125945,0.31219255936146195,0.6043176728210652,-0.06281489738845997,0.4172793170016536,0.46597159687486234,0.27162776463395305,0.16433083884931118
2026_03_15,5m,variance_ratio,1439,5.0545509777677466e-08,1.1219895508427393e-08,9.378083698496908e-09,5.0545509777677466e-08,0.9999999999999986,0.6588151600519927,0.6588151596886787,0.3595149212489082,0.35951491909707867
2026_03_15,5m,vol_rel,1439,4.57935434017287e-08,1.4289551158086014e-08,1.2923588976754274e-08,4.57935434017287e-08,1.0,0.6956642714741331,0.6956642748316808,0.3375922448760815,0.3375922520157413
2026_03_15,5m,dir_vol,1439,3.309163125915749,0.6751353914202487,4.57935434017287e-08,3.309163125915749,-0.12282660938389563,0.09101739086733666,0.22158714044407626,0.7678757301580842,0.7354551297345461
2026_03_15,15m,wick_ratio,1439,2.4925578712142737e-08,9.79956687227834e-09,5.960464455334602e-09,2.4925578712142737e-08,0.999999999999999,0.5218977923191116,0.521897789097338,0.28704338447315725,0.2870433859022393
2026_03_15,15m,p_at_center,1439,0.33155983025736735,0.24511156645238882,0.2681442502016532,0.33155983025736735,0.5348276378211403,0.36936231597460667,0.4952457364233393,0.21602700191245844,0.2555721215747084
2026_03_15,15m,variance_ratio,1439,1.2745170474559586e-08,4.448171016722401e-09,4.682464582739243e-09,1.2745170474559586e-08,0.999999999999998,0.3455738117290587,0.3455738138577627,0.07545096709872916,0.07545096697354851
2026_03_15,15m,vol_rel,1439,1.486496270519666e-08,5.633031690161676e-09,3.6947090942263117e-09,1.486496270519666e-08,0.9999999999999981,0.24847326050250376,0.2484732593845369,0.1008432585862949,0.10084325821087431
2026_03_15,15m,dir_vol,1439,0.8576008546263254,0.3045967531429916,0.3282259997958797,0.8576008546263254,-0.15952677490725914,-0.06386528588194579,0.05777664319282323,0.26044106674306333,0.26185908969735927
2026_03_15,1h,wick_ratio,1439,5.497515775942929e-09,4.528674771685727e-09,5.497515775942929e-09,5.497515775942929e-09,1.0,0.10095992678151187,0.10095992775417324,0.03377226669708407,0.03377227122508401
2026_03_15,1h,p_at_center,1439,0.39445835986569083,0.3210450309701971,0.39445835986569083,0.39445835986569083,-1.0,0.6146750236402542,0.5409875749672305,0.08140886844443951,0.2395850326334782
2026_03_15,1h,variance_ratio,1439,1.1087793683195457e-08,5.568073797031917e-09,5.602018848804846e-11,1.1087793683195457e-08,1.0,0.6617221519133546,0.6617221574814284,0.029850505535237097,0.02985051105112251
2026_03_15,1h,vol_rel,1439,1.0262936278593315e-08,8.161505386041299e-09,1.0262936278593315e-08,1.0262936278593315e-08,1.0,0.35904395331766475,0.35904395120910176,0.06299526958480502,0.06299526142476296
2026_03_15,1h,dir_vol,1439,0.8439909117112459,0.4222887149320287,0.8439909117112459,0.8439909117112459,-0.9999999999999982,0.06324476372292673,-0.35904395120910176,0.3590000895064942,0.06299526142476296
