**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

date,dow,pnl,n_trades,wr,first_hour,hour_count_morning,hour_count_midday,open,high,low,close,range,drift,efficiency,prior_range,prior_drift,prior_efficiency,mean_range_5d,mean_range_20d,mean_efficiency_5d,range_compression,variance_ratio_5_20,cum_drift_5d,cum_drift_5d_sign,close_vs_20d_max,close_above_20d_max,dow_num,label,set,_z_prior_range,_score_prior_range,_z_range_compression,_score_range_compression,bleed_score
2026-01-25,6,-320.59999999999997,4,0.0,16,0,0,25590.25,25590.5,25399.5,25559.5,191.0,-30.75,0.16099476439790575,305.5,61.75,0.20212765957446807,353.3,299.6,0.4574662756571232,1.0196929238985313,6.998411148429738,210.5,1.0,1.0098329374196815,0,6,BLEED,IS,-0.3630805737093126,-0.3630805737093126,-0.02142920445523042,-0.02142920445523042,-0.38450977816454307
2026-01-26,0,623.9000000000001,4,1.0,1,1,1,25559.25,25932.75,25543.25,25889.75,389.5,330.5,0.8485237483953787,191.0,-30.75,0.16099476439790575,344.75,306.45,0.4143711108896456,0.6232664382444119,8.569080651514021,267.75,1.0,1.0145542753183747,0,0,HARVEST,IS,-0.8839264681579606,-0.8839264681579606,-0.7419121510976211,-0.7419121510976211,-1.6258386192555818
2026-01-27,1,-21.30000000000002,7,0.42857142857142855,0,4,1,25890.25,26147.0,25874.75,26138.25,272.25,248.0,0.9109274563820018,389.5,330.5,0.8485237483953787,353.95,299.0125,0.431091872213554,1.3026211278792692,5.506514435976629,861.0,1.0,1.0016126073059801,0,1,NEUTRAL,IS,0.019024711301049227,0.019024711301049227,0.4927769686159992,0.4927769686159992,0.5118016799170484
2026-01-28,2,-546.3,12,0.16666666666666666,2,7,1,26138.0,26349.0,25996.25,26170.0,352.75,32.0,0.09071580439404678,272.25,248.0,0.9109274563820018,282.95,309.75,0.4744172598630113,0.8789346246973365,3.1021673592588694,673.5,1.0,1.0,0,2,BLEED,IS,-0.5143305823592474,-0.5143305823592474,-0.277249533930722,-0.277249533930722,-0.7915801162899694
2026-01-29,3,1619.8999999999992,19,0.5263157894736842,1,9,1,26169.0,26280.75,25536.0,25972.0,744.75,-197.0,0.2645182947297751,352.75,32.0,0.09071580439404678,302.2,313.75,0.44265788662876016,1.1243027888446215,3.238427355356327,641.5,1.0,1.0,0,3,HARVEST,IS,-0.14814635089098407,-0.14814635089098407,0.16869336926700407,0.16869336926700407,0.020547018376019993
2026-01-30,4,-598.5999999999996,29,0.2413793103448276,0,22,1,25971.5,25994.0,25568.75,25638.75,425.25,-332.75,0.7824808935920047,744.75,-197.0,0.2645182947297751,390.05,335.1,0.4551360136598216,2.222470904207699,5.265518134989325,382.75,1.0,1.007623594640382,0,4,BLEED,IS,1.6350116458240378,1.6350116458240378,2.164552446038781,2.164552446038781,3.799564091862819
2026-02-01,6,455.0000000000001,10,0.5,17,0,0,25530.0,25570.75,25373.25,25533.5,197.5,3.5,0.017721518987341773,425.25,-332.75,0.7824808935920047,436.9,342.8125,0.5794332394986415,1.2404740200546946,7.0529211260160425,80.75,1.0,1.0207205889522695,0,6,HARVEST,IS,0.181646901052483,0.181646901052483,0.37982807899559506,0.37982807899559506,0.561474980048078
2026-02-02,0,380.4000000000002,14,0.42857142857142855,1,7,1,25532.75,25978.75,25180.25,25948.0,798.5,415.25,0.5200375704445835,197.5,3.5,0.017721518987341773,398.5,338.95,0.41327279361703406,0.582681811476619,4.381340790917497,-246.25,-1.0,1.0249280357177826,0,0,HARVEST,IS,-0.8543587972940635,-0.8543587972940635,-0.8156724384149354,-0.8156724384149354,-1.6700312357089988
2026-02-03,1,-222.69999999999982,28,0.2857142857142857,0,22,1,25948.25,26027.75,25218.0,25427.75,809.75,-520.5,0.642790984871874,798.5,415.25,0.5200375704445835,503.75,360.3625,0.33509481642955036,2.2158243435429603,6.496696520174537,-79.0,-1.0,1.0085555726838291,0,1,BLEED,IS,1.8795135395062634,1.8795135395062634,2.152472694089648,2.152472694089648,4.031986233595911
2026-02-04,2,-782.3999999999995,41,0.3902439024390244,0,29,3,25427.25,25514.5,24784.0,25067.75,730.5,-359.5,0.4921286789869952,809.75,-520.5,0.642790984871874,595.15,396.575,0.44550985252511577,2.0418584126583874,7.726486417774534,-631.5,-1.0,1.0291905496947233,0,2,BLEED,IS,1.9306883544630082,1.9306883544630082,1.836299352915714,1.836299352915714,3.766987707378722
2026-02-05,3,113.5000000000004,50,0.32,0,32,3,25068.5,25169.25,24293.75,24335.0,875.5,-733.5,0.8378069674471731,730.5,-359.5,0.4921286789869952,592.3,413.7125,0.4910319293765598,1.7657189473366166,7.654328270083811,-794.0,-1.0,1.043970839026239,0,3,HARVEST,IS,1.5701902135454944,1.5701902135454944,1.3344313323393338,1.3344313323393338,2.904621545884828
2026-02-06,4,-321.6999999999998,23,0.43478260869565216,0,16,2,24335.0,25221.5,24240.5,25107.75,981.0,772.75,0.7877166156982671,875.5,-733.5,0.8378069674471731,682.35,445.3375,0.5020971441475935,1.9659247200157186,8.470250625611005,-1194.75,-1.0,1.07540579412369,0,4,BLEED,IS,2.2297767174324283,2.2297767174324283,1.6982941171294226,1.6982941171294226,3.9280708345618507
2026-02-08,6,-85.30000000000001,2,0.5,18,0,0,25150.25,25295.0,25148.0,25275.75,147.0,125.5,0.8537414965986394,981.0,772.75,0.7877166156982671,839.05,469.15,0.6560961634897786,2.0910156666311415,13.511863975639034,-425.5,-1.0,1.0423076540112117,0,6,BLEED,IS,2.7096827599156805,2.7096827599156805,1.9256399103022843,1.9256399103022843,4.635322670217965
2026-02-09,0,485.5000000000002,15,0.5333333333333333,0,8,2,25275.25,25429.0,24955.5,25345.0,473.5,69.75,0.14730728616684266,147.0,125.5,0.8537414965986394,708.75,456.9125,0.7228369487205898,0.3217246190463163,11.960369971495824,-715.25,-1.0,1.0353797612335935,0,0,HARVEST,IS,-1.0840768555443405,-1.0840768555443405,-1.289947527879448,-1.289947527879448,-2.3740243834237886
2026-02-10,1,295.90000000000003,14,0.5,0,8,1,25344.5,25447.0,25197.5,25273.25,249.5,-71.25,0.28557114228456915,473.5,69.75,0.14730728616684266,641.5,465.5375,0.6237402089795835,1.0171038852938807,10.578293500265715,-125.0,-1.0,1.0325507989741567,0,1,HARVEST,IS,0.40112999631141105,0.40112999631141105,-0.026134637190814696,-0.026134637190814696,0.37499535912059634
2026-02-11,2,765.4000000000002,19,0.47368421052631576,0,15,1,25273.25,25465.5,25058.0,25235.0,407.5,-38.25,0.09386503067484663,249.5,-71.25,0.28557114228456915,545.3,470.2375,0.5824287016390983,0.5305829501050001,9.683017679233679,163.25,1.0,1.0354821797750586,0,2,HARVEST,IS,-0.6178174303828872,-0.6178174303828872,-0.9103592025845922,-0.9103592025845922,-1.5281766329674795
2026-02-12,3,-117.20000000000002,28,0.25,5,20,2,25234.5,25420.0,24721.5,24823.25,698.5,-411.25,0.5887616320687187,407.5,-38.25,0.09386503067484663,451.7,478.925,0.433640314284633,0.8508639139740043,4.070305241809596,858.5,1.0,1.0370517138894393,0,3,BLEED,IS,0.10090441523184104,0.10090441523184104,-0.32826647933718595,-0.32826647933718595,-0.2273620641053449
2026-02-13,4,-453.9999999999998,30,0.3333333333333333,0,23,1,24823.0,24995.5,24578.75,24772.75,416.75,-50.25,0.1205758848230354,698.5,-411.25,0.5887616320687187,395.2,496.675,0.3938493175587233,1.40635224241204,1.4838504862173902,-325.5,-1.0,1.0542535727594091,0,4,BLEED,IS,1.424626295446309,1.424626295446309,0.6813024626524329,0.6813024626524329,2.1059287580987416
2026-02-16,0,-19.900000000000063,11,0.2727272727272727,6,6,0,24836.25,24922.25,24670.5,24817.5,251.75,-18.75,0.07447864945382324,85.25,47.0,0.5513196480938416,371.5,477.5875,0.3280186675890023,0.1785013217473238,1.1027493181978785,-524.0,-1.0,1.0537017464391767,0,0,NEUTRAL,IS,-1.3649697287513625,-1.3649697287513625,-1.5502478534128186,-1.5502478534128186,-2.915217582164181
2026-02-17,1,864.3000000000002,23,0.5217391304347826,0,16,1,24817.5,24889.5,24449.25,24710.75,440.25,-106.75,0.24247586598523566,251.75,-18.75,0.07447864945382324,371.95,474.9,0.2858001690228531,0.5301116024426196,1.1525941012722984,-471.5,-1.0,1.0544978341895839,0,1,HARVEST,IS,-0.6075824673915382,-0.6075824673915382,-0.9112158505760214,-0.9112158505760214,-1.5187983179675597
2026-02-18,2,-14.999999999999972,15,0.26666666666666666,4,10,1,24711.0,25128.5,24707.75,24964.25,420.75,253.25,0.6019013666072489,440.25,-106.75,0.24247586598523566,378.5,487.3625,0.31552233608493097,0.9033317089435482,1.1238099439422005,-540.0,-1.0,1.059053246056878,0,2,NEUTRAL,IS,0.24987998766147618,0.24987998766147618,-0.23290919900534646,-0.23290919900534646,0.01697078865612972
2026-02-19,3,-1191.0000000000002,30,0.2,0,25,2,24964.5,25054.25,24748.0,24878.25,306.25,-86.25,0.2816326530612245,420.75,253.25,0.6019013666072489,322.95,488.925,0.3181502829926369,0.8605614358030372,0.7043682671225483,124.5,1.0,1.0482990676667634,0,3,BLEED,IS,0.16117697506978504,0.16117697506978504,-0.31064177625766815,-0.31064177625766815,-0.1494648011878831
2026-02-20,4,561.4000000000001,24,0.5416666666666666,0,18,3,24877.25,25139.75,24677.0,25078.5,462.75,201.25,0.43490005402485143,306.25,-86.25,0.2816326530612245,300.85,490.625,0.35036163664027475,0.6242038216560509,0.7929527617195619,88.5,1.0,1.0519228643493814,0,4,HARVEST,IS,-0.359668919378863,-0.359668919378863,-0.7402085092195134,-0.7402085092195134,-1.0998774285983763
2026-02-23,0,374.69999999999993,12,0.5833333333333334,3,10,1,24971.75,25040.0,24667.75,24788.25,372.25,-183.5,0.49294828744123576,123.5,-63.0,0.5101214574898786,350.7,465.0625,0.4142062794336878,0.26555570487837654,1.1742736620936312,198.5,1.0,1.0390421655387818,0,0,HARVEST,IS,-1.19097535789843,-1.19097535789843,-1.3920313851743153,-1.3920313851743153,-2.5830067430727452
2026-02-24,1,-236.80000000000007,17,0.35294117647058826,1,12,1,24789.0,25080.75,24694.0,25044.25,386.75,255.25,0.6599870717517776,372.25,-183.5,0.49294828744123576,337.1,462.4125,0.4643007637248878,0.805017165409672,1.448929233831927,121.75,1.0,1.0467862797898198,0,1,BLEED,IS,-0.059443338299292936,-0.059443338299292936,-0.4115903784583536,-0.4115903784583536,-0.47103371675764655
2026-02-25,2,510.0000000000001,5,0.6,0,2,1,25044.25,25495.0,24995.0,25316.5,500.0,272.25,0.5445,386.75,255.25,0.6599870717517776,330.3,471.875,0.4759179047537936,0.8196026490066225,1.4032290218302756,123.75,1.0,1.036086127554229,0,2,HARVEST,IS,0.006515312089400477,0.006515312089400477,-0.38508207848239334,-0.38508207848239334,-0.37856676639299286
2026-02-26,3,934.6999999999999,12,0.4166666666666667,3,7,2,25316.25,25415.5,24862.0,24996.25,553.5,-320.0,0.5781391147244805,500.0,272.25,0.5445,369.05,456.95,0.5284913741415487,1.09421162052741,1.7384330046640837,482.25,1.0,1.0043943673098572,0,3,HARVEST,IS,0.521675115987299,0.521675115987299,0.11400435528418802,0.11400435528418802,0.635679471271487
2026-02-27,4,-1085.9000000000003,31,0.25806451612903225,1,24,2,24995.75,25098.75,24780.0,24952.5,318.75,-43.25,0.13568627450980392,553.5,-320.0,0.5781391147244805,387.2,444.1375,0.5571391862814745,1.2462356815175482,2.8380222002458857,-39.0,-1.0,1.013952092813922,0,4,BLEED,IS,0.7650397915593747,0.7650397915593747,0.39029957617990396,0.39029957617990396,1.1553393677392787
2026-03-01,6,392.0,5,0.6,18,0,0,24684.75,24816.25,24631.0,24739.0,185.25,54.25,0.29284750337381915,318.75,-43.25,0.13568627450980392,426.25,423.55,0.4822521496854596,0.7525675835202456,2.936943041893518,-19.25,-1.0,1.0157298867848914,0,6,HARVEST,IS,-0.30280801387136863,-0.30280801387136863,-0.5069145575366056,-0.5069145575366056,-0.8097225714079743
2026-03-02,0,86.40000000000055,29,0.41379310344827586,0,15,4,24740.0,25100.0,24477.0,24971.75,623.0,231.75,0.3719903691813804,185.25,54.25,0.29284750337381915,388.85,389.0375,0.44223199287197623,0.4761751759149182,4.232785110381102,218.5,1.0,1.0244957354783943,0,0,HARVEST,OOS,-0.910082484691408,-0.910082484691408,-1.0092422865542283,-1.0092422865542283,-1.9193247712456363
2026-03-03,1,-760.1999999999997,43,0.32558139534883723,1,23,1,24972.5,24983.0,24350.75,24702.5,632.25,-270.0,0.42704626334519574,623.0,231.75,0.3719903691813804,436.1,371.1375,0.3846326523578968,1.6786231517968409,7.223613123876922,195.0,1.0,1.0149468899856837,0,1,BLEED,OOS,1.081186426181043,1.081186426181043,1.1761395993661468,1.1761395993661468,2.25732602554719
2026-03-04,2,102.2999999999999,28,0.39285714285714285,0,14,2,24702.75,25217.0,24498.5,25171.75,718.5,469.0,0.6527487821851079,632.25,-270.0,0.42704626334519574,462.55,395.4,0.36114190502693594,1.5990136570561457,5.070359137330071,-347.25,-1.0,1.0260095132071652,0,2,HARVEST,OOS,1.1232634962565888,1.1232634962565888,1.031453799029557,1.031453799029557,2.1547172952861455
2026-03-05,3,-197.0999999999997,34,0.3235294117647059,0,21,1,25171.0,25243.0,24774.0,25060.5,469.0,-110.5,0.23560767590618337,718.5,469.0,0.6527487821851079,495.55,407.65,0.37606383851906144,1.7625413958052252,7.563707856198006,441.75,1.0,1.0057504941054953,0,3,BLEED,OOS,1.5156037442582997,1.5156037442582997,1.3286563103029847,1.3286563103029847,2.8442600545612846
2026-03-06,4,-828.0999999999996,34,0.2647058823529412,0,24,3,25059.75,25141.5,24605.0,24660.75,536.5,-399.0,0.7437092264678472,469.0,-110.5,0.23560767590618337,525.6,418.625,0.3960481187983373,1.1203344281875187,7.786379992999106,374.5,1.0,1.01021527902476,0,4,BLEED,OOS,0.38066007032871313,0.38066007032871313,0.1614810959123328,0.1614810959123328,0.5421411662410459
2026-03-08,6,437.6,6,0.6666666666666666,17,0,0,24500.0,24500.0,24167.0,24214.5,333.0,-285.5,0.8573573573573574,536.5,-399.0,0.7437092264678472,595.85,425.075,0.4862204634171429,1.2621302123154738,8.717400870615414,-78.75,-1.0,1.026590837667143,0,6,HARVEST,OOS,0.6877089600691825,0.6877089600691825,0.4191869961662147,0.4191869961662147,1.1068959562353973
2026-03-09,0,-232.1999999999995,38,0.34210526315789475,0,17,8,24215.25,25055.0,23999.0,24881.75,1056.0,666.5,0.631155303030303,333.0,-285.5,0.8573573573573574,537.85,406.8,0.5832938610523384,0.8185840707964601,9.031978126578858,-596.0,-1.0,1.0455099217411055,0,0,BLEED,OOS,-0.2379865815928251,-0.2379865815928251,-0.3869332873617209,-0.3869332873617209,-0.624919868954546
2026-03-10,1,-417.5999999999999,29,0.3103448275862069,1,18,6,24881.5,25217.75,24832.5,25015.75,385.25,134.25,0.3484750162232317,1056.0,666.5,0.631155303030303,622.6,438.7625,0.6241156689893598,2.4067690379191475,12.177094619834635,340.5,1.0,1.017472645613753,0,1,BLEED,OOS,3.050848192960647,3.050848192960647,2.4995039874778437,2.4995039874778437,5.550352180438491
2026-03-11,2,-475.0999999999999,29,0.3448275862068966,0,15,3,25016.5,25180.0,24732.5,24788.0,447.5,-228.5,0.5106145251396648,385.25,134.25,0.3484750162232317,555.95,453.7625,0.5632609157969845,0.8490124239001681,9.786640103497701,5.75,1.0,1.0120224258717008,0,2,BLEED,OOS,-0.00030799657149884136,-0.00030799657149884136,-0.331631458904269,-0.331631458904269,-0.3319394554757678
2026-03-12,3,-1629.600000000001,34,0.2647058823529412,1,22,3,24787.75,24929.0,24517.0,24528.75,412.0,-259.0,0.6286407766990292,447.5,-228.5,0.5106145251396648,551.65,463.55,0.6182622856436808,0.9653759033545464,9.816340001838427,-112.25,-1.0,1.0213208003872842,0,3,BLEED,OOS,0.2828593128558229,0.2828593128558229,-0.12014734875326354,-0.12014734875326354,0.16271196410255934
2026-03-13,4,-338.29999999999984,27,0.2962962962962963,0,20,2,24529.0,24805.0,24333.75,24335.25,471.25,-193.75,0.41114058355437666,412.0,-259.0,0.6286407766990292,526.75,462.1375,0.5952485956899172,0.8915095615482406,8.656275888471955,27.75,1.0,1.0321153748152678,0,4,BLEED,OOS,0.12137434121453901,0.12137434121453901,-0.2543952901199637,-0.2543952901199637,-0.1330209489054247
2026-03-15,6,-78.80000000000001,2,0.5,18,0,0,24287.75,24495.75,24270.0,24440.5,225.75,152.75,0.6766334440753046,471.25,-193.75,0.41114058355437666,554.4,464.6625,0.506005240929321,1.014176956393081,7.058098101255894,119.5,1.0,1.040322166404701,0,6,BLEED,OOS,0.3908950333200621,0.3908950333200621,-0.031454166625336254,-0.031454166625336254,0.35944086669472586
2026-03-16,0,84.79999999999995,13,0.38461538461538464,0,6,2,24440.0,24816.25,24435.0,24666.5,381.25,226.5,0.5940983606557377,225.75,152.75,0.6766334440753046,388.35,460.6375,0.5151008691383214,0.49008168028004667,1.6157378921170298,-394.25,-1.0,1.0358421472555799,0,0,HARVEST,OOS,-0.7258531508471263,-0.7258531508471263,-0.9839679933244239,-0.9839679933244239,-1.70982114417155
2026-03-17,1,-39.2,13,0.3076923076923077,0,7,1,24666.75,24896.75,24517.5,24784.0,379.25,117.25,0.3091628213579433,381.25,226.5,0.5940983606557377,387.55,456.5625,0.5642255380248227,0.8350444900752909,2.144981355738604,-302.0,-1.0,1.0263515294022256,0,1,NEUTRAL,OOS,-0.018503486333897024,-0.018503486333897024,-0.35701739673848804,-0.35701739673848804,-0.37552088307238507
2026-03-18,2,229.00000000000043,20,0.45,4,10,3,24784.25,24990.0,24346.5,24406.0,643.5,-378.25,0.5878010878010878,379.25,117.25,0.3091628213579433,373.9,469.35,0.5239351972684784,0.8080323852135932,1.9896179305978225,43.75,1.0,1.0214856358941253,0,2,HARVEST,OOS,-0.027601231215096115,-0.027601231215096115,-0.40611038524972876,-0.40611038524972876,-0.43371161646482487
2026-03-19,3,-608.2999999999994,32,0.46875,0,21,3,24405.0,24507.75,24113.75,24402.5,394.0,-2.5,0.006345177664974619,643.5,-378.25,0.5878010878010878,420.2,482.9125,0.51576725948889,1.3325395387363135,2.6237612563281387,-75.5,-1.0,1.0373064000655576,0,3,BLEED,OOS,1.1744383112133339,1.1744383112133339,0.5471520055855225,0.5471520055855225,1.7215903167988564
2026-03-20,4,-211.79999999999984,22,0.3181818181818182,0,16,2,24529.25,24616.5,23970.75,24217.0,645.75,-312.25,0.4835462640340689,394.0,-2.5,0.006345177664974619,404.75,483.275,0.43480817831100954,0.815270808545859,2.3492449537905515,115.75,1.0,1.0374551787726667,0,4,BLEED,OOS,0.039494637283747185,0.039494637283747185,-0.3929549560334627,-0.3929549560334627,-0.3534603187497155
2026-03-22,6,-213.20000000000002,8,0.5,17,0,0,23914.0,24095.75,23826.5,23855.0,269.25,-59.0,0.2191272051996286,645.75,-312.25,0.4835462640340689,488.75,490.5625,0.39619074230276247,1.3163460313415722,2.6223329580872385,-349.25,-1.0,1.0394247842424742,0,6,BLEED,OOS,1.1846732742046828,1.1846732742046828,0.517721212370515,0.517721212370515,1.7023944865751979
2026-03-23,0,402.29999999999893,53,0.32075471698113206,0,23,3,23856.0,24763.5,23772.75,24377.5,990.75,521.5,0.5263689124400707,269.25,-59.0,0.2191272051996286,466.35,476.35,0.32119651121154064,0.5652356460585704,2.1281421487499634,-634.75,-1.0,1.0551980716830853,0,0,HARVEST,OOS,-0.5279771996810462,-0.5279771996810462,-0.8473798674664174,-0.8473798674664174,-1.3753570671474635
