parent_shape,child_shape,n,p_child_given_parent,parent_n_total
GENTLE_CONVEX_DOWN,GENTLE_CONCAVE_UP,84,0.0179,4690
GENTLE_CONVEX_DOWN,GENTLE_LINEAR_UP,62,0.0132,4690
GENTLE_CONVEX_DOWN,GENTLE_CONVEX_UP,51,0.0109,4690
GENTLE_CONVEX_DOWN,GENTLE_CONCAVE_DOWN,47,0.01,4690
GENTLE_CONVEX_UP,STEEP_LINEAR_UP,180,0.3666,491
GENTLE_CONVEX_UP,STEEP_CONVEX_UP,62,0.1263,491
GENTLE_CONVEX_UP,STEEP_CONCAVE_UP,57,0.1161,491
GENTLE_CONVEX_UP,NOISE,57,0.1161,491
GENTLE_CONVEX_UP,FLATLINE,36,0.0733,491
GENTLE_CONVEX_UP,STEEP_LINEAR_DOWN,31,0.0631,491
GENTLE_CONVEX_UP,STEEP_CONVEX_DOWN,24,0.0489,491
GENTLE_CONVEX_UP,GENTLE_CONVEX_DOWN,8,0.0163,491
GENTLE_CONVEX_UP,STEEP_CONCAVE_DOWN,8,0.0163,491
GENTLE_CONVEX_UP,GENTLE_LINEAR_UP,8,0.0163,491
GENTLE_CONVEX_UP,GENTLE_CONVEX_UP,7,0.0143,491
GENTLE_CONVEX_UP,GENTLE_CONCAVE_UP,6,0.0122,491
GENTLE_CONVEX_UP,GENTLE_CONCAVE_DOWN,4,0.0081,491
GENTLE_CONVEX_UP,GENTLE_LINEAR_DOWN,3,0.0061,491
GENTLE_LINEAR_DOWN,NOISE,457,0.1725,2650
GENTLE_LINEAR_DOWN,STEEP_CONVEX_DOWN,447,0.1687,2650
GENTLE_LINEAR_DOWN,STEEP_LINEAR_DOWN,350,0.1321,2650
GENTLE_LINEAR_DOWN,FLATLINE,325,0.1226,2650
GENTLE_LINEAR_DOWN,STEEP_LINEAR_UP,295,0.1113,2650
GENTLE_LINEAR_DOWN,STEEP_CONCAVE_UP,269,0.1015,2650
GENTLE_LINEAR_DOWN,STEEP_CONVEX_UP,102,0.0385,2650
GENTLE_LINEAR_DOWN,STEEP_CONCAVE_DOWN,100,0.0377,2650
GENTLE_LINEAR_DOWN,GENTLE_CONVEX_DOWN,70,0.0264,2650
GENTLE_LINEAR_DOWN,GENTLE_CONCAVE_UP,65,0.0245,2650
GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,49,0.0185,2650
GENTLE_LINEAR_DOWN,GENTLE_LINEAR_UP,47,0.0177,2650
GENTLE_LINEAR_DOWN,GENTLE_CONCAVE_DOWN,40,0.0151,2650
GENTLE_LINEAR_DOWN,GENTLE_CONVEX_UP,34,0.0128,2650
GENTLE_LINEAR_UP,NOISE,476,0.1731,2750
GENTLE_LINEAR_UP,STEEP_CONCAVE_UP,466,0.1695,2750
GENTLE_LINEAR_UP,STEEP_LINEAR_UP,373,0.1356,2750
GENTLE_LINEAR_UP,FLATLINE,338,0.1229,2750
GENTLE_LINEAR_UP,STEEP_CONVEX_DOWN,289,0.1051,2750
GENTLE_LINEAR_UP,STEEP_LINEAR_DOWN,265,0.0964,2750
GENTLE_LINEAR_UP,STEEP_CONVEX_UP,129,0.0469,2750
GENTLE_LINEAR_UP,STEEP_CONCAVE_DOWN,104,0.0378,2750
GENTLE_LINEAR_UP,GENTLE_CONCAVE_UP,82,0.0298,2750
GENTLE_LINEAR_UP,GENTLE_CONVEX_DOWN,60,0.0218,2750
GENTLE_LINEAR_UP,GENTLE_CONVEX_UP,56,0.0204,2750
GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,50,0.0182,2750
GENTLE_LINEAR_UP,GENTLE_LINEAR_DOWN,37,0.0135,2750
GENTLE_LINEAR_UP,GENTLE_CONCAVE_DOWN,25,0.0091,2750
NOISE,NOISE,904,0.209,4325
NOISE,STEEP_LINEAR_UP,612,0.1415,4325
NOISE,STEEP_LINEAR_DOWN,573,0.1325,4325
NOISE,STEEP_CONCAVE_UP,553,0.1279,4325
NOISE,STEEP_CONVEX_DOWN,529,0.1223,4325
NOISE,FLATLINE,495,0.1145,4325
NOISE,STEEP_CONVEX_UP,206,0.0476,4325
NOISE,STEEP_CONCAVE_DOWN,192,0.0444,4325
NOISE,GENTLE_CONVEX_DOWN,59,0.0136,4325
NOISE,GENTLE_CONCAVE_UP,58,0.0134,4325
NOISE,GENTLE_LINEAR_DOWN,45,0.0104,4325
NOISE,GENTLE_LINEAR_UP,37,0.0086,4325
NOISE,GENTLE_CONCAVE_DOWN,33,0.0076,4325
NOISE,GENTLE_CONVEX_UP,29,0.0067,4325
STEEP_CONCAVE_DOWN,STEEP_LINEAR_DOWN,424,0.3926,1080
STEEP_CONCAVE_DOWN,STEEP_CONCAVE_DOWN,150,0.1389,1080
STEEP_CONCAVE_DOWN,STEEP_CONVEX_DOWN,140,0.1296,1080
STEEP_CONCAVE_DOWN,NOISE,111,0.1028,1080
STEEP_CONCAVE_DOWN,FLATLINE,106,0.0981,1080
STEEP_CONCAVE_DOWN,STEEP_LINEAR_UP,48,0.0444,1080
STEEP_CONCAVE_DOWN,STEEP_CONCAVE_UP,46,0.0426,1080
STEEP_CONCAVE_DOWN,STEEP_CONVEX_UP,17,0.0157,1080
STEEP_CONCAVE_DOWN,GENTLE_CONCAVE_UP,9,0.0083,1080
STEEP_CONCAVE_DOWN,GENTLE_LINEAR_DOWN,9,0.0083,1080
STEEP_CONCAVE_DOWN,GENTLE_LINEAR_UP,7,0.0065,1080
STEEP_CONCAVE_DOWN,GENTLE_CONCAVE_DOWN,5,0.0046,1080
STEEP_CONCAVE_DOWN,GENTLE_CONVEX_DOWN,5,0.0046,1080
STEEP_CONCAVE_DOWN,GENTLE_CONVEX_UP,3,0.0028,1080
STEEP_CONCAVE_UP,STEEP_CONCAVE_UP,2273,0.2127,10688
STEEP_CONCAVE_UP,STEEP_CONVEX_DOWN,1496,0.14,10688
STEEP_CONCAVE_UP,FLATLINE,1481,0.1386,10688
STEEP_CONCAVE_UP,NOISE,1437,0.1344,10688
STEEP_CONCAVE_UP,STEEP_LINEAR_DOWN,1343,0.1257,10688
STEEP_CONCAVE_UP,STEEP_LINEAR_UP,1228,0.1149,10688
STEEP_CONCAVE_UP,STEEP_CONVEX_UP,523,0.0489,10688
STEEP_CONCAVE_UP,STEEP_CONCAVE_DOWN,503,0.0471,10688
STEEP_CONCAVE_UP,GENTLE_CONVEX_DOWN,101,0.0094,10688
STEEP_CONCAVE_UP,GENTLE_CONCAVE_UP,92,0.0086,10688
STEEP_CONCAVE_UP,GENTLE_LINEAR_UP,64,0.006,10688
STEEP_CONCAVE_UP,GENTLE_CONVEX_UP,55,0.0051,10688
STEEP_CONCAVE_UP,GENTLE_LINEAR_DOWN,50,0.0047,10688
STEEP_CONCAVE_UP,GENTLE_CONCAVE_DOWN,42,0.0039,10688
STEEP_CONVEX_DOWN,STEEP_CONVEX_DOWN,1935,0.2113,9156
STEEP_CONVEX_DOWN,STEEP_CONCAVE_UP,1368,0.1494,9156
STEEP_CONVEX_DOWN,STEEP_LINEAR_UP,1249,0.1364,9156
STEEP_CONVEX_DOWN,NOISE,1247,0.1362,9156
STEEP_CONVEX_DOWN,FLATLINE,1222,0.1335,9156
STEEP_CONVEX_DOWN,STEEP_LINEAR_DOWN,1097,0.1198,9156
STEEP_CONVEX_DOWN,STEEP_CONVEX_UP,414,0.0452,9156
STEEP_CONVEX_DOWN,STEEP_CONCAVE_DOWN,354,0.0387,9156
STEEP_CONVEX_DOWN,GENTLE_LINEAR_DOWN,65,0.0071,9156
STEEP_CONVEX_DOWN,GENTLE_CONCAVE_UP,60,0.0066,9156
STEEP_CONVEX_DOWN,GENTLE_CONVEX_DOWN,52,0.0057,9156
STEEP_CONVEX_DOWN,GENTLE_LINEAR_UP,34,0.0037,9156
STEEP_CONVEX_DOWN,GENTLE_CONCAVE_DOWN,34,0.0037,9156
STEEP_CONVEX_DOWN,GENTLE_CONVEX_UP,25,0.0027,9156
STEEP_CONVEX_UP,STEEP_LINEAR_UP,438,0.3845,1139
STEEP_CONVEX_UP,STEEP_CONCAVE_UP,142,0.1247,1139
STEEP_CONVEX_UP,STEEP_CONVEX_UP,140,0.1229,1139
STEEP_CONVEX_UP,NOISE,134,0.1176,1139
STEEP_CONVEX_UP,FLATLINE,118,0.1036,1139
STEEP_CONVEX_UP,STEEP_LINEAR_DOWN,61,0.0536,1139
STEEP_CONVEX_UP,STEEP_CONVEX_DOWN,58,0.0509,1139
STEEP_CONVEX_UP,STEEP_CONCAVE_DOWN,14,0.0123,1139
STEEP_CONVEX_UP,GENTLE_CONVEX_DOWN,8,0.007,1139
STEEP_CONVEX_UP,GENTLE_LINEAR_UP,7,0.0061,1139
STEEP_CONVEX_UP,GENTLE_LINEAR_DOWN,7,0.0061,1139
STEEP_CONVEX_UP,GENTLE_CONVEX_UP,5,0.0044,1139
STEEP_CONVEX_UP,GENTLE_CONCAVE_DOWN,4,0.0035,1139
STEEP_CONVEX_UP,GENTLE_CONCAVE_UP,3,0.0026,1139
STEEP_LINEAR_DOWN,STEEP_CONVEX_DOWN,2393,0.2094,11429
STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,2269,0.1985,11429
STEEP_LINEAR_DOWN,FLATLINE,1543,0.135,11429
STEEP_LINEAR_DOWN,NOISE,1538,0.1346,11429
STEEP_LINEAR_DOWN,STEEP_CONCAVE_UP,1289,0.1128,11429
STEEP_LINEAR_DOWN,STEEP_LINEAR_UP,1003,0.0878,11429
STEEP_LINEAR_DOWN,STEEP_CONCAVE_DOWN,761,0.0666,11429
STEEP_LINEAR_DOWN,STEEP_CONVEX_UP,300,0.0262,11429
STEEP_LINEAR_DOWN,GENTLE_CONVEX_DOWN,80,0.007,11429
STEEP_LINEAR_DOWN,GENTLE_CONCAVE_UP,74,0.0065,11429
STEEP_LINEAR_DOWN,GENTLE_CONCAVE_DOWN,57,0.005,11429
STEEP_LINEAR_DOWN,GENTLE_LINEAR_DOWN,48,0.0042,11429
STEEP_LINEAR_DOWN,GENTLE_LINEAR_UP,44,0.0038,11429
STEEP_LINEAR_DOWN,GENTLE_CONVEX_UP,30,0.0026,11429
STEEP_LINEAR_UP,STEEP_CONCAVE_UP,2331,0.2158,10804
STEEP_LINEAR_UP,STEEP_LINEAR_UP,2131,0.1972,10804
STEEP_LINEAR_UP,FLATLINE,1458,0.135,10804
STEEP_LINEAR_UP,NOISE,1388,0.1285,10804
STEEP_LINEAR_UP,STEEP_CONVEX_DOWN,1063,0.0984,10804
STEEP_LINEAR_UP,STEEP_LINEAR_DOWN,960,0.0889,10804
STEEP_LINEAR_UP,STEEP_CONVEX_UP,733,0.0678,10804
STEEP_LINEAR_UP,STEEP_CONCAVE_DOWN,321,0.0297,10804
STEEP_LINEAR_UP,GENTLE_CONCAVE_UP,98,0.0091,10804
STEEP_LINEAR_UP,GENTLE_CONVEX_DOWN,89,0.0082,10804
STEEP_LINEAR_UP,GENTLE_CONVEX_UP,88,0.0081,10804
STEEP_LINEAR_UP,GENTLE_LINEAR_UP,59,0.0055,10804
STEEP_LINEAR_UP,GENTLE_LINEAR_DOWN,54,0.005,10804
STEEP_LINEAR_UP,GENTLE_CONCAVE_DOWN,31,0.0029,10804
