trade_id,direction,start_idx,end_idx,ts_start,ts_end,entry_price,exit_price,change_ticks,change_dollars,mfe_ticks,mae_ticks,mfe_dollars,mae_dollars,duration_mins,time_to_mfe_mins,n_bars,lookback_bars,lookback_start_idx,lookback_timestamps,regime_start_idx
13,LONG,59,61,1752454740.0,1752454860.0,22851.0,22859.0,32.0,16.0,38.0,1.0,19.0,0.5,2.0,1.5,3,10,49,"[1752454140.0, 1752454200.0, 1752454260.0, 1752454320.0, 1752454380.0, 1752454440.0, 1752454500.0, 1752454560.0, 1752454620.0, 1752454680.0]",59
14,SHORT,61,62,1752454860.0,1752454920.0,22859.0,22854.25,-19.0,-9.5,2.0,8.0,1.0,4.0,1.0,0.3,2,10,51,"[1752454260.0, 1752454320.0, 1752454380.0, 1752454440.0, 1752454500.0, 1752454560.0, 1752454620.0, 1752454680.0, 1752454740.0, 1752454800.0]",61
15,LONG,62,63,1752454920.0,1752454980.0,22854.25,22860.5,25.0,12.5,0.0,0.0,0.0,0.0,1.0,0.0,2,10,52,"[1752454320.0, 1752454380.0, 1752454440.0, 1752454500.0, 1752454560.0, 1752454620.0, 1752454680.0, 1752454740.0, 1752454800.0, 1752454860.0]",62
16,SHORT,63,70,1752454980.0,1752455400.0,22860.5,22847.0,-54.0,-27.0,22.0,30.0,11.0,15.0,7.0,6.1,8,10,53,"[1752454380.0, 1752454440.0, 1752454500.0, 1752454560.0, 1752454620.0, 1752454680.0, 1752454740.0, 1752454800.0, 1752454860.0, 1752454920.0]",63
17,LONG,70,79,1752455400.0,1752455940.0,22847.0,22858.5,46.0,23.0,29.0,19.0,14.5,9.5,9.0,8.0,10,10,60,"[1752454800.0, 1752454860.0, 1752454920.0, 1752454980.0, 1752455040.0, 1752455100.0, 1752455160.0, 1752455220.0, 1752455280.0, 1752455340.0]",70
18,SHORT,79,84,1752455940.0,1752456240.0,22858.5,22844.0,-58.0,-29.0,59.0,9.0,29.5,4.5,5.0,4.5,6,10,69,"[1752455340.0, 1752455400.0, 1752455460.0, 1752455520.0, 1752455580.0, 1752455640.0, 1752455700.0, 1752455760.0, 1752455820.0, 1752455880.0]",79
19,LONG,84,90,1752456240.0,1752456600.0,22844.0,22854.75,43.0,21.5,17.0,13.0,8.5,6.5,6.0,5.0,7,10,74,"[1752455640.0, 1752455700.0, 1752455760.0, 1752455820.0, 1752455880.0, 1752455940.0, 1752456000.0, 1752456060.0, 1752456120.0, 1752456180.0]",84
20,SHORT,90,91,1752456600.0,1752456660.0,22854.75,22851.75,-12.0,-6.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10,80,"[1752456000.0, 1752456060.0, 1752456120.0, 1752456180.0, 1752456240.0, 1752456300.0, 1752456360.0, 1752456420.0, 1752456480.0, 1752456540.0]",90
21,LONG,92,94,1752456720.0,1752456840.0,22851.75,22857.25,22.0,11.0,20.0,8.0,10.0,4.0,2.0,1.5,3,10,82,"[1752456120.0, 1752456180.0, 1752456240.0, 1752456300.0, 1752456360.0, 1752456420.0, 1752456480.0, 1752456540.0, 1752456600.0, 1752456660.0]",92
22,SHORT,94,95,1752456840.0,1752456900.0,22857.25,22850.5,-27.0,-13.5,8.0,3.0,4.0,1.5,1.0,0.6,2,10,84,"[1752456240.0, 1752456300.0, 1752456360.0, 1752456420.0, 1752456480.0, 1752456540.0, 1752456600.0, 1752456660.0, 1752456720.0, 1752456780.0]",94
23,LONG,95,106,1752456900.0,1752457560.0,22850.5,22854.5,16.0,8.0,29.0,14.0,14.5,7.0,11.0,8.5,12,10,85,"[1752456300.0, 1752456360.0, 1752456420.0, 1752456480.0, 1752456540.0, 1752456600.0, 1752456660.0, 1752456720.0, 1752456780.0, 1752456840.0]",95
24,LONG,106,114,1752457560.0,1752458040.0,22854.5,22863.0,34.0,17.0,39.0,7.0,19.5,3.5,8.0,7.5,9,10,96,"[1752456960.0, 1752457020.0, 1752457080.0, 1752457140.0, 1752457200.0, 1752457260.0, 1752457320.0, 1752457380.0, 1752457440.0, 1752457500.0]",106
25,LONG,115,129,1752458100.0,1752458940.0,22853.75,22861.0,29.0,14.5,8.0,33.0,4.0,16.5,14.0,11.2,15,10,105,"[1752457500.0, 1752457560.0, 1752457620.0, 1752457680.0, 1752457740.0, 1752457800.0, 1752457860.0, 1752457920.0, 1752457980.0, 1752458040.0]",115
26,LONG,130,132,1752459000.0,1752459120.0,22858.0,22865.75,31.0,15.5,1.0,10.0,0.5,5.0,2.0,1.4,3,10,120,"[1752458400.0, 1752458460.0, 1752458520.0, 1752458580.0, 1752458640.0, 1752458700.0, 1752458760.0, 1752458820.0, 1752458880.0, 1752458940.0]",130
27,SHORT,114,115,1752458040.0,1752458100.0,22863.0,22853.75,-37.0,-18.5,5.0,0.0,2.5,0.0,1.0,0.2,2,10,104,"[1752457440.0, 1752457500.0, 1752457560.0, 1752457620.0, 1752457680.0, 1752457740.0, 1752457800.0, 1752457860.0, 1752457920.0, 1752457980.0]",114
