trade_id,direction,start_idx,end_idx,ts_start,ts_end,entry_price,exit_price,change_ticks,change_dollars,mfe_ticks,mae_ticks,mfe_dollars,mae_dollars,duration_mins,time_to_mfe_mins,n_bars,lookback_bars,lookback_start_idx,lookback_timestamps,regime_start_idx
20,LONG,245,259,1752465900.0,1752466740.0,22867.75,22878.75,44.0,22.0,38.0,9.0,19.0,4.5,14.0,11.7,15,10,235,"[1752465300.0, 1752465360.0, 1752465420.0, 1752465480.0, 1752465540.0, 1752465600.0, 1752465660.0, 1752465720.0, 1752465780.0, 1752465840.0]",245
21,SHORT,259,267,1752466740.0,1752467220.0,22878.75,22869.0,-39.0,-19.5,22.0,11.0,11.0,5.5,8.0,7.8,9,10,249,"[1752466140.0, 1752466200.0, 1752466260.0, 1752466320.0, 1752466380.0, 1752466440.0, 1752466500.0, 1752466560.0, 1752466620.0, 1752466680.0]",259
22,LONG,267,283,1752467220.0,1752468180.0,22869.0,22872.75,15.0,7.5,10.0,11.0,5.0,5.5,16.0,5.2,17,10,257,"[1752466620.0, 1752466680.0, 1752466740.0, 1752466800.0, 1752466860.0, 1752466920.0, 1752466980.0, 1752467040.0, 1752467100.0, 1752467160.0]",267
23,SHORT,267,286,1752467220.0,1752468360.0,22869.0,22864.25,-19.0,-9.5,11.0,1.0,5.5,0.5,19.0,1.1,20,10,257,"[1752466620.0, 1752466680.0, 1752466740.0, 1752466800.0, 1752466860.0, 1752466920.0, 1752466980.0, 1752467040.0, 1752467100.0, 1752467160.0]",267
24,LONG,286,304,1752468360.0,1752469440.0,22864.25,22868.5,17.0,8.5,0.0,0.0,0.0,0.0,18.0,0.0,19,10,276,"[1752467760.0, 1752467820.0, 1752467880.0, 1752467940.0, 1752468000.0, 1752468060.0, 1752468120.0, 1752468180.0, 1752468240.0, 1752468300.0]",286
25,SHORT,304,323,1752469440.0,1752470580.0,22868.5,22859.75,-35.0,-17.5,25.0,22.0,12.5,11.0,19.0,15.7,20,10,294,"[1752468840.0, 1752468900.0, 1752468960.0, 1752469020.0, 1752469080.0, 1752469140.0, 1752469200.0, 1752469260.0, 1752469320.0, 1752469380.0]",304
26,SHORT,323,352,1752470580.0,1752472320.0,22859.75,22829.5,-121.0,-60.5,124.0,29.0,62.0,14.5,29.0,28.9,30,10,313,"[1752469980.0, 1752470040.0, 1752470100.0, 1752470160.0, 1752470220.0, 1752470280.0, 1752470340.0, 1752470400.0, 1752470460.0, 1752470520.0]",323
27,SHORT,352,364,1752472320.0,1752473040.0,22829.5,22818.0,-46.0,-23.0,39.0,40.0,19.5,20.0,12.0,11.3,13,10,342,"[1752471720.0, 1752471780.0, 1752471840.0, 1752471900.0, 1752471960.0, 1752472020.0, 1752472080.0, 1752472140.0, 1752472200.0, 1752472260.0]",352
28,SHORT,304,364,1752469440.0,1752473040.0,22868.5,22818.0,-202.0,-101.0,179.0,22.0,89.5,11.0,60.0,59.3,61,10,294,"[1752468840.0, 1752468900.0, 1752468960.0, 1752469020.0, 1752469080.0, 1752469140.0, 1752469200.0, 1752469260.0, 1752469320.0, 1752469380.0]",304
29,LONG,364,365,1752473040.0,1752473100.0,22818.0,22828.25,41.0,20.5,0.0,0.0,0.0,0.0,1.0,0.0,2,10,354,"[1752472440.0, 1752472500.0, 1752472560.0, 1752472620.0, 1752472680.0, 1752472740.0, 1752472800.0, 1752472860.0, 1752472920.0, 1752472980.0]",364
30,LONG,364,399,1752473040.0,1752475140.0,22818.0,22844.5,106.0,53.0,96.0,18.0,48.0,9.0,35.0,34.3,36,10,354,"[1752472440.0, 1752472500.0, 1752472560.0, 1752472620.0, 1752472680.0, 1752472740.0, 1752472800.0, 1752472860.0, 1752472920.0, 1752472980.0]",364
31,SHORT,399,428,1752475140.0,1752476880.0,22844.5,22827.25,-69.0,-34.5,68.0,13.0,34.0,6.5,29.0,28.0,30,10,389,"[1752474540.0, 1752474600.0, 1752474660.0, 1752474720.0, 1752474780.0, 1752474840.0, 1752474900.0, 1752474960.0, 1752475020.0, 1752475080.0]",399
32,SHORT,428,444,1752476880.0,1752477840.0,22827.25,22809.0,-73.0,-36.5,87.0,38.0,43.5,19.0,16.0,13.7,17,10,418,"[1752476280.0, 1752476340.0, 1752476400.0, 1752476460.0, 1752476520.0, 1752476580.0, 1752476640.0, 1752476700.0, 1752476760.0, 1752476820.0]",428
33,LONG,444,479,1752477840.0,1752479940.0,22809.0,22881.75,291.0,145.5,283.0,30.0,141.5,15.0,35.0,32.7,36,10,434,"[1752477240.0, 1752477300.0, 1752477360.0, 1752477420.0, 1752477480.0, 1752477540.0, 1752477600.0, 1752477660.0, 1752477720.0, 1752477780.0]",444
34,SHORT,479,485,1752479940.0,1752480300.0,22881.75,22870.75,-44.0,-22.0,39.0,11.0,19.5,5.5,6.0,4.3,7,10,469,"[1752479340.0, 1752479400.0, 1752479460.0, 1752479520.0, 1752479580.0, 1752479640.0, 1752479700.0, 1752479760.0, 1752479820.0, 1752479880.0]",479
35,LONG,485,494,1752480300.0,1752480840.0,22870.75,22881.25,42.0,21.0,18.0,28.0,9.0,14.0,9.0,9.0,10,10,475,"[1752479700.0, 1752479760.0, 1752479820.0, 1752479880.0, 1752479940.0, 1752480000.0, 1752480060.0, 1752480120.0, 1752480180.0, 1752480240.0]",485
36,SHORT,494,520,1752480840.0,1752482400.0,22881.25,22868.25,-52.0,-26.0,51.0,11.0,25.5,5.5,26.0,11.1,27,10,484,"[1752480240.0, 1752480300.0, 1752480360.0, 1752480420.0, 1752480480.0, 1752480540.0, 1752480600.0, 1752480660.0, 1752480720.0, 1752480780.0]",494
37,LONG,520,536,1752482400.0,1752483360.0,22868.25,22895.75,110.0,55.0,109.0,16.0,54.5,8.0,16.0,15.1,17,10,510,"[1752481800.0, 1752481860.0, 1752481920.0, 1752481980.0, 1752482040.0, 1752482100.0, 1752482160.0, 1752482220.0, 1752482280.0, 1752482340.0]",520
38,SHORT,536,540,1752483360.0,1752483600.0,22895.75,22883.0,-51.0,-25.5,35.0,12.0,17.5,6.0,4.0,3.0,5,10,526,"[1752482760.0, 1752482820.0, 1752482880.0, 1752482940.0, 1752483000.0, 1752483060.0, 1752483120.0, 1752483180.0, 1752483240.0, 1752483300.0]",536
39,SHORT,540,558,1752483600.0,1752484680.0,22883.0,22880.5,-10.0,-5.0,30.0,0.0,15.0,0.0,18.0,2.2,19,10,530,"[1752483000.0, 1752483060.0, 1752483120.0, 1752483180.0, 1752483240.0, 1752483300.0, 1752483360.0, 1752483420.0, 1752483480.0, 1752483540.0]",540
40,LONG,558,564,1752484680.0,1752485040.0,22880.5,22895.75,61.0,30.5,31.0,19.0,15.5,9.5,6.0,5.7,7,10,548,"[1752484080.0, 1752484140.0, 1752484200.0, 1752484260.0, 1752484320.0, 1752484380.0, 1752484440.0, 1752484500.0, 1752484560.0, 1752484620.0]",558
41,SHORT,564,566,1752485040.0,1752485160.0,22895.75,22886.0,-39.0,-19.5,8.0,17.0,4.0,8.5,2.0,1.9,3,10,554,"[1752484440.0, 1752484500.0, 1752484560.0, 1752484620.0, 1752484680.0, 1752484740.0, 1752484800.0, 1752484860.0, 1752484920.0, 1752484980.0]",564
42,LONG,566,587,1752485160.0,1752486420.0,22886.0,22902.0,64.0,32.0,50.0,17.0,25.0,8.5,21.0,20.4,22,10,556,"[1752484560.0, 1752484620.0, 1752484680.0, 1752484740.0, 1752484800.0, 1752484860.0, 1752484920.0, 1752484980.0, 1752485040.0, 1752485100.0]",566
43,SHORT,587,595,1752486420.0,1752486900.0,22902.0,22894.25,-31.0,-15.5,21.0,13.0,10.5,6.5,8.0,7.3,9,10,577,"[1752485820.0, 1752485880.0, 1752485940.0, 1752486000.0, 1752486060.0, 1752486120.0, 1752486180.0, 1752486240.0, 1752486300.0, 1752486360.0]",587
44,SHORT,599,609,1752487140.0,1752487740.0,22899.0,22882.5,-66.0,-33.0,58.0,19.0,29.0,9.5,10.0,9.4,11,10,589,"[1752486540.0, 1752486600.0, 1752486660.0, 1752486720.0, 1752486780.0, 1752486840.0, 1752486900.0, 1752486960.0, 1752487020.0, 1752487080.0]",599
45,LONG,609,615,1752487740.0,1752488100.0,22882.5,22892.75,41.0,20.5,23.0,15.0,11.5,7.5,6.0,6.0,7,10,599,"[1752487140.0, 1752487200.0, 1752487260.0, 1752487320.0, 1752487380.0, 1752487440.0, 1752487500.0, 1752487560.0, 1752487620.0, 1752487680.0]",609
46,SHORT,615,622,1752488100.0,1752488520.0,22892.75,22884.0,-35.0,-17.5,21.0,13.0,10.5,6.5,7.0,7.0,8,10,605,"[1752487500.0, 1752487560.0, 1752487620.0, 1752487680.0, 1752487740.0, 1752487800.0, 1752487860.0, 1752487920.0, 1752487980.0, 1752488040.0]",615
