trade_id,direction,start_idx,end_idx,ts_start,ts_end,entry_price,exit_price,change_ticks,change_dollars,mfe_ticks,mae_ticks,mfe_dollars,mae_dollars,duration_mins,time_to_mfe_mins,n_bars,lookback_bars,lookback_start_idx,lookback_timestamps,regime_start_idx
22,SHORT,241,245,1735790460.0,1735790700.0,21315.0,21301.5,-54.0,-27.0,34.0,11.0,17.0,5.5,4.0,3.8,5,10,231,"[1735789860.0, 1735789920.0, 1735789980.0, 1735790040.0, 1735790100.0, 1735790160.0, 1735790220.0, 1735790280.0, 1735790340.0, 1735790400.0]",241
23,LONG,245,251,1735790700.0,1735791060.0,21301.5,21314.25,51.0,25.5,26.0,34.0,13.0,17.0,6.0,4.7,7,10,235,"[1735790100.0, 1735790160.0, 1735790220.0, 1735790280.0, 1735790340.0, 1735790400.0, 1735790460.0, 1735790520.0, 1735790580.0, 1735790640.0]",245
24,SHORT,251,261,1735791060.0,1735791660.0,21314.25,21291.5,-91.0,-45.5,58.0,8.0,29.0,4.0,10.0,6.7,11,10,241,"[1735790460.0, 1735790520.0, 1735790580.0, 1735790640.0, 1735790700.0, 1735790760.0, 1735790820.0, 1735790880.0, 1735790940.0, 1735791000.0]",251
25,LONG,261,292,1735791660.0,1735793520.0,21291.5,21332.25,163.0,81.5,106.0,44.0,53.0,22.0,31.0,20.8,32,10,251,"[1735791060.0, 1735791120.0, 1735791180.0, 1735791240.0, 1735791300.0, 1735791360.0, 1735791420.0, 1735791480.0, 1735791540.0, 1735791600.0]",261
26,LONG,292,318,1735793520.0,1735795080.0,21332.25,21352.25,80.0,40.0,81.0,13.0,40.5,6.5,26.0,25.9,27,10,282,"[1735792920.0, 1735792980.0, 1735793040.0, 1735793100.0, 1735793160.0, 1735793220.0, 1735793280.0, 1735793340.0, 1735793400.0, 1735793460.0]",292
27,LONG,318,350,1735795080.0,1735797000.0,21352.25,21372.25,80.0,40.0,117.0,17.0,58.5,8.5,32.0,32.0,33,10,308,"[1735794480.0, 1735794540.0, 1735794600.0, 1735794660.0, 1735794720.0, 1735794780.0, 1735794840.0, 1735794900.0, 1735794960.0, 1735795020.0]",318
28,LONG,350,379,1735797000.0,1735798740.0,21372.25,21381.5,37.0,18.5,10.0,0.0,5.0,0.0,29.0,0.1,30,10,340,"[1735796400.0, 1735796460.0, 1735796520.0, 1735796580.0, 1735796640.0, 1735796700.0, 1735796760.0, 1735796820.0, 1735796880.0, 1735796940.0]",350
29,SHORT,379,388,1735798740.0,1735799280.0,21381.5,21358.25,-93.0,-46.5,12.0,46.0,6.0,23.0,9.0,8.7,10,10,369,"[1735798140.0, 1735798200.0, 1735798260.0, 1735798320.0, 1735798380.0, 1735798440.0, 1735798500.0, 1735798560.0, 1735798620.0, 1735798680.0]",379
30,LONG,388,393,1735799280.0,1735799580.0,21358.25,21388.0,119.0,59.5,69.0,45.0,34.5,22.5,5.0,4.9,6,10,378,"[1735798680.0, 1735798740.0, 1735798800.0, 1735798860.0, 1735798920.0, 1735798980.0, 1735799040.0, 1735799100.0, 1735799160.0, 1735799220.0]",388
31,LONG,393,422,1735799580.0,1735801320.0,21388.0,21394.5,26.0,13.0,48.0,24.0,24.0,12.0,29.0,25.6,30,10,383,"[1735798980.0, 1735799040.0, 1735799100.0, 1735799160.0, 1735799220.0, 1735799280.0, 1735799340.0, 1735799400.0, 1735799460.0, 1735799520.0]",393
32,SHORT,422,465,1735801320.0,1735803900.0,21394.5,21350.75,-175.0,-87.5,149.0,12.0,74.5,6.0,43.0,42.9,44,10,412,"[1735800720.0, 1735800780.0, 1735800840.0, 1735800900.0, 1735800960.0, 1735801020.0, 1735801080.0, 1735801140.0, 1735801200.0, 1735801260.0]",422
33,LONG,465,494,1735803900.0,1735805640.0,21350.75,21419.0,273.0,136.5,262.0,49.0,131.0,24.5,29.0,28.7,30,10,455,"[1735803300.0, 1735803360.0, 1735803420.0, 1735803480.0, 1735803540.0, 1735803600.0, 1735803660.0, 1735803720.0, 1735803780.0, 1735803840.0]",465
34,SHORT,494,514,1735805640.0,1735806840.0,21419.0,21333.0,-344.0,-172.0,344.0,18.0,172.0,9.0,20.0,18.3,21,10,484,"[1735805040.0, 1735805100.0, 1735805160.0, 1735805220.0, 1735805280.0, 1735805340.0, 1735805400.0, 1735805460.0, 1735805520.0, 1735805580.0]",494
35,LONG,514,522,1735806840.0,1735807320.0,21333.0,21367.25,137.0,68.5,75.0,54.0,37.5,27.0,8.0,5.1,9,10,504,"[1735806240.0, 1735806300.0, 1735806360.0, 1735806420.0, 1735806480.0, 1735806540.0, 1735806600.0, 1735806660.0, 1735806720.0, 1735806780.0]",514
36,LONG,522,536,1735807320.0,1735808160.0,21367.25,21379.5,49.0,24.5,96.0,62.0,48.0,31.0,14.0,14.0,15,10,512,"[1735806720.0, 1735806780.0, 1735806840.0, 1735806900.0, 1735806960.0, 1735807020.0, 1735807080.0, 1735807140.0, 1735807200.0, 1735807260.0]",522
37,SHORT,536,543,1735808160.0,1735808580.0,21379.5,21354.0,-102.0,-51.0,83.0,28.0,41.5,14.0,7.0,4.5,8,10,526,"[1735807560.0, 1735807620.0, 1735807680.0, 1735807740.0, 1735807800.0, 1735807860.0, 1735807920.0, 1735807980.0, 1735808040.0, 1735808100.0]",536
38,LONG,543,556,1735808580.0,1735809360.0,21354.0,21403.5,198.0,99.0,149.0,61.0,74.5,30.5,13.0,13.0,14,10,533,"[1735807980.0, 1735808040.0, 1735808100.0, 1735808160.0, 1735808220.0, 1735808280.0, 1735808340.0, 1735808400.0, 1735808460.0, 1735808520.0]",543
39,SHORT,556,579,1735809360.0,1735810740.0,21403.5,21371.25,-129.0,-64.5,131.0,8.0,65.5,4.0,23.0,23.0,24,10,546,"[1735808760.0, 1735808820.0, 1735808880.0, 1735808940.0, 1735809000.0, 1735809060.0, 1735809120.0, 1735809180.0, 1735809240.0, 1735809300.0]",556
40,LONG,579,587,1735810740.0,1735811220.0,21371.25,21396.75,102.0,51.0,86.0,40.0,43.0,20.0,8.0,5.7,9,10,569,"[1735810140.0, 1735810200.0, 1735810260.0, 1735810320.0, 1735810380.0, 1735810440.0, 1735810500.0, 1735810560.0, 1735810620.0, 1735810680.0]",579
41,SHORT,587,594,1735811220.0,1735811640.0,21396.75,21384.75,-48.0,-24.0,1.0,52.0,0.5,26.0,7.0,6.8,8,10,577,"[1735810620.0, 1735810680.0, 1735810740.0, 1735810800.0, 1735810860.0, 1735810920.0, 1735810980.0, 1735811040.0, 1735811100.0, 1735811160.0]",587
42,LONG,594,600,1735811640.0,1735812000.0,21384.75,21408.25,94.0,47.0,70.0,31.0,35.0,15.5,6.0,6.0,7,10,584,"[1735811040.0, 1735811100.0, 1735811160.0, 1735811220.0, 1735811280.0, 1735811340.0, 1735811400.0, 1735811460.0, 1735811520.0, 1735811580.0]",594
43,SHORT,600,613,1735812000.0,1735812780.0,21408.25,21365.0,-173.0,-86.5,123.0,18.0,61.5,9.0,13.0,12.9,14,10,590,"[1735811400.0, 1735811460.0, 1735811520.0, 1735811580.0, 1735811640.0, 1735811700.0, 1735811760.0, 1735811820.0, 1735811880.0, 1735811940.0]",600
44,LONG,613,637,1735812780.0,1735814220.0,21365.0,21401.25,145.0,72.5,113.0,58.0,56.5,29.0,24.0,23.6,25,10,603,"[1735812180.0, 1735812240.0, 1735812300.0, 1735812360.0, 1735812420.0, 1735812480.0, 1735812540.0, 1735812600.0, 1735812660.0, 1735812720.0]",613
45,SHORT,637,652,1735814220.0,1735815120.0,21401.25,21371.0,-121.0,-60.5,83.0,14.0,41.5,7.0,15.0,15.0,16,10,627,"[1735813620.0, 1735813680.0, 1735813740.0, 1735813800.0, 1735813860.0, 1735813920.0, 1735813980.0, 1735814040.0, 1735814100.0, 1735814160.0]",637
46,LONG,652,659,1735815120.0,1735815540.0,21371.0,21397.75,107.0,53.5,56.0,70.0,28.0,35.0,7.0,6.6,8,10,642,"[1735814520.0, 1735814580.0, 1735814640.0, 1735814700.0, 1735814760.0, 1735814820.0, 1735814880.0, 1735814940.0, 1735815000.0, 1735815060.0]",652
47,LONG,659,678,1735815540.0,1735816680.0,21397.75,21407.0,37.0,18.5,56.0,90.0,28.0,45.0,19.0,17.4,20,10,649,"[1735814940.0, 1735815000.0, 1735815060.0, 1735815120.0, 1735815180.0, 1735815240.0, 1735815300.0, 1735815360.0, 1735815420.0, 1735815480.0]",659
48,SHORT,678,693,1735816680.0,1735817580.0,21407.0,21387.0,-80.0,-40.0,56.0,15.0,28.0,7.5,15.0,14.3,16,10,668,"[1735816080.0, 1735816140.0, 1735816200.0, 1735816260.0, 1735816320.0, 1735816380.0, 1735816440.0, 1735816500.0, 1735816560.0, 1735816620.0]",678
49,LONG,693,708,1735817580.0,1735818480.0,21387.0,21445.0,232.0,116.0,207.0,20.0,103.5,10.0,15.0,14.4,16,10,683,"[1735816980.0, 1735817040.0, 1735817100.0, 1735817160.0, 1735817220.0, 1735817280.0, 1735817340.0, 1735817400.0, 1735817460.0, 1735817520.0]",693
50,SHORT,708,712,1735818480.0,1735818720.0,21445.0,21433.5,-46.0,-23.0,39.0,19.0,19.5,9.5,4.0,2.4,5,10,698,"[1735817880.0, 1735817940.0, 1735818000.0, 1735818060.0, 1735818120.0, 1735818180.0, 1735818240.0, 1735818300.0, 1735818360.0, 1735818420.0]",708
51,LONG,712,736,1735818720.0,1735820160.0,21433.5,21487.5,216.0,108.0,185.0,25.0,92.5,12.5,24.0,23.1,25,10,702,"[1735818120.0, 1735818180.0, 1735818240.0, 1735818300.0, 1735818360.0, 1735818420.0, 1735818480.0, 1735818540.0, 1735818600.0, 1735818660.0]",712
52,SHORT,736,754,1735820160.0,1735821240.0,21487.5,21468.5,-76.0,-38.0,44.0,36.0,22.0,18.0,18.0,16.3,19,10,726,"[1735819560.0, 1735819620.0, 1735819680.0, 1735819740.0, 1735819800.0, 1735819860.0, 1735819920.0, 1735819980.0, 1735820040.0, 1735820100.0]",736
53,LONG,754,760,1735821240.0,1735821600.0,21468.5,21480.5,48.0,24.0,31.0,33.0,15.5,16.5,6.0,3.1,7,10,744,"[1735820640.0, 1735820700.0, 1735820760.0, 1735820820.0, 1735820880.0, 1735820940.0, 1735821000.0, 1735821060.0, 1735821120.0, 1735821180.0]",754
54,SHORT,760,771,1735821600.0,1735822260.0,21480.5,21418.5,-248.0,-124.0,163.0,21.0,81.5,10.5,11.0,7.4,12,10,750,"[1735821000.0, 1735821060.0, 1735821120.0, 1735821180.0, 1735821240.0, 1735821300.0, 1735821360.0, 1735821420.0, 1735821480.0, 1735821540.0]",760
55,LONG,771,779,1735822260.0,1735822740.0,21418.5,21444.25,103.0,51.5,27.0,102.0,13.5,51.0,8.0,7.6,9,10,761,"[1735821660.0, 1735821720.0, 1735821780.0, 1735821840.0, 1735821900.0, 1735821960.0, 1735822020.0, 1735822080.0, 1735822140.0, 1735822200.0]",771
56,SHORT,779,805,1735822740.0,1735824300.0,21444.25,21410.75,-134.0,-67.0,132.0,27.0,66.0,13.5,26.0,21.8,27,10,769,"[1735822140.0, 1735822200.0, 1735822260.0, 1735822320.0, 1735822380.0, 1735822440.0, 1735822500.0, 1735822560.0, 1735822620.0, 1735822680.0]",779
57,LONG,805,823,1735824300.0,1735825380.0,21410.75,21456.75,184.0,92.0,151.0,62.0,75.5,31.0,18.0,17.1,19,10,795,"[1735823700.0, 1735823760.0, 1735823820.0, 1735823880.0, 1735823940.0, 1735824000.0, 1735824060.0, 1735824120.0, 1735824180.0, 1735824240.0]",805
58,SHORT,823,843,1735825380.0,1735826580.0,21456.75,21351.25,-422.0,-211.0,365.0,41.0,182.5,20.5,20.0,19.9,21,10,813,"[1735824780.0, 1735824840.0, 1735824900.0, 1735824960.0, 1735825020.0, 1735825080.0, 1735825140.0, 1735825200.0, 1735825260.0, 1735825320.0]",823
59,LONG,843,871,1735826580.0,1735828260.0,21351.25,21356.25,20.0,10.0,103.0,130.0,51.5,65.0,28.0,12.6,29,10,833,"[1735825980.0, 1735826040.0, 1735826100.0, 1735826160.0, 1735826220.0, 1735826280.0, 1735826340.0, 1735826400.0, 1735826460.0, 1735826520.0]",843
60,SHORT,871,879,1735828260.0,1735828740.0,21356.25,21176.25,-720.0,-360.0,571.0,110.0,285.5,55.0,8.0,6.1,9,10,861,"[1735827660.0, 1735827720.0, 1735827780.0, 1735827840.0, 1735827900.0, 1735827960.0, 1735828020.0, 1735828080.0, 1735828140.0, 1735828200.0]",871
61,LONG,879,913,1735828740.0,1735830780.0,21176.25,21437.5,1045.0,522.5,929.0,170.0,464.5,85.0,34.0,27.3,35,10,869,"[1735828140.0, 1735828200.0, 1735828260.0, 1735828320.0, 1735828380.0, 1735828440.0, 1735828500.0, 1735828560.0, 1735828620.0, 1735828680.0]",879
62,SHORT,913,923,1735830780.0,1735831380.0,21437.5,21269.25,-673.0,-336.5,591.0,70.0,295.5,35.0,10.0,9.8,11,10,903,"[1735830180.0, 1735830240.0, 1735830300.0, 1735830360.0, 1735830420.0, 1735830480.0, 1735830540.0, 1735830600.0, 1735830660.0, 1735830720.0]",913
63,SHORT,923,946,1735831380.0,1735832760.0,21269.25,21222.75,-186.0,-93.0,264.0,159.0,132.0,79.5,23.0,19.3,24,10,913,"[1735830780.0, 1735830840.0, 1735830900.0, 1735830960.0, 1735831020.0, 1735831080.0, 1735831140.0, 1735831200.0, 1735831260.0, 1735831320.0]",923
64,LONG,946,954,1735832760.0,1735833240.0,21222.75,21315.5,371.0,185.5,335.0,129.0,167.5,64.5,8.0,6.3,9,10,936,"[1735832160.0, 1735832220.0, 1735832280.0, 1735832340.0, 1735832400.0, 1735832460.0, 1735832520.0, 1735832580.0, 1735832640.0, 1735832700.0]",946
65,SHORT,954,964,1735833240.0,1735833840.0,21315.5,21203.5,-448.0,-224.0,252.0,158.0,126.0,79.0,10.0,9.9,11,10,944,"[1735832640.0, 1735832700.0, 1735832760.0, 1735832820.0, 1735832880.0, 1735832940.0, 1735833000.0, 1735833060.0, 1735833120.0, 1735833180.0]",954
66,LONG,964,979,1735833840.0,1735834740.0,21203.5,21270.25,267.0,133.5,180.0,122.0,90.0,61.0,15.0,10.5,16,10,954,"[1735833240.0, 1735833300.0, 1735833360.0, 1735833420.0, 1735833480.0, 1735833540.0, 1735833600.0, 1735833660.0, 1735833720.0, 1735833780.0]",964
67,SHORT,979,982,1735834740.0,1735834920.0,21270.25,21231.75,-154.0,-77.0,79.0,82.0,39.5,41.0,3.0,2.8,4,10,969,"[1735834140.0, 1735834200.0, 1735834260.0, 1735834320.0, 1735834380.0, 1735834440.0, 1735834500.0, 1735834560.0, 1735834620.0, 1735834680.0]",979
68,LONG,982,1010,1735834920.0,1735836600.0,21231.75,21343.25,446.0,223.0,442.0,52.0,221.0,26.0,28.0,27.9,29,10,972,"[1735834320.0, 1735834380.0, 1735834440.0, 1735834500.0, 1735834560.0, 1735834620.0, 1735834680.0, 1735834740.0, 1735834800.0, 1735834860.0]",982
69,SHORT,1011,1069,1735836660.0,1735840140.0,21355.75,21001.5,-1417.0,-708.5,1329.0,51.0,664.5,25.5,58.0,57.4,59,10,1001,"[1735836060.0, 1735836120.0, 1735836180.0, 1735836240.0, 1735836300.0, 1735836360.0, 1735836420.0, 1735836480.0, 1735836540.0, 1735836600.0]",1011
70,LONG,1069,1079,1735840140.0,1735840740.0,21001.5,21075.75,297.0,148.5,247.0,142.0,123.5,71.0,10.0,10.0,11,10,1059,"[1735839540.0, 1735839600.0, 1735839660.0, 1735839720.0, 1735839780.0, 1735839840.0, 1735839900.0, 1735839960.0, 1735840020.0, 1735840080.0]",1069
71,SHORT,1079,1084,1735840740.0,1735841040.0,21075.75,21008.25,-270.0,-135.0,282.0,36.0,141.0,18.0,5.0,4.7,6,10,1069,"[1735840140.0, 1735840200.0, 1735840260.0, 1735840320.0, 1735840380.0, 1735840440.0, 1735840500.0, 1735840560.0, 1735840620.0, 1735840680.0]",1079
72,LONG,1084,1089,1735841040.0,1735841340.0,21008.25,21073.25,260.0,130.0,202.0,80.0,101.0,40.0,5.0,4.9,6,10,1074,"[1735840440.0, 1735840500.0, 1735840560.0, 1735840620.0, 1735840680.0, 1735840740.0, 1735840800.0, 1735840860.0, 1735840920.0, 1735840980.0]",1084
73,SHORT,1089,1095,1735841340.0,1735841700.0,21073.25,21017.0,-225.0,-112.5,164.0,98.0,82.0,49.0,6.0,3.4,7,10,1079,"[1735840740.0, 1735840800.0, 1735840860.0, 1735840920.0, 1735840980.0, 1735841040.0, 1735841100.0, 1735841160.0, 1735841220.0, 1735841280.0]",1089
74,LONG,1095,1109,1735841700.0,1735842540.0,21017.0,21063.75,187.0,93.5,149.0,135.0,74.5,67.5,14.0,5.8,15,10,1085,"[1735841100.0, 1735841160.0, 1735841220.0, 1735841280.0, 1735841340.0, 1735841400.0, 1735841460.0, 1735841520.0, 1735841580.0, 1735841640.0]",1095
75,SHORT,1109,1114,1735842540.0,1735842840.0,21063.75,20999.5,-257.0,-128.5,185.0,98.0,92.5,49.0,5.0,3.5,6,10,1099,"[1735841940.0, 1735842000.0, 1735842060.0, 1735842120.0, 1735842180.0, 1735842240.0, 1735842300.0, 1735842360.0, 1735842420.0, 1735842480.0]",1109
76,LONG,1114,1124,1735842840.0,1735843440.0,20999.5,21064.0,258.0,129.0,176.0,50.0,88.0,25.0,10.0,3.6,11,10,1104,"[1735842240.0, 1735842300.0, 1735842360.0, 1735842420.0, 1735842480.0, 1735842540.0, 1735842600.0, 1735842660.0, 1735842720.0, 1735842780.0]",1114
77,SHORT,1124,1134,1735843440.0,1735844040.0,21064.0,20997.75,-265.0,-132.5,182.0,94.0,91.0,47.0,10.0,8.8,11,10,1114,"[1735842840.0, 1735842900.0, 1735842960.0, 1735843020.0, 1735843080.0, 1735843140.0, 1735843200.0, 1735843260.0, 1735843320.0, 1735843380.0]",1124
78,LONG,1134,1146,1735844040.0,1735844760.0,20997.75,21096.75,396.0,198.0,317.0,56.0,158.5,28.0,12.0,11.6,13,10,1124,"[1735843440.0, 1735843500.0, 1735843560.0, 1735843620.0, 1735843680.0, 1735843740.0, 1735843800.0, 1735843860.0, 1735843920.0, 1735843980.0]",1134
79,LONG,1146,1168,1735844760.0,1735846080.0,21096.75,21113.25,66.0,33.0,204.0,55.0,102.0,27.5,22.0,21.6,23,10,1136,"[1735844160.0, 1735844220.0, 1735844280.0, 1735844340.0, 1735844400.0, 1735844460.0, 1735844520.0, 1735844580.0, 1735844640.0, 1735844700.0]",1146
80,SHORT,1168,1175,1735846080.0,1735846500.0,21113.25,21069.25,-176.0,-88.0,132.0,29.0,66.0,14.5,7.0,2.5,8,10,1158,"[1735845480.0, 1735845540.0, 1735845600.0, 1735845660.0, 1735845720.0, 1735845780.0, 1735845840.0, 1735845900.0, 1735845960.0, 1735846020.0]",1168
81,LONG,1175,1192,1735846500.0,1735847520.0,21069.25,21140.5,285.0,142.5,176.0,116.0,88.0,58.0,17.0,14.2,18,10,1165,"[1735845900.0, 1735845960.0, 1735846020.0, 1735846080.0, 1735846140.0, 1735846200.0, 1735846260.0, 1735846320.0, 1735846380.0, 1735846440.0]",1175
82,SHORT,1192,1199,1735847520.0,1735847940.0,21140.5,21064.0,-306.0,-153.0,199.0,65.0,99.5,32.5,7.0,6.2,8,10,1182,"[1735846920.0, 1735846980.0, 1735847040.0, 1735847100.0, 1735847160.0, 1735847220.0, 1735847280.0, 1735847340.0, 1735847400.0, 1735847460.0]",1192
83,LONG,1199,1213,1735847940.0,1735848780.0,21064.0,21174.5,442.0,221.0,329.0,118.0,164.5,59.0,14.0,14.0,15,10,1189,"[1735847340.0, 1735847400.0, 1735847460.0, 1735847520.0, 1735847580.0, 1735847640.0, 1735847700.0, 1735847760.0, 1735847820.0, 1735847880.0]",1199
84,SHORT,1213,1230,1735848780.0,1735849800.0,21174.5,21145.25,-117.0,-58.5,122.0,33.0,61.0,16.5,17.0,2.6,18,10,1203,"[1735848180.0, 1735848240.0, 1735848300.0, 1735848360.0, 1735848420.0, 1735848480.0, 1735848540.0, 1735848600.0, 1735848660.0, 1735848720.0]",1213
85,LONG,1216,1231,1735848960.0,1735849860.0,21146.25,21187.25,164.0,82.0,85.0,35.0,42.5,17.5,15.0,6.4,16,10,1206,"[1735848360.0, 1735848420.0, 1735848480.0, 1735848540.0, 1735848600.0, 1735848660.0, 1735848720.0, 1735848780.0, 1735848840.0, 1735848900.0]",1216
86,SHORT,1231,1239,1735849860.0,1735850340.0,21187.25,21129.75,-230.0,-115.0,92.0,197.0,46.0,98.5,8.0,6.7,9,10,1221,"[1735849260.0, 1735849320.0, 1735849380.0, 1735849440.0, 1735849500.0, 1735849560.0, 1735849620.0, 1735849680.0, 1735849740.0, 1735849800.0]",1231
