concept,tf,regime_2d,lag_k,n_pairs,p_q4_given_q4
price_velocity_1b,5m,FLAT_CHOPPY,20,3576,0.25615212527964204
price_velocity_1b,15m,UP_SMOOTH,1,1449,0.7660455486542443
price_velocity_1b,15m,UP_SMOOTH,2,1445,0.5307958477508651
price_velocity_1b,15m,UP_SMOOTH,3,1439,0.2995135510771369
price_velocity_1b,15m,UP_SMOOTH,4,1434,0.2803347280334728
price_velocity_1b,15m,UP_SMOOTH,5,1429,0.26871938418474456
price_velocity_1b,15m,UP_SMOOTH,6,1424,0.25702247191011235
price_velocity_1b,15m,UP_SMOOTH,7,1415,0.2607773851590106
price_velocity_1b,15m,UP_SMOOTH,8,1406,0.26458036984352773
price_velocity_1b,15m,UP_SMOOTH,9,1398,0.26824034334763946
price_velocity_1b,15m,UP_SMOOTH,10,1395,0.2802867383512545
price_velocity_1b,15m,UP_SMOOTH,11,1392,0.29310344827586204
price_velocity_1b,15m,UP_SMOOTH,12,1389,0.3052555795536357
price_velocity_1b,15m,UP_SMOOTH,13,1384,0.2991329479768786
price_velocity_1b,15m,UP_SMOOTH,14,1379,0.290065264684554
price_velocity_1b,15m,UP_SMOOTH,15,1374,0.2816593886462882
price_velocity_1b,15m,UP_SMOOTH,16,1367,0.27724945135332846
price_velocity_1b,15m,UP_SMOOTH,17,1360,0.2735294117647059
price_velocity_1b,15m,UP_SMOOTH,18,1352,0.26849112426035504
price_velocity_1b,15m,UP_SMOOTH,19,1346,0.2652303120356612
price_velocity_1b,15m,UP_SMOOTH,20,1340,0.26044776119402985
price_velocity_1b,15m,UP_CHOPPY,1,789,0.761723700887199
price_velocity_1b,15m,UP_CHOPPY,2,787,0.5222363405336722
price_velocity_1b,15m,UP_CHOPPY,3,785,0.28535031847133757
price_velocity_1b,15m,UP_CHOPPY,4,784,0.2755102040816326
price_velocity_1b,15m,UP_CHOPPY,5,783,0.2681992337164751
price_velocity_1b,15m,UP_CHOPPY,6,782,0.25831202046035806
price_velocity_1b,15m,UP_CHOPPY,7,779,0.25802310654685495
price_velocity_1b,15m,UP_CHOPPY,8,776,0.25644329896907214
price_velocity_1b,15m,UP_CHOPPY,9,773,0.25485122897800777
price_velocity_1b,15m,UP_CHOPPY,10,770,0.2558441558441558
price_velocity_1b,15m,UP_CHOPPY,11,767,0.258148631029987
price_velocity_1b,15m,UP_CHOPPY,12,764,0.2604712041884817
price_velocity_1b,15m,UP_CHOPPY,13,762,0.2650918635170604
price_velocity_1b,15m,UP_CHOPPY,14,760,0.26973684210526316
price_velocity_1b,15m,UP_CHOPPY,15,758,0.2757255936675462
price_velocity_1b,15m,UP_CHOPPY,16,756,0.2698412698412698
price_velocity_1b,15m,UP_CHOPPY,17,754,0.2639257294429708
price_velocity_1b,15m,UP_CHOPPY,18,752,0.2579787234042553
price_velocity_1b,15m,UP_CHOPPY,19,750,0.2653333333333333
price_velocity_1b,15m,UP_CHOPPY,20,748,0.2713903743315508
price_velocity_1b,15m,DOWN_SMOOTH,1,939,0.7465388711395101
price_velocity_1b,15m,DOWN_SMOOTH,2,934,0.49036402569593146
price_velocity_1b,15m,DOWN_SMOOTH,3,929,0.24434876210979548
price_velocity_1b,15m,DOWN_SMOOTH,4,928,0.23060344827586207
price_velocity_1b,15m,DOWN_SMOOTH,5,927,0.2243797195253506
price_velocity_1b,15m,DOWN_SMOOTH,6,926,0.21382289416846653
price_velocity_1b,15m,DOWN_SMOOTH,7,924,0.21212121212121213
price_velocity_1b,15m,DOWN_SMOOTH,8,922,0.20932754880694143
price_velocity_1b,15m,DOWN_SMOOTH,9,920,0.20543478260869566
price_velocity_1b,15m,DOWN_SMOOTH,10,916,0.2096069868995633
price_velocity_1b,15m,DOWN_SMOOTH,11,912,0.21710526315789475
price_velocity_1b,15m,DOWN_SMOOTH,12,907,0.22712238147739802
price_velocity_1b,15m,DOWN_SMOOTH,13,902,0.23059866962305986
price_velocity_1b,15m,DOWN_SMOOTH,14,897,0.23411371237458195
price_velocity_1b,15m,DOWN_SMOOTH,15,892,0.23766816143497757
price_velocity_1b,15m,DOWN_SMOOTH,16,890,0.23595505617977527
price_velocity_1b,15m,DOWN_SMOOTH,17,888,0.23085585585585586
price_velocity_1b,15m,DOWN_SMOOTH,18,886,0.22686230248307
price_velocity_1b,15m,DOWN_SMOOTH,19,880,0.22613636363636364
price_velocity_1b,15m,DOWN_SMOOTH,20,874,0.22768878718535468
price_velocity_1b,15m,DOWN_CHOPPY,1,608,0.7467105263157895
price_velocity_1b,15m,DOWN_CHOPPY,2,607,0.4925864909390445
price_velocity_1b,15m,DOWN_CHOPPY,3,606,0.24587458745874588
price_velocity_1b,15m,DOWN_CHOPPY,4,604,0.24668874172185432
price_velocity_1b,15m,DOWN_CHOPPY,5,602,0.2558139534883721
price_velocity_1b,15m,DOWN_CHOPPY,6,600,0.2683333333333333
price_velocity_1b,15m,DOWN_CHOPPY,7,598,0.2491638795986622
price_velocity_1b,15m,DOWN_CHOPPY,8,596,0.2332214765100671
price_velocity_1b,15m,DOWN_CHOPPY,9,594,0.21212121212121213
price_velocity_1b,15m,DOWN_CHOPPY,10,591,0.21996615905245348
price_velocity_1b,15m,DOWN_CHOPPY,11,588,0.2261904761904762
price_velocity_1b,15m,DOWN_CHOPPY,12,585,0.2341880341880342
price_velocity_1b,15m,DOWN_CHOPPY,13,581,0.2306368330464716
price_velocity_1b,15m,DOWN_CHOPPY,14,577,0.22876949740034663
price_velocity_1b,15m,DOWN_CHOPPY,15,573,0.225130890052356
price_velocity_1b,15m,DOWN_CHOPPY,16,571,0.23467600700525393
price_velocity_1b,15m,DOWN_CHOPPY,17,569,0.24077328646748683
price_velocity_1b,15m,DOWN_CHOPPY,18,567,0.24867724867724866
price_velocity_1b,15m,DOWN_CHOPPY,19,566,0.24028268551236748
price_velocity_1b,15m,DOWN_CHOPPY,20,565,0.23185840707964603
price_velocity_1b,15m,FLAT_SMOOTH,1,1992,0.7585341365461847
price_velocity_1b,15m,FLAT_SMOOTH,2,1983,0.5148764498234998
price_velocity_1b,15m,FLAT_SMOOTH,3,1974,0.27710233029381964
price_velocity_1b,15m,FLAT_SMOOTH,4,1966,0.26551373346897256
price_velocity_1b,15m,FLAT_SMOOTH,5,1958,0.2604698672114402
price_velocity_1b,15m,FLAT_SMOOTH,6,1950,0.25384615384615383
price_velocity_1b,15m,FLAT_SMOOTH,7,1935,0.24857881136950905
price_velocity_1b,15m,FLAT_SMOOTH,8,1920,0.24114583333333334
price_velocity_1b,15m,FLAT_SMOOTH,9,1906,0.23557187827911857
price_velocity_1b,15m,FLAT_SMOOTH,10,1901,0.24145186743819042
price_velocity_1b,15m,FLAT_SMOOTH,11,1896,0.24841772151898733
price_velocity_1b,15m,FLAT_SMOOTH,12,1891,0.25594923320994184
price_velocity_1b,15m,FLAT_SMOOTH,13,1882,0.25770456960680127
price_velocity_1b,15m,FLAT_SMOOTH,14,1873,0.2605445808862787
price_velocity_1b,15m,FLAT_SMOOTH,15,1865,0.26273458445040215
price_velocity_1b,15m,FLAT_SMOOTH,16,1864,0.25643776824034337
price_velocity_1b,15m,FLAT_SMOOTH,17,1863,0.25067096081588836
price_velocity_1b,15m,FLAT_SMOOTH,18,1862,0.24328678839957035
price_velocity_1b,15m,FLAT_SMOOTH,19,1857,0.2364028002154012
price_velocity_1b,15m,FLAT_SMOOTH,20,1852,0.22894168466522677
price_velocity_1b,15m,FLAT_CHOPPY,1,3681,0.7603911980440098
price_velocity_1b,15m,FLAT_CHOPPY,2,3672,0.5196078431372549
price_velocity_1b,15m,FLAT_CHOPPY,3,3664,0.2816593886462882
price_velocity_1b,15m,FLAT_CHOPPY,4,3654,0.26655719759168034
price_velocity_1b,15m,FLAT_CHOPPY,5,3644,0.25850713501646544
price_velocity_1b,15m,FLAT_CHOPPY,6,3632,0.25082599118942733
price_velocity_1b,15m,FLAT_CHOPPY,7,3619,0.2500690798563139
price_velocity_1b,15m,FLAT_CHOPPY,8,3606,0.24958402662229617
price_velocity_1b,15m,FLAT_CHOPPY,9,3593,0.24853882549401615
price_velocity_1b,15m,FLAT_CHOPPY,10,3580,0.2581005586592179
price_velocity_1b,15m,FLAT_CHOPPY,11,3567,0.2671712924025792
price_velocity_1b,15m,FLAT_CHOPPY,12,3553,0.27638615254714327
price_velocity_1b,15m,FLAT_CHOPPY,13,3547,0.26698618550888076
price_velocity_1b,15m,FLAT_CHOPPY,14,3541,0.25755436317424457
price_velocity_1b,15m,FLAT_CHOPPY,15,3535,0.24893917963224893
price_velocity_1b,15m,FLAT_CHOPPY,16,3528,0.24829931972789115
price_velocity_1b,15m,FLAT_CHOPPY,17,3521,0.24680488497585912
price_velocity_1b,15m,FLAT_CHOPPY,18,3514,0.24615822424587364
price_velocity_1b,15m,FLAT_CHOPPY,19,3503,0.24150727947473594
price_velocity_1b,15m,FLAT_CHOPPY,20,3492,0.2376861397479954
price_velocity_1b,1h,UP_SMOOTH,1,1441,0.9437890353920888
price_velocity_1b,1h,UP_SMOOTH,2,1436,0.8871866295264624
price_velocity_1b,1h,UP_SMOOTH,3,1431,0.8301886792452831
price_velocity_1b,1h,UP_SMOOTH,4,1426,0.7727910238429172
price_velocity_1b,1h,UP_SMOOTH,5,1421,0.7149894440534834
price_velocity_1b,1h,UP_SMOOTH,6,1416,0.6567796610169492
price_velocity_1b,1h,UP_SMOOTH,7,1411,0.5981573352232459
price_velocity_1b,1h,UP_SMOOTH,8,1406,0.5391180654338549
price_velocity_1b,1h,UP_SMOOTH,9,1401,0.4796573875802998
price_velocity_1b,1h,UP_SMOOTH,10,1396,0.4197707736389685
price_velocity_1b,1h,UP_SMOOTH,11,1391,0.35945363048166784
price_velocity_1b,1h,UP_SMOOTH,12,1386,0.2987012987012987
price_velocity_1b,1h,UP_SMOOTH,13,1384,0.29624277456647397
price_velocity_1b,1h,UP_SMOOTH,14,1382,0.2945007235890014
price_velocity_1b,1h,UP_SMOOTH,15,1380,0.2927536231884058
price_velocity_1b,1h,UP_SMOOTH,16,1378,0.2910014513788099
price_velocity_1b,1h,UP_SMOOTH,17,1376,0.28924418604651164
price_velocity_1b,1h,UP_SMOOTH,18,1375,0.288
price_velocity_1b,1h,UP_SMOOTH,19,1374,0.2867540029112082
price_velocity_1b,1h,UP_SMOOTH,20,1373,0.2855061908230153
price_velocity_1b,1h,UP_CHOPPY,1,789,0.9467680608365019
price_velocity_1b,1h,UP_CHOPPY,2,786,0.8931297709923665
price_velocity_1b,1h,UP_CHOPPY,3,783,0.8390804597701149
price_velocity_1b,1h,UP_CHOPPY,4,780,0.7846153846153846
price_velocity_1b,1h,UP_CHOPPY,5,777,0.7297297297297297
price_velocity_1b,1h,UP_CHOPPY,6,774,0.6744186046511628
price_velocity_1b,1h,UP_CHOPPY,7,771,0.6186770428015564
price_velocity_1b,1h,UP_CHOPPY,8,768,0.5625
price_velocity_1b,1h,UP_CHOPPY,9,765,0.5058823529411764
price_velocity_1b,1h,UP_CHOPPY,10,762,0.44881889763779526
price_velocity_1b,1h,UP_CHOPPY,11,759,0.391304347826087
price_velocity_1b,1h,UP_CHOPPY,12,756,0.3333333333333333
price_velocity_1b,1h,UP_CHOPPY,13,755,0.32317880794701986
price_velocity_1b,1h,UP_CHOPPY,14,754,0.3129973474801061
price_velocity_1b,1h,UP_CHOPPY,15,753,0.30278884462151395
price_velocity_1b,1h,UP_CHOPPY,16,752,0.2925531914893617
price_velocity_1b,1h,UP_CHOPPY,17,751,0.2822902796271638
price_velocity_1b,1h,UP_CHOPPY,18,750,0.272
price_velocity_1b,1h,UP_CHOPPY,19,749,0.2616822429906542
price_velocity_1b,1h,UP_CHOPPY,20,748,0.25133689839572193
price_velocity_1b,1h,DOWN_SMOOTH,1,944,0.934322033898305
price_velocity_1b,1h,DOWN_SMOOTH,2,940,0.8680851063829788
price_velocity_1b,1h,DOWN_SMOOTH,3,936,0.8012820512820513
price_velocity_1b,1h,DOWN_SMOOTH,4,932,0.7339055793991416
price_velocity_1b,1h,DOWN_SMOOTH,5,928,0.665948275862069
price_velocity_1b,1h,DOWN_SMOOTH,6,924,0.5974025974025974
price_velocity_1b,1h,DOWN_SMOOTH,7,920,0.5282608695652173
price_velocity_1b,1h,DOWN_SMOOTH,8,916,0.4585152838427948
price_velocity_1b,1h,DOWN_SMOOTH,9,912,0.3881578947368421
price_velocity_1b,1h,DOWN_SMOOTH,10,908,0.31718061674008813
price_velocity_1b,1h,DOWN_SMOOTH,11,904,0.24557522123893805
price_velocity_1b,1h,DOWN_SMOOTH,12,900,0.17333333333333334
price_velocity_1b,1h,DOWN_SMOOTH,13,896,0.17075892857142858
price_velocity_1b,1h,DOWN_SMOOTH,14,892,0.1681614349775785
price_velocity_1b,1h,DOWN_SMOOTH,15,888,0.16554054054054054
price_velocity_1b,1h,DOWN_SMOOTH,16,884,0.16289592760180996
price_velocity_1b,1h,DOWN_SMOOTH,17,880,0.16022727272727272
price_velocity_1b,1h,DOWN_SMOOTH,18,876,0.15753424657534246
price_velocity_1b,1h,DOWN_SMOOTH,19,872,0.15481651376146788
price_velocity_1b,1h,DOWN_SMOOTH,20,868,0.15207373271889402
price_velocity_1b,1h,DOWN_CHOPPY,1,599,0.9298831385642737
price_velocity_1b,1h,DOWN_CHOPPY,2,598,0.8595317725752508
price_velocity_1b,1h,DOWN_CHOPPY,3,597,0.7889447236180904
price_velocity_1b,1h,DOWN_CHOPPY,4,596,0.7181208053691275
price_velocity_1b,1h,DOWN_CHOPPY,5,595,0.6470588235294118
price_velocity_1b,1h,DOWN_CHOPPY,6,594,0.5757575757575758
price_velocity_1b,1h,DOWN_CHOPPY,7,593,0.5042158516020236
price_velocity_1b,1h,DOWN_CHOPPY,8,592,0.43243243243243246
price_velocity_1b,1h,DOWN_CHOPPY,9,591,0.3604060913705584
price_velocity_1b,1h,DOWN_CHOPPY,10,590,0.288135593220339
price_velocity_1b,1h,DOWN_CHOPPY,11,589,0.21561969439728354
price_velocity_1b,1h,DOWN_CHOPPY,12,588,0.14285714285714285
price_velocity_1b,1h,DOWN_CHOPPY,13,588,0.1445578231292517
price_velocity_1b,1h,DOWN_CHOPPY,14,588,0.14625850340136054
price_velocity_1b,1h,DOWN_CHOPPY,15,588,0.14795918367346939
price_velocity_1b,1h,DOWN_CHOPPY,16,588,0.14965986394557823
price_velocity_1b,1h,DOWN_CHOPPY,17,588,0.15136054421768708
price_velocity_1b,1h,DOWN_CHOPPY,18,588,0.15306122448979592
price_velocity_1b,1h,DOWN_CHOPPY,19,588,0.15476190476190477
price_velocity_1b,1h,DOWN_CHOPPY,20,588,0.1564625850340136
price_velocity_1b,1h,FLAT_SMOOTH,1,1973,0.9381652306132793
price_velocity_1b,1h,FLAT_SMOOTH,2,1967,0.8759532282663955
price_velocity_1b,1h,FLAT_SMOOTH,3,1961,0.8133605303416624
price_velocity_1b,1h,FLAT_SMOOTH,4,1955,0.7503836317135549
price_velocity_1b,1h,FLAT_SMOOTH,5,1949,0.6870189840944074
price_velocity_1b,1h,FLAT_SMOOTH,6,1943,0.6232629953679877
price_velocity_1b,1h,FLAT_SMOOTH,7,1937,0.5591120289106867
price_velocity_1b,1h,FLAT_SMOOTH,8,1931,0.49456240290005177
price_velocity_1b,1h,FLAT_SMOOTH,9,1925,0.4296103896103896
price_velocity_1b,1h,FLAT_SMOOTH,10,1919,0.36425221469515373
price_velocity_1b,1h,FLAT_SMOOTH,11,1913,0.29848405645582854
price_velocity_1b,1h,FLAT_SMOOTH,12,1907,0.23282642894598846
price_velocity_1b,1h,FLAT_SMOOTH,13,1899,0.22801474460242233
price_velocity_1b,1h,FLAT_SMOOTH,14,1891,0.2231623479640402
price_velocity_1b,1h,FLAT_SMOOTH,15,1883,0.21826872012745618
price_velocity_1b,1h,FLAT_SMOOTH,16,1875,0.21333333333333335
price_velocity_1b,1h,FLAT_SMOOTH,17,1867,0.20835565077664703
price_velocity_1b,1h,FLAT_SMOOTH,18,1859,0.20333512641204948
price_velocity_1b,1h,FLAT_SMOOTH,19,1851,0.1982712047541869
price_velocity_1b,1h,FLAT_SMOOTH,20,1843,0.19316332067281605
price_velocity_1b,1h,FLAT_CHOPPY,1,3667,0.9391873466048541
price_velocity_1b,1h,FLAT_CHOPPY,2,3660,0.8781420765027322
price_velocity_1b,1h,FLAT_CHOPPY,3,3653,0.8168628524500411
price_velocity_1b,1h,FLAT_CHOPPY,4,3646,0.7553483269336259
price_velocity_1b,1h,FLAT_CHOPPY,5,3639,0.6935971420719979
price_velocity_1b,1h,FLAT_CHOPPY,6,3632,0.6316079295154186
price_velocity_1b,1h,FLAT_CHOPPY,7,3625,0.5693793103448276
price_velocity_1b,1h,FLAT_CHOPPY,8,3618,0.5069098949695965
price_velocity_1b,1h,FLAT_CHOPPY,9,3611,0.44419828302409303
price_velocity_1b,1h,FLAT_CHOPPY,10,3604,0.3812430632630411
price_velocity_1b,1h,FLAT_CHOPPY,11,3597,0.3180428134556575
price_velocity_1b,1h,FLAT_CHOPPY,12,3590,0.2554317548746518
price_velocity_1b,1h,FLAT_CHOPPY,13,3585,0.2569037656903766
price_velocity_1b,1h,FLAT_CHOPPY,14,3580,0.25977653631284914
price_velocity_1b,1h,FLAT_CHOPPY,15,3575,0.26265734265734264
price_velocity_1b,1h,FLAT_CHOPPY,16,3570,0.26554621848739496
price_velocity_1b,1h,FLAT_CHOPPY,17,3565,0.2684431977559607
price_velocity_1b,1h,FLAT_CHOPPY,18,3560,0.2713483146067416
price_velocity_1b,1h,FLAT_CHOPPY,19,3555,0.2742616033755274
price_velocity_1b,1h,FLAT_CHOPPY,20,3550,0.27718309859154927
swing_noise_w,5s,UP_SMOOTH,1,1465,0.6498293515358362
swing_noise_w,5s,UP_SMOOTH,2,1461,0.6249144421629022
swing_noise_w,5s,UP_SMOOTH,3,1459,0.6120630568882797
swing_noise_w,5s,UP_SMOOTH,4,1457,0.5964310226492794
swing_noise_w,5s,UP_SMOOTH,5,1455,0.5828178694158076
swing_noise_w,5s,UP_SMOOTH,6,1451,0.5754651964162646
swing_noise_w,5s,UP_SMOOTH,7,1448,0.5531767955801105
swing_noise_w,5s,UP_SMOOTH,8,1445,0.5480968858131487
swing_noise_w,5s,UP_SMOOTH,9,1441,0.5510062456627343
swing_noise_w,5s,UP_SMOOTH,10,1440,0.5291666666666667
swing_noise_w,5s,UP_SMOOTH,11,1434,0.5292887029288703
swing_noise_w,5s,UP_SMOOTH,12,1426,0.5308555399719496
swing_noise_w,5s,UP_SMOOTH,13,1419,0.5200845665961945
swing_noise_w,5s,UP_SMOOTH,14,1415,0.49964664310954066
swing_noise_w,5s,UP_SMOOTH,15,1412,0.5007082152974505
swing_noise_w,5s,UP_SMOOTH,16,1404,0.49074074074074076
swing_noise_w,5s,UP_SMOOTH,17,1398,0.4771101573676681
swing_noise_w,5s,UP_SMOOTH,18,1395,0.47813620071684587
swing_noise_w,5s,UP_SMOOTH,19,1392,0.4698275862068966
swing_noise_w,5s,UP_SMOOTH,20,1386,0.474025974025974
swing_noise_w,5s,UP_CHOPPY,1,802,0.6895261845386533
swing_noise_w,5s,UP_CHOPPY,2,802,0.6620947630922693
swing_noise_w,5s,UP_CHOPPY,3,801,0.6629213483146067
swing_noise_w,5s,UP_CHOPPY,4,801,0.6367041198501873
swing_noise_w,5s,UP_CHOPPY,5,800,0.625
swing_noise_w,5s,UP_CHOPPY,6,799,0.6107634543178974
swing_noise_w,5s,UP_CHOPPY,7,799,0.60450563204005
swing_noise_w,5s,UP_CHOPPY,8,798,0.5864661654135338
swing_noise_w,5s,UP_CHOPPY,9,795,0.5861635220125786
swing_noise_w,5s,UP_CHOPPY,10,793,0.5725094577553594
swing_noise_w,5s,UP_CHOPPY,11,791,0.5663716814159292
swing_noise_w,5s,UP_CHOPPY,12,788,0.5596446700507615
swing_noise_w,5s,UP_CHOPPY,13,785,0.5515923566878981
swing_noise_w,5s,UP_CHOPPY,14,783,0.5555555555555556
swing_noise_w,5s,UP_CHOPPY,15,781,0.5428937259923176
swing_noise_w,5s,UP_CHOPPY,16,778,0.5501285347043702
swing_noise_w,5s,UP_CHOPPY,17,775,0.5290322580645161
swing_noise_w,5s,UP_CHOPPY,18,773,0.5071151358344114
swing_noise_w,5s,UP_CHOPPY,19,771,0.5097276264591439
swing_noise_w,5s,UP_CHOPPY,20,769,0.5097529258777633
swing_noise_w,5s,DOWN_SMOOTH,1,934,0.7323340471092077
swing_noise_w,5s,DOWN_SMOOTH,2,931,0.6938775510204082
swing_noise_w,5s,DOWN_SMOOTH,3,929,0.6695371367061357
swing_noise_w,5s,DOWN_SMOOTH,4,926,0.652267818574514
swing_noise_w,5s,DOWN_SMOOTH,5,922,0.6550976138828634
swing_noise_w,5s,DOWN_SMOOTH,6,918,0.630718954248366
swing_noise_w,5s,DOWN_SMOOTH,7,915,0.6196721311475409
swing_noise_w,5s,DOWN_SMOOTH,8,911,0.6158068057080132
swing_noise_w,5s,DOWN_SMOOTH,9,908,0.6013215859030837
swing_noise_w,5s,DOWN_SMOOTH,10,905,0.585635359116022
swing_noise_w,5s,DOWN_SMOOTH,11,901,0.5782463928967814
swing_noise_w,5s,DOWN_SMOOTH,12,896,0.5758928571428571
swing_noise_w,5s,DOWN_SMOOTH,13,890,0.5797752808988764
swing_noise_w,5s,DOWN_SMOOTH,14,885,0.5751412429378531
swing_noise_w,5s,DOWN_SMOOTH,15,883,0.5605889014722537
swing_noise_w,5s,DOWN_SMOOTH,16,879,0.5540386803185438
swing_noise_w,5s,DOWN_SMOOTH,17,873,0.5567010309278351
swing_noise_w,5s,DOWN_SMOOTH,18,870,0.5413793103448276
swing_noise_w,5s,DOWN_SMOOTH,19,866,0.523094688221709
swing_noise_w,5s,DOWN_SMOOTH,20,862,0.5278422273781903
swing_noise_w,5s,DOWN_CHOPPY,1,603,0.648424543946932
swing_noise_w,5s,DOWN_CHOPPY,2,603,0.6268656716417911
swing_noise_w,5s,DOWN_CHOPPY,3,602,0.6079734219269103
swing_noise_w,5s,DOWN_CHOPPY,4,601,0.5856905158069884
swing_noise_w,5s,DOWN_CHOPPY,5,600,0.5666666666666667
swing_noise_w,5s,DOWN_CHOPPY,6,600,0.575
swing_noise_w,5s,DOWN_CHOPPY,7,600,0.5516666666666666
swing_noise_w,5s,DOWN_CHOPPY,8,600,0.5533333333333333
swing_noise_w,5s,DOWN_CHOPPY,9,599,0.5425709515859767
swing_noise_w,5s,DOWN_CHOPPY,10,598,0.5250836120401338
swing_noise_w,5s,DOWN_CHOPPY,11,595,0.5260504201680672
swing_noise_w,5s,DOWN_CHOPPY,12,593,0.5193929173693086
swing_noise_w,5s,DOWN_CHOPPY,13,591,0.5126903553299492
swing_noise_w,5s,DOWN_CHOPPY,14,589,0.5076400679117148
swing_noise_w,5s,DOWN_CHOPPY,15,587,0.5076660988074957
swing_noise_w,5s,DOWN_CHOPPY,16,583,0.5042881646655232
swing_noise_w,5s,DOWN_CHOPPY,17,582,0.4896907216494845
swing_noise_w,5s,DOWN_CHOPPY,18,579,0.47668393782383417
swing_noise_w,5s,DOWN_CHOPPY,19,577,0.4783362218370884
swing_noise_w,5s,DOWN_CHOPPY,20,575,0.4747826086956522
swing_noise_w,5s,FLAT_SMOOTH,1,1990,0.6025125628140704
swing_noise_w,5s,FLAT_SMOOTH,2,1984,0.5625
swing_noise_w,5s,FLAT_SMOOTH,3,1980,0.555050505050505
swing_noise_w,5s,FLAT_SMOOTH,4,1976,0.5460526315789473
swing_noise_w,5s,FLAT_SMOOTH,5,1974,0.5334346504559271
swing_noise_w,5s,FLAT_SMOOTH,6,1971,0.517503805175038
swing_noise_w,5s,FLAT_SMOOTH,7,1969,0.5165058405281869
swing_noise_w,5s,FLAT_SMOOTH,8,1965,0.5068702290076336
swing_noise_w,5s,FLAT_SMOOTH,9,1959,0.5089331291475242
swing_noise_w,5s,FLAT_SMOOTH,10,1955,0.49872122762148335
swing_noise_w,5s,FLAT_SMOOTH,11,1948,0.49743326488706363
swing_noise_w,5s,FLAT_SMOOTH,12,1940,0.49536082474226806
swing_noise_w,5s,FLAT_SMOOTH,13,1930,0.4792746113989637
swing_noise_w,5s,FLAT_SMOOTH,14,1921,0.4809994794377928
swing_noise_w,5s,FLAT_SMOOTH,15,1916,0.4733820459290188
swing_noise_w,5s,FLAT_SMOOTH,16,1911,0.46781789638932497
swing_noise_w,5s,FLAT_SMOOTH,17,1901,0.4597580220936349
swing_noise_w,5s,FLAT_SMOOTH,18,1894,0.45987328405491024
swing_noise_w,5s,FLAT_SMOOTH,19,1889,0.45897300158814186
swing_noise_w,5s,FLAT_SMOOTH,20,1885,0.4424403183023873
swing_noise_w,5s,FLAT_CHOPPY,1,3681,0.6786199402336321
swing_noise_w,5s,FLAT_CHOPPY,2,3672,0.6549564270152506
swing_noise_w,5s,FLAT_CHOPPY,3,3665,0.6379263301500682
swing_noise_w,5s,FLAT_CHOPPY,4,3660,0.6240437158469946
swing_noise_w,5s,FLAT_CHOPPY,5,3659,0.6023503689532659
swing_noise_w,5s,FLAT_CHOPPY,6,3656,0.5951859956236324
swing_noise_w,5s,FLAT_CHOPPY,7,3652,0.5922782037239869
swing_noise_w,5s,FLAT_CHOPPY,8,3648,0.5729166666666666
swing_noise_w,5s,FLAT_CHOPPY,9,3644,0.5718990120746432
swing_noise_w,5s,FLAT_CHOPPY,10,3639,0.5674635888980489
swing_noise_w,5s,FLAT_CHOPPY,11,3630,0.5647382920110193
swing_noise_w,5s,FLAT_CHOPPY,12,3618,0.5541735765616362
swing_noise_w,5s,FLAT_CHOPPY,13,3611,0.5461091110495707
swing_noise_w,5s,FLAT_CHOPPY,14,3602,0.535258189894503
swing_noise_w,5s,FLAT_CHOPPY,15,3595,0.5321279554937413
swing_noise_w,5s,FLAT_CHOPPY,16,3585,0.5205020920502093
swing_noise_w,5s,FLAT_CHOPPY,17,3576,0.5120246085011185
swing_noise_w,5s,FLAT_CHOPPY,18,3571,0.505180621674601
swing_noise_w,5s,FLAT_CHOPPY,19,3564,0.5050505050505051
swing_noise_w,5s,FLAT_CHOPPY,20,3557,0.4908630868709587
swing_noise_w,1m,UP_SMOOTH,1,1433,0.8834612700628053
swing_noise_w,1m,UP_SMOOTH,2,1431,0.7945492662473794
swing_noise_w,1m,UP_SMOOTH,3,1430,0.7237762237762237
swing_noise_w,1m,UP_SMOOTH,4,1429,0.6662001399580126
swing_noise_w,1m,UP_SMOOTH,5,1428,0.6190476190476191
swing_noise_w,1m,UP_SMOOTH,6,1425,0.5894736842105263
swing_noise_w,1m,UP_SMOOTH,7,1422,0.5759493670886076
swing_noise_w,1m,UP_SMOOTH,8,1417,0.5652787579393084
swing_noise_w,1m,UP_SMOOTH,9,1411,0.5570517363571935
swing_noise_w,1m,UP_SMOOTH,10,1406,0.5483641536273115
swing_noise_w,1m,UP_SMOOTH,11,1402,0.5477888730385164
swing_noise_w,1m,UP_SMOOTH,12,1399,0.5439599714081487
swing_noise_w,1m,UP_SMOOTH,13,1396,0.5329512893982808
swing_noise_w,1m,UP_SMOOTH,14,1394,0.5215208034433285
swing_noise_w,1m,UP_SMOOTH,15,1390,0.5136690647482014
swing_noise_w,1m,UP_SMOOTH,16,1386,0.5028860028860029
swing_noise_w,1m,UP_SMOOTH,17,1383,0.49023861171366595
swing_noise_w,1m,UP_SMOOTH,18,1380,0.4789855072463768
swing_noise_w,1m,UP_SMOOTH,19,1377,0.46405228758169936
swing_noise_w,1m,UP_SMOOTH,20,1375,0.4509090909090909
swing_noise_w,1m,UP_CHOPPY,1,786,0.8867684478371501
swing_noise_w,1m,UP_CHOPPY,2,785,0.7961783439490446
swing_noise_w,1m,UP_CHOPPY,3,784,0.7295918367346939
swing_noise_w,1m,UP_CHOPPY,4,784,0.6772959183673469
