**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,run_pos,lo,hi,n,mean_fwd,win_rate
swing_noise_w,5m,UP_CHOPPY,bar_1,1,1,32,23.234375,0.65625
swing_noise_w,5m,UP_CHOPPY,bar_2,2,2,30,31.85,0.6333333333333333
swing_noise_w,5m,UP_CHOPPY,bar_3_4,3,4,57,29.70614035087719,0.6666666666666666
swing_noise_w,5m,UP_CHOPPY,bar_5_8,5,8,94,25.65691489361702,0.574468085106383
swing_noise_w,5m,UP_CHOPPY,bar_9_16,9,16,160,20.55,0.65
swing_noise_w,5m,UP_CHOPPY,bar_17p,17,9999,413,38.753026634382564,0.6440677966101694
swing_noise_w,5m,DOWN_SMOOTH,bar_1,1,1,31,-18.64516129032258,0.4838709677419355
swing_noise_w,5m,DOWN_SMOOTH,bar_2,2,2,30,-21.216666666666665,0.5666666666666667
swing_noise_w,5m,DOWN_SMOOTH,bar_3_4,3,4,60,-14.825,0.5833333333333334
swing_noise_w,5m,DOWN_SMOOTH,bar_5_8,5,8,108,-15.046296296296296,0.4351851851851852
swing_noise_w,5m,DOWN_SMOOTH,bar_9_16,9,16,187,-35.153743315508024,0.32620320855614976
swing_noise_w,5m,DOWN_SMOOTH,bar_17p,17,9999,527,-45.24952561669829,0.43453510436432635
swing_noise_w,5m,DOWN_CHOPPY,bar_3_4,3,4,43,-15.05813953488372,0.3488372093023256
swing_noise_w,5m,DOWN_CHOPPY,bar_5_8,5,8,82,-39.5,0.3048780487804878
swing_noise_w,5m,DOWN_CHOPPY,bar_9_16,9,16,127,-50.34448818897638,0.31496062992125984
swing_noise_w,5m,DOWN_CHOPPY,bar_17p,17,9999,299,-26.09448160535117,0.4280936454849498
swing_noise_w,5m,FLAT_SMOOTH,bar_1,1,1,64,5.4453125,0.515625
swing_noise_w,5m,FLAT_SMOOTH,bar_2,2,2,61,7.020491803278689,0.5573770491803278
swing_noise_w,5m,FLAT_SMOOTH,bar_3_4,3,4,121,3.0371900826446283,0.5537190082644629
swing_noise_w,5m,FLAT_SMOOTH,bar_5_8,5,8,223,5.371076233183857,0.5829596412556054
swing_noise_w,5m,FLAT_SMOOTH,bar_9_16,9,16,400,-9.433125,0.4875
swing_noise_w,5m,FLAT_SMOOTH,bar_17p,17,9999,1108,-4.383122743682311,0.5225631768953068
swing_noise_w,5m,FLAT_CHOPPY,bar_1,1,1,104,-0.4254807692307692,0.4807692307692308
swing_noise_w,5m,FLAT_CHOPPY,bar_2,2,2,102,2.2377450980392157,0.5294117647058824
swing_noise_w,5m,FLAT_CHOPPY,bar_3_4,3,4,200,-1.3575,0.495
swing_noise_w,5m,FLAT_CHOPPY,bar_5_8,5,8,385,2.2071428571428573,0.535064935064935
swing_noise_w,5m,FLAT_CHOPPY,bar_9_16,9,16,660,5.627272727272727,0.556060606060606
swing_noise_w,5m,FLAT_CHOPPY,bar_17p,17,9999,2223,4.063202878992353,0.543859649122807
swing_noise_w,15m,UP_SMOOTH,bar_3_4,3,4,37,32.17567567567568,0.7027027027027027
swing_noise_w,15m,UP_SMOOTH,bar_5_8,5,8,72,36.107638888888886,0.7083333333333334
swing_noise_w,15m,UP_SMOOTH,bar_9_16,9,16,137,10.346715328467154,0.656934306569343
swing_noise_w,15m,UP_SMOOTH,bar_17p,17,9999,1157,26.55315471045808,0.5972342264477096
swing_noise_w,15m,UP_CHOPPY,bar_5_8,5,8,46,24.092391304347824,0.5217391304347826
swing_noise_w,15m,UP_CHOPPY,bar_9_16,9,16,87,19.64367816091954,0.632183908045977
swing_noise_w,15m,UP_CHOPPY,bar_17p,17,9999,622,26.356511254019292,0.5707395498392283
swing_noise_w,15m,DOWN_SMOOTH,bar_5_8,5,8,54,-21.324074074074073,0.25925925925925924
swing_noise_w,15m,DOWN_SMOOTH,bar_9_16,9,16,100,-23.97,0.37
swing_noise_w,15m,DOWN_SMOOTH,bar_17p,17,9999,741,-39.90519568151147,0.3913630229419703
swing_noise_w,15m,DOWN_CHOPPY,bar_5_8,5,8,40,-45.1875,0.4
swing_noise_w,15m,DOWN_CHOPPY,bar_9_16,9,16,72,-35.59375,0.3888888888888889
swing_noise_w,15m,DOWN_CHOPPY,bar_17p,17,9999,500,-15.994,0.412
swing_noise_w,15m,FLAT_SMOOTH,bar_3_4,3,4,49,-22.729591836734695,0.32653061224489793
swing_noise_w,15m,FLAT_SMOOTH,bar_5_8,5,8,90,-17.927777777777777,0.3888888888888889
swing_noise_w,15m,FLAT_SMOOTH,bar_9_16,9,16,175,-3.257142857142857,0.6057142857142858
swing_noise_w,15m,FLAT_SMOOTH,bar_17p,17,9999,1629,2.4891037446286064,0.5371393492940454
swing_noise_w,15m,FLAT_CHOPPY,bar_1,1,1,42,-7.785714285714286,0.42857142857142855
swing_noise_w,15m,FLAT_CHOPPY,bar_2,2,2,42,-8.25,0.4523809523809524
swing_noise_w,15m,FLAT_CHOPPY,bar_3_4,3,4,84,-2.2261904761904763,0.4642857142857143
swing_noise_w,15m,FLAT_CHOPPY,bar_5_8,5,8,164,-0.49085365853658536,0.5365853658536586
swing_noise_w,15m,FLAT_CHOPPY,bar_9_16,9,16,308,6.728084415584416,0.5162337662337663
swing_noise_w,15m,FLAT_CHOPPY,bar_17p,17,9999,3035,5.535749588138385,0.5548599670510709
swing_noise_w,1h,UP_SMOOTH,bar_3_4,3,4,30,19.025,0.6333333333333333
swing_noise_w,1h,UP_SMOOTH,bar_5_8,5,8,60,17.1375,0.6333333333333333
swing_noise_w,1h,UP_SMOOTH,bar_9_16,9,16,108,17.900462962962962,0.7222222222222222
swing_noise_w,1h,UP_SMOOTH,bar_17p,17,9999,1249,28.163330664531625,0.5692554043234588
swing_noise_w,1h,UP_CHOPPY,bar_9_16,9,16,32,25.1953125,0.59375
swing_noise_w,1h,UP_CHOPPY,bar_17p,17,9999,752,23.637632978723403,0.5345744680851063
swing_noise_w,1h,DOWN_SMOOTH,bar_5_8,5,8,32,-10.2109375,0.59375
swing_noise_w,1h,DOWN_SMOOTH,bar_9_16,9,16,60,-7.258333333333334,0.5333333333333333
swing_noise_w,1h,DOWN_SMOOTH,bar_17p,17,9999,812,-37.439655172413794,0.40763546798029554
swing_noise_w,1h,DOWN_CHOPPY,bar_17p,17,9999,540,-15.677777777777777,0.3907407407407407
swing_noise_w,1h,FLAT_SMOOTH,bar_3_4,3,4,32,3.390625,0.6875
swing_noise_w,1h,FLAT_SMOOTH,bar_5_8,5,8,64,11.4296875,0.734375
swing_noise_w,1h,FLAT_SMOOTH,bar_9_16,9,16,128,-2.681640625,0.53125
swing_noise_w,1h,FLAT_SMOOTH,bar_17p,17,9999,1676,-2.3163782816229115,0.5089498806682577
swing_noise_w,1h,FLAT_CHOPPY,bar_3_4,3,4,48,-6.166666666666667,0.5416666666666666
swing_noise_w,1h,FLAT_CHOPPY,bar_5_8,5,8,96,0.453125,0.6041666666666666
swing_noise_w,1h,FLAT_CHOPPY,bar_9_16,9,16,188,12.167553191489361,0.4946808510638298
swing_noise_w,1h,FLAT_CHOPPY,bar_17p,17,9999,3305,0.4630862329803328,0.5198184568835098
