**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf,regime_2d,run_pos,lo,hi,n,mean_fwd,win_rate
vol_velocity_w,5m,DOWN_SMOOTH,bar_5_8,5,8,127,-65.03543307086615,0.3858267716535433
vol_velocity_w,5m,DOWN_SMOOTH,bar_9_16,9,16,45,-23.22222222222222,0.4888888888888889
vol_velocity_w,5m,DOWN_CHOPPY,bar_1,1,1,241,-10.101659751037344,0.4315352697095436
vol_velocity_w,5m,DOWN_CHOPPY,bar_2,2,2,117,-16.177350427350426,0.37606837606837606
vol_velocity_w,5m,DOWN_CHOPPY,bar_3_4,3,4,113,-14.68141592920354,0.4336283185840708
vol_velocity_w,5m,DOWN_CHOPPY,bar_5_8,5,8,96,-16.5390625,0.4895833333333333
vol_velocity_w,5m,DOWN_CHOPPY,bar_9_16,9,16,31,-31.120967741935484,0.3548387096774194
vol_velocity_w,5m,FLAT_SMOOTH,bar_1,1,1,939,0.9693823216187434,0.5324813631522897
vol_velocity_w,5m,FLAT_SMOOTH,bar_2,2,2,386,-0.22733160621761658,0.5129533678756477
vol_velocity_w,5m,FLAT_SMOOTH,bar_3_4,3,4,328,2.8559451219512195,0.5426829268292683
vol_velocity_w,5m,FLAT_SMOOTH,bar_5_8,5,8,234,4.07051282051282,0.5683760683760684
vol_velocity_w,5m,FLAT_SMOOTH,bar_9_16,9,16,85,4.326470588235294,0.49411764705882355
vol_velocity_w,5m,FLAT_CHOPPY,bar_1,1,1,1507,-1.989382879893829,0.508958195089582
vol_velocity_w,5m,FLAT_CHOPPY,bar_2,2,2,695,-2.4453237410071944,0.5223021582733813
vol_velocity_w,5m,FLAT_CHOPPY,bar_3_4,3,4,648,-3.560956790123457,0.49537037037037035
vol_velocity_w,5m,FLAT_CHOPPY,bar_5_8,5,8,601,-0.831946755407654,0.49417637271214643
vol_velocity_w,5m,FLAT_CHOPPY,bar_9_16,9,16,217,-5.472350230414746,0.4976958525345622
vol_velocity_w,15m,UP_SMOOTH,bar_1,1,1,116,36.088362068965516,0.603448275862069
vol_velocity_w,15m,UP_SMOOTH,bar_2,2,2,116,33.20474137931034,0.603448275862069
vol_velocity_w,15m,UP_SMOOTH,bar_3_4,3,4,174,31.541666666666668,0.6609195402298851
vol_velocity_w,15m,UP_SMOOTH,bar_5_8,5,8,193,37.64637305699482,0.6632124352331606
vol_velocity_w,15m,UP_SMOOTH,bar_9_16,9,16,248,64.50907258064517,0.7782258064516129
vol_velocity_w,15m,UP_SMOOTH,bar_17p,17,9999,583,33.98885077186964,0.7135506003430532
vol_velocity_w,15m,UP_CHOPPY,bar_1,1,1,54,12.458333333333334,0.5555555555555556
vol_velocity_w,15m,UP_CHOPPY,bar_2,2,2,54,12.01388888888889,0.5555555555555556
vol_velocity_w,15m,UP_CHOPPY,bar_3_4,3,4,81,10.348765432098766,0.5802469135802469
vol_velocity_w,15m,UP_CHOPPY,bar_5_8,5,8,92,28.456521739130434,0.6739130434782609
vol_velocity_w,15m,UP_CHOPPY,bar_9_16,9,16,134,70.25373134328358,0.753731343283582
vol_velocity_w,15m,UP_CHOPPY,bar_17p,17,9999,371,21.806603773584907,0.692722371967655
vol_velocity_w,15m,DOWN_SMOOTH,bar_1,1,1,81,-48.635802469135804,0.37037037037037035
vol_velocity_w,15m,DOWN_SMOOTH,bar_2,2,2,81,-45.15432098765432,0.43209876543209874
vol_velocity_w,15m,DOWN_SMOOTH,bar_3_4,3,4,117,-53.38247863247863,0.39316239316239315
vol_velocity_w,15m,DOWN_SMOOTH,bar_5_8,5,8,123,-53.31707317073171,0.3983739837398374
vol_velocity_w,15m,DOWN_SMOOTH,bar_9_16,9,16,159,-16.738993710691823,0.4779874213836478
vol_velocity_w,15m,DOWN_SMOOTH,bar_17p,17,9999,373,-22.15013404825737,0.45308310991957107
vol_velocity_w,15m,DOWN_CHOPPY,bar_1,1,1,39,-8.0,0.38461538461538464
vol_velocity_w,15m,DOWN_CHOPPY,bar_2,2,2,39,-9.01923076923077,0.46153846153846156
vol_velocity_w,15m,DOWN_CHOPPY,bar_3_4,3,4,58,-13.814655172413794,0.41379310344827586
vol_velocity_w,15m,DOWN_CHOPPY,bar_5_8,5,8,68,-40.50735294117647,0.2647058823529412
vol_velocity_w,15m,DOWN_CHOPPY,bar_9_16,9,16,112,-21.386160714285715,0.32142857142857145
vol_velocity_w,15m,DOWN_CHOPPY,bar_17p,17,9999,284,-26.288732394366196,0.4295774647887324
vol_velocity_w,15m,FLAT_SMOOTH,bar_1,1,1,194,-1.1984536082474226,0.4948453608247423
vol_velocity_w,15m,FLAT_SMOOTH,bar_2,2,2,194,-0.5438144329896907,0.5
vol_velocity_w,15m,FLAT_SMOOTH,bar_3_4,3,4,275,-3.599090909090909,0.5163636363636364
vol_velocity_w,15m,FLAT_SMOOTH,bar_5_8,5,8,259,-0.2413127413127413,0.5405405405405406
vol_velocity_w,15m,FLAT_SMOOTH,bar_9_16,9,16,298,-6.24748322147651,0.46308724832214765
vol_velocity_w,15m,FLAT_SMOOTH,bar_17p,17,9999,753,-8.601261620185923,0.5126162018592297
vol_velocity_w,15m,FLAT_CHOPPY,bar_1,1,1,259,-2.557915057915058,0.5019305019305019
vol_velocity_w,15m,FLAT_CHOPPY,bar_2,2,2,259,-2.6747104247104247,0.5135135135135135
vol_velocity_w,15m,FLAT_CHOPPY,bar_3_4,3,4,404,-2.8094059405940595,0.4876237623762376
vol_velocity_w,15m,FLAT_CHOPPY,bar_5_8,5,8,493,6.009127789046653,0.5517241379310345
vol_velocity_w,15m,FLAT_CHOPPY,bar_9_16,9,16,634,12.299684542586752,0.5914826498422713
vol_velocity_w,15m,FLAT_CHOPPY,bar_17p,17,9999,1615,-2.718111455108359,0.5120743034055728
vol_velocity_w,1h,UP_SMOOTH,bar_1,1,1,31,36.975806451612904,0.7741935483870968
vol_velocity_w,1h,UP_SMOOTH,bar_2,2,2,31,39.314516129032256,0.7096774193548387
vol_velocity_w,1h,UP_SMOOTH,bar_3_4,3,4,62,40.608870967741936,0.7258064516129032
vol_velocity_w,1h,UP_SMOOTH,bar_5_8,5,8,124,33.30443548387097,0.6693548387096774
vol_velocity_w,1h,UP_SMOOTH,bar_9_16,9,16,220,32.201136363636365,0.7045454545454546
vol_velocity_w,1h,UP_SMOOTH,bar_17p,17,9999,972,39.42695473251029,0.654320987654321
vol_velocity_w,1h,UP_CHOPPY,bar_3_4,3,4,36,4.388888888888889,0.6944444444444444
vol_velocity_w,1h,UP_CHOPPY,bar_5_8,5,8,72,-0.1527777777777778,0.5416666666666666
vol_velocity_w,1h,UP_CHOPPY,bar_9_16,9,16,132,-3.3238636363636362,0.6136363636363636
vol_velocity_w,1h,UP_CHOPPY,bar_17p,17,9999,516,31.027131782945737,0.6821705426356589
vol_velocity_w,1h,DOWN_SMOOTH,bar_3_4,3,4,36,-12.020833333333334,0.5
vol_velocity_w,1h,DOWN_SMOOTH,bar_5_8,5,8,72,-8.98611111111111,0.4444444444444444
vol_velocity_w,1h,DOWN_SMOOTH,bar_9_16,9,16,136,1.6433823529411764,0.4632352941176471
vol_velocity_w,1h,DOWN_SMOOTH,bar_17p,17,9999,656,-59.749618902439025,0.3384146341463415
vol_velocity_w,1h,DOWN_CHOPPY,bar_5_8,5,8,52,-36.46153846153846,0.3269230769230769
vol_velocity_w,1h,DOWN_CHOPPY,bar_9_16,9,16,96,-21.578125,0.3645833333333333
vol_velocity_w,1h,DOWN_CHOPPY,bar_17p,17,9999,400,-27.055,0.4275
vol_velocity_w,1h,FLAT_SMOOTH,bar_1,1,1,40,0.9625,0.525
vol_velocity_w,1h,FLAT_SMOOTH,bar_2,2,2,40,-1.01875,0.525
vol_velocity_w,1h,FLAT_SMOOTH,bar_3_4,3,4,80,-1.3875,0.475
vol_velocity_w,1h,FLAT_SMOOTH,bar_5_8,5,8,160,-2.484375,0.5625
vol_velocity_w,1h,FLAT_SMOOTH,bar_9_16,9,16,276,-19.670289855072465,0.4601449275362319
vol_velocity_w,1h,FLAT_SMOOTH,bar_17p,17,9999,1360,1.4145220588235294,0.5375
vol_velocity_w,1h,FLAT_CHOPPY,bar_1,1,1,86,-1.2965116279069768,0.5465116279069767
vol_velocity_w,1h,FLAT_CHOPPY,bar_2,2,2,86,-5.811046511627907,0.5348837209302325
vol_velocity_w,1h,FLAT_CHOPPY,bar_3_4,3,4,172,1.7151162790697674,0.5755813953488372
vol_velocity_w,1h,FLAT_CHOPPY,bar_5_8,5,8,344,3.9905523255813953,0.5784883720930233
vol_velocity_w,1h,FLAT_CHOPPY,bar_9_16,9,16,616,6.3835227272727275,0.5324675324675324
vol_velocity_w,1h,FLAT_CHOPPY,bar_17p,17,9999,2368,0.06387246621621621,0.5350506756756757
price_velocity_w,5s,UP_SMOOTH,bar_1,1,1,1061,26.355325164938737,0.6333647502356268
price_velocity_w,5s,UP_SMOOTH,bar_2,2,2,276,43.31884057971015,0.6956521739130435
price_velocity_w,5s,UP_SMOOTH,bar_3_4,3,4,126,74.4186507936508,0.7301587301587301
price_velocity_w,5s,UP_CHOPPY,bar_1,1,1,604,17.517798013245034,0.5794701986754967
price_velocity_w,5s,UP_CHOPPY,bar_2,2,2,150,30.813333333333333,0.6133333333333333
price_velocity_w,5s,UP_CHOPPY,bar_3_4,3,4,52,23.985576923076923,0.5576923076923077
price_velocity_w,5s,DOWN_SMOOTH,bar_1,1,1,731,-26.730848153214776,0.3844049247606019
price_velocity_w,5s,DOWN_SMOOTH,bar_2,2,2,166,-34.23795180722892,0.3253012048192771
price_velocity_w,5s,DOWN_SMOOTH,bar_3_4,3,4,66,-22.045454545454547,0.42424242424242425
price_velocity_w,5s,DOWN_CHOPPY,bar_1,1,1,459,-17.101307189542485,0.42919389978213507
price_velocity_w,5s,DOWN_CHOPPY,bar_2,2,2,105,-16.626190476190477,0.47619047619047616
price_velocity_w,5s,DOWN_CHOPPY,bar_3_4,3,4,35,-21.75,0.42857142857142855
price_velocity_w,5s,FLAT_SMOOTH,bar_1,1,1,1501,-0.5019986675549634,0.5203197868087941
price_velocity_w,5s,FLAT_SMOOTH,bar_2,2,2,356,0.3813202247191011,0.5252808988764045
price_velocity_w,5s,FLAT_SMOOTH,bar_3_4,3,4,119,-8.144957983193278,0.44537815126050423
price_velocity_w,5s,FLAT_CHOPPY,bar_1,1,1,2715,1.2685082872928177,0.5174953959484346
price_velocity_w,5s,FLAT_CHOPPY,bar_2,2,2,708,3.5187146892655368,0.53954802259887
price_velocity_w,5s,FLAT_CHOPPY,bar_3_4,3,4,291,7.4553264604811,0.5532646048109966
price_velocity_w,5s,FLAT_CHOPPY,bar_5_8,5,8,40,16.0,0.525
price_velocity_w,1m,UP_SMOOTH,bar_1,1,1,554,29.01173285198556,0.6371841155234657
price_velocity_w,1m,UP_SMOOTH,bar_2,2,2,331,29.457703927492446,0.6193353474320241
price_velocity_w,1m,UP_SMOOTH,bar_3_4,3,4,333,38.15465465465466,0.6606606606606606
price_velocity_w,1m,UP_SMOOTH,bar_5_8,5,8,186,37.626344086021504,0.6182795698924731
price_velocity_w,1m,UP_SMOOTH,bar_9_16,9,16,39,97.90384615384616,0.6666666666666666
price_velocity_w,1m,UP_CHOPPY,bar_1,1,1,306,13.463235294117647,0.6045751633986928
price_velocity_w,1m,UP_CHOPPY,bar_2,2,2,182,13.828296703296703,0.5384615384615384
price_velocity_w,1m,UP_CHOPPY,bar_3_4,3,4,199,8.734924623115578,0.5778894472361809
price_velocity_w,1m,UP_CHOPPY,bar_5_8,5,8,91,-15.35989010989011,0.5274725274725275
price_velocity_w,1m,DOWN_SMOOTH,bar_1,1,1,419,-24.98747016706444,0.36515513126491644
price_velocity_w,1m,DOWN_SMOOTH,bar_2,2,2,239,-34.01046025104603,0.3389121338912134
price_velocity_w,1m,DOWN_SMOOTH,bar_3_4,3,4,213,-44.30868544600939,0.323943661971831
price_velocity_w,1m,DOWN_SMOOTH,bar_5_8,5,8,77,-39.074675324675326,0.42857142857142855
price_velocity_w,1m,DOWN_CHOPPY,bar_1,1,1,266,-20.679511278195488,0.37593984962406013
price_velocity_w,1m,DOWN_CHOPPY,bar_2,2,2,147,-21.85544217687075,0.35374149659863946
price_velocity_w,1m,DOWN_CHOPPY,bar_3_4,3,4,141,-19.335106382978722,0.375886524822695
price_velocity_w,1m,DOWN_CHOPPY,bar_5_8,5,8,47,3.0585106382978724,0.44680851063829785
price_velocity_w,1m,FLAT_SMOOTH,bar_1,1,1,850,-2.41,0.49529411764705883
price_velocity_w,1m,FLAT_SMOOTH,bar_2,2,2,480,-3.859375,0.475
price_velocity_w,1m,FLAT_SMOOTH,bar_3_4,3,4,451,-0.2998891352549889,0.49445676274944567
price_velocity_w,1m,FLAT_SMOOTH,bar_5_8,5,8,177,-0.5932203389830508,0.4745762711864407
price_velocity_w,1m,FLAT_SMOOTH,bar_9_16,9,16,30,-36.583333333333336,0.3
price_velocity_w,1m,FLAT_CHOPPY,bar_1,1,1,1513,0.19563780568407138,0.5056179775280899
price_velocity_w,1m,FLAT_CHOPPY,bar_2,2,2,879,-0.26535836177474403,0.5017064846416383
price_velocity_w,1m,FLAT_CHOPPY,bar_3_4,3,4,853,1.9472450175849942,0.5205158264947245
price_velocity_w,1m,FLAT_CHOPPY,bar_5_8,5,8,371,7.797169811320755,0.5633423180592992
price_velocity_w,1m,FLAT_CHOPPY,bar_9_16,9,16,49,17.551020408163264,0.6326530612244898
price_velocity_w,5m,UP_SMOOTH,bar_1,1,1,286,27.917832167832167,0.6293706293706294
price_velocity_w,5m,UP_SMOOTH,bar_2,2,2,197,29.156091370558375,0.6040609137055838
price_velocity_w,5m,UP_SMOOTH,bar_3_4,3,4,282,33.840425531914896,0.6170212765957447
price_velocity_w,5m,UP_SMOOTH,bar_5_8,5,8,374,41.13101604278075,0.6203208556149733
price_velocity_w,5m,UP_SMOOTH,bar_9_16,9,16,251,45.01892430278885,0.649402390438247
price_velocity_w,5m,UP_SMOOTH,bar_17p,17,9999,55,61.513636363636365,0.6727272727272727
price_velocity_w,5m,UP_CHOPPY,bar_1,1,1,180,19.02777777777778,0.6333333333333333
price_velocity_w,5m,UP_CHOPPY,bar_2,2,2,117,19.80128205128205,0.6153846153846154
price_velocity_w,5m,UP_CHOPPY,bar_3_4,3,4,155,13.57741935483871,0.6
price_velocity_w,5m,UP_CHOPPY,bar_5_8,5,8,193,7.610103626943006,0.5647668393782384
price_velocity_w,5m,UP_CHOPPY,bar_9_16,9,16,139,-13.181654676258994,0.41007194244604317
price_velocity_w,5m,DOWN_SMOOTH,bar_1,1,1,248,-35.11693548387097,0.3185483870967742
price_velocity_w,5m,DOWN_SMOOTH,bar_2,2,2,156,-33.568910256410255,0.3333333333333333
price_velocity_w,5m,DOWN_SMOOTH,bar_3_4,3,4,205,-37.77439024390244,0.3024390243902439
price_velocity_w,5m,DOWN_SMOOTH,bar_5_8,5,8,229,-39.616812227074234,0.3056768558951965
price_velocity_w,5m,DOWN_SMOOTH,bar_9_16,9,16,82,-39.86890243902439,0.3780487804878049
price_velocity_w,5m,DOWN_CHOPPY,bar_1,1,1,157,-23.089171974522294,0.3885350318471338
price_velocity_w,5m,DOWN_CHOPPY,bar_2,2,2,97,-25.88659793814433,0.3711340206185567
price_velocity_w,5m,DOWN_CHOPPY,bar_3_4,3,4,132,-20.083333333333332,0.3484848484848485
price_velocity_w,5m,DOWN_CHOPPY,bar_5_8,5,8,138,-24.565217391304348,0.35507246376811596
price_velocity_w,5m,DOWN_CHOPPY,bar_9_16,9,16,67,-37.51119402985075,0.208955223880597
price_velocity_w,5m,FLAT_SMOOTH,bar_1,1,1,509,-4.239194499017682,0.47544204322200395
price_velocity_w,5m,FLAT_SMOOTH,bar_2,2,2,339,-4.142330383480826,0.4837758112094395
price_velocity_w,5m,FLAT_SMOOTH,bar_3_4,3,4,416,-1.5997596153846154,0.5144230769230769
price_velocity_w,5m,FLAT_SMOOTH,bar_5_8,5,8,464,-1.6163793103448276,0.5086206896551724
price_velocity_w,5m,FLAT_SMOOTH,bar_9_16,9,16,230,-12.318478260869565,0.36086956521739133
price_velocity_w,5m,FLAT_CHOPPY,bar_1,1,1,859,2.3754365541327123,0.5122235157159488
price_velocity_w,5m,FLAT_CHOPPY,bar_2,2,2,557,3.9106822262118492,0.5439856373429084
price_velocity_w,5m,FLAT_CHOPPY,bar_3_4,3,4,727,8.533012379642367,0.5543328748280605
price_velocity_w,5m,FLAT_CHOPPY,bar_5_8,5,8,855,2.288011695906433,0.5380116959064327
price_velocity_w,5m,FLAT_CHOPPY,bar_9_16,9,16,573,-15.18193717277487,0.4677137870855148
price_velocity_w,5m,FLAT_CHOPPY,bar_17p,17,9999,99,-14.26010101010101,0.37373737373737376
price_velocity_w,15m,UP_SMOOTH,bar_1,1,1,78,37.68910256410256,0.6282051282051282
price_velocity_w,15m,UP_SMOOTH,bar_2,2,2,78,31.134615384615383,0.5769230769230769
price_velocity_w,15m,UP_SMOOTH,bar_3_4,3,4,137,27.28102189781022,0.5693430656934306
price_velocity_w,15m,UP_SMOOTH,bar_5_8,5,8,212,35.74882075471698,0.6084905660377359
price_velocity_w,15m,UP_SMOOTH,bar_9_16,9,16,305,30.428688524590164,0.6360655737704918
price_velocity_w,15m,UP_SMOOTH,bar_17p,17,9999,624,37.46594551282051,0.6634615384615384
price_velocity_w,15m,UP_CHOPPY,bar_1,1,1,57,19.82017543859649,0.5964912280701754
price_velocity_w,15m,UP_CHOPPY,bar_2,2,2,57,14.635964912280702,0.5964912280701754
price_velocity_w,15m,UP_CHOPPY,bar_3_4,3,4,96,-9.223958333333334,0.5208333333333334
price_velocity_w,15m,UP_CHOPPY,bar_5_8,5,8,138,11.990942028985508,0.5434782608695652
price_velocity_w,15m,UP_CHOPPY,bar_9_16,9,16,176,11.808238636363637,0.5852272727272727
price_velocity_w,15m,UP_CHOPPY,bar_17p,17,9999,262,13.78148854961832,0.6259541984732825
price_velocity_w,15m,DOWN_SMOOTH,bar_1,1,1,86,-27.375,0.38372093023255816
price_velocity_w,15m,DOWN_SMOOTH,bar_2,2,2,86,-29.191860465116278,0.32558139534883723
price_velocity_w,15m,DOWN_SMOOTH,bar_3_4,3,4,138,-29.15036231884058,0.3695652173913043
price_velocity_w,15m,DOWN_SMOOTH,bar_5_8,5,8,185,-23.654054054054054,0.372972972972973
price_velocity_w,15m,DOWN_SMOOTH,bar_9_16,9,16,200,-19.23875,0.41
price_velocity_w,15m,DOWN_SMOOTH,bar_17p,17,9999,242,-32.622933884297524,0.25206611570247933
price_velocity_w,15m,DOWN_CHOPPY,bar_1,1,1,57,-10.93859649122807,0.43859649122807015
price_velocity_w,15m,DOWN_CHOPPY,bar_2,2,2,57,-10.50438596491228,0.49122807017543857
price_velocity_w,15m,DOWN_CHOPPY,bar_3_4,3,4,92,-15.059782608695652,0.43478260869565216
price_velocity_w,15m,DOWN_CHOPPY,bar_5_8,5,8,111,-24.074324324324323,0.35135135135135137
price_velocity_w,15m,DOWN_CHOPPY,bar_9_16,9,16,123,-31.067073170731707,0.2926829268292683
price_velocity_w,15m,DOWN_CHOPPY,bar_17p,17,9999,158,-22.049050632911392,0.34177215189873417
price_velocity_w,15m,FLAT_SMOOTH,bar_1,1,1,158,-2.8607594936708862,0.46835443037974683
price_velocity_w,15m,FLAT_SMOOTH,bar_2,2,2,158,-2.2753164556962027,0.5
price_velocity_w,15m,FLAT_SMOOTH,bar_3_4,3,4,260,-4.346153846153846,0.4653846153846154
price_velocity_w,15m,FLAT_SMOOTH,bar_5_8,5,8,357,-6.546918767507003,0.40896358543417366
price_velocity_w,15m,FLAT_SMOOTH,bar_9_16,9,16,445,-3.2286516853932583,0.45393258426966293
price_velocity_w,15m,FLAT_SMOOTH,bar_17p,17,9999,602,0.04609634551495016,0.5481727574750831
price_velocity_w,15m,FLAT_CHOPPY,bar_1,1,1,283,-2.1952296819787986,0.5300353356890459
price_velocity_w,15m,FLAT_CHOPPY,bar_2,2,2,283,-4.059187279151944,0.5406360424028268
price_velocity_w,15m,FLAT_CHOPPY,bar_3_4,3,4,468,-4.43482905982906,0.48504273504273504
price_velocity_w,15m,FLAT_CHOPPY,bar_5_8,5,8,659,-1.0641122913505312,0.5174506828528073
price_velocity_w,15m,FLAT_CHOPPY,bar_9_16,9,16,849,-3.0965842167255593,0.4829210836277974
price_velocity_w,15m,FLAT_CHOPPY,bar_17p,17,9999,1121,-10.781891168599465,0.4424620874219447
price_velocity_w,1h,UP_SMOOTH,bar_1,1,1,32,14.6328125,0.46875
price_velocity_w,1h,UP_SMOOTH,bar_2,2,2,32,7.5390625,0.46875
price_velocity_w,1h,UP_SMOOTH,bar_3_4,3,4,64,13.80078125,0.484375
price_velocity_w,1h,UP_SMOOTH,bar_5_8,5,8,128,44.94140625,0.5078125
price_velocity_w,1h,UP_SMOOTH,bar_9_16,9,16,200,63.72875,0.645
price_velocity_w,1h,UP_SMOOTH,bar_17p,17,9999,984,8.444867886178862,0.5284552845528455
price_velocity_w,1h,UP_CHOPPY,bar_5_8,5,8,44,-5.198863636363637,0.45454545454545453
price_velocity_w,1h,UP_CHOPPY,bar_9_16,9,16,80,21.39375,0.6
price_velocity_w,1h,UP_CHOPPY,bar_17p,17,9999,624,13.749198717948717,0.5032051282051282
price_velocity_w,1h,DOWN_SMOOTH,bar_3_4,3,4,52,-21.3125,0.40384615384615385
price_velocity_w,1h,DOWN_SMOOTH,bar_5_8,5,8,104,-24.91826923076923,0.40384615384615385
price_velocity_w,1h,DOWN_SMOOTH,bar_9_16,9,16,168,-21.516369047619047,0.35119047619047616
price_velocity_w,1h,DOWN_SMOOTH,bar_17p,17,9999,560,-18.553125,0.42142857142857143
price_velocity_w,1h,DOWN_CHOPPY,bar_3_4,3,4,32,-11.96875,0.53125
price_velocity_w,1h,DOWN_CHOPPY,bar_5_8,5,8,64,-23.609375,0.296875
price_velocity_w,1h,DOWN_CHOPPY,bar_9_16,9,16,116,-34.702586206896555,0.20689655172413793
price_velocity_w,1h,DOWN_CHOPPY,bar_17p,17,9999,356,-10.037921348314606,0.4353932584269663
price_velocity_w,1h,FLAT_SMOOTH,bar_1,1,1,47,-8.840425531914894,0.40425531914893614
price_velocity_w,1h,FLAT_SMOOTH,bar_2,2,2,47,-8.425531914893616,0.44680851063829785
price_velocity_w,1h,FLAT_SMOOTH,bar_3_4,3,4,94,-7.531914893617022,0.43617021276595747
price_velocity_w,1h,FLAT_SMOOTH,bar_5_8,5,8,188,-4.595744680851064,0.42021276595744683
price_velocity_w,1h,FLAT_SMOOTH,bar_9_16,9,16,304,-0.4662828947368421,0.48355263157894735
price_velocity_w,1h,FLAT_SMOOTH,bar_17p,17,9999,1276,-2.3268025078369905,0.4780564263322884
price_velocity_w,1h,FLAT_CHOPPY,bar_1,1,1,104,-21.264423076923077,0.40384615384615385
price_velocity_w,1h,FLAT_CHOPPY,bar_2,2,2,104,-21.25,0.40384615384615385
price_velocity_w,1h,FLAT_CHOPPY,bar_3_4,3,4,208,-24.544471153846153,0.3605769230769231
price_velocity_w,1h,FLAT_CHOPPY,bar_5_8,5,8,416,-21.411658653846153,0.40625
price_velocity_w,1h,FLAT_CHOPPY,bar_9_16,9,16,657,-9.884703196347031,0.4961948249619482
price_velocity_w,1h,FLAT_CHOPPY,bar_17p,17,9999,2163,-8.182963476652796,0.42764678687008784
body,5s,UP_SMOOTH,bar_1,1,1,1079,26.37117701575533,0.6413345690454124
body,5s,UP_SMOOTH,bar_2,2,2,295,37.66016949152542,0.6474576271186441
body,5s,UP_SMOOTH,bar_3_4,3,4,128,31.1328125,0.6484375
body,5s,UP_CHOPPY,bar_1,1,1,609,18.591954022988507,0.6206896551724138
body,5s,UP_CHOPPY,bar_2,2,2,158,27.04113924050633,0.5886075949367089
body,5s,UP_CHOPPY,bar_3_4,3,4,67,40.70522388059702,0.5373134328358209
body,5s,DOWN_SMOOTH,bar_1,1,1,799,-28.314142678347935,0.425531914893617
body,5s,DOWN_SMOOTH,bar_2,2,2,239,-31.946652719665273,0.3891213389121339
body,5s,DOWN_SMOOTH,bar_3_4,3,4,82,-35.50609756097561,0.2926829268292683
body,5s,DOWN_CHOPPY,bar_1,1,1,519,-15.263969171483623,0.42196531791907516
body,5s,DOWN_CHOPPY,bar_2,2,2,134,-18.246268656716417,0.40298507462686567
body,5s,DOWN_CHOPPY,bar_3_4,3,4,54,-31.88425925925926,0.25925925925925924
body,5s,FLAT_SMOOTH,bar_1,1,1,1811,-1.227636664826063,0.5102153506350083
body,5s,FLAT_SMOOTH,bar_2,2,2,530,-2.009433962264151,0.5056603773584906
body,5s,FLAT_SMOOTH,bar_3_4,3,4,238,-8.400210084033613,0.5210084033613446
body,5s,FLAT_SMOOTH,bar_5_8,5,8,49,-3.3010204081632653,0.5714285714285714
body,5s,FLAT_CHOPPY,bar_1,1,1,2916,0.022805212620027434,0.5174897119341564
body,5s,FLAT_CHOPPY,bar_2,2,2,777,0.45302445302445304,0.5366795366795367
body,5s,FLAT_CHOPPY,bar_3_4,3,4,298,-13.276006711409396,0.44966442953020136
body,5s,FLAT_CHOPPY,bar_5_8,5,8,56,-47.35267857142857,0.4107142857142857
body,1m,UP_SMOOTH,bar_1,1,1,1060,26.60330188679245,0.6481132075471698
body,1m,UP_SMOOTH,bar_2,2,2,282,35.8209219858156,0.6666666666666666
body,1m,UP_SMOOTH,bar_3_4,3,4,126,68.87896825396825,0.7063492063492064
body,1m,UP_CHOPPY,bar_1,1,1,586,19.794795221843003,0.5921501706484642
body,1m,UP_CHOPPY,bar_2,2,2,159,25.738993710691823,0.5849056603773585
body,1m,UP_CHOPPY,bar_3_4,3,4,77,12.974025974025974,0.5844155844155844
body,1m,DOWN_SMOOTH,bar_1,1,1,713,-30.47826086956522,0.3758765778401122
body,1m,DOWN_SMOOTH,bar_2,2,2,171,-31.239766081871345,0.36257309941520466
body,1m,DOWN_SMOOTH,bar_3_4,3,4,69,-36.916666666666664,0.4057971014492754
body,1m,DOWN_CHOPPY,bar_1,1,1,449,-17.865256124721604,0.4365256124721604
body,1m,DOWN_CHOPPY,bar_2,2,2,113,-15.515486725663717,0.4690265486725664
body,1m,DOWN_CHOPPY,bar_3_4,3,4,35,-33.964285714285715,0.22857142857142856
body,1m,FLAT_SMOOTH,bar_1,1,1,1597,0.4796493425172198,0.5335003130870382
body,1m,FLAT_SMOOTH,bar_2,2,2,379,1.2849604221635884,0.5171503957783641
body,1m,FLAT_SMOOTH,bar_3_4,3,4,149,-8.411073825503356,0.4697986577181208
body,1m,FLAT_CHOPPY,bar_1,1,1,2702,-0.06828275351591413,0.5181347150259067
body,1m,FLAT_CHOPPY,bar_2,2,2,699,2.186337625178827,0.530758226037196
body,1m,FLAT_CHOPPY,bar_3_4,3,4,292,5.4631849315068495,0.5513698630136986
body,1m,FLAT_CHOPPY,bar_5_8,5,8,36,11.395833333333334,0.5555555555555556
body,5m,UP_SMOOTH,bar_1,1,1,983,27.45269582909461,0.6286876907426246
body,5m,UP_SMOOTH,bar_2,2,2,296,39.141891891891895,0.6418918918918919
body,5m,UP_SMOOTH,bar_3_4,3,4,132,33.98863636363637,0.6818181818181818
body,5m,UP_SMOOTH,bar_5_8,5,8,33,49.02272727272727,0.6363636363636364
body,5m,UP_CHOPPY,bar_1,1,1,554,18.986913357400724,0.6083032490974729
body,5m,UP_CHOPPY,bar_2,2,2,163,12.20398773006135,0.5950920245398773
body,5m,UP_CHOPPY,bar_3_4,3,4,69,27.942028985507246,0.6231884057971014
body,5m,DOWN_SMOOTH,bar_1,1,1,695,-30.848920863309353,0.35827338129496406
body,5m,DOWN_SMOOTH,bar_2,2,2,193,-38.85621761658031,0.34196891191709844
