**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

entry_idx,entry_dt,entry_px,side,exit_idx,exit_dt,exit_px,exit_reason,pnl_pts,pnl_usd,mfe_usd,bars_held,slope_at_entry,slope_at_exit,slope_min,slope_max
259474,2025-10-23 17:09:00+00:00,25198.75,Short,259502,2025-10-23 17:37:00+00:00,25252.0,PivotExitShort,-53.25,-108.4,0.0,28,0.19365962180200222,0.14477196885428253,-0.9628476084538375,0.39827586206896554
259502,2025-10-23 17:37:00+00:00,25252.0,Long,259700,2025-10-23 20:55:00+00:00,25272.25,EodExitLong,20.25,38.6,78.5,197,0.14477196885428253,-0.17330367074527253,-0.9100667408231368,2.906674082313682
260309,2025-10-24 08:04:00+00:00,25334.75,Short,260389,2025-10-24 09:24:00+00:00,25374.0,PivotExitShort,-39.25,-80.4,17.5,80,-1.0977753058954394,0.5799221357063403,-1.1038932146829812,0.8913236929922136
260389,2025-10-24 09:24:00+00:00,25374.0,Long,260586,2025-10-24 12:41:00+00:00,25465.0,PivotExitLong,91.0,180.1,281.0,197,0.5799221357063403,5.177363737486096,-0.7250834260289211,5.158509454949944
260586,2025-10-24 12:41:00+00:00,25465.0,Short,260640,2025-10-24 13:35:00+00:00,25490.5,PivotExitShort,-25.5,-52.9,54.5,54,5.177363737486096,-0.006674082313681869,-1.4293659621802002,5.260122358175751
260640,2025-10-24 13:35:00+00:00,25490.5,Long,260656,2025-10-24 13:51:00+00:00,25470.5,PivotExitLong,-20.0,-41.9,69.5,16,-0.006674082313681869,0.9677975528364849,-0.17402669632925472,1.6581757508342603
260656,2025-10-24 13:51:00+00:00,25470.5,Short,260666,2025-10-24 14:01:00+00:00,25521.0,PivotExitShort,-50.5,-102.9,0.0,10,0.9677975528364849,-0.13770856507230256,0.036262513904338156,1.0876529477196886
260666,2025-10-24 14:01:00+00:00,25521.0,Long,260696,2025-10-24 14:31:00+00:00,25475.25,PivotExitLong,-45.75,-93.4,36.5,30,-0.13770856507230256,-1.1732480533926586,-0.9789766407119022,2.217797552836485
260696,2025-10-24 14:31:00+00:00,25475.25,Short,260708,2025-10-24 14:43:00+00:00,25525.5,PivotExitShort,-50.25,-102.4,0.0,12,-1.1732480533926586,-0.6437708565072302,-1.8838153503893216,-0.9789766407119022
260708,2025-10-24 14:43:00+00:00,25525.5,Long,260718,2025-10-24 14:53:00+00:00,25480.25,PivotExitLong,-45.25,-92.4,14.5,10,-0.6437708565072302,0.41668520578420465,-0.9801446051167965,0.7880422691879867
260718,2025-10-24 14:53:00+00:00,25480.25,Short,260739,2025-10-24 15:14:00+00:00,25496.0,PivotExitShort,-15.75,-33.4,66.5,21,0.41668520578420465,-1.0182981090100112,-2.599944382647386,0.5877085650723025
260739,2025-10-24 15:14:00+00:00,25496.0,Long,261022,2025-10-24 19:57:00+00:00,25516.25,PivotExitLong,20.25,38.6,139.5,283,-1.0182981090100112,-1.1443826473859844,-1.460845383759733,3.0218020022246943
261022,2025-10-24 19:57:00+00:00,25516.25,Short,261080,2025-10-24 20:55:00+00:00,25513.75,EodExitShort,2.5,3.1,19.5,57,-1.1443826473859844,-0.2921579532814238,-1.5169632925472747,0.714293659621802
261206,2025-10-27 00:01:00+00:00,25709.25,Long,262460,2025-10-27 20:55:00+00:00,26009.75,EodExitLong,300.5,599.1,603.5,1253,-0.7352614015572859,0.5667408231368187,-1.0127919911012235,2.1636818687430477
262666,2025-10-28 01:21:00+00:00,25966.0,Short,263255,2025-10-28 11:10:00+00:00,25990.75,PivotExitShort,-24.75,-51.4,41.5,589,-0.3652391546162403,0.2756952169076752,-0.7343159065628476,1.0084538375973304
263255,2025-10-28 11:10:00+00:00,25990.75,Long,263401,2025-10-28 13:36:00+00:00,26044.5,PivotExitLong,53.75,105.6,203.0,146,0.2756952169076752,0.5747497219132369,-0.5486095661846496,2.4043381535038932
263401,2025-10-28 13:36:00+00:00,26044.5,Short,263542,2025-10-28 15:57:00+00:00,26055.75,PivotExitShort,-11.25,-24.4,68.0,141,0.5747497219132369,0.507174638487208,-1.5978865406006675,1.2338709677419355
263542,2025-10-28 15:57:00+00:00,26055.75,Long,263776,2025-10-28 19:51:00+00:00,26171.75,PivotExitLong,116.0,230.1,348.0,234,0.507174638487208,-1.4521690767519466,-1.2909343715239154,1.7994994438264738
263776,2025-10-28 19:51:00+00:00,26171.75,Short,263840,2025-10-28 20:55:00+00:00,26175.5,EodExitShort,-3.75,-9.4,37.0,63,-1.4521690767519466,0.17030033370411568,-2.196774193548387,0.4740266963292547
264061,2025-10-29 01:36:00+00:00,26199.0,Long,264503,2025-10-29 08:58:00+00:00,26261.75,PivotExitLong,62.75,123.6,218.0,442,0.5274749721913237,-0.9853170189098999,-1.0547830923248054,1.4585650723025585
264503,2025-10-29 08:58:00+00:00,26261.75,Short,264641,2025-10-29 11:16:00+00:00,26278.0,PivotExitShort,-16.25,-34.4,63.5,138,-0.9853170189098999,0.6667964404894327,-1.199555061179088,1.0037263626251391
264641,2025-10-29 11:16:00+00:00,26278.0,Long,264724,2025-10-29 12:39:00+00:00,26250.75,PivotExitLong,-27.25,-56.4,36.5,83,0.6667964404894327,-1.1988876529477197,-1.1758064516129032,1.1176863181312569
264724,2025-10-29 12:39:00+00:00,26250.75,Short,264798,2025-10-29 13:53:00+00:00,26296.75,PivotExitShort,-46.0,-93.9,6.0,74,-1.1988876529477197,0.6210233592880979,-1.3036707452725251,0.7482758620689656
264798,2025-10-29 13:53:00+00:00,26296.75,Long,264854,2025-10-29 14:49:00+00:00,26271.0,PivotExitLong,-25.75,-53.4,45.0,56,0.6210233592880979,-0.5279199110122358,-0.921412680756396,1.8657953281423805
264854,2025-10-29 14:49:00+00:00,26271.0,Short,264969,2025-10-29 16:44:00+00:00,26255.75,PivotExitShort,15.25,28.6,124.5,115,-0.5279199110122358,0.8432703003337041,-1.7082869855394882,1.6047830923248054
264969,2025-10-29 16:44:00+00:00,26255.75,Long,265081,2025-10-29 18:36:00+00:00,26152.0,PivotExitLong,-103.75,-209.4,42.5,112,0.8432703003337041,-0.5263626251390434,-1.5776974416017797,1.4343159065628477
265081,2025-10-29 18:36:00+00:00,26152.0,Short,265092,2025-10-29 18:47:00+00:00,26134.75,PivotExitShort,17.25,32.6,169.5,11,-0.5263626251390434,-6.856896551724138,-6.533370411568409,-0.013014460511679643
265092,2025-10-29 18:47:00+00:00,26134.75,Long,265093,2025-10-29 18:48:00+00:00,26086.25,PivotExitLong,-48.5,-98.9,0.0,1,-6.856896551724138,-6.7836484983314795,-6.856896551724138,-6.533370411568409
265093,2025-10-29 18:48:00+00:00,26086.25,Short,265096,2025-10-29 18:51:00+00:00,26154.25,PivotExitShort,-68.0,-137.9,0.0,3,-6.7836484983314795,-5.928698553948832,-6.856896551724138,-6.383870967741935
265096,2025-10-29 18:51:00+00:00,26154.25,Long,265108,2025-10-29 19:03:00+00:00,26165.75,PivotExitLong,11.5,21.1,116.5,12,-5.928698553948832,2.1731368186874307,-6.383870967741935,1.4482758620689655
265108,2025-10-29 19:03:00+00:00,26165.75,Short,265111,2025-10-29 19:06:00+00:00,26172.0,PivotExitShort,-6.25,-14.4,88.0,3,2.1731368186874307,3.464627363737486,1.4482758620689655,3.0817575083426028
265111,2025-10-29 19:06:00+00:00,26172.0,Long,265138,2025-10-29 19:33:00+00:00,26179.25,PivotExitLong,7.25,12.6,118.0,27,3.464627363737486,0.7225806451612903,0.43548387096774194,4.114460511679644
265138,2025-10-29 19:33:00+00:00,26179.25,Short,265145,2025-10-29 19:40:00+00:00,26210.5,PivotExitShort,-31.25,-64.4,35.0,7,0.7225806451612903,-0.4279199110122358,-0.5809788654060066,1.2515016685205784
265145,2025-10-29 19:40:00+00:00,26210.5,Long,265169,2025-10-29 20:04:00+00:00,26276.25,PivotExitLong,65.75,129.6,219.5,24,-0.4279199110122358,4.987319243604005,-0.5298665183537263,4.7793659621802
265169,2025-10-29 20:04:00+00:00,26276.25,Short,265170,2025-10-29 20:05:00+00:00,26334.0,PivotExitShort,-57.75,-117.4,0.0,1,4.987319243604005,4.498998887652948,4.709955506117908,4.987319243604005
265170,2025-10-29 20:05:00+00:00,26334.0,Long,265171,2025-10-29 20:06:00+00:00,26241.0,PivotExitLong,-93.0,-187.9,0.0,1,4.498998887652948,3.7712458286985537,4.498998887652948,4.987319243604005
265171,2025-10-29 20:06:00+00:00,26241.0,Short,265180,2025-10-29 20:15:00+00:00,26229.25,PivotExitShort,11.75,21.6,132.5,9,3.7712458286985537,-1.117074527252503,-0.8403781979977754,4.498998887652948
265180,2025-10-29 20:15:00+00:00,26229.25,Long,265188,2025-10-29 20:23:00+00:00,26192.25,PivotExitLong,-37.0,-75.9,42.5,8,-1.117074527252503,-2.5951056729699666,-2.336596218020022,-0.8403781979977754
265188,2025-10-29 20:23:00+00:00,26192.25,Short,265220,2025-10-29 20:55:00+00:00,26229.25,EodExitShort,-37.0,-75.9,0.0,31,-2.5951056729699666,1.1759176863181313,-2.880088987764182,2.3291991101223584
265591,2025-10-30 04:06:00+00:00,26344.25,Short,265606,2025-10-30 04:21:00+00:00,26245.75,PivotExitShort,98.5,195.1,309.0,15,-0.8871523915461624,-7.297330367074527,-7.31384872080089,-0.7447719688542825
265606,2025-10-30 04:21:00+00:00,26245.75,Long,265608,2025-10-30 04:23:00+00:00,26197.75,PivotExitLong,-48.0,-97.9,0.0,2,-7.297330367074527,-7.802002224694105,-7.475750834260289,-7.269466073414906
265608,2025-10-30 04:23:00+00:00,26197.75,Short,265612,2025-10-30 04:27:00+00:00,26196.75,PivotExitShort,1.0,0.10000000000000009,106.0,4,-7.802002224694105,-8.072525027808677,-8.228476084538375,-7.475750834260289
265612,2025-10-30 04:27:00+00:00,26196.75,Long,265624,2025-10-30 04:39:00+00:00,26249.75,PivotExitLong,53.0,104.1,196.5,12,-8.072525027808677,0.016907675194660732,-8.122469410456063,-0.9951056729699667
265624,2025-10-30 04:39:00+00:00,26249.75,Short,265664,2025-10-30 05:19:00+00:00,26253.75,PivotExitShort,-4.0,-9.9,86.5,40,0.016907675194660732,0.7994994438264739,-1.7843715239154616,2.538431590656285
265664,2025-10-30 05:19:00+00:00,26253.75,Long,265693,2025-10-30 05:48:00+00:00,26265.5,PivotExitLong,11.75,21.6,129.5,29,0.7994994438264739,0.9656284760845384,0.7457730812013348,2.9194660734149056
265693,2025-10-30 05:48:00+00:00,26265.5,Short,265777,2025-10-30 07:12:00+00:00,26245.75,PivotExitShort,19.75,37.6,133.0,84,0.9656284760845384,-0.875250278086763,-2.4413793103448276,1.3441045606229143
265777,2025-10-30 07:12:00+00:00,26245.75,Long,265791,2025-10-30 07:26:00+00:00,26237.25,PivotExitLong,-8.5,-18.9,74.0,14,-0.875250278086763,1.8223025583982202,-1.0476084538375974,1.8837041156840935
265791,2025-10-30 07:26:00+00:00,26237.25,Short,265822,2025-10-30 07:57:00+00:00,26281.5,PivotExitShort,-44.25,-90.4,2.0,31,1.8223025583982202,1.260011123470523,-1.1013904338153504,1.8630700778642937
265822,2025-10-30 07:57:00+00:00,26281.5,Long,265840,2025-10-30 08:15:00+00:00,26238.5,PivotExitLong,-43.0,-87.9,13.0,18,1.260011123470523,-0.7062291434927698,-0.49744160177975527,1.4372080088987764
265840,2025-10-30 08:15:00+00:00,26238.5,Short,265892,2025-10-30 09:07:00+00:00,26286.25,PivotExitShort,-47.75,-97.4,0.0,52,-0.7062291434927698,0.48014460511679646,-1.3506117908787543,1.017408231368187
265892,2025-10-30 09:07:00+00:00,26286.25,Long,265908,2025-10-30 09:23:00+00:00,26234.75,PivotExitLong,-51.5,-104.9,5.5,16,0.48014460511679646,-1.1185205784204673,-0.8041156840934371,0.4888209121245829
265908,2025-10-30 09:23:00+00:00,26234.75,Short,266013,2025-10-30 11:08:00+00:00,26244.75,PivotExitShort,-10.0,-21.9,73.0,105,-1.1185205784204673,0.36829810901001114,-1.914349276974416,0.9619577308120133
