**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

regime,regime_idx,z_thr,r_thr,n,mean_fwd30,mean_mfe60
UP_SMOOTH,1,2.2,0.4,130,0.06538461538461539,47.776923076923076
UP_SMOOTH,1,2.2,0.45,127,-0.1377952755905512,47.60236220472441
UP_SMOOTH,1,2.2,0.5,125,0.156,47.936
UP_SMOOTH,1,2.2,0.55,122,-0.47540983606557374,47.77049180327869
UP_SMOOTH,1,2.2,0.6,116,-0.125,46.44827586206897
UP_SMOOTH,1,2.2,0.65,104,2.6009615384615383,47.22115384615385
UP_SMOOTH,1,2.2,0.7,89,3.99438202247191,49.550561797752806
UP_CHOPPY,2,1.0,0.4,4815,1.1413291796469367,81.69854620976116
UP_CHOPPY,2,1.0,0.45,4813,1.1339081653854146,81.70818616247662
UP_CHOPPY,2,1.0,0.5,4807,1.1259621385479508,81.62242562929062
UP_CHOPPY,2,1.0,0.55,4798,1.2008128386827845,81.701438099208
UP_CHOPPY,2,1.0,0.6,4784,1.145066889632107,81.71634615384616
UP_CHOPPY,2,1.0,0.65,4760,1.166701680672269,81.80451680672269
UP_CHOPPY,2,1.0,0.7,4733,1.2843862243819988,81.857806887809
UP_CHOPPY,2,1.2,0.4,3609,2.07190357439734,82.7597672485453
UP_CHOPPY,2,1.2,0.45,3607,2.0625173274189077,82.7732187413363
UP_CHOPPY,2,1.2,0.5,3601,2.0534573729519576,82.66051096917523
UP_CHOPPY,2,1.2,0.55,3592,2.1557628062360803,82.76865256124722
UP_CHOPPY,2,1.2,0.6,3578,2.0849636668529903,82.79276131917273
UP_CHOPPY,2,1.2,0.65,3554,2.120287000562746,82.91812042768711
UP_CHOPPY,2,1.2,0.7,3527,2.2855117663736886,82.99815707400057
UP_CHOPPY,2,1.4,0.4,2575,1.3172815533980582,81.30718446601942
UP_CHOPPY,2,1.4,0.45,2573,1.3035367275553829,81.32491255343956
UP_CHOPPY,2,1.4,0.5,2567,1.2890533696922477,81.16342033502143
UP_CHOPPY,2,1.4,0.55,2558,1.4300234558248632,81.31000781860828
UP_CHOPPY,2,1.4,0.6,2544,1.3264544025157232,81.33588836477988
UP_CHOPPY,2,1.4,0.65,2520,1.369047619047619,81.49880952380953
UP_CHOPPY,2,1.4,0.7,2493,1.5946650621740874,81.59667067789812
UP_CHOPPY,2,1.6,0.4,1717,-2.1243447874199184,79.3511939429237
UP_CHOPPY,2,1.6,0.45,1715,-2.1489795918367345,79.37551020408164
UP_CHOPPY,2,1.6,0.5,1709,-2.1828554710356936,79.12609713282622
UP_CHOPPY,2,1.6,0.55,1700,-1.9891176470588234,79.33588235294117
UP_CHOPPY,2,1.6,0.6,1686,-2.1737841043890866,79.35854092526691
UP_CHOPPY,2,1.6,0.65,1662,-2.1597472924187726,79.57701564380265
UP_CHOPPY,2,1.6,0.7,1635,-1.874006116207951,79.69449541284403
UP_CHOPPY,2,1.8,0.4,1045,0.6363636363636364,79.84545454545454
UP_CHOPPY,2,1.8,0.45,1043,0.6011505273250239,79.88638542665389
UP_CHOPPY,2,1.8,0.5,1037,0.5612343297974928,79.47830279652845
UP_CHOPPY,2,1.8,0.55,1028,0.9056420233463035,79.82830739299611
UP_CHOPPY,2,1.8,0.6,1014,0.638560157790927,79.87278106508876
UP_CHOPPY,2,1.8,0.65,990,0.7303030303030303,80.2520202020202
UP_CHOPPY,2,1.8,0.7,963,1.2964693665628244,80.47040498442368
UP_CHOPPY,2,2.0,0.4,561,-4.016042780748663,80.22549019607843
UP_CHOPPY,2,2.0,0.45,559,-4.098389982110913,80.30322003577818
UP_CHOPPY,2,2.0,0.5,553,-4.224231464737794,79.54249547920433
UP_CHOPPY,2,2.0,0.55,544,-3.6525735294117645,80.20496323529412
UP_CHOPPY,2,2.0,0.6,530,-4.283962264150944,80.3
UP_CHOPPY,2,2.0,0.65,506,-4.33794466403162,81.06225296442688
UP_CHOPPY,2,2.0,0.7,479,-3.4853862212943634,81.54697286012527
UP_CHOPPY,2,2.2,0.4,257,-13.972762645914397,72.70817120622569
UP_CHOPPY,2,2.2,0.45,255,-14.231372549019607,72.81960784313725
UP_CHOPPY,2,2.2,0.5,249,-14.755020080321286,70.94979919678715
UP_CHOPPY,2,2.2,0.55,240,-13.854166666666666,72.12916666666666
UP_CHOPPY,2,2.2,0.6,226,-15.966814159292035,71.85176991150442
UP_CHOPPY,2,2.2,0.65,202,-17.49009900990099,72.75742574257426
UP_CHOPPY,2,2.2,0.7,175,-17.185714285714287,72.80285714285715
UP_CHOPPY,2,2.5,0.4,69,-1.0,75.97101449275362
UP_CHOPPY,2,2.5,0.45,67,-1.5970149253731343,76.49253731343283
UP_CHOPPY,2,2.5,0.5,61,-2.4918032786885247,69.22131147540983
UP_CHOPPY,2,2.5,0.55,52,3.7884615384615383,74.36538461538461
DOWN_SMOOTH,3,1.0,0.4,973,1.2898252826310381,78.04779033915725
DOWN_SMOOTH,3,1.0,0.45,973,1.2898252826310381,78.04779033915725
DOWN_SMOOTH,3,1.0,0.5,970,1.354639175257732,78.1840206185567
DOWN_SMOOTH,3,1.0,0.55,967,1.2440537745604965,78.12150982419855
DOWN_SMOOTH,3,1.0,0.6,964,0.8184647302904564,77.83817427385893
DOWN_SMOOTH,3,1.0,0.65,963,0.7881619937694704,77.85462097611631
DOWN_SMOOTH,3,1.0,0.7,956,0.7604602510460251,77.61872384937239
DOWN_SMOOTH,3,1.2,0.4,727,0.951856946354883,80.62654745529574
DOWN_SMOOTH,3,1.2,0.45,727,0.951856946354883,80.62654745529574
DOWN_SMOOTH,3,1.2,0.5,724,1.037292817679558,80.81975138121547
DOWN_SMOOTH,3,1.2,0.55,721,0.8876560332871013,80.74687933425797
DOWN_SMOOTH,3,1.2,0.6,718,0.3147632311977716,80.37743732590529
DOWN_SMOOTH,3,1.2,0.65,717,0.2733612273361227,80.40306834030683
DOWN_SMOOTH,3,1.2,0.7,710,0.23098591549295774,80.11056338028169
DOWN_SMOOTH,3,1.4,0.4,497,3.9839034205231387,83.35311871227364
DOWN_SMOOTH,3,1.4,0.45,497,3.9839034205231387,83.35311871227364
DOWN_SMOOTH,3,1.4,0.5,494,4.127530364372469,83.65283400809717
DOWN_SMOOTH,3,1.4,0.55,491,3.9266802443991855,83.56313645621181
DOWN_SMOOTH,3,1.4,0.6,488,3.1024590163934427,83.03688524590164
DOWN_SMOOTH,3,1.4,0.65,487,3.047227926078029,83.08008213552361
DOWN_SMOOTH,3,1.4,0.7,480,3.025,82.68645833333333
DOWN_SMOOTH,3,1.6,0.4,321,6.0,88.0576323987539
DOWN_SMOOTH,3,1.6,0.45,321,6.0,88.0576323987539
DOWN_SMOOTH,3,1.6,0.5,318,6.2421383647798745,88.56761006289308
DOWN_SMOOTH,3,1.6,0.55,315,5.949206349206349,88.47460317460317
DOWN_SMOOTH,3,1.6,0.6,312,4.67948717948718,87.69871794871794
DOWN_SMOOTH,3,1.6,0.65,311,4.598070739549839,87.78135048231512
DOWN_SMOOTH,3,1.6,0.7,304,4.598684210526316,87.26809210526316
DOWN_SMOOTH,3,1.8,0.4,193,13.818652849740932,98.31347150259067
DOWN_SMOOTH,3,1.8,0.45,193,13.818652849740932,98.31347150259067
DOWN_SMOOTH,3,1.8,0.5,190,14.347368421052632,99.32894736842105
DOWN_SMOOTH,3,1.8,0.55,187,13.983957219251337,99.34491978609626
DOWN_SMOOTH,3,1.8,0.6,184,11.96195652173913,98.20652173913044
DOWN_SMOOTH,3,1.8,0.65,183,11.863387978142077,98.40437158469945
DOWN_SMOOTH,3,1.8,0.7,176,12.153409090909092,97.9403409090909
DOWN_SMOOTH,3,2.0,0.4,111,16.90990990990991,100.00450450450451
DOWN_SMOOTH,3,2.0,0.45,111,16.90990990990991,100.00450450450451
DOWN_SMOOTH,3,2.0,0.5,108,17.925925925925927,101.83796296296296
DOWN_SMOOTH,3,2.0,0.55,105,17.38095238095238,101.93809523809524
DOWN_SMOOTH,3,2.0,0.6,102,13.833333333333334,99.96078431372548
DOWN_SMOOTH,3,2.0,0.65,101,13.673267326732674,100.33663366336634
DOWN_SMOOTH,3,2.0,0.7,94,14.351063829787234,99.61170212765957
DOWN_SMOOTH,3,2.2,0.4,62,30.612903225806452,111.45967741935483
DOWN_SMOOTH,3,2.2,0.45,62,30.612903225806452,111.45967741935483
DOWN_SMOOTH,3,2.2,0.5,59,33.16949152542373,115.39830508474576
DOWN_SMOOTH,3,2.2,0.55,56,32.964285714285715,116.3125
DOWN_SMOOTH,3,2.2,0.6,53,27.0188679245283,113.32075471698113
DOWN_SMOOTH,3,2.2,0.65,52,26.96153846153846,114.3076923076923
DOWN_CHOPPY,4,1.0,0.4,3352,0.0331145584725537,113.55668257756564
DOWN_CHOPPY,4,1.0,0.45,3348,0.043309438470728795,113.5413679808841
DOWN_CHOPPY,4,1.0,0.5,3343,-0.06670655100209393,113.55489081663177
DOWN_CHOPPY,4,1.0,0.55,3336,-0.17476019184652278,113.47437050359713
DOWN_CHOPPY,4,1.0,0.6,3329,-0.13878041453890058,113.57254430759988
DOWN_CHOPPY,4,1.0,0.65,3323,-0.05582305145952453,113.60984050556726
DOWN_CHOPPY,4,1.0,0.7,3292,0.14185905224787362,113.86725394896719
DOWN_CHOPPY,4,1.2,0.4,2502,-0.7647881694644284,111.56494804156675
DOWN_CHOPPY,4,1.2,0.45,2498,-0.7524019215372297,111.5412329863891
DOWN_CHOPPY,4,1.2,0.5,2493,-0.9015242679502607,111.55535499398316
DOWN_CHOPPY,4,1.2,0.55,2486,-1.0488736926790023,111.44167337087691
DOWN_CHOPPY,4,1.2,0.6,2479,-1.0030254134731746,111.56776926179911
DOWN_CHOPPY,4,1.2,0.65,2473,-0.8936514355034372,111.61302062272543
DOWN_CHOPPY,4,1.2,0.7,2442,-0.6377968877968878,111.93468468468468
DOWN_CHOPPY,4,1.4,0.4,1761,-2.173480976717774,110.08347529812606
DOWN_CHOPPY,4,1.4,0.45,1757,-2.15907797381901,110.0463858850313
DOWN_CHOPPY,4,1.4,0.5,1752,-2.3752853881278537,110.06221461187215
DOWN_CHOPPY,4,1.4,0.55,1745,-2.5911174785100286,109.89426934097422
DOWN_CHOPPY,4,1.4,0.6,1738,-2.531933256616801,110.06789413118527
DOWN_CHOPPY,4,1.4,0.65,1732,-2.3810623556581985,110.12730946882218
DOWN_CHOPPY,4,1.4,0.7,1701,-2.0408583186360962,110.56202233980012
DOWN_CHOPPY,4,1.6,0.4,1124,-4.100978647686833,108.54048042704626
DOWN_CHOPPY,4,1.6,0.45,1120,-4.085267857142857,108.47678571428571
DOWN_CHOPPY,4,1.6,0.5,1115,-4.433632286995516,108.49461883408071
DOWN_CHOPPY,4,1.6,0.55,1108,-4.786552346570397,108.2202166064982
DOWN_CHOPPY,4,1.6,0.6,1101,-4.70708446866485,108.48365122615805
DOWN_CHOPPY,4,1.6,0.65,1095,-4.480365296803653,108.5689497716895
DOWN_CHOPPY,4,1.6,0.7,1064,-3.9976503759398496,109.21851503759399
DOWN_CHOPPY,4,1.8,0.4,668,-2.7223053892215567,108.19011976047904
DOWN_CHOPPY,4,1.8,0.45,664,-2.6875,108.08057228915662
DOWN_CHOPPY,4,1.8,0.5,659,-3.2663125948406675,108.10773899848255
DOWN_CHOPPY,4,1.8,0.55,652,-3.853527607361963,107.6372699386503
DOWN_CHOPPY,4,1.8,0.6,645,-3.7077519379844963,108.08062015503876
DOWN_CHOPPY,4,1.8,0.65,639,-3.3098591549295775,108.22300469483568
DOWN_CHOPPY,4,1.8,0.7,608,-2.4054276315789473,109.34210526315789
DOWN_CHOPPY,4,2.0,0.4,375,-0.30133333333333334,107.46533333333333
DOWN_CHOPPY,4,2.0,0.45,371,-0.21293800539083557,107.26145552560646
DOWN_CHOPPY,4,2.0,0.5,366,-1.221311475409836,107.29918032786885
DOWN_CHOPPY,4,2.0,0.55,359,-2.247910863509749,106.42896935933148
DOWN_CHOPPY,4,2.0,0.6,352,-1.9488636363636365,107.21732954545455
DOWN_CHOPPY,4,2.0,0.65,346,-1.1835260115606936,107.46531791907515
DOWN_CHOPPY,4,2.0,0.7,315,0.7714285714285715,109.55079365079365
DOWN_CHOPPY,4,2.2,0.4,175,2.9685714285714284,106.85428571428571
DOWN_CHOPPY,4,2.2,0.45,171,3.236842105263158,106.39766081871345
DOWN_CHOPPY,4,2.2,0.5,166,1.1174698795180722,106.45481927710843
DOWN_CHOPPY,4,2.2,0.55,159,-1.0974842767295598,104.45283018867924
DOWN_CHOPPY,4,2.2,0.6,152,-0.3519736842105263,106.1875
DOWN_CHOPPY,4,2.2,0.65,146,1.5273972602739727,106.73287671232876
DOWN_CHOPPY,4,2.2,0.7,115,7.613043478260869,112.24782608695652
FLAT_SMOOTH,5,1.0,0.4,13582,0.001104402886172876,62.78913267560006
FLAT_SMOOTH,5,1.0,0.45,13568,0.01658313679245283,62.80582989386792
FLAT_SMOOTH,5,1.0,0.5,13549,0.016827810170492286,62.82179496641819
FLAT_SMOOTH,5,1.0,0.55,13506,0.03187472234562417,62.870650081445284
FLAT_SMOOTH,5,1.0,0.6,13466,0.05914896777068172,62.873941779296004
FLAT_SMOOTH,5,1.0,0.65,13404,0.06979259922411221,62.88096836765145
FLAT_SMOOTH,5,1.0,0.7,13294,0.07394313224010832,62.83891229125921
FLAT_SMOOTH,5,1.2,0.4,10261,-0.16791735698275023,63.47592827209824
FLAT_SMOOTH,5,1.2,0.45,10247,-0.14765297160144433,63.498975309846784
FLAT_SMOOTH,5,1.2,0.5,10228,-0.1476339460305045,63.52141181071568
FLAT_SMOOTH,5,1.2,0.55,10185,-0.12837506136475207,63.589150711831124
FLAT_SMOOTH,5,1.2,0.6,10145,-0.09280433711187777,63.59635288319369
FLAT_SMOOTH,5,1.2,0.65,10083,-0.07958940791431121,63.61013587226024
FLAT_SMOOTH,5,1.2,0.7,9973,-0.07570440188508974,63.56211771783816
FLAT_SMOOTH,5,1.4,0.4,7332,-1.6174986361156574,62.393139661756685
FLAT_SMOOTH,5,1.4,0.45,7318,-1.5918966930855425,62.42333971030336
FLAT_SMOOTH,5,1.4,0.5,7299,-1.5956295382929169,62.451979723249764
FLAT_SMOOTH,5,1.4,0.55,7256,-1.5771775082690187,62.54072491730981
FLAT_SMOOTH,5,1.4,0.6,7216,-1.53519955654102,62.545038802660756
FLAT_SMOOTH,5,1.4,0.65,7154,-1.5290746435560525,62.55535364830864
FLAT_SMOOTH,5,1.4,0.7,7044,-1.5462095400340716,62.47089721749006
FLAT_SMOOTH,5,1.6,0.4,4977,-2.9335945348603576,61.92696403455897
FLAT_SMOOTH,5,1.6,0.45,4963,-2.899556719725972,61.97017932701995
FLAT_SMOOTH,5,1.6,0.5,4944,-2.9100930420711975,62.01072006472492
FLAT_SMOOTH,5,1.6,0.55,4901,-2.8943072842277084,62.13823709447052
FLAT_SMOOTH,5,1.6,0.6,4861,-2.842830693272989,62.141328944661595
FLAT_SMOOTH,5,1.6,0.65,4799,-2.8505938737236924,62.15148989372786
FLAT_SMOOTH,5,1.6,0.7,4689,-2.9073363190445725,62.015141821283855
FLAT_SMOOTH,5,1.8,0.4,3138,-3.245538559592097,61.36392606755896
FLAT_SMOOTH,5,1.8,0.45,3124,-3.1928617157490398,61.4300576184379
FLAT_SMOOTH,5,1.8,0.5,3105,-3.2114331723027374,61.49130434782609
FLAT_SMOOTH,5,1.8,0.55,3062,-3.190398432397126,61.688112344872636
FLAT_SMOOTH,5,1.8,0.6,3022,-3.1115155526141627,61.68712772998015
FLAT_SMOOTH,5,1.8,0.65,2960,-3.1297297297297297,61.694087837837834
FLAT_SMOOTH,5,1.8,0.7,2850,-3.233859649122807,61.4521052631579
FLAT_SMOOTH,5,2.0,0.4,1795,-4.391643454038997,60.540389972144844
FLAT_SMOOTH,5,2.0,0.45,1781,-4.308253790005615,60.64991577765301
FLAT_SMOOTH,5,2.0,0.5,1762,-4.353007945516459,60.749432463110104
FLAT_SMOOTH,5,2.0,0.55,1719,-4.344095404304828,61.081442699243745
FLAT_SMOOTH,5,2.0,0.6,1679,-4.229600952948183,61.06521739130435
FLAT_SMOOTH,5,2.0,0.65,1617,-4.305813234384663,61.05411255411256
FLAT_SMOOTH,5,2.0,0.7,1507,-4.588586595885866,60.54976775049768
FLAT_SMOOTH,5,2.2,0.4,929,-4.450484391819161,60.6270182992465
FLAT_SMOOTH,5,2.2,0.45,915,-4.289071038251366,60.84153005464481
FLAT_SMOOTH,5,2.2,0.5,896,-4.376674107142857,61.041294642857146
FLAT_SMOOTH,5,2.2,0.55,853,-4.359906213364596,61.725087924970694
FLAT_SMOOTH,5,2.2,0.6,813,-4.124231242312423,61.723247232472325
FLAT_SMOOTH,5,2.2,0.65,751,-4.279627163781624,61.753661784287615
FLAT_SMOOTH,5,2.2,0.7,641,-4.9399375975039,60.68798751950078
FLAT_SMOOTH,5,2.5,0.4,221,-5.221719457013575,57.64932126696833
FLAT_SMOOTH,5,2.5,0.45,207,-4.5603864734299515,58.39613526570049
FLAT_SMOOTH,5,2.5,0.5,188,-5.00531914893617,59.101063829787236
FLAT_SMOOTH,5,2.5,0.55,145,-5.093103448275862,62.54827586206896
FLAT_SMOOTH,5,2.5,0.6,105,-3.5476190476190474,62.84761904761905
FLAT_CHOPPY,6,1.0,0.4,8510,-0.23225616921269096,90.3822561692127
FLAT_CHOPPY,6,1.0,0.45,8500,-0.20311764705882354,90.40182352941177
FLAT_CHOPPY,6,1.0,0.5,8489,-0.15231476027800683,90.4456944280834
FLAT_CHOPPY,6,1.0,0.55,8475,-0.18253687315634218,90.47097345132744
FLAT_CHOPPY,6,1.0,0.6,8451,-0.2238788309075849,90.43515560288724
FLAT_CHOPPY,6,1.0,0.65,8419,-0.15150255374747595,90.43366195510156
FLAT_CHOPPY,6,1.0,0.7,8355,-0.10263315380011968,90.56780371035308
FLAT_CHOPPY,6,1.2,0.4,6460,-0.3623065015479876,90.50843653250774
FLAT_CHOPPY,6,1.2,0.45,6450,-0.32410852713178295,90.53441860465117
FLAT_CHOPPY,6,1.2,0.5,6439,-0.2573380959776363,90.592483304861
FLAT_CHOPPY,6,1.2,0.55,6425,-0.29743190661478597,90.62614785992218
FLAT_CHOPPY,6,1.2,0.6,6401,-0.35244493047961256,90.57944071238869
FLAT_CHOPPY,6,1.2,0.65,6369,-0.2574187470560528,90.578191238813
FLAT_CHOPPY,6,1.2,0.7,6305,-0.19373513084853292,90.75741475019825
FLAT_CHOPPY,6,1.4,0.4,4613,0.6440494255365272,91.25146325601561
FLAT_CHOPPY,6,1.4,0.45,4603,0.6997610254182055,91.28948511840105
FLAT_CHOPPY,6,1.4,0.5,4592,0.7958405923344948,91.37271341463415
FLAT_CHOPPY,6,1.4,0.55,4578,0.7427916120576671,91.42234600262123
FLAT_CHOPPY,6,1.4,0.6,4554,0.6709486166007905,91.360891523935
FLAT_CHOPPY,6,1.4,0.65,4522,0.8120300751879699,91.36466165413533
FLAT_CHOPPY,6,1.4,0.7,4458,0.9174517720951099,91.62943023777478
FLAT_CHOPPY,6,1.6,0.4,3098,0.3868624919302776,90.13524854744996
FLAT_CHOPPY,6,1.6,0.45,3088,0.4690738341968912,90.18830958549223
FLAT_CHOPPY,6,1.6,0.5,3077,0.6116347091322717,90.30857978550536
FLAT_CHOPPY,6,1.6,0.55,3063,0.5315050603983024,90.37789748612471
FLAT_CHOPPY,6,1.6,0.6,3039,0.4221783481408358,90.27755840737085
FLAT_CHOPPY,6,1.6,0.65,3007,0.6316927169936815,90.271699368141
FLAT_CHOPPY,6,1.6,0.7,2943,0.7874617737003058,90.64899762147469
FLAT_CHOPPY,6,1.8,0.4,1886,-0.09623541887592789,90.42417815482503
FLAT_CHOPPY,6,1.8,0.45,1876,0.0365138592750533,90.51305970149254
FLAT_CHOPPY,6,1.8,0.5,1865,0.26916890080428957,90.71340482573727
FLAT_CHOPPY,6,1.8,0.55,1851,0.13398163155051324,90.83117233927607
FLAT_CHOPPY,6,1.8,0.6,1827,-0.05309250136836344,90.67022441160373
FLAT_CHOPPY,6,1.8,0.65,1795,0.2894150417827298,90.66740947075209
FLAT_CHOPPY,6,1.8,0.7,1731,0.5415944540727903,91.32351242056615
FLAT_CHOPPY,6,2.0,0.4,1073,-3.3956197576887233,86.98275862068965
FLAT_CHOPPY,6,2.0,0.45,1063,-3.1923800564440263,87.10724365004704
FLAT_CHOPPY,6,2.0,0.5,1052,-2.8136882129277567,87.42680608365019
FLAT_CHOPPY,6,2.0,0.55,1038,-3.096339113680154,87.59248554913295
FLAT_CHOPPY,6,2.0,0.6,1014,-3.509861932938856,87.2258382642998
FLAT_CHOPPY,6,2.0,0.65,982,-2.996435845213849,87.10845213849286
FLAT_CHOPPY,6,2.0,0.7,918,-2.75,88.0974945533769
FLAT_CHOPPY,6,2.2,0.4,512,-4.056640625,83.4287109375
FLAT_CHOPPY,6,2.2,0.45,502,-3.639442231075697,83.62151394422311
FLAT_CHOPPY,6,2.2,0.5,491,-2.8380855397148674,84.22810590631364
FLAT_CHOPPY,6,2.2,0.55,477,-3.4538784067085953,84.49475890985325
FLAT_CHOPPY,6,2.2,0.6,453,-4.398454746136865,83.50993377483444
FLAT_CHOPPY,6,2.2,0.65,421,-3.2684085510688834,82.95368171021377
FLAT_CHOPPY,6,2.2,0.7,357,-2.683473389355742,84.75210084033614
FLAT_CHOPPY,6,2.5,0.4,118,-6.703389830508475,80.13135593220339
FLAT_CHOPPY,6,2.5,0.45,108,-5.0092592592592595,80.72222222222223
FLAT_CHOPPY,6,2.5,0.5,97,-1.1082474226804124,83.4639175257732
FLAT_CHOPPY,6,2.5,0.55,83,-4.355421686746988,84.86746987951807
FLAT_CHOPPY,6,2.5,0.6,59,-11.974576271186441,77.45762711864407
