day,idx,parent_chain,shape,parent_shape,length_min,subshape_id
2025_12_11,4,4/2/0/3,NOISE,STEEP_LINEAR_DOWN,0.17,0
2025_08_14,4,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_01_06,2,2/4/2/2,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_01_27,3,2/2/2/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2026_02_06,2,3/6/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_04_24,0,4/6/0/3,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_06_13,1,2/8/0/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_03_10,0,3/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_01_16,0,1/8/3/1,NOISE,STEEP_LINEAR_DOWN,2.78,0
2026_01_06,0,3/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_02_10,6,4/2/2/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_01_10,2,2/1/4/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_03_12,0,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_01_13,11,6/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_02_11,1,2/0/6/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_05,2,5/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.93,0
2026_03_02,3,1/1/6/2,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_10_03,0,5/2/0/2,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_07_24,10,2/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_11_25,3,6/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_05_16,4,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,0.75,0
2026_01_09,3,7/3/1/1,NOISE,STEEP_LINEAR_DOWN,3.67,0
2025_12_01,4,2/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.92,0
2026_02_23,3,3/2/1/0,NOISE,STEEP_LINEAR_DOWN,0.5,0
2025_08_04,4,1/5/1/1,NOISE,STEEP_LINEAR_DOWN,4.5,0
2026_01_05,2,1/11/0/2,NOISE,STEEP_LINEAR_DOWN,3.67,0
2025_08_22,8,4/2/1/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_20,5,5/2/0/4,NOISE,STEEP_LINEAR_DOWN,1.02,0
2026_01_19,7,3/4/0/1,NOISE,STEEP_LINEAR_DOWN,1.8,0
2025_01_13,0,1/3/1/5,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_24,0,6/2/0/4,NOISE,STEEP_LINEAR_DOWN,2.42,0
2026_01_30,0,2/0/2/5,NOISE,STEEP_LINEAR_DOWN,3.25,0
2026_03_11,0,5/3/0/1,NOISE,STEEP_LINEAR_DOWN,2.67,0
2026_02_06,0,3/2/2/7,NOISE,STEEP_LINEAR_DOWN,1.35,0
2025_02_25,3,5/0/0/4,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_08_08,0,4/4/5/1,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_10_07,3,4/4/0/3,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_04_04,2,3/2/1/1,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_01_29,3,3/1/1/4,NOISE,STEEP_LINEAR_DOWN,1.28,0
2025_07_11,7,3/0/0/1,NOISE,STEEP_LINEAR_DOWN,0.58,0
2025_02_21,0,3/2/1/6,NOISE,STEEP_LINEAR_DOWN,3.42,0
2026_03_13,3,2/0/13/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_01_22,2,3/2/2/0,NOISE,STEEP_LINEAR_DOWN,0.75,0
2026_02_23,6,3/2/4/4,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_05_28,0,6/2/3/1,NOISE,STEEP_LINEAR_DOWN,4.5,0
2025_02_04,0,3/3/0/4,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_03_03,0,3/1/1/3,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_01_30,0,7/4/1/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_02_24,4,5/1/0/4,NOISE,STEEP_LINEAR_DOWN,0.17,0
2025_11_26,2,4/4/0/3,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_06_11,0,1/1/2/5,NOISE,STEEP_LINEAR_DOWN,5.75,0
2026_02_27,11,5/3/1/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_19,0,6/3/0/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_01_16,0,3/5/2/3,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_01_02,0,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_09_15,2,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,6.5,0
2025_07_01,0,2/0/3/0,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_04_04,3,3/3/1/0,NOISE,STEEP_LINEAR_DOWN,0.67,0
2026_02_16,11,4/5/2/3,NOISE,STEEP_LINEAR_DOWN,2.08,0
2026_01_21,0,4/5/0/3,NOISE,STEEP_LINEAR_DOWN,2.92,0
2026_03_06,0,1/2/8/1,NOISE,STEEP_LINEAR_DOWN,1.48,0
2025_04_29,2,5/5/4/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_02_26,2,4/2/0/2,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_10_15,0,2/1/1/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_07_09,3,5/2/1/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_28,2,6/0/2/1,NOISE,STEEP_LINEAR_DOWN,1.83,0
2026_01_13,2,6/1/0/1,NOISE,STEEP_LINEAR_DOWN,3.58,0
2025_02_26,4,4/2/0/2,NOISE,STEEP_LINEAR_DOWN,4.33,0
2025_05_07,0,9/3/2/4,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_09_01,1,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_03_04,0,3/9/5/1,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_03_09,0,1/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_09_16,1,2/2/8/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_03,5,7/5/1/3,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_06_02,1,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,4.17,0
2026_01_28,0,7/1/2/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_12_12,5,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,2.15,0
2025_03_18,0,5/0/3/0,NOISE,STEEP_LINEAR_DOWN,3.0,0
2026_02_24,7,3/1/1/2,NOISE,STEEP_LINEAR_DOWN,2.67,0
2026_02_04,0,6/0/2/3,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_10_31,6,9/2/2/1,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_03_13,3,3/4/0/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_02_09,9,2/4/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_08_05,0,5/0/1/1,NOISE,STEEP_LINEAR_DOWN,9.33,0
2025_10_30,2,8/7/3/1,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_05_09,4,4/2/3/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_02_04,5,1/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_01_22,5,7/0/3/2,NOISE,STEEP_LINEAR_DOWN,2.58,0
2026_02_11,2,4/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_01_27,4,1/2/10/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_22,1,3/2/2/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_02_11,0,4/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_08_19,2,3/6/1/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_27,3,2/6/3/0,NOISE,STEEP_LINEAR_DOWN,3.58,0
2026_01_15,0,3/6/4/3,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_01_23,0,0/0/2/0,NOISE,STEEP_LINEAR_DOWN,6.83,0
2025_04_21,0,5/4/2/4,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_16,0,1/0/0/1,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_07_28,1,7/0/3/0,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_08_27,0,0/0/1/5,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_01_21,0,6/1/1/5,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_05_20,0,1/0/10/1,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_02_10,4,4/6/4/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_11_19,2,5/1/2/2,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_11_13,5,6/6/0/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_05_01,0,2/0/0/9,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_12_16,0,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_09_02,9,3/2/0/4,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_08_25,4,3/2/1/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_15,0,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,6.0,0
2026_02_05,5,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_01_16,0,1/4/4/5,NOISE,STEEP_LINEAR_DOWN,5.75,0
2025_09_18,0,3/0/3/0,NOISE,STEEP_LINEAR_DOWN,7.08,0
2025_01_24,0,2/2/0/1,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_11_06,4,6/0/2/2,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_02_23,0,1/3/3/4,NOISE,STEEP_LINEAR_DOWN,1.27,0
2025_05_16,3,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,4.33,0
2026_02_04,0,1/0/1/3,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_04_22,0,5/2/0/3,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_02_04,2,1/0/1/3,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_05_14,4,6/0/2/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_10_21,0,3/1/7/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_08_19,2,2/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_10_01,0,2/1/2/0,NOISE,STEEP_LINEAR_DOWN,4.17,0
2025_06_03,0,0/0/0/1,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_08_07,0,0/1/6/0,NOISE,STEEP_LINEAR_DOWN,3.5,0
2026_02_23,0,1/3/2/0,NOISE,STEEP_LINEAR_DOWN,5.1,0
2025_05_14,2,7/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_11_21,1,2/0/0/8,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_03_18,2,4/2/0/1,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_04_03,0,1/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_04_17,1,1/4/0/1,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_06_10,9,1/1/4/0,NOISE,STEEP_LINEAR_DOWN,3.75,0
2026_02_11,4,3/2/1/3,NOISE,STEEP_LINEAR_DOWN,0.58,0
2026_02_20,3,5/2/0/4,NOISE,STEEP_LINEAR_DOWN,1.03,0
2025_02_06,0,0/0/4/0,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_05_07,8,9/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2026_02_20,2,3/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.22,0
2025_03_04,0,0/2/0/0,NOISE,STEEP_LINEAR_DOWN,3.92,0
2025_08_19,0,3/9/0/0,NOISE,STEEP_LINEAR_DOWN,4.25,0
2025_01_06,0,2/4/2/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_09_02,3,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,5.33,0
2026_03_10,2,6/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_03_09,2,1/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_06_10,4,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_08_26,0,6/0/3/3,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_02_18,4,4/1/4/1,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_08_14,2,3/1/1/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2026_02_24,0,1/2/0/0,NOISE,STEEP_LINEAR_DOWN,4.08,0
2025_11_21,1,9/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2026_02_19,0,4/1/1/1,NOISE,STEEP_LINEAR_DOWN,5.0,0
2025_10_02,0,1/4/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_01,1,2/10/3/3,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_05_09,0,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_10_26,0,0/2/0/1,NOISE,STEEP_LINEAR_DOWN,4.33,0
2025_07_25,2,7/0/0/4,NOISE,STEEP_LINEAR_DOWN,0.58,0
2026_01_29,0,3/0/2/1,NOISE,STEEP_LINEAR_DOWN,0.97,0
2025_09_03,2,4/2/2/1,NOISE,STEEP_LINEAR_DOWN,3.83,0
2025_11_11,3,3/3/8/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_05_19,1,1/0/1/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_01_24,2,2/2/0/1,NOISE,STEEP_LINEAR_DOWN,3.75,0
2025_02_28,0,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_05_28,3,1/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_03_09,5,2/4/8/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_03_17,0,0/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_10_16,4,3/3/0/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_02_04,4,2/3/1/3,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_10_31,2,8/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_09_01,6,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_11_12,0,6/0/4/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_09_16,5,2/2/6/0,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_09_18,2,5/1/1/0,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_12_08,3,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_06_17,2,5/6/0/0,NOISE,STEEP_LINEAR_DOWN,3.42,0
2025_01_23,2,7/1/0/0,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_03_07,0,1/0/5/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_10_10,0,1/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2026_02_18,2,2/0/4/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_02_16,0,0/0/3/0,NOISE,STEEP_LINEAR_DOWN,6.0,0
2025_04_16,3,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_08_06,0,3/0/7/13,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_07_15,0,0/0/2/0,NOISE,STEEP_LINEAR_DOWN,4.25,0
2025_02_05,4,1/4/0/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_09_10,0,1/2/6/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_11_19,2,4/0/0/7,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_08_08,0,5/0/6/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_01_30,1,5/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_06_06,0,3/5/0/2,NOISE,STEEP_LINEAR_DOWN,3.75,0
2025_11_19,3,3/2/1/5,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_02,6,1/0/8/5,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_02_19,5,2/9/0/3,NOISE,STEEP_LINEAR_DOWN,3.67,0
2025_05_08,0,3/0/4/3,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_05_08,0,1/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_03_04,0,3/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_05_21,0,1/1/1/0,NOISE,STEEP_LINEAR_DOWN,6.5,0
2025_09_01,5,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,3.17,0
2026_03_12,0,6/2/0/0,NOISE,STEEP_LINEAR_DOWN,5.42,0
2026_03_08,0,0/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_03_12,9,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_10_28,0,1/4/0/2,NOISE,STEEP_LINEAR_DOWN,9.92,0
2025_01_30,6,4/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_05_02,2,3/4/7/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_04_09,9,1/1/3/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2026_03_04,6,2/2/4/7,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_10_29,0,3/1/4/2,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_08_01,0,2/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_10_07,0,6/3/1/3,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_11_24,0,0/1/0/2,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_07_01,3,2/5/0/3,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_08_04,0,3/4/0/2,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_06_05,3,6/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_10_21,2,4/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_02_21,2,3/3/0/0,NOISE,STEEP_LINEAR_DOWN,3.5,0
2026_01_20,4,1/0/1/1,NOISE,STEEP_LINEAR_DOWN,2.62,0
2025_05_27,0,4/1/2/6,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_01_28,6,6/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_17,1,8/0/9/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_03_04,3,2/7/0/7,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_12_17,1,2/3/2/0,NOISE,STEEP_LINEAR_DOWN,1.12,0
2025_06_05,2,4/1/1/0,NOISE,STEEP_LINEAR_DOWN,3.58,0
2025_07_31,1,4/0/2/10,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_12_05,3,1/4/4/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_08_12,0,6/0/6/2,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_12_03,1,4/0/1/3,NOISE,STEEP_LINEAR_DOWN,4.17,0
2025_07_18,0,0/1/0/4,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_10_29,1,1/4/5/2,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_02_06,4,3/1/4/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_04_17,9,1/5/0/2,NOISE,STEEP_LINEAR_DOWN,3.33,0
2025_04_08,3,9/3/0/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_02_27,5,5/1/4/0,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_12_10,2,2/4/3/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_08_06,2,3/0/8/0,NOISE,STEEP_LINEAR_DOWN,6.25,0
2026_01_23,1,2/0/2/1,NOISE,STEEP_LINEAR_DOWN,1.1,0
2025_11_17,0,1/6/0/8,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_07_02,0,3/2/3/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_09,4,5/0/2/1,NOISE,STEEP_LINEAR_DOWN,3.17,0
2026_02_25,3,2/4/2/1,NOISE,STEEP_LINEAR_DOWN,1.93,0
2025_07_14,2,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_05_19,3,2/0/0/5,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_08_01,0,1/0/2/5,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_02_21,3,3/0/0/5,NOISE,STEEP_LINEAR_DOWN,2.0,0
2026_01_19,4,3/3/0/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_06,0,4/2/2/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_02_20,2,5/2/0/2,NOISE,STEEP_LINEAR_DOWN,1.8,0
2025_03_06,0,4/2/3/1,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_11_25,3,4/6/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_11_21,2,5/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_05_14,0,4/1/4/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_12_03,2,2/1/2/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_04_09,2,3/2/1/4,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_02_25,0,2/3/3/3,NOISE,STEEP_LINEAR_DOWN,1.35,0
2025_04_15,2,6/4/3/2,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_01_15,0,3/4/2/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_01_29,7,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,0.55,0
2025_03_05,1,4/0/3/2,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_01_05,0,1/9/2/0,NOISE,STEEP_LINEAR_DOWN,1.28,0
2026_03_12,0,4/0/7/2,NOISE,STEEP_LINEAR_DOWN,2.75,0
2026_03_18,3,3/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.03,0
2026_02_25,1,2/2/2/1,NOISE,STEEP_LINEAR_DOWN,1.77,0
2026_02_06,2,1/1/3/0,NOISE,STEEP_LINEAR_DOWN,3.25,0
2025_04_02,4,3/4/0/3,NOISE,STEEP_LINEAR_DOWN,0.58,0
2026_02_18,0,4/1/2/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_03_02,1,6/2/1/1,NOISE,STEEP_LINEAR_DOWN,61.75,0
2025_02_21,4,3/2/1/2,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_01_09,2,7/0/8/1,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_10_03,2,3/0/3/0,NOISE,STEEP_LINEAR_DOWN,5.25,0
2025_05_06,2,3/4/0/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_09_05,0,4/1/2/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_09_03,3,0/5/0/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_10_21,3,2/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_12_10,1,2/5/3/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_03_10,0,2/3/1/2,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_11_13,0,6/0/5/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_01_15,2,4/7/10/4,NOISE,STEEP_LINEAR_DOWN,4.17,0
2025_06_12,2,2/2/1/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2026_01_15,5,6/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.35,0
2025_05_14,0,6/0/0/4,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_07_15,1,2/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_08_14,1,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_02_28,0,7/0/2/4,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_08,2,7/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_04,5,1/2/9/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_08_29,0,6/0/0/6,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_01_24,2,3/2/0/3,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_01_13,2,4/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.32,0
2026_02_22,0,0/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.45,0
2025_09_02,0,3/2/7/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_03_11,0,2/1/0/4,NOISE,STEEP_LINEAR_DOWN,2.77,0
2026_03_16,0,4/0/7/2,NOISE,STEEP_LINEAR_DOWN,3.6,0
2025_02_21,0,1/1/3/5,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_08_18,0,2/4/5/1,NOISE,STEEP_LINEAR_DOWN,3.83,0
2025_05_15,0,4/3/3/0,NOISE,STEEP_LINEAR_DOWN,3.75,0
2026_01_05,1,1/4/1/0,NOISE,STEEP_LINEAR_DOWN,1.27,0
2025_10_06,0,4/0/5/6,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_03_10,4,6/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_01_13,0,4/0/3/0,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_09_09,2,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_01_31,0,1/1/2/0,NOISE,STEEP_LINEAR_DOWN,3.67,0
2025_10_22,0,3/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_11_17,1,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_01_30,0,5/1/0/3,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_01_09,1,4/0/1/2,NOISE,STEEP_LINEAR_DOWN,2.83,0
2026_01_20,2,2/1/6/4,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_03_17,2,9/0/0/5,NOISE,STEEP_LINEAR_DOWN,2.38,0
2025_05_06,0,4/5/5/0,NOISE,STEEP_LINEAR_DOWN,0.5,0
2025_02_05,0,2/2/2/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_10_13,0,5/0/1/1,NOISE,STEEP_LINEAR_DOWN,6.33,0
2025_11_27,3,2/0/0/2,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_07_24,2,5/0/4/0,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_10_17,0,2/3/0/6,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_12_11,1,0/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_07,2,1/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_10_14,0,2/8/1/4,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_09_02,2,3/1/0/0,NOISE,STEEP_LINEAR_DOWN,4.17,0
2026_02_02,2,1/1/1/4,NOISE,STEEP_LINEAR_DOWN,1.48,0
2025_08_22,0,0/1/0/1,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_04_02,4,4/0/8/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
