feature,n_peaks,n_h,n_l,n_baseline,peak_mean,peak_std,baseline_mean,baseline_std,d_peak_vs_bl,d_h_vs_l,d_h_vs_bl,d_l_vs_bl,d_1W_vs_bl,d_1D_vs_bl,d_4h_vs_bl,d_1h_vs_bl,d_15m_vs_bl,d_1m_vs_bl
1m_velocity,4261,2134,2127,50000,-0.2594461394038958,7.725050798001498,-0.003725,10.33095808114499,-0.028033494739865446,0.12480788089430311,0.025241645729228136,-0.07914337645522498,0.08233973602489363,0.025659397521253166,-0.03766050523104055,-0.02116192762884229,-0.029054490177174073,-0.0749596324603216
15s_bar_range,4261,2134,2127,50000,16.935461159352265,18.258497790547572,18.51972,20.720510879840777,-0.08112151170279648,-0.12087798867010952,-0.13682386551664594,-0.02476420120429491,-0.39435105591411423,-0.4101337681234109,0.0722185291875244,-0.05936578220733963,-0.11032643249866048,0.42061243573550466
5m_z_low,4261,2134,2127,50000,-0.6529755559559336,4.056232764397364,-0.6787145962447353,12.298791136997764,0.0028107012957213295,0.117200777002487,0.030119130984718138,-0.022179382583414314,0.015051445066478977,0.006225209401703874,0.018809727504715944,0.012861825186217403,-0.0014518104848496966,-0.013232420867551768
1m_dmi_gap,4261,2134,2127,50000,10.304955659276038,7.833816806065617,10.590468749080603,8.209815518456486,-0.03558012913449721,-0.11337761469567383,-0.09210763628614063,0.01952361545792714,-0.013270217287362152,-0.05712218897697458,-0.06368352023747206,-0.12512965681684182,-0.022997381957211807,0.6038791380002596
1m_variance_ratio,4261,2134,2127,50000,0.43988680527684304,0.2640629565210557,0.46787476489683616,0.2899877873742483,-0.10091397224379589,-0.10341178833832936,-0.14996044598052738,-0.05173165245726282,-0.2868377200461193,-0.3385922322303197,-0.06086045998803472,-0.12885560860220652,-0.09626417001336376,0.012791617031201926
15s_velocity,4261,2134,2127,50000,-0.046819995306266134,3.7095834017495344,-0.01582,4.362685781442436,-0.007655177780097724,0.10175106887400977,0.03902543931483917,-0.05406282149932197,-0.009476616069903134,0.007071058684045952,0.028684394671011273,0.0030048509705569077,-0.01790243545699938,0.08957510801659747
15s_z_high,4261,2134,2127,50000,0.5833218128476039,1.0744480929803575,0.5957665502005237,1.098416257503349,-0.011453271452567484,-0.10093948870924069,-0.06094792978775801,0.03870458422808522,0.3684944297215685,0.25674029775399315,0.02966177254112981,0.06251394234021433,-0.0443480777185746,0.13223082699876812
15m_vol_rel,4261,2134,2127,50000,1.2464450645795788,1.3896476992566815,1.2586125117205829,1.4539688379705653,-0.008555014642156581,-0.09763164978647847,-0.05808064574681651,0.0379810122304632,-1.0022580030713175,-0.907514899364967,-0.16204615966187233,-0.036571161905538975,0.0340785439473613,0.009696141155007727
5m_z_high,4261,2134,2127,50000,0.7560158259097006,4.019777118153729,0.8123222899229596,12.288300339692912,-0.006158812871613501,0.09594209824177674,0.015615606969299237,-0.026131767636279824,-0.004507972147426569,-0.023343434047084954,0.01787192141207265,0.006419560086392393,-0.011427956910659572,-0.030762537030282946
15s_dir_vol,4261,2134,2127,50000,-0.03243358976478043,1.6750447912484856,-0.005257697342447937,1.3643855074597502,-0.017788221044088396,0.08894478133490297,0.031380886495544616,-0.06558186873841014,0.22234394046120315,-0.05376524753253718,-0.06641723908259045,0.015801905136869212,-0.017832649253643154,0.05885655021202869
15m_reversion_prob,4261,2134,2127,50000,0.935101982466053,0.13163752856144537,0.9353634280876559,0.13117079709265284,-0.0019894994583963613,0.08756490830015755,0.04358720594411006,-0.04415586548107291,0.36038620819127715,0.16578075008576265,0.04106367298459602,0.0860297187336757,-0.02610555906529626,-0.20129951672920143
15s_z_low,4261,2134,2127,50000,-0.56563895153984,1.0742583942654025,-0.6268377269146985,1.1161242779966742,0.055865880943102166,-0.08642571653311178,0.013613212356155681,0.09817950276820596,0.2995541312950614,0.275245315485192,-0.08331580433417783,0.027010188046934395,0.07566467327455648,0.014139230885185925
15m_p_at_center,4261,2134,2127,50000,0.49852701789861015,0.24242029259758816,0.49705860194113105,0.24059939591022375,0.0060797166524979955,0.08133994496191485,0.04721272762660256,-0.03451622478981148,0.2793677434524272,0.22029156869490762,0.0950530120125507,0.13472156315760156,-0.035903322155887686,-0.08782918257574149
1m_z_high,4261,2134,2127,50000,0.621148772743054,1.0549429510166337,0.7999215057151677,12.174824341038006,-0.02068829024034231,-0.07946041062011187,-0.025521764377011397,-0.015836795899969794,0.00044805080826485356,-0.020555422297090845,-0.011355397148770057,-0.018223361101779686,-0.022827241688684552,-0.00578927087338198
1m_z_low,4261,2134,2127,50000,-0.7554830442291164,1.0688142088529156,-0.6719081020981914,12.180896933296369,-0.009665885729735053,-0.07525106379520369,-0.014308730553785773,-0.005008807115587243,0.01767073368917419,-0.030939039513725616,-0.01506048052436915,-0.015208405227642195,-0.007193444548594607,-0.03060051153828394
1D_acceleration,4261,2134,2127,50000,-2.158413517953532,118.67361370175914,-0.009695,1.6103391745141762,-0.02560055723828946,0.07524557830547608,0.030013022051981513,-0.07324788723959344,-0.5066410995696127,-0.31429870984973024,0.008775891509362508,0.05124025102449198,0.0055014195814684155,0.00851414633358411
1h_bar_range,4261,2134,2127,50000,346.5505749823985,281.53815967965414,330.87608,284.2046630226774,0.05540797001823411,-0.07423766637565622,0.018696895577187574,0.09169589209149992,-0.1449876505843753,-0.24887842019301926,-0.03136436155691799,-0.060484060347033256,0.0898374257623455,0.5407547766933585
1h_reversion_prob,4261,2134,2127,50000,0.9269328765108625,0.14868166474548727,0.9312802974606306,0.1405989289865661,-0.030043046693375902,0.06929609310342154,0.005705170468484312,-0.06340604303880003,0.18514444930276805,-0.1135531204529789,0.03758063969141312,-0.03069074871279175,-0.036506688222199365,-0.09076204801230071
5m_variance_ratio,4261,2134,2127,50000,0.45684535320755554,0.3228913144033993,0.45937918881969525,0.3234673783652368,-0.007839837301950122,-0.0669510888058991,-0.04164584131100222,0.02540127783831999,-0.7417329190063892,-0.5450011909507302,-0.082448186703814,-0.06215548273959999,0.02807054485285991,-0.116218369842366
15s_acceleration,4261,2134,2127,50000,0.0029922553391222716,5.382446335017337,-0.012335,3.775790526204413,0.0032965876691029125,0.06456722217607093,0.04132648269204575,-0.033564721870196865,-0.3085664073188479,0.054526994050907183,0.05229343474317279,0.006518361733368368,-0.00815523365789355,0.25615404230674155
1h_p_at_center,4261,2134,2127,50000,0.4887548474956901,0.24818972180641014,0.4922653606157377,0.24132215179884278,-0.014340566884183687,0.06404765009189842,0.018212890322211444,-0.046498227418139595,-0.18398995822158143,0.10993235914719321,0.03608171464680952,-0.04470431355081203,-0.010934244347543684,-0.47035688968203815
15m_variance_ratio,4261,2134,2127,50000,0.4804985115374094,0.3800929499700218,0.4658018631298467,0.3738567359844601,0.03898190309947295,-0.06029743135606334,0.00878472186793289,0.06834753704653035,-0.3326451584197284,-0.29965332533078304,0.03070980405037181,-0.021802311132805365,0.06503002696512429,-0.24862448973952056
5m_p_at_center,4261,2134,2127,50000,0.5047083543802069,0.23274784149721645,0.499230347152655,0.23704598804774,0.023318460944560002,0.05315801642465527,0.04995015198274978,-0.003035201749012958,0.0016792775234252305,0.1933500131394669,0.04119811407030347,0.07242784839963617,0.011437607605189016,-0.264184332302164
1h_vol_rel,4261,2134,2127,50000,1.0535829704717357,1.2083316565806461,1.0376658984269203,1.2037131351692314,0.013197123088239256,-0.05211187910025485,-0.013248174864730265,0.03826965130700846,-0.8691780775993814,-0.7325905648312294,0.007791936834680625,-0.010422806293298184,0.03743225290852206,-0.1424778314097863
15s_hurst,4261,2134,2127,50000,0.6816142181979745,0.11481166748166984,0.68691211822927,0.11447293111227883,-0.04620943643767042,-0.05132288210003389,-0.07219708495048752,-0.020381680345907163,0.08641157039092559,-0.1405079315867534,-0.05915504973195493,-0.07672342304130694,-0.038943267592127094,0.11775831280165644
15s_z_se,4261,2134,2127,50000,0.007203278417712263,1.1063499373143684,-0.012651499194945636,1.1735974571352152,0.01740824878855441,-0.04862740563456533,-0.006127411539618278,0.04109729722022694,0.26874459909645615,0.209190201352074,-0.02655734662803114,0.03893837110491317,0.011713774365906964,0.12277074071954429
15s_wick_ratio,4261,2134,2127,50000,0.4611602271127833,0.30811953361679434,0.45850054738986307,0.30765062076606303,0.00863799373346631,0.04822064553821858,0.032385967446127734,-0.01569510044820381,-0.20714556328319023,-0.16360567566119819,0.09422838237594039,0.041638636754553454,-0.0037426445218159696,-0.01282742649898714
5m_acceleration,4261,2134,2127,50000,-0.9237268246890401,26.715660068454667,-0.02277,3.3429054020567195,-0.04731831012619347,-0.045576688836113946,-0.07897305614456826,-0.015348674543088633,0.42625347746956754,-0.04376048917922247,-0.04645715676084774,-0.11610712552723279,-0.03874981524252718,-0.14109549512276007
1h_dmi_gap,4261,2134,2127,50000,11.98259263934436,8.887779347531335,11.9901205643995,8.9410342655175,-0.0008444100294582727,-0.04504957785829308,-0.0236181361839575,0.021335930594811262,0.08310878254055375,0.15813369050172954,-0.027628292248774073,-0.036015451712136576,0.0007800154246653017,0.3958900816969149
1D_z_se,4261,2134,2127,50000,-0.061068199368181066,1.1174380905068617,-0.018170097752781583,1.118681772286833,-0.03836589131720159,0.04430067425521696,-0.016328058550511414,-0.06031604729595987,-0.3354810183968652,-0.06625584281917785,0.08762586324397044,0.04745783474700876,-0.06159414360093582,-0.9187662161105631
1h_variance_ratio,4261,2134,2127,50000,0.45389225006906103,0.32984184848219056,0.4484395523205027,0.32894322434511025,0.01655272676215406,-0.043955987690822894,-0.005483803359229629,0.0381495226169309,0.34655956645007674,0.2882080727394758,0.018697341822370855,-0.025329711121017503,0.01212766791227923,0.32762373006896706
1m_p_at_center,4261,2134,2127,50000,0.5178530048795361,0.2273567042426435,0.4973833880858077,0.23596181268063315,0.08834019796915328,-0.042340392105007764,0.06742108452526438,0.10945350906575067,0.25577074047303855,0.07854597287432004,0.032568834358461966,0.10452124744758576,0.09819481251050344,-0.3214969335384835
15m_acceleration,4261,2134,2127,50000,-0.031095986857545176,45.0207649938788,-0.004975,4.633690915390775,-0.0008161181514265145,-0.04186075708650136,-0.03059559052626854,0.028326206590702244,-0.09856302271821825,0.03602252834218481,0.07308987315289167,-0.03216371671933977,-0.002102069330486673,-0.3014592248892815
1m_acceleration,4261,2134,2127,50000,-0.079676132363295,11.08090089713403,-0.00788,3.5595123128878203,-0.008723073411954113,-0.036632472391689645,-0.03500103199482167,0.015289057117932226,-0.18023028722805767,0.03699080892183765,-0.1032361098976714,0.03533030993564397,-0.0008449014622396678,-0.21063312143450588
1m_vol_rel,4261,2134,2127,50000,0.9779802171963253,0.7030141385888905,1.0491068140602857,0.7482376943306107,-0.0979675573110263,-0.03648464034713481,-0.11707018331530723,-0.07929245346261511,-0.21051136001175802,0.032332659724262844,0.24143430182424996,-0.015532430983171504,-0.19046373238910666,0.2509425634339372
5m_reversion_prob,4261,2134,2127,50000,0.9467348172767597,0.09520512567071694,0.9414262372776028,0.11095981191602033,0.0513458155494414,0.03509257169897302,0.06767410646219409,0.035059901718554644,0.11034968152142188,0.1139009028346875,-0.022165160343496155,0.09248651277660393,0.05736526701749991,-0.18175352478616244
1D_reversion_prob,4261,2134,2127,50000,0.9485186458340388,0.09356630862842806,0.9479170957192778,0.09952152711468029,0.006227506883394183,0.034798035257868835,0.023660224515941016,-0.010397055479149419,-0.06581302962352314,-0.09014800613683624,0.019019962091357544,0.04861984102416224,-0.004799850292321476,0.40943969828058163
5m_wick_ratio,4261,2134,2127,50000,0.5575384618716638,0.25725831733571747,0.5556750043453369,0.2553678493635796,0.007269724314403834,0.02920853422480404,0.02192606411796719,-0.0074060388142241544,-0.5667206564100326,0.05671307277232312,-0.006855172516336022,0.011573951761410918,0.011843091885539614,-0.04752001704019864
15s_p_at_center,4261,2134,2127,50000,0.5236408968630507,0.22663301821590137,0.5033880486469343,0.23553095806152097,0.08762192263623929,-0.024428720528829283,0.07579098573340844,0.09944802467610162,0.18303474361441574,0.025585185222065036,-0.04562144332831508,0.0914316707147481,0.1079997589510377,0.04543001324639462
1m_z_se,4261,2134,2127,50000,-0.06698061477911357,1.1192513420635903,-0.02452827234429419,1.1894852555014077,-0.036756162705666055,-0.02438269389551887,-0.04834906020502976,-0.02502595354309724,0.17045456820133345,-0.0634964632512923,-0.03799919442825725,-0.03808256455787021,-0.03682484663787814,-0.0444760828722821
15s_dmi_gap,4261,2134,2127,50000,11.376487332733516,8.750551504294796,12.179049662013188,9.131584344074064,-0.08973547043866045,-0.02310564343205691,-0.10097403662019538,-0.07844534986430485,-0.07172773430998393,-0.09444275842224749,-0.03358697937507906,-0.10080310941299737,-0.10713771914907277,0.6920282780607433
15m_hurst,4261,2134,2127,50000,0.7020839936672816,0.11156848789922667,0.7029703843319416,0.1113908059072034,-0.007950633923932441,-0.022597501919833184,-0.01917760704293514,0.0033878574501303347,-0.347791628800451,-0.22279227471564086,-0.06403355055524984,-0.1148916243504032,0.023780142175853218,0.2850365077602544
1D_velocity,4261,2134,2127,50000,-0.14949542360948134,303.15263218153893,10.66434,303.34597854572655,-0.0356576138304022,0.022076793253460236,-0.02487348868937713,-0.04627655426246299,-0.47248171610189543,-0.18864111070099976,0.06168510339226932,0.028422340604057066,-0.04890277208012674,-0.5834028184118422
1D_z_low,4261,2134,2127,50000,-0.7964367029104755,1.1446448314826458,-0.6706508162515242,12.182598517553659,-0.014537631941668915,0.021939416104813196,-0.013088784807020786,-0.015991180586605234,-0.04542880073821562,-0.020226875164002227,0.0011862960086213774,-0.004488654954480388,-0.017521829260932976,-0.0787329643400199
1m_hurst,4261,2134,2127,50000,0.6898019898807854,0.11513785246508218,0.6947172442764044,0.11400316818251056,-0.042898286031761504,-0.020672564974420108,-0.053195801808333464,-0.03253603053639622,-0.12748605971120563,0.01726367062024067,-0.07101974188143267,0.003863019220317613,-0.0501789882555368,0.018023606207826583
1D_bar_range,4261,2134,2127,50000,1489.773762027693,1180.3980629133118,1451.51356,1192.7627442270848,0.03224161435108493,-0.019374105814573647,0.022711228725082334,0.041724235245771076,0.30508362031406083,0.044211338972344055,-0.06995936414615356,-0.020574065047046963,0.060914907131074676,-0.7231556438032559
time_of_day,4261,2134,2127,50000,0.4826006707250132,0.2807003606094375,0.4942382297188,0.2758061091137158,-0.04181930514374847,0.01936616503423394,-0.032231040827523184,-0.051338708277464985,-2.5342129662704203,-2.534211362198034,-0.1784463072336883,-0.044867868241955225,0.025793715091417133,0.35887148750958964
1m_reversion_prob,4261,2134,2127,50000,0.951571960011801,0.08460476936399063,0.9435944669337292,0.10122478199233459,0.08551220263584594,-0.018144104567046685,0.0771921138815816,0.09387664073828492,0.1336900866773767,-0.09803376659896464,-0.034510215452919296,0.07234381580783009,0.12092930232477121,-0.1585364212277649
1h_wick_ratio,4261,2134,2127,50000,0.5594002222565804,0.2549928073288305,0.5582595274230465,0.25332875375257813,0.0044877721875805346,-0.017110152515168085,-0.004075669460417171,0.013106274281336998,0.16339202624630209,-0.0731863231063304,0.014034814852963519,0.1194431809371204,-0.013971000916148961,-0.33331998999426504
1m_wick_ratio,4261,2134,2127,50000,0.5591496730831357,0.2640586674338929,0.5454086982059758,0.2606681882053031,0.052369355088184154,-0.016934114358738817,0.04376916600877679,0.06102926315500577,0.36077794655903667,0.0715592468667277,0.01773172308368883,0.10313868469479148,0.05127453820885079,-0.41033475984622836
1D_p_at_center,4261,2134,2127,50000,0.5308079617959136,0.2312738361811496,0.5309639196134266,0.23114823544649754,-0.0006744828392560051,0.016921663098977684,0.007795817008505847,-0.009128717379680983,0.11269347300650823,-0.11650110861701968,0.0036324566757632523,0.04527597466694855,-0.012964106450926504,0.49150677351877364
1D_vol_rel,4261,2134,2127,50000,0.9470225148907508,0.652364283844925,0.9476326776685565,0.6473262438275594,-0.0009388682494334723,-0.014840430515199994,-0.008371230622365129,0.006526957933578488,0.49209655428898624,0.08112290687874045,-0.047954848056873174,-0.009183833232983041,0.018375402051011725,-1.4248916027967498
15s_vol_rel,4261,2134,2127,50000,1.1358426510811208,1.2585975384080101,1.0333753506302275,0.918542189618513,0.09299512659367332,-0.012500429938004641,0.0880634728800805,0.09774801058152878,0.13309334131680975,0.07142803319730467,0.5036312686064048,0.2369618668841921,-0.042788078157264445,0.3400703068836865
1D_z_high,4261,2134,2127,50000,0.5623421493353375,0.9921358981188706,0.6724097501165713,12.16764263644459,-0.0127504189937665,0.011183488607856047,-0.012108523370638587,-0.013394425000198688,0.007557267155976657,-0.003516332429403472,-0.00614048943458043,-0.007897450587939305,-0.013245740273975135,-0.1412041236378284
1D_dir_vol,4261,2134,2127,50000,-0.027127236651107615,1.1479721839929335,-0.010368465793803334,1.1460935677802417,-0.014609604421937565,0.006430662620497831,-0.011414455284108551,-0.017803160738174274,-0.5169022409672246,-0.1120643445283684,0.08515870293140189,0.02654436708583819,-0.028894383706814977,-0.17910055194259406
1D_dmi_diff,4261,2134,2127,50000,-2.0437974510524257,13.124686068234588,-1.3880738744014502,13.162570165367123,-0.04988586372354464,0.006170508716563151,-0.04681303422128198,-0.05296239660777958,-0.050474023450570435,0.058227625598018994,0.0557264251409451,0.018787074668089054,-0.07921066263428879,-0.15833060991782827
1h_hurst,4261,2134,2127,50000,0.7170894153099668,0.10866134107638273,0.7173459883880615,0.10858037996540504,-0.002361946962558023,-0.003789834289728562,-0.004274157727625379,-0.00046072302179164305,-0.04339636946343334,0.19113021375853137,-0.05503191276814985,-0.04563383192383678,-0.0010212726966901974,0.7826404457989147
1D_dmi_gap,4261,2134,2127,50000,9.935699283116735,8.815688978526468,9.96882398953259,8.706466028460001,-0.0037805773771072463,0.0031220905978280714,-0.002215820369861176,-0.005344653771290699,-0.44517342217274963,-0.08118563822315156,-0.056037971747977505,-0.026622231027264142,0.02269233507204734,-1.1389302091448643
1D_hurst,4261,2134,2127,50000,0.6819592262134113,0.0988200899459588,0.6837442186617851,0.09750610699734291,-0.018182367422554517,0.002033989588542453,-0.017213100152738695,-0.0191467667662133,-0.31558274744959103,-0.07432542770823718,-0.02115786125977064,-0.017070109073435705,-0.01834083966419851,0.3673080282492807
5m_hurst,4261,2134,2127,50000,0.7055186944734152,0.11401388291361164,0.7039081999832392,0.11437610013624123,0.014102108701606131,-0.0013486013807001713,0.013547144968283733,0.014648724357371645,0.1360843092211796,-0.015050909663131917,-0.030702140711150308,-0.022985037086511183,0.021397034603984486,0.5098888056646896
1D_wick_ratio,4261,2134,2127,50000,0.5293415748981755,0.2779311218467923,0.5198532279581949,0.27750532171461056,0.03416318561157343,0.0008725970506886466,0.034765972888517516,0.03356105577786023,-0.03375246613092044,-0.010958670802015551,0.03582305031280014,0.028620313596004927,0.01620103006944872,1.866538544077025
15s_variance_ratio,4261,2134,2127,50000,0.4336107254677033,0.2486907575930962,0.46730474714964626,0.2757712185869455,-0.12831144860680668,-0.0007421702238643567,-0.1295871189254764,-0.12704294938048322,-0.5367217227461529,-0.0027664574218117578,0.024108525809186043,-0.16250563504689208,-0.1472849134540883,0.004483228689968728
15s_reversion_prob,4261,2134,2127,50000,0.9526690635821421,0.08412245825371155,0.9452910057601612,0.09772010862512913,0.08091731946393509,-0.0003584111123322427,0.0805117377014145,0.0813192231680552,-0.14043131619194651,0.10390207589191278,-0.04978072369614704,0.02487923636164059,0.12467498449926578,-0.17121102881372602
15m_wick_ratio,4261,2134,2127,50000,0.564646598632056,0.25582171940377446,0.5529813148558559,0.2556901707190349,0.04560809026979309,-0.00028774385326096685,0.04558147563004367,0.045629615584049675,-0.1197625017180197,-0.10142182695885514,0.013490747810756475,0.045614475486232785,0.05678890673241828,-0.09702778758380341
