day,split,level,idx,parent_chain,shape,shape_class,skew,r,mean_sigma,start_ts,end_ts,start_i,end_i,length_min
2025_01_06,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,9.384141437521919,1736121600,1736125750,0,721,69.17
2025_01_06,IS,phrase,1,,FLATLINE,FLATLINE,NONE,0.0,7.992206882245804,1736127585,1736129700,1024,1378,35.25
2025_01_06,IS,phrase,2,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9882395842164219,26.776048834989254,1736129700,1736187300,1378,11729,960.0
2025_01_06,IS,phrase,3,,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,NONE,0.9630776920096056,46.170403176761155,1736187300,1736204400,11729,14361,285.0
2025_01_06,IS,phrase,4,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9666682575056538,41.56479929081883,1736204400,1736207995,14361,14902,59.92
2025_01_07,IS,phrase,0,,FLATLINE,FLATLINE,NONE,0.0,6.110648576552894,1736208000,1736212410,0,721,73.5
2025_01_07,IS,phrase,1,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.8652125216211699,9.445005795100993,1736214255,1736218035,1008,1598,63.0
2025_01_07,IS,phrase,2,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9793370878773883,15.79068887138559,1736218035,1736238965,1598,5023,348.83
2025_01_07,IS,phrase,3,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9768859371015001,18.24873848051333,1736238965,1736252470,5023,7485,225.08
2025_01_07,IS,phrase,4,,FLATLINE,FLATLINE,NONE,0.09920599976598947,15.865157401629709,1736252470,1736262900,7485,9518,173.83
2025_01_07,IS,phrase,5,,STEEP_CONVEX_DOWN,STEEP_CONVEX_DOWN,SYMMETRIC,0.9881169846747263,66.56746016704012,1736262900,1736294395,9518,14956,524.92
2025_01_08,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,2.762994169151686,1736294400,1736298525,0,721,68.75
2025_01_08,IS,phrase,1,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9424103297926117,9.64336511828661,1736300515,1736307900,1043,2257,123.08
2025_01_08,IS,phrase,2,,FLATLINE,FLATLINE,NONE,0.0,10.920550181481364,1736307900,1736309700,2257,2529,30.0
2025_01_08,IS,phrase,3,,NOISE,NOISE,NONE,0.3316649098608054,10.605779377733649,1736309700,1736311505,2529,2756,30.08
2025_01_08,IS,phrase,4,,FLATLINE,FLATLINE,NONE,0.16188340575669596,10.55065016374647,1736311505,1736321315,2756,4268,163.5
2025_01_08,IS,phrase,5,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9233586703809611,18.609239669392633,1736321315,1736330400,4268,5926,151.42
2025_01_08,IS,phrase,6,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9082062061503412,17.743982225533173,1736330400,1736336925,5926,7097,108.75
2025_01_08,IS,phrase,7,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9617574751475558,52.41830281202086,1736336925,1736352000,7097,10108,251.25
2025_01_08,IS,phrase,8,,NOISE,NOISE,NONE,0.31182609637513753,40.15639310317561,1736352000,1736357400,10108,11188,90.0
2025_01_08,IS,phrase,9,,FLATLINE,FLATLINE,NONE,0.8958372326042084,54.15646894728504,1736357400,1736377365,11188,14428,332.75
2025_01_08,IS,phrase,10,,NOISE,NOISE,NONE,0.8359390191169163,22.181229154443276,1736377365,1736380790,14428,14924,57.08
2025_01_09,IS,phrase,0,,FLATLINE,FLATLINE,NONE,0.0,6.970568476794782,1736380800,1736384940,0,721,69.0
2025_01_09,IS,phrase,1,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9338327572403551,14.904462865657411,1736386985,1736398250,1030,2687,187.75
2025_01_09,IS,phrase,2,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9758765345666117,19.832802628670322,1736398250,1736418600,2687,5995,339.17
2025_01_09,IS,phrase,3,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9169790213935954,17.553021554586735,1736418600,1736428990,5995,7783,173.17
2025_01_09,IS,phrase,4,,FLATLINE,FLATLINE,NONE,0.18567706885879157,15.007865631379545,1736428990,1736431200,7783,8210,36.83
2025_01_09,IS,phrase,5,,GENTLE_CONCAVE_DOWN,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.9590821854614,18.06659916866434,1736431200,1736467195,8210,9242,599.92
2025_01_10,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,5.304128854223586,1736467200,1736471130,0,721,65.5
2025_01_10,IS,phrase,1,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9768777708879263,20.048496449055335,1736473020,1736492330,1061,4156,321.83
2025_01_10,IS,phrase,2,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9695385121382855,18.257581532368913,1736492330,1736503200,4156,6077,181.17
2025_01_10,IS,phrase,3,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9179691845249102,23.16814734887488,1736503200,1736516700,6077,8586,225.0
2025_01_10,IS,phrase,4,,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,NONE,0.983886945131482,90.2954106572382,1736516700,1736533800,8586,12006,285.0
2025_01_10,IS,phrase,5,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9624349656173684,68.45867015070161,1736533800,1736543700,12006,13986,165.0
2025_01_10,IS,phrase,6,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9399199089944651,50.751192028620615,1736543700,1736546395,13986,14497,44.92
2025_01_12,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,20.218695873700064,1736722800,1736726395,0,648,59.92
2025_01_13,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,9.102842053160233,1736726400,1736730650,0,721,70.83
2025_01_13,IS,phrase,1,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9675611144612439,28.423320878647367,1736732350,1736751600,1031,4155,320.83
2025_01_13,IS,phrase,2,,GENTLE_CONCAVE_DOWN,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.946989148753342,12.920298939158553,1736751600,1736755700,4155,4875,68.33
2025_01_13,IS,phrase,3,,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,NONE,0.9653658898322073,45.35667979042148,1736755700,1736772300,4875,8119,276.67
2025_01_13,IS,phrase,4,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9699312613025545,29.394913356184514,1736772300,1736784000,8119,10454,195.0
2025_01_13,IS,phrase,5,,NOISE,NOISE,NONE,0.8425204694450279,35.267366849720695,1736784000,1736789400,10454,11534,90.0
2025_01_13,IS,phrase,6,,STEEP_LINEAR_UP,STEEP_LINEAR_UP,NONE,0.9929777570023426,43.97822441464985,1736789400,1736812795,11534,15406,389.92
2025_01_14,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,3.735334245569988,1736812800,1736817055,0,721,70.92
2025_01_14,IS,phrase,1,,FLATLINE,FLATLINE,FRONT_SKEWED,0.8762355355194917,12.428451621444157,1736819100,1736827200,1045,2291,135.0
2025_01_14,IS,phrase,2,,GENTLE_CONVEX_UP,GENTLE_CONVEX_UP,BACK_SKEWED,0.868723408311167,12.792561486270673,1736827200,1736831700,2291,2884,75.0
2025_01_14,IS,phrase,3,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9763107976335503,17.784161289941263,1736831700,1736855100,2884,6889,390.0
2025_01_14,IS,phrase,4,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,BACK_SKEWED,0.9578525586636618,35.220902696648565,1736855100,1736867700,6889,9384,210.0
2025_01_14,IS,phrase,5,,GENTLE_CONCAVE_DOWN,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.9178652386478992,47.87411984662466,1736867700,1736871300,9384,10104,60.0
2025_01_14,IS,phrase,6,,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,NONE,0.9619928928673399,73.39980397170332,1736871300,1736882100,10104,12264,180.0
2025_01_14,IS,phrase,7,,FLATLINE,FLATLINE,NONE,0.0,66.06340628411061,1736882100,1736887500,12264,13344,90.0
2025_01_14,IS,phrase,8,,GENTLE_CONVEX_UP,GENTLE_CONVEX_UP,BACK_SKEWED,0.8766438989818277,74.39099711880371,1736887500,1736889300,13344,13704,30.0
2025_01_14,IS,phrase,9,,FLATLINE,FLATLINE,NONE,0.0,75.92065525124369,1736889300,1736897400,13704,14497,135.0
2025_01_14,IS,phrase,10,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.8677218312746245,71.57204571152957,1736897400,1736899195,14497,14765,29.92
2025_01_15,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,3.910898959059983,1736899200,1736904030,0,721,80.5
2025_01_15,IS,phrase,1,,FLATLINE,FLATLINE,NONE,0.0,5.419418358650541,1736906075,1736910010,983,1482,65.58
2025_01_15,IS,phrase,2,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9191508470119348,6.5713655919614995,1736910010,1736922900,1482,2946,214.83
2025_01_15,IS,phrase,3,,FLATLINE,FLATLINE,NONE,0.5580371131116619,8.166222005204476,1736922900,1736934300,2946,4691,190.0
2025_01_15,IS,phrase,4,,STEEP_LINEAR_UP,STEEP_LINEAR_UP,NONE,0.9571908982819662,59.371771378483295,1736934300,1736966700,4691,10897,540.0
2025_01_15,IS,phrase,5,,FLATLINE,FLATLINE,NONE,0.0,36.93106092673031,1736966700,1736967600,10897,11077,15.0
2025_01_15,IS,phrase,6,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,SYMMETRIC,0.9580340180732749,33.63966709461251,1736967600,1736983415,11077,13417,263.58
2025_01_15,IS,phrase,7,,FLATLINE,FLATLINE,NONE,0.0,23.685283503979615,1736983415,1736985595,13417,13746,36.33
2025_01_16,IS,phrase,0,,FLATLINE,FLATLINE,NONE,0.0,7.2546039822015365,1736985600,1736989820,0,721,70.33
2025_01_16,IS,phrase,1,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9670979595507991,11.807227102225921,1736991645,1737010485,1027,3788,314.0
2025_01_16,IS,phrase,2,,STEEP_LINEAR_UP,STEEP_LINEAR_UP,NONE,0.9708958773850658,45.560963887535735,1737010485,1737024300,3788,6492,230.25
2025_01_16,IS,phrase,3,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9816038047225178,36.1619391755653,1737024300,1737071995,6492,15049,794.92
2025_01_17,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,2.4504658860749253,1737072000,1737076560,0,721,76.0
2025_01_17,IS,phrase,1,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9798565668592573,13.141617791225352,1737078400,1737099900,1015,4172,358.33
2025_01_17,IS,phrase,2,,FLATLINE,FLATLINE,NONE,0.0,11.320962424242172,1737099900,1737105300,4172,5146,90.0
2025_01_17,IS,phrase,3,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9604842522865661,19.3279538522661,1737105300,1737118995,5146,7592,228.25
2025_01_17,IS,phrase,4,,FLATLINE,FLATLINE,NONE,0.0,6.906152730146837,1737118995,1737119700,7592,7733,11.75
2025_01_17,IS,phrase,5,,STEEP_CONCAVE_UP,STEEP_CONCAVE_UP,SYMMETRIC,0.9877263462571504,49.154527489804764,1737119700,1737147600,7733,13313,465.0
2025_01_17,IS,phrase,6,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9622872260457522,18.862076285229957,1737147600,1737151195,13313,13978,59.92
2025_01_19,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,5.296787693752473,1737327600,1737331195,0,641,59.92
2025_01_20,IS,phrase,0,,FLATLINE,FLATLINE,NONE,0.0,8.834536269384243,1737331200,1737335505,0,721,71.75
2025_01_20,IS,phrase,1,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9642338798048481,9.877573655132347,1737337330,1737376200,1023,6517,647.83
2025_01_20,IS,phrase,2,,NOISE,NOISE,NONE,0.7334289520523398,22.244479454284996,1737376200,1737382500,6517,7654,105.0
2025_01_20,IS,phrase,3,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9591230251054065,51.36056210288211,1737382500,1737395100,7654,10141,210.0
2025_01_20,IS,phrase,4,,FLATLINE,FLATLINE,NONE,0.0,20.972256098633252,1737395100,1737417230,10141,10861,368.83
2025_01_21,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,34.018249378282356,1737417600,1737421420,0,721,63.67
2025_01_21,IS,phrase,1,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,BACK_SKEWED,0.8840633385117621,69.87699212939914,1737423115,1737434275,1058,2868,186.0
2025_01_21,IS,phrase,2,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,SYMMETRIC,0.8709048748136493,15.541552201847,1737434275,1737442380,2868,3954,135.08
2025_01_21,IS,phrase,3,,FLATLINE,FLATLINE,NONE,0.0,11.015192849437033,1737442380,1737446720,3954,4603,72.33
2025_01_21,IS,phrase,4,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9554310193484378,22.117074321649035,1737446720,1737466200,4603,8168,324.67
2025_01_21,IS,phrase,5,,FLATLINE,FLATLINE,NONE,0.382790072214323,17.048524766845762,1737466200,1737471600,8168,9238,90.0
2025_01_21,IS,phrase,6,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9415767155625704,49.40546107476062,1737471600,1737482400,9238,11398,180.0
2025_01_21,IS,phrase,7,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9785666383739878,34.75976117316782,1737482400,1737495065,11398,13918,211.08
2025_01_21,IS,phrase,8,,FLATLINE,FLATLINE,NONE,0.0,17.39441168089953,1737495065,1737495900,13918,14066,13.92
2025_01_21,IS,phrase,9,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9568704365437446,25.696378920500667,1737495900,1737503995,14066,14856,134.92
2025_01_22,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,8.151174258803394,1737504000,1737507975,0,721,66.25
2025_01_22,IS,phrase,1,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9781412923235562,9.17714076624442,1737509950,1737531350,1044,4134,356.67
2025_01_22,IS,phrase,2,,FLATLINE,FLATLINE,NONE,0.0,6.706923667113051,1737531350,1737535500,4134,4863,69.17
2025_01_22,IS,phrase,3,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9621412617860094,23.416866471439246,1737535500,1737575100,4863,12471,660.0
2025_01_22,IS,phrase,4,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9942128152875741,19.486997068070895,1737575100,1737590395,12471,14633,254.92
2025_01_23,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,8.301697290030688,1737590400,1737594850,0,721,74.17
2025_01_23,IS,phrase,1,,FLATLINE,FLATLINE,FRONT_SKEWED,0.926212402687253,6.434637812525577,1737596495,1737607885,984,2581,189.83
2025_01_23,IS,phrase,2,,NOISE,NOISE,NONE,0.8164391907269127,5.46421856901277,1737607885,1737615600,2581,3595,128.58
2025_01_23,IS,phrase,3,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9782298006412032,17.178287468724587,1737615600,1737634815,3595,7012,320.25
2025_01_23,IS,phrase,4,,FLATLINE,FLATLINE,NONE,0.5943125128019598,8.29140449054173,1737634815,1737641700,7012,8350,114.75
2025_01_23,IS,phrase,5,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9821975823482938,14.8963219599632,1737641700,1737662400,8350,12489,345.0
2025_01_23,IS,phrase,6,,FLATLINE,FLATLINE,NONE,0.0,14.844697946320428,1737662400,1737663300,12489,12669,15.0
2025_01_23,IS,phrase,7,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9915959705623484,26.997949085017733,1737663300,1737676795,12669,14408,224.92
2025_01_24,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,1.887277853493444,1737676800,1737681530,0,721,78.83
2025_01_24,IS,phrase,1,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9022929865262556,14.095968707282116,1737682725,1737692605,954,2690,164.67
2025_01_24,IS,phrase,2,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.9659064975519965,12.259272910335108,1737692605,1737713340,2690,6011,345.58
2025_01_24,IS,phrase,3,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9695151500654163,12.403155900729564,1737713340,1737733500,6011,9818,336.0
2025_01_24,IS,phrase,4,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9747108160455842,31.25790751215295,1737733500,1737755995,9818,14236,374.92
2025_01_26,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,22.86102899386784,1737932400,1737935995,0,714,59.92
2025_01_27,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,14.106737690950814,1737936000,1737939660,0,721,61.0
2025_01_27,IS,phrase,1,,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,NONE,0.9765262448572256,61.834443442600666,1737941445,1737985500,1075,9709,734.25
2025_01_27,IS,phrase,2,,STEEP_CONCAVE_UP,STEEP_CONCAVE_UP,SYMMETRIC,0.9633535472057662,82.36173660324125,1737985500,1738000800,9709,12769,255.0
2025_01_27,IS,phrase,3,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9671625501310471,46.046220705881375,1738000800,1738011600,12769,14929,180.0
2025_01_27,IS,phrase,4,,STEEP_LINEAR_UP,STEEP_LINEAR_UP,NONE,0.9861499077866801,61.69161679729621,1738011600,1738022395,14929,16314,179.92
2025_01_28,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,9.071778604137798,1738022400,1738026410,0,721,66.83
2025_01_28,IS,phrase,1,,FLATLINE,FLATLINE,NONE,0.8376888826155217,21.532521661463676,1738028305,1738035900,1042,2363,126.58
2025_01_28,IS,phrase,2,,GENTLE_CONCAVE_DOWN,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.8928557664047801,21.962885870272373,1738035900,1738038600,2363,2806,45.0
2025_01_28,IS,phrase,3,,NOISE,NOISE,NONE,0.2273386399236424,19.94822790548578,1738038600,1738040400,2806,3036,30.0
2025_01_28,IS,phrase,4,,GENTLE_CONCAVE_DOWN,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.8623033846421253,9.412084439512462,1738040400,1738041835,3036,3231,23.92
2025_01_28,IS,phrase,5,,NOISE,NOISE,NONE,0.8479959842321344,9.75029262856339,1738041835,1738042915,3231,3379,18.0
2025_01_28,IS,phrase,6,,FLATLINE,FLATLINE,NONE,0.0,11.625040729808381,1738043100,1738044010,3405,3526,15.17
2025_01_28,IS,phrase,7,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.860916064775327,11.509467169200846,1738044010,1738045505,3526,3756,24.92
2025_01_28,IS,phrase,8,,FLATLINE,FLATLINE,NONE,0.0,10.258212279080734,1738045505,1738049970,3756,4525,74.42
2025_01_28,IS,phrase,9,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9807266384783255,29.216388445008885,1738049970,1738066565,4525,7777,276.58
2025_01_28,IS,phrase,10,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9633232396489867,41.84203417438712,1738066565,1738078200,7777,10101,193.92
2025_01_28,IS,phrase,11,,STEEP_CONCAVE_UP,STEEP_CONCAVE_UP,SYMMETRIC,0.9693662425854144,55.44536054872638,1738078200,1738108795,10101,15309,509.92
2025_01_29,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,3.1276043663472137,1738108800,1738113520,0,721,78.67
2025_01_29,IS,phrase,1,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9841301448950972,18.894851506332863,1738115795,1738144940,1021,5521,485.75
2025_01_29,IS,phrase,2,,FLATLINE,FLATLINE,NONE,0.0,10.287760379272074,1738144940,1738145700,5521,5657,12.67
2025_01_29,IS,phrase,3,,NOISE,NOISE,NONE,0.42965583743729063,10.266063283237322,1738145975,1738147500,5701,5980,25.42
2025_01_29,IS,phrase,4,,GENTLE_CONCAVE_DOWN,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.9125915391619867,9.410043919373734,1738147500,1738149965,5980,6377,41.08
2025_01_29,IS,phrase,5,,FLATLINE,FLATLINE,NONE,0.0,8.52172435718644,1738149965,1738154250,6377,7133,71.42
2025_01_29,IS,phrase,6,,GENTLE_CONCAVE_DOWN,GENTLE_CONCAVE_DOWN,BACK_SKEWED,0.879920118401185,8.694101256824181,1738154250,1738155945,7133,7440,28.25
2025_01_29,IS,phrase,7,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9716905876043178,36.02108112440977,1738155945,1738181700,7440,12589,429.25
2025_01_29,IS,phrase,8,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9678493217844188,49.88340519196143,1738181700,1738195195,12589,14507,224.92
2025_01_30,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,12.94205031589593,1738195200,1738199390,0,721,69.83
2025_01_30,IS,phrase,1,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9600396394241716,24.19533604392228,1738201135,1738217700,1044,3444,276.08
2025_01_30,IS,phrase,2,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,SYMMETRIC,0.9333484188576336,11.090649330911157,1738217700,1738225410,3444,4671,128.5
2025_01_30,IS,phrase,3,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9539199208498766,21.46315634315881,1738225410,1738233335,4671,6136,132.08
2025_01_30,IS,phrase,4,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9598441013912391,21.868733245475525,1738233335,1738244775,6136,8331,190.67
2025_01_30,IS,phrase,5,,FLATLINE,FLATLINE,NONE,0.0,21.376130886777386,1738244775,1738250100,8331,9396,88.75
2025_01_30,IS,phrase,6,,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,FRONT_SKEWED,0.962642614396045,60.071326670982295,1738250100,1738263600,9396,12096,225.0
2025_01_30,IS,phrase,7,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9875444369433768,43.396951838878984,1738263600,1738281595,12096,14875,299.92
2025_01_31,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,9.009497378741985,1738281600,1738285720,0,721,68.67
2025_01_31,IS,phrase,1,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,FRONT_SKEWED,0.9719959348883195,19.81663926289133,1738287480,1738300510,1030,3042,217.17
2025_01_31,IS,phrase,2,,FLATLINE,FLATLINE,NONE,0.0,6.3418991244379175,1738300510,1738305900,3042,3780,89.83
2025_01_31,IS,phrase,3,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9770263253444494,16.20233712224413,1738305900,1738321200,3780,6483,255.0
2025_01_31,IS,phrase,4,,FLATLINE,FLATLINE,NONE,0.0,10.99430036520187,1738321200,1738322100,6483,6639,15.0
2025_01_31,IS,phrase,5,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9124534242822856,8.88335547763001,1738322100,1738332900,6639,8676,180.0
2025_01_31,IS,phrase,6,,FLATLINE,FLATLINE,NONE,0.0,12.760582597436644,1738332900,1738335600,8676,9215,45.0
2025_01_31,IS,phrase,7,,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,BACK_SKEWED,0.9593999210235362,44.95662337358934,1738335600,1738349100,9215,11915,225.0
2025_01_31,IS,phrase,8,,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,NONE,0.9932631524934438,94.73755217634002,1738349100,1738360795,11915,14236,194.92
2025_02_02,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,13.58724376621623,1738537200,1738540795,0,713,59.92
2025_02_03,IS,phrase,0,,NOISE,NOISE,NONE,-2.0,30.558528579318224,1738540800,1738544445,0,721,60.75
2025_02_03,IS,phrase,1,,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,NONE,0.9832189231300829,28.283186778571135,1738546255,1738562750,1079,4177,274.92
2025_02_03,IS,phrase,2,,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,NONE,0.9790243165187842,34.33523952468393,1738562750,1738587630,4177,8971,414.67
