**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf1,tf2,regime_2d,n,pearson
price_accel_w,15s,15m,DOWN_SMOOTH,4662,-0.043528150143497236
price_accel_w,15s,15m,DOWN_CHOPPY,2988,-0.009184660500623162
price_accel_w,15s,15m,FLAT_SMOOTH,9852,-0.014010424726262566
price_accel_w,15s,15m,FLAT_CHOPPY,18315,-0.01359240777990789
price_accel_w,15s,1h,ALL,46761,-0.009003288762431021
price_accel_w,15s,1h,UP_SMOOTH,7146,-0.03265827205012816
price_accel_w,15s,1h,UP_CHOPPY,3924,-0.032553532699569315
price_accel_w,15s,1h,DOWN_SMOOTH,4662,0.007772093097775744
price_accel_w,15s,1h,DOWN_CHOPPY,2988,-0.04492127845382191
price_accel_w,15s,1h,FLAT_SMOOTH,9726,0.013003875824330064
price_accel_w,15s,1h,FLAT_CHOPPY,18315,-0.00024386134306880405
price_accel_w,15s,4h,ALL,45993,-0.009045995528205513
price_accel_w,15s,4h,UP_SMOOTH,6978,-0.03344437022310914
price_accel_w,15s,4h,UP_CHOPPY,3924,-0.01969984482227876
price_accel_w,15s,4h,DOWN_SMOOTH,4662,0.0037636219602732637
price_accel_w,15s,4h,DOWN_CHOPPY,2988,-0.02362915522788285
price_accel_w,15s,4h,FLAT_SMOOTH,9402,-0.024673397951644766
price_accel_w,15s,4h,FLAT_CHOPPY,18039,0.011915924987350553
price_accel_w,15s,1D,ALL,45537,0.007204177795596026
price_accel_w,15s,1D,UP_SMOOTH,6978,0.0031514337718757486
price_accel_w,15s,1D,UP_CHOPPY,3924,0.022092468104967906
price_accel_w,15s,1D,DOWN_SMOOTH,4386,0.02973840298470978
price_accel_w,15s,1D,DOWN_CHOPPY,2988,-0.019756851786802924
price_accel_w,15s,1D,FLAT_SMOOTH,9402,-0.009468040983369149
price_accel_w,15s,1D,FLAT_CHOPPY,17859,0.012904162434782278
price_accel_w,1m,5m,ALL,46918,0.16108514416697647
price_accel_w,1m,5m,UP_SMOOTH,7146,0.1265489983195274
price_accel_w,1m,5m,UP_CHOPPY,3924,0.04283222665455706
price_accel_w,1m,5m,DOWN_SMOOTH,4662,0.21600570399860486
price_accel_w,1m,5m,DOWN_CHOPPY,2988,0.18016580147932892
price_accel_w,1m,5m,FLAT_SMOOTH,9883,0.13639243304731263
price_accel_w,1m,5m,FLAT_CHOPPY,18315,0.2072670369331831
price_accel_w,1m,15m,ALL,46887,-0.061847818500386016
price_accel_w,1m,15m,UP_SMOOTH,7146,-0.11261542281335893
price_accel_w,1m,15m,UP_CHOPPY,3924,-0.05345853696885624
price_accel_w,1m,15m,DOWN_SMOOTH,4662,-0.027945183081690184
price_accel_w,1m,15m,DOWN_CHOPPY,2988,-0.057013872213585975
price_accel_w,1m,15m,FLAT_SMOOTH,9852,-0.04716233018422911
price_accel_w,1m,15m,FLAT_CHOPPY,18315,-0.06207567403579727
price_accel_w,1m,1h,ALL,46761,-0.016161095875998167
price_accel_w,1m,1h,UP_SMOOTH,7146,-0.027599987482797645
price_accel_w,1m,1h,UP_CHOPPY,3924,-0.020509971370737193
price_accel_w,1m,1h,DOWN_SMOOTH,4662,-0.0035828606688090106
price_accel_w,1m,1h,DOWN_CHOPPY,2988,-0.01577535013534872
price_accel_w,1m,1h,FLAT_SMOOTH,9726,-0.0005280568123959177
price_accel_w,1m,1h,FLAT_CHOPPY,18315,-0.018802866183055558
price_accel_w,1m,4h,ALL,45993,-0.0005877794027426879
price_accel_w,1m,4h,UP_SMOOTH,6978,0.005848048412684591
price_accel_w,1m,4h,UP_CHOPPY,3924,0.001561121736403102
price_accel_w,1m,4h,DOWN_SMOOTH,4662,-0.006620550767653485
price_accel_w,1m,4h,DOWN_CHOPPY,2988,0.009028016501038598
price_accel_w,1m,4h,FLAT_SMOOTH,9402,0.0005250992460882264
price_accel_w,1m,4h,FLAT_CHOPPY,18039,-0.005104948682296005
price_accel_w,1m,1D,ALL,45537,-0.0004922900913009249
price_accel_w,1m,1D,UP_SMOOTH,6978,-0.00020594428489043482
price_accel_w,1m,1D,UP_CHOPPY,3924,-0.0019929170310841932
price_accel_w,1m,1D,DOWN_SMOOTH,4386,0.00343164808521231
price_accel_w,1m,1D,DOWN_CHOPPY,2988,0.00043420834787118753
price_accel_w,1m,1D,FLAT_SMOOTH,9402,0.0016328036438507517
price_accel_w,1m,1D,FLAT_CHOPPY,17859,-0.0019110902062746422
price_accel_w,5m,15m,ALL,46887,0.0765366248580672
price_accel_w,5m,15m,UP_SMOOTH,7146,0.029160745348696157
price_accel_w,5m,15m,UP_CHOPPY,3924,0.16208280321447088
price_accel_w,5m,15m,DOWN_SMOOTH,4662,0.08152675116610002
price_accel_w,5m,15m,DOWN_CHOPPY,2988,0.06734850516061909
price_accel_w,5m,15m,FLAT_SMOOTH,9852,0.03232568284288584
price_accel_w,5m,15m,FLAT_CHOPPY,18315,0.08332105196581992
price_accel_w,5m,1h,ALL,46761,-0.09611620878170676
price_accel_w,5m,1h,UP_SMOOTH,7146,-0.13423190438356342
price_accel_w,5m,1h,UP_CHOPPY,3924,-0.09761686719760247
price_accel_w,5m,1h,DOWN_SMOOTH,4662,-0.08782625519674085
price_accel_w,5m,1h,DOWN_CHOPPY,2988,-0.09735774528135417
price_accel_w,5m,1h,FLAT_SMOOTH,9726,-0.05663593041720087
price_accel_w,5m,1h,FLAT_CHOPPY,18315,-0.10081978872277475
price_accel_w,5m,4h,ALL,45993,-0.009630153416820825
price_accel_w,5m,4h,UP_SMOOTH,6978,-0.02045603385347135
price_accel_w,5m,4h,UP_CHOPPY,3924,0.002711293780522693
price_accel_w,5m,4h,DOWN_SMOOTH,4662,-0.004811571729529788
price_accel_w,5m,4h,DOWN_CHOPPY,2988,0.0019399465618302298
price_accel_w,5m,4h,FLAT_SMOOTH,9402,-0.010266512495607323
price_accel_w,5m,4h,FLAT_CHOPPY,18039,-0.011537552444207826
price_accel_w,5m,1D,ALL,45537,-0.0019667186141172424
price_accel_w,5m,1D,UP_SMOOTH,6978,0.003003928712984425
price_accel_w,5m,1D,UP_CHOPPY,3924,-0.004259440768200941
price_accel_w,5m,1D,DOWN_SMOOTH,4386,-0.0030407290391394606
price_accel_w,5m,1D,DOWN_CHOPPY,2988,-0.0053893700531475516
price_accel_w,5m,1D,FLAT_SMOOTH,9402,-0.0020267867358646522
price_accel_w,5m,1D,FLAT_CHOPPY,17859,-0.002570319322290592
price_accel_w,15m,1h,ALL,46761,0.05222359635270145
price_accel_w,15m,1h,UP_SMOOTH,7146,0.08149382946416305
price_accel_w,15m,1h,UP_CHOPPY,3924,-0.03548181349225803
price_accel_w,15m,1h,DOWN_SMOOTH,4662,0.09994442310541284
price_accel_w,15m,1h,DOWN_CHOPPY,2988,0.012885497876405479
price_accel_w,15m,1h,FLAT_SMOOTH,9726,0.031614009062152504
price_accel_w,15m,1h,FLAT_CHOPPY,18315,0.06692023695946749
price_accel_w,15m,4h,ALL,45993,-0.0970731094087256
price_accel_w,15m,4h,UP_SMOOTH,6978,-0.20082774582731389
price_accel_w,15m,4h,UP_CHOPPY,3924,-0.028231381717933716
price_accel_w,15m,4h,DOWN_SMOOTH,4662,-0.12112622686114644
price_accel_w,15m,4h,DOWN_CHOPPY,2988,-0.11866129625960185
price_accel_w,15m,4h,FLAT_SMOOTH,9402,-0.04491174949490605
price_accel_w,15m,4h,FLAT_CHOPPY,18039,-0.10287641928056307
price_accel_w,15m,1D,ALL,45537,-0.007490567389856573
price_accel_w,15m,1D,UP_SMOOTH,6978,-0.012493743987375964
price_accel_w,15m,1D,UP_CHOPPY,3924,-0.016827878212214143
price_accel_w,15m,1D,DOWN_SMOOTH,4386,-0.003483868440887467
price_accel_w,15m,1D,DOWN_CHOPPY,2988,-0.026373938129740888
price_accel_w,15m,1D,FLAT_SMOOTH,9402,0.007911122240684946
price_accel_w,15m,1D,FLAT_CHOPPY,17859,-0.01043944431811895
price_accel_w,1h,4h,ALL,45993,0.08830481450931132
price_accel_w,1h,4h,UP_SMOOTH,6978,0.152735447945607
price_accel_w,1h,4h,UP_CHOPPY,3924,0.006356351663387442
price_accel_w,1h,4h,DOWN_SMOOTH,4662,0.027805281555655224
price_accel_w,1h,4h,DOWN_CHOPPY,2988,-0.005013904044027504
price_accel_w,1h,4h,FLAT_SMOOTH,9402,0.09098670683683129
price_accel_w,1h,4h,FLAT_CHOPPY,18039,0.06118582210056913
price_accel_w,1h,1D,ALL,45537,-0.0821491267370582
price_accel_w,1h,1D,UP_SMOOTH,6978,-0.1267074826218061
price_accel_w,1h,1D,UP_CHOPPY,3924,-0.18553938668290829
price_accel_w,1h,1D,DOWN_SMOOTH,4386,-0.12186179037022067
price_accel_w,1h,1D,DOWN_CHOPPY,2988,-0.08152434613150684
price_accel_w,1h,1D,FLAT_SMOOTH,9402,0.04066984937561841
price_accel_w,1h,1D,FLAT_CHOPPY,17859,-0.11143179136234646
price_accel_w,4h,1D,ALL,45537,0.06215290195785427
price_accel_w,4h,1D,UP_SMOOTH,6978,0.0672753088419501
price_accel_w,4h,1D,UP_CHOPPY,3924,-0.19938532179249602
price_accel_w,4h,1D,DOWN_SMOOTH,4386,0.0860193613620419
price_accel_w,4h,1D,DOWN_CHOPPY,2988,0.27926087942993094
price_accel_w,4h,1D,FLAT_SMOOTH,9402,0.21131146145618024
price_accel_w,4h,1D,FLAT_CHOPPY,17859,-0.08059508356980691
vol_velocity_w,5s,15s,ALL,46928,0.8792034824378296
vol_velocity_w,5s,15s,UP_SMOOTH,7146,0.9055918157333411
vol_velocity_w,5s,15s,UP_CHOPPY,3924,0.8903020280136236
vol_velocity_w,5s,15s,DOWN_SMOOTH,4662,0.8920706474243337
vol_velocity_w,5s,15s,DOWN_CHOPPY,2988,0.9209719921238512
vol_velocity_w,5s,15s,FLAT_SMOOTH,9893,0.8453821318812669
vol_velocity_w,5s,15s,FLAT_CHOPPY,18315,0.8592528465794519
vol_velocity_w,5s,1m,ALL,46925,0.2052119739330903
vol_velocity_w,5s,1m,UP_SMOOTH,7146,0.22880289543607368
vol_velocity_w,5s,1m,UP_CHOPPY,3924,0.22114841489999074
vol_velocity_w,5s,1m,DOWN_SMOOTH,4662,0.19194743715105445
vol_velocity_w,5s,1m,DOWN_CHOPPY,2988,0.2455206047383224
vol_velocity_w,5s,1m,FLAT_SMOOTH,9890,0.20018640674935587
vol_velocity_w,5s,1m,FLAT_CHOPPY,18315,0.19055067785404334
vol_velocity_w,5s,5m,ALL,46919,0.05825647124451096
vol_velocity_w,5s,5m,UP_SMOOTH,7146,0.08505648061104884
vol_velocity_w,5s,5m,UP_CHOPPY,3924,0.07374660476470983
vol_velocity_w,5s,5m,DOWN_SMOOTH,4662,0.038566380979337955
vol_velocity_w,5s,5m,DOWN_CHOPPY,2988,0.061053330614060194
vol_velocity_w,5s,5m,FLAT_SMOOTH,9884,0.0556374671024573
vol_velocity_w,5s,5m,FLAT_CHOPPY,18315,0.05012079578418688
vol_velocity_w,5s,15m,ALL,46890,0.018488157310100787
vol_velocity_w,5s,15m,UP_SMOOTH,7146,0.04315897568009653
vol_velocity_w,5s,15m,UP_CHOPPY,3924,0.013677460706926962
vol_velocity_w,5s,15m,DOWN_SMOOTH,4662,0.01997629319755436
vol_velocity_w,5s,15m,DOWN_CHOPPY,2988,0.020989884569589973
vol_velocity_w,5s,15m,FLAT_SMOOTH,9855,0.007704920308285622
vol_velocity_w,5s,15m,FLAT_CHOPPY,18315,0.011056788635998328
vol_velocity_w,5s,1h,ALL,46773,0.016968311625709637
vol_velocity_w,5s,1h,UP_SMOOTH,7146,0.021654647739256648
vol_velocity_w,5s,1h,UP_CHOPPY,3924,0.019372582017840312
vol_velocity_w,5s,1h,DOWN_SMOOTH,4662,0.02253477200216611
vol_velocity_w,5s,1h,DOWN_CHOPPY,2988,0.025519362933690285
vol_velocity_w,5s,1h,FLAT_SMOOTH,9738,0.010018431529912586
vol_velocity_w,5s,1h,FLAT_CHOPPY,18315,0.013103539902003225
vol_velocity_w,5s,4h,ALL,46041,0.049613565560878176
vol_velocity_w,5s,4h,UP_SMOOTH,6978,0.05109237914779196
vol_velocity_w,5s,4h,UP_CHOPPY,3924,0.0538965024572031
vol_velocity_w,5s,4h,DOWN_SMOOTH,4662,0.045269137585520126
vol_velocity_w,5s,4h,DOWN_CHOPPY,2988,0.033731572292272236
vol_velocity_w,5s,4h,FLAT_SMOOTH,9402,0.06092825876766787
vol_velocity_w,5s,4h,FLAT_CHOPPY,18087,0.052054808360401314
vol_velocity_w,5s,1D,ALL,45813,0.003414043457572674
vol_velocity_w,5s,1D,UP_SMOOTH,6978,0.009066046778419122
vol_velocity_w,5s,1D,UP_CHOPPY,3924,-0.004904788440808596
vol_velocity_w,5s,1D,DOWN_SMOOTH,4482,0.001062008274287818
vol_velocity_w,5s,1D,DOWN_CHOPPY,2988,0.011094020919156584
vol_velocity_w,5s,1D,FLAT_SMOOTH,9402,0.004680617817246417
vol_velocity_w,5s,1D,FLAT_CHOPPY,18039,-0.0008730871616546264
vol_velocity_w,15s,1m,ALL,46925,0.29644394496287596
vol_velocity_w,15s,1m,UP_SMOOTH,7146,0.3205155902514738
vol_velocity_w,15s,1m,UP_CHOPPY,3924,0.2892507607915722
vol_velocity_w,15s,1m,DOWN_SMOOTH,4662,0.27049590948126917
vol_velocity_w,15s,1m,DOWN_CHOPPY,2988,0.3086417694121146
vol_velocity_w,15s,1m,FLAT_SMOOTH,9890,0.3145996145789472
vol_velocity_w,15s,1m,FLAT_CHOPPY,18315,0.2907043499390491
vol_velocity_w,15s,5m,ALL,46919,0.042062060634400746
vol_velocity_w,15s,5m,UP_SMOOTH,7146,0.07560322974304792
vol_velocity_w,15s,5m,UP_CHOPPY,3924,0.0512269360862302
vol_velocity_w,15s,5m,DOWN_SMOOTH,4662,0.02142396630109933
vol_velocity_w,15s,5m,DOWN_CHOPPY,2988,0.036543266090525044
vol_velocity_w,15s,5m,FLAT_SMOOTH,9884,0.03921960092035325
vol_velocity_w,15s,5m,FLAT_CHOPPY,18315,0.03524921479710561
vol_velocity_w,15s,15m,ALL,46890,0.00958009184958912
vol_velocity_w,15s,15m,UP_SMOOTH,7146,0.0315824804490129
vol_velocity_w,15s,15m,UP_CHOPPY,3924,-0.006435245797426208
vol_velocity_w,15s,15m,DOWN_SMOOTH,4662,0.020146864604222367
vol_velocity_w,15s,15m,DOWN_CHOPPY,2988,-0.007456545840660418
vol_velocity_w,15s,15m,FLAT_SMOOTH,9855,-0.0036608946486494766
vol_velocity_w,15s,15m,FLAT_CHOPPY,18315,0.008176811821170554
vol_velocity_w,15s,1h,ALL,46773,0.01926801366587656
vol_velocity_w,15s,1h,UP_SMOOTH,7146,0.018874117332922862
vol_velocity_w,15s,1h,UP_CHOPPY,3924,0.005989584124264097
vol_velocity_w,15s,1h,DOWN_SMOOTH,4662,0.02305364393264517
vol_velocity_w,15s,1h,DOWN_CHOPPY,2988,0.03109348167847513
vol_velocity_w,15s,1h,FLAT_SMOOTH,9738,0.013331295991822279
vol_velocity_w,15s,1h,FLAT_CHOPPY,18315,0.020749255526083647
vol_velocity_w,15s,4h,ALL,46041,0.051675445633607944
vol_velocity_w,15s,4h,UP_SMOOTH,6978,0.052021257965473626
vol_velocity_w,15s,4h,UP_CHOPPY,3924,0.053624209841618725
vol_velocity_w,15s,4h,DOWN_SMOOTH,4662,0.04730867127688432
vol_velocity_w,15s,4h,DOWN_CHOPPY,2988,0.04964356979381296
vol_velocity_w,15s,4h,FLAT_SMOOTH,9402,0.07743237738485122
vol_velocity_w,15s,4h,FLAT_CHOPPY,18087,0.046736998474174445
vol_velocity_w,15s,1D,ALL,45813,0.00440702886766083
vol_velocity_w,15s,1D,UP_SMOOTH,6978,0.00653571876616618
vol_velocity_w,15s,1D,UP_CHOPPY,3924,0.0027489665444537736
vol_velocity_w,15s,1D,DOWN_SMOOTH,4482,0.003407594869260592
vol_velocity_w,15s,1D,DOWN_CHOPPY,2988,0.008800166574518584
vol_velocity_w,15s,1D,FLAT_SMOOTH,9402,0.0022964253152832886
vol_velocity_w,15s,1D,FLAT_CHOPPY,18039,0.001581641987345081
vol_velocity_w,1m,5m,ALL,46919,0.3760279152595549
vol_velocity_w,1m,5m,UP_SMOOTH,7146,0.3809884296053573
vol_velocity_w,1m,5m,UP_CHOPPY,3924,0.3715717957977333
vol_velocity_w,1m,5m,DOWN_SMOOTH,4662,0.4058103929771922
vol_velocity_w,1m,5m,DOWN_CHOPPY,2988,0.3760952977921825
vol_velocity_w,1m,5m,FLAT_SMOOTH,9884,0.37064424111138394
vol_velocity_w,1m,5m,FLAT_CHOPPY,18315,0.36888164452017874
vol_velocity_w,1m,15m,ALL,46890,-0.03863614185254776
vol_velocity_w,1m,15m,UP_SMOOTH,7146,-0.056473900845027465
vol_velocity_w,1m,15m,UP_CHOPPY,3924,-0.04912432193445404
vol_velocity_w,1m,15m,DOWN_SMOOTH,4662,-0.027810941503559557
vol_velocity_w,1m,15m,DOWN_CHOPPY,2988,-0.049536517010506445
vol_velocity_w,1m,15m,FLAT_SMOOTH,9855,-0.036465977904365905
vol_velocity_w,1m,15m,FLAT_CHOPPY,18315,-0.031894281397502146
vol_velocity_w,1m,1h,ALL,46773,-0.0621420442316197
vol_velocity_w,1m,1h,UP_SMOOTH,7146,-0.05804960043012365
vol_velocity_w,1m,1h,UP_CHOPPY,3924,-0.06529808185465227
vol_velocity_w,1m,1h,DOWN_SMOOTH,4662,-0.07164462131700604
vol_velocity_w,1m,1h,DOWN_CHOPPY,2988,-0.06060734457710263
vol_velocity_w,1m,1h,FLAT_SMOOTH,9738,-0.052547016507642375
vol_velocity_w,1m,1h,FLAT_CHOPPY,18315,-0.06418901901265035
vol_velocity_w,1m,4h,ALL,46041,-0.03804655883294103
vol_velocity_w,1m,4h,UP_SMOOTH,6978,-0.027565396016446326
vol_velocity_w,1m,4h,UP_CHOPPY,3924,-0.04299238145846259
vol_velocity_w,1m,4h,DOWN_SMOOTH,4662,-0.03913663647364831
vol_velocity_w,1m,4h,DOWN_CHOPPY,2988,-0.032796051375594625
vol_velocity_w,1m,4h,FLAT_SMOOTH,9402,-0.04121620447956322
vol_velocity_w,1m,4h,FLAT_CHOPPY,18087,-0.041939737208702615
vol_velocity_w,1m,1D,ALL,45813,0.0007247395897752498
vol_velocity_w,1m,1D,UP_SMOOTH,6978,0.00025575793352147937
vol_velocity_w,1m,1D,UP_CHOPPY,3924,0.0007914864810834601
vol_velocity_w,1m,1D,DOWN_SMOOTH,4482,0.002433184888326194
vol_velocity_w,1m,1D,DOWN_CHOPPY,2988,-0.001050693997531338
vol_velocity_w,1m,1D,FLAT_SMOOTH,9402,0.0033501804109408364
vol_velocity_w,1m,1D,FLAT_CHOPPY,18039,-0.0005566003160874189
vol_velocity_w,5m,15m,ALL,46890,0.23570877033663964
vol_velocity_w,5m,15m,UP_SMOOTH,7146,0.23687139885132433
vol_velocity_w,5m,15m,UP_CHOPPY,3924,0.2157833923009861
vol_velocity_w,5m,15m,DOWN_SMOOTH,4662,0.21418391524151803
vol_velocity_w,5m,15m,DOWN_CHOPPY,2988,0.23412096568946025
vol_velocity_w,5m,15m,FLAT_SMOOTH,9855,0.22887194184670645
vol_velocity_w,5m,15m,FLAT_CHOPPY,18315,0.2494736780878207
vol_velocity_w,5m,1h,ALL,46773,-0.12759854862333206
vol_velocity_w,5m,1h,UP_SMOOTH,7146,-0.13026238396559775
vol_velocity_w,5m,1h,UP_CHOPPY,3924,-0.15125451450214714
vol_velocity_w,5m,1h,DOWN_SMOOTH,4662,-0.12806070391234708
vol_velocity_w,5m,1h,DOWN_CHOPPY,2988,-0.1318615797844457
vol_velocity_w,5m,1h,FLAT_SMOOTH,9738,-0.11215423535462325
vol_velocity_w,5m,1h,FLAT_CHOPPY,18315,-0.1269050996034553
vol_velocity_w,5m,4h,ALL,46041,-0.11739159331213128
vol_velocity_w,5m,4h,UP_SMOOTH,6978,-0.08976673569159807
vol_velocity_w,5m,4h,UP_CHOPPY,3924,-0.15430512175202785
vol_velocity_w,5m,4h,DOWN_SMOOTH,4662,-0.12266373770903316
vol_velocity_w,5m,4h,DOWN_CHOPPY,2988,-0.11147394186088262
vol_velocity_w,5m,4h,FLAT_SMOOTH,9402,-0.12311313675212211
vol_velocity_w,5m,4h,FLAT_CHOPPY,18087,-0.12308097560403365
vol_velocity_w,5m,1D,ALL,45813,0.0026613402562129045
vol_velocity_w,5m,1D,UP_SMOOTH,6978,0.0031460902771499426
vol_velocity_w,5m,1D,UP_CHOPPY,3924,0.0008616272820895689
vol_velocity_w,5m,1D,DOWN_SMOOTH,4482,0.0027089886988666267
vol_velocity_w,5m,1D,DOWN_CHOPPY,2988,-0.0007991616419306248
vol_velocity_w,5m,1D,FLAT_SMOOTH,9402,0.010429250600841
vol_velocity_w,5m,1D,FLAT_CHOPPY,18039,0.00027527767798761135
vol_velocity_w,15m,1h,ALL,46773,0.18826668444508843
vol_velocity_w,15m,1h,UP_SMOOTH,7146,0.18516238970531226
vol_velocity_w,15m,1h,UP_CHOPPY,3924,0.18556906907850368
vol_velocity_w,15m,1h,DOWN_SMOOTH,4662,0.20443765307604164
vol_velocity_w,15m,1h,DOWN_CHOPPY,2988,0.19501016331991416
vol_velocity_w,15m,1h,FLAT_SMOOTH,9738,0.1569515828708293
vol_velocity_w,15m,1h,FLAT_CHOPPY,18315,0.1929168965826771
vol_velocity_w,15m,4h,ALL,46041,-0.3441148973011132
vol_velocity_w,15m,4h,UP_SMOOTH,6978,-0.33019488936603125
vol_velocity_w,15m,4h,UP_CHOPPY,3924,-0.4738675708296057
vol_velocity_w,15m,4h,DOWN_SMOOTH,4662,-0.2634111585952892
vol_velocity_w,15m,4h,DOWN_CHOPPY,2988,-0.2956612565630322
vol_velocity_w,15m,4h,FLAT_SMOOTH,9402,-0.3804435087290322
vol_velocity_w,15m,4h,FLAT_CHOPPY,18087,-0.35630134074666286
vol_velocity_w,15m,1D,ALL,45813,-0.017890710885316276
vol_velocity_w,15m,1D,UP_SMOOTH,6978,-0.03365049511642436
vol_velocity_w,15m,1D,UP_CHOPPY,3924,-0.0011825898209634894
vol_velocity_w,15m,1D,DOWN_SMOOTH,4482,-0.04818327474002223
vol_velocity_w,15m,1D,DOWN_CHOPPY,2988,0.0076614950620676
vol_velocity_w,15m,1D,FLAT_SMOOTH,9402,-0.04542478855970656
vol_velocity_w,15m,1D,FLAT_CHOPPY,18039,-0.010050348690728433
vol_velocity_w,1h,4h,ALL,46041,0.008118128694286688
vol_velocity_w,1h,4h,UP_SMOOTH,6978,-0.10823560179498548
vol_velocity_w,1h,4h,UP_CHOPPY,3924,-0.08554645097567395
vol_velocity_w,1h,4h,DOWN_SMOOTH,4662,0.18889656998773097
vol_velocity_w,1h,4h,DOWN_CHOPPY,2988,0.048104601419725425
vol_velocity_w,1h,4h,FLAT_SMOOTH,9402,-0.14285782131148592
vol_velocity_w,1h,4h,FLAT_CHOPPY,18087,0.06027654502888044
vol_velocity_w,1h,1D,ALL,45813,0.021057438694952024
vol_velocity_w,1h,1D,UP_SMOOTH,6978,0.08691502279720455
vol_velocity_w,1h,1D,UP_CHOPPY,3924,-0.12542051231762136
vol_velocity_w,1h,1D,DOWN_SMOOTH,4482,0.051174529346463014
vol_velocity_w,1h,1D,DOWN_CHOPPY,2988,-0.018422915100290763
vol_velocity_w,1h,1D,FLAT_SMOOTH,9402,0.10996932062477516
vol_velocity_w,1h,1D,FLAT_CHOPPY,18039,-0.04161728934658184
vol_velocity_w,4h,1D,ALL,45813,0.19322242467126227
vol_velocity_w,4h,1D,UP_SMOOTH,6978,0.14993856192079424
vol_velocity_w,4h,1D,UP_CHOPPY,3924,0.004916589116133182
vol_velocity_w,4h,1D,DOWN_SMOOTH,4482,0.1602139609697498
vol_velocity_w,4h,1D,DOWN_CHOPPY,2988,0.38594080965095995
vol_velocity_w,4h,1D,FLAT_SMOOTH,9402,0.11572390906995433
vol_velocity_w,4h,1D,FLAT_CHOPPY,18039,0.21183468300011107
vol_accel_w,5s,15s,ALL,46928,0.6647899031665064
vol_accel_w,5s,15s,UP_SMOOTH,7146,0.756409852964448
vol_accel_w,5s,15s,UP_CHOPPY,3924,0.7027035996713108
vol_accel_w,5s,15s,DOWN_SMOOTH,4662,0.6736797725985483
vol_accel_w,5s,15s,DOWN_CHOPPY,2988,0.7349357478751684
vol_accel_w,5s,15s,FLAT_SMOOTH,9893,0.6148149411776036
vol_accel_w,5s,15s,FLAT_CHOPPY,18315,0.606926180131841
vol_accel_w,5s,1m,ALL,46925,0.17953678522078045
vol_accel_w,5s,1m,UP_SMOOTH,7146,0.17535721255592512
vol_accel_w,5s,1m,UP_CHOPPY,3924,0.2151007359192536
vol_accel_w,5s,1m,DOWN_SMOOTH,4662,0.18791188178442714
vol_accel_w,5s,1m,DOWN_CHOPPY,2988,0.26018770925675194
vol_accel_w,5s,1m,FLAT_SMOOTH,9890,0.14299874746026175
vol_accel_w,5s,1m,FLAT_CHOPPY,18315,0.1700806680912345
vol_accel_w,5s,5m,ALL,46918,-0.0027644962256948846
vol_accel_w,5s,5m,UP_SMOOTH,7146,0.041561300176733026
vol_accel_w,5s,5m,UP_CHOPPY,3924,-0.0018400008448266633
vol_accel_w,5s,5m,DOWN_SMOOTH,4662,-0.026218264875475177
vol_accel_w,5s,5m,DOWN_CHOPPY,2988,-0.016337528283185184
vol_accel_w,5s,5m,FLAT_SMOOTH,9883,-0.0021743375885849964
vol_accel_w,5s,5m,FLAT_CHOPPY,18315,-0.012248951999670287
vol_accel_w,5s,15m,ALL,46887,0.05322166200106281
vol_accel_w,5s,15m,UP_SMOOTH,7146,0.058438803056046124
vol_accel_w,5s,15m,UP_CHOPPY,3924,0.03841662257267884
vol_accel_w,5s,15m,DOWN_SMOOTH,4662,0.0518512190014887
vol_accel_w,5s,15m,DOWN_CHOPPY,2988,0.06524084643372244
vol_accel_w,5s,15m,FLAT_SMOOTH,9852,0.025245198263989275
vol_accel_w,5s,15m,FLAT_CHOPPY,18315,0.062421470830921255
vol_accel_w,5s,1h,ALL,46761,0.016691472213472985
vol_accel_w,5s,1h,UP_SMOOTH,7146,0.01463774533463248
vol_accel_w,5s,1h,UP_CHOPPY,3924,0.026011526306216216
vol_accel_w,5s,1h,DOWN_SMOOTH,4662,0.01641495930466372
vol_accel_w,5s,1h,DOWN_CHOPPY,2988,0.013568229350162567
vol_accel_w,5s,1h,FLAT_SMOOTH,9726,0.019443458305510718
vol_accel_w,5s,1h,FLAT_CHOPPY,18315,0.01482704194092404
vol_accel_w,5s,4h,ALL,45993,0.001118454545441883
vol_accel_w,5s,4h,UP_SMOOTH,6978,0.01569123107344035
vol_accel_w,5s,4h,UP_CHOPPY,3924,-0.016866682931051178
vol_accel_w,5s,4h,DOWN_SMOOTH,4662,-0.0029799099172462522
vol_accel_w,5s,4h,DOWN_CHOPPY,2988,-0.019346195054944337
vol_accel_w,5s,4h,FLAT_SMOOTH,9402,-0.0029874972559379275
vol_accel_w,5s,4h,FLAT_CHOPPY,18039,0.0055552390965059924
vol_accel_w,5s,1D,ALL,45537,-0.0014640694565068858
vol_accel_w,5s,1D,UP_SMOOTH,6978,0.003485134264270378
vol_accel_w,5s,1D,UP_CHOPPY,3924,-0.03551336447596973
vol_accel_w,5s,1D,DOWN_SMOOTH,4386,-0.0014001947495349766
vol_accel_w,5s,1D,DOWN_CHOPPY,2988,-0.011071138537064297
vol_accel_w,5s,1D,FLAT_SMOOTH,9402,0.0072253614370895
vol_accel_w,5s,1D,FLAT_CHOPPY,17859,-0.0008002023398038034
vol_accel_w,15s,1m,ALL,46925,0.16246683055766883
