entry_ts,exit_ts,gross_usd,net_usd,type
1970-01-01 00:00:01.704161408,1970-01-01 00:00:01.704161417,-5.0,-7.5,LONG
1970-01-01 00:00:01.704161424,1970-01-01 00:00:01.704161471,-25.0,-27.5,LONG
1970-01-01 00:00:01.704162570,1970-01-01 00:00:01.704162794,-20.0,-22.5,SHORT
1970-01-01 00:00:01.704163102,1970-01-01 00:00:01.704163413,-45.0,-47.5,SHORT
1970-01-01 00:00:01.704163870,1970-01-01 00:00:01.704164156,80.0,77.5,SHORT
1970-01-01 00:00:01.704164670,1970-01-01 00:00:01.704164765,-25.0,-27.5,SHORT
1970-01-01 00:00:01.704164794,1970-01-01 00:00:01.704164796,0.0,-2.5,SHORT
1970-01-01 00:00:01.704164817,1970-01-01 00:00:01.704164855,-10.0,-12.5,SHORT
1970-01-01 00:00:01.704165072,1970-01-01 00:00:01.704165445,-45.0,-47.5,LONG
1970-01-01 00:00:01.704166159,1970-01-01 00:00:01.704166291,-10.0,-12.5,LONG
1970-01-01 00:00:01.704166369,1970-01-01 00:00:01.704166412,0.0,-2.5,LONG
1970-01-01 00:00:01.704166416,1970-01-01 00:00:01.704166462,-10.0,-12.5,LONG
1970-01-01 00:00:01.704166483,1970-01-01 00:00:01.704166490,5.0,2.5,LONG
1970-01-01 00:00:01.704166498,1970-01-01 00:00:01.704166500,0.0,-2.5,LONG
1970-01-01 00:00:01.704166735,1970-01-01 00:00:01.704167085,-90.0,-92.5,SHORT
1970-01-01 00:00:01.704167093,1970-01-01 00:00:01.704167099,0.0,-2.5,SHORT
1970-01-01 00:00:01.704167105,1970-01-01 00:00:01.704167107,-15.0,-17.5,SHORT
1970-01-01 00:00:01.704167535,1970-01-01 00:00:01.704167883,-85.0,-87.5,SHORT
1970-01-01 00:00:01.704167917,1970-01-01 00:00:01.704167933,-10.0,-12.5,SHORT
1970-01-01 00:00:01.704167935,1970-01-01 00:00:01.704167956,-5.0,-7.5,SHORT
1970-01-01 00:00:01.704169079,1970-01-01 00:00:01.704169312,-35.0,-37.5,LONG
1970-01-01 00:00:01.704169361,1970-01-01 00:00:01.704169373,-10.0,-12.5,LONG
1970-01-01 00:00:01.704169395,1970-01-01 00:00:01.704169405,-5.0,-7.5,LONG
1970-01-01 00:00:01.704169985,1970-01-01 00:00:01.704170599,50.0,47.5,LONG
1970-01-01 00:00:01.704171671,1970-01-01 00:00:01.704171845,0.0,-2.5,LONG
1970-01-01 00:00:01.704171848,1970-01-01 00:00:01.704171867,-5.0,-7.5,LONG
1970-01-01 00:00:01.704171870,1970-01-01 00:00:01.704171888,0.0,-2.5,LONG
1970-01-01 00:00:01.704171894,1970-01-01 00:00:01.704171974,-20.0,-22.5,LONG
1970-01-01 00:00:01.704172132,1970-01-01 00:00:01.704172133,-10.0,-12.5,LONG
1970-01-01 00:00:01.704172238,1970-01-01 00:00:01.704172780,95.0,92.5,LONG
1970-01-01 00:00:01.704173223,1970-01-01 00:00:01.704173626,-15.0,-17.5,LONG
1970-01-01 00:00:01.704174229,1970-01-01 00:00:01.704175049,-5.0,-7.5,LONG
1970-01-01 00:00:01.704175180,1970-01-01 00:00:01.704175345,-15.0,-17.5,LONG
1970-01-01 00:00:01.704175646,1970-01-01 00:00:01.704176178,30.0,27.5,SHORT
1970-01-01 00:00:01.704177275,1970-01-01 00:00:01.704177762,-20.0,-22.5,SHORT
1970-01-01 00:00:01.704178337,1970-01-01 00:00:01.704178833,40.0,37.5,SHORT
1970-01-01 00:00:01.704179118,1970-01-01 00:00:01.704179398,-75.0,-77.5,SHORT
1970-01-01 00:00:01.704179460,1970-01-01 00:00:01.704179751,150.0,147.5,LONG
1970-01-01 00:00:01.704180056,1970-01-01 00:00:01.704180485,-25.0,-27.5,LONG
1970-01-01 00:00:01.704181088,1970-01-01 00:00:01.704181295,-50.0,-52.5,LONG
1970-01-01 00:00:01.704181296,1970-01-01 00:00:01.704181300,10.0,7.5,LONG
1970-01-01 00:00:01.704181303,1970-01-01 00:00:01.704181317,-30.0,-32.5,LONG
1970-01-01 00:00:01.704181494,1970-01-01 00:00:01.704181677,-40.0,-42.5,SHORT
1970-01-01 00:00:01.704182093,1970-01-01 00:00:01.704182135,-40.0,-42.5,SHORT
1970-01-01 00:00:01.704182400,1970-01-01 00:00:01.704182403,-15.0,-17.5,SHORT
1970-01-01 00:00:01.704182574,1970-01-01 00:00:01.704182692,45.0,42.5,LONG
1970-01-01 00:00:01.704182756,1970-01-01 00:00:01.704182787,-35.0,-37.5,LONG
1970-01-01 00:00:01.704183091,1970-01-01 00:00:01.704183343,-45.0,-47.5,LONG
1970-01-01 00:00:01.704183345,1970-01-01 00:00:01.704183368,-5.0,-7.5,LONG
1970-01-01 00:00:01.704183370,1970-01-01 00:00:01.704183371,0.0,-2.5,LONG
1970-01-01 00:00:01.704183538,1970-01-01 00:00:01.704184069,25.0,22.5,LONG
1970-01-01 00:00:01.704184124,1970-01-01 00:00:01.704184152,-15.0,-17.5,LONG
1970-01-01 00:00:01.704184275,1970-01-01 00:00:01.704184585,-10.0,-12.5,LONG
1970-01-01 00:00:01.704184988,1970-01-01 00:00:01.704185107,-35.0,-37.5,LONG
1970-01-01 00:00:01.704185294,1970-01-01 00:00:01.704185503,10.0,7.5,SHORT
1970-01-01 00:00:01.704185851,1970-01-01 00:00:01.704186498,325.0,322.5,SHORT
1970-01-01 00:00:01.704186668,1970-01-01 00:00:01.704186873,35.0,32.5,SHORT
1970-01-01 00:00:01.704187040,1970-01-01 00:00:01.704187162,-60.0,-62.5,SHORT
1970-01-01 00:00:01.704187455,1970-01-01 00:00:01.704187660,-35.0,-37.5,SHORT
1970-01-01 00:00:01.704187740,1970-01-01 00:00:01.704187763,0.0,-2.5,LONG
1970-01-01 00:00:01.704187764,1970-01-01 00:00:01.704187785,-10.0,-12.5,LONG
1970-01-01 00:00:01.704187791,1970-01-01 00:00:01.704187801,-15.0,-17.5,LONG
1970-01-01 00:00:01.704187803,1970-01-01 00:00:01.704187804,0.0,-2.5,LONG
1970-01-01 00:00:01.704187880,1970-01-01 00:00:01.704187887,-5.0,-7.5,LONG
1970-01-01 00:00:01.704188446,1970-01-01 00:00:01.704188530,-80.0,-82.5,SHORT
1970-01-01 00:00:01.704188873,1970-01-01 00:00:01.704188887,-15.0,-17.5,SHORT
1970-01-01 00:00:01.704188952,1970-01-01 00:00:01.704189266,125.0,122.5,SHORT
1970-01-01 00:00:01.704189614,1970-01-01 00:00:01.704189776,-20.0,-22.5,SHORT
1970-01-01 00:00:01.704189962,1970-01-01 00:00:01.704190031,-35.0,-37.5,LONG
1970-01-01 00:00:01.704190360,1970-01-01 00:00:01.704190512,-35.0,-37.5,SHORT
1970-01-01 00:00:01.704190848,1970-01-01 00:00:01.704190850,0.0,-2.5,SHORT
1970-01-01 00:00:01.704191020,1970-01-01 00:00:01.704191023,-5.0,-7.5,SHORT
1970-01-01 00:00:01.704191025,1970-01-01 00:00:01.704191026,10.0,7.5,SHORT
1970-01-01 00:00:01.704191029,1970-01-01 00:00:01.704191031,10.0,7.5,SHORT
1970-01-01 00:00:01.704191260,1970-01-01 00:00:01.704191432,35.0,32.5,SHORT
1970-01-01 00:00:01.704191821,1970-01-01 00:00:01.704191850,-35.0,-37.5,SHORT
1970-01-01 00:00:01.704191855,1970-01-01 00:00:01.704191861,-10.0,-12.5,SHORT
1970-01-01 00:00:01.704191863,1970-01-01 00:00:01.704191865,5.0,2.5,SHORT
1970-01-01 00:00:01.704191866,1970-01-01 00:00:01.704191876,0.0,-2.5,SHORT
1970-01-01 00:00:01.704191877,1970-01-01 00:00:01.704191930,-10.0,-12.5,SHORT
1970-01-01 00:00:01.704191933,1970-01-01 00:00:01.704191945,-20.0,-22.5,SHORT
1970-01-01 00:00:01.704192002,1970-01-01 00:00:01.704192186,25.0,22.5,LONG
1970-01-01 00:00:01.704192704,1970-01-01 00:00:01.704192876,50.0,47.5,SHORT
1970-01-01 00:00:01.704193069,1970-01-01 00:00:01.704193284,225.0,222.5,SHORT
1970-01-01 00:00:01.704193571,1970-01-01 00:00:01.704193800,310.0,307.5,SHORT
1970-01-01 00:00:01.704193982,1970-01-01 00:00:01.704194409,760.0,757.5,SHORT
1970-01-01 00:00:01.704194577,1970-01-01 00:00:01.704194597,-100.0,-102.5,SHORT
1970-01-01 00:00:01.704194598,1970-01-01 00:00:01.704194766,95.0,92.5,SHORT
1970-01-01 00:00:01.704194853,1970-01-01 00:00:01.704195068,195.0,192.5,SHORT
1970-01-01 00:00:01.704195181,1970-01-01 00:00:01.704195203,-105.0,-107.5,SHORT
1970-01-01 00:00:01.704195204,1970-01-01 00:00:01.704195509,535.0,532.5,SHORT
1970-01-01 00:00:01.704195715,1970-01-01 00:00:01.704195841,-105.0,-107.5,SHORT
1970-01-01 00:00:01.704195842,1970-01-01 00:00:01.704195870,-30.0,-32.5,SHORT
1970-01-01 00:00:01.704195925,1970-01-01 00:00:01.704195928,-40.0,-42.5,LONG
1970-01-01 00:00:01.704195980,1970-01-01 00:00:01.704196091,25.0,22.5,LONG
1970-01-01 00:00:01.704196289,1970-01-01 00:00:01.704196320,-65.0,-67.5,LONG
1970-01-01 00:00:01.704196323,1970-01-01 00:00:01.704196337,-40.0,-42.5,LONG
1970-01-01 00:00:01.704196406,1970-01-01 00:00:01.704196413,-25.0,-27.5,LONG
1970-01-01 00:00:01.704196415,1970-01-01 00:00:01.704196416,20.0,17.5,LONG
1970-01-01 00:00:01.704196418,1970-01-01 00:00:01.704196436,-40.0,-42.5,LONG
1970-01-01 00:00:01.704196438,1970-01-01 00:00:01.704196440,-10.0,-12.5,LONG
1970-01-01 00:00:01.704196444,1970-01-01 00:00:01.704196744,150.0,147.5,LONG
1970-01-01 00:00:01.704196957,1970-01-01 00:00:01.704196962,0.0,-2.5,SHORT
1970-01-01 00:00:01.704196963,1970-01-01 00:00:01.704196969,-10.0,-12.5,SHORT
1970-01-01 00:00:01.704196974,1970-01-01 00:00:01.704196975,-10.0,-12.5,SHORT
1970-01-01 00:00:01.704196981,1970-01-01 00:00:01.704196982,5.0,2.5,SHORT
1970-01-01 00:00:01.704196998,1970-01-01 00:00:01.704197314,285.0,282.5,SHORT
1970-01-01 00:00:01.704197613,1970-01-01 00:00:01.704197614,10.0,7.5,SHORT
1970-01-01 00:00:01.704197616,1970-01-01 00:00:01.704197622,-20.0,-22.5,SHORT
1970-01-01 00:00:01.704197628,1970-01-01 00:00:01.704197694,-30.0,-32.5,SHORT
1970-01-01 00:00:01.704197743,1970-01-01 00:00:01.704197913,180.0,177.5,SHORT
1970-01-01 00:00:01.704198002,1970-01-01 00:00:01.704198065,-30.0,-32.5,SHORT
1970-01-01 00:00:01.704198206,1970-01-01 00:00:01.704198321,-40.0,-42.5,LONG
1970-01-01 00:00:01.704198323,1970-01-01 00:00:01.704198328,30.0,27.5,LONG
1970-01-01 00:00:01.704198646,1970-01-01 00:00:01.704198697,-55.0,-57.5,SHORT
1970-01-01 00:00:01.704198925,1970-01-01 00:00:01.704198936,-15.0,-17.5,LONG
1970-01-01 00:00:01.704198945,1970-01-01 00:00:01.704198962,10.0,7.5,LONG
1970-01-01 00:00:01.704199451,1970-01-01 00:00:01.704199714,85.0,82.5,SHORT
1970-01-01 00:00:01.704199824,1970-01-01 00:00:01.704199988,25.0,22.5,SHORT
1970-01-01 00:00:01.704200162,1970-01-01 00:00:01.704200371,145.0,142.5,SHORT
1970-01-01 00:00:01.704200630,1970-01-01 00:00:01.704200730,-30.0,-32.5,SHORT
1970-01-01 00:00:01.704200779,1970-01-01 00:00:01.704200956,-40.0,-42.5,SHORT
1970-01-01 00:00:01.704200960,1970-01-01 00:00:01.704200976,-15.0,-17.5,LONG
1970-01-01 00:00:01.704200977,1970-01-01 00:00:01.704200978,0.0,-2.5,LONG
1970-01-01 00:00:01.704200980,1970-01-01 00:00:01.704200981,10.0,7.5,LONG
1970-01-01 00:00:01.704200982,1970-01-01 00:00:01.704200987,-10.0,-12.5,LONG
1970-01-01 00:00:01.704200989,1970-01-01 00:00:01.704200998,-30.0,-32.5,LONG
1970-01-01 00:00:01.704201120,1970-01-01 00:00:01.704201121,10.0,7.5,LONG
1970-01-01 00:00:01.704201122,1970-01-01 00:00:01.704201123,-5.0,-7.5,LONG
1970-01-01 00:00:01.704201620,1970-01-01 00:00:01.704201784,-40.0,-42.5,SHORT
1970-01-01 00:00:01.704202019,1970-01-01 00:00:01.704202052,-50.0,-52.5,LONG
1970-01-01 00:00:01.704202278,1970-01-01 00:00:01.704202481,295.0,292.5,LONG
1970-01-01 00:00:01.704202755,1970-01-01 00:00:01.704202818,-100.0,-102.5,LONG
1970-01-01 00:00:01.704202828,1970-01-01 00:00:01.704202829,-5.0,-7.5,LONG
1970-01-01 00:00:01.704202831,1970-01-01 00:00:01.704202867,-10.0,-12.5,LONG
1970-01-01 00:00:01.704202868,1970-01-01 00:00:01.704202871,-25.0,-27.5,LONG
1970-01-01 00:00:01.704202872,1970-01-01 00:00:01.704202873,10.0,7.5,LONG
1970-01-01 00:00:01.704202874,1970-01-01 00:00:01.704202879,-10.0,-12.5,LONG
1970-01-01 00:00:01.704202880,1970-01-01 00:00:01.704202881,5.0,2.5,LONG
1970-01-01 00:00:01.704202884,1970-01-01 00:00:01.704202894,-5.0,-7.5,LONG
1970-01-01 00:00:01.704202896,1970-01-01 00:00:01.704202900,-5.0,-7.5,LONG
1970-01-01 00:00:01.704202901,1970-01-01 00:00:01.704202912,0.0,-2.5,LONG
1970-01-01 00:00:01.704202914,1970-01-01 00:00:01.704202918,-5.0,-7.5,LONG
1970-01-01 00:00:01.704202921,1970-01-01 00:00:01.704202922,5.0,2.5,LONG
1970-01-01 00:00:01.704202930,1970-01-01 00:00:01.704202932,10.0,7.5,LONG
1970-01-01 00:00:01.704202933,1970-01-01 00:00:01.704202939,25.0,22.5,LONG
1970-01-01 00:00:01.704203668,1970-01-01 00:00:01.704203977,110.0,107.5,LONG
1970-01-01 00:00:01.704203982,1970-01-01 00:00:01.704203995,-15.0,-17.5,LONG
1970-01-01 00:00:01.704204268,1970-01-01 00:00:01.704204375,25.0,22.5,SHORT
1970-01-01 00:00:01.704204791,1970-01-01 00:00:01.704204981,65.0,62.5,LONG
1970-01-01 00:00:01.704205129,1970-01-01 00:00:01.704205230,-60.0,-62.5,LONG
1970-01-01 00:00:01.704205313,1970-01-01 00:00:01.704205527,120.0,117.5,LONG
1970-01-01 00:00:01.704205707,1970-01-01 00:00:01.704205770,-65.0,-67.5,SHORT
1970-01-01 00:00:01.704205809,1970-01-01 00:00:01.704205811,-205.0,-207.5,SHORT
1970-01-01 00:00:01.704205812,1970-01-01 00:00:01.704205821,-115.0,-117.5,SHORT
1970-01-01 00:00:01.704205824,1970-01-01 00:00:01.704205831,-105.0,-107.5,SHORT
1970-01-01 00:00:01.704205833,1970-01-01 00:00:01.704205834,20.0,17.5,SHORT
1970-01-01 00:00:01.704205846,1970-01-01 00:00:01.704205851,-120.0,-122.5,SHORT
1970-01-01 00:00:01.704205852,1970-01-01 00:00:01.704205853,35.0,32.5,SHORT
1970-01-01 00:00:01.704205854,1970-01-01 00:00:01.704205855,-55.0,-57.5,SHORT
1970-01-01 00:00:01.704205982,1970-01-01 00:00:01.704206192,445.0,442.5,SHORT
1970-01-01 00:00:01.704206265,1970-01-01 00:00:01.704206270,-100.0,-102.5,SHORT
1970-01-01 00:00:01.704206271,1970-01-01 00:00:01.704206483,565.0,562.5,SHORT
1970-01-01 00:00:01.704206563,1970-01-01 00:00:01.704206660,-105.0,-107.5,SHORT
1970-01-01 00:00:01.704206661,1970-01-01 00:00:01.704206690,90.0,87.5,SHORT
1970-01-01 00:00:01.704206882,1970-01-01 00:00:01.704207069,515.0,512.5,SHORT
1970-01-01 00:00:01.704207229,1970-01-01 00:00:01.704207458,230.0,227.5,SHORT
1970-01-01 00:00:01.704207562,1970-01-01 00:00:01.704207563,0.0,-2.5,LONG
1970-01-01 00:00:01.704207570,1970-01-01 00:00:01.704207739,585.0,582.5,LONG
1970-01-01 00:00:01.704208172,1970-01-01 00:00:01.704208173,-80.0,-82.5,LONG
1970-01-01 00:00:01.704208205,1970-01-01 00:00:01.704208208,-25.0,-27.5,LONG
1970-01-01 00:00:01.704208209,1970-01-01 00:00:01.704208214,-40.0,-42.5,LONG
1970-01-01 00:00:01.704208222,1970-01-01 00:00:01.704208228,30.0,27.5,LONG
1970-01-01 00:00:01.704208229,1970-01-01 00:00:01.704208232,-40.0,-42.5,LONG
1970-01-01 00:00:01.704208233,1970-01-01 00:00:01.704208235,-25.0,-27.5,LONG
1970-01-01 00:00:01.704208322,1970-01-01 00:00:01.704208348,-110.0,-112.5,SHORT
1970-01-01 00:00:01.704208349,1970-01-01 00:00:01.704208372,-100.0,-102.5,SHORT
1970-01-01 00:00:01.704208467,1970-01-01 00:00:01.704208661,110.0,107.5,SHORT
1970-01-01 00:00:01.704208801,1970-01-01 00:00:01.704208850,-100.0,-102.5,SHORT
1970-01-01 00:00:01.704208851,1970-01-01 00:00:01.704208887,-125.0,-127.5,SHORT
1970-01-01 00:00:01.704208888,1970-01-01 00:00:01.704208910,115.0,112.5,SHORT
1970-01-01 00:00:01.704209061,1970-01-01 00:00:01.704209137,20.0,17.5,LONG
1970-01-01 00:00:01.704209310,1970-01-01 00:00:01.704209381,60.0,57.5,SHORT
1970-01-01 00:00:01.704209452,1970-01-01 00:00:01.704209482,-105.0,-107.5,SHORT
1970-01-01 00:00:01.704209483,1970-01-01 00:00:01.704209590,10.0,7.5,SHORT
1970-01-01 00:00:01.704209724,1970-01-01 00:00:01.704209902,105.0,102.5,SHORT
1970-01-01 00:00:01.704210097,1970-01-01 00:00:01.704210220,-115.0,-117.5,SHORT
1970-01-01 00:00:01.704210253,1970-01-01 00:00:01.704210388,-60.0,-62.5,LONG
1970-01-01 00:00:01.704210391,1970-01-01 00:00:01.704210392,25.0,22.5,LONG
1970-01-01 00:00:01.704210393,1970-01-01 00:00:01.704210401,-60.0,-62.5,LONG
1970-01-01 00:00:01.704210768,1970-01-01 00:00:01.704210774,-50.0,-52.5,LONG
1970-01-01 00:00:01.704210879,1970-01-01 00:00:01.704210903,-100.0,-102.5,SHORT
1970-01-01 00:00:01.704210904,1970-01-01 00:00:01.704210947,-20.0,-22.5,SHORT
1970-01-01 00:00:01.704211081,1970-01-01 00:00:01.704211117,-30.0,-32.5,SHORT
1970-01-01 00:00:01.704211118,1970-01-01 00:00:01.704211150,-55.0,-57.5,SHORT
1970-01-01 00:00:01.704211171,1970-01-01 00:00:01.704211172,-20.0,-22.5,SHORT
1970-01-01 00:00:01.704211248,1970-01-01 00:00:01.704211391,85.0,82.5,LONG
1970-01-01 00:00:01.704211484,1970-01-01 00:00:01.704211508,-100.0,-102.5,LONG
1970-01-01 00:00:01.704211509,1970-01-01 00:00:01.704211571,-160.0,-162.5,LONG
1970-01-01 00:00:01.704211572,1970-01-01 00:00:01.704211628,205.0,202.5,LONG
1970-01-01 00:00:01.704211635,1970-01-01 00:00:01.704211643,-65.0,-67.5,LONG
1970-01-01 00:00:01.704211669,1970-01-01 00:00:01.704211673,-55.0,-57.5,LONG
1970-01-01 00:00:01.704211759,1970-01-01 00:00:01.704211985,275.0,272.5,LONG
1970-01-01 00:00:01.704212137,1970-01-01 00:00:01.704212153,-100.0,-102.5,LONG
1970-01-01 00:00:01.704212154,1970-01-01 00:00:01.704212246,-100.0,-102.5,LONG
1970-01-01 00:00:01.704212247,1970-01-01 00:00:01.704212285,70.0,67.5,LONG
1970-01-01 00:00:01.704212398,1970-01-01 00:00:01.704212454,-105.0,-107.5,LONG
1970-01-01 00:00:01.704212455,1970-01-01 00:00:01.704212528,-10.0,-12.5,LONG
1970-01-01 00:00:01.704212665,1970-01-01 00:00:01.704212681,-50.0,-52.5,SHORT
1970-01-01 00:00:01.704213072,1970-01-01 00:00:01.704213143,0.0,-2.5,LONG
1970-01-01 00:00:01.704213263,1970-01-01 00:00:01.704213329,-110.0,-112.5,LONG
1970-01-01 00:00:01.704213330,1970-01-01 00:00:01.704213331,5.0,2.5,LONG
1970-01-01 00:00:01.704213437,1970-01-01 00:00:01.704213583,-105.0,-107.5,LONG
1970-01-01 00:00:01.704213584,1970-01-01 00:00:01.704213589,0.0,-2.5,LONG
1970-01-01 00:00:01.704213739,1970-01-01 00:00:01.704213915,30.0,27.5,LONG
1970-01-01 00:00:01.704213998,1970-01-01 00:00:01.704214045,-100.0,-102.5,LONG
1970-01-01 00:00:01.704214046,1970-01-01 00:00:01.704214120,5.0,2.5,LONG
1970-01-01 00:00:01.704214289,1970-01-01 00:00:01.704214363,-100.0,-102.5,LONG
1970-01-01 00:00:01.704214364,1970-01-01 00:00:01.704214373,-60.0,-62.5,LONG
1970-01-01 00:00:01.704214561,1970-01-01 00:00:01.704214588,-10.0,-12.5,LONG
1970-01-01 00:00:01.704214590,1970-01-01 00:00:01.704214623,5.0,2.5,LONG
1970-01-01 00:00:01.704214624,1970-01-01 00:00:01.704214661,-10.0,-12.5,LONG
1970-01-01 00:00:01.704214662,1970-01-01 00:00:01.704214735,10.0,7.5,LONG
1970-01-01 00:00:01.704214750,1970-01-01 00:00:01.704214753,30.0,27.5,SHORT
1970-01-01 00:00:01.704214754,1970-01-01 00:00:01.704214791,-20.0,-22.5,SHORT
1970-01-01 00:00:01.704214956,1970-01-01 00:00:01.704214957,5.0,2.5,SHORT
1970-01-01 00:00:01.704214958,1970-01-01 00:00:01.704214959,-5.0,-7.5,SHORT
1970-01-01 00:00:01.704214961,1970-01-01 00:00:01.704214962,15.0,12.5,SHORT
1970-01-01 00:00:01.704214963,1970-01-01 00:00:01.704214967,-50.0,-52.5,SHORT
1970-01-01 00:00:01.704215007,1970-01-01 00:00:01.704215017,-25.0,-27.5,SHORT
1970-01-01 00:00:01.704215263,1970-01-01 00:00:01.704215266,5.0,2.5,LONG
1970-01-01 00:00:01.704215322,1970-01-01 00:00:01.704215345,-110.0,-112.5,LONG
1970-01-01 00:00:01.704215662,1970-01-01 00:00:01.704215664,-5.0,-7.5,LONG
1970-01-01 00:00:01.704215665,1970-01-01 00:00:01.704215666,0.0,-2.5,LONG
1970-01-01 00:00:01.704215686,1970-01-01 00:00:01.704215688,10.0,7.5,LONG
1970-01-01 00:00:01.704215689,1970-01-01 00:00:01.704215691,-40.0,-42.5,LONG
1970-01-01 00:00:01.704215726,1970-01-01 00:00:01.704215978,265.0,262.5,SHORT
1970-01-01 00:00:01.704216162,1970-01-01 00:00:01.704216360,-20.0,-22.5,SHORT
1970-01-01 00:00:01.704216555,1970-01-01 00:00:01.704216731,45.0,42.5,SHORT
1970-01-01 00:00:01.704216776,1970-01-01 00:00:01.704216937,55.0,52.5,LONG
1970-01-01 00:00:01.704217106,1970-01-01 00:00:01.704217348,100.0,97.5,LONG
1970-01-01 00:00:01.704217657,1970-01-01 00:00:01.704217860,385.0,382.5,SHORT
1970-01-01 00:00:01.704217905,1970-01-01 00:00:01.704217950,-75.0,-77.5,SHORT
1970-01-01 00:00:01.704218017,1970-01-01 00:00:01.704218318,335.0,332.5,SHORT
1970-01-01 00:00:01.704218332,1970-01-01 00:00:01.704218335,20.0,17.5,SHORT
1970-01-01 00:00:01.704218336,1970-01-01 00:00:01.704218340,-5.0,-7.5,SHORT
1970-01-01 00:00:01.704218344,1970-01-01 00:00:01.704218349,-45.0,-47.5,SHORT
1970-01-01 00:00:01.704218434,1970-01-01 00:00:01.704218514,-95.0,-97.5,SHORT
1970-01-01 00:00:01.704218544,1970-01-01 00:00:01.704218718,-60.0,-62.5,SHORT
1970-01-01 00:00:01.704219039,1970-01-01 00:00:01.704219050,-85.0,-87.5,SHORT
1970-01-01 00:00:01.704219233,1970-01-01 00:00:01.704219247,-10.0,-12.5,LONG
1970-01-01 00:00:01.704219248,1970-01-01 00:00:01.704219249,10.0,7.5,LONG
1970-01-01 00:00:01.704219250,1970-01-01 00:00:01.704219304,-5.0,-7.5,LONG
1970-01-01 00:00:01.704219305,1970-01-01 00:00:01.704219308,20.0,17.5,LONG
1970-01-01 00:00:01.704219386,1970-01-01 00:00:01.704219408,-60.0,-62.5,LONG
1970-01-01 00:00:01.704219479,1970-01-01 00:00:01.704219768,125.0,122.5,LONG
1970-01-01 00:00:01.704219860,1970-01-01 00:00:01.704220077,25.0,22.5,LONG
1970-01-01 00:00:01.704220260,1970-01-01 00:00:01.704220299,-105.0,-107.5,LONG
1970-01-01 00:00:01.704220304,1970-01-01 00:00:01.704220352,-20.0,-22.5,LONG
1970-01-01 00:00:01.704220653,1970-01-01 00:00:01.704220655,-30.0,-32.5,SHORT
1970-01-01 00:00:01.704220968,1970-01-01 00:00:01.704221026,-30.0,-32.5,SHORT
1970-01-01 00:00:01.704221044,1970-01-01 00:00:01.704221124,50.0,47.5,SHORT
1970-01-01 00:00:01.704221131,1970-01-01 00:00:01.704221158,-100.0,-102.5,SHORT
