day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,pnl_usd,extra_z_se,exit_reason
2024_02_01,1706764500,SHORT,17312.75,1706764800,17312.0,0.75,1.7884615384615383,1.9904928524639334,z_exit
2024_02_01,1706764920,LONG,17308.25,1706765100,17309.5,1.25,2.980769230769231,-2.261985890168584,z_exit
2024_02_01,1706765520,SHORT,17312.25,1706765580,17309.0,3.25,7.75,1.8481586258556868,z_exit
2024_02_01,1706765760,LONG,17304.5,1706766000,17305.0,0.5,1.1923076923076923,-2.0564817893031,z_exit
2024_02_01,1706767380,SHORT,17299.75,1706767680,17299.25,0.5,1.1923076923076923,1.9347141835822776,z_exit
2024_02_01,1706768280,LONG,17299.25,1706768655,17293.75,-5.5,-13.115384615384615,-2.1503874945994914,z_exit
2024_02_01,1706768940,LONG,17286.0,1706769000,17287.75,1.75,4.173076923076923,-2.1114797605675433,z_exit
2024_02_01,1706769060,LONG,17284.25,1706769360,17286.5,2.25,5.365384615384615,-1.974986181941226,z_exit
2024_02_01,1706769720,SHORT,17293.0,1706769960,17297.5,-4.5,-10.73076923076923,1.9087004791124726,z_exit
2024_02_01,1706770560,LONG,17272.75,1706770620,17274.75,2.0,4.769230769230769,-2.283929104925051,z_exit
2024_02_01,1706772780,SHORT,17287.75,1706773440,17317.75,-30.0,-71.53846153846153,2.0490683998256034,z_exit
2024_02_01,1706773500,LONG,17313.5,1706773920,17310.75,-2.75,-6.5576923076923075,-2.041115074732225,z_exit
2024_02_01,1706774160,SHORT,17318.25,1706774760,17331.25,-13.0,-31.0,1.8581069636099743,z_exit
2024_02_01,1706774880,LONG,17319.0,1706775060,17323.25,4.25,10.134615384615385,-2.4450562221722705,z_exit
2024_02_01,1706778360,LONG,17327.5,1706778480,17337.5,10.0,23.846153846153847,-1.9158607805768046,z_exit
2024_02_01,1706779860,SHORT,17342.5,1706779980,17336.0,6.5,15.5,2.004104663872383,z_exit
2024_02_01,1706780820,SHORT,17336.75,1706781060,17333.75,3.0,7.153846153846153,2.1433579450369953,z_exit
2024_02_01,1706784660,LONG,17346.0,1706784720,17347.75,1.75,4.173076923076923,-1.903766329517851,z_exit
2024_02_01,1706785800,LONG,17342.0,1706786520,17336.25,-5.75,-13.711538461538462,-1.9723398660899654,z_exit
2024_02_01,1706787360,SHORT,17340.5,1706787480,17337.25,3.25,7.75,2.0074552240837877,z_exit
2024_02_01,1706788560,SHORT,17336.5,1706788860,17334.75,1.75,4.173076923076923,2.576248642180696,z_exit
2024_02_01,1706789340,SHORT,17352.5,1706789880,17339.25,13.25,31.596153846153847,1.9552275987838468,z_exit
2024_02_01,1706791260,SHORT,17352.0,1706791620,17361.0,-9.0,-21.46153846153846,1.8901266348942092,z_exit
2024_02_01,1706791740,LONG,17356.25,1706791980,17356.5,0.25,0.5961538461538461,-2.0884624196809494,z_exit
2024_02_01,1706793420,LONG,17304.0,1706793600,17306.5,2.5,5.961538461538462,-2.5883243755738636,z_exit
2024_02_01,1706794020,SHORT,17327.5,1706794560,17339.0,-11.5,-27.423076923076923,1.9817410082963365,z_exit
2024_02_01,1706796300,LONG,17325.75,1706796540,17330.25,4.5,10.73076923076923,-2.2489136274414645,z_exit
2024_02_01,1706797740,LONG,17305.5,1706797980,17309.0,3.5,8.346153846153847,-1.9866275201826737,z_exit
2024_02_01,1706798040,SHORT,17316.5,1706798280,17321.75,-5.25,-12.519230769230768,1.8743950631674042,z_exit
2024_02_01,1706799840,SHORT,17305.0,1706800320,17349.0,-44.0,-104.92307692307692,2.2763624088143515,z_exit
2024_02_01,1706800920,LONG,17313.75,1706801040,17321.25,7.5,17.884615384615383,-1.9413605603133988,z_exit
2024_02_01,1706801220,SHORT,17349.0,1706801520,17363.75,-14.75,-35.17307692307692,2.1046274447088478,z_exit
2024_02_01,1706802660,LONG,17317.5,1706802960,17291.75,-25.75,-61.40384615384615,-2.06496385697465,z_exit
2024_02_01,1706803620,SHORT,17288.25,1706803740,17282.5,5.75,13.711538461538462,1.9262223648227172,z_exit
2024_02_01,1706803980,LONG,17273.0,1706804100,17279.0,6.0,14.307692307692307,-1.902825018036918,z_exit
2024_02_01,1706807100,SHORT,17356.5,1706807460,17387.25,-30.75,-73.32692307692308,2.0587585623345355,z_exit
2024_02_01,1706807580,LONG,17374.25,1706808060,17367.0,-7.25,-17.288461538461537,-2.532436433011489,z_exit
2024_02_01,1706809320,SHORT,17350.75,1706809500,17346.0,4.75,11.326923076923077,2.061472117192761,z_exit
2024_02_01,1706809560,SHORT,17361.5,1706810040,17400.0,-38.5,-91.8076923076923,2.451099851732593,z_exit
2024_02_01,1706810220,LONG,17404.0,1706810880,17334.5,-69.5,-165.73076923076923,-2.11474761409461,z_exit
2024_02_01,1706811000,SHORT,17340.0,1706811420,17370.75,-30.75,-73.32692307692308,2.0615156953155154,z_exit
2024_02_01,1706812680,LONG,17350.75,1706812980,17349.25,-1.5,-3.5769230769230766,-2.5306292797244274,z_exit
2024_02_01,1706814420,SHORT,17393.25,1706814480,17392.5,0.75,1.7884615384615383,1.9692496192366118,z_exit
2024_02_01,1706814600,SHORT,17402.75,1706814960,17391.0,11.75,28.01923076923077,1.8530116649488968,z_exit
2024_02_01,1706816040,LONG,17386.0,1706816160,17391.0,5.0,11.923076923076923,-2.145029335486513,z_exit
2024_02_01,1706816820,SHORT,17424.5,1706817480,17434.0,-9.5,-22.653846153846153,1.8967397745801544,z_exit
2024_02_01,1706817900,SHORT,17445.25,1706818020,17444.25,1.0,2.3846153846153846,2.078294718577213,z_exit
2024_02_01,1706819160,SHORT,17442.0,1706819340,17437.5,4.5,10.73076923076923,2.0928798041390446,z_exit
2024_02_01,1706820600,LONG,17423.25,1706821260,17441.5,18.25,43.51923076923077,-2.131356854872223,z_exit
2024_02_01,1706821320,SHORT,17465.5,1706821440,17456.5,9.0,21.46153846153846,2.1912891950131983,z_exit
2024_02_01,1706821560,SHORT,17494.75,1706821800,17518.5,-23.75,-56.63461538461539,2.1854637686770455,z_exit
2024_02_01,1706823240,LONG,17571.0,1706823360,17574.25,3.25,7.75,-2.0038719867457857,z_exit
2024_02_01,1706823600,SHORT,17589.5,1706824440,17625.5,-36.0,-85.84615384615384,1.9424807767571564,z_exit
2024_02_02,1706828460,LONG,17599.25,1706828640,17603.75,4.5,10.73076923076923,-2.232290968079747,z_exit
2024_02_02,1706831220,LONG,17593.75,1706831400,17596.0,2.25,5.365384615384615,-2.0633275569442135,z_exit
2024_02_02,1706835060,SHORT,17599.0,1706835240,17597.5,1.5,3.5769230769230766,2.348537273249796,z_exit
2024_02_02,1706837700,SHORT,17628.0,1706837940,17627.0,1.0,2.3846153846153846,2.6035918108759617,z_exit
2024_02_02,1706838660,SHORT,17618.75,1706839200,17622.25,-3.5,-8.346153846153847,2.1996941885980386,z_exit
2024_02_02,1706839860,LONG,17617.5,1706840160,17616.75,-0.75,-1.7884615384615383,-2.430359224233359,z_exit
2024_02_02,1706840700,SHORT,17612.0,1706841000,17610.25,1.75,4.173076923076923,2.0591274135311206,z_exit
2024_02_02,1706841480,LONG,17611.0,1706841720,17612.0,1.0,2.3846153846153846,-2.102695175859624,z_exit
2024_02_02,1706842440,LONG,17616.75,1706842620,17617.5,0.75,1.7884615384615383,-1.8621171162066223,z_exit
2024_02_02,1706843640,LONG,17614.75,1706843700,17615.5,0.75,1.7884615384615383,-2.386582845527794,z_exit
2024_02_02,1706844900,LONG,17603.75,1706845380,17605.25,1.5,3.5769230769230766,-2.181133019449515,z_exit
2024_02_02,1706846880,SHORT,17603.75,1706847065,17603.5,0.25,0.5961538461538461,1.9681235545197049,z_exit
2024_02_02,1706847780,LONG,17607.0,1706847960,17609.0,2.0,4.769230769230769,-1.886385834307969,z_exit
2024_02_02,1706848745,LONG,17609.5,1706848875,17609.5,0.0,0.0,-1.8987262328231138,z_exit
2024_02_02,1706849040,LONG,17608.0,1706849280,17608.5,0.5,1.1923076923076923,-2.0212595163635205,z_exit
2024_02_02,1706849460,LONG,17603.5,1706849580,17604.25,0.75,1.7884615384615383,-1.877388007915843,z_exit
2024_02_02,1706851140,LONG,17608.75,1706851380,17609.75,1.0,2.3846153846153846,-2.025575756230321,z_exit
2024_02_02,1706851680,SHORT,17614.0,1706852280,17613.75,0.25,0.5961538461538461,1.8916465564183056,z_exit
2024_02_02,1706853660,LONG,17605.25,1706854260,17603.25,-2.0,-4.769230769230769,-1.9455737209271928,z_exit
2024_02_02,1706854560,LONG,17598.5,1706854860,17599.75,1.25,2.980769230769231,-2.3168197601802745,z_exit
2024_02_02,1706855880,LONG,17608.5,1706856240,17610.75,2.25,5.365384615384615,-2.012933310635542,z_exit
2024_02_02,1706856600,LONG,17606.0,1706856660,17609.5,3.5,8.346153846153847,-1.9058996031547357,z_exit
2024_02_02,1706857320,LONG,17596.5,1706857440,17599.75,3.25,7.75,-2.3628216372793154,z_exit
2024_02_02,1706862060,SHORT,17592.0,1706862720,17602.5,-10.5,-25.038461538461537,1.9454279851433216,z_exit
2024_02_02,1706864280,LONG,17615.5,1706864460,17619.0,3.5,8.346153846153847,-2.2825674495631727,z_exit
2024_02_02,1706864640,SHORT,17634.0,1706865000,17623.5,10.5,25.038461538461537,1.873709438769783,z_exit
2024_02_02,1706867160,SHORT,17607.75,1706867460,17609.25,-1.5,-3.5769230769230766,2.5431365995049364,z_exit
2024_02_02,1706867760,LONG,17605.25,1706867940,17610.75,5.5,13.115384615384615,-2.0836254351847847,z_exit
2024_02_02,1706868300,LONG,17602.75,1706868960,17610.5,7.75,18.48076923076923,-2.0350547518509505,z_exit
2024_02_02,1706869380,LONG,17607.0,1706869500,17609.0,2.0,4.769230769230769,-2.0389161054737275,z_exit
2024_02_02,1706869740,SHORT,17618.25,1706869920,17618.75,-0.5,-1.1923076923076923,1.940313113048624,z_exit
2024_02_02,1706871360,LONG,17612.0,1706871540,17611.0,-1.0,-2.3846153846153846,-1.9658860672212242,z_exit
2024_02_02,1706872920,LONG,17611.5,1706873280,17610.0,-1.5,-3.5769230769230766,-2.014921866977868,z_exit
2024_02_02,1706873340,SHORT,17613.25,1706873640,17614.5,-1.25,-2.980769230769231,1.9086426865032833,z_exit
2024_02_02,1706873940,LONG,17612.25,1706874480,17614.5,2.25,5.365384615384615,-2.1949762752815873,z_exit
2024_02_02,1706875560,LONG,17605.25,1706875680,17609.5,4.25,10.134615384615385,-2.888060780531096,z_exit
2024_02_02,1706877000,LONG,17637.0,1706877660,17633.0,-4.0,-9.538461538461538,-1.8667401328945443,z_exit
2024_02_02,1706877840,SHORT,17634.25,1706878020,17633.5,0.75,1.7884615384615383,1.885391324406776,z_exit
2024_02_02,1706879400,LONG,17622.5,1706879640,17622.75,0.25,0.5961538461538461,-1.9384369384918778,z_exit
2024_02_02,1706880360,LONG,17606.0,1706880900,17531.25,-74.75,-178.25,-1.921178046602998,z_exit
2024_02_02,1706883360,LONG,17497.0,1706883420,17513.25,16.25,38.75,-1.9902185441432017,z_exit
2024_02_02,1706883660,LONG,17490.0,1706883840,17491.0,1.0,2.3846153846153846,-2.0098474207003845,z_exit
2024_02_02,1706884380,LONG,17474.5,1706884440,17499.25,24.75,59.01923076923077,-1.9063546401264417,z_exit
2024_02_02,1706885400,LONG,17581.75,1706885760,17578.0,-3.75,-8.942307692307692,-2.367372569000786,z_exit
2024_02_02,1706886900,SHORT,17588.75,1706887080,17598.0,-9.25,-22.057692307692307,2.1040578507944487,z_exit
2024_02_02,1706887620,LONG,17578.75,1706887860,17584.75,6.0,14.307692307692307,-1.9654681893007409,z_exit
2024_02_02,1706888400,SHORT,17625.0,1706888700,17655.75,-30.75,-73.32692307692308,1.9556398119023553,z_exit
2024_02_02,1706889000,LONG,17646.0,1706889360,17653.0,7.0,16.692307692307693,-1.8714385818232666,z_exit
2024_02_02,1706889480,SHORT,17662.25,1706889540,17645.75,16.5,39.34615384615385,2.043494712024341,z_exit
2024_02_02,1706889720,LONG,17625.25,1706890440,17646.25,21.0,50.07692307692307,-2.140209031750764,z_exit
2024_02_02,1706890860,LONG,17638.5,1706890980,17645.0,6.5,15.5,-2.1152358471435404,z_exit
2024_02_02,1706891400,SHORT,17679.5,1706892000,17693.0,-13.5,-32.19230769230769,1.9994453820758216,z_exit
2024_02_02,1706892960,LONG,17703.25,1706893200,17707.25,4.0,9.538461538461538,-2.0834482450357954,z_exit
2024_02_02,1706895000,SHORT,17748.25,1706895180,17748.0,0.25,0.5961538461538461,1.9399492291683729,z_exit
2024_02_02,1706895840,LONG,17715.0,1706896080,17684.75,-30.25,-72.13461538461539,-2.6927799075067584,z_exit
2024_02_02,1706896800,SHORT,17713.75,1706897040,17718.25,-4.5,-10.73076923076923,1.899865228962594,z_exit
2024_02_02,1706897340,LONG,17718.0,1706897520,17726.5,8.5,20.26923076923077,-1.9147347845054632,z_exit
2024_02_02,1706898420,LONG,17699.0,1706898540,17711.5,12.5,29.807692307692307,-2.4290825255532296,z_exit
2024_02_02,1706900580,SHORT,17750.0,1706900700,17742.75,7.25,17.288461538461537,2.1364711391850566,z_exit
2024_02_02,1706901600,LONG,17759.25,1706901900,17756.5,-2.75,-6.5576923076923075,-2.373131016676593,z_exit
2024_02_02,1706903040,LONG,17763.5,1706903160,17769.0,5.5,13.115384615384615,-1.9667569670662548,z_exit
2024_02_02,1706903640,LONG,17755.0,1706903820,17756.0,1.0,2.3846153846153846,-1.9295763022253356,z_exit
2024_02_02,1706904000,SHORT,17760.75,1706904540,17761.5,-0.75,-1.7884615384615383,2.2961304076416145,z_exit
2024_02_02,1706904900,LONG,17757.75,1706905200,17762.5,4.75,11.326923076923077,-2.2883713095299107,z_exit
2024_02_02,1706905440,LONG,17742.5,1706905560,17747.0,4.5,10.73076923076923,-2.497218048020373,z_exit
2024_02_02,1706907120,SHORT,17768.0,1706907240,17759.5,8.5,20.26923076923077,2.0605860277001593,z_exit
2024_02_02,1706907360,LONG,17750.25,1706907840,17714.25,-36.0,-85.84615384615384,-1.9705361279279408,z_exit
2024_02_02,1706907960,SHORT,17722.5,1706908380,17719.0,3.5,8.346153846153847,1.9721062821964963,z_exit
2024_02_02,1706909040,LONG,17708.75,1706909220,17710.25,1.5,3.5769230769230766,-2.08501867313774,z_exit
2024_02_02,1706910180,SHORT,17700.25,1706911195,17686.0,14.25,33.98076923076923,1.9405526240240856,eod
2024_02_05,1707087660,SHORT,17716.5,1707087900,17721.0,-4.5,-10.73076923076923,2.872654733833663,z_exit
2024_02_05,1707089100,SHORT,17711.75,1707089400,17714.75,-3.0,-7.153846153846153,2.0582676222460945,z_exit
2024_02_05,1707091260,LONG,17697.75,1707091800,17723.0,25.25,60.21153846153846,-2.7445871047797077,z_exit
2024_02_05,1707092340,LONG,17710.0,1707092580,17705.25,-4.75,-11.326923076923077,-2.1999183677646745,z_exit
2024_02_05,1707093960,LONG,17673.0,1707094140,17673.5,0.5,1.1923076923076923,-2.816309531155766,z_exit
2024_02_05,1707095460,LONG,17679.75,1707095580,17678.75,-1.0,-2.3846153846153846,-2.6988438851526575,z_exit
2024_02_05,1707095640,LONG,17674.75,1707096540,17675.0,0.25,0.5961538461538461,-2.178632910752911,z_exit
2024_02_05,1707097860,LONG,17678.0,1707097920,17681.75,3.75,8.942307692307692,-1.9870595230521781,z_exit
2024_02_05,1707098040,SHORT,17683.75,1707098340,17683.25,0.5,1.1923076923076923,1.8856314726091934,z_exit
2024_02_05,1707098580,LONG,17681.0,1707098940,17674.75,-6.25,-14.903846153846153,-1.9834094983954316,z_exit
2024_02_05,1707099120,SHORT,17678.0,1707099360,17675.5,2.5,5.961538461538462,1.9748785406677758,z_exit
2024_02_05,1707100740,LONG,17676.5,1707101340,17674.5,-2.0,-4.769230769230769,-2.0771667070534017,z_exit
2024_02_05,1707102300,SHORT,17683.5,1707102540,17684.25,-0.75,-1.7884615384615383,2.2280384530308,z_exit
2024_02_05,1707102780,LONG,17679.25,1707102960,17680.5,1.25,2.980769230769231,-2.1132397027796297,z_exit
2024_02_05,1707103800,SHORT,17677.5,1707103980,17675.5,2.0,4.769230769230769,2.0979028250119516,z_exit
2024_02_05,1707105060,SHORT,17682.5,1707105240,17682.25,0.25,0.5961538461538461,2.106320676760161,z_exit
2024_02_05,1707105960,LONG,17679.75,1707106020,17681.0,1.25,2.980769230769231,-2.2679515333954243,z_exit
2024_02_05,1707106860,LONG,17681.5,1707106920,17682.0,0.5,1.1923076923076923,-2.1475602675040504,z_exit
2024_02_05,1707108420,SHORT,17681.25,1707108665,17682.25,-1.0,-2.3846153846153846,1.8713612979040766,z_exit
2024_02_05,1707109560,LONG,17680.0,1707109680,17684.25,4.25,10.134615384615385,-2.7291664853349316,z_exit
2024_02_05,1707110160,SHORT,17687.5,1707110460,17694.0,-6.5,-15.5,2.117201592967634,z_exit
2024_02_05,1707111060,LONG,17684.5,1707111180,17684.5,0.0,0.0,-2.3624722661924866,z_exit
2024_02_05,1707112860,SHORT,17694.25,1707112920,17694.25,0.0,0.0,2.0372290965650217,z_exit
2024_02_05,1707113700,LONG,17696.75,1707114120,17696.5,-0.25,-0.5961538461538461,-2.1960421800789223,z_exit
2024_02_05,1707114300,SHORT,17702.5,1707114420,17697.75,4.75,11.326923076923077,1.8557790924075117,z_exit
2024_02_05,1707114720,LONG,17696.0,1707114840,17698.0,2.0,4.769230769230769,-1.9044504504673896,z_exit
2024_02_05,1707115260,LONG,17690.25,1707115800,17695.25,5.0,11.923076923076923,-1.9869170162513416,z_exit
2024_02_05,1707116700,LONG,17694.5,1707116940,17693.25,-1.25,-2.980769230769231,-1.9044472205090448,z_exit
2024_02_05,1707118620,SHORT,17700.0,1707118800,17697.5,2.5,5.961538461538462,2.8199260683176886,z_exit
2024_02_05,1707120300,SHORT,17707.5,1707120660,17707.75,-0.25,-0.5961538461538461,1.9508284813796493,z_exit
2024_02_05,1707121140,LONG,17710.25,1707121260,17713.0,2.75,6.5576923076923075,-2.0097417681552794,z_exit
2024_02_05,1707121980,SHORT,17717.5,1707122100,17716.75,0.75,1.7884615384615383,2.0548311261871572,z_exit
2024_02_05,1707123120,LONG,17717.75,1707123480,17715.5,-2.25,-5.365384615384615,-1.8992451289117236,z_exit
2024_02_05,1707124440,SHORT,17721.0,1707125100,17693.5,27.5,65.57692307692308,2.0115331491145785,z_exit
2024_02_05,1707125640,SHORT,17695.75,1707125760,17692.5,3.25,7.75,1.9672052080288163,z_exit
2024_02_05,1707126660,LONG,17684.75,1707126900,17676.75,-8.0,-19.076923076923077,-1.8601743052665658,z_exit
2024_02_05,1707127020,SHORT,17682.75,1707127500,17697.25,-14.5,-34.57692307692307,2.023607311678732,z_exit
2024_02_05,1707128700,SHORT,17702.5,1707128760,17700.75,1.75,4.173076923076923,2.0616296428160807,z_exit
2024_02_05,1707129060,SHORT,17709.25,1707129240,17713.75,-4.5,-10.73076923076923,2.3670183156494,z_exit
2024_02_05,1707129720,LONG,17713.25,1707130140,17711.75,-1.5,-3.5769230769230766,-1.949181334135488,z_exit
2024_02_05,1707130260,SHORT,17716.25,1707130560,17719.0,-2.75,-6.5576923076923075,1.9315660222760518,z_exit
2024_02_05,1707132600,LONG,17713.75,1707133140,17716.5,2.75,6.5576923076923075,-2.7896808034721765,z_exit
2024_02_05,1707134940,SHORT,17716.75,1707135120,17716.5,0.25,0.5961538461538461,1.906027437681975,z_exit
2024_02_05,1707135900,LONG,17728.75,1707136320,17719.25,-9.5,-22.653846153846153,-2.246269361246613,z_exit
2024_02_05,1707137100,LONG,17726.0,1707137400,17724.5,-1.5,-3.5769230769230766,-2.0143686780613885,z_exit
2024_02_05,1707138120,LONG,17731.25,1707138420,17730.0,-1.25,-2.980769230769231,-2.2257950998589693,z_exit
2024_02_05,1707138900,SHORT,17733.0,1707138960,17729.5,3.5,8.346153846153847,1.9856821068291433,z_exit
2024_02_05,1707139320,LONG,17717.5,1707139500,17715.75,-1.75,-4.173076923076923,-2.239121760545999,z_exit
2024_02_05,1707140820,SHORT,17706.25,1707141060,17702.5,3.75,8.942307692307692,2.176897597195093,z_exit
2024_02_05,1707141360,LONG,17698.5,1707142080,17700.75,2.25,5.365384615384615,-2.163223917592691,z_exit
2024_02_05,1707143160,LONG,17711.5,1707143580,17717.0,5.5,13.115384615384615,-2.38300817688112,z_exit
2024_02_05,1707143700,SHORT,17734.5,1707143760,17723.25,11.25,26.826923076923077,1.8689836663465103,z_exit
2024_02_05,1707143940,LONG,17708.5,1707144240,17699.75,-8.75,-20.865384615384617,-2.67275072689658,z_exit
2024_02_05,1707147660,LONG,17582.0,1707147840,17566.75,-15.25,-36.36538461538461,-2.4842043499623903,z_exit
2024_02_05,1707149280,SHORT,17609.5,1707149580,17614.0,-4.5,-10.73076923076923,2.25313830521598,z_exit
2024_02_05,1707150180,LONG,17615.75,1707150480,17618.25,2.5,5.961538461538462,-1.924231814970745,z_exit
2024_02_05,1707151320,LONG,17624.25,1707151500,17630.25,6.0,14.307692307692307,-1.9157905781380813,z_exit
2024_02_05,1707153300,LONG,17675.5,1707153480,17682.25,6.75,16.096153846153847,-2.0927809993398534,z_exit
2024_02_05,1707153900,SHORT,17684.0,1707154380,17691.25,-7.25,-17.288461538461537,1.9478363679464934,z_exit
2024_02_05,1707154740,SHORT,17714.0,1707154920,17712.5,1.5,3.5769230769230766,2.2092964029808444,z_exit
2024_02_05,1707155220,LONG,17701.25,1707156060,17690.0,-11.25,-26.826923076923077,-1.8974867018360402,z_exit
2024_02_05,1707157140,LONG,17703.0,1707157620,17685.0,-18.0,-42.92307692307692,-2.1870780806778773,z_exit
2024_02_05,1707157740,SHORT,17689.0,1707157800,17680.5,8.5,20.26923076923077,2.214047742667985,z_exit
2024_02_05,1707157920,SHORT,17688.5,1707158280,17690.0,-1.5,-3.5769230769230766,2.2237556736828235,z_exit
2024_02_05,1707158520,LONG,17685.75,1707158640,17692.0,6.25,14.903846153846153,-2.0129589258789675,z_exit
2024_02_05,1707160680,LONG,17700.5,1707160860,17703.25,2.75,6.5576923076923075,-1.9339747798912161,z_exit
2024_02_05,1707162660,LONG,17732.75,1707162780,17741.5,8.75,20.865384615384617,-2.1065549862269624,z_exit
2024_02_05,1707163320,LONG,17725.75,1707163740,17705.25,-20.5,-48.88461538461539,-2.482017359705415,z_exit
2024_02_05,1707164280,SHORT,17696.25,1707165000,17715.25,-19.0,-45.30769230769231,2.1767219661944526,z_exit
2024_02_05,1707165540,LONG,17703.0,1707165720,17703.0,0.0,0.0,-1.8503538973343503,z_exit
2024_02_05,1707166020,SHORT,17714.25,1707166200,17709.25,5.0,11.923076923076923,2.173494033043,z_exit
2024_02_05,1707166260,SHORT,17721.25,1707166380,17715.75,5.5,13.115384615384615,2.220688910804982,z_exit
2024_02_05,1707166800,LONG,17689.0,1707167040,17689.5,0.5,1.1923076923076923,-2.1732150193775066,z_exit
2024_02_05,1707168660,LONG,17693.0,1707168900,17692.75,-0.25,-0.5961538461538461,-2.438324521503872,z_exit
2024_02_06,1707174060,SHORT,17708.75,1707174180,17706.75,2.0,4.769230769230769,2.785422633182061,z_exit
2024_02_06,1707175560,LONG,17704.25,1707175740,17704.75,0.5,1.1923076923076923,-1.8848477472660123,z_exit
2024_02_06,1707176040,SHORT,17707.75,1707176220,17706.25,1.5,3.5769230769230766,2.1615465966555107,z_exit
2024_02_06,1707177600,SHORT,17694.25,1707178080,17700.25,-6.0,-14.307692307692307,2.4966151825915817,z_exit
2024_02_06,1707178980,LONG,17699.25,1707179040,17702.25,3.0,7.153846153846153,-2.0581070237679877,z_exit
2024_02_06,1707180600,LONG,17709.0,1707180900,17709.0,0.0,0.0,-1.9120532499282836,z_exit
2024_02_06,1707181380,SHORT,17709.5,1707181620,17708.0,1.5,3.5769230769230766,2.3282585702188605,z_exit
2024_02_06,1707182400,LONG,17710.5,1707182580,17711.5,1.0,2.3846153846153846,-2.205675301454143,z_exit
2024_02_06,1707183960,SHORT,17713.75,1707184260,17714.75,-1.0,-2.3846153846153846,2.0222183724419946,z_exit
2024_02_06,1707184860,LONG,17717.75,1707184980,17720.0,2.25,5.365384615384615,-2.208687536242598,z_exit
2024_02_06,1707185340,SHORT,17723.25,1707185460,17720.25,3.0,7.153846153846153,2.0784546421790084,z_exit
2024_02_06,1707187380,LONG,17727.25,1707188400,17724.5,-2.75,-6.5576923076923075,-2.169066528208711,z_exit
2024_02_06,1707189180,SHORT,17731.75,1707189960,17737.0,-5.25,-12.519230769230768,2.089638669533786,z_exit
2024_02_06,1707190740,LONG,17730.0,1707190860,17730.75,0.75,1.7884615384615383,-2.3810043047429885,z_exit
2024_02_06,1707192660,LONG,17729.25,1707192905,17729.5,0.25,0.5961538461538461,-1.9427910400764345,z_exit
2024_02_06,1707193140,SHORT,17732.0,1707193260,17731.25,0.75,1.7884615384615383,1.9508359467129621,z_exit
2024_02_06,1707193740,SHORT,17735.0,1707193860,17733.75,1.25,2.980769230769231,2.251281164623912,z_exit
2024_02_06,1707195240,SHORT,17740.25,1707195360,17738.25,2.0,4.769230769230769,2.447650428773954,z_exit
2024_02_06,1707195720,SHORT,17747.5,1707195960,17747.5,0.0,0.0,2.4290325084783397,z_exit
2024_02_06,1707196860,LONG,17738.75,1707196920,17742.75,4.0,9.538461538461538,-2.3223935363756567,z_exit
2024_02_06,1707198540,LONG,17741.5,1707198720,17742.75,1.25,2.980769230769231,-2.44592578386409,z_exit
