level,parent_motif_idx,seg_idx,start_ts,end_ts,start_iso,end_iso,length_min,slope_pts_per_min,mean_sigma,sigma_rank_mid,r2adj,shape_class,shape_pearson_r,peak_abs_z,tod_start_hour_utc,net_move_pts,day,split,sequence_position,prev_seg_shape,next_seg_idx,next_seg_continued,ride_pnl_pts,fade_pnl_pts,max_mfe_ride_pts,max_mae_ride_pts,max_mfe_fade_pts,max_mae_fade_pts,time_to_max_z_min,time_to_revert_min,resolved_as_cascade,extended_60m,extended_120m
motif,-1,3,1738756800,1738784700,2025-02-05T12:00:00+00:00,2025-02-05T19:45:00+00:00,465.0,0.5084,31.834,0.927,0.897,EXPONENTIAL_UP,0.996,3.668,12,221.25,2025_02_05,IS,3,FLATLINE,2,False,221.25,-221.25,249.75,-18.75,18.75,-249.75,309.42,,False,True,True
motif,-1,4,1738784700,1738786500,2025-02-05T19:45:00+00:00,2025-02-05T20:15:00+00:00,30.0,-0.0354,11.03,0.001,0.303,FLATLINE,0.0,1.337,19,8.75,2025_02_05,IS,4,EXPONENTIAL_UP,1,False,-8.75,8.75,7.5,-12.0,12.0,-7.5,19.08,19.33,False,False,False
motif,-1,5,1738786500,1738788300,2025-02-05T20:15:00+00:00,2025-02-05T20:45:00+00:00,30.0,0.084,11.892,0.751,0.296,FLATLINE,0.0,4.459,20,-26.75,2025_02_05,IS,5,FLATLINE,0,True,-26.75,26.75,31.0,-31.0,31.0,-31.0,13.75,,False,False,False
motif,-1,6,1738788300,1738799995,2025-02-05T20:45:00+00:00,2025-02-05T23:59:55+00:00,194.92,0.1912,25.439,0.758,0.116,LOGARITHMIC_UP,0.992,3.813,20,78.5,2025_02_05,IS,6,FLATLINE,-1,False,78.5,-78.5,99.75,-1.25,1.25,-99.75,32.25,60.0,False,True,True
motif,-1,0,1738800000,1738803600,2025-02-06T00:00:00+00:00,2025-02-06T01:00:00+00:00,60.0,,4.61,,0.465,NOISE,-999.0,3.684,0,3.25,2025_02_06,IS,0,NONE,11,False,0.0,-0.0,25.25,-6.5,6.5,-25.25,6.0,6.08,False,True,False
motif,-1,1,1738803600,1738808100,2025-02-06T01:00:00+00:00,2025-02-06T02:15:00+00:00,75.0,-0.0608,6.764,0.287,0.482,FLATLINE,0.0,2.737,1,-3.0,2025_02_06,IS,1,NOISE,10,False,3.0,-3.0,17.0,-9.0,9.0,-17.0,66.0,66.42,False,True,False
motif,-1,2,1738808100,1738810815,2025-02-06T02:15:00+00:00,2025-02-06T03:00:15+00:00,45.25,0.0166,7.073,0.391,0.532,FLATLINE,0.0,1.022,2,8.75,2025_02_06,IS,2,FLATLINE,9,False,8.75,-8.75,11.75,0.0,-0.0,-11.75,21.67,23.5,False,False,False
motif,-1,3,1738810815,1738813500,2025-02-06T03:00:15+00:00,2025-02-06T03:45:00+00:00,44.75,-0.0521,5.813,0.031,0.662,FLATLINE,0.0,1.547,3,-9.0,2025_02_06,IS,3,FLATLINE,8,False,9.0,-9.0,11.25,-6.25,6.25,-11.25,29.83,31.67,False,False,False
motif,-1,4,1738813500,1738827900,2025-02-06T03:45:00+00:00,2025-02-06T07:45:00+00:00,240.0,0.172,13.115,0.984,0.342,LINEAR_UP,0.986,3.591,3,30.0,2025_02_06,IS,4,FLATLINE,7,False,30.0,-30.0,59.5,-1.5,1.5,-59.5,118.5,172.17,False,True,True
motif,-1,5,1738827900,1738832400,2025-02-06T07:45:00+00:00,2025-02-06T09:00:00+00:00,75.0,-0.1292,13.296,0.937,0.419,FLATLINE,0.0,3.626,7,-2.75,2025_02_06,IS,5,LINEAR_UP,6,True,2.75,-2.75,30.75,-11.75,11.75,-30.75,18.08,18.17,False,True,False
motif,-1,6,1738832400,1738850400,2025-02-06T09:00:00+00:00,2025-02-06T14:00:00+00:00,300.0,-0.1908,19.886,0.957,0.446,EXPONENTIAL_DOWN,0.983,3.499,9,-19.75,2025_02_06,IS,6,FLATLINE,5,False,19.75,-19.75,91.75,-30.0,30.0,-91.75,188.83,190.42,False,True,True
motif,-1,7,1738850400,1738860300,2025-02-06T14:00:00+00:00,2025-02-06T16:45:00+00:00,165.0,0.2309,21.411,0.938,0.066,LINEAR_UP,0.977,3.691,14,-14.25,2025_02_06,IS,7,EXPONENTIAL_DOWN,4,False,-14.25,14.25,67.5,-37.75,37.75,-67.5,79.0,32.25,False,True,True
motif,-1,8,1738860300,1738862100,2025-02-06T16:45:00+00:00,2025-02-06T17:15:00+00:00,30.0,-0.0153,19.785,0.251,-0.001,FLATLINE,0.0,1.881,16,0.0,2025_02_06,IS,8,LINEAR_UP,3,False,-0.0,0.0,15.75,-20.75,20.75,-15.75,7.92,,False,False,False
motif,-1,9,1738862100,1738864800,2025-02-06T17:15:00+00:00,2025-02-06T18:00:00+00:00,45.0,0.0708,19.918,0.314,0.532,FLATLINE,0.0,2.06,17,50.75,2025_02_06,IS,9,FLATLINE,2,True,50.75,-50.75,63.75,-2.0,2.0,-63.75,41.42,,False,False,False
motif,-1,10,1738864800,1738869300,2025-02-06T18:00:00+00:00,2025-02-06T19:15:00+00:00,75.0,0.1386,21.407,0.938,0.039,FLATLINE,0.0,2.46,18,2.75,2025_02_06,IS,10,FLATLINE,1,False,2.75,-2.75,25.0,-12.5,12.5,-25.0,31.42,31.5,False,True,False
motif,-1,11,1738869300,1738872900,2025-02-06T19:15:00+00:00,2025-02-06T20:15:00+00:00,60.0,-0.0854,26.213,1.0,0.459,FLATLINE,0.0,3.739,19,-56.0,2025_02_06,IS,11,FLATLINE,0,False,56.0,-56.0,105.25,-10.0,10.0,-105.25,18.75,21.08,False,True,False
motif,-1,12,1738872900,1738886395,2025-02-06T20:15:00+00:00,2025-02-06T23:59:55+00:00,224.92,0.1172,37.099,0.991,0.49,FLATLINE,0.0,2.655,20,90.75,2025_02_06,IS,12,FLATLINE,-1,False,90.75,-90.75,117.0,-2.0,2.0,-117.0,40.17,46.0,False,True,True
motif,-1,0,1738886400,1738889105,2025-02-07T00:00:00+00:00,2025-02-07T00:45:05+00:00,45.08,,0.18,,0.566,NOISE,-999.0,48.79,0,-0.75,2025_02_07,IS,0,NONE,9,False,0.0,-0.0,6.75,-8.0,8.0,-6.75,37.0,37.08,False,False,False
motif,-1,1,1738889105,1738900800,2025-02-07T00:45:05+00:00,2025-02-07T04:00:00+00:00,194.92,0.1457,11.762,0.921,0.154,LINEAR_UP,0.994,23.859,0,21.0,2025_02_07,IS,1,NOISE,8,False,21.0,-21.0,47.25,-1.25,1.25,-47.25,75.83,81.25,True,True,True
motif,-1,2,1738900800,1738912500,2025-02-07T04:00:00+00:00,2025-02-07T07:15:00+00:00,195.0,-0.1431,11.114,0.813,0.257,LINEAR_DOWN,0.989,3.081,4,-8.5,2025_02_07,IS,2,LINEAR_UP,7,False,8.5,-8.5,46.0,-1.5,1.5,-46.0,135.92,138.25,False,True,True
motif,-1,3,1738912500,1738916100,2025-02-07T07:15:00+00:00,2025-02-07T08:15:00+00:00,60.0,0.0333,9.975,0.575,0.292,FLATLINE,0.0,2.535,7,4.0,2025_02_07,IS,3,LINEAR_DOWN,6,False,4.0,-4.0,17.0,-4.0,4.0,-17.0,56.08,56.17,False,True,False
motif,-1,4,1738916100,1738917900,2025-02-07T08:15:00+00:00,2025-02-07T08:45:00+00:00,30.0,-0.0035,11.514,0.887,0.095,FLATLINE,0.0,1.776,8,-9.5,2025_02_07,IS,4,FLATLINE,5,False,9.5,-9.5,33.0,-3.25,3.25,-33.0,9.5,10.42,False,False,False
motif,-1,5,1738917900,1738921500,2025-02-07T08:45:00+00:00,2025-02-07T09:45:00+00:00,60.0,0.0344,11.112,0.884,0.01,FLATLINE,0.0,1.709,8,2.0,2025_02_07,IS,5,FLATLINE,4,False,2.0,-2.0,7.0,-21.0,21.0,-7.0,40.75,57.67,False,True,False
motif,-1,6,1738921500,1738923300,2025-02-07T09:45:00+00:00,2025-02-07T10:15:00+00:00,30.0,-0.0424,9.321,0.106,0.054,FLATLINE,0.0,0.815,9,-6.75,2025_02_07,IS,6,FLATLINE,3,True,6.75,-6.75,11.5,-2.25,2.25,-11.5,17.33,17.75,False,False,False
motif,-1,7,1738923300,1738926905,2025-02-07T10:15:00+00:00,2025-02-07T11:15:05+00:00,60.08,-0.0534,8.548,0.287,0.198,FLATLINE,0.0,1.153,10,-2.0,2025_02_07,IS,7,FLATLINE,2,False,2.0,-2.0,5.25,-12.5,12.5,-5.25,12.33,38.67,False,True,False
motif,-1,8,1738926905,1738934100,2025-02-07T11:15:05+00:00,2025-02-07T13:15:00+00:00,119.92,0.077,7.605,0.997,0.057,LINEAR_UP,0.982,2.813,11,5.75,2025_02_07,IS,8,FLATLINE,1,True,5.75,-5.75,24.5,-10.5,10.5,-24.5,61.83,62.83,False,True,False
motif,-1,9,1738934100,1738940400,2025-02-07T13:15:00+00:00,2025-02-07T15:00:00+00:00,105.0,0.1661,12.242,0.935,0.731,EXPONENTIAL_UP,0.985,7.959,13,17.5,2025_02_07,IS,9,LINEAR_UP,0,False,17.5,-17.5,106.25,-62.5,62.5,-106.25,81.75,82.42,True,True,False
motif,-1,10,1738940400,1738965595,2025-02-07T15:00:00+00:00,2025-02-07T21:59:55+00:00,419.92,-0.6834,57.893,0.11,0.67,LOGARITHMIC_DOWN,0.983,7.93,15,-299.75,2025_02_07,IS,10,EXPONENTIAL_UP,-1,False,299.75,-299.75,319.0,-0.0,0.0,-319.0,317.17,,True,True,True
motif,-1,0,1739142000,1739145595,2025-02-09T23:00:00+00:00,2025-02-09T23:59:55+00:00,59.92,,17.045,,0.878,FLATLINE,0.0,6.502,23,180.75,2025_02_09,IS,0,NONE,-1,False,0.0,-0.0,190.5,0.0,-0.0,-190.5,56.42,,False,False,False
motif,-1,0,1739145600,1739152800,2025-02-10T00:00:00+00:00,2025-02-10T02:00:00+00:00,120.0,,12.501,0.767,0.242,NOISE,-999.0,78.489,0,16.0,2025_02_10,IS,0,NONE,8,False,0.0,-0.0,47.25,-9.5,9.5,-47.25,60.08,61.92,True,True,True
motif,-1,1,1739152800,1739154600,2025-02-10T02:00:00+00:00,2025-02-10T02:30:00+00:00,30.0,-0.0223,13.421,0.006,0.065,FLATLINE,0.0,0.879,2,-1.0,2025_02_10,IS,1,NOISE,7,False,1.0,-1.0,8.75,-4.75,4.75,-8.75,17.17,17.33,False,False,False
motif,-1,2,1739154600,1739159100,2025-02-10T02:30:00+00:00,2025-02-10T03:45:00+00:00,75.0,0.0685,10.97,0.032,0.076,FLATLINE,0.0,0.997,2,8.75,2025_02_10,IS,2,FLATLINE,6,True,8.75,-8.75,16.25,-0.75,0.75,-16.25,64.5,68.0,False,True,False
motif,-1,3,1739159100,1739171700,2025-02-10T03:45:00+00:00,2025-02-10T07:15:00+00:00,210.0,0.1215,11.754,0.989,0.051,LINEAR_UP,0.978,3.224,3,21.5,2025_02_10,IS,3,FLATLINE,5,True,21.5,-21.5,54.25,-2.0,2.0,-54.25,109.92,111.75,False,True,True
motif,-1,4,1739171700,1739174400,2025-02-10T07:15:00+00:00,2025-02-10T08:00:00+00:00,45.0,0.0125,11.569,0.242,0.089,FLATLINE,0.0,1.603,7,-7.0,2025_02_10,IS,4,LINEAR_UP,4,False,-7.0,7.0,3.5,-14.75,14.75,-3.5,6.92,7.17,False,False,False
motif,-1,5,1739174400,1739178000,2025-02-10T08:00:00+00:00,2025-02-10T09:00:00+00:00,60.0,-0.0736,9.549,0.107,0.032,FLATLINE,0.0,1.295,8,0.0,2025_02_10,IS,5,FLATLINE,3,False,-0.0,0.0,-0.0,-24.5,24.5,0.0,25.0,,False,True,False
motif,-1,6,1739178000,1739212200,2025-02-10T09:00:00+00:00,2025-02-10T18:30:00+00:00,570.0,0.2807,20.746,0.984,0.861,EXPONENTIAL_UP,0.993,4.624,9,173.25,2025_02_10,IS,6,FLATLINE,2,True,173.25,-173.25,202.25,-5.0,5.0,-202.25,408.08,,True,True,True
motif,-1,7,1739212200,1739216700,2025-02-10T18:30:00+00:00,2025-02-10T19:45:00+00:00,75.0,0.0336,16.22,0.813,0.012,FLATLINE,0.0,1.801,18,-3.25,2025_02_10,IS,7,EXPONENTIAL_UP,1,True,-3.25,3.25,20.0,-6.5,6.5,-20.0,23.25,73.08,False,True,False
motif,-1,8,1739216700,1739220300,2025-02-10T19:45:00+00:00,2025-02-10T20:45:00+00:00,60.0,0.1083,13.562,0.001,0.001,FLATLINE,0.0,2.401,19,-5.25,2025_02_10,IS,8,FLATLINE,0,False,-5.25,5.25,14.0,-15.0,15.0,-14.0,7.17,7.5,False,True,False
motif,-1,9,1739220300,1739231995,2025-02-10T20:45:00+00:00,2025-02-10T23:59:55+00:00,194.92,-0.1658,16.643,0.976,0.798,EXPONENTIAL_DOWN,0.991,5.227,20,-59.75,2025_02_10,IS,9,FLATLINE,-1,False,59.75,-59.75,81.0,-2.75,2.75,-81.0,161.0,,True,True,True
motif,-1,0,1739232000,1739236500,2025-02-11T00:00:00+00:00,2025-02-11T01:15:00+00:00,75.0,,12.664,0.507,0.7,FLATLINE,0.0,2.027,0,11.25,2025_02_11,IS,0,NONE,12,False,0.0,-0.0,20.0,-12.25,12.25,-20.0,51.92,59.33,False,True,False
motif,-1,1,1739236500,1739238300,2025-02-11T01:15:00+00:00,2025-02-11T01:45:00+00:00,30.0,-0.0369,11.291,0.248,0.141,FLATLINE,0.0,1.173,1,-2.0,2025_02_11,IS,1,FLATLINE,11,True,2.0,-2.0,17.5,-3.5,3.5,-17.5,12.75,12.92,False,False,False
motif,-1,2,1739238300,1739250000,2025-02-11T01:45:00+00:00,2025-02-11T05:00:00+00:00,195.0,-0.1367,14.909,0.915,-0.001,LINEAR_DOWN,0.994,3.96,1,-20.5,2025_02_11,IS,2,FLATLINE,10,False,20.5,-20.5,53.0,-1.0,1.0,-53.0,55.0,61.75,False,True,True
motif,-1,3,1739250000,1739256300,2025-02-11T05:00:00+00:00,2025-02-11T06:45:00+00:00,105.0,0.0877,9.177,0.216,0.7,LINEAR_UP,0.973,2.416,5,-6.5,2025_02_11,IS,3,LINEAR_DOWN,9,False,-6.5,6.5,13.75,-17.25,17.25,-13.75,77.33,77.58,False,True,False
motif,-1,4,1739256300,1739270700,2025-02-11T06:45:00+00:00,2025-02-11T10:45:00+00:00,240.0,-0.1198,13.051,0.28,0.1,LINEAR_DOWN,0.989,4.474,6,-33.75,2025_02_11,IS,4,LINEAR_UP,8,False,33.75,-33.75,56.5,-9.75,9.75,-56.5,75.0,79.08,True,True,True
motif,-1,5,1739270700,1739272505,2025-02-11T10:45:00+00:00,2025-02-11T11:15:05+00:00,30.08,0.0284,12.663,0.003,0.235,FLATLINE,0.0,2.001,10,8.75,2025_02_11,IS,5,LINEAR_DOWN,7,False,8.75,-8.75,11.75,-14.5,14.5,-11.75,12.58,,False,False,False
motif,-1,6,1739272505,1739275200,2025-02-11T11:15:05+00:00,2025-02-11T12:00:00+00:00,44.92,-0.0464,11.616,0.055,0.654,FLATLINE,0.0,1.469,11,17.25,2025_02_11,IS,6,FLATLINE,6,True,-17.25,17.25,5.5,-17.25,17.25,-5.5,44.92,,False,False,False
motif,-1,7,1739275200,1739277900,2025-02-11T12:00:00+00:00,2025-02-11T12:45:00+00:00,45.0,-0.1231,9.144,0.056,0.011,FLATLINE,0.0,1.99,12,-20.75,2025_02_11,IS,7,FLATLINE,5,True,20.75,-20.75,37.5,-0.0,0.0,-37.5,30.5,32.08,False,False,False
motif,-1,8,1739277900,1739284200,2025-02-11T12:45:00+00:00,2025-02-11T14:30:00+00:00,105.0,-0.1796,14.585,0.93,0.825,EXPONENTIAL_DOWN,0.989,4.737,12,-41.0,2025_02_11,IS,8,FLATLINE,4,False,41.0,-41.0,78.0,-8.25,8.25,-78.0,75.0,77.42,True,True,False
motif,-1,9,1739284200,1739295000,2025-02-11T14:30:00+00:00,2025-02-11T17:30:00+00:00,180.0,0.4396,47.731,1.0,0.003,LINEAR_UP,0.988,2.807,14,81.25,2025_02_11,IS,9,EXPONENTIAL_DOWN,3,False,81.25,-81.25,162.5,0.0,-0.0,-162.5,83.33,106.0,False,True,True
motif,-1,10,1739295000,1739303100,2025-02-11T17:30:00+00:00,2025-02-11T19:45:00+00:00,135.0,-0.1677,35.03,0.688,0.507,FLATLINE,0.0,1.854,17,41.0,2025_02_11,IS,10,LINEAR_UP,2,False,-41.0,41.0,39.25,-49.5,49.5,-39.25,132.33,,False,True,True
motif,-1,11,1739303100,1739309400,2025-02-11T19:45:00+00:00,2025-02-11T21:30:00+00:00,105.0,0.1927,25.303,0.305,0.715,FLATLINE,0.0,1.812,19,-37.75,2025_02_11,IS,11,FLATLINE,1,False,-37.75,37.75,9.5,-63.25,63.25,-9.5,55.08,58.25,False,True,False
motif,-1,12,1739309400,1739315700,2025-02-11T21:30:00+00:00,2025-02-11T23:15:00+00:00,105.0,-0.0353,16.57,0.049,0.093,FLATLINE,0.0,1.194,21,-1.5,2025_02_11,IS,12,FLATLINE,0,True,1.5,-1.5,9.5,-21.5,21.5,-9.5,91.42,101.67,False,True,False
motif,-1,13,1739315700,1739318395,2025-02-11T23:15:00+00:00,2025-02-11T23:59:55+00:00,44.92,-0.0306,16.16,0.678,0.716,FLATLINE,0.0,1.364,23,19.5,2025_02_11,IS,13,FLATLINE,-1,False,-19.5,19.5,11.5,-26.75,26.75,-11.5,26.92,,False,False,False
motif,-1,0,1739318400,1739321105,2025-02-12T00:00:00+00:00,2025-02-12T00:45:05+00:00,45.08,,9.006,,0.461,FLATLINE,0.0,1.373,0,13.75,2025_02_12,IS,0,NONE,8,False,0.0,-0.0,18.0,-3.5,3.5,-18.0,31.17,33.83,False,False,False
motif,-1,1,1739321105,1739323800,2025-02-12T00:45:05+00:00,2025-02-12T01:30:00+00:00,44.92,-0.0807,6.678,0.122,0.614,FLATLINE,0.0,3.355,0,-21.5,2025_02_12,IS,1,FLATLINE,7,False,21.5,-21.5,26.5,-7.5,7.5,-26.5,40.33,,False,False,False
motif,-1,2,1739323800,1739328305,2025-02-12T01:30:00+00:00,2025-02-12T02:45:05+00:00,75.08,0.0444,7.482,0.975,0.248,FLATLINE,0.0,2.477,1,17.5,2025_02_12,IS,2,FLATLINE,6,False,17.5,-17.5,27.0,-6.5,6.5,-27.0,19.0,38.25,False,True,False
motif,-1,3,1739328305,1739345400,2025-02-12T02:45:05+00:00,2025-02-12T07:30:00+00:00,284.92,-0.1307,10.381,0.926,0.487,LINEAR_DOWN,0.983,3.336,2,-39.25,2025_02_12,IS,3,FLATLINE,5,False,39.25,-39.25,51.75,-0.0,0.0,-51.75,166.42,219.67,False,True,True
motif,-1,4,1739345400,1739350800,2025-02-12T07:30:00+00:00,2025-02-12T09:00:00+00:00,90.0,0.1162,7.954,0.993,0.218,EXPONENTIAL_UP,0.983,3.529,7,13.5,2025_02_12,IS,4,LINEAR_DOWN,4,False,13.5,-13.5,33.0,-1.25,1.25,-33.0,66.42,70.92,False,True,False
motif,-1,5,1739350800,1739361600,2025-02-12T09:00:00+00:00,2025-02-12T12:00:00+00:00,180.0,-0.0767,14.739,0.931,0.493,FLATLINE,0.0,5.076,9,-4.5,2025_02_12,IS,5,EXPONENTIAL_UP,3,False,4.5,-4.5,57.5,-6.25,6.25,-57.5,22.67,23.0,True,True,True
motif,-1,6,1739361600,1739367000,2025-02-12T12:00:00+00:00,2025-02-12T13:30:00+00:00,90.0,0.2801,14.949,0.986,0.687,LINEAR_UP,0.985,3.02,12,-17.5,2025_02_12,IS,6,FLATLINE,2,False,-17.5,17.5,58.25,-17.5,17.5,-58.25,64.08,,False,True,False
motif,-1,7,1739367000,1739377800,2025-02-12T13:30:00+00:00,2025-02-12T16:30:00+00:00,180.0,-0.9412,106.115,0.5,0.685,LOGARITHMIC_DOWN,0.993,15.1,13,-107.5,2025_02_12,IS,7,LINEAR_UP,1,False,107.5,-107.5,260.75,-0.0,0.0,-260.75,31.92,60.08,True,True,True
motif,-1,8,1739377800,1739393100,2025-02-12T16:30:00+00:00,2025-02-12T20:45:00+00:00,255.0,0.6614,48.226,0.064,0.507,LOGARITHMIC_UP,0.991,2.695,16,123.25,2025_02_12,IS,8,LOGARITHMIC_DOWN,0,True,123.25,-123.25,174.0,0.0,-0.0,-174.0,206.75,,False,True,True
motif,-1,9,1739393100,1739404795,2025-02-12T20:45:00+00:00,2025-02-12T23:59:55+00:00,194.92,0.1517,21.131,0.957,0.876,EXPONENTIAL_UP,0.981,2.602,20,100.5,2025_02_12,IS,9,LOGARITHMIC_UP,-1,False,100.5,-100.5,109.75,-10.5,10.5,-109.75,187.92,,False,True,True
motif,-1,0,1739404800,1739409300,2025-02-13T00:00:00+00:00,2025-02-13T01:15:00+00:00,75.0,,8.82,0.509,0.42,NOISE,-999.0,4.635,0,9.0,2025_02_13,IS,0,NONE,8,False,0.0,-0.0,14.75,-16.5,16.5,-14.75,18.5,45.75,True,True,False
motif,-1,1,1739409300,1739411105,2025-02-13T01:15:00+00:00,2025-02-13T01:45:05+00:00,30.08,0.0145,8.972,0.252,0.373,FLATLINE,0.0,2.524,1,3.25,2025_02_13,IS,1,NOISE,7,False,3.25,-3.25,14.0,-17.0,17.0,-14.0,14.17,23.33,False,False,False
motif,-1,2,1739411105,1739415600,2025-02-13T01:45:05+00:00,2025-02-13T03:00:00+00:00,74.92,-0.0297,8.483,0.456,0.058,FLATLINE,0.0,2.309,1,-15.0,2025_02_13,IS,2,FLATLINE,6,False,15.0,-15.0,28.75,-2.5,2.5,-28.75,29.25,31.42,False,True,False
motif,-1,3,1739415600,1739428200,2025-02-13T03:00:00+00:00,2025-02-13T06:30:00+00:00,210.0,0.0945,10.049,0.953,0.001,LINEAR_UP,0.991,3.229,3,22.25,2025_02_13,IS,3,FLATLINE,5,False,22.25,-22.25,39.5,-1.5,1.5,-39.5,98.58,108.92,False,True,True
motif,-1,4,1739428200,1739444400,2025-02-13T06:30:00+00:00,2025-02-13T11:00:00+00:00,270.0,-0.3473,28.007,0.991,0.325,LINEAR_DOWN,0.988,4.224,6,-72.0,2025_02_13,IS,4,LINEAR_UP,4,False,72.0,-72.0,155.0,-11.0,11.0,-155.0,151.0,161.42,True,True,True
motif,-1,5,1739444400,1739448000,2025-02-13T11:00:00+00:00,2025-02-13T12:00:00+00:00,60.0,0.259,22.702,0.42,0.16,FLATLINE,0.0,1.773,11,-11.0,2025_02_13,IS,5,LINEAR_DOWN,3,False,-11.0,11.0,21.25,-33.75,33.75,-21.25,52.5,52.75,False,True,False
motif,-1,6,1739448000,1739452500,2025-02-13T12:00:00+00:00,2025-02-13T13:15:00+00:00,75.0,-0.0556,16.01,0.538,0.059,FLATLINE,0.0,2.706,12,-26.0,2025_02_13,IS,6,FLATLINE,2,False,26.0,-26.0,35.25,-4.5,4.5,-35.25,14.17,16.67,False,True,False
motif,-1,7,1739452500,1739470500,2025-02-13T13:15:00+00:00,2025-02-13T18:15:00+00:00,300.0,0.5515,46.74,0.998,0.515,LINEAR_UP,0.973,3.882,13,157.0,2025_02_13,IS,7,FLATLINE,1,False,157.0,-157.0,255.75,-7.5,7.5,-255.75,149.42,218.75,False,True,True
motif,-1,8,1739470500,1739474100,2025-02-13T18:15:00+00:00,2025-02-13T19:15:00+00:00,60.0,-0.2646,32.226,0.001,0.787,FLATLINE,0.0,2.966,18,62.25,2025_02_13,IS,8,LINEAR_UP,0,False,-62.25,62.25,64.25,-72.25,72.25,-64.25,53.17,,False,True,False
motif,-1,9,1739474100,1739491195,2025-02-13T19:15:00+00:00,2025-02-13T23:59:55+00:00,284.92,0.3712,36.045,0.999,0.522,LINEAR_UP,0.99,2.902,19,63.5,2025_02_13,IS,9,FLATLINE,-1,False,63.5,-63.5,103.75,-7.25,7.25,-103.75,104.17,105.83,False,True,True
motif,-1,0,1739491200,1739508300,2025-02-14T00:00:00+00:00,2025-02-14T04:45:00+00:00,285.0,,13.79,0.957,0.759,NOISE,-999.0,3.047,0,55.0,2025_02_14,IS,0,NONE,7,False,0.0,-0.0,57.0,-13.5,13.5,-57.0,160.0,,False,True,True
motif,-1,1,1739508300,1739511000,2025-02-14T04:45:00+00:00,2025-02-14T05:30:00+00:00,45.0,0.0079,4.222,0.185,0.516,FLATLINE,0.0,2.183,4,-6.0,2025_02_14,IS,1,NOISE,6,False,-6.0,6.0,2.25,-8.25,8.25,-2.25,43.67,,False,False,False
