level,parent_motif_idx,seg_idx,start_ts,end_ts,start_iso,end_iso,length_min,slope_pts_per_min,mean_sigma,sigma_rank_mid,r2adj,shape_class,shape_pearson_r,peak_abs_z,tod_start_hour_utc,net_move_pts,day,split,sequence_position,prev_seg_shape,next_seg_idx,next_seg_continued,ride_pnl_pts,fade_pnl_pts,max_mfe_ride_pts,max_mae_ride_pts,max_mfe_fade_pts,max_mae_fade_pts,time_to_max_z_min,time_to_revert_min,resolved_as_cascade,extended_60m,extended_120m
motif,-1,0,1736380800,1736383500,2025-01-09T00:00:00+00:00,2025-01-09T00:45:00+00:00,45.0,,6.891,,0.768,FLATLINE,0.0,3.753,0,-35.25,2025_01_09,IS,0,NONE,7,False,0.0,-0.0,0.0,-52.0,52.0,-0.0,38.5,,False,False,False
motif,-1,1,1736383500,1736395200,2025-01-09T00:45:00+00:00,2025-01-09T04:00:00+00:00,195.0,0.1756,13.254,0.785,0.5,LINEAR_UP,0.992,2.522,0,24.25,2025_01_09,IS,1,FLATLINE,6,False,24.25,-24.25,59.0,-0.25,0.25,-59.0,118.83,154.25,False,True,True
motif,-1,2,1736395200,1736405105,2025-01-09T04:00:00+00:00,2025-01-09T06:45:05+00:00,165.08,-0.0944,14.534,0.793,0.498,EXPONENTIAL_DOWN,0.984,2.52,4,0.75,2025_01_09,IS,2,LINEAR_UP,5,True,-0.75,0.75,19.25,-15.75,15.75,-19.25,27.08,78.83,False,True,True
motif,-1,3,1736405105,1736416800,2025-01-09T06:45:05+00:00,2025-01-09T10:00:00+00:00,194.92,-0.1489,21.593,0.913,0.02,LINEAR_DOWN,0.976,5.455,6,-2.75,2025_01_09,IS,3,EXPONENTIAL_DOWN,4,False,2.75,-2.75,94.0,-6.75,6.75,-94.0,79.67,79.75,True,True,True
motif,-1,4,1736416800,1736422200,2025-01-09T10:00:00+00:00,2025-01-09T11:30:00+00:00,90.0,0.2551,23.136,0.8,0.342,FLATLINE,0.0,1.972,10,1.0,2025_01_09,IS,4,LINEAR_DOWN,3,True,1.0,-1.0,24.25,-26.5,26.5,-24.25,70.75,16.42,False,True,False
motif,-1,5,1736422200,1736425800,2025-01-09T11:30:00+00:00,2025-01-09T12:30:00+00:00,60.0,0.0278,15.183,0.333,0.005,FLATLINE,0.0,2.053,11,-19.0,2025_01_09,IS,5,FLATLINE,2,False,-19.0,19.0,5.25,-34.0,34.0,-5.25,13.75,14.5,False,True,False
motif,-1,6,1736425800,1736427600,2025-01-09T12:30:00+00:00,2025-01-09T13:00:00+00:00,30.0,-0.0444,14.419,0.11,0.348,FLATLINE,0.0,1.576,12,15.75,2025_01_09,IS,6,FLATLINE,1,True,-15.75,15.75,5.5,-19.5,19.5,-5.5,29.92,,False,False,False
motif,-1,7,1736427600,1736429400,2025-01-09T13:00:00+00:00,2025-01-09T13:30:00+00:00,30.0,-0.0056,14.788,0.437,0.009,FLATLINE,0.0,1.599,13,9.0,2025_01_09,IS,7,FLATLINE,0,True,-9.0,9.0,1.5,-23.5,23.5,-1.5,10.5,11.08,False,False,False
motif,-1,8,1736429400,1736467195,2025-01-09T13:30:00+00:00,2025-01-09T23:59:55+00:00,629.92,-0.0214,17.314,0.651,0.83,FLATLINE,0.0,4.151,13,-79.5,2025_01_09,IS,8,FLATLINE,-1,False,79.5,-79.5,103.0,-16.75,16.75,-103.0,609.17,,True,True,True
motif,-1,0,1736467200,1736470800,2025-01-10T00:00:00+00:00,2025-01-10T01:00:00+00:00,60.0,,5.337,,0.195,FLATLINE,0.0,4.285,0,-43.25,2025_01_10,IS,0,NONE,6,False,0.0,-0.0,2.0,-62.5,62.5,-2.0,19.08,21.08,True,True,False
motif,-1,1,1736470800,1736489700,2025-01-10T01:00:00+00:00,2025-01-10T06:15:00+00:00,315.0,0.3093,19.864,0.994,0.832,LINEAR_UP,0.994,5.762,1,88.0,2025_01_10,IS,1,FLATLINE,5,False,88.0,-88.0,126.75,0.0,-0.0,-126.75,270.67,,True,True,True
motif,-1,2,1736489700,1736500500,2025-01-10T06:15:00+00:00,2025-01-10T09:15:00+00:00,180.0,-0.1292,17.998,0.772,0.106,LOGARITHMIC_DOWN,0.99,3.502,6,-8.0,2025_01_10,IS,2,LINEAR_UP,4,False,8.0,-8.0,52.5,-12.0,12.0,-52.5,54.25,55.17,False,True,True
motif,-1,3,1736500500,1736510400,2025-01-10T09:15:00+00:00,2025-01-10T12:00:00+00:00,165.0,0.1823,16.686,0.09,0.75,EXPONENTIAL_UP,0.996,5.698,9,37.5,2025_01_10,IS,3,LOGARITHMIC_DOWN,3,True,37.5,-37.5,93.0,-16.5,16.5,-93.0,118.08,127.17,True,True,True
motif,-1,4,1736510400,1736515800,2025-01-10T12:00:00+00:00,2025-01-10T13:30:00+00:00,90.0,0.1032,29.631,0.001,0.069,FLATLINE,0.0,6.381,12,-165.0,2025_01_10,IS,4,EXPONENTIAL_UP,2,False,-165.0,165.0,6.5,-165.0,165.0,-6.5,90.0,,True,True,False
motif,-1,5,1736515800,1736532000,2025-01-10T13:30:00+00:00,2025-01-10T18:00:00+00:00,270.0,-1.2787,90.626,0.5,0.539,LINEAR_DOWN,0.994,10.343,13,-119.25,2025_01_10,IS,5,FLATLINE,1,False,119.25,-119.25,271.5,-43.25,43.25,-271.5,101.42,108.67,True,True,True
motif,-1,6,1736532000,1736541900,2025-01-10T18:00:00+00:00,2025-01-10T20:45:00+00:00,165.0,0.6304,69.89,0.688,0.254,LINEAR_UP,0.992,2.641,18,-20.5,2025_01_10,IS,6,LINEAR_DOWN,0,False,-20.5,20.5,142.0,-48.0,48.0,-142.0,57.83,153.08,False,True,True
motif,-1,7,1736541900,1736546395,2025-01-10T20:45:00+00:00,2025-01-10T21:59:55+00:00,74.92,-0.3242,49.226,0.803,0.507,FLATLINE,0.0,1.74,20,-13.75,2025_01_10,IS,7,LINEAR_UP,-1,False,13.75,-13.75,22.5,-30.5,30.5,-22.5,9.92,74.67,False,True,False
motif,-1,0,1736722800,1736726395,2025-01-12T23:00:00+00:00,2025-01-12T23:59:55+00:00,59.92,,20.219,,0.455,FLATLINE,0.0,2.362,23,11.25,2025_01_12,IS,0,NONE,-1,False,0.0,-0.0,37.75,-45.25,45.25,-37.75,7.25,35.58,False,False,False
motif,-1,0,1736726400,1736748000,2025-01-13T00:00:00+00:00,2025-01-13T06:00:00+00:00,360.0,,28.744,0.317,0.796,NOISE,-999.0,4.641,0,-116.75,2025_01_13,IS,0,NONE,5,False,0.0,-0.0,33.5,-141.75,141.75,-33.5,207.08,,True,True,True
motif,-1,1,1736748000,1736752500,2025-01-13T06:00:00+00:00,2025-01-13T07:15:00+00:00,75.0,0.11,10.891,0.464,0.019,FLATLINE,0.0,4.029,6,4.75,2025_01_13,IS,1,NOISE,4,False,4.75,-4.75,41.5,-1.0,1.0,-41.5,19.58,19.83,True,True,False
motif,-1,2,1736752500,1736769600,2025-01-13T07:15:00+00:00,2025-01-13T12:00:00+00:00,285.0,-0.5458,43.847,0.926,0.511,EXPONENTIAL_DOWN,0.979,5.674,7,-116.25,2025_01_13,IS,2,FLATLINE,3,False,116.25,-116.25,197.5,-19.5,19.5,-197.5,121.67,196.58,True,True,True
motif,-1,3,1736769600,1736781300,2025-01-13T12:00:00+00:00,2025-01-13T15:15:00+00:00,195.0,0.2997,27.443,0.937,0.001,LOGARITHMIC_UP,0.985,4.003,12,-4.5,2025_01_13,IS,3,EXPONENTIAL_DOWN,2,False,-4.5,4.5,77.0,-70.5,70.5,-77.0,187.0,162.83,True,True,True
motif,-1,4,1736781300,1736783100,2025-01-13T15:15:00+00:00,2025-01-13T15:45:00+00:00,30.0,-0.0951,26.173,1.0,0.235,FLATLINE,0.0,3.926,15,79.75,2025_01_13,IS,4,LOGARITHMIC_UP,1,True,-79.75,79.75,54.75,-91.5,91.5,-54.75,29.67,,False,False,False
motif,-1,5,1736783100,1736787600,2025-01-13T15:45:00+00:00,2025-01-13T17:00:00+00:00,75.0,-0.2219,34.587,0.688,0.276,FLATLINE,0.0,2.357,15,-110.5,2025_01_13,IS,5,FLATLINE,0,False,110.5,-110.5,120.0,-27.5,27.5,-120.0,73.25,,False,True,False
motif,-1,6,1736787600,1736812795,2025-01-13T17:00:00+00:00,2025-01-13T23:59:55+00:00,419.92,0.4495,43.361,0.347,0.845,LINEAR_UP,0.993,4.431,17,306.0,2025_01_13,IS,6,FLATLINE,-1,False,306.0,-306.0,347.75,-19.75,19.75,-347.75,399.92,,True,True,True
motif,-1,0,1736812800,1736815500,2025-01-14T00:00:00+00:00,2025-01-14T00:45:00+00:00,45.0,,1.072,,0.09,NOISE,-999.0,4.243,0,-19.5,2025_01_14,IS,0,NONE,11,False,0.0,-0.0,0.0,-24.5,24.5,-0.0,12.08,15.0,False,False,False
motif,-1,1,1736815500,1736822710,2025-01-14T00:45:00+00:00,2025-01-14T02:45:10+00:00,120.17,-0.0593,8.665,0.681,0.743,EXPONENTIAL_DOWN,0.915,7.373,0,-16.5,2025_01_14,IS,1,NOISE,10,False,16.5,-16.5,36.75,-21.75,21.75,-36.75,93.67,95.33,True,True,True
motif,-1,2,1736822710,1736825400,2025-01-14T02:45:10+00:00,2025-01-14T03:30:00+00:00,44.83,0.0377,13.623,0.373,0.082,FLATLINE,0.0,1.299,2,20.5,2025_01_14,IS,2,EXPONENTIAL_DOWN,9,False,20.5,-20.5,30.75,-2.0,2.0,-30.75,26.08,31.92,False,False,False
motif,-1,3,1736825400,1736828105,2025-01-14T03:30:00+00:00,2025-01-14T04:15:05+00:00,45.08,-0.092,13.464,0.744,0.807,FLATLINE,0.0,1.138,3,-14.0,2025_01_14,IS,3,FLATLINE,8,False,14.0,-14.0,23.75,-3.0,3.0,-23.75,34.33,36.08,False,False,False
motif,-1,4,1736828105,1736853300,2025-01-14T04:15:05+00:00,2025-01-14T11:15:00+00:00,419.92,0.1738,17.358,0.648,0.621,EXPONENTIAL_UP,0.993,4.328,4,63.25,2025_01_14,IS,4,FLATLINE,7,False,63.25,-63.25,119.5,-6.25,6.25,-119.5,273.5,293.75,True,True,True
motif,-1,5,1736853300,1736864100,2025-01-14T11:15:00+00:00,2025-01-14T14:15:00+00:00,180.0,-0.4153,31.179,0.99,-0.0,LINEAR_DOWN,0.993,3.572,11,-38.5,2025_01_14,IS,5,EXPONENTIAL_UP,6,False,38.5,-38.5,142.75,-49.5,49.5,-142.75,132.5,135.0,False,True,True
motif,-1,6,1736864100,1736865900,2025-01-14T14:15:00+00:00,2025-01-14T14:45:00+00:00,30.0,0.1896,33.918,0.251,0.371,FLATLINE,0.0,2.953,14,62.75,2025_01_14,IS,6,LINEAR_DOWN,5,True,62.75,-62.75,80.0,-26.0,26.0,-80.0,27.5,28.92,False,False,False
motif,-1,7,1736865900,1736868600,2025-01-14T14:45:00+00:00,2025-01-14T15:30:00+00:00,45.0,0.0329,43.897,0.938,0.038,FLATLINE,0.0,1.976,14,-88.75,2025_01_14,IS,7,FLATLINE,4,False,-88.75,88.75,2.0,-143.0,143.0,-2.0,15.75,17.67,False,False,False
motif,-1,8,1736868600,1736880300,2025-01-14T15:30:00+00:00,2025-01-14T18:45:00+00:00,195.0,-0.7425,71.294,0.938,0.149,EXPONENTIAL_DOWN,0.983,2.794,15,-50.0,2025_01_14,IS,8,FLATLINE,3,False,50.0,-50.0,228.75,-4.25,4.25,-228.75,125.42,126.5,False,True,True
motif,-1,9,1736880300,1736884800,2025-01-14T18:45:00+00:00,2025-01-14T20:00:00+00:00,75.0,0.4375,58.2,0.814,0.318,FLATLINE,0.0,2.654,18,-100.75,2025_01_14,IS,9,EXPONENTIAL_DOWN,2,False,-100.75,100.75,38.25,-116.75,116.75,-38.25,74.25,,False,True,False
motif,-1,10,1736884800,1736887500,2025-01-14T20:00:00+00:00,2025-01-14T20:45:00+00:00,45.0,-0.2259,68.174,0.938,0.066,FLATLINE,0.0,2.371,20,-37.5,2025_01_14,IS,10,FLATLINE,1,False,37.5,-37.5,98.0,-0.25,0.25,-98.0,7.08,7.75,False,False,False
motif,-1,11,1736887500,1736891100,2025-01-14T20:45:00+00:00,2025-01-14T21:45:00+00:00,60.0,0.3024,75.04,0.63,0.7,FLATLINE,0.0,1.019,20,156.0,2025_01_14,IS,11,FLATLINE,0,False,156.0,-156.0,158.5,-0.5,0.5,-158.5,53.58,,False,True,False
motif,-1,12,1736891100,1736899195,2025-01-14T21:45:00+00:00,2025-01-14T23:59:55+00:00,134.92,-0.0775,74.394,0.06,0.817,FLATLINE,0.0,0.796,21,-42.25,2025_01_14,IS,12,FLATLINE,-1,False,42.25,-42.25,51.0,-0.0,0.0,-51.0,125.25,,False,True,True
motif,-1,0,1736899200,1736904600,2025-01-15T00:00:00+00:00,2025-01-15T01:30:00+00:00,90.0,,4.238,1.0,0.661,NOISE,-999.0,28.991,0,7.5,2025_01_15,IS,0,NONE,11,False,0.0,-0.0,16.0,-8.5,8.5,-16.0,61.58,62.25,True,True,False
motif,-1,1,1736904600,1736906405,2025-01-15T01:30:00+00:00,2025-01-15T02:00:05+00:00,30.08,0.0166,6.17,0.911,0.215,FLATLINE,0.0,1.233,1,-1.25,2025_01_15,IS,1,NOISE,10,False,-1.25,1.25,2.0,-12.75,12.75,-2.0,4.33,4.42,False,False,False
motif,-1,2,1736906405,1736919000,2025-01-15T02:00:05+00:00,2025-01-15T05:30:00+00:00,209.92,-0.0543,6.533,0.998,0.091,EXPONENTIAL_DOWN,0.979,3.139,2,-8.5,2025_01_15,IS,2,FLATLINE,9,False,8.5,-8.5,25.5,-3.5,3.5,-25.5,128.92,135.92,False,True,True
motif,-1,3,1736919000,1736926200,2025-01-15T05:30:00+00:00,2025-01-15T07:30:00+00:00,120.0,0.0724,6.141,0.683,0.599,EXPONENTIAL_UP,0.989,2.846,5,12.0,2025_01_15,IS,3,EXPONENTIAL_DOWN,8,False,12.0,-12.0,14.75,-4.25,4.25,-14.75,104.0,110.67,False,True,True
motif,-1,4,1736926200,1736928900,2025-01-15T07:30:00+00:00,2025-01-15T08:15:00+00:00,45.0,-0.0542,6.942,0.444,0.536,FLATLINE,0.0,4.784,7,-30.0,2025_01_15,IS,4,EXPONENTIAL_UP,7,False,30.0,-30.0,47.25,-0.0,0.0,-47.25,32.83,34.83,False,False,False
motif,-1,5,1736928900,1736930705,2025-01-15T08:15:00+00:00,2025-01-15T08:45:05+00:00,30.08,0.0111,9.025,0.898,0.699,FLATLINE,0.0,3.128,8,21.25,2025_01_15,IS,5,FLATLINE,6,True,21.25,-21.25,25.25,-10.25,10.25,-25.25,19.0,25.75,False,False,False
motif,-1,6,1736930705,1736935200,2025-01-15T08:45:05+00:00,2025-01-15T10:00:00+00:00,74.92,0.0175,10.019,0.736,0.614,FLATLINE,0.0,2.52,8,10.5,2025_01_15,IS,6,FLATLINE,5,True,10.5,-10.5,22.0,-20.0,20.0,-22.0,63.33,64.0,False,True,False
motif,-1,7,1736935200,1736958600,2025-01-15T10:00:00+00:00,2025-01-15T16:30:00+00:00,390.0,0.9589,67.949,0.086,0.84,EXPONENTIAL_UP,0.987,20.893,10,368.75,2025_01_15,IS,7,FLATLINE,4,False,368.75,-368.75,448.0,-23.25,23.25,-448.0,318.17,,True,True,True
motif,-1,8,1736958600,1736960400,2025-01-15T16:30:00+00:00,2025-01-15T17:00:00+00:00,30.0,-0.0757,45.352,0.251,0.583,FLATLINE,0.0,1.521,16,-57.5,2025_01_15,IS,8,EXPONENTIAL_UP,3,False,57.5,-57.5,78.75,-3.5,3.5,-78.75,23.5,29.0,False,False,False
motif,-1,9,1736960400,1736963100,2025-01-15T17:00:00+00:00,2025-01-15T17:45:00+00:00,45.0,0.3375,42.58,0.064,0.85,FLATLINE,0.0,1.173,17,87.25,2025_01_15,IS,9,FLATLINE,2,False,87.25,-87.25,91.5,-6.5,6.5,-91.5,41.75,,False,False,False
motif,-1,10,1736963100,1736965800,2025-01-15T17:45:00+00:00,2025-01-15T18:30:00+00:00,45.0,-0.0366,36.81,0.314,0.437,FLATLINE,0.0,1.538,17,29.25,2025_01_15,IS,10,FLATLINE,1,False,-29.25,29.25,37.75,-30.0,30.0,-37.75,14.75,,False,False,False
motif,-1,11,1736965800,1736975700,2025-01-15T18:30:00+00:00,2025-01-15T21:15:00+00:00,165.0,0.4508,37.922,0.688,0.182,LINEAR_UP,0.981,1.887,18,-12.0,2025_01_15,IS,11,FLATLINE,0,False,-12.0,12.0,66.25,-18.5,18.5,-66.25,116.75,8.25,False,True,True
motif,-1,12,1736975700,1736985595,2025-01-15T21:15:00+00:00,2025-01-15T23:59:55+00:00,164.92,-0.0099,23.316,0.702,0.786,FLATLINE,0.0,1.488,21,41.25,2025_01_15,IS,12,LINEAR_UP,-1,False,-41.25,41.25,3.5,-46.0,46.0,-3.5,149.17,,False,True,True
motif,-1,0,1736985600,1736988300,2025-01-16T00:00:00+00:00,2025-01-16T00:45:00+00:00,45.0,,8.3,,0.859,FLATLINE,0.0,1.459,0,15.75,2025_01_16,IS,0,NONE,7,False,0.0,-0.0,24.25,-8.0,8.0,-24.25,33.75,45.0,False,False,False
motif,-1,1,1736988300,1736991000,2025-01-16T00:45:00+00:00,2025-01-16T01:30:00+00:00,45.0,-0.1519,7.35,0.094,0.824,FLATLINE,0.0,3.112,0,-19.0,2025_01_16,IS,1,FLATLINE,6,True,19.0,-19.0,25.75,-3.0,3.0,-25.75,38.75,,False,False,False
motif,-1,2,1736991000,1737008100,2025-01-16T01:30:00+00:00,2025-01-16T06:15:00+00:00,285.0,-0.1266,11.125,0.233,0.74,LINEAR_DOWN,0.992,4.363,1,-17.75,2025_01_16,IS,2,FLATLINE,5,False,17.75,-17.75,58.75,-15.75,15.75,-58.75,279.33,279.75,True,True,True
motif,-1,3,1737008100,1737021600,2025-01-16T06:15:00+00:00,2025-01-16T10:00:00+00:00,225.0,0.5571,43.444,0.929,0.246,LINEAR_UP,0.991,4.112,6,77.25,2025_01_16,IS,3,LINEAR_DOWN,4,False,77.25,-77.25,170.75,-5.75,5.75,-170.75,105.92,113.25,True,True,True
motif,-1,4,1737021600,1737030600,2025-01-16T10:00:00+00:00,2025-01-16T12:30:00+00:00,150.0,-0.1689,23.725,0.113,-0.0,LINEAR_DOWN,0.987,2.657,10,-12.0,2025_01_16,IS,4,LINEAR_UP,3,True,12.0,-12.0,26.25,-45.75,45.75,-26.25,116.58,8.17,False,True,True
motif,-1,5,1737030600,1737049500,2025-01-16T12:30:00+00:00,2025-01-16T17:45:00+00:00,315.0,-0.3002,32.49,0.933,0.411,LINEAR_DOWN,0.982,3.709,12,-72.5,2025_01_16,IS,5,LINEAR_DOWN,2,False,72.5,-72.5,140.0,-38.5,38.5,-140.0,252.92,256.75,False,True,True
motif,-1,6,1737049500,1737051300,2025-01-16T17:45:00+00:00,2025-01-16T18:15:00+00:00,30.0,0.0896,26.91,0.001,0.29,FLATLINE,0.0,0.728,17,2.0,2025_01_16,IS,6,LINEAR_DOWN,1,False,2.0,-2.0,25.25,-9.75,9.75,-25.25,25.83,25.92,False,False,False
motif,-1,7,1737051300,1737055800,2025-01-16T18:15:00+00:00,2025-01-16T19:30:00+00:00,75.0,-0.4336,35.719,0.938,0.131,FLATLINE,0.0,3.248,18,-46.0,2025_01_16,IS,7,FLATLINE,0,True,46.0,-46.0,125.25,-1.0,1.0,-125.25,33.92,37.25,False,True,False
motif,-1,8,1737055800,1737071995,2025-01-16T19:30:00+00:00,2025-01-16T23:59:55+00:00,269.92,-0.3744,51.107,0.817,0.704,EXPONENTIAL_DOWN,0.993,3.795,19,-108.75,2025_01_16,IS,8,FLATLINE,-1,False,108.75,-108.75,170.75,-51.25,51.25,-170.75,114.58,212.5,False,True,True
motif,-1,0,1737072000,1737097200,2025-01-17T00:00:00+00:00,2025-01-17T07:00:00+00:00,420.0,,12.199,0.219,0.785,NOISE,-999.0,8.244,0,55.0,2025_01_17,IS,0,NONE,6,False,0.0,-0.0,72.25,-8.5,8.5,-72.25,330.92,401.5,True,True,True
motif,-1,1,1737097200,1737103500,2025-01-17T07:00:00+00:00,2025-01-17T08:45:00+00:00,105.0,-0.0808,9.586,0.935,0.352,FLATLINE,0.0,4.38,7,3.5,2025_01_17,IS,1,NOISE,5,False,-3.5,3.5,37.5,-10.75,10.75,-37.5,37.92,102.17,True,True,False
motif,-1,2,1737103500,1737115200,2025-01-17T08:45:00+00:00,2025-01-17T12:00:00+00:00,195.0,0.2957,22.422,0.977,0.267,LINEAR_UP,0.992,4.564,8,30.25,2025_01_17,IS,2,FLATLINE,4,False,30.25,-30.25,67.5,-3.75,3.75,-67.5,175.08,181.33,True,True,True
motif,-1,3,1737115200,1737117000,2025-01-17T12:00:00+00:00,2025-01-17T12:30:00+00:00,30.0,-0.0174,6.873,0.244,0.86,FLATLINE,0.0,5.029,12,23.25,2025_01_17,IS,3,LINEAR_UP,3,False,-23.25,23.25,17.5,-26.25,26.25,-17.5,23.67,,False,False,False
motif,-1,4,1737117000,1737134100,2025-01-17T12:30:00+00:00,2025-01-17T17:15:00+00:00,285.0,0.8245,61.301,0.677,0.648,LINEAR_UP,0.988,10.46,12,256.0,2025_01_17,IS,4,FLATLINE,2,True,256.0,-256.0,319.0,-19.5,19.5,-319.0,118.58,128.33,True,True,True
motif,-1,5,1737134100,1737144900,2025-01-17T17:15:00+00:00,2025-01-17T20:15:00+00:00,180.0,0.3029,28.417,0.001,0.002,LOGARITHMIC_UP,0.976,2.7,17,3.25,2025_01_17,IS,5,LINEAR_UP,1,False,3.25,-3.25,67.0,-13.25,13.25,-67.0,65.67,65.92,False,True,True
motif,-1,6,1737144900,1737146700,2025-01-17T20:15:00+00:00,2025-01-17T20:45:00+00:00,30.0,-0.0444,15.516,0.501,0.206,FLATLINE,0.0,2.111,20,13.0,2025_01_17,IS,6,LOGARITHMIC_UP,0,True,-13.0,13.0,7.0,-18.5,18.5,-7.0,29.5,,False,False,False
motif,-1,7,1737146700,1737151195,2025-01-17T20:45:00+00:00,2025-01-17T21:59:55+00:00,74.92,-0.2319,18.314,0.957,0.345,FLATLINE,0.0,2.98,20,-31.25,2025_01_17,IS,7,FLATLINE,-1,False,31.25,-31.25,47.75,-17.25,17.25,-47.75,20.08,22.92,False,True,False
motif,-1,0,1737327600,1737331195,2025-01-19T23:00:00+00:00,2025-01-19T23:59:55+00:00,59.92,,5.297,,0.582,FLATLINE,0.0,6.541,23,-61.5,2025_01_19,IS,0,NONE,-1,False,0.0,-0.0,8.5,-77.5,77.5,-8.5,48.83,,False,False,False
motif,-1,0,1737331200,1737333900,2025-01-20T00:00:00+00:00,2025-01-20T00:45:00+00:00,45.0,,8.841,,0.03,FLATLINE,0.0,1.584,0,-9.5,2025_01_20,IS,0,NONE,8,False,0.0,-0.0,9.25,-11.75,11.75,-9.25,44.67,,False,False,False
motif,-1,1,1737333900,1737335705,2025-01-20T00:45:00+00:00,2025-01-20T01:15:05+00:00,30.08,0.1773,8.815,0.017,0.874,FLATLINE,0.0,2.93,0,26.5,2025_01_20,IS,1,FLATLINE,7,True,26.5,-26.5,35.0,-4.5,4.5,-35.0,20.42,,False,False,False
motif,-1,2,1737335705,1737345600,2025-01-20T01:15:05+00:00,2025-01-20T04:00:00+00:00,164.92,0.0464,9.093,0.013,0.02,FLATLINE,0.0,1.837,1,-6.75,2025_01_20,IS,2,FLATLINE,6,True,-6.75,6.75,7.0,-25.75,25.75,-7.0,6.25,6.5,False,True,True
motif,-1,3,1737345600,1737347420,2025-01-20T04:00:00+00:00,2025-01-20T04:30:20+00:00,30.33,0.0048,5.393,0.073,0.218,FLATLINE,0.0,1.2,4,-2.75,2025_01_20,IS,3,FLATLINE,5,True,-2.75,2.75,6.75,-5.5,5.5,-6.75,11.67,29.25,False,False,False
motif,-1,4,1737347420,1737370800,2025-01-20T04:30:20+00:00,2025-01-20T11:00:00+00:00,389.67,0.1492,11.737,0.981,0.781,LINEAR_UP,0.983,3.614,4,63.0,2025_01_20,IS,4,FLATLINE,4,True,63.0,-63.0,80.25,-3.5,3.5,-80.25,217.25,237.92,False,True,True
motif,-1,5,1737370800,1737374400,2025-01-20T11:00:00+00:00,2025-01-20T12:00:00+00:00,60.0,0.0253,5.092,0.075,0.053,FLATLINE,0.0,3.375,11,4.5,2025_01_20,IS,5,LINEAR_UP,3,False,4.5,-4.5,10.0,-10.25,10.25,-10.0,24.25,45.67,False,True,False
motif,-1,6,1737374400,1737379800,2025-01-20T12:00:00+00:00,2025-01-20T13:30:00+00:00,90.0,-0.2176,12.658,0.899,0.709,EXPONENTIAL_DOWN,0.984,10.589,12,-33.25,2025_01_20,IS,6,FLATLINE,2,False,33.25,-33.25,63.5,-1.25,1.25,-63.5,62.25,67.17,True,True,False
motif,-1,7,1737379800,1737393300,2025-01-20T13:30:00+00:00,2025-01-20T17:15:00+00:00,225.0,0.4722,49.379,0.946,0.103,LINEAR_UP,0.99,3.536,13,96.75,2025_01_20,IS,7,EXPONENTIAL_DOWN,1,False,96.75,-96.75,182.5,-11.75,11.75,-182.5,74.42,90.83,False,True,True
motif,-1,8,1737393300,1737414900,2025-01-20T17:15:00+00:00,2025-01-20T23:15:00+00:00,360.0,-0.0514,26.341,0.612,0.159,FLATLINE,0.0,2.539,17,23.5,2025_01_20,IS,8,LINEAR_UP,0,False,-23.5,23.5,54.75,-30.75,30.75,-54.75,11.25,353.75,False,True,True
motif,-1,9,1737414900,1737417595,2025-01-20T23:15:00+00:00,2025-01-20T23:59:55+00:00,44.92,0.1874,20.084,0.501,0.012,FLATLINE,0.0,2.56,23,18.25,2025_01_20,IS,9,FLATLINE,-1,False,18.25,-18.25,25.5,-5.5,5.5,-25.5,41.17,,False,False,False
motif,-1,0,1737417600,1737431100,2025-01-21T00:00:00+00:00,2025-01-21T03:45:00+00:00,225.0,,79.42,0.25,0.175,NOISE,-999.0,10.965,0,-105.25,2025_01_21,IS,0,NONE,8,False,0.0,-0.0,13.0,-351.25,351.25,-13.0,60.17,60.92,True,True,True
motif,-1,1,1737431100,1737439200,2025-01-21T03:45:00+00:00,2025-01-21T06:00:00+00:00,135.0,0.2242,22.576,0.039,0.711,LOGARITHMIC_UP,0.946,2.3,3,-35.75,2025_01_21,IS,1,NOISE,7,False,-35.75,35.75,6.5,-47.75,47.75,-6.5,109.83,113.08,False,True,True
motif,-1,2,1737439200,1737444600,2025-01-21T06:00:00+00:00,2025-01-21T07:30:00+00:00,90.0,-0.0861,11.064,0.097,0.076,FLATLINE,0.0,2.457,6,25.75,2025_01_21,IS,2,LOGARITHMIC_UP,6,False,-25.75,25.75,7.0,-34.75,34.75,-7.0,28.5,33.42,False,True,False
motif,-1,3,1737444600,1737460800,2025-01-21T07:30:00+00:00,2025-01-21T12:00:00+00:00,270.0,0.3212,23.354,0.99,0.613,LINEAR_UP,0.986,3.995,7,49.25,2025_01_21,IS,3,FLATLINE,5,True,49.25,-49.25,114.5,-8.75,8.75,-114.5,157.75,163.25,False,True,True
motif,-1,4,1737460800,1737463500,2025-01-21T12:00:00+00:00,2025-01-21T12:45:00+00:00,45.0,0.0384,15.856,0.301,0.862,FLATLINE,0.0,3.179,12,28.0,2025_01_21,IS,4,LINEAR_UP,4,False,28.0,-28.0,41.0,-20.5,20.5,-41.0,38.83,,False,False,False
motif,-1,5,1737463500,1737467100,2025-01-21T12:45:00+00:00,2025-01-21T13:45:00+00:00,60.0,-0.0684,14.221,0.122,0.44,FLATLINE,0.0,1.606,12,12.5,2025_01_21,IS,5,FLATLINE,3,False,-12.5,12.5,14.75,-17.75,17.75,-14.75,49.0,50.33,False,True,False
