day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,gross_usd,net_usd,mfe_usd,mae_usd
2024_01_25,1706140801,SHORT,1.1574074074074073e-05,1706140822,0.0002546296296296296,-0.00486111111111111,-2.504861111111111,0.0,-0.00486111111111111
2024_01_25,1706141227,LONG,0.00494212962962963,1706219999,0.9166550925925926,18.23425925925926,15.734259259259261,18.23402777777778,0.0
2024_01_26,1706223926,LONG,0.9621064814814815,1706227200,0.0,-19.24212962962963,-21.74212962962963,0.7576388888888896,-19.24212962962963
2024_01_26,1706227201,SHORT,1.1574074074074073e-05,1706227216,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_01_26,1706227547,LONG,0.004016203703703704,1706306399,0.9166550925925926,18.252777777777776,15.752777777777776,18.2525462962963,0.0
2024_01_29,1706483119,LONG,0.962025462962963,1706486400,0.0,-19.24050925925926,-21.74050925925926,0.7592592592592595,-19.24050925925926
2024_01_29,1706486401,SHORT,1.1574074074074073e-05,1706486418,0.00020833333333333335,-0.003935185185185186,-2.503935185185185,0.0,-0.003935185185185186
2024_01_29,1706486913,LONG,0.0059375,1706565599,0.9166550925925926,18.214351851851852,15.714351851851852,18.21412037037037,0.0
2024_01_30,1706569519,LONG,0.962025462962963,1706572800,0.0,-19.24050925925926,-21.74050925925926,0.758564814814815,-19.24050925925926
2024_01_30,1706572801,SHORT,1.1574074074074073e-05,1706572819,0.0002199074074074074,-0.004166666666666667,-2.504166666666667,0.0,-0.004166666666666667
2024_01_30,1706573386,LONG,0.006782407407407407,1706651999,0.9166550925925926,18.197453703703705,15.697453703703705,18.197222222222223,0.0
2024_01_31,1706655894,LONG,0.9617361111111111,1706659200,0.0,-19.234722222222224,-21.734722222222224,0.7650462962962967,-19.234722222222224
2024_01_31,1706659201,SHORT,1.1574074074074073e-05,1706659218,0.00020833333333333335,-0.003935185185185186,-2.503935185185185,0.0,-0.003935185185185186
2024_01_31,1706659606,LONG,0.004699074074074074,1706738399,0.9166550925925926,18.23912037037037,15.739120370370369,18.238888888888887,0.0
2024_02_01,1706742374,LONG,0.962662037037037,1706745600,0.0,-19.25324074074074,-21.75324074074074,0.746527777777779,-19.25324074074074
2024_02_01,1706745601,SHORT,1.1574074074074073e-05,1706745620,0.0002314814814814815,-0.004398148148148148,-2.504398148148148,0.0,-0.004398148148148148
2024_02_01,1706746278,LONG,0.007847222222222222,1706824799,0.9166550925925926,18.17615740740741,15.676157407407409,18.175925925925927,0.0
2024_02_02,1706828701,LONG,0.9618171296296296,1706832000,0.0,-19.236342592592592,-21.736342592592592,0.7634259259259268,-19.236342592592592
2024_02_02,1706832001,SHORT,1.1574074074074073e-05,1706832021,0.00024305555555555555,-0.004629629629629629,-2.5046296296296298,0.0,-0.004629629629629629
2024_02_02,1706832458,LONG,0.005300925925925926,1706911199,0.9166550925925926,18.227083333333333,15.727083333333333,18.226851851851855,0.0
2024_02_05,1707087915,LONG,0.9619791666666667,1707091200,0.0,-19.239583333333336,-21.739583333333336,0.7601851851851849,-19.239583333333336
2024_02_05,1707091201,SHORT,1.1574074074074073e-05,1707091216,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_02_05,1707091490,LONG,0.0033564814814814816,1707170399,0.9166550925925926,18.26597222222222,15.76597222222222,18.265740740740743,0.0
2024_02_06,1707174367,LONG,0.9625810185185185,1707177600,0.0,-19.25162037037037,-21.75162037037037,0.7481481481481489,-19.25162037037037
2024_02_06,1707177601,SHORT,1.1574074074074073e-05,1707177623,0.0002662037037037037,-0.005092592592592593,-2.5050925925925926,0.0,-0.005092592592592593
2024_02_06,1707178164,LONG,0.006527777777777778,1707256799,0.9166550925925926,18.202546296296298,15.702546296296298,18.20208333333333,0.0
2024_02_07,1707260749,LONG,0.9623726851851852,1707264000,0.0,-19.2474537037037,-21.7474537037037,0.7523148148148162,-19.2474537037037
2024_02_07,1707264001,SHORT,1.1574074074074073e-05,1707264016,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_02_07,1707264457,LONG,0.0052893518518518515,1707343199,0.9166550925925926,18.227314814814815,15.727314814814815,18.227083333333333,0.0
2024_02_08,1707347200,LONG,0.9629629629629629,1707350400,0.0,-19.25925925925926,-21.75925925925926,0.740277777777778,-19.25925925925926
2024_02_08,1707350401,SHORT,1.1574074074074073e-05,1707350418,0.00020833333333333335,-0.003935185185185186,-2.503935185185185,0.0,-0.003935185185185186
2024_02_08,1707351016,LONG,0.00712962962962963,1707429599,0.9166550925925926,18.190509259259258,15.690509259259258,18.19027777777778,0.0
2024_02_09,1707433646,LONG,0.9634953703703704,1707436800,0.0,-19.26990740740741,-21.76990740740741,0.729861111111112,-19.26990740740741
2024_02_09,1707436801,SHORT,1.1574074074074073e-05,1707436837,0.00042824074074074075,-0.008333333333333333,-2.5083333333333333,0.0,-0.008333333333333333
2024_02_09,1707437348,LONG,0.006342592592592592,1707515999,0.9166550925925926,18.20625,15.70625,18.20601851851852,0.0
2024_02_12,1707692697,LONG,0.9617708333333334,1707696000,0.0,-19.235416666666666,-21.735416666666666,0.761574074074074,-19.235416666666666
2024_02_12,1707696001,SHORT,1.1574074074074073e-05,1707696025,0.00028935185185185184,-0.005555555555555556,-2.5055555555555555,0.0,-0.005555555555555556
2024_02_12,1707696600,LONG,0.006944444444444444,1707775199,0.9166550925925926,18.194212962962965,15.694212962962965,18.193981481481483,0.0
2024_02_13,1707779178,LONG,0.9627083333333334,1707782400,0.0,-19.254166666666666,-21.754166666666666,0.7453703703703685,-19.254166666666666
2024_02_13,1707782401,SHORT,1.1574074074074073e-05,1707782417,0.00019675925925925926,-0.0037037037037037034,-2.5037037037037035,0.0,-0.0037037037037037034
2024_02_13,1707782826,LONG,0.004930555555555555,1707861599,0.9166550925925926,18.23449074074074,15.734490740740739,18.23425925925926,0.0
2024_02_14,1707865566,LONG,0.9625694444444445,1707868800,0.0,-19.25138888888889,-21.75138888888889,0.7474537037037021,-19.25138888888889
2024_02_14,1707868801,SHORT,1.1574074074074073e-05,1707868817,0.00019675925925925926,-0.0037037037037037034,-2.5037037037037035,0.0,-0.0037037037037037034
2024_02_14,1707869289,LONG,0.005659722222222222,1707947998,0.9166435185185186,18.219675925925927,15.719675925925927,18.219212962962963,0.0
2024_02_15,1707952065,LONG,0.9637152777777778,1707955200,0.0,-19.274305555555557,-21.774305555555557,0.7250000000000001,-19.274305555555557
2024_02_15,1707955201,SHORT,1.1574074074074073e-05,1707955226,0.00030092592592592595,-0.005787037037037038,-2.505787037037037,0.0,-0.005787037037037038
2024_02_15,1707955813,LONG,0.007094907407407407,1708034399,0.9166550925925926,18.191203703703703,15.691203703703703,18.190972222222225,0.0
2024_02_16,1708038370,LONG,0.9626157407407407,1708041600,0.0,-19.252314814814817,-21.752314814814817,0.7472222222222213,-19.252314814814817
2024_02_16,1708041601,SHORT,1.1574074074074073e-05,1708041618,0.00020833333333333335,-0.003935185185185186,-2.503935185185185,0.0,-0.003935185185185186
2024_02_16,1708042245,LONG,0.007465277777777778,1708120799,0.9166550925925926,18.183796296296297,15.683796296296297,18.183564814814815,0.0
2024_02_19,1708297502,LONG,0.9618287037037037,1708300800,0.0,-19.236574074074074,-21.736574074074074,0.7631944444444461,-19.236574074074074
2024_02_19,1708300801,SHORT,1.1574074074074073e-05,1708300816,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_02_19,1708301329,LONG,0.006122685185185185,1708365599,0.749988425925926,14.877314814814815,12.377314814814815,14.877083333333331,0.0
2024_02_20,1708384033,LONG,0.9633449074074074,1708387200,0.0,-19.266898148148147,-21.766898148148147,0.732870370370371,-19.266898148148147
2024_02_20,1708387201,SHORT,1.1574074074074073e-05,1708387216,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_02_20,1708387591,LONG,0.004525462962962963,1708466398,0.9166435185185186,18.242361111111112,15.742361111111112,18.24212962962963,0.0
2024_02_21,1708470335,LONG,0.9622106481481482,1708473600,0.0,-19.244212962962962,-21.744212962962962,0.755324074074073,-19.244212962962962
2024_02_21,1708473601,SHORT,1.1574074074074073e-05,1708473619,0.0002199074074074074,-0.004166666666666667,-2.504166666666667,0.0,-0.004166666666666667
2024_02_21,1708474102,LONG,0.005810185185185186,1708552799,0.9166550925925926,18.216898148148147,15.716898148148147,18.21666666666667,0.0
2024_02_22,1708556715,LONG,0.9619791666666667,1708560000,0.0,-19.239583333333336,-21.739583333333336,0.7601851851851849,-19.239583333333336
2024_02_22,1708560001,SHORT,1.1574074074074073e-05,1708560016,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_02_22,1708560305,LONG,0.0035300925925925925,1708639199,0.9166550925925926,18.2625,15.7625,18.262268518518518,0.0
2024_02_23,1708643143,LONG,0.9623032407407407,1708646400,0.0,-19.246064814814815,-21.746064814814815,0.7537037037037053,-19.246064814814815
2024_02_23,1708646401,SHORT,1.1574074074074073e-05,1708646421,0.00024305555555555555,-0.004629629629629629,-2.5046296296296298,0.0,-0.004629629629629629
2024_02_23,1708646789,LONG,0.004502314814814815,1708725599,0.9166550925925926,18.243055555555557,15.743055555555557,18.242824074074075,0.0
2024_02_26,1708902335,LONG,0.9622106481481482,1708905600,0.0,-19.244212962962962,-21.744212962962962,0.755555555555556,-19.244212962962962
2024_02_26,1708905601,SHORT,1.1574074074074073e-05,1708905618,0.00020833333333333335,-0.003935185185185186,-2.503935185185185,0.0,-0.003935185185185186
2024_02_26,1708905914,LONG,0.0036342592592592594,1708984799,0.9166550925925926,18.260416666666664,15.760416666666664,18.2599537037037,0.0
2024_02_27,1708988796,LONG,0.9629166666666666,1708992000,0.0,-19.258333333333333,-21.758333333333333,0.7412037037037034,-19.258333333333333
2024_02_27,1708992001,SHORT,1.1574074074074073e-05,1708992017,0.00019675925925925926,-0.0037037037037037034,-2.5037037037037035,0.0,-0.0037037037037037034
2024_02_27,1708992390,LONG,0.0045138888888888885,1709071199,0.9166550925925926,18.242824074074072,15.742824074074072,18.242592592592594,0.0
2024_02_28,1709075192,LONG,0.9628703703703704,1709078400,0.0,-19.257407407407406,-21.757407407407406,0.7423611111111117,-19.257407407407406
2024_02_28,1709078401,SHORT,1.1574074074074073e-05,1709078426,0.00030092592592592595,-0.005787037037037038,-2.505787037037037,0.0,-0.005787037037037038
2024_02_28,1709078922,LONG,0.0060416666666666665,1709157599,0.9166550925925926,18.21226851851852,15.71226851851852,18.21203703703704,0.0
2024_02_29,1709161561,LONG,0.9625115740740741,1709164800,0.0,-19.25023148148148,-21.75023148148148,0.749537037037038,-19.25023148148148
2024_02_29,1709164801,SHORT,1.1574074074074073e-05,1709164816,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_02_29,1709165244,LONG,0.005138888888888889,1709243999,0.9166550925925926,18.230324074074073,15.730324074074073,18.23009259259259,0.0
2024_03_01,1709247999,LONG,0.9629513888888889,1709251200,0.0,-19.259027777777778,-21.759027777777778,0.7400462962962973,-19.259027777777778
2024_03_01,1709251201,SHORT,1.1574074074074073e-05,1709251221,0.00024305555555555555,-0.004629629629629629,-2.5046296296296298,0.0,-0.004629629629629629
2024_03_01,1709251597,LONG,0.004594907407407408,1709330399,0.9166550925925926,18.241203703703704,15.741203703703704,18.240972222222222,0.0
2024_03_04,1709507104,LONG,0.9618518518518518,1709510400,0.0,-19.237037037037037,-21.737037037037037,0.7622685185185185,-19.237037037037037
2024_03_04,1709510401,SHORT,1.1574074074074073e-05,1709510419,0.0002199074074074074,-0.004166666666666667,-2.504166666666667,0.0,-0.004166666666666667
2024_03_04,1709510744,LONG,0.003981481481481482,1709589599,0.9166550925925926,18.25347222222222,15.753472222222221,18.253009259259258,0.0
2024_03_05,1709593556,LONG,0.9624537037037038,1709596800,0.0,-19.249074074074073,-21.749074074074073,0.7506944444444441,-19.249074074074073
2024_03_05,1709596801,SHORT,1.1574074074074073e-05,1709596820,0.0002314814814814815,-0.004398148148148148,-2.504398148148148,0.0,-0.004398148148148148
2024_03_05,1709597174,LONG,0.0043287037037037035,1709675999,0.9166550925925926,18.24652777777778,15.746527777777779,18.246296296296297,0.0
2024_03_06,1709679928,LONG,0.9621296296296297,1709683200,0.0,-19.242592592592594,-21.742592592592594,0.7569444444444429,-19.242592592592594
2024_03_06,1709683201,SHORT,1.1574074074074073e-05,1709683220,0.0002314814814814815,-0.004398148148148148,-2.504398148148148,0.0,-0.004398148148148148
2024_03_06,1709683683,LONG,0.005590277777777777,1709762399,0.9166550925925926,18.221296296296295,15.721296296296295,18.221064814814817,0.0
2024_03_07,1709766370,LONG,0.9626157407407407,1709769600,0.0,-19.252314814814817,-21.752314814814817,0.7474537037037043,-19.252314814814817
2024_03_07,1709769601,SHORT,1.1574074074074073e-05,1709769618,0.00020833333333333335,-0.003935185185185186,-2.503935185185185,0.0,-0.003935185185185186
2024_03_07,1709770019,LONG,0.004849537037037037,1709848799,0.9166550925925926,18.23611111111111,15.73611111111111,18.23587962962963,0.0
2024_03_08,1709852725,LONG,0.9620949074074074,1709856000,0.0,-19.24189814814815,-21.74189814814815,0.7578703703703704,-19.24189814814815
2024_03_08,1709856001,SHORT,1.1574074074074073e-05,1709856016,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_03_08,1709856373,LONG,0.00431712962962963,1709935199,0.9166550925925926,18.24675925925926,15.74675925925926,18.24652777777778,0.0
2024_03_11,1710108384,LONG,0.9211111111111111,1710115200,0.0,-18.42222222222222,-20.92222222222222,1.5775462962962972,-18.42222222222222
2024_03_11,1710115201,SHORT,1.1574074074074073e-05,1710115218,0.00020833333333333335,-0.003935185185185186,-2.503935185185185,0.0,-0.003935185185185186
2024_03_11,1710115681,LONG,0.005567129629629629,1710190799,0.874988425925926,17.38842592592593,14.88842592592593,17.388194444444444,0.0
2024_03_12,1710194813,LONG,0.9214467592592592,1710201600,0.0,-18.428935185185185,-20.928935185185185,1.5708333333333346,-18.428935185185185
2024_03_12,1710201601,SHORT,1.1574074074074073e-05,1710201620,0.0002314814814814815,-0.004398148148148148,-2.504398148148148,0.0,-0.004398148148148148
2024_03_12,1710202102,LONG,0.005810185185185186,1710277198,0.8749768518518518,17.383333333333333,14.883333333333333,17.38310185185185,0.0
2024_03_13,1710281256,LONG,0.9219444444444445,1710288000,0.0,-18.43888888888889,-20.93888888888889,1.5590277777777772,-18.43888888888889
2024_03_13,1710288001,SHORT,1.1574074074074073e-05,1710288031,0.0003587962962962963,-0.006944444444444445,-2.5069444444444446,0.0,-0.006944444444444445
2024_03_13,1710288681,LONG,0.007881944444444445,1710363598,0.8749768518518518,17.341898148148147,14.841898148148147,17.341666666666665,0.0
2024_03_14,1710367710,LONG,0.9225694444444444,1710374400,0.0,-18.45138888888889,-20.95138888888889,1.5483796296296304,-18.45138888888889
2024_03_14,1710374401,SHORT,1.1574074074074073e-05,1710374416,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_03_14,1710374831,LONG,0.004988425925925926,1710449999,0.874988425925926,17.4,14.899999999999999,17.399768518518517,0.0
2024_03_15,1710454030,LONG,0.9216435185185186,1710460800,0.0,-18.43287037037037,-20.93287037037037,1.566898148148148,-18.43287037037037
2024_03_15,1710460801,SHORT,1.1574074074074073e-05,1710460818,0.00020833333333333335,-0.003935185185185186,-2.503935185185185,0.0,-0.003935185185185186
2024_03_15,1710461229,LONG,0.004965277777777778,1710536399,0.874988425925926,17.400462962962962,14.900462962962962,17.4,0.0
2024_03_18,1710713158,LONG,0.9208101851851852,1710720000,0.0,-18.416203703703705,-20.916203703703705,1.5835648148148151,-18.416203703703705
2024_03_18,1710720001,SHORT,1.1574074074074073e-05,1710720017,0.00019675925925925926,-0.0037037037037037034,-2.5037037037037035,0.0,-0.0037037037037037034
2024_03_18,1710720374,LONG,0.0043287037037037035,1710795599,0.874988425925926,17.413194444444443,14.913194444444443,17.41296296296296,0.0
2024_03_19,1710799527,LONG,0.9204513888888889,1710806400,0.0,-18.409027777777776,-20.909027777777776,1.5905092592592585,-18.409027777777776
2024_03_19,1710806401,SHORT,1.1574074074074073e-05,1710806424,0.0002777777777777778,-0.005324074074074075,-2.505324074074074,0.0,-0.005324074074074075
2024_03_19,1710806809,LONG,0.004733796296296297,1710881999,0.874988425925926,17.40509259259259,14.905092592592592,17.40486111111111,0.0
2024_03_20,1710885989,LONG,0.9211689814814815,1710892800,0.0,-18.42337962962963,-20.92337962962963,1.5763888888888888,-18.42337962962963
2024_03_20,1710892802,SHORT,2.3148148148148147e-05,1710892818,0.00020833333333333335,-0.003703703703703704,-2.5037037037037035,0.0,-0.003703703703703704
2024_03_20,1710893149,LONG,0.004039351851851852,1710968399,0.874988425925926,17.41898148148148,14.918981481481481,17.41875,0.0
2024_03_21,1710972325,LONG,0.9204282407407407,1710979200,0.0,-18.408564814814813,-20.908564814814813,1.5905092592592607,-18.408564814814813
2024_03_21,1710979201,SHORT,1.1574074074074073e-05,1710979217,0.00019675925925925926,-0.0037037037037037034,-2.5037037037037035,0.0,-0.0037037037037037034
2024_03_21,1710979577,LONG,0.004363425925925926,1711054799,0.874988425925926,17.4125,14.912500000000001,17.412268518518516,0.0
2024_03_22,1711058765,LONG,0.9208912037037037,1711065600,0.0,-18.417824074074073,-20.917824074074073,1.5814814814814815,-18.417824074074073
2024_03_22,1711065601,SHORT,1.1574074074074073e-05,1711065627,0.0003125,-0.0060185185185185185,-2.5060185185185184,0.0,-0.0060185185185185185
2024_03_22,1711066147,LONG,0.006331018518518519,1711141199,0.874988425925926,17.37314814814815,14.87314814814815,17.37291666666667,0.0
2024_03_25,1711317924,LONG,0.9204166666666667,1711324800,0.0,-18.40833333333333,-20.90833333333333,1.591435185185186,-18.40833333333333
2024_03_25,1711324801,SHORT,1.1574074074074073e-05,1711324824,0.0002777777777777778,-0.005324074074074075,-2.505324074074074,0.0,-0.005324074074074075
2024_03_25,1711325153,LONG,0.004085648148148148,1711400399,0.874988425925926,17.418055555555554,14.918055555555554,17.41759259259259,0.0
2024_03_26,1711404377,LONG,0.9210300925925926,1711411200,0.0,-18.420601851851853,-20.920601851851853,1.579166666666667,-18.420601851851853
2024_03_26,1711411201,SHORT,1.1574074074074073e-05,1711411219,0.0002199074074074074,-0.004166666666666667,-2.504166666666667,0.0,-0.004166666666666667
2024_03_26,1711411815,LONG,0.007118055555555555,1711486799,0.874988425925926,17.357407407407408,14.857407407407408,17.357175925925926,0.0
2024_03_27,1711490818,LONG,0.9215046296296296,1711497600,0.0,-18.430092592592594,-20.930092592592594,1.5696759259259263,-18.430092592592594
2024_03_27,1711497601,SHORT,1.1574074074074073e-05,1711497616,0.00018518518518518518,-0.003472222222222222,-2.5034722222222223,0.0,-0.003472222222222222
2024_03_27,1711498046,LONG,0.005162037037037037,1711573199,0.874988425925926,17.39652777777778,14.89652777777778,17.396296296296295,0.0
2024_03_28,1711577114,LONG,0.9203009259259259,1711584000,0.0,-18.40601851851852,-20.90601851851852,1.5935185185185174,-18.40601851851852
2024_03_28,1711584001,SHORT,1.1574074074074073e-05,1711584022,0.0002546296296296296,-0.00486111111111111,-2.504861111111111,0.0,-0.00486111111111111
2024_03_28,1711584485,LONG,0.005613425925925926,1711659599,0.874988425925926,17.3875,14.8875,17.387268518518518,0.0
2024_04_01,1711922691,LONG,0.9200347222222223,1711929600,0.0,-18.400694444444447,-20.900694444444447,1.5990740740740739,-18.400694444444447
2024_04_01,1711929601,SHORT,1.1574074074074073e-05,1711929619,0.0002199074074074074,-0.004166666666666667,-2.504166666666667,0.0,-0.004166666666666667
2024_04_01,1711929995,LONG,0.004571759259259259,1712005199,0.874988425925926,17.408333333333335,14.908333333333335,17.408101851851853,0.0
2024_04_02,1712009165,LONG,0.9208912037037037,1712016000,0.0,-18.417824074074073,-20.917824074074073,1.5805555555555562,-18.417824074074073
2024_04_02,1712016001,SHORT,1.1574074074074073e-05,1712016019,0.0002199074074074074,-0.004166666666666667,-2.504166666666667,0.0,-0.004166666666666667
2024_04_02,1712016432,LONG,0.005,1712091599,0.874988425925926,17.39976851851852,14.89976851851852,17.399305555555557,0.0
