tier,sub_motif_shape,measure_shape,n_is,n_oos,mean_is,mean_oos,sum_is,sum_oos,sign_match
KILL_SHOT,GENTLE_CONVEX_DOWN,STEEP_CONCAVE_UP,112,26,-1.38,1.44,-154.0,38.0,0
KILL_SHOT,GENTLE_CONVEX_DOWN,STEEP_CONVEX_DOWN,167,23,-0.35,1.52,-58.0,35.0,0
KILL_SHOT,GENTLE_CONVEX_DOWN,STEEP_CONVEX_UP,26,5,-0.37,0.1,-10.0,0.0,0
KILL_SHOT,GENTLE_CONVEX_DOWN,STEEP_LINEAR_DOWN,91,18,0.3,-1.58,27.0,-28.0,0
KILL_SHOT,GENTLE_CONVEX_DOWN,STEEP_LINEAR_UP,165,53,-0.38,-0.87,-62.0,-46.0,1
KILL_SHOT,GENTLE_CONVEX_UP,NOISE,17,1,2.18,0.0,37.0,0.0,0
KILL_SHOT,GENTLE_CONVEX_UP,STEEP_CONCAVE_UP,14,3,-1.89,-0.5,-26.0,-2.0,1
KILL_SHOT,GENTLE_CONVEX_UP,STEEP_CONVEX_UP,14,1,-0.71,0.0,-10.0,0.0,0
KILL_SHOT,GENTLE_CONVEX_UP,STEEP_LINEAR_UP,38,2,0.46,-1.75,18.0,-4.0,0
KILL_SHOT,GENTLE_LINEAR_DOWN,FLATLINE,52,8,2.11,-1.19,110.0,-10.0,0
KILL_SHOT,GENTLE_LINEAR_DOWN,GENTLE_CONCAVE_UP,12,1,0.42,14.0,5.0,14.0,1
KILL_SHOT,GENTLE_LINEAR_DOWN,GENTLE_CONVEX_DOWN,18,2,0.17,-1.75,3.0,-4.0,0
KILL_SHOT,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,23,1,0.46,-9.0,10.0,-9.0,0
KILL_SHOT,GENTLE_LINEAR_DOWN,NOISE,131,12,1.76,2.38,231.0,28.0,1
KILL_SHOT,GENTLE_LINEAR_DOWN,STEEP_CONCAVE_DOWN,14,1,-0.96,0.0,-14.0,0.0,0
KILL_SHOT,GENTLE_LINEAR_DOWN,STEEP_CONCAVE_UP,30,9,1.12,2.44,34.0,22.0,1
KILL_SHOT,GENTLE_LINEAR_DOWN,STEEP_CONVEX_DOWN,158,21,0.01,-0.38,2.0,-8.0,0
KILL_SHOT,GENTLE_LINEAR_DOWN,STEEP_CONVEX_UP,21,0,-1.02,,-22.0,0.0,-1
KILL_SHOT,GENTLE_LINEAR_DOWN,STEEP_LINEAR_DOWN,126,23,-0.62,-0.7,-78.0,-16.0,1
KILL_SHOT,GENTLE_LINEAR_DOWN,STEEP_LINEAR_UP,64,6,-1.4,-2.67,-90.0,-16.0,1
KILL_SHOT,GENTLE_LINEAR_UP,FLATLINE,51,8,1.39,2.88,71.0,23.0,1
KILL_SHOT,GENTLE_LINEAR_UP,GENTLE_CONCAVE_UP,20,1,-0.05,0.0,-1.0,0.0,0
KILL_SHOT,GENTLE_LINEAR_UP,GENTLE_CONVEX_DOWN,22,0,-0.82,,-18.0,0.0,-1
KILL_SHOT,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,10,4,-0.75,1.25,-8.0,5.0,0
KILL_SHOT,GENTLE_LINEAR_UP,NOISE,131,13,0.29,2.65,38.0,34.0,1
KILL_SHOT,GENTLE_LINEAR_UP,STEEP_CONCAVE_DOWN,14,0,1.93,,27.0,0.0,-1
KILL_SHOT,GENTLE_LINEAR_UP,STEEP_CONCAVE_UP,137,20,-0.23,0.28,-31.0,6.0,0
KILL_SHOT,GENTLE_LINEAR_UP,STEEP_CONVEX_DOWN,55,8,1.39,-2.31,76.0,-18.0,0
KILL_SHOT,GENTLE_LINEAR_UP,STEEP_CONVEX_UP,22,0,0.89,,20.0,0.0,-1
KILL_SHOT,GENTLE_LINEAR_UP,STEEP_LINEAR_DOWN,75,10,-1.77,-2.0,-132.0,-20.0,1
KILL_SHOT,GENTLE_LINEAR_UP,STEEP_LINEAR_UP,109,21,-0.6,-1.07,-66.0,-22.0,1
KILL_SHOT,NOISE,FLATLINE,60,13,0.47,3.96,28.0,52.0,1
KILL_SHOT,NOISE,GENTLE_CONVEX_DOWN,11,0,-0.05,,-0.0,0.0,-1
KILL_SHOT,NOISE,GENTLE_LINEAR_DOWN,14,1,0.25,0.0,4.0,0.0,0
KILL_SHOT,NOISE,NOISE,188,19,1.91,4.61,360.0,88.0,1
KILL_SHOT,NOISE,STEEP_CONCAVE_DOWN,33,5,-0.36,0.2,-12.0,1.0,0
KILL_SHOT,NOISE,STEEP_CONCAVE_UP,82,11,4.22,-0.5,346.0,-6.0,0
KILL_SHOT,NOISE,STEEP_CONVEX_DOWN,78,19,0.53,-11.03,42.0,-210.0,0
KILL_SHOT,NOISE,STEEP_CONVEX_UP,20,7,-0.95,-2.36,-19.0,-16.0,1
KILL_SHOT,NOISE,STEEP_LINEAR_DOWN,121,29,-3.76,-8.66,-456.0,-251.0,1
KILL_SHOT,NOISE,STEEP_LINEAR_UP,123,20,-2.01,-0.03,-247.0,-0.0,1
KILL_SHOT,STEEP_CONCAVE_DOWN,FLATLINE,14,4,6.21,0.0,87.0,0.0,0
KILL_SHOT,STEEP_CONCAVE_DOWN,NOISE,13,4,1.96,4.75,26.0,19.0,1
KILL_SHOT,STEEP_CONCAVE_DOWN,STEEP_CONVEX_DOWN,31,1,2.5,35.0,78.0,35.0,1
KILL_SHOT,STEEP_CONCAVE_DOWN,STEEP_LINEAR_DOWN,76,17,-7.32,-3.68,-556.0,-62.0,1
KILL_SHOT,STEEP_CONCAVE_DOWN,STEEP_LINEAR_UP,13,0,-7.0,,-91.0,0.0,-1
KILL_SHOT,STEEP_CONCAVE_UP,FLATLINE,137,16,2.26,-2.91,310.0,-46.0,0
KILL_SHOT,STEEP_CONCAVE_UP,GENTLE_CONCAVE_UP,10,2,0.85,8.25,8.0,16.0,1
KILL_SHOT,STEEP_CONCAVE_UP,GENTLE_CONVEX_DOWN,16,0,-5.91,,-94.0,0.0,-1
KILL_SHOT,STEEP_CONCAVE_UP,NOISE,183,19,5.06,3.05,926.0,58.0,1
KILL_SHOT,STEEP_CONCAVE_UP,STEEP_CONCAVE_DOWN,44,9,-2.48,-5.28,-109.0,-48.0,1
KILL_SHOT,STEEP_CONCAVE_UP,STEEP_CONCAVE_UP,232,65,-0.47,-3.23,-108.0,-210.0,1
KILL_SHOT,STEEP_CONCAVE_UP,STEEP_CONVEX_DOWN,167,63,0.94,1.12,158.0,70.0,1
KILL_SHOT,STEEP_CONCAVE_UP,STEEP_CONVEX_UP,11,4,-1.77,-1.62,-20.0,-6.0,1
KILL_SHOT,STEEP_CONCAVE_UP,STEEP_LINEAR_DOWN,187,68,1.06,-3.22,198.0,-219.0,0
KILL_SHOT,STEEP_CONCAVE_UP,STEEP_LINEAR_UP,182,38,-0.34,-0.91,-61.0,-34.0,1
KILL_SHOT,STEEP_CONVEX_DOWN,FLATLINE,84,17,0.67,-0.26,56.0,-4.0,0
KILL_SHOT,STEEP_CONVEX_DOWN,NOISE,123,39,2.76,5.45,339.0,212.0,1
KILL_SHOT,STEEP_CONVEX_DOWN,STEEP_CONCAVE_DOWN,20,1,0.68,1.0,14.0,1.0,1
KILL_SHOT,STEEP_CONVEX_DOWN,STEEP_CONCAVE_UP,102,36,0.07,-3.86,8.0,-139.0,0
KILL_SHOT,STEEP_CONVEX_DOWN,STEEP_CONVEX_DOWN,251,43,-0.37,-1.56,-93.0,-67.0,1
KILL_SHOT,STEEP_CONVEX_DOWN,STEEP_CONVEX_UP,19,6,-1.74,1.42,-33.0,8.0,0
KILL_SHOT,STEEP_CONVEX_DOWN,STEEP_LINEAR_DOWN,154,43,-0.27,-0.14,-42.0,-6.0,1
KILL_SHOT,STEEP_CONVEX_DOWN,STEEP_LINEAR_UP,138,31,-3.49,-6.5,-481.0,-202.0,1
KILL_SHOT,STEEP_CONVEX_UP,FLATLINE,10,2,2.8,4.0,28.0,8.0,1
KILL_SHOT,STEEP_CONVEX_UP,NOISE,23,3,2.39,2.83,55.0,8.0,1
KILL_SHOT,STEEP_CONVEX_UP,STEEP_CONCAVE_UP,33,3,-1.12,-4.33,-37.0,-13.0,1
KILL_SHOT,STEEP_CONVEX_UP,STEEP_LINEAR_UP,63,11,-4.75,-1.23,-300.0,-14.0,1
KILL_SHOT,STEEP_LINEAR_DOWN,FLATLINE,81,33,4.41,8.77,357.0,290.0,1
KILL_SHOT,STEEP_LINEAR_DOWN,GENTLE_CONVEX_DOWN,13,0,-0.19,,-2.0,0.0,-1
KILL_SHOT,STEEP_LINEAR_DOWN,GENTLE_LINEAR_UP,12,0,-1.92,,-23.0,0.0,-1
KILL_SHOT,STEEP_LINEAR_DOWN,NOISE,161,28,3.88,7.84,625.0,220.0,1
KILL_SHOT,STEEP_LINEAR_DOWN,STEEP_CONCAVE_DOWN,31,4,-2.45,0.0,-76.0,0.0,0
KILL_SHOT,STEEP_LINEAR_DOWN,STEEP_CONCAVE_UP,79,23,4.44,1.15,350.0,26.0,1
KILL_SHOT,STEEP_LINEAR_DOWN,STEEP_CONVEX_DOWN,393,80,-1.05,-0.68,-413.0,-54.0,1
KILL_SHOT,STEEP_LINEAR_DOWN,STEEP_CONVEX_UP,21,10,0.21,1.0,4.0,10.0,1
KILL_SHOT,STEEP_LINEAR_DOWN,STEEP_LINEAR_DOWN,475,82,-1.87,-1.28,-890.0,-105.0,1
KILL_SHOT,STEEP_LINEAR_DOWN,STEEP_LINEAR_UP,85,23,-0.62,-5.35,-53.0,-123.0,1
KILL_SHOT,STEEP_LINEAR_UP,FLATLINE,97,28,2.09,2.29,202.0,64.0,1
KILL_SHOT,STEEP_LINEAR_UP,GENTLE_CONCAVE_UP,10,1,0.6,0.0,6.0,0.0,0
KILL_SHOT,STEEP_LINEAR_UP,GENTLE_CONVEX_DOWN,28,1,1.57,0.0,44.0,0.0,0
KILL_SHOT,STEEP_LINEAR_UP,GENTLE_LINEAR_DOWN,17,0,5.0,,85.0,0.0,-1
KILL_SHOT,STEEP_LINEAR_UP,NOISE,185,28,4.43,4.3,820.0,120.0,1
KILL_SHOT,STEEP_LINEAR_UP,STEEP_CONCAVE_DOWN,36,4,-2.42,9.62,-87.0,38.0,0
KILL_SHOT,STEEP_LINEAR_UP,STEEP_CONCAVE_UP,350,55,0.18,2.84,62.0,156.0,1
KILL_SHOT,STEEP_LINEAR_UP,STEEP_CONVEX_DOWN,113,6,3.18,5.08,360.0,30.0,1
KILL_SHOT,STEEP_LINEAR_UP,STEEP_CONVEX_UP,35,8,3.36,0.44,118.0,4.0,1
KILL_SHOT,STEEP_LINEAR_UP,STEEP_LINEAR_DOWN,102,29,-2.57,-4.12,-262.0,-120.0,1
KILL_SHOT,STEEP_LINEAR_UP,STEEP_LINEAR_UP,364,87,-0.86,-1.26,-314.0,-110.0,1
NMP_FADE_RAW,FLATLINE,FLATLINE,216,41,0.3,-0.9,66.0,-37.0,0
NMP_FADE_RAW,FLATLINE,GENTLE_CONCAVE_UP,48,2,-0.31,0.0,-15.0,0.0,0
NMP_FADE_RAW,FLATLINE,GENTLE_CONVEX_DOWN,55,1,0.49,3.0,27.0,3.0,1
NMP_FADE_RAW,FLATLINE,GENTLE_CONVEX_UP,16,0,-0.5,,-8.0,0.0,-1
NMP_FADE_RAW,FLATLINE,GENTLE_LINEAR_DOWN,39,4,0.03,-1.38,1.0,-6.0,0
NMP_FADE_RAW,FLATLINE,GENTLE_LINEAR_UP,43,8,0.34,-1.25,14.0,-10.0,0
NMP_FADE_RAW,FLATLINE,NOISE,636,79,1.82,1.44,1154.0,114.0,1
NMP_FADE_RAW,FLATLINE,STEEP_CONCAVE_DOWN,171,43,-2.86,-4.01,-490.0,-172.0,1
NMP_FADE_RAW,FLATLINE,STEEP_CONCAVE_UP,576,85,0.27,0.43,156.0,36.0,1
NMP_FADE_RAW,FLATLINE,STEEP_CONVEX_DOWN,520,109,0.4,2.76,208.0,301.0,1
NMP_FADE_RAW,FLATLINE,STEEP_CONVEX_UP,161,31,-1.86,-4.9,-300.0,-152.0,1
NMP_FADE_RAW,FLATLINE,STEEP_LINEAR_DOWN,933,221,-1.95,-3.12,-1820.0,-690.0,1
NMP_FADE_RAW,FLATLINE,STEEP_LINEAR_UP,937,191,-2.28,-0.69,-2138.0,-132.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_DOWN,FLATLINE,31,2,-0.13,3.5,-4.0,7.0,0
NMP_FADE_RAW,GENTLE_CONCAVE_DOWN,GENTLE_LINEAR_UP,11,1,0.86,16.5,10.0,16.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_DOWN,NOISE,44,1,3.0,5.5,132.0,6.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_DOWN,STEEP_CONCAVE_DOWN,40,5,1.38,2.0,55.0,10.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_DOWN,STEEP_CONCAVE_UP,15,1,2.6,0.0,39.0,0.0,0
NMP_FADE_RAW,GENTLE_CONCAVE_DOWN,STEEP_CONVEX_DOWN,60,4,-0.12,-3.0,-8.0,-12.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_DOWN,STEEP_LINEAR_DOWN,241,15,-1.06,-3.37,-256.0,-50.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,FLATLINE,274,39,0.03,1.58,8.0,62.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_DOWN,20,3,0.88,0.0,18.0,0.0,0
NMP_FADE_RAW,GENTLE_CONCAVE_UP,GENTLE_CONCAVE_UP,156,3,-0.1,-1.0,-16.0,-3.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,GENTLE_CONVEX_DOWN,111,14,0.2,-0.32,22.0,-4.0,0
NMP_FADE_RAW,GENTLE_CONCAVE_UP,GENTLE_CONVEX_UP,13,1,0.27,0.0,4.0,0.0,0
NMP_FADE_RAW,GENTLE_CONCAVE_UP,GENTLE_LINEAR_DOWN,74,6,0.87,0.17,64.0,1.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,GENTLE_LINEAR_UP,161,10,0.39,0.45,63.0,4.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,NOISE,875,94,1.13,1.04,985.0,98.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,STEEP_CONCAVE_DOWN,208,18,-1.52,-0.06,-316.0,-1.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,STEEP_CONCAVE_UP,731,89,0.02,1.27,17.0,113.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,STEEP_CONVEX_DOWN,718,114,0.27,-0.46,192.0,-53.0,0
NMP_FADE_RAW,GENTLE_CONCAVE_UP,STEEP_CONVEX_UP,32,0,-0.27,,-8.0,0.0,-1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,STEEP_LINEAR_DOWN,821,123,-1.44,-0.62,-1184.0,-76.0,1
NMP_FADE_RAW,GENTLE_CONCAVE_UP,STEEP_LINEAR_UP,401,45,-0.08,1.12,-33.0,50.0,0
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,FLATLINE,265,42,0.38,0.6,100.0,25.0,1
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,GENTLE_CONCAVE_DOWN,11,0,-1.23,,-14.0,0.0,-1
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,GENTLE_CONCAVE_UP,68,4,-0.88,0.62,-60.0,2.0,0
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_DOWN,113,9,0.26,1.17,30.0,10.0,1
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,GENTLE_CONVEX_UP,19,4,0.37,-1.12,7.0,-4.0,0
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,GENTLE_LINEAR_DOWN,89,3,-0.19,-6.17,-17.0,-18.0,1
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,GENTLE_LINEAR_UP,53,15,-0.06,1.57,-3.0,24.0,0
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,NOISE,776,79,1.61,1.59,1250.0,126.0,1
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,STEEP_CONCAVE_DOWN,24,1,1.44,0.0,34.0,0.0,0
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,STEEP_CONCAVE_UP,613,114,0.26,0.44,160.0,50.0,1
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,STEEP_CONVEX_DOWN,712,107,0.14,2.11,100.0,226.0,1
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,STEEP_CONVEX_UP,147,15,-1.52,-0.67,-223.0,-10.0,1
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,STEEP_LINEAR_DOWN,374,64,0.27,-0.01,101.0,-0.0,0
NMP_FADE_RAW,GENTLE_CONVEX_DOWN,STEEP_LINEAR_UP,873,175,-1.57,-1.09,-1371.0,-190.0,1
NMP_FADE_RAW,GENTLE_CONVEX_UP,FLATLINE,21,1,4.19,0.0,88.0,0.0,0
NMP_FADE_RAW,GENTLE_CONVEX_UP,GENTLE_CONCAVE_UP,10,0,0.3,,3.0,0.0,-1
NMP_FADE_RAW,GENTLE_CONVEX_UP,NOISE,57,5,2.46,0.4,140.0,2.0,1
NMP_FADE_RAW,GENTLE_CONVEX_UP,STEEP_CONCAVE_UP,41,12,-0.51,-0.58,-21.0,-7.0,1
NMP_FADE_RAW,GENTLE_CONVEX_UP,STEEP_CONVEX_UP,43,7,0.07,-1.64,3.0,-12.0,0
NMP_FADE_RAW,GENTLE_CONVEX_UP,STEEP_LINEAR_DOWN,23,5,0.54,-1.2,12.0,-6.0,0
NMP_FADE_RAW,GENTLE_CONVEX_UP,STEEP_LINEAR_UP,187,27,-0.7,0.19,-130.0,5.0,0
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,FLATLINE,146,20,1.67,-0.8,244.0,-16.0,0
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,GENTLE_CONCAVE_DOWN,12,0,-1.17,,-14.0,0.0,-1
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,GENTLE_CONCAVE_UP,49,5,-0.38,3.7,-18.0,18.0,0
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,GENTLE_CONVEX_DOWN,62,2,0.05,-1.75,3.0,-4.0,0
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,GENTLE_CONVEX_UP,13,0,-0.92,,-12.0,0.0,-1
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_DOWN,53,4,-0.25,-3.62,-14.0,-14.0,1
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,GENTLE_LINEAR_UP,39,6,-0.15,-4.75,-6.0,-28.0,1
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,NOISE,430,41,1.33,2.29,573.0,94.0,1
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,STEEP_CONCAVE_DOWN,35,3,0.54,0.0,19.0,0.0,0
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,STEEP_CONCAVE_UP,264,51,0.24,0.22,62.0,11.0,1
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,STEEP_CONVEX_DOWN,582,68,0.12,0.34,70.0,23.0,1
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,STEEP_CONVEX_UP,68,4,-0.19,0.0,-13.0,0.0,0
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,STEEP_LINEAR_DOWN,499,74,-0.09,0.36,-46.0,26.0,0
NMP_FADE_RAW,GENTLE_LINEAR_DOWN,STEEP_LINEAR_UP,315,60,-1.1,-0.14,-346.0,-8.0,1
NMP_FADE_RAW,GENTLE_LINEAR_UP,FLATLINE,141,13,0.74,2.27,104.0,30.0,1
NMP_FADE_RAW,GENTLE_LINEAR_UP,GENTLE_CONCAVE_UP,94,8,-0.03,-1.69,-2.0,-14.0,1
NMP_FADE_RAW,GENTLE_LINEAR_UP,GENTLE_CONVEX_DOWN,62,10,-0.31,-0.35,-20.0,-4.0,1
NMP_FADE_RAW,GENTLE_LINEAR_UP,GENTLE_CONVEX_UP,17,0,-0.88,,-15.0,0.0,-1
NMP_FADE_RAW,GENTLE_LINEAR_UP,GENTLE_LINEAR_DOWN,39,4,0.06,-3.88,2.0,-16.0,0
NMP_FADE_RAW,GENTLE_LINEAR_UP,GENTLE_LINEAR_UP,37,6,0.72,2.42,26.0,14.0,1
NMP_FADE_RAW,GENTLE_LINEAR_UP,NOISE,480,33,1.22,3.77,588.0,124.0,1
NMP_FADE_RAW,GENTLE_LINEAR_UP,STEEP_CONCAVE_DOWN,68,9,-1.93,2.5,-132.0,22.0,0
NMP_FADE_RAW,GENTLE_LINEAR_UP,STEEP_CONCAVE_UP,581,75,0.1,0.52,58.0,39.0,1
NMP_FADE_RAW,GENTLE_LINEAR_UP,STEEP_CONVEX_DOWN,312,48,0.74,1.11,232.0,54.0,1
NMP_FADE_RAW,GENTLE_LINEAR_UP,STEEP_CONVEX_UP,44,2,1.16,-10.5,51.0,-21.0,0
NMP_FADE_RAW,GENTLE_LINEAR_UP,STEEP_LINEAR_DOWN,279,53,-1.28,-1.56,-358.0,-82.0,1
NMP_FADE_RAW,GENTLE_LINEAR_UP,STEEP_LINEAR_UP,592,68,-0.46,-0.44,-274.0,-30.0,1
NMP_FADE_RAW,NOISE,FLATLINE,174,49,-0.15,2.11,-26.0,104.0,0
NMP_FADE_RAW,NOISE,GENTLE_CONCAVE_UP,50,4,-0.68,1.0,-34.0,4.0,0
NMP_FADE_RAW,NOISE,GENTLE_CONVEX_DOWN,43,1,0.08,0.0,4.0,0.0,0
NMP_FADE_RAW,NOISE,GENTLE_CONVEX_UP,11,1,-0.5,0.5,-6.0,0.0,0
NMP_FADE_RAW,NOISE,GENTLE_LINEAR_DOWN,63,2,-0.14,0.0,-9.0,0.0,0
NMP_FADE_RAW,NOISE,GENTLE_LINEAR_UP,36,0,1.1,,40.0,0.0,-1
NMP_FADE_RAW,NOISE,NOISE,768,97,2.13,2.79,1638.0,271.0,1
NMP_FADE_RAW,NOISE,STEEP_CONCAVE_DOWN,105,15,-3.35,-7.13,-352.0,-107.0,1
NMP_FADE_RAW,NOISE,STEEP_CONCAVE_UP,488,64,1.29,4.3,631.0,276.0,1
NMP_FADE_RAW,NOISE,STEEP_CONVEX_DOWN,414,86,0.63,-1.78,262.0,-154.0,0
NMP_FADE_RAW,NOISE,STEEP_CONVEX_UP,108,15,-3.14,-3.57,-340.0,-54.0,1
NMP_FADE_RAW,NOISE,STEEP_LINEAR_DOWN,612,92,-2.03,-4.42,-1240.0,-406.0,1
NMP_FADE_RAW,NOISE,STEEP_LINEAR_UP,566,110,-1.54,-1.56,-872.0,-172.0,1
NMP_FADE_RAW,STEEP_CONCAVE_DOWN,FLATLINE,38,9,5.7,2.89,216.0,26.0,1
NMP_FADE_RAW,STEEP_CONCAVE_DOWN,NOISE,77,12,11.99,12.38,923.0,148.0,1
NMP_FADE_RAW,STEEP_CONCAVE_DOWN,STEEP_CONCAVE_DOWN,69,9,-0.45,1.22,-31.0,11.0,0
NMP_FADE_RAW,STEEP_CONCAVE_DOWN,STEEP_CONCAVE_UP,34,8,6.65,0.88,226.0,7.0,1
NMP_FADE_RAW,STEEP_CONCAVE_DOWN,STEEP_CONVEX_DOWN,122,14,-0.0,6.54,-0.0,92.0,0
NMP_FADE_RAW,STEEP_CONCAVE_DOWN,STEEP_LINEAR_DOWN,395,62,-4.4,-2.23,-1738.0,-138.0,1
NMP_FADE_RAW,STEEP_CONCAVE_DOWN,STEEP_LINEAR_UP,33,0,-2.82,,-93.0,0.0,-1
NMP_FADE_RAW,STEEP_CONCAVE_UP,FLATLINE,510,96,1.22,-0.56,622.0,-54.0,0
NMP_FADE_RAW,STEEP_CONCAVE_UP,GENTLE_CONCAVE_UP,68,6,-0.71,2.75,-48.0,16.0,0
NMP_FADE_RAW,STEEP_CONCAVE_UP,GENTLE_CONVEX_DOWN,84,8,-0.01,1.0,-0.0,8.0,0
NMP_FADE_RAW,STEEP_CONCAVE_UP,GENTLE_CONVEX_UP,21,1,-1.07,8.5,-22.0,8.0,0
NMP_FADE_RAW,STEEP_CONCAVE_UP,GENTLE_LINEAR_DOWN,38,6,0.64,5.08,24.0,30.0,1
NMP_FADE_RAW,STEEP_CONCAVE_UP,GENTLE_LINEAR_UP,47,3,1.26,0.0,59.0,0.0,0
NMP_FADE_RAW,STEEP_CONCAVE_UP,NOISE,828,140,4.69,4.17,3886.0,584.0,1
NMP_FADE_RAW,STEEP_CONCAVE_UP,STEEP_CONCAVE_DOWN,224,53,0.64,-5.72,143.0,-303.0,0
NMP_FADE_RAW,STEEP_CONCAVE_UP,STEEP_CONCAVE_UP,1773,449,0.38,-1.17,682.0,-526.0,0
NMP_FADE_RAW,STEEP_CONCAVE_UP,STEEP_CONVEX_DOWN,1177,314,1.38,1.83,1624.0,574.0,1
NMP_FADE_RAW,STEEP_CONCAVE_UP,STEEP_CONVEX_UP,63,15,2.94,-0.3,185.0,-4.0,0
NMP_FADE_RAW,STEEP_CONCAVE_UP,STEEP_LINEAR_DOWN,1200,364,-2.34,-2.61,-2810.0,-950.0,1
NMP_FADE_RAW,STEEP_CONCAVE_UP,STEEP_LINEAR_UP,1233,252,-0.06,-0.36,-74.0,-90.0,1
NMP_FADE_RAW,STEEP_CONVEX_DOWN,FLATLINE,379,74,1.28,0.9,485.0,66.0,1
NMP_FADE_RAW,STEEP_CONVEX_DOWN,GENTLE_CONCAVE_UP,39,13,0.69,0.23,27.0,3.0,1
NMP_FADE_RAW,STEEP_CONVEX_DOWN,GENTLE_CONVEX_DOWN,34,2,1.1,1.75,38.0,4.0,1
NMP_FADE_RAW,STEEP_CONVEX_DOWN,GENTLE_LINEAR_DOWN,38,4,0.51,0.5,20.0,2.0,1
NMP_FADE_RAW,STEEP_CONVEX_DOWN,GENTLE_LINEAR_UP,30,5,0.45,0.3,14.0,2.0,1
NMP_FADE_RAW,STEEP_CONVEX_DOWN,NOISE,774,169,4.21,4.8,3256.0,811.0,1
NMP_FADE_RAW,STEEP_CONVEX_DOWN,STEEP_CONCAVE_DOWN,56,9,-1.34,6.11,-75.0,55.0,0
NMP_FADE_RAW,STEEP_CONVEX_DOWN,STEEP_CONCAVE_UP,1109,288,0.67,-0.54,746.0,-156.0,0
NMP_FADE_RAW,STEEP_CONVEX_DOWN,STEEP_CONVEX_DOWN,1509,327,0.32,-0.21,486.0,-68.0,0
NMP_FADE_RAW,STEEP_CONVEX_DOWN,STEEP_CONVEX_UP,144,35,-0.91,-0.1,-130.0,-4.0,1
NMP_FADE_RAW,STEEP_CONVEX_DOWN,STEEP_LINEAR_DOWN,994,262,0.12,0.37,124.0,98.0,1
NMP_FADE_RAW,STEEP_CONVEX_DOWN,STEEP_LINEAR_UP,1052,272,-2.83,-2.31,-2976.0,-628.0,1
NMP_FADE_RAW,STEEP_CONVEX_UP,FLATLINE,34,5,3.75,6.4,128.0,32.0,1
NMP_FADE_RAW,STEEP_CONVEX_UP,GENTLE_CONVEX_DOWN,12,0,2.62,,32.0,0.0,-1
NMP_FADE_RAW,STEEP_CONVEX_UP,NOISE,72,12,5.21,4.54,375.0,54.0,1
NMP_FADE_RAW,STEEP_CONVEX_UP,STEEP_CONCAVE_UP,133,23,-0.86,-6.09,-115.0,-140.0,1
NMP_FADE_RAW,STEEP_CONVEX_UP,STEEP_CONVEX_DOWN,36,5,4.83,1.5,174.0,8.0,1
NMP_FADE_RAW,STEEP_CONVEX_UP,STEEP_CONVEX_UP,27,3,-4.24,3.33,-114.0,10.0,0
NMP_FADE_RAW,STEEP_CONVEX_UP,STEEP_LINEAR_DOWN,38,6,3.92,4.25,149.0,26.0,1
